Gene_names,RBBP5_vs_BirA_logFC,RBBP5_vs_BirA_pval,Protein_IDs,Majority_protein_IDs,Peptide_counts__all_,Peptide_counts__razor_unique_,Peptide_counts__unique_,Protein_names,Fasta_headers,Number_of_proteins,Peptides,Razor___unique_peptides,Unique_peptides,Peptides_BirA_alone_N1,Peptides_BirA_alone_N2,Peptides_RBBP5_N1,Peptides_RBBP5_N2,Razor___unique_peptides_BirA_alone_N1,Razor___unique_peptides_BirA_alone_N2,Razor___unique_peptides_RBBP5_N1,Razor___unique_peptides_RBBP5_N2,Unique_peptides_BirA_alone_N1,Unique_peptides_BirA_alone_N2,Unique_peptides_RBBP5_N1,Unique_peptides_RBBP5_N2,Sequence_coverage____,Unique___razor_sequence_coverage____,Unique_sequence_coverage____,Mol__weight__kDa_,Sequence_length,Sequence_lengths,Q_value,Score,Identification_type_BirA_alone_N1,Identification_type_BirA_alone_N2,Identification_type_RBBP5_N1,Identification_type_RBBP5_N2,Ratio_H_L,Ratio_H_L_normalized,Ratio_H_L_variability____,Ratio_H_L_count,Ratio_H_L_iso_count,Ratio_H_L_type,Ratio_H_L_BirA_alone_N1,Ratio_H_L_BirA_alone_N2,Ratio_H_L_RBBP5_N1,Ratio_H_L_RBBP5_N2,Ratio_H_L_normalized_BirA_alone_N1,Ratio_H_L_normalized_BirA_alone_N2,Ratio_H_L_normalized_RBBP5_N1,Ratio_H_L_normalized_RBBP5_N2,Ratio_H_L_variability_____BirA_alone_N1,Ratio_H_L_variability_____BirA_alone_N2,Ratio_H_L_variability_____RBBP5_N1,Ratio_H_L_variability_____RBBP5_N2,Ratio_H_L_count_BirA_alone_N1,Ratio_H_L_count_BirA_alone_N2,Ratio_H_L_count_RBBP5_N1,Ratio_H_L_count_RBBP5_N2,Ratio_H_L_iso_count_BirA_alone_N1,Ratio_H_L_iso_count_BirA_alone_N2,Ratio_H_L_iso_count_RBBP5_N1,Ratio_H_L_iso_count_RBBP5_N2,Ratio_H_L_type_BirA_alone_N1,Ratio_H_L_type_BirA_alone_N2,Ratio_H_L_type_RBBP5_N1,Ratio_H_L_type_RBBP5_N2,Sequence_coverage_BirA_alone_N1____,Sequence_coverage_BirA_alone_N2____,Sequence_coverage_RBBP5_N1____,Sequence_coverage_RBBP5_N2____,Intensity,Intensity_L,Intensity_H,Intensity_BirA_alone_N1,Intensity_L_BirA_alone_N1,Intensity_H_BirA_alone_N1,Intensity_BirA_alone_N2,Intensity_L_BirA_alone_N2,Intensity_H_BirA_alone_N2,Intensity_RBBP5_N1,Intensity_L_RBBP5_N1,Intensity_H_RBBP5_N1,Intensity_RBBP5_N2,Intensity_L_RBBP5_N2,Intensity_H_RBBP5_N2,Only_identified_by_site,Reverse,Potential_contaminant,id,Peptide_IDs,Peptide_is_razor,Mod__peptide_IDs,Evidence_IDs,MS_MS_IDs,Best_MS_MS,Carbamyl__K__site_IDs,Oxidation__M__site_IDs,Carbamyl__K__site_positions,Oxidation__M__site_positions,Taxonomy_IDs,AutoID,metacell_Intensity_L_RBBP5_N1,metacell_Intensity_L_RBBP5_N2,metacell_Intensity_L_BirA_alone_N1,metacell_Intensity_L_BirA_alone_N2
HNRNPDL,-0.00603510448007327,0.983912893218409,O14979;A0A087WUK2,O14979;A0A087WUK2,8;8,6;6,6;6,Heterogeneous nuclear ribonucleoprotein D-like,sp|O14979|HNRDL_HUMAN Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens OX=9606 GN=HNRNPDL PE=1 SV=3;tr|A0A087WUK2|A0A087WUK2_HUMAN Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens OX=9606 GN=HNRNPDL PE=1 SV=1,2,8,6,6,5,5,7,6,3,3,5,4,3,3,5,4,19.0,16.7,16.7,46.437,420,420;363,0.0,14.133,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.25898,0.90432,20.857,19,15,Leave out requantified,0.26747,0.30965,0.055063,0.1474,0.99733,0.94758,0.072252,0.15489,24.301,30.473,61.652,76.05,4,3,6,6,1,2,6,6,Median,Median,Median,Median,12.1,12.1,16.9,14.3,2371300000,2039900000,331410000,613900000,479620000,134290000,538810000,404600000,134210000,588890000,561780000,27108000,629660000,593850000,35809000,,,,29,1125;2555;3560;4357;9932;10965;11760;12984,True;True;True;False;True;True;True;False,1413;3211;3212;4425;5414;5415;12425;13668;14653;14654;16113,3308;7483;7484;7485;7486;7487;7488;10101;10102;10103;10104;12274;12275;12276;12277;12278;12279;12280;12281;12282;28237;31007;33102;33103;33104;33105;33106;33107;33108;36496;36497;36498;36499,5507;12583;12584;12585;12586;12587;12588;16652;16653;16654;16655;16656;16657;16658;16659;16660;16661;20295;20296;20297;20298;20299;20300;20301;20302;20303;20304;20305;20306;20307;20308;20309;20310;20311;20312;20313;20314;20315;20316;45943;50454;53771;53772;53773;53774;53775;53776;53777;53778;53779;59311;59312;59313;59314;59315;59316,5507;12586;16654;20308;45943;50454;53777;59311,12,,289,,-1;-1,protein_30,quanti,quanti,quanti,quanti
SLIRP,-1.47404585914633,0.0927343911912282,Q9GZT3;A0A087WUN7;H0YJ40;G3V4X6;G3V2S9;H0YJW7;H0YJI1,Q9GZT3;A0A087WUN7;H0YJ40;G3V4X6;G3V2S9;H0YJW7,5;5;5;5;5;4;1,5;5;5;5;5;4;1,5;5;5;5;5;4;1,"SRA stem-loop-interacting RNA-binding protein, mitochondrial","sp|Q9GZT3|SLIRP_HUMAN SRA stem-loop-interacting RNA-binding protein, mitochondrial OS=Homo sapiens OX=9606 GN=SLIRP PE=1 SV=1;tr|A0A087WUN7|A0A087WUN7_HUMAN SRA stem-loop-interacting RNA-binding protein, mitochondrial OS=Homo sapiens OX=9606 GN=SLIRP PE=1 ",7,5,5,5,4,3,1,2,4,3,1,2,4,3,1,2,47.7,47.7,47.7,12.349,109,109;92;96;98;124;76;40,0.0,8.1993,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.51702,1.335,24.82,9,3,Leave out requantified,0.49915,0.66547,,0.069683,1.3419,1.977,,0.073272,25.744,25.125,,180.91,4,3,0,2,0,1,0,2,Leave out requantified,Median,Median,Median,34.9,33.9,12.8,22.0,557200000,401130000,156060000,198090000,131270000,66827000,203540000,123680000,79855000,31917000,31917000,0,123650000,114270000,9381400,,,,30,2153;4762;10502;11726;12469,True;True;True;True;True,2710;5984;13111;14611;15490,6369;6370;13570;29741;29742;29743;29744;33001;35049;35050;35051,10757;10758;22395;48356;48357;48358;48359;48360;53586;56922;56923;56924;56925;56926;56927;56928;56929;56930,10758;22395;48360;53586;56928,,,,,-1;-1;-1;-1;-1;-1;-1,protein_31,quanti,quanti,quanti,quanti
EIF5B,-2.28265559944678,0.00053002469149342,O60841;A0A087WUT6,O60841;A0A087WUT6,6;6,6;6,6;6,Eukaryotic translation initiation factor 5B,sp|O60841|IF2P_HUMAN Eukaryotic translation initiation factor 5B OS=Homo sapiens OX=9606 GN=EIF5B PE=1 SV=4;tr|A0A087WUT6|A0A087WUT6_HUMAN Eukaryotic translation initiation factor 5B OS=Homo sapiens OX=9606 GN=EIF5B PE=1 SV=1,2,6,6,6,4,5,1,1,4,5,1,1,4,5,1,1,9.1,9.1,9.1,138.83,1220,1220;1220,0.0,7.9171,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.2981,0.83484,19.889,12,6,Leave out requantified,0.31215,0.31699,0.41074,0.25438,1.0431,0.86726,0.45581,0.26573,17.143,16.107,,,5,5,1,1,2,2,1,1,Median,Leave out requantified,Median,Median,6.6,7.5,1.6,1.6,526080000,381620000,144460000,192110000,141760000,50347000,230380000,158660000,71719000,55071000,41736000,13335000,48520000,39461000,9058500,,,,32,4789;5379;5601;6487;8413;8713,True;True;True;True;True;True,6018;6794;7114;8228;10633;10990,13642;15356;15357;16113;16114;16115;18661;18662;24215;24216;25028;25029,22501;25193;25194;25195;26534;26535;30691;30692;39580;39581;39582;40880;40881;40882,22501;25194;26534;30692;39581;40882,,,,,-1;-1,protein_33,quanti,quanti,quanti,quanti
BSG,-0.26108361826503,0.510737902156754,P35613;A0A087WUV8;A0A087X2B5;R4GMX5;I3L192;R4GN83,P35613;A0A087WUV8;A0A087X2B5;R4GMX5;I3L192,3;3;3;2;2;1,3;3;3;2;2;1,3;3;3;2;2;1,Basigin,sp|P35613|BASI_HUMAN Basigin OS=Homo sapiens OX=9606 GN=BSG PE=1 SV=2;tr|A0A087WUV8|A0A087WUV8_HUMAN Basigin OS=Homo sapiens OX=9606 GN=BSG PE=1 SV=1;tr|A0A087X2B5|A0A087X2B5_HUMAN Basigin (Fragment) OS=Homo sapiens OX=9606 GN=BSG PE=1 SV=1;tr|R4GMX5|R4GMX,6,3,3,3,2,3,1,2,2,3,1,2,2,3,1,2,9.1,9.1,9.1,42.2,385,385;189;221;84;160;52,0.0,4.9483,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.41318,1.1503,120.22,9,9,Median,0.48525,0.46176,0.093125,0.15017,1.6998,1.2796,0.095167,0.15451,0.53148,29.483,,36.279,2,4,1,2,2,4,1,2,Median,Median,Median,Median,6.5,9.1,2.3,6.5,544310000,421250000,123060000,100670000,66260000,34409000,208450000,141610000,66843000,103060000,99176000,3886100,132120000,114210000,17917000,,,,33,3538;5053;13014,True;True;True,4402;6353;16147,10044;10045;10046;10047;10048;14387;36585;36586;36587;36588,16569;16570;16571;16572;16573;23706;59459;59460;59461;59462,16572;23706;59459,,,,,-1;-1;-1;-1;-1;-1,protein_34,quanti,quanti,quanti,quanti
SPTBN1,1.89758562532859,0.00392395427490592,Q01082;A0A087WUZ3;F8W6C1;O15020;A4QPE4,Q01082;A0A087WUZ3,39;39;12;1;1,39;39;12;1;1,38;38;11;0;0,"Spectrin beta chain, non-erythrocytic 1","sp|Q01082|SPTB2_HUMAN Spectrin beta chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTBN1 PE=1 SV=2;tr|A0A087WUZ3|A0A087WUZ3_HUMAN Spectrin beta chain OS=Homo sapiens OX=9606 GN=SPTBN1 PE=1 SV=1",5,39,39,38,12,18,24,28,12,18,24,28,12,18,23,27,22.4,22.4,22.0,274.61,2364,2364;2366;690;2390;934,0.0,66.78,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.48249,1.1562,36.931,81,57,Leave out requantified,0.40976,0.55391,0.11086,0.12298,1.0158,1.214,0.12025,0.12817,33.03,23.38,94.028,70.067,12,18,25,26,5,3,25,24,Leave out requantified,Leave out requantified,Median,Median,7.0,11.5,13.4,16.5,3076100000,2602200000,473810000,224630000,158080000,66554000,483680000,300430000,183250000,1070100000,994750000,75375000,1297600000,1149000000,148630000,,,,35,1523;2278;2287;2369;2483;2566;3427;3820;5550;6352;6743;7579;7580;7897;8340;8963;8971;9406;9407;9572;10018;10164;11546;11861;12000;12818;12952;12953;13400;13414;13426;13785;14053;14057;14434;14526;14901;15313;15470,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,1915;2872;2881;2987;2988;3127;3227;4280;4728;7043;8061;8524;9611;9612;10019;10532;10533;11279;11291;11803;11804;11805;12010;12521;12522;12705;14384;14771;14931;15923;16077;16078;16601;16617;16631;17087;17413;17418;17870;17990;17991;18442;18983;19163;19164,4514;4515;4516;6729;6730;6746;6747;6748;7004;7005;7006;7007;7008;7300;7301;7536;7537;9766;9767;10779;10780;10781;10782;15977;18280;18281;18282;19317;19318;19319;19320;21788;21789;21790;22772;23957;23958;23959;25633;25663;25664;26795;26796;26797;26798;26799;26800;26801;26802;26803;27273;28446;28447;28448;28449;28450;28451;28452;28453;28853;28854;28855;28856;32539;32540;33387;33739;33740;36090;36426;36427;36428;37650;37686;37721;37722;37723;38828;39546;39547;39556;40651;40652;40653;40926;40927;40928;40929;42030;43302;43724;43725;43726;43727,7652;7653;7654;11353;11354;11381;11382;11383;11859;11860;11861;11862;11863;12321;12322;12675;12676;16146;16147;17781;17782;17783;17784;17785;17786;17787;26317;30073;30074;30075;30076;31742;31743;31744;31745;35696;35697;35698;37245;39186;39187;39188;41790;41843;41844;43545;43546;43547;43548;43549;43550;43551;43552;43553;43554;43555;43556;44353;46279;46280;46281;46282;46283;46284;46285;46286;46287;46288;46289;46290;46904;46905;46906;46907;46908;52906;52907;52908;54229;54832;54833;54834;54835;54836;58658;59208;59209;59210;61239;61287;61336;61337;61338;61339;61340;61341;63403;64579;64580;64581;64594;66532;66533;66534;66535;67018;67019;67020;68765;70949;71679;71680;71681;71682;71683;71684,7653;11353;11382;11859;12322;12675;16146;17783;26317;30075;31744;35696;35697;37245;39187;41790;41843;43550;43553;44353;46281;46906;52908;54229;54834;58658;59209;59210;61239;61287;61340;63403;64581;64594;66532;67019;68765;70949;71681,,,,,-1;-1;-1;-1;-1,protein_36,quanti,quanti,quanti,quanti
MTHFD1L,1.46077794305705,0.0146993750164068,Q6UB35;A0A087WVM4;B7ZM99;Q4VXM1;Q4VXM0;Q4VXV2,Q6UB35;A0A087WVM4;B7ZM99,6;6;6;1;1;1,5;5;5;1;1;1,5;5;5;1;1;1,"Monofunctional C1-tetrahydrofolate synthase, mitochondrial","sp|Q6UB35|C1TM_HUMAN Monofunctional C1-tetrahydrofolate synthase, mitochondrial OS=Homo sapiens OX=9606 GN=MTHFD1L PE=1 SV=1;tr|A0A087WVM4|A0A087WVM4_HUMAN Monofunctional C1-tetrahydrofolate synthase, mitochondrial OS=Homo sapiens OX=9606 GN=MTHFD1L PE=1 S",6,6,5,5,2,2,3,5,1,1,2,4,1,1,2,4,6.0,5.0,5.0,105.79,978,978;913;979;57;92;96,0.0,4.8822,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.20605,0.25006,86.945,7,6,Median,0.4209,0.50587,0.16815,0.14888,0.9629,1.0125,0.20402,0.16397,,,28.78,47.28,1,1,2,3,1,0,2,3,Median,Median,Median,Median,2.2,2.0,3.3,5.0,112200000,91731000,20468000,12170000,8631800,3537900,15610000,10571000,5039600,28466000,25468000,2997700,55952000,47060000,8892300,,,,42,2322;2750;7825;9538;13688;15102,True;True;True;True;True;False,2929;3458;9934;11966;16956;18729,6875;6876;8015;22601;22602;22603;27152;38519;42692;42693;42694;42695;42696;42697,11638;11639;13412;37012;37013;37014;44140;62815;69867;69868;69869;69870;69871;69872;69873;69874;69875,11639;13412;37012;44140;62815;69867,,,,,-1;-1;-1;-1;-1;-1,protein_43,quanti,quanti,quanti,quanti
RRBP1,1.88364916279186,0.0560967721384762,Q9P2E9;A0A087WVV2;F8W7S5;Q8N4C6;H0YDJ4;H9KV85;E9PN67;C9J066,Q9P2E9;A0A087WVV2;F8W7S5,4;4;3;1;1;1;1;1,4;4;3;1;1;1;1;1,4;4;3;1;1;1;1;1,Ribosome-binding protein 1,sp|Q9P2E9|RRBP1_HUMAN Ribosome-binding protein 1 OS=Homo sapiens OX=9606 GN=RRBP1 PE=1 SV=5;tr|A0A087WVV2|A0A087WVV2_HUMAN Ribosome-binding protein 1 OS=Homo sapiens OX=9606 GN=RRBP1 PE=1 SV=1;tr|F8W7S5|F8W7S5_HUMAN Ribosome-binding protein 1 OS=Homo sapie,8,4,4,4,1,1,3,1,1,1,3,1,1,1,3,1,3.8,3.8,3.8,152.45,1410,1410;934;751;2090;1537;1581;1989;2046,0.0,10.959,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.21519,0.24923,82.84,8,6,Median,0.40935,0.45159,0.14827,0.23854,0.93034,0.96619,0.18135,0.27341,,,49.864,35.224,1,1,4,2,0,0,4,2,Median,Median,Median,Median,0.9,1.1,2.8,0.9,147130000,116310000,30821000,11464000,6192600,5271500,18170000,11898000,6271100,88205000,75037000,13168000,29289000,23179000,6110300,,,,44,1324;9054;12417;13922,True;True;True;True,1675;11387;15426;15427;17260,3914;25867;34910;34911;34912;34913;34914;39219,6606;42139;56712;56713;56714;56715;56716;56717;56718;64112,6606;42139;56716;64112,,,,,-1;-1;-1;-1;-1;-1;-1;-1,protein_45,quanti,quanti,quanti,quanti
POLD2,-19.1090091606745,1.90289690277413e-07,P49005;F8W8R3;A0A087WWF6;C9JHC7;H7C1B3;C9IZD2;C9J8Z7;C9JLE1,P49005;F8W8R3;A0A087WWF6;C9JHC7,3;3;3;2;1;1;1;1,3;3;3;2;1;1;1;1,3;3;3;2;1;1;1;1,DNA polymerase delta subunit 2,sp|P49005|DPOD2_HUMAN DNA polymerase delta subunit 2 OS=Homo sapiens OX=9606 GN=POLD2 PE=1 SV=1;tr|F8W8R3|F8W8R3_HUMAN DNA polymerase delta subunit 2 OS=Homo sapiens OX=9606 GN=POLD2 PE=1 SV=1;tr|A0A087WWF6|A0A087WWF6_HUMAN DNA polymerase delta subunit 2 O,8,3,3,3,1,2,0,0,1,2,0,0,1,2,0,0,8.5,8.5,8.5,51.289,469,469;455;504;257;83;148;155;220,0.0017411,1.9526,By MS/MS,By MS/MS,,,2.9798,7.1664,54.271,3,2,Plateau,0.92703,2.2451,,,2.4934,5.3717,,,,44.312,,,1,2,0,0,1,1,0,0,Median,Median,Median,Median,3.0,5.5,0.0,0.0,70267000,23171000,47096000,19603000,8997400,10606000,50664000,14173000,36491000,0,0,0,0,0,0,,,,46,3734;8360;14937,True;True;True,4632;10558;18501,10567;24012;42166,17426;39275;68985;68986,17426;39275;68985,,,,,-1;-1;-1;-1;-1;-1;-1;-1,protein_47,imputed MEC,imputed MEC,quanti,quanti
HYOU1,-0.721385702224396,0.294910342671374,Q9Y4L1;E9PJ21;A0A087WWI4;K7EQK2;A0A087X054;A0A494C039;J3KTF1;J3QL06;A0A087WW13;Q9BST8;J3QQH7;J3QLE9,Q9Y4L1;E9PJ21;A0A087WWI4;K7EQK2;A0A087X054;A0A494C039,10;10;10;10;10;10;3;2;1;1;1;1,10;10;10;10;10;10;3;2;1;1;1;1,10;10;10;10;10;10;3;2;1;1;1;1,Hypoxia up-regulated protein 1,sp|Q9Y4L1|HYOU1_HUMAN Hypoxia up-regulated protein 1 OS=Homo sapiens OX=9606 GN=HYOU1 PE=1 SV=1;tr|E9PJ21|E9PJ21_HUMAN Hypoxia up-regulated protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=HYOU1 PE=1 SV=1;tr|A0A087WWI4|A0A087WWI4_HUMAN Hypoxia up-regulated ,12,10,10,10,4,8,4,3,4,8,4,3,4,8,4,3,14.2,14.2,14.2,111.33,999,999;656;677;678;937;1000;224;211;102;147;149;154,0.0,13.137,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.36048,0.94873,26.491,20,13,Leave out requantified,0.35483,0.36623,0.16378,0.17665,1.51,0.90178,0.19621,0.18411,31.003,24.604,8.7015,58.351,5,9,3,3,3,4,3,3,Linear,Leave out requantified,Median,Median,4.5,11.7,5.3,4.3,637160000,492960000,144210000,103820000,75441000,28375000,297970000,206710000,91255000,152160000,139530000,12634000,83216000,71275000,11941000,,,,47,509;3512;5200;7614;12562;13764;13829;14281;15250;15478,True;True;True;True;True;True;True;True;True;True,612;4375;6544;9651;9652;15614;17060;17145;17685;18904;19173,1416;9989;9990;14787;21887;21888;21889;21890;21891;35336;38770;38951;38952;40187;43102;43103;43104;43105;43106;43107;43744;43745,2379;16477;16478;24306;35867;35868;35869;35870;35871;35872;35873;35874;57402;63318;63625;63626;65679;70622;70623;70624;70625;70626;70627;70628;71709;71710,2379;16477;24306;35868;57402;63318;63626;65679;70622;71709,,,,,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_48,quanti,quanti,quanti,quanti
TRAPPC3,-21.1654054752626,8.56217967622266e-08,O43617;A0A087WWM0;A0A087WYS5;A6NKE1,O43617;A0A087WWM0;A0A087WYS5,3;3;2;1,3;3;2;1,3;3;2;1,Trafficking protein particle complex subunit 3,sp|O43617|TPPC3_HUMAN Trafficking protein particle complex subunit 3 OS=Homo sapiens OX=9606 GN=TRAPPC3 PE=1 SV=1;tr|A0A087WWM0|A0A087WWM0_HUMAN Trafficking protein particle complex subunit OS=Homo sapiens OX=9606 GN=TRAPPC3 PE=1 SV=1;tr|A0A087WYS5|A0A087W,4,3,3,3,3,3,0,0,3,3,0,0,3,3,0,0,18.9,18.9,18.9,20.274,180,180;188;114;118,0.0,7.5142,By MS/MS,By MS/MS,,,0.66242,1.7658,5.315,6,1,Leave out requantified,0.58903,0.74572,,,1.6285,1.9146,,,1.6152,10.365,,,3,3,0,0,1,0,0,0,Median,Leave out requantified,Median,Median,18.9,18.9,0.0,0.0,161070000,95401000,65670000,65771000,39388000,26383000,95300000,56013000,39287000,0,0,0,0,0,0,,,,48,4086;8287;11794,True;True;True,5050;10465;14697,11493;11494;11495;23822;23823;33226;33227,18982;18983;18984;18985;38970;38971;38972;38973;53993;53994;53995,18983;38971;53995,,,,,-1;-1;-1;-1,protein_49,imputed MEC,imputed MEC,quanti,quanti
TPM3,-0.49307829347882,0.126177697097126,A0A087WWU8;D6R904;A0A494C0G0;Q5VU61;H0YL80,A0A087WWU8;D6R904,23;14;8;6;5,23;14;8;6;5,9;9;3;6;0,,tr|A0A087WWU8|A0A087WWU8_HUMAN Tropomyosin alpha-3 chain OS=Homo sapiens OX=9606 GN=TPM3 PE=1 SV=1;tr|D6R904|D6R904_HUMAN Tropomyosin alpha-3 chain OS=Homo sapiens OX=9606 GN=TPM3 PE=1 SV=1,5,23,23,9,16,20,16,16,16,20,16,16,8,9,5,6,70.5,70.5,20.7,26.42,227,227;95;87;49;68,0.0,323.31,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.34796,1.0287,22.465,86,51,Leave out requantified,0.30416,0.35677,0.063513,0.083661,1.0545,1.0568,0.076845,0.10716,16.58,24.387,96.841,121.7,21,26,19,20,7,5,19,20,Leave out requantified,Leave out requantified,Median,Median,58.6,70.0,61.2,61.2,19465000000,15817000000,3647800000,4433700000,3293800000,1139900000,7044900000,4953100000,2091700000,4136700000,4007500000,129220000,3849800000,3562800000,286980000,,,,50,634;635;636;1119;1542;2208;3138;3174;3175;5441;6549;6550;6569;6570;7220;7320;7321;7735;7736;8808;9485;11800;13693,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,763;764;765;766;767;1406;1407;1936;2784;3925;3967;3968;6878;6879;8298;8299;8300;8319;8320;8321;9119;9120;9254;9255;9256;9807;9808;9809;9810;11097;11895;14704;16963,1757;1758;1759;1760;1761;1762;1763;1764;1765;1766;1767;1768;1769;3287;3288;3289;3290;3291;3292;3293;3294;3295;3296;4566;4567;4568;4569;6526;9017;9018;9099;9100;9101;9102;9103;9104;9105;9106;15569;15570;15571;15572;15573;15574;15575;18801;18802;18803;18804;18805;18806;18807;18808;18809;18853;18854;18855;18856;18857;20637;20638;20639;20640;20641;20642;20953;20954;20955;20956;20957;22256;22257;22258;22259;22260;22261;22262;22263;22264;22265;22266;22267;22268;25259;25260;25261;25262;27000;33240;33241;33242;38543;38544;38545;38546;38547,2908;2909;2910;2911;2912;2913;2914;2915;2916;2917;2918;2919;2920;2921;2922;2923;2924;2925;2926;2927;2928;2929;2930;2931;2932;2933;2934;2935;2936;2937;2938;2939;2940;2941;5467;5468;5469;5470;5471;5472;5473;5474;5475;5476;5477;5478;5479;5480;5481;5482;5483;5484;5485;7725;7726;7727;7728;10990;14968;14969;14970;14971;15079;15080;15081;15082;15083;15084;15085;15086;15087;15088;15089;15090;25588;25589;25590;25591;25592;25593;25594;25595;25596;30882;30883;30884;30885;30886;30887;30888;30889;30890;30891;30892;30893;30894;30895;30896;30897;30898;30955;30956;30957;30958;30959;30960;30961;30962;30963;30964;30965;33928;33929;33930;33931;33932;33933;33934;33935;33936;33937;33938;33939;33940;33941;33942;33943;34416;34417;34418;34419;34420;36442;36443;36444;36445;36446;36447;36448;36449;36450;36451;36452;36453;36454;36455;36456;36457;36458;36459;36460;36461;36462;36463;36464;36465;41239;41240;41241;43837;43838;54015;54016;54017;54018;54019;54020;54021;54022;62869;62870;62871;62872;62873;62874,2909;2926;2935;5476;7727;10990;14968;15081;15090;25590;30882;30886;30959;30965;33935;34417;34419;36443;36460;41241;43838;54017;62874,18;19;20;21;22,,11;13;76;100;132,,-1;-1;-1;-1;-1,protein_51,quanti,quanti,quanti,quanti
TARDBP;TDP43,0.223681301932267,0.385337237563444,Q13148;A0A087WX29;A0A087WYY0;A0A087X260;G3V162;B1AKP7;K7EJM5;A0A0A0N0M3;A0A087WV68;A0A087WXQ5;A0A1W2PNU8;A0A087WXV3;K7EN94;A0A087WX67;A0A087WW61;K7EL26;A0A087WZC9;A0A087WYE7;A0A087WTZ4,Q13148;A0A087WX29;A0A087WYY0;A0A087X260;G3V162;B1AKP7;K7EJM5;A0A0A0N0M3;A0A087WV68;A0A087WXQ5,6;6;4;4;4;4;3;3;3;3;2;2;2;2;2;1;1;1;1,6;6;4;4;4;4;3;3;3;3;2;2;2;2;2;1;1;1;1,6;6;4;4;4;4;3;3;3;3;2;2;2;2;2;1;1;1;1,TAR DNA-binding protein 43,sp|Q13148|TADBP_HUMAN TAR DNA-binding protein 43 OS=Homo sapiens OX=9606 GN=TARDBP PE=1 SV=1;tr|A0A087WX29|A0A087WX29_HUMAN TAR DNA-binding protein 43 (Fragment) OS=Homo sapiens OX=9606 GN=TARDBP PE=1 SV=1;tr|A0A087WYY0|A0A087WYY0_HUMAN TAR DNA-binding pro,19,6,6,6,5,4,3,3,5,4,3,3,5,4,3,3,19.8,19.8,19.8,44.739,414,414;243;304;301;298;295;201;269;212;200;258;175;275;149;138;65;127;89;61,0.0,42.234,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.4277,1.3536,26.401,15,8,Leave out requantified,0.33705,0.51885,0.099772,0.10616,1.1682,1.4511,0.11451,0.11906,24.666,26.621,332.45,160.77,5,4,3,3,2,0,3,3,Leave out requantified,Leave out requantified,Median,Median,16.9,14.0,10.1,10.1,1157500000,616950000,540590000,175500000,120380000,55118000,194760000,122690000,72065000,545670000,181300000,364370000,241610000,192570000,49037000,,,,51,3570;4008;4627;9456;12341;14101,True;True;True;True;True;True,4436;4955;5781;11860;15328;17466,10134;10135;10136;10137;11263;11264;13105;13106;26927;26928;34676;34677;39660;39661;39662,16721;16722;16723;16724;16725;16726;18579;18580;18581;21675;21676;21677;21678;43725;43726;56317;56318;56319;56320;64768;64769;64770,16724;18580;21678;43726;56319;64768,,,,,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_52,quanti,quanti,quanti,quanti
