RBBP5_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
RPL7,-0.3173706947,0.263948903101194,0,P18124;A8MUD9;C9JIJ5;C9JZ88,P18124;A8MUD9,21;18;6;4,21;18;6;4,21;18;6;4,60S ribosomal protein L7,RPL7,sp|P18124|RL7_HUMAN 60S ribosomal protein L7 OS=Homo sapiens OX=9606 GN=RPL7 PE=1 SV=1;tr|A8MUD9|A8MUD9_HUMAN 60S ribosomal protein L7 OS=Homo sapiens OX=9606 GN=RPL7 PE=1 SV=1,21,21,62.9,248
VCL,1.8027121202,0.00606334998063815,1,P18206,P18206,26,26,26,Vinculin,VCL,sp|P18206|VINC_HUMAN Vinculin OS=Homo sapiens OX=9606 GN=VCL PE=1 SV=4,26,26,29.5,1134
SON,1.2486897772,0.00413727522902912,1,P18583;H7C1M2;J3QSZ5,P18583;H7C1M2,3;2;1,3;2;1,3;2;1,Protein SON,SON,sp|P18583|SON_HUMAN Protein SON OS=Homo sapiens OX=9606 GN=SON PE=1 SV=4;tr|H7C1M2|H7C1M2_HUMAN Protein SON (Fragment) OS=Homo sapiens OX=9606 GN=SON PE=1 SV=1,3,3,3.1,2426
PGAM1;PGAM4,0.07432552,0.834670730898228,0,P18669;Q8N0Y7;P15259,P18669;Q8N0Y7,25;13;7,25;13;7,25;13;7,Phosphoglycerate mutase 1;Probable phosphoglycerate mutase 4,PGAM1;PGAM4,sp|P18669|PGAM1_HUMAN Phosphoglycerate mutase 1 OS=Homo sapiens OX=9606 GN=PGAM1 PE=1 SV=2;sp|Q8N0Y7|PGAM4_HUMAN Probable phosphoglycerate mutase 4 OS=Homo sapiens OX=9606 GN=PGAM4 PE=3 SV=1,25,25,78,254
RCC1,1.575996406,0.227482924913346,0,P18754;C9JW69;C9JRH2;C9J3R0;C9JMJ4;C9JQZ4,P18754;C9JW69;C9JRH2;C9J3R0;C9JMJ4;C9JQZ4,4;3;2;2;2;2,4;3;2;2;2;2,4;3;2;2;2;2,Regulator of chromosome condensation,RCC1,sp|P18754|RCC1_HUMAN Regulator of chromosome condensation OS=Homo sapiens OX=9606 GN=RCC1 PE=1 SV=1;tr|C9JW69|C9JW69_HUMAN Regulator of chromosome condensation (Fragment) OS=Homo sapiens OX=9606 GN=RCC1 PE=1 SV=1;tr|C9JRH2|C9JRH2_HUMAN Regulator of chromos,4,4,11.9,421
NCL,0.455082385,0.155606642844309,0,P19338;H7BY16;C9JYW2;C9JLB1;C9J1H7;C9JWL1,P19338;H7BY16,31;19;1;1;1;1,31;19;1;1;1;1,31;19;1;1;1;1,Nucleolin,NCL,sp|P19338|NUCL_HUMAN Nucleolin OS=Homo sapiens OX=9606 GN=NCL PE=1 SV=3;tr|H7BY16|H7BY16_HUMAN Nucleolin (Fragment) OS=Homo sapiens OX=9606 GN=NCL PE=1 SV=8,31,31,38.9,710
HK1,1.4073422848,0.0252232845578859,1,P19367;B1AR62;Q2TB90;P52790,P19367,27;4;2;2,27;4;2;2,23;3;1;0,Hexokinase-1,HK1,sp|P19367|HXK1_HUMAN Hexokinase-1 OS=Homo sapiens OX=9606 GN=HK1 PE=1 SV=3,27,23,33,917
EIF2AK2,1.0809674037,0.0783885618510803,0,P19525;C9JZT2;F8WBH4,P19525;C9JZT2,5;3;2,5;3;2,5;3;2,"Interferon-induced, double-stranded RNA-activated protein kinase",EIF2AK2,"sp|P19525|E2AK2_HUMAN Interferon-induced, double-stranded RNA-activated protein kinase OS=Homo sapiens OX=9606 GN=EIF2AK2 PE=1 SV=2;tr|C9JZT2|C9JZT2_HUMAN Interferon-induced, double-stranded RNA-activated protein kinase (Fragment) OS=Homo sapiens OX=9606 G",5,5,14,551
SRM,0.1329059743,0.58406505695312,0,P19623;K7EKM4;K7EQ47;K7EL89;K7ESL0,P19623,6;2;2;1;1,6;2;2;1;1,6;2;2;1;1,Spermidine synthase,SRM,sp|P19623|SPEE_HUMAN Spermidine synthase OS=Homo sapiens OX=9606 GN=SRM PE=1 SV=1,6,6,15.9,302
CSNK2A2,1.2236438042,0.0899938645977941,0,P19784;H3BSA1;H3BNI9;H3BV19,P19784;H3BSA1;H3BNI9,6;4;3;2,6;4;3;2,6;4;3;2,Casein kinase II subunit alpha,CSNK2A2,sp|P19784|CSK22_HUMAN Casein kinase II subunit alpha OS=Homo sapiens OX=9606 GN=CSNK2A2 PE=1 SV=1;tr|H3BSA1|H3BSA1_HUMAN Casein kinase II subunit alpha (Fragment) OS=Homo sapiens OX=9606 GN=CSNK2A2 PE=1 SV=2;tr|H3BNI9|H3BNI9_HUMAN Casein kinase II subuni,6,6,24.6,350
EIF2S2,0.3063112182,0.768553281376828,0,P20042,P20042,4,4,4,Eukaryotic translation initiation factor 2 subunit 2,EIF2S2,sp|P20042|IF2B_HUMAN Eukaryotic translation initiation factor 2 subunit 2 OS=Homo sapiens OX=9606 GN=EIF2S2 PE=1 SV=2,4,4,12.9,333
ANXA7,0.5915833614,0.111589734805379,0,P20073,P20073,13,13,13,Annexin A7,ANXA7,sp|P20073|ANXA7_HUMAN Annexin A7 OS=Homo sapiens OX=9606 GN=ANXA7 PE=1 SV=3,13,13,31.1,488
BTF3,0.1068646288,0.664898879005694,0,P20290;D6RDG3;H0Y9Y1;E9PPC3,P20290;D6RDG3;H0Y9Y1,6;4;3;1,6;4;3;1,5;3;3;0,Transcription factor BTF3,BTF3,sp|P20290|BTF3_HUMAN Transcription factor BTF3 OS=Homo sapiens OX=9606 GN=BTF3 PE=1 SV=1;tr|D6RDG3|D6RDG3_HUMAN Transcription factor BTF3 (Fragment) OS=Homo sapiens OX=9606 GN=BTF3 PE=1 SV=3;tr|H0Y9Y1|H0Y9Y1_HUMAN Transcription factor BTF3 (Fragment) OS=Ho,6,5,48.5,206
PSMB1,1.1742731175,0.120886760807958,0,P20618,P20618,6,6,6,Proteasome subunit beta type-1,PSMB1,sp|P20618|PSB1_HUMAN Proteasome subunit beta type-1 OS=Homo sapiens OX=9606 GN=PSMB1 PE=1 SV=2,6,6,35.7,241
M6PR,0.4987898776,0.165779771547754,0,P20645;F5GX30;H0YGE9;H0YGT2;H0YF90;F5GXE0;F5GXU0;F5H883,P20645;F5GX30,5;4;2;2;2;1;1;1,5;4;2;2;2;1;1;1,5;4;2;2;2;1;1;1,Cation-dependent mannose-6-phosphate receptor,M6PR,sp|P20645|MPRD_HUMAN Cation-dependent mannose-6-phosphate receptor OS=Homo sapiens OX=9606 GN=M6PR PE=1 SV=1;tr|F5GX30|F5GX30_HUMAN Cation-dependent mannose-6-phosphate receptor OS=Homo sapiens OX=9606 GN=M6PR PE=1 SV=2,5,5,24.9,277
LMNB1,-0.0040798276,0.987076344968893,0,P20700;E9PBF6;A0A0D9SFE5;A0A0D9SFY5,P20700;E9PBF6;A0A0D9SFE5,33;27;23;13,32;26;23;13,28;25;22;12,Lamin-B1,LMNB1,"sp|P20700|LMNB1_HUMAN Lamin-B1 OS=Homo sapiens OX=9606 GN=LMNB1 PE=1 SV=2;tr|E9PBF6|E9PBF6_HUMAN Lamin-B1 OS=Homo sapiens OX=9606 GN=LMNB1 PE=1 SV=1;tr|A0A0D9SFE5|A0A0D9SFE5_HUMAN Lamin B1, isoform CRA_a OS=Homo sapiens OX=9606 GN=LMNB1 PE=1 SV=1",33,28,59.7,586
ATP6V1B2,0.4811440535,0.12591058285076,0,P21281;H0YC04;P15313;H0YAT8;E5RGH6;C9JNS9;C9JL73;H0YC45,P21281;H0YC04,12;8;2;2;2;2;2;1,12;8;2;2;2;2;2;1,12;8;2;2;2;2;2;1,"V-type proton ATPase subunit B, brain isoform",ATP6V1B2,"sp|P21281|VATB2_HUMAN V-type proton ATPase subunit B, brain isoform OS=Homo sapiens OX=9606 GN=ATP6V1B2 PE=1 SV=3;tr|H0YC04|H0YC04_HUMAN V-type proton ATPase subunit B, brain isoform (Fragment) OS=Homo sapiens OX=9606 GN=ATP6V1B2 PE=1 SV=1",12,12,35.2,511
ATP6V1C1,-0.74709411,0.0305784500993337,0,P21283;E7EV59,P21283;E7EV59,4;3,4;3,4;3,V-type proton ATPase subunit C 1,ATP6V1C1,sp|P21283|VATC1_HUMAN V-type proton ATPase subunit C 1 OS=Homo sapiens OX=9606 GN=ATP6V1C1 PE=1 SV=4;tr|E7EV59|E7EV59_HUMAN V-type proton ATPase subunit C OS=Homo sapiens OX=9606 GN=ATP6V1C1 PE=1 SV=1,4,4,16.8,382
ACO1,1.1778081307,0.00805983106017364,1,P21399,P21399,18,18,18,Cytoplasmic aconitate hydratase,ACO1,sp|P21399|ACOC_HUMAN Cytoplasmic aconitate hydratase OS=Homo sapiens OX=9606 GN=ACO1 PE=1 SV=3,18,18,26.4,889
VDAC1,0.5423800865,0.092640809481482,0,P21796;C9JI87,P21796;C9JI87,23;13,23;13,23;13,Voltage-dependent anion-selective channel protein 1,VDAC1,sp|P21796|VDAC1_HUMAN Voltage-dependent anion-selective channel protein 1 OS=Homo sapiens OX=9606 GN=VDAC1 PE=1 SV=2;tr|C9JI87|C9JI87_HUMAN Voltage-dependent anion-selective channel protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=VDAC1 PE=1 SV=6,23,23,77,283
SDHB,2.4112733689,0.0206508687193962,1,P21912;A0A087WXX8;A0A087WWT1,P21912;A0A087WXX8;A0A087WWT1,4;2;2,4;2;2,4;2;2,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial",SDHB,"sp|P21912|SDHB_HUMAN Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial OS=Homo sapiens OX=9606 GN=SDHB PE=1 SV=3;tr|A0A087WXX8|A0A087WXX8_HUMAN Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial (Fragment) OS=Homo",4,4,21.4,280
TGM2,0.1729272873,0.620311882594167,0,P21980;A2A299;A2A2A0;O43548;A0A087WZC4;A0A087WVW4;A0A087WVS3,P21980,28;8;5;1;1;1;1,28;8;5;1;1;1;1,28;8;5;1;1;1;1,Protein-glutamine gamma-glutamyltransferase 2,TGM2,sp|P21980|TGM2_HUMAN Protein-glutamine gamma-glutamyltransferase 2 OS=Homo sapiens OX=9606 GN=TGM2 PE=1 SV=2,28,28,43.4,687
PCMT1,0.4448660442,0.289819514484536,0,P22061;A0A3F2YNX8;A0A0A0MRJ6;H7BY58;F6S8N6;H7C4X2;F8WDT3;F8WAV5;F8WAX2;C9J0F2,P22061;A0A3F2YNX8;A0A0A0MRJ6;H7BY58;F6S8N6,5;4;4;4;3;1;1;1;1;1,5;4;4;4;3;1;1;1;1;1,5;4;4;4;3;1;1;1;1;1,Protein-L-isoaspartate(D-aspartate) O-methyltransferase;Protein-L-isoaspartate O-methyltransferase,PCMT1,sp|P22061|PIMT_HUMAN Protein-L-isoaspartate(D-aspartate) O-methyltransferase OS=Homo sapiens OX=9606 GN=PCMT1 PE=1 SV=4;tr|A0A3F2YNX8|A0A3F2YNX8_HUMAN Protein-L-isoaspartate O-methyltransferase OS=Homo sapiens OX=9606 GN=PCMT1 PE=1 SV=1;tr|A0A0A0MRJ6|A0A0A,5,5,45.4,227
GART,0.0237144184,0.92121708790889,0,P22102;F8WD69;C9JBJ1;C9JTV6;C9JZG2;C9JKQ7;H7C366;A0A140TA71,P22102;F8WD69,26;13;11;11;7;7;4;1,26;13;11;11;7;7;4;1,26;13;11;11;7;7;4;1,Trifunctional purine biosynthetic protein adenosine-3;Phosphoribosylamine--glycine ligase;Phosphoribosylformylglycinamidine cyclo-ligase;Phosphoribosylglycinamide formyltransferase,GART,sp|P22102|PUR2_HUMAN Trifunctional purine biosynthetic protein adenosine-3 OS=Homo sapiens OX=9606 GN=GART PE=1 SV=1;tr|F8WD69|F8WD69_HUMAN Trifunctional purine biosynthetic protein adenosine-3 OS=Homo sapiens OX=9606 GN=GART PE=1 SV=1,26,26,37.2,1010
PAICS,1.0451197782,0.0458249265608537,1,P22234;E9PBS1;D6RF62,P22234;E9PBS1;D6RF62,26;25;17,26;25;17,26;25;17,Multifunctional protein ADE2;Phosphoribosylaminoimidazole-succinocarboxamide synthase;Phosphoribosylaminoimidazole carboxylase,PAICS,sp|P22234|PUR6_HUMAN Multifunctional protein ADE2 OS=Homo sapiens OX=9606 GN=PAICS PE=1 SV=3;tr|E9PBS1|E9PBS1_HUMAN Multifunctional protein ADE2 (Fragment) OS=Homo sapiens OX=9606 GN=PAICS PE=1 SV=1;tr|D6RF62|D6RF62_HUMAN Multifunctional protein ADE2 OS=Ho,26,26,53.9,425
UBA1,-0.2432194314,0.355113144604056,0,P22314;Q5JRR6;Q5JRR9;Q5JRS0;Q5JRS1;Q5JRS3;Q5JRS2,P22314,38;12;10;10;8;8;8,38;12;10;10;8;8;8,38;12;10;10;8;8;8,Ubiquitin-like modifier-activating enzyme 1,UBA1,sp|P22314|UBA1_HUMAN Ubiquitin-like modifier-activating enzyme 1 OS=Homo sapiens OX=9606 GN=UBA1 PE=1 SV=3,38,38,40.6,1058
FDXR,0.4492089536,0.301773799199462,0,P22570;A0A0A0MTN9;A0A0C4DFN8;A0A0A0MSZ4;A0A0A0MT64;J3QQX3;A0A0C4DGN7;A0A0A0MTR6;J3QKZ8;J3QQW7,P22570;A0A0A0MTN9;A0A0C4DFN8;A0A0A0MSZ4;A0A0A0MT64;J3QQX3;A0A0C4DGN7;A0A0A0MTR6,16;15;15;15;15;14;14;13;5;1,16;15;15;15;15;14;14;13;5;1,16;15;15;15;15;14;14;13;5;1,"NADPH:adrenodoxin oxidoreductase, mitochondrial",FDXR,"sp|P22570|ADRO_HUMAN NADPH:adrenodoxin oxidoreductase, mitochondrial OS=Homo sapiens OX=9606 GN=FDXR PE=1 SV=3;tr|A0A0A0MTN9|A0A0A0MTN9_HUMAN NADPH:adrenodoxin oxidoreductase, mitochondrial OS=Homo sapiens OX=9606 GN=FDXR PE=1 SV=1;tr|A0A0C4DFN8|A0A0C4DFN8",16,16,41.8,491
HNRNPA2B1,0.1262635123,0.621847695675068,0,P22626;A0A087WUI2,P22626;A0A087WUI2,30;20,30;20,30;20,Heterogeneous nuclear ribonucleoproteins A2/B1,HNRNPA2B1,sp|P22626|ROA2_HUMAN Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Homo sapiens OX=9606 GN=HNRNPA2B1 PE=1 SV=2;tr|A0A087WUI2|A0A087WUI2_HUMAN Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Homo sapiens OX=9606 GN=HNRNPA2B1 PE=1 SV=1,30,30,70.8,353
UQCRC2,1.5774555934,0.00874300973347427,1,P22695;H3BRG4;H3BSJ9;H3BP04;H3BUE4;H3BUI9;A0A087WVZ4,P22695;H3BRG4;H3BSJ9;H3BP04,12;11;10;6;3;3;2,12;11;10;6;3;3;2,12;11;10;6;3;3;2,"Cytochrome b-c1 complex subunit 2, mitochondrial",UQCRC2,"sp|P22695|QCR2_HUMAN Cytochrome b-c1 complex subunit 2, mitochondrial OS=Homo sapiens OX=9606 GN=UQCRC2 PE=1 SV=3;tr|H3BRG4|H3BRG4_HUMAN Cytochrome b-c1 complex subunit 2, mitochondrial OS=Homo sapiens OX=9606 GN=UQCRC2 PE=1 SV=1;tr|H3BSJ9|H3BSJ9_HUMAN Cyt",12,12,31.8,453
SFPQ,0.6518914521,0.0673567498354718,0,P23246;H0Y9K7;H0Y9U2,P23246,25;4;2,23;4;2,23;4;2,"Splicing factor, proline- and glutamine-rich",SFPQ,"sp|P23246|SFPQ_HUMAN Splicing factor, proline- and glutamine-rich OS=Homo sapiens OX=9606 GN=SFPQ PE=1 SV=2",25,23,30,707
TUBG1;TUBG2,-0.449968497,0.293205564704458,0,P23258;Q9NRH3;K7EKE5;K7EIS0,P23258;Q9NRH3;K7EKE5;K7EIS0,4;4;2;2,4;4;2;2,4;4;2;2,Tubulin gamma-1 chain;Tubulin gamma-2 chain;Tubulin gamma chain,TUBG1;TUBG2,sp|P23258|TBG1_HUMAN Tubulin gamma-1 chain OS=Homo sapiens OX=9606 GN=TUBG1 PE=1 SV=2;sp|Q9NRH3|TBG2_HUMAN Tubulin gamma-2 chain OS=Homo sapiens OX=9606 GN=TUBG2 PE=2 SV=1;tr|K7EKE5|K7EKE5_HUMAN Tubulin gamma-1 chain OS=Homo sapiens OX=9606 GN=TUBG1 PE=4 S,4,4,13.5,451
PPIB,-0.3905909077,0.266654342700043,0,P23284,P23284,17,17,17,Peptidyl-prolyl cis-trans isomerase B,PPIB,sp|P23284|PPIB_HUMAN Peptidyl-prolyl cis-trans isomerase B OS=Homo sapiens OX=9606 GN=PPIB PE=1 SV=2,17,17,66.2,216
WARS,0.3742076079,0.287661635493817,0,P23381;H0YJP3;G3V423;G3V3P2;G3V227;G3V5U1;G3V456;G3V2Y7;G3V277;G3V3H8;G3V3Y5;G3V5W1;G3V3S7;G3V3X0,P23381;H0YJP3,6;3;2;2;2;2;2;2;2;2;2;1;1;1,6;3;2;2;2;2;2;2;2;2;2;1;1;1,6;3;2;2;2;2;2;2;2;2;2;1;1;1,"Tryptophan--tRNA ligase, cytoplasmic;T1-TrpRS;T2-TrpRS",WARS,"sp|P23381|SYWC_HUMAN Tryptophan--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=WARS1 PE=1 SV=2;tr|H0YJP3|H0YJP3_HUMAN Tryptophan--tRNA ligase, cytoplasmic (Fragment) OS=Homo sapiens OX=9606 GN=WARS1 PE=1 SV=1",6,6,20,471
RPS3,1.0064483158,0.0515444892219821,0,P23396;E9PL09;F2Z2S8;H0YCJ7;E9PPU1;H0YEU2;H0YF32;E9PQ96;E9PJH4;E9PK82;E9PSF4;E9PQX2;H0YES8,P23396;E9PL09;F2Z2S8;H0YCJ7;E9PPU1;H0YEU2,28;24;17;17;16;15;12;10;10;10;7;5;1,28;24;17;17;16;15;12;10;10;10;7;5;1,28;24;17;17;16;15;12;10;10;10;7;5;1,40S ribosomal protein S3,RPS3,sp|P23396|RS3_HUMAN 40S ribosomal protein S3 OS=Homo sapiens OX=9606 GN=RPS3 PE=1 SV=2;tr|E9PL09|E9PL09_HUMAN 40S ribosomal protein S3 OS=Homo sapiens OX=9606 GN=RPS3 PE=1 SV=1;tr|F2Z2S8|F2Z2S8_HUMAN 40S ribosomal protein S3 OS=Homo sapiens OX=9606 GN=RPS3,28,28,78.2,243
AHCY,0.8644561089,0.0538085001053236,0,P23526,P23526,25,25,25,Adenosylhomocysteinase,AHCY,sp|P23526|SAHH_HUMAN Adenosylhomocysteinase OS=Homo sapiens OX=9606 GN=AHCY PE=1 SV=4,25,25,46.5,432
CFL1,-0.5381572879,0.12155021654107,0,P23528;E9PP50;E9PK25;G3V1A4;E9PQB7;E9PS23;E9PLJ3,P23528;E9PP50;E9PK25;G3V1A4;E9PQB7,20;18;17;16;13;7;5,20;18;17;16;13;7;5,9;7;6;6;3;6;3,Cofilin-1,CFL1,sp|P23528|COF1_HUMAN Cofilin-1 OS=Homo sapiens OX=9606 GN=CFL1 PE=1 SV=3;tr|E9PP50|E9PP50_HUMAN Cofilin-1 (Fragment) OS=Homo sapiens OX=9606 GN=CFL1 PE=1 SV=8;tr|E9PK25|E9PK25_HUMAN Cofilin-1 OS=Homo sapiens OX=9606 GN=CFL1 PE=1 SV=1;tr|G3V1A4|G3V1A4_HUMAN,20,9,86.7,166
DTYMK,3.258364701,0.00030969848494531,1,P23919;G5E9E9;H7BZ20;H7C3A4;H7C312,P23919;G5E9E9;H7BZ20,4;3;2;1;1,4;3;2;1;1,4;3;2;1;1,Thymidylate kinase,DTYMK,"sp|P23919|KTHY_HUMAN Thymidylate kinase OS=Homo sapiens OX=9606 GN=DTYMK PE=1 SV=4;tr|G5E9E9|G5E9E9_HUMAN Deoxythymidylate kinase (Thymidylate kinase), isoform CRA_d OS=Homo sapiens OX=9606 GN=DTYMK PE=1 SV=1;tr|H7BZ20|H7BZ20_HUMAN Thymidylate kinase (Frag",4,4,15.1,212
EEF1B2,0.7312301794,0.268990990198717,0,P24534;C9JZW3;F8WF65;F2Z2G2,P24534,8;2;1;1,7;2;1;1,7;2;1;1,Elongation factor 1-beta,EEF1B2,sp|P24534|EF1B_HUMAN Elongation factor 1-beta OS=Homo sapiens OX=9606 GN=EEF1B2 PE=1 SV=3,8,7,34.2,225
ATP5F1,1.1127688462,0.188212262443011,0,P24539;Q5QNZ2,P24539;Q5QNZ2,4;3,4;3,4;3,"ATP synthase F(0) complex subunit B1, mitochondrial",ATP5F1,"sp|P24539|AT5F1_HUMAN ATP synthase F(0) complex subunit B1, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5PB PE=1 SV=2;tr|Q5QNZ2|Q5QNZ2_HUMAN ATP synthase F(0) complex subunit B1, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5PB PE=1 SV=1",4,4,20.3,256
ACP1,2.1897044794,0.119308386643671,0,P24666;F2Z2Q9;G5E9R5;D3YTI2,P24666;F2Z2Q9;G5E9R5;D3YTI2,3;2;2;2,3;2;2;2,3;2;2;2,Low molecular weight phosphotyrosine protein phosphatase,ACP1,sp|P24666|PPAC_HUMAN Low molecular weight phosphotyrosine protein phosphatase OS=Homo sapiens OX=9606 GN=ACP1 PE=1 SV=3;tr|F2Z2Q9|F2Z2Q9_HUMAN Low molecular weight phosphotyrosine protein phosphatase OS=Homo sapiens OX=9606 GN=ACP1 PE=1 SV=1;tr|G5E9R5|G5E9,3,3,20.3,158
MCM3,0.3526623213,0.282626479242159,0,P25205;J3KQ69;A0A499FHX9;Q7Z6P5,P25205;J3KQ69;A0A499FHX9,17;10;10;2,17;10;10;2,17;10;10;2,DNA replication licensing factor MCM3,MCM3,sp|P25205|MCM3_HUMAN DNA replication licensing factor MCM3 OS=Homo sapiens OX=9606 GN=MCM3 PE=1 SV=3;tr|J3KQ69|J3KQ69_HUMAN DNA replication licensing factor MCM3 OS=Homo sapiens OX=9606 GN=MCM3 PE=1 SV=3;tr|A0A499FHX9|A0A499FHX9_HUMAN DNA replication licen,17,17,21.2,808
RPS12,0.8389786923,0.0222931134658724,0,P25398,P25398,13,13,13,40S ribosomal protein S12,RPS12,sp|P25398|RS12_HUMAN 40S ribosomal protein S12 OS=Homo sapiens OX=9606 GN=RPS12 PE=1 SV=3,13,13,84.1,132
ATP5A1,0.333951309,0.231102636761856,0,P25705;K7EK77;K7ENJ4;K7ERX7;K7EJP1;K7EQH4;K7ESA0,P25705;K7EK77,42;23;19;15;12;6;2,42;23;19;15;12;6;2,42;23;19;15;12;6;2,"ATP synthase subunit alpha, mitochondrial",ATP5A1,"sp|P25705|ATPA_HUMAN ATP synthase subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1A PE=1 SV=1;tr|K7EK77|K7EK77_HUMAN ATP synthase subunit alpha, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=ATP5F1A PE=1 SV=1",42,42,60.9,553
PSMA1,0.5518231717,0.0665570648085394,0,P25786;F5GX11;B4DEV8,P25786;F5GX11;B4DEV8,15;11;8,15;11;8,15;11;8,Proteasome subunit alpha type-1;Proteasome subunit alpha type,PSMA1,sp|P25786|PSA1_HUMAN Proteasome subunit alpha type-1 OS=Homo sapiens OX=9606 GN=PSMA1 PE=1 SV=1;tr|F5GX11|F5GX11_HUMAN Proteasome endopeptidase complex OS=Homo sapiens OX=9606 GN=PSMA1 PE=1 SV=1;tr|B4DEV8|B4DEV8_HUMAN Proteasome subunit alpha type OS=Homo ,15,15,69.6,263
PSMA3,0.9886259716,0.0101746207913506,0,P25788;G3V4X5;G3V3W4;G3V5N4;H0YJ03,P25788,9;3;2;2;1,9;3;2;2;1,9;3;2;2;1,Proteasome subunit alpha type-3,PSMA3,sp|P25788|PSA3_HUMAN Proteasome subunit alpha type-3 OS=Homo sapiens OX=9606 GN=PSMA3 PE=1 SV=2,9,9,42.7,255
ITGA3,-0.6302593998,0.0550575870789259,0,P26006;D6R9X8;K7EMU3;H0YA49,P26006,9;3;1;1,9;3;1;1,9;3;1;1,Integrin alpha-3;Integrin alpha-3 heavy chain;Integrin alpha-3 light chain,ITGA3,sp|P26006|ITA3_HUMAN Integrin alpha-3 OS=Homo sapiens OX=9606 GN=ITGA3 PE=1 SV=5,9,9,10.6,1051
MSN,0.5536945619,0.114348319568736,0,P26038;V9GZ54,P26038,45;12,45;12,34;9,Moesin,MSN,sp|P26038|MOES_HUMAN Moesin OS=Homo sapiens OX=9606 GN=MSN PE=1 SV=3,45,34,70.4,577
DDX6,0.3861058441,0.190101692764078,0,P26196;Q8IV96,P26196,6;1,6;1,6;1,Probable ATP-dependent RNA helicase DDX6,DDX6,sp|P26196|DDX6_HUMAN Probable ATP-dependent RNA helicase DDX6 OS=Homo sapiens OX=9606 GN=DDX6 PE=1 SV=2,6,6,17.2,483
RPL13,-0.5317032795,0.0894963361850922,0,P26373;J3QSB4;H3BTH3;H3BUK8;J3KS98,P26373;J3QSB4,16;11;5;2;2,16;11;5;2;2,16;11;5;2;2,60S ribosomal protein L13,RPL13,sp|P26373|RL13_HUMAN 60S ribosomal protein L13 OS=Homo sapiens OX=9606 GN=RPL13 PE=1 SV=4;tr|J3QSB4|J3QSB4_HUMAN 60S ribosomal protein L13 (Fragment) OS=Homo sapiens OX=9606 GN=RPL13 PE=1 SV=1,16,16,62.1,211
HMGB2,1.1381200704,0.0160967250971277,1,P26583;D6R9A6,P26583;D6R9A6,9;7,5;3,5;3,High mobility group protein B2,HMGB2,sp|P26583|HMGB2_HUMAN High mobility group protein B2 OS=Homo sapiens OX=9606 GN=HMGB2 PE=1 SV=2;tr|D6R9A6|D6R9A6_HUMAN High mobility group protein B2 (Fragment) OS=Homo sapiens OX=9606 GN=HMGB2 PE=1 SV=1,9,5,39.7,209
PTBP1,0.0864517063,0.722343004596681,0,P26599;A0A0U1RRM4;A6NLN1;A0A0D9SF20;K7EKJ7;K7ES59;K7EK45;O95758;A0A087WUW5;K7ELW5;A0A087WU68;X6R242,P26599;A0A0U1RRM4;A6NLN1;A0A0D9SF20,23;22;21;13;8;6;5;3;3;3;3;2,23;22;21;13;8;6;5;3;3;3;3;2,23;22;21;13;8;6;5;3;3;3;3;2,Polypyrimidine tract-binding protein 1,PTBP1,sp|P26599|PTBP1_HUMAN Polypyrimidine tract-binding protein 1 OS=Homo sapiens OX=9606 GN=PTBP1 PE=1 SV=1;tr|A0A0U1RRM4|A0A0U1RRM4_HUMAN Polypyrimidine tract-binding protein 1 OS=Homo sapiens OX=9606 GN=PTBP1 PE=1 SV=1;tr|A6NLN1|A6NLN1_HUMAN Polypyrimidine t,23,23,50.5,531
TARS,0.673390101,0.0741552366055846,0,P26639;A2RTX5;B7ZLP8;Q9BW92;D6RCA5;D6R9F8;D6RDJ6;F6S7Q7;U3KQG0,P26639,29;3;2;1;1;1;1;1;1,29;3;2;1;1;1;1;1;1,29;3;2;1;1;1;1;1;1,"Threonine--tRNA ligase, cytoplasmic",TARS,"sp|P26639|SYTC_HUMAN Threonine--tRNA ligase 1, cytoplasmic OS=Homo sapiens OX=9606 GN=TARS1 PE=1 SV=3",29,29,38.6,723
