Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Peptides,Unique peptides,Sequence coverage [%],Intensity RBBP4_N1,Intensity RBBP4_N2,Intensity U2OS-BirA-alone_N1,Intensity U2OS-BirA-alone_N2
Q99733;C9J6D1;C9JZI7;E9PNW0;E9PJJ2;E9PS34;E9PNJ7;A8MXH2;E9PKT8;E9PKI2;E9PP22;C9J1B1;H0YCI4,Q99733;C9J6D1;C9JZI7;E9PNW0;E9PJJ2;E9PS34;E9PNJ7;A8MXH2;E9PKT8,9;7;7;6;6;6;6;6;5;4;4;3;3,8;6;6;5;5;5;5;5;4;4;4;3;3,8;6;6;5;5;5;5;5;4;4;4;3;3,Nucleosome assembly protein 1-like 4,NAP1L4,sp|Q99733|NP1L4_HUMAN Nucleosome assembly protein 1-like 4 OS=Homo sapiens OX=9606 GN=NAP1L4 PE=1 SV=1;tr|C9J6D1|C9J6D1_HUMAN Nucleosome assembly protein 1-like 4 (Fragment) OS=Homo sapiens OX=9606 GN=NAP1L4 PE=1 SV=1;tr|C9JZI7|C9JZI7_HUMAN Nucleosome asse,9,8,31.5,4.31753116899141,4.15777444202647,28.7600224432547,28.2273834121643
O43776;K7EMQ6;K7EPK2;K7EQ35,O43776,8;1;1;1,8;1;1;1,8;1;1;1,"Asparagine--tRNA ligase, cytoplasmic",NARS,"sp|O43776|SYNC_HUMAN Asparagine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=NARS1 PE=1 SV=1",8,8,21.9,4.31753116899141,4.15777444202647,26.4511104739026,27.2273834121643
Q14686;F6M2K4;F6M2K2,Q14686,8;2;2,8;2;2,8;2;2,Nuclear receptor coactivator 6,NCOA6,sp|Q14686|NCOA6_HUMAN Nuclear receptor coactivator 6 OS=Homo sapiens OX=9606 GN=NCOA6 PE=1 SV=3,8,8,7.6,24.5897229145073,24.1777486045574,26.9723514351302,26.3091955771081
Q8NI08;H0Y6T0;Q5TF96,Q8NI08,8;3;1,8;3;1,8;3;1,Nuclear receptor coactivator 7,NCOA7,sp|Q8NI08|NCOA7_HUMAN Nuclear receptor coactivator 7 OS=Homo sapiens OX=9606 GN=NCOA7 PE=1 SV=2,8,8,12.5,4.31753116899141,4.15777444202647,26.2109655739189,26.1344368178569
P35240;A0A5K1VW66;A0A5F9ZHA0,P35240;A0A5K1VW66,8;6;1,8;6;1,8;6;1,Merlin,NF2,sp|P35240|MERL_HUMAN Merlin OS=Homo sapiens OX=9606 GN=NF2 PE=1 SV=1;tr|A0A5K1VW66|A0A5K1VW66_HUMAN Merlin (Fragment) OS=Homo sapiens OX=9606 GN=NF2 PE=1 SV=1,8,8,17.1,4.31753116899141,4.15777444202647,28.9754981098033,27.0425998817129
O00567;A0A494C128;H0Y653;H0YDU4;Q5JXT2,O00567;A0A494C128;H0Y653;H0YDU4,8;8;6;6;2,8;8;6;6;2,8;8;6;6;2,Nucleolar protein 56,NOP56,sp|O00567|NOP56_HUMAN Nucleolar protein 56 OS=Homo sapiens OX=9606 GN=NOP56 PE=1 SV=4;tr|A0A494C128|A0A494C128_HUMAN Nucleolar protein 56 OS=Homo sapiens OX=9606 GN=NOP56 PE=1 SV=1;tr|H0Y653|H0Y653_HUMAN Nucleolar protein 56 (Fragment) OS=Homo sapiens OX=9,8,8,17.8,4.31753116899141,4.15777444202647,26.4402349046662,25.5657842715497
O43809;H3BND3;H3BV41,O43809;H3BND3;H3BV41,8;6;5,8;6;5,8;6;5,Cleavage and polyadenylation specificity factor subunit 5,NUDT21,sp|O43809|CPSF5_HUMAN Cleavage and polyadenylation specificity factor subunit 5 OS=Homo sapiens OX=9606 GN=NUDT21 PE=1 SV=1;tr|H3BND3|H3BND3_HUMAN Cleavage and polyadenylation-specificity factor subunit 5 (Fragment) OS=Homo sapiens OX=9606 GN=NUDT21 PE=1 S,8,8,38.3,4.31753116899141,4.15777444202647,28.0206217414806,27.3703604219024
P37198;M0QXN5;M0QX10;M0QYY0;M0QX13;M0QZL5;M0R1S1;M0QX64;M0R302,P37198;M0QXN5,8;6;1;1;1;1;1;1;1,8;6;1;1;1;1;1;1;1,8;6;1;1;1;1;1;1;1,Nuclear pore glycoprotein p62,NUP62,sp|P37198|NUP62_HUMAN Nuclear pore glycoprotein p62 OS=Homo sapiens OX=9606 GN=NUP62 PE=1 SV=3;tr|M0QXN5|M0QXN5_HUMAN Nuclear pore glycoprotein p62 OS=Homo sapiens OX=9606 GN=NUP62 PE=1 SV=1,8,8,19.3,4.31753116899141,4.15777444202647,26.7930277356857,26.7615449427795
Q96CV9;A0A087WY28;A0A087X2G2;X6RKL2,Q96CV9,8;2;1;1,8;2;1;1,8;2;1;1,Optineurin,OPTN,sp|Q96CV9|OPTN_HUMAN Optineurin OS=Homo sapiens OX=9606 GN=OPTN PE=1 SV=3,8,8,16.8,4.31753116899141,4.15777444202647,26.7623055904461,26.387421804735
Q9UKK3,Q9UKK3,8,8,8,Poly [ADP-ribose] polymerase 4,PARP4,sp|Q9UKK3|PARP4_HUMAN Protein mono-ADP-ribosyltransferase PARP4 OS=Homo sapiens OX=9606 GN=PARP4 PE=1 SV=3,8,8,4.8,4.31753116899141,4.15777444202647,26.1870693024726,26.0800553202422
Q8WUM4;A0A3B3IT07;F8WEQ7;F8WBR8;F8WDK9;C9IZF9,Q8WUM4,8;3;1;1;1;1,8;3;1;1;1;1,8;3;1;1;1;1,Programmed cell death 6-interacting protein,PDCD6IP,sp|Q8WUM4|PDC6I_HUMAN Programmed cell death 6-interacting protein OS=Homo sapiens OX=9606 GN=PDCD6IP PE=1 SV=1,8,8,10.6,4.31753116899141,4.15777444202647,25.8467309028962,26.3663802494058
O75381;K7EK59,O75381,8;2,8;2,8;2,Peroxisomal membrane protein PEX14,PEX14,sp|O75381|PEX14_HUMAN Peroxisomal membrane protein PEX14 OS=Homo sapiens OX=9606 GN=PEX14 PE=1 SV=1,8,8,33.4,4.31753116899141,4.15777444202647,28.1916883437605,27.4253439777849
O00443,O00443,8,8,8,Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha,PIK3C2A,sp|O00443|P3C2A_HUMAN Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha OS=Homo sapiens OX=9606 GN=PIK3C2A PE=1 SV=2,8,8,5.3,4.31753116899141,4.15777444202647,25.8362453348328,26.2110955807455
Q8WUA2,Q8WUA2,8,8,8,Peptidyl-prolyl cis-trans isomerase-like 4,PPIL4,sp|Q8WUA2|PPIL4_HUMAN Peptidyl-prolyl cis-trans isomerase-like 4 OS=Homo sapiens OX=9606 GN=PPIL4 PE=1 SV=1,8,8,23.0,4.31753116899141,4.15777444202647,27.5021073977141,27.192817286791
Q6P2P2,Q6P2P2,8,8,8,Putative protein arginine N-methyltransferase 9,PRMT9,sp|Q6P2P2|ANM9_HUMAN Protein arginine N-methyltransferase 9 OS=Homo sapiens OX=9606 GN=PRMT9 PE=1 SV=1,8,8,9.3,4.31753116899141,4.15777444202647,26.2789684788327,26.1717874791638
Q86TP1;A0A3B3ITN0;Q5SZG1;Q5SZF2,Q86TP1;A0A3B3ITN0;Q5SZG1,8;7;4;3,8;7;4;3,8;7;4;3,Protein prune homolog,PRUNE,sp|Q86TP1|PRUN1_HUMAN Exopolyphosphatase PRUNE1 OS=Homo sapiens OX=9606 GN=PRUNE1 PE=1 SV=2;tr|A0A3B3ITN0|A0A3B3ITN0_HUMAN Exopolyphosphatase PRUNE1 OS=Homo sapiens OX=9606 GN=PRUNE1 PE=1 SV=1;tr|Q5SZG1|Q5SZG1_HUMAN Exopolyphosphatase PRUNE1 (Fragment) OS=,8,8,25.6,4.31753116899141,4.15777444202647,26.8143338757973,26.7448367110903
P18031;B4DSN5,P18031;B4DSN5,8;6,8;6,8;6,Tyrosine-protein phosphatase non-receptor type 1;Tyrosine-protein phosphatase non-receptor type,PTPN1,sp|P18031|PTN1_HUMAN Tyrosine-protein phosphatase non-receptor type 1 OS=Homo sapiens OX=9606 GN=PTPN1 PE=1 SV=1;tr|B4DSN5|B4DSN5_HUMAN Tyrosine-protein phosphatase non-receptor type OS=Homo sapiens OX=9606 GN=PTPN1 PE=1 SV=1,8,8,25.3,4.31753116899141,4.15777444202647,27.5944861241923,27.5717411881931
P35241;A0A2R8Y5S7;A0A2R8Y7M3;E9PNV3;E9PQ82;A0A2R8Y5P0;A0A2R8Y4H6,P35241;A0A2R8Y5S7;A0A2R8Y7M3,16;16;14;5;4;3;2,8;8;6;3;2;2;2,8;8;6;3;2;2;2,Radixin,RDX,sp|P35241|RADI_HUMAN Radixin OS=Homo sapiens OX=9606 GN=RDX PE=1 SV=1;tr|A0A2R8Y5S7|A0A2R8Y5S7_HUMAN Radixin OS=Homo sapiens OX=9606 GN=RDX PE=1 SV=1;tr|A0A2R8Y7M3|A0A2R8Y7M3_HUMAN Radixin OS=Homo sapiens OX=9606 GN=RDX PE=1 SV=1,16,8,28.8,4.31753116899141,4.15777444202647,26.3781721954104,26.6042767649464
P46063;F5H2L2;F8WA66;F8WD97;F5H4P4;F5H3W0,P46063,8;3;3;3;1;1,8;3;3;3;1;1,8;3;3;3;1;1,ATP-dependent DNA helicase Q1,RECQL,sp|P46063|RECQ1_HUMAN ATP-dependent DNA helicase Q1 OS=Homo sapiens OX=9606 GN=RECQL PE=1 SV=3,8,8,15.3,4.31753116899141,4.15777444202647,26.8094354922073,26.1795340479272
P35251;H0Y8U4;H0Y9P8,P35251,8;2;1,8;2;1,8;2;1,Replication factor C subunit 1,RFC1,sp|P35251|RFC1_HUMAN Replication factor C subunit 1 OS=Homo sapiens OX=9606 GN=RFC1 PE=1 SV=4,8,8,8.8,26.1775432316219,24.4125445218537,26.7105655754937,26.8633697977434
Q9NPQ8;H0YEN0;E9PSI0;H0YE35;Q9NVN3;E9PLE5;E9PI04,Q9NPQ8;H0YEN0,9;5;3;2;1;1;1,9;5;3;2;1;1;1,8;5;3;1;0;1;1,Synembryn-A,RIC8A,sp|Q9NPQ8|RIC8A_HUMAN Synembryn-A OS=Homo sapiens OX=9606 GN=RIC8A PE=1 SV=3;tr|H0YEN0|H0YEN0_HUMAN Synembryn-A (Fragment) OS=Homo sapiens OX=9606 GN=RIC8A PE=1 SV=8,9,8,20.2,4.31753116899141,4.15777444202647,27.380552089938,26.7076725573973
O43353,O43353,8,8,8,Receptor-interacting serine/threonine-protein kinase 2,RIPK2,sp|O43353|RIPK2_HUMAN Receptor-interacting serine/threonine-protein kinase 2 OS=Homo sapiens OX=9606 GN=RIPK2 PE=1 SV=2,8,8,20.9,4.31753116899141,4.15777444202647,27.3435031941154,26.7953831566838
Q13464;A0A0U1RQV4,Q13464;A0A0U1RQV4,11;10,11;10,8;7,Rho-associated protein kinase 1,ROCK1,sp|Q13464|ROCK1_HUMAN Rho-associated protein kinase 1 OS=Homo sapiens OX=9606 GN=ROCK1 PE=1 SV=1;tr|A0A0U1RQV4|A0A0U1RQV4_HUMAN Rho-associated protein kinase 1 OS=Homo sapiens OX=9606 GN=ROCK1 PE=1 SV=1,11,8,9.1,4.31753116899141,4.15777444202647,26.7432964671281,26.8588724674769
O75116;E9PF63;Q14DU5;D6REE7;C9JFJ0,O75116;E9PF63;Q14DU5,11;8;6;4;3,8;7;6;1;0,8;7;6;1;0,Rho-associated protein kinase 2,ROCK2,sp|O75116|ROCK2_HUMAN Rho-associated protein kinase 2 OS=Homo sapiens OX=9606 GN=ROCK2 PE=1 SV=4;tr|E9PF63|E9PF63_HUMAN Rho-associated protein kinase 2 OS=Homo sapiens OX=9606 GN=ROCK2 PE=1 SV=1;tr|Q14DU5|Q14DU5_HUMAN ROCK2 protein OS=Homo sapiens OX=9606,11,8,9.4,4.31753116899141,4.15777444202647,26.652941228801,26.2826668141428
P36578;H3BM89;H3BU31;H3BTP7,P36578;H3BM89;H3BU31,8;5;4;3,8;5;4;3,8;5;4;3,60S ribosomal protein L4,RPL4,sp|P36578|RL4_HUMAN 60S ribosomal protein L4 OS=Homo sapiens OX=9606 GN=RPL4 PE=1 SV=5;tr|H3BM89|H3BM89_HUMAN 60S ribosomal protein L4 OS=Homo sapiens OX=9606 GN=RPL4 PE=1 SV=1;tr|H3BU31|H3BU31_HUMAN 60S ribosomal protein L4 (Fragment) OS=Homo sapiens OX=9,8,8,21.1,23.9180705234741,23.2398257927949,26.4426253996269,26.3854811729681
P29353;X6R6D0;H0Y539;Q5T181;Q5T182;Q5T188;P98077,P29353;X6R6D0;H0Y539,8;5;4;3;3;2;1,8;5;4;3;3;2;1,8;5;4;3;3;2;1,SHC-transforming protein 1,SHC1,sp|P29353|SHC1_HUMAN SHC-transforming protein 1 OS=Homo sapiens OX=9606 GN=SHC1 PE=1 SV=4;tr|X6R6D0|X6R6D0_HUMAN SHC-transforming protein 1 OS=Homo sapiens OX=9606 GN=SHC1 PE=1 SV=1;tr|H0Y539|H0Y539_HUMAN SHC-transforming protein 1 (Fragment) OS=Homo sapie,8,8,22.6,4.31753116899141,4.15777444202647,27.8391803321763,27.2881525879686
A0A087X0M4;Q9BWU0;A0A087WWF4;H7C256,A0A087X0M4;Q9BWU0,8;7;3;1,8;7;3;1,8;7;3;1,Kanadaptin,SLC4A1AP,tr|A0A087X0M4|A0A087X0M4_HUMAN Kanadaptin OS=Homo sapiens OX=9606 GN=SLC4A1AP PE=1 SV=1;sp|Q9BWU0|NADAP_HUMAN Kanadaptin OS=Homo sapiens OX=9606 GN=SLC4A1AP PE=1 SV=1,8,8,15.6,24.9792811881988,22.0403271836851,27.2468087218314,26.485742970348
O00161;H3BM38;H3BNE1;H3BR18;H3BPJ0;H3BNG6;H3BU94;H3BR99;H3BV99;H3BP15;H3BQY9,O00161;H3BM38;H3BNE1;H3BR18;H3BPJ0,8;8;7;7;7;3;3;3;2;2;2,8;8;7;7;7;3;3;3;2;2;2,8;8;7;7;7;3;3;3;2;2;2,Synaptosomal-associated protein 23;Synaptosomal-associated protein,SNAP23,sp|O00161|SNP23_HUMAN Synaptosomal-associated protein 23 OS=Homo sapiens OX=9606 GN=SNAP23 PE=1 SV=1;tr|H3BM38|H3BM38_HUMAN Synaptosomal-associated protein (Fragment) OS=Homo sapiens OX=9606 GN=SNAP23 PE=1 SV=1;tr|H3BNE1|H3BNE1_HUMAN Synaptosomal-associate,8,8,38.4,4.31753116899141,4.15777444202647,27.7772467856112,28.0273875253042
O95721;C9JAF7,O95721;C9JAF7,8;4,8;4,8;4,Synaptosomal-associated protein 29;Synaptosomal-associated protein,SNAP29,sp|O95721|SNP29_HUMAN Synaptosomal-associated protein 29 OS=Homo sapiens OX=9606 GN=SNAP29 PE=1 SV=1;tr|C9JAF7|C9JAF7_HUMAN Synaptosomal-associated protein 29 (Fragment) OS=Homo sapiens OX=9606 GN=SNAP29 PE=1 SV=1,8,8,43.4,23.1357562480692,22.4865545979432,28.7821617427115,28.5138987572373
O95219;F8W9T3,O95219;F8W9T3,8;4,8;4,8;4,Sorting nexin-4,SNX4,sp|O95219|SNX4_HUMAN Sorting nexin-4 OS=Homo sapiens OX=9606 GN=SNX4 PE=1 SV=1;tr|F8W9T3|F8W9T3_HUMAN Sorting nexin-4 (Fragment) OS=Homo sapiens OX=9606 GN=SNX4 PE=1 SV=1,8,8,19.6,4.31753116899141,4.15777444202647,26.5074708077735,25.8216017533951
Q9UNH7;A0A0A0MRI2;G3V5X9;G3V2U1;H0YJF8;G3V4Z5;Q86XE0,Q9UNH7;A0A0A0MRI2;G3V5X9,8;7;6;2;2;2;1,8;7;6;2;2;2;1,8;7;6;2;2;2;1,"Sorting nexin-6;Sorting nexin-6, N-terminally processed",SNX6,sp|Q9UNH7|SNX6_HUMAN Sorting nexin-6 OS=Homo sapiens OX=9606 GN=SNX6 PE=1 SV=1;tr|A0A0A0MRI2|A0A0A0MRI2_HUMAN Sorting nexin OS=Homo sapiens OX=9606 GN=SNX6 PE=1 SV=1;tr|G3V5X9|G3V5X9_HUMAN Sorting nexin-6 (Fragment) OS=Homo sapiens OX=9606 GN=SNX6 PE=1 SV=,8,8,22.7,4.31753116899141,4.15777444202647,26.700943618674,26.1724171312287
O75886,O75886,10,8,8,Signal transducing adapter molecule 2,STAM2,sp|O75886|STAM2_HUMAN Signal transducing adapter molecule 2 OS=Homo sapiens OX=9606 GN=STAM2 PE=1 SV=1,10,8,21.7,4.31753116899141,4.15777444202647,27.9965807197611,28.3223824015125
O95630;C9JK83;F5H5B9;C9JEK5;C9JZ93,O95630;C9JK83;F5H5B9;C9JEK5,8;8;5;4;3,8;8;5;4;3,8;8;5;4;3,STAM-binding protein,STAMBP,sp|O95630|STABP_HUMAN STAM-binding protein OS=Homo sapiens OX=9606 GN=STAMBP PE=1 SV=1;tr|C9JK83|C9JK83_HUMAN STAM-binding protein (Fragment) OS=Homo sapiens OX=9606 GN=STAMBP PE=1 SV=1;tr|F5H5B9|F5H5B9_HUMAN STAM-binding protein OS=Homo sapiens OX=9606 GN,8,8,26.9,4.31753116899141,4.15777444202647,26.6836481002728,27.0795874840141
Q6P1X5;H0YC37;H0YEX2;H0YB55,Q6P1X5,8;2;2;1,8;2;2;1,8;2;2;1,Transcription initiation factor TFIID subunit 2,TAF2,sp|Q6P1X5|TAF2_HUMAN Transcription initiation factor TFIID subunit 2 OS=Homo sapiens OX=9606 GN=TAF2 PE=1 SV=3,8,8,9.3,4.31753116899141,4.15777444202647,25.9741472486075,27.1823407009241
P49848;J3KR72;C9JIS2;E5RHA1;C9J088;C9JFL8;C9JTY6;C9JHQ8;E5RKA5;F8WEJ7;C9J7C4,P49848;J3KR72,8;8;2;2;2;2;2;1;1;1;1,8;8;2;2;2;2;2;1;1;1;1,8;8;2;2;2;2;2;1;1;1;1,Transcription initiation factor TFIID subunit 6,TAF6,sp|P49848|TAF6_HUMAN Transcription initiation factor TFIID subunit 6 OS=Homo sapiens OX=9606 GN=TAF6 PE=1 SV=1;tr|J3KR72|J3KR72_HUMAN Transcription initiation factor TFIID subunit 6 OS=Homo sapiens OX=9606 GN=TAF6 PE=1 SV=1,8,8,14.8,4.31753116899141,4.15777444202647,25.9445170846361,25.7200976836996
Q15545;A0A096LPC3,Q15545,8;1,8;1,8;1,Transcription initiation factor TFIID subunit 7,TAF7,sp|Q15545|TAF7_HUMAN Transcription initiation factor TFIID subunit 7 OS=Homo sapiens OX=9606 GN=TAF7 PE=1 SV=1,8,8,30.4,4.31753116899141,4.15777444202647,27.4213362663324,27.0849685970592
Q16594;D6RIE8;D6RGK3;D6RIV9;D6RIY1;Q9HBM6;D6RHW1,Q16594;D6RIE8;D6RGK3;D6RIV9;D6RIY1;Q9HBM6;D6RHW1,8;8;7;7;6;5;5,8;8;7;7;6;5;5,8;8;7;7;6;5;5,Transcription initiation factor TFIID subunit 9;Transcription initiation factor TFIID subunit 9B,TAF9;TAF9B,sp|Q16594|TAF9_HUMAN Transcription initiation factor TFIID subunit 9 OS=Homo sapiens OX=9606 GN=TAF9 PE=1 SV=1;tr|D6RIE8|D6RIE8_HUMAN Transcription initiation factor TFIID subunit 9 (Fragment) OS=Homo sapiens OX=9606 GN=TAF9 PE=1 SV=9;tr|D6RGK3|D6RGK3_HUMA,8,8,31.8,4.31753116899141,4.15777444202647,27.4840839760914,27.5212571636343
Q01995;H0YCU9;E9PJ32,Q01995;H0YCU9,8;7;3,8;7;3,8;7;3,Transgelin,TAGLN,sp|Q01995|TAGL_HUMAN Transgelin OS=Homo sapiens OX=9606 GN=TAGLN PE=1 SV=4;tr|H0YCU9|H0YCU9_HUMAN Transgelin (Fragment) OS=Homo sapiens OX=9606 GN=TAGLN PE=1 SV=1,8,8,45.3,4.31753116899141,4.15777444202647,27.2242583070056,27.157980762113
Q8TC07;F8WCB5;F8WDJ1;F8WF35,Q8TC07,17;2;1;1,17;2;1;1,8;2;1;1,TBC1 domain family member 15,TBC1D15,sp|Q8TC07|TBC15_HUMAN TBC1 domain family member 15 OS=Homo sapiens OX=9606 GN=TBC1D15 PE=1 SV=2,17,8,25.9,4.31753116899141,4.15777444202647,29.0340954833703,28.6872239686151
Q14241;A0A024RAC6,Q14241;A0A024RAC6,8;8,8;8,8;8,Transcription elongation factor B polypeptide 3,TCEB3,sp|Q14241|ELOA1_HUMAN Elongin-A OS=Homo sapiens OX=9606 GN=ELOA PE=1 SV=2;tr|A0A024RAC6|A0A024RAC6_HUMAN Elongin-A OS=Homo sapiens OX=9606 GN=ELOA PE=1 SV=1,8,8,12.9,22.3436997193374,21.9660440132763,27.4469530299611,26.5100846738616
P42166,P42166,18,8,8,"Lamina-associated polypeptide 2, isoform alpha;Thymopoietin;Thymopentin",TMPO,"sp|P42166|LAP2A_HUMAN Lamina-associated polypeptide 2, isoform alpha OS=Homo sapiens OX=9606 GN=TMPO PE=1 SV=2",18,8,34.1,4.31753116899141,4.15777444202647,26.776431225155,26.386451815155
Q5JTV8;A0A0A0MSK5;J3KN66;H0YDU3;H0Y4R4;H0YD16,Q5JTV8;A0A0A0MSK5;J3KN66,8;8;7;3;3;2,8;8;7;3;3;2,8;8;7;3;3;2,Torsin-1A-interacting protein 1,TOR1AIP1,sp|Q5JTV8|TOIP1_HUMAN Torsin-1A-interacting protein 1 OS=Homo sapiens OX=9606 GN=TOR1AIP1 PE=1 SV=2;tr|A0A0A0MSK5|A0A0A0MSK5_HUMAN Torsin-1A-interacting protein 1 OS=Homo sapiens OX=9606 GN=TOR1AIP1 PE=1 SV=1;tr|J3KN66|J3KN66_HUMAN Torsin-1A-interacting pr,8,8,17.0,4.31753116899141,4.15777444202647,26.6228235479743,26.3709257477984
Q9UPN9;H0Y612,Q9UPN9;H0Y612,8;8,8;8,8;8,E3 ubiquitin-protein ligase TRIM33,TRIM33,sp|Q9UPN9|TRI33_HUMAN E3 ubiquitin-protein ligase TRIM33 OS=Homo sapiens OX=9606 GN=TRIM33 PE=1 SV=3;tr|H0Y612|H0Y612_HUMAN E3 ubiquitin-protein ligase TRIM33 (Fragment) OS=Homo sapiens OX=9606 GN=TRIM33 PE=1 SV=1,8,8,9.7,4.31753116899141,4.15777444202647,26.5295168193679,27.1461791142328
Q8N3P4;C9JJN9;C9JP71;C9JG07;C9JPI1,Q8N3P4;C9JJN9,8;8;2;2;1,8;8;2;2;1,8;8;2;2;1,Vacuolar protein sorting-associated protein 8 homolog,VPS8,sp|Q8N3P4|VPS8_HUMAN Vacuolar protein sorting-associated protein 8 homolog OS=Homo sapiens OX=9606 GN=VPS8 PE=1 SV=3;tr|C9JJN9|C9JJN9_HUMAN Vacuolar protein sorting-associated protein 8 homolog OS=Homo sapiens OX=9606 GN=VPS8 PE=1 SV=1,8,8,6.0,4.31753116899141,4.15777444202647,25.7460677233945,25.9051568864331
Q8NI36;A0A0A0MTB8,Q8NI36;A0A0A0MTB8,8;7,8;7,8;7,WD repeat-containing protein 36,WDR36,sp|Q8NI36|WDR36_HUMAN WD repeat-containing protein 36 OS=Homo sapiens OX=9606 GN=WDR36 PE=1 SV=1;tr|A0A0A0MTB8|A0A0A0MTB8_HUMAN WD repeat-containing protein 36 OS=Homo sapiens OX=9606 GN=WDR36 PE=1 SV=1,8,8,11.3,4.31753116899141,4.15777444202647,26.2887686541842,26.3442823609111
Q9H4A3;F5GWT4;F6UYG0;K7ENT7;H0Y7T5,Q9H4A3;F5GWT4,9;9;4;1;1,9;9;4;1;1,8;8;3;0;0,Serine/threonine-protein kinase WNK1,WNK1,sp|Q9H4A3|WNK1_HUMAN Serine/threonine-protein kinase WNK1 OS=Homo sapiens OX=9606 GN=WNK1 PE=1 SV=2;tr|F5GWT4|F5GWT4_HUMAN Serine/threonine-protein kinase WNK1 OS=Homo sapiens OX=9606 GN=WNK1 PE=1 SV=1,9,8,4.7,4.31753116899141,4.15777444202647,26.5282801362726,25.024072027275
Q9ULJ3;Q5KS07;E7EVF9,Q9ULJ3,8;1;1,8;1;1,8;1;1,Zinc finger and BTB domain-containing protein 21,ZBTB21,sp|Q9ULJ3|ZBT21_HUMAN Zinc finger and BTB domain-containing protein 21 OS=Homo sapiens OX=9606 GN=ZBTB21 PE=1 SV=2,8,8,11.2,4.31753116899141,4.15777444202647,26.2780113848615,25.6776663130142
Q8WU90;H7C466;F8WB26,Q8WU90,8;1;1,8;1;1,8;1;1,Zinc finger CCCH domain-containing protein 15,ZC3H15,sp|Q8WU90|ZC3HF_HUMAN Zinc finger CCCH domain-containing protein 15 OS=Homo sapiens OX=9606 GN=ZC3H15 PE=1 SV=1,8,8,27.0,4.31753116899141,4.15777444202647,27.8185454142448,27.985765863713
Q9Y4E5;E9PH99;D6RIA1,Q9Y4E5;E9PH99,8;8;1,8;8;1,8;8;1,Zinc finger protein 451,ZNF451,sp|Q9Y4E5|ZN451_HUMAN E3 SUMO-protein ligase ZNF451 OS=Homo sapiens OX=9606 GN=ZNF451 PE=1 SV=2;tr|E9PH99|E9PH99_HUMAN E3 SUMO-protein ligase ZNF451 OS=Homo sapiens OX=9606 GN=ZNF451 PE=1 SV=1,8,8,9.1,22.0499947467657,21.6868597638469,26.128332966862,26.1080110296193
Q96KM6,Q96KM6,8,8,8,Zinc finger protein 512B,ZNF512B,sp|Q96KM6|Z512B_HUMAN Zinc finger protein 512B OS=Homo sapiens OX=9606 GN=ZNF512B PE=1 SV=1,8,8,11.3,25.6394522224219,24.7121936329013,4.51593238036728,4.43639371883917
Q9H3P7,Q9H3P7,9,9,9,Golgi resident protein GCP60,ACBD3,sp|Q9H3P7|GCP60_HUMAN Golgi resident protein GCP60 OS=Homo sapiens OX=9606 GN=ACBD3 PE=1 SV=4,9,9,20.5,4.31753116899141,4.15777444202647,26.6438892100658,26.9017319939852
O43707;H7C144;F5GXS2;K7EJH8;Q9H254;M0QZQ3;C9JY79,O43707,20;8;8;3;1;1;1,9;5;5;2;1;1;1,9;5;5;2;1;1;1,Alpha-actinin-4,ACTN4,sp|O43707|ACTN4_HUMAN Alpha-actinin-4 OS=Homo sapiens OX=9606 GN=ACTN4 PE=1 SV=2,20,9,28.0,4.31753116899141,4.15777444202647,26.5441274896391,27.0229510602678
Q8N6H7;A0A0D9SF70;G5E9L0;E9PQP3;E9PIY6;E9PMU9;H0YDN9;E9PMR9;E9PM63;E9PJT7;E9PK28;E9PN48;H0YDX1;E9PM18;H0YF45,Q8N6H7;A0A0D9SF70;G5E9L0;E9PQP3;E9PIY6,11;11;11;10;7;5;4;3;3;3;3;3;2;1;1,10;10;10;9;6;4;4;2;2;2;2;2;1;1;1,9;9;9;8;5;3;4;1;1;1;1;1;1;0;1,ADP-ribosylation factor GTPase-activating protein 2,ARFGAP2,sp|Q8N6H7|ARFG2_HUMAN ADP-ribosylation factor GTPase-activating protein 2 OS=Homo sapiens OX=9606 GN=ARFGAP2 PE=1 SV=1;tr|A0A0D9SF70|A0A0D9SF70_HUMAN ADP-ribosylation factor GTPase-activating protein 2 OS=Homo sapiens OX=9606 GN=ARFGAP2 PE=1 SV=1;tr|G5E9L0,11,9,26.7,4.31753116899141,4.15777444202647,27.7849405101916,28.1520436377853
Q7Z6K5;A0A0A6YYH1;H0YMP5;H0YL85;H0YL03;H0YMK0,Q7Z6K5;A0A0A6YYH1,9;9;4;4;3;1,9;9;4;4;3;1,9;9;4;4;3;1,Arpin,ARPIN;C15orf38-AP3S2,sp|Q7Z6K5|ARPIN_HUMAN Arpin OS=Homo sapiens OX=9606 GN=ARPIN PE=1 SV=1;tr|A0A0A6YYH1|A0A0A6YYH1_HUMAN Protein C15orf38-AP3S2 OS=Homo sapiens OX=9606 GN=C15orf38-AP3S2 PE=4 SV=1,9,9,38.1,26.1938889650165,23.8113723414515,29.9747325947833,29.704328503498
