Gene_names,AMBRA1_vs_BirA_logFC,AMBRA1_vs_BirA_pval,Protein_IDs,Majority_protein_IDs,Peptide_counts__all_,Peptide_counts__razor_unique_,Peptide_counts__unique_,Protein_names,Fasta_headers,Number_of_proteins,Peptides,Razor___unique_peptides,Unique_peptides,Peptides_BirA_alone_N1,Peptides_BirA_alone_N2,Peptides_DCAF3_N1,Peptides_DCAF3_N2,Razor___unique_peptides_BirA_alone_N1,Razor___unique_peptides_BirA_alone_N2,Razor___unique_peptides_DCAF3_N1,Razor___unique_peptides_DCAF3_N2,Unique_peptides_BirA_alone_N1,Unique_peptides_BirA_alone_N2,Unique_peptides_DCAF3_N1,Unique_peptides_DCAF3_N2,Sequence_coverage____,Unique___razor_sequence_coverage____,Unique_sequence_coverage____,Mol__weight__kDa_,Sequence_length,Sequence_lengths,Q_value,Score,Identification_type_BirA_alone_N1,Identification_type_BirA_alone_N2,Identification_type_DCAF3_N1,Identification_type_DCAF3_N2,Ratio_H_L,Ratio_H_L_normalized,Ratio_H_L_variability____,Ratio_H_L_count,Ratio_H_L_iso_count,Ratio_H_L_type,Ratio_H_L_BirA_alone_N1,Ratio_H_L_BirA_alone_N2,Ratio_H_L_DCAF3_N1,Ratio_H_L_DCAF3_N2,Ratio_H_L_normalized_BirA_alone_N1,Ratio_H_L_normalized_BirA_alone_N2,Ratio_H_L_normalized_DCAF3_N1,Ratio_H_L_normalized_DCAF3_N2,Ratio_H_L_variability_____BirA_alone_N1,Ratio_H_L_variability_____BirA_alone_N2,Ratio_H_L_variability_____DCAF3_N1,Ratio_H_L_variability_____DCAF3_N2,Ratio_H_L_count_BirA_alone_N1,Ratio_H_L_count_BirA_alone_N2,Ratio_H_L_count_DCAF3_N1,Ratio_H_L_count_DCAF3_N2,Ratio_H_L_iso_count_BirA_alone_N1,Ratio_H_L_iso_count_BirA_alone_N2,Ratio_H_L_iso_count_DCAF3_N1,Ratio_H_L_iso_count_DCAF3_N2,Ratio_H_L_type_BirA_alone_N1,Ratio_H_L_type_BirA_alone_N2,Ratio_H_L_type_DCAF3_N1,Ratio_H_L_type_DCAF3_N2,Sequence_coverage_BirA_alone_N1____,Sequence_coverage_BirA_alone_N2____,Sequence_coverage_DCAF3_N1____,Sequence_coverage_DCAF3_N2____,Intensity,Intensity_L,Intensity_H,Intensity_BirA_alone_N1,Intensity_L_BirA_alone_N1,Intensity_H_BirA_alone_N1,Intensity_BirA_alone_N2,Intensity_L_BirA_alone_N2,Intensity_H_BirA_alone_N2,Intensity_DCAF3_N1,Intensity_L_DCAF3_N1,Intensity_H_DCAF3_N1,Intensity_DCAF3_N2,Intensity_L_DCAF3_N2,Intensity_H_DCAF3_N2,Only_identified_by_site,Reverse,Potential_contaminant,id,Peptide_IDs,Peptide_is_razor,Mod__peptide_IDs,Evidence_IDs,MS_MS_IDs,Best_MS_MS,Carbamyl__K__site_IDs,Oxidation__M__site_IDs,Carbamyl__K__site_positions,Oxidation__M__site_positions,Taxonomy_IDs,AutoID,metacell_Intensity_L_DCAF3_N1,metacell_Intensity_L_DCAF3_N2,metacell_Intensity_L_BirA_alone_N1,metacell_Intensity_L_BirA_alone_N2
MRPL45,-20.3918989232574,2.43342979795751e-07,Q9BRJ2;A0A0G2JMS5;A0A087WU62;A0A087X2D5,Q9BRJ2;A0A0G2JMS5;A0A087WU62;A0A087X2D5,2;2;2;2,2;2;2;2,2;2;2;2,"39S ribosomal protein L45, mitochondrial","sp|Q9BRJ2|RM45_HUMAN 39S ribosomal protein L45, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL45 PE=1 SV=2;tr|A0A0G2JMS5|A0A0G2JMS5_HUMAN 39S ribosomal protein L45, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL45 PE=1 SV=1;tr|A0A087WU62|A0A087WU62_HUMAN 39S",4,2,2,2,1,2,0,0,1,2,0,0,1,2,0,0,11.1,11.1,11.1,35.351,306,306;256;256;306,0.00059312,2.435,By MS/MS,By MS/MS,,,0.59883,1.5318,61.528,3,0,Plateau,0.15657,0.426,,,0.45017,1.07,,,,50.732,,,1,2,0,0,0,0,0,0,Median,Median,Median,Median,4.6,11.1,0.0,0.0,92277000,62933000,29344000,25014000,20747000,4267700,67262000,42186000,25076000,0,0,0,0,0,0,,,,26,7197;9266,True;True,9173;11755,20701;20702;26599,33999;34000;34001;34002;43434;43435,34002;43434,,,,,-1;-1;-1;-1,protein_27,imputed MEC,imputed MEC,quanti,quanti
GMPPA,-19.4639747335057,1.31854569694764e-06,Q96IJ6;A0A087WUI8;A0A0U1RRC2;C9J255;F8WD54,Q96IJ6;A0A087WUI8;A0A0U1RRC2;C9J255;F8WD54,2;2;1;1;1,2;2;1;1;1,2;2;1;1;1,Mannose-1-phosphate guanyltransferase alpha,sp|Q96IJ6|GMPPA_HUMAN Mannose-1-phosphate guanyltransferase alpha OS=Homo sapiens OX=9606 GN=GMPPA PE=1 SV=1;tr|A0A087WUI8|A0A087WUI8_HUMAN Mannose-1-phosphate guanyltransferase alpha OS=Homo sapiens OX=9606 GN=GMPPA PE=1 SV=1;tr|A0A0U1RRC2|A0A0U1RRC2_HUMA,5,2,2,2,2,1,0,0,2,1,0,0,2,1,0,0,6.7,6.7,6.7,46.291,420,420;399;114;179;290,0.0,5.3654,By MS/MS,By MS/MS,,,0.42916,1.0267,28.484,3,3,Median,0.39617,0.76296,,,0.98496,1.6047,,,5.873,,,,2,1,0,0,2,1,0,0,Median,Median,Median,Median,6.7,3.6,0.0,0.0,50894000,32961000,17933000,33410000,21940000,11470000,17484000,11021000,6463000,0,0,0,0,0,0,,,,30,1968;15027,True;True,2510;18827,5977;42443;42444,10135;69442;69443,10135;69443,,,,,-1;-1;-1;-1;-1,protein_31,imputed MEC,imputed MEC,quanti,quanti
HNRNPDL,0.271447223110041,0.435348492037963,O14979;A0A087WUK2,O14979;A0A087WUK2,6;6,4;4,4;4,Heterogeneous nuclear ribonucleoprotein D-like,sp|O14979|HNRDL_HUMAN Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens OX=9606 GN=HNRNPDL PE=1 SV=3;tr|A0A087WUK2|A0A087WUK2_HUMAN Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens OX=9606 GN=HNRNPDL PE=1 SV=1,2,6,4,4,5,5,6,5,3,3,4,3,3,3,4,3,14.3,11.9,11.9,46.437,420,420;363,0.0,18.67,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.25898,0.90432,20.857,21,17,Leave out requantified,0.26747,0.30965,0.17619,0.16617,0.99733,0.94758,0.20375,0.21132,24.301,30.473,125.3,136.28,4,3,8,6,1,2,8,6,Median,Median,Median,Median,12.1,12.1,14.3,12.1,2666600000,2169600000,497020000,613900000,479620000,134290000,538810000,404600000,134210000,655930000,562210000,93712000,857940000,723140000,134810000,,,,31,2655;3741;4575;12231;13462;15033,True;True;False;True;False;True,3384;3385;4722;4723;5782;5783;15410;15411;15412;16900;18835,7878;7879;7880;7881;7882;7883;10737;10738;10739;10740;10741;12994;12995;12996;12997;12998;12999;13000;13001;13002;34594;34595;34596;34597;34598;34599;34600;34601;34602;34603;38015;38016;38017;38018;42462,13250;13251;13252;13253;13254;13255;13256;13257;17680;17681;17682;17683;17684;17685;17686;17687;17688;17689;17690;21421;21422;21423;21424;21425;21426;21427;21428;21429;21430;21431;21432;21433;21434;21435;21436;21437;21438;21439;56204;56205;56206;56207;56208;56209;56210;56211;56212;56213;56214;56215;56216;56217;61737;61738;61739;61740;61741;61742;69482,13253;17686;21433;56211;61739;69482,9;10,,289;311,,-1;-1,protein_32,quanti,quanti,quanti,quanti
SLIRP,-0.894579778961607,0.229910268819903,Q9GZT3;A0A087WUN7;H0YJ40;G3V4X6;G3V2S9;H0YJW7;H0YJI1,Q9GZT3;A0A087WUN7;H0YJ40;G3V4X6;G3V2S9;H0YJW7,5;5;5;5;5;4;1,5;5;5;5;5;4;1,5;5;5;5;5;4;1,"SRA stem-loop-interacting RNA-binding protein, mitochondrial","sp|Q9GZT3|SLIRP_HUMAN SRA stem-loop-interacting RNA-binding protein, mitochondrial OS=Homo sapiens OX=9606 GN=SLIRP PE=1 SV=1;tr|A0A087WUN7|A0A087WUN7_HUMAN SRA stem-loop-interacting RNA-binding protein, mitochondrial OS=Homo sapiens OX=9606 GN=SLIRP PE=1 ",7,5,5,5,4,3,2,3,4,3,2,3,4,3,2,3,47.7,47.7,47.7,12.349,109,109;92;96;98;124;76;40,0.0,10.246,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.51702,1.335,24.82,11,5,Leave out requantified,0.49915,0.66547,0.06589,0.080057,1.3419,1.977,0.073631,0.09989,25.744,25.125,,124.99,4,3,1,3,0,1,1,3,Leave out requantified,Median,Median,Median,34.9,33.9,22.0,34.9,632660000,469010000,163650000,198090000,131270000,66827000,203540000,123680000,79855000,41799000,38472000,3326700,189230000,175590000,13643000,,,,32,2238;4986;10955;12197;12943,True;True;True;True;True,2851;6354;13796;15365;16261,6706;6707;14342;31124;31125;31126;31127;34478;36544;36545;36546;36547,11342;11343;23585;50612;50613;50614;50615;50616;55990;59338;59339;59340;59341;59342;59343;59344;59345;59346;59347,11342;23585;50615;55990;59340,,,,,-1;-1;-1;-1;-1;-1;-1,protein_33,quanti,quanti,quanti,quanti
GPX1,2.88632382920782,0.00818833510660284,P07203;A0A087WUQ6;A0A2R8Y6B6;A0A494C1C9;A0A494C118,P07203;A0A087WUQ6;A0A2R8Y6B6,6;6;5;1;1,6;6;5;1;1,6;6;5;1;1,Glutathione peroxidase 1;Glutathione peroxidase,sp|P07203|GPX1_HUMAN Glutathione peroxidase 1 OS=Homo sapiens OX=9606 GN=GPX1 PE=1 SV=4;tr|A0A087WUQ6|A0A087WUQ6_HUMAN Glutathione peroxidase OS=Homo sapiens OX=9606 GN=GPX1 PE=1 SV=1;tr|A0A2R8Y6B6|A0A2R8Y6B6_HUMAN Glutathione peroxidase 1 OS=Homo sapiens ,5,6,6,6,1,1,5,2,1,1,5,2,1,1,5,2,32.5,32.5,32.5,22.088,203,203;202;157;104;170,0.0,8.8375,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.12672,0.13558,179.94,7,6,Median,4.9986,,0.11364,0.12672,15.871,,0.12677,0.13558,,,16.397,64.837,1,0,3,3,0,0,3,3,Median,Median,Median,Median,5.4,8.9,32.5,10.3,266990000,225820000,41166000,33134000,6201300,26933000,20086000,20086000,0,118610000,112460000,6152500,95154000,87074000,8080500,,,,33,2845;2909;3996;3997;8774;17318,True;True;True;True;True;True,3635;3711;5036;5037;11162;11163;21706,8445;8603;8604;11413;11414;11415;25269;25270;25271;49015,14156;14381;14382;18810;18811;18812;18813;18814;41385;41386;41387;80143,14156;14382;18811;18814;41385;80143,,,,,-1;-1;-1;-1;-1,protein_34,quanti,quanti,quanti,quanti
EIF5B,-3.39878329854364,0.0126895739563018,O60841;A0A087WUT6,O60841;A0A087WUT6,6;6,6;6,6;6,Eukaryotic translation initiation factor 5B,sp|O60841|IF2P_HUMAN Eukaryotic translation initiation factor 5B OS=Homo sapiens OX=9606 GN=EIF5B PE=1 SV=4;tr|A0A087WUT6|A0A087WUT6_HUMAN Eukaryotic translation initiation factor 5B OS=Homo sapiens OX=9606 GN=EIF5B PE=1 SV=1,2,6,6,6,4,5,1,1,4,5,1,1,4,5,1,1,8.1,8.1,8.1,138.83,1220,1220;1220,0.0,7.8037,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.2981,0.83484,19.889,12,6,Leave out requantified,0.31215,0.31699,0.34664,0.2255,1.0431,0.86726,0.37908,0.24432,17.143,16.107,,,5,5,1,1,2,2,1,1,Median,Leave out requantified,Median,Median,6.6,7.5,0.9,0.6,471340000,341260000,130080000,192110000,141760000,50347000,230380000,158660000,71719000,38366000,31648000,6717500,10488000,9187000,1301400,,,,35,5015;5619;5856;8809;9114;10493,True;True;True;True;True;True,6393;7191;7541;11212;11578;13220,14421;16179;16180;16181;17002;17003;17004;25387;25388;26244;26245;29872,23701;26499;26500;26501;26502;27921;27922;41534;41535;41536;42888;42889;42890;48588,23701;26501;27922;41536;42888;48588,,,,,-1;-1,protein_36,quanti,quanti,quanti,quanti
BSG,0.0325091074334232,0.934139591066552,P35613;A0A087WUV8;A0A087X2B5;R4GMX5;I3L192;R4GN83,P35613;A0A087WUV8;A0A087X2B5;R4GMX5;I3L192,5;5;5;3;3;2,5;5;5;3;3;2,5;5;5;3;3;2,Basigin,sp|P35613|BASI_HUMAN Basigin OS=Homo sapiens OX=9606 GN=BSG PE=1 SV=2;tr|A0A087WUV8|A0A087WUV8_HUMAN Basigin OS=Homo sapiens OX=9606 GN=BSG PE=1 SV=1;tr|A0A087X2B5|A0A087X2B5_HUMAN Basigin (Fragment) OS=Homo sapiens OX=9606 GN=BSG PE=1 SV=1;tr|R4GMX5|R4GMX,6,5,5,5,2,3,3,4,2,3,3,4,2,3,3,4,17.4,17.4,17.4,42.2,385,385;189;221;84;160;52,0.0,7.6623,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.18978,0.20696,126.49,15,15,Median,0.49958,0.46176,0.13095,0.11169,1.7062,1.2796,0.15503,0.12539,4.0589,29.483,22.052,49.726,3,4,3,5,3,4,3,5,Median,Median,Median,Median,6.5,9.1,10.6,14.8,686180000,546400000,139780000,141760000,94314000,47443000,208450000,141610000,66843000,101160000,91931000,9230700,234820000,218550000,16264000,,,,36,3718;5285;12672;12681;13494,True;True;True;True;True,4697;4698;6737;15933;15942;16936,10673;10674;10675;10676;10677;10678;15184;35760;35761;35775;35776;38103;38104;38105;38106;38107,17581;17582;17583;17584;17585;17586;24957;58092;58093;58094;58112;58113;61879;61880;61881;61882;61883;61884,17585;24957;58092;58113;61881,,,,,-1;-1;-1;-1;-1;-1,protein_37,quanti,quanti,quanti,quanti
SPTBN1,-0.427322300405812,0.248063373403377,Q01082;A0A087WUZ3;F8W6C1,Q01082;A0A087WUZ3,26;26;6,26;26;6,26;26;6,"Spectrin beta chain, non-erythrocytic 1","sp|Q01082|SPTB2_HUMAN Spectrin beta chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTBN1 PE=1 SV=2;tr|A0A087WUZ3|A0A087WUZ3_HUMAN Spectrin beta chain OS=Homo sapiens OX=9606 GN=SPTBN1 PE=1 SV=1",3,26,26,26,13,17,9,10,13,17,9,10,13,17,9,10,15.9,15.9,15.9,274.61,2364,2364;2366;690,0.0,36.897,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.48249,1.1669,26.651,46,23,Leave out requantified,0.38968,0.55333,0.26056,0.1415,1.057,1.2498,0.2901,0.15315,30.668,24.247,136.12,65.347,13,17,7,9,5,3,6,9,Leave out requantified,Leave out requantified,Median,Median,7.8,10.7,5.0,5.2,1240600000,889630000,350960000,251530000,176790000,74740000,465390000,289570000,175820000,211240000,147770000,63463000,312430000,275500000,36936000,,,,37,1589;2370;2579;3608;4010;5800;6643;7046;7213;7929;8721;9396;9845;9846;10468;10627;12023;12477;13427;13908;13918;14298;14973;15077;16038;16979,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,2030;3028;3296;4567;5050;7464;8519;8992;9193;10124;11095;11913;12450;12451;13191;13192;13393;15135;15703;16861;17423;17437;17921;18761;18893;20120;21288,4810;7088;7089;7090;7676;7677;10388;10389;11436;11437;11438;16838;19239;20304;20305;20306;20307;20743;22842;22843;25110;26938;28114;28115;28116;28117;28118;28119;29804;29805;29806;30225;30226;34004;35228;35229;37940;39244;39245;39278;39279;39280;40407;42296;42297;42596;45497;45498;48107,8106;11952;11953;11954;11955;12951;12952;12953;17155;17156;18845;18846;18847;18848;18849;18850;27670;31652;31653;33350;33351;33352;33353;33354;33355;34064;37425;37426;41094;43941;45687;45688;45689;45690;45691;45692;45693;45694;48485;48486;48487;48488;49118;49119;49120;55280;57202;57203;57204;57205;57206;61627;63775;63776;63777;63827;63828;63829;65940;69169;69170;69171;69682;74514;74515;78662,8106;11953;12952;17156;18848;27670;31652;33354;34064;37426;41094;43941;45688;45694;48485;49119;55280;57206;61627;63775;63827;65940;69170;69682;74515;78662,,,,,-1;-1;-1,protein_38,quanti,quanti,quanti,quanti
POLD2,-19.0024280204801,1.21734144289626e-07,P49005;F8W8R3;A0A087WWF6;C9JHC7;H7C1B3;C9IZD2;C9J8Z7;C9JLE1,P49005;F8W8R3;A0A087WWF6;C9JHC7,3;3;3;2;1;1;1;1,3;3;3;2;1;1;1;1,3;3;3;2;1;1;1;1,DNA polymerase delta subunit 2,sp|P49005|DPOD2_HUMAN DNA polymerase delta subunit 2 OS=Homo sapiens OX=9606 GN=POLD2 PE=1 SV=1;tr|F8W8R3|F8W8R3_HUMAN DNA polymerase delta subunit 2 OS=Homo sapiens OX=9606 GN=POLD2 PE=1 SV=1;tr|A0A087WWF6|A0A087WWF6_HUMAN DNA polymerase delta subunit 2 O,8,3,3,3,1,2,0,0,1,2,0,0,1,2,0,0,8.5,8.5,8.5,51.289,469,469;455;504;257;83;148;155;220,0.00060496,2.5405,By MS/MS,By MS/MS,,,2.9798,7.1664,54.271,3,2,Plateau,0.92703,2.2451,,,2.4934,5.3717,,,,44.312,,,1,2,0,0,1,1,0,0,Median,Median,Median,Median,3.0,5.5,0.0,0.0,70267000,23171000,47096000,19603000,8997400,10606000,50664000,14173000,36491000,0,0,0,0,0,0,,,,49,3928;8748;15521,True;True;True,4952;11128;19450,11222;25170;43899,18483;41187;71749;71750,18483;41187;71749,,,,,-1;-1;-1;-1;-1;-1;-1;-1,protein_50,imputed MEC,imputed MEC,quanti,quanti
HYOU1,-3.98072048398139,0.00129955409058802,Q9Y4L1;E9PJ21;A0A087WWI4;K7EQK2;A0A087X054;A0A494C039;J3KTF1,Q9Y4L1;E9PJ21;A0A087WWI4;K7EQK2;A0A087X054;A0A494C039,7;7;7;7;7;7;1,7;7;7;7;7;7;1,7;7;7;7;7;7;1,Hypoxia up-regulated protein 1,sp|Q9Y4L1|HYOU1_HUMAN Hypoxia up-regulated protein 1 OS=Homo sapiens OX=9606 GN=HYOU1 PE=1 SV=1;tr|E9PJ21|E9PJ21_HUMAN Hypoxia up-regulated protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=HYOU1 PE=1 SV=1;tr|A0A087WWI4|A0A087WWI4_HUMAN Hypoxia up-regulated ,7,7,7,7,4,7,1,1,4,7,1,1,4,7,1,1,8.9,8.9,8.9,111.33,999,999;656;677;678;937;1000;224,0.0,11.016,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.36048,0.94873,26.491,15,8,Leave out requantified,0.35483,0.36623,0.36268,0.29123,1.51,0.90178,0.40386,0.31408,31.003,24.604,,,5,8,1,1,3,3,1,1,Linear,Leave out requantified,Median,Median,4.5,8.9,1.9,0.9,349780000,242060000,107720000,103820000,75441000,28375000,224520000,150020000,74496000,13339000,10182000,3157300,8103300,6413000,1690300,,,,51,5431;7962;14278;14338;14811;15824;16048,True;True;True;True;True;True;True,6931;10161;10162;17895;17977;18561;19859;20130,15574;22951;22952;22953;40352;40536;40537;41827;44867;44868;44869;44870;44871;45521;45522,25557;37606;37607;37608;37609;37610;65864;66162;66163;68320;73424;73425;73426;73427;73428;74544;74545,25557;37607;65864;66162;68320;73426;74545,,,,,-1;-1;-1;-1;-1;-1;-1,protein_52,quanti,quanti,quanti,quanti
TPM3,-0.287693344083916,0.346944250094416,A0A087WWU8;D6R904;Q5VU61;A0A494C0G0;H0YL80,A0A087WWU8;D6R904,26;16;8;8;5,26;16;8;8;5,11;11;8;3;0,,tr|A0A087WWU8|A0A087WWU8_HUMAN Tropomyosin alpha-3 chain OS=Homo sapiens OX=9606 GN=TPM3 PE=1 SV=1;tr|D6R904|D6R904_HUMAN Tropomyosin alpha-3 chain OS=Homo sapiens OX=9606 GN=TPM3 PE=1 SV=1,5,26,26,11,16,20,20,19,16,20,20,19,8,9,9,8,70.5,70.5,20.7,26.42,227,227;95;49;87;68,0.0,323.31,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.34796,1.0287,22.477,97,61,Leave out requantified,0.30416,0.35677,0.041189,0.073197,1.0545,1.0568,0.076686,0.091428,16.58,24.387,179.96,134.71,22,26,23,26,8,5,23,25,Leave out requantified,Leave out requantified,Median,Median,58.6,70.0,61.2,62.1,21094000000,16331000000,4762700000,4469800000,3319100000,1150700000,7044900000,4953100000,2091700000,4608100000,3421100000,1187000000,4970900000,4637600000,333340000,,,,53,660;661;662;1161;1608;2294;3298;3351;3352;5682;6840;6841;6860;6861;6862;7549;7550;7647;7648;8086;8087;9216;9937;10344;12271;14205,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,823;824;825;826;827;1498;1499;2055;2925;4182;4241;4242;7285;7286;8753;8754;8755;8756;8777;8778;8779;9611;9612;9613;9745;9746;9747;10324;10325;10326;11692;12555;13049;15466;17803,1890;1891;1892;1893;1894;1895;1896;1897;1898;1899;1900;1901;1902;3480;3481;3482;3483;3484;3485;3486;3487;3488;3489;3490;4867;4868;4869;4870;4871;4872;6860;9578;9579;9685;9686;9687;9688;9689;9690;9691;9692;9693;9694;16416;16417;16418;16419;16420;16421;16422;16423;19763;19764;19765;19766;19767;19768;19769;19770;19771;19772;19817;19818;19819;19820;19821;19822;21657;21658;21659;21660;21661;21662;21663;21664;21665;21666;21667;21982;21983;21984;21985;21986;23344;23345;23346;23347;23348;23349;23350;23351;23352;23353;26477;26478;26479;26480;28336;29473;29474;34736;34737;34738;40138;40139;40140;40141;40142,3113;3114;3115;3116;3117;3118;3119;3120;3121;3122;3123;3124;3125;3126;3127;3128;3129;3130;3131;3132;3133;3134;3135;3136;3137;3138;3139;3140;3141;3142;3143;3144;3145;5775;5776;5777;5778;5779;5780;5781;5782;5783;5784;5785;5786;5787;5788;5789;5790;5791;5792;5793;5794;8195;8196;8197;8198;8199;8200;8201;11574;15892;15893;15894;15895;16030;16031;16032;16033;16034;16035;16036;16037;16038;16039;16040;16041;16042;16043;26918;26919;26920;26921;26922;26923;26924;26925;26926;32463;32464;32465;32466;32467;32468;32469;32470;32471;32472;32473;32474;32475;32476;32477;32478;32542;32543;32544;32545;32546;32547;32548;32549;32550;32551;32552;32553;35598;35599;35600;35601;35602;35603;35604;35605;35606;35607;35608;35609;35610;35611;35612;35613;35614;35615;35616;35617;35618;35619;35620;36105;36106;36107;36108;36109;36110;36111;38212;38213;38214;38215;38216;38217;38218;38219;38220;38221;38222;38223;38224;38225;38226;38227;38228;38229;38230;43259;43260;43261;46013;46014;47941;47942;47943;56422;56423;56424;56425;65417;65418;65419;65420;65421;65422;65423;65424;65425,3114;3125;3140;5785;8195;11574;15895;16033;16035;26918;32463;32469;32542;32550;32553;35600;35617;36105;36110;38213;38225;43261;46014;47942;56424;65417,17;18;19;20;21,,11;13;100;104;132,,-1;-1;-1;-1;-1,protein_54,quanti,quanti,quanti,quanti
TARDBP;TDP43,0.674069285201387,0.0635303895299491,Q13148;A0A087WX29;A0A087WYY0;A0A087X260;G3V162;B1AKP7;K7EJM5;A0A0A0N0M3;A0A087WV68;A0A087WXQ5;A0A1W2PNU8;A0A087WXV3;K7EN94;A0A087WX67;A0A087WW61;K7EL26;A0A087WZC9;A0A087WYE7;A0A087WTZ4,Q13148;A0A087WX29;A0A087WYY0;A0A087X260;G3V162;B1AKP7;K7EJM5;A0A0A0N0M3;A0A087WV68;A0A087WXQ5,6;6;4;4;4;4;3;3;3;3;2;2;2;2;2;1;1;1;1,6;6;4;4;4;4;3;3;3;3;2;2;2;2;2;1;1;1;1,6;6;4;4;4;4;3;3;3;3;2;2;2;2;2;1;1;1;1,TAR DNA-binding protein 43,sp|Q13148|TADBP_HUMAN TAR DNA-binding protein 43 OS=Homo sapiens OX=9606 GN=TARDBP PE=1 SV=1;tr|A0A087WX29|A0A087WX29_HUMAN TAR DNA-binding protein 43 (Fragment) OS=Homo sapiens OX=9606 GN=TARDBP PE=1 SV=1;tr|A0A087WYY0|A0A087WYY0_HUMAN TAR DNA-binding pro,19,6,6,6,5,4,4,4,5,4,4,4,5,4,4,4,19.8,19.8,19.8,44.739,414,414;243;304;301;298;295;201;269;212;200;258;175;275;149;138;65;127;89;61,0.0,36.324,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.4277,1.3536,26.401,16,9,Leave out requantified,0.33705,0.51885,0.092609,0.17847,1.1682,1.4511,0.10219,0.19742,24.666,26.621,68.974,104.28,5,4,3,4,2,0,3,4,Leave out requantified,Leave out requantified,Median,Median,16.9,14.0,12.3,12.3,883510000,712470000,171030000,175500000,120380000,55118000,194760000,122690000,72065000,216560000,202870000,13698000,296680000,266530000,30149000,,,,54,3755;4202;4847;9905;12823;14612,True;True;True;True;True;True,4738;5286;6149;6150;12517;16112;18312;18313,10775;10776;10777;10778;11934;11935;11936;11937;13852;13853;13854;28258;28259;36193;36194;41245;41246;41247;41248,17755;17756;17757;17758;17759;19665;19666;19667;19668;19669;19670;22849;22850;22851;45889;45890;58757;58758;58759;58760;67327;67328;67329;67330,17759;19667;22849;45889;58757;67328,,,,,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_55,quanti,quanti,quanti,quanti
LAMA2,19.2979917922927,1.06429208624462e-06,P24043;A0A087WYF1;A0A087WX80,P24043;A0A087WYF1;A0A087WX80,2;2;2,2;2;2,2;2;2,Laminin subunit alpha-2,sp|P24043|LAMA2_HUMAN Laminin subunit alpha-2 OS=Homo sapiens OX=9606 GN=LAMA2 PE=1 SV=4;tr|A0A087WYF1|A0A087WYF1_HUMAN Laminin subunit alpha-2 OS=Homo sapiens OX=9606 GN=LAMA2 PE=1 SV=1;tr|A0A087WX80|A0A087WX80_HUMAN Laminin subunit alpha-2 OS=Homo sapien,3,2,2,2,0,0,1,1,0,0,1,1,0,0,1,1,1.1,1.1,1.1,343.9,3122,3122;3118;3121,0.0022975,2.1054,,,By MS/MS,By MS/MS,1.4709,1.9078,285.59,2,2,Median,,,0.23268,9.298,,,0.25322,14.373,,,,,0,0,1,1,0,0,1,1,Median,Median,Median,Median,0.0,0.0,0.6,0.5,189850000,35902000,153950000,0,0,0,0,0,0,24662000,22063000,2599700,165190000,13839000,151350000,,,,55,1104;9579,True;True,1421;12133,3303;27403,5481;44596,5481;44596,22;23;24,,2033;2038;2040,,-1;-1;-1,protein_56,quanti,quanti,imputed MEC,imputed MEC
