Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Peptides,Unique peptides,Sequence coverage [%],Intensity TOR1AIP2-N1,Intensity TOR1AIP2-N2,Intensity BirA-alone-N1,Intensity BirA-alone-N2
Q9HAU0;A0JP02;H0YGJ6,Q9HAU0;A0JP02,38;33;11,38;33;11,5;1;1,Pleckstrin homology domain-containing family A member 5,PLEKHA5,sp|Q9HAU0|PKHA5_HUMAN Pleckstrin homology domain-containing family A member 5 OS=Homo sapiens OX=9606 GN=PLEKHA5 PE=1 SV=1;tr|A0JP02|A0JP02_HUMAN PLEKHA5 protein OS=Homo sapiens OX=9606 GN=PLEKHA5 PE=1 SV=1,38,5,46.8,22.160110235777,28.2698592629724,30.5416706323238,30.4874997305671
A1L390;G3V311;G3V3I3;G3V278,A1L390;G3V311,4;3;1;1,4;3;1;1,4;3;1;1,Pleckstrin homology domain-containing family G member 3,PLEKHG3,sp|A1L390|PKHG3_HUMAN Pleckstrin homology domain-containing family G member 3 OS=Homo sapiens OX=9606 GN=PLEKHG3 PE=1 SV=1;tr|G3V311|G3V311_HUMAN Pleckstrin homology domain-containing family G member 3 OS=Homo sapiens OX=9606 GN=PLEKHG3 PE=1 SV=1,4,4,4.2,4.17208717402692,4.1631440863452,24.9636253196707,25.2214399127379
A0A1X7SBZ7;Q6ZR37;Q32Q52,A0A1X7SBZ7;Q6ZR37;Q32Q52,2;1;1,2;1;1,2;1;1,Pleckstrin homology domain-containing family G member 7;Uncharacterized protein C12orf74,PLEKHG7;C12orf74,tr|A0A1X7SBZ7|A0A1X7SBZ7_HUMAN Uncharacterized protein C12orf74 OS=Homo sapiens OX=9606 GN=C12orf74 PE=4 SV=2;sp|Q6ZR37|PKHG7_HUMAN Pleckstrin homology domain-containing family G member 7 OS=Homo sapiens OX=9606 GN=PLEKHG7 PE=2 SV=1;sp|Q32Q52|CL074_HUMAN U,2,2,4.3,25.2399440077118,28.8237369026284,23.7633444941044,24.2133160481594
Q9Y4G2;K7EPF2;J3KRU0;K7EII8;J3KRL8,Q9Y4G2;K7EPF2;J3KRU0;K7EII8;J3KRL8,2;2;2;1;1,2;2;2;1;1,2;2;2;1;1,Pleckstrin homology domain-containing family M member 1,PLEKHM1,sp|Q9Y4G2|PKHM1_HUMAN Pleckstrin homology domain-containing family M member 1 OS=Homo sapiens OX=9606 GN=PLEKHM1 PE=1 SV=3;tr|K7EPF2|K7EPF2_HUMAN Pleckstrin homology domain-containing family M member 1 (Fragment) OS=Homo sapiens OX=9606 GN=PLEKHM1 PE=1 SV=,2,2,2.9,4.17208717402692,4.1631440863452,24.4734550617965,24.4501666517431
Q8TD55;C9J4A7,Q8TD55;C9J4A7,5;3,5;3,5;3,Pleckstrin homology domain-containing family O member 2,PLEKHO2,sp|Q8TD55|PKHO2_HUMAN Pleckstrin homology domain-containing family O member 2 OS=Homo sapiens OX=9606 GN=PLEKHO2 PE=1 SV=1;tr|C9J4A7|C9J4A7_HUMAN Uncharacterized protein (Fragment) OS=Homo sapiens OX=9606 PE=4 SV=1,5,5,15.1,4.17208717402692,4.1631440863452,25.9412068671311,25.7510834838748
Q5SXH7;A0A494C040,Q5SXH7;A0A494C040,2;1,2;1,2;1,Pleckstrin homology domain-containing family S member 1,PLEKHS1,sp|Q5SXH7|PKHS1_HUMAN Pleckstrin homology domain-containing family S member 1 OS=Homo sapiens OX=9606 GN=PLEKHS1 PE=1 SV=3;tr|A0A494C040|A0A494C040_HUMAN Pleckstrin homology domain-containing family S member 1 (Fragment) OS=Homo sapiens OX=9606 GN=PLEKHS1,2,2,7.4,22.1294339606779,25.9982323283892,27.0842590333501,26.833585280332
O60664;K7ERZ3;K7EL96;K7ER39;K7EJD0,O60664;K7ERZ3,19;13;8;6;1,19;13;8;6;1,19;13;8;6;1,Perilipin-3,PLIN3,sp|O60664|PLIN3_HUMAN Perilipin-3 OS=Homo sapiens OX=9606 GN=PLIN3 PE=1 SV=3;tr|K7ERZ3|K7ERZ3_HUMAN Perilipin-3 (Fragment) OS=Homo sapiens OX=9606 GN=PLIN3 PE=1 SV=1,19,19,71.0,24.7977347383632,29.4875955620489,32.3689045196256,32.43270911259
O43660;H0YA24;D6RA26;B7Z982;H0YAA2,O43660,11;4;4;2;1,11;4;4;2;1,11;4;4;2;1,Pleiotropic regulator 1,PLRG1,sp|O43660|PLRG1_HUMAN Pleiotropic regulator 1 OS=Homo sapiens OX=9606 GN=PLRG1 PE=1 SV=1,11,11,28.6,22.5673248338001,21.7909815989101,27.0635283922225,26.945812263381
Q14651;C9JAM8,Q14651;C9JAM8,8;4,5;2,5;2,Plastin-1,PLS1,sp|Q14651|PLSI_HUMAN Plastin-1 OS=Homo sapiens OX=9606 GN=PLS1 PE=1 SV=2;tr|C9JAM8|C9JAM8_HUMAN Plastin-1 (Fragment) OS=Homo sapiens OX=9606 GN=PLS1 PE=1 SV=1,8,5,19.2,22.0801357531324,23.0304428560686,25.9801971174594,26.348526504725
P13797;A0A0A0MSQ0;H7C4N2;U3KQI3,P13797;A0A0A0MSQ0,19;19;6;3,14;14;6;1,12;12;4;1,Plastin-3,PLS3,sp|P13797|PLST_HUMAN Plastin-3 OS=Homo sapiens OX=9606 GN=PLS3 PE=1 SV=4;tr|A0A0A0MSQ0|A0A0A0MSQ0_HUMAN Plastin-3 OS=Homo sapiens OX=9606 GN=PLS3 PE=1 SV=1,19,12,37.3,22.5181679566601,26.6254736387061,28.5034349556532,27.931230398043
P29590;H3BT57;H3BT29;H3BUJ5;H3BVD2,P29590;H3BT57;H3BT29,14;9;7;6;3,14;9;7;6;3,14;9;7;6;3,Protein PML,PML,sp|P29590|PML_HUMAN Protein PML OS=Homo sapiens OX=9606 GN=PML PE=1 SV=3;tr|H3BT57|H3BT57_HUMAN Protein PML OS=Homo sapiens OX=9606 GN=PML PE=1 SV=1;tr|H3BT29|H3BT29_HUMAN Protein PML (Fragment) OS=Homo sapiens OX=9606 GN=PML PE=1 SV=1,14,14,18.0,4.17208717402692,4.1631440863452,28.1936164206052,28.0402498322588
P54277;Q3BDU3;Q5FBZ9;E9PC65;B7ZAA0;Q5FBZ4;C9JF76;C9JKP0;Q5FBZ7;C9J4L1;F8W8L1;Q5XG96;E9PC40,P54277;Q3BDU3;Q5FBZ9;E9PC65;B7ZAA0;Q5FBZ4,6;4;4;4;4;3;2;1;1;1;1;1;1,6;4;4;4;4;3;2;1;1;1;1;1;1,4;3;3;3;2;3;2;1;1;1;1;1;1,PMS1 protein homolog 1,PMS1,sp|P54277|PMS1_HUMAN PMS1 protein homolog 1 OS=Homo sapiens OX=9606 GN=PMS1 PE=1 SV=1;tr|Q3BDU3|Q3BDU3_HUMAN PMS1 protein homolog 1 OS=Homo sapiens OX=9606 GN=PMS1 PE=1 SV=1;tr|Q5FBZ9|Q5FBZ9_HUMAN PMS1 nirs variant 1 OS=Homo sapiens OX=9606 GN=PMS1 PE=1 SV,6,4,7.4,4.17208717402692,4.1631440863452,25.4178324320001,25.6934920621348
P54278;A0A2R8Y6S3;C9J167;A4D2B8;Q13401;Q68D20;Q13670,P54278;A0A2R8Y6S3;C9J167,23;21;21;1;1;1;1,23;21;21;1;1;1;1,23;21;21;1;1;1;1,Mismatch repair endonuclease PMS2,PMS2,sp|P54278|PMS2_HUMAN Mismatch repair endonuclease PMS2 OS=Homo sapiens OX=9606 GN=PMS2 PE=1 SV=2;tr|A0A2R8Y6S3|A0A2R8Y6S3_HUMAN Mismatch repair endonuclease PMS2 OS=Homo sapiens OX=9606 GN=PMS2 PE=1 SV=1;tr|C9J167|C9J167_HUMAN Mismatch repair endonuclease,23,23,36.1,4.17208717402692,4.1631440863452,29.121071944586,28.8681181773549
Q8TF01,Q8TF01,4,4,4,Arginine/serine-rich protein PNISR,PNISR,sp|Q8TF01|PNISR_HUMAN Arginine/serine-rich protein PNISR OS=Homo sapiens OX=9606 GN=PNISR PE=1 SV=2,4,4,4.7,4.17208717402692,4.1631440863452,26.6499301954625,25.808748389387
Q9H307;G3V5F0;G3V579,Q9H307,11;3;3,11;3;3,11;3;3,Pinin,PNN,sp|Q9H307|PININ_HUMAN Pinin OS=Homo sapiens OX=9606 GN=PNN PE=1 SV=5,11,11,15.8,21.8091165208797,25.4740433166633,27.9506032386885,27.7656603286987
Q8WVV4,Q8WVV4,8,8,8,Protein POF1B,POF1B,sp|Q8WVV4|POF1B_HUMAN Protein POF1B OS=Homo sapiens OX=9606 GN=POF1B PE=1 SV=3,8,8,19.4,22.7502688944007,26.8600573353497,4.49585555904608,4.40302638284169
Q9P215,Q9P215,2,2,2,Pogo transposable element with KRAB domain,POGK,sp|Q9P215|POGK_HUMAN Pogo transposable element with KRAB domain OS=Homo sapiens OX=9606 GN=POGK PE=1 SV=2,2,2,3.8,4.17208717402692,4.1631440863452,24.096274409507,24.098364340286
Q7Z3K3;H0YCT3,Q7Z3K3,10;3,10;3,10;3,Pogo transposable element with ZNF domain,POGZ,sp|Q7Z3K3|POGZ_HUMAN Pogo transposable element with ZNF domain OS=Homo sapiens OX=9606 GN=POGZ PE=1 SV=2,10,10,8.8,4.17208717402692,4.1631440863452,26.2938806437143,26.131594183976
P09884;A0A087WU64;A6NMQ1,P09884;A0A087WU64;A6NMQ1,3;3;2,3;3;2,3;3;2,DNA polymerase alpha catalytic subunit;DNA polymerase,POLA1,sp|P09884|DPOLA_HUMAN DNA polymerase alpha catalytic subunit OS=Homo sapiens OX=9606 GN=POLA1 PE=1 SV=2;tr|A0A087WU64|A0A087WU64_HUMAN DNA polymerase OS=Homo sapiens OX=9606 GN=POLA1 PE=1 SV=1;tr|A6NMQ1|A6NMQ1_HUMAN DNA polymerase OS=Homo sapiens OX=9606 G,3,3,2.5,22.076728889895,24.5926910715236,26.9282962550523,26.5505559866797
Q15054;E9PM91;E9PNC0;E9PRK3;H0YEX7,Q15054,7;2;2;2;1,7;2;2;2;1,7;2;2;2;1,DNA polymerase delta subunit 3,POLD3,sp|Q15054|DPOD3_HUMAN DNA polymerase delta subunit 3 OS=Homo sapiens OX=9606 GN=POLD3 PE=1 SV=2,7,7,19.1,4.17208717402692,4.1631440863452,26.1078913419646,25.8835292981053
Q9BY77;F6VRR5;Q6R954;F8WEE2;Q8WUT1;F8WCX5,Q9BY77;F6VRR5,5;5;2;2;2;2,5;5;2;2;2;2,5;5;2;2;2;2,Polymerase delta-interacting protein 3,POLDIP3,sp|Q9BY77|PDIP3_HUMAN Polymerase delta-interacting protein 3 OS=Homo sapiens OX=9606 GN=POLDIP3 PE=1 SV=2;tr|F6VRR5|F6VRR5_HUMAN Polymerase delta-interacting protein 3 OS=Homo sapiens OX=9606 GN=POLDIP3 PE=1 SV=1,5,5,14.0,4.17208717402692,4.1631440863452,26.1635577027002,26.1781476719264
Q9Y253,Q9Y253,2,2,2,DNA polymerase eta,POLH,sp|Q9Y253|POLH_HUMAN DNA polymerase eta OS=Homo sapiens OX=9606 GN=POLH PE=1 SV=1,2,2,4.8,4.17208717402692,4.1631440863452,23.0071525410385,24.1450713893081
E7EX70;Q9GZS1,E7EX70;Q9GZS1,2;1,2;1,2;1,DNA-directed RNA polymerase I subunit RPA49,POLR1E,tr|E7EX70|E7EX70_HUMAN DNA-directed RNA polymerase I subunit RPA49 OS=Homo sapiens OX=9606 GN=POLR1E PE=1 SV=2;sp|Q9GZS1|RPA49_HUMAN DNA-directed RNA polymerase I subunit RPA49 OS=Homo sapiens OX=9606 GN=POLR1E PE=1 SV=3,2,2,28.4,4.17208717402692,4.1631440863452,23.4647581139245,26.7541712650807
P24928,P24928,5,5,5,DNA-directed RNA polymerase II subunit RPB1,POLR2A,sp|P24928|RPB1_HUMAN DNA-directed RNA polymerase II subunit RPB1 OS=Homo sapiens OX=9606 GN=POLR2A PE=1 SV=2,5,5,3.1,4.17208717402692,4.1631440863452,25.0200918259408,23.6256687161239
C9J2Y9;P30876;A0A1W2PPT5;C9JZW8,C9J2Y9;P30876;A0A1W2PPT5,13;12;12;1,13;12;12;1,2;1;1;1,DNA-directed RNA polymerase;DNA-directed RNA polymerase II subunit RPB2,POLR2B,tr|C9J2Y9|C9J2Y9_HUMAN DNA-directed RNA polymerase subunit beta OS=Homo sapiens OX=9606 GN=POLR2B PE=1 SV=2;sp|P30876|RPB2_HUMAN DNA-directed RNA polymerase II subunit RPB2 OS=Homo sapiens OX=9606 GN=POLR2B PE=1 SV=1;tr|A0A1W2PPT5|A0A1W2PPT5_HUMAN DNA-dire,13,2,16.9,22.4401156085186,26.8805197697656,24.3597779735659,21.0810880908142
A8CG34;C9JFL1;A6NF01,A8CG34;C9JFL1;A6NF01,2;1;1,2;1;1,2;1;1,Nuclear envelope pore membrane protein POM 121C;Putative nuclear envelope pore membrane protein POM 121B,POM121C;POM121B,sp|A8CG34|P121C_HUMAN Nuclear envelope pore membrane protein POM 121C OS=Homo sapiens OX=9606 GN=POM121C PE=1 SV=3;tr|C9JFL1|C9JFL1_HUMAN Nuclear envelope pore membrane protein POM 121C (Fragment) OS=Homo sapiens OX=9606 GN=POM121C PE=1 SV=1;sp|A6NF01|P121,2,2,4.1,4.17208717402692,4.1631440863452,24.9396609902729,22.8558015037083
P14859;P09086;Q9UKI9;U3KQ96;U3KQN1;H0YNW1;H0YLL6;A0A0C4DG88;B5ME60;H0YKT2;H0YLC5;A0A0A0MT46,P14859;P09086;Q9UKI9;U3KQ96;U3KQN1;H0YNW1;H0YLL6;A0A0C4DG88;B5ME60;H0YKT2;H0YLC5;A0A0A0MT46,3;3;3;3;3;3;3;3;3;3;2;2,3;3;3;3;3;3;3;3;3;3;2;2,3;3;3;3;3;3;3;3;3;3;2;2,"POU domain, class 2, transcription factor 1;POU domain, class 2, transcription factor 2;POU domain, class 2, transcription factor 3;POU domain protein",POU2F1;POU2F2;POU2F3,"sp|P14859|PO2F1_HUMAN POU domain, class 2, transcription factor 1 OS=Homo sapiens OX=9606 GN=POU2F1 PE=1 SV=2;sp|P09086|PO2F2_HUMAN POU domain, class 2, transcription factor 2 OS=Homo sapiens OX=9606 GN=POU2F2 PE=1 SV=3;sp|Q9UKI9|PO2F3_HUMAN POU domain, cl",3,3,4.8,4.17208717402692,4.1631440863452,25.0953088039999,24.5361143856929
Q86W92;F5GZP6;H0YFE4;A0A0A0MTP2;F5H6Q7;F5H0E0;F5H495;Q8ND30;E9PP16;H0YGH8,Q86W92;F5GZP6,31;20;9;7;4;4;4;2;2;1,31;20;9;7;4;4;4;2;2;1,31;20;9;7;4;4;4;2;2;1,Liprin-beta-1,PPFIBP1,sp|Q86W92|LIPB1_HUMAN Liprin-beta-1 OS=Homo sapiens OX=9606 GN=PPFIBP1 PE=1 SV=2;tr|F5GZP6|F5GZP6_HUMAN Liprin-beta-1 (Fragment) OS=Homo sapiens OX=9606 GN=PPFIBP1 PE=1 SV=1,31,31,37.8,21.8403301366257,23.534571713489,29.7943298910557,29.4112275933817
P62937;F8WE65;C9J5S7;F5H284;Q9Y536;E5RIZ5;P0DN26;A0A0H2UH34;A0A0B4J2A2;A0A075B767;A0A075B759,P62937;F8WE65;C9J5S7,10;6;6;1;1;1;1;1;1;1;1,10;6;6;1;1;1;1;1;1;1;1,10;6;6;1;1;1;1;1;1;1;1,"Peptidyl-prolyl cis-trans isomerase A;Peptidyl-prolyl cis-trans isomerase A, N-terminally processed;Peptidyl-prolyl cis-trans isomerase",PPIA,sp|P62937|PPIA_HUMAN Peptidyl-prolyl cis-trans isomerase A OS=Homo sapiens OX=9606 GN=PPIA PE=1 SV=2;tr|F8WE65|F8WE65_HUMAN Peptidyl-prolyl cis-trans isomerase OS=Homo sapiens OX=9606 GN=PPIA PE=1 SV=1;tr|C9J5S7|C9J5S7_HUMAN Peptidyl-prolyl cis-trans isome,10,10,74.5,23.3523446739595,28.7833800637192,26.6470501530727,26.3043639954165
P23284,P23284,4,4,4,Peptidyl-prolyl cis-trans isomerase B,PPIB,sp|P23284|PPIB_HUMAN Peptidyl-prolyl cis-trans isomerase B OS=Homo sapiens OX=9606 GN=PPIB PE=1 SV=2,4,4,20.4,22.2328711186355,25.1345347398856,4.49585555904608,4.40302638284169
Q08752,Q08752,5,5,5,Peptidyl-prolyl cis-trans isomerase D,PPID,sp|Q08752|PPID_HUMAN Peptidyl-prolyl cis-trans isomerase D OS=Homo sapiens OX=9606 GN=PPID PE=1 SV=3,5,5,12.2,22.2864572100901,24.511653739149,25.6238841684936,25.0779794118308
Q13427;C9JN15;C9JM79;E9PG73,Q13427;C9JN15;C9JM79;E9PG73,3;3;3;2,3;3;3;2,3;3;3;2,Peptidyl-prolyl cis-trans isomerase G;Peptidyl-prolyl cis-trans isomerase,PPIG,sp|Q13427|PPIG_HUMAN Peptidyl-prolyl cis-trans isomerase G OS=Homo sapiens OX=9606 GN=PPIG PE=1 SV=2;tr|C9JN15|C9JN15_HUMAN Peptidyl-prolyl cis-trans isomerase (Fragment) OS=Homo sapiens OX=9606 GN=PPIG PE=1 SV=1;tr|C9JM79|C9JM79_HUMAN Peptidyl-prolyl cis-,3,3,4.0,22.1881733315018,23.8923582642941,4.49585555904608,4.40302638284169
Q8WUA2,Q8WUA2,8,8,8,Peptidyl-prolyl cis-trans isomerase-like 4,PPIL4,sp|Q8WUA2|PPIL4_HUMAN Peptidyl-prolyl cis-trans isomerase-like 4 OS=Homo sapiens OX=9606 GN=PPIL4 PE=1 SV=1,8,8,23.0,4.17208717402692,4.1631440863452,27.5021073977141,27.192817286791
O60437;K7EKI8;K7EQ71,O60437;K7EKI8;K7EQ71,11;11;8,11;11;8,11;11;8,Periplakin,PPL,sp|O60437|PEPL_HUMAN Periplakin OS=Homo sapiens OX=9606 GN=PPL PE=1 SV=4;tr|K7EKI8|K7EKI8_HUMAN Periplakin OS=Homo sapiens OX=9606 GN=PPL PE=1 SV=1;tr|K7EQ71|K7EQ71_HUMAN Periplakin (Fragment) OS=Homo sapiens OX=9606 GN=PPL PE=1 SV=1,11,11,8.3,20.767815900367,26.6923217773872,4.49585555904608,4.40302638284169
O75688;B8ZZF0;C9JIR6;A0A3B3IS24;P35813;E9PKB5,O75688;B8ZZF0;C9JIR6;A0A3B3IS24;P35813;E9PKB5,2;2;2;2;1;1,2;2;2;2;1;1,2;2;2;2;1;1,Protein phosphatase 1B;Protein phosphatase 1A,PPM1B;PPM1A,sp|O75688|PPM1B_HUMAN Protein phosphatase 1B OS=Homo sapiens OX=9606 GN=PPM1B PE=1 SV=1;tr|B8ZZF0|B8ZZF0_HUMAN Protein phosphatase 1B (Fragment) OS=Homo sapiens OX=9606 GN=PPM1B PE=1 SV=2;tr|C9JIR6|C9JIR6_HUMAN Protein phosphatase 1B (Fragment) OS=Homo sap,2,2,4.4,4.17208717402692,4.1631440863452,23.8718293033933,22.6007994753489
O15355,O15355,10,10,10,Protein phosphatase 1G,PPM1G,sp|O15355|PPM1G_HUMAN Protein phosphatase 1G OS=Homo sapiens OX=9606 GN=PPM1G PE=1 SV=1,10,10,24.2,4.17208717402692,4.1631440863452,27.549660363308,27.8292930395406
Q9Y570,Q9Y570,10,10,10,Protein phosphatase methylesterase 1,PPME1,sp|Q9Y570|PPME1_HUMAN Protein phosphatase methylesterase 1 OS=Homo sapiens OX=9606 GN=PPME1 PE=1 SV=3,10,10,30.1,22.0354154071991,22.9953648528071,27.9983035980562,27.6778141445873
P62136;E9PMD7;P36873;F8VYE8;F8W0W8;A0A087WYY5;F5H1L6;F5H037;F8VR82;F8WE71,P62136;E9PMD7;P36873;F8VYE8;F8W0W8;A0A087WYY5;F5H1L6;F5H037;F8VR82,5;5;4;4;4;3;3;3;3;1,2;2;1;1;1;1;2;2;1;0,2;2;1;1;1;1;2;2;1;0,Serine/threonine-protein phosphatase PP1-alpha catalytic subunit;Serine/threonine-protein phosphatase;Serine/threonine-protein phosphatase PP1-gamma catalytic subunit,PPP1CA;PPP1CC,sp|P62136|PP1A_HUMAN Serine/threonine-protein phosphatase PP1-alpha catalytic subunit OS=Homo sapiens OX=9606 GN=PPP1CA PE=1 SV=1;tr|E9PMD7|E9PMD7_HUMAN Serine/threonine-protein phosphatase (Fragment) OS=Homo sapiens OX=9606 GN=PPP1CA PE=1 SV=1;sp|P36873|P,5,2,20.0,21.9667270938941,22.9422231065408,24.4641348925917,24.4526193062251
P62140;C9J9S3;C9JP48;E7ETD8,P62140;C9J9S3;C9JP48;E7ETD8,6;5;5;3,6;5;5;3,3;3;3;1,Serine/threonine-protein phosphatase PP1-beta catalytic subunit;Serine/threonine-protein phosphatase,PPP1CB,sp|P62140|PP1B_HUMAN Serine/threonine-protein phosphatase PP1-beta catalytic subunit OS=Homo sapiens OX=9606 GN=PPP1CB PE=1 SV=3;tr|C9J9S3|C9J9S3_HUMAN Serine/threonine-protein phosphatase (Fragment) OS=Homo sapiens OX=9606 GN=PPP1CB PE=1 SV=1;tr|C9JP48|C9,6,3,24.2,22.1828236237535,23.8862301901621,25.9131700987742,26.4542520958071
Q96QC0,Q96QC0,13,13,13,Serine/threonine-protein phosphatase 1 regulatory subunit 10,PPP1R10,sp|Q96QC0|PP1RA_HUMAN Serine/threonine-protein phosphatase 1 regulatory subunit 10 OS=Homo sapiens OX=9606 GN=PPP1R10 PE=1 SV=1,13,13,19.4,4.17208717402692,4.1631440863452,28.8328276887196,28.7192752744663
O14974;F8VZN8;H0YIS4;H0YHI8;A0A3B3ISH4;F8VW28;H0YIM2;H0YHL8;H0YIS3;A0A0U1RQZ1,O14974;F8VZN8;H0YIS4,16;14;8;7;7;2;2;2;2;1,16;14;8;7;7;2;2;2;2;1,16;14;8;7;7;2;2;2;2;1,Protein phosphatase 1 regulatory subunit 12A,PPP1R12A,sp|O14974|MYPT1_HUMAN Protein phosphatase 1 regulatory subunit 12A OS=Homo sapiens OX=9606 GN=PPP1R12A PE=1 SV=1;tr|F8VZN8|F8VZN8_HUMAN Protein phosphatase 1 regulatory subunit 12A (Fragment) OS=Homo sapiens OX=9606 GN=PPP1R12A PE=1 SV=1;tr|H0YIS4|H0YIS4_H,16,16,19.9,22.9573061307378,27.3214614027604,28.3054342472397,28.2973660717836
Q8WUF5;K7EN03;K7EPP1,Q8WUF5,22;7;4,22;7;4,22;7;4,RelA-associated inhibitor,PPP1R13L,sp|Q8WUF5|IASPP_HUMAN RelA-associated inhibitor OS=Homo sapiens OX=9606 GN=PPP1R13L PE=1 SV=4,22,22,34.5,22.0820197644968,27.3311669384443,29.3241006628928,28.5263783448426
Q6NYC8;A0A0G2JHC2,Q6NYC8;A0A0G2JHC2,12;12,12;12,12;12,Phostensin,PPP1R18,sp|Q6NYC8|PPR18_HUMAN Phostensin OS=Homo sapiens OX=9606 GN=PPP1R18 PE=1 SV=1;tr|A0A0G2JHC2|A0A0G2JHC2_HUMAN PPP1R18 OS=Homo sapiens OX=9606 GN=PPP1R18 PE=1 SV=1,12,12,30.8,4.17208717402692,4.1631440863452,28.4651319175387,27.4076261650017
O75864,O75864,2,2,2,Protein phosphatase 1 regulatory subunit 37,PPP1R37,sp|O75864|PPR37_HUMAN Protein phosphatase 1 regulatory subunit 37 OS=Homo sapiens OX=9606 GN=PPP1R37 PE=1 SV=4,2,2,3.9,4.17208717402692,4.1631440863452,24.7776105023657,24.4536243184851
Q96SB3;Q9ULJ8,Q96SB3,10;1,10;1,10;1,Neurabin-2,PPP1R9B,sp|Q96SB3|NEB2_HUMAN Neurabin-2 OS=Homo sapiens OX=9606 GN=PPP1R9B PE=1 SV=3,10,10,18.8,4.17208717402692,4.1631440863452,26.667632197196,26.8705600080997
Q06190;H7C1M1;Q9Y5P8;A0A0G2JNR6;A0A0G2JN52,Q06190,13;3;1;1;1,13;3;1;1;1,13;3;1;1;1,Serine/threonine-protein phosphatase 2A regulatory subunit B subunit alpha,PPP2R3A,sp|Q06190|P2R3A_HUMAN Serine/threonine-protein phosphatase 2A regulatory subunit B subunit alpha OS=Homo sapiens OX=9606 GN=PPP2R3A PE=1 SV=1,13,13,13.8,21.7587728354734,23.4488442625338,27.2791456487999,26.715810791382
Q14738;E9PFR3;H0Y8C4;H7C5Q9;Q13362;H0YN84;H0YJ49;H0YJ75,Q14738;E9PFR3;H0Y8C4;H7C5Q9,6;6;5;3;2;2;2;2,6;6;5;3;2;2;2;2,6;6;5;3;2;2;2;2,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform,PPP2R5D,sp|Q14738|2A5D_HUMAN Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform OS=Homo sapiens OX=9606 GN=PPP2R5D PE=1 SV=1;tr|E9PFR3|E9PFR3_HUMAN Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit OS=Homo sapiens OX=96,6,6,12.0,4.17208717402692,4.1631440863452,26.0263957865008,25.6126523355866
Q08209;P16298;E9PPC8;E9PK68;E7ETC2;Q5F2F8;P48454;H0YB02;Q5F2G0;H0YC26;G3V111,Q08209;P16298;E9PPC8;E9PK68;E7ETC2;Q5F2F8,6;4;4;4;4;4;2;1;1;1;1,6;4;4;4;4;4;2;1;1;1;1,6;4;4;4;4;4;2;1;1;1;1,Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform;Serine/threonine-protein phosphatase 2B catalytic subunit beta isoform;Serine/threonine-protein phosphatase,PPP3CA;PPP3CB,sp|Q08209|PP2BA_HUMAN Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform OS=Homo sapiens OX=9606 GN=PPP3CA PE=1 SV=1;sp|P16298|PP2BB_HUMAN Serine/threonine-protein phosphatase 2B catalytic subunit beta isoform OS=Homo sapiens OX=9606 G,6,6,11.3,4.17208717402692,4.1631440863452,26.1002707694025,25.984897162774
P53041;H0YDU8;A8MU39,P53041;H0YDU8;A8MU39,5;5;3,5;5;3,5;5;3,Serine/threonine-protein phosphatase 5;Serine/threonine-protein phosphatase,PPP5C,sp|P53041|PPP5_HUMAN Serine/threonine-protein phosphatase 5 OS=Homo sapiens OX=9606 GN=PPP5C PE=1 SV=1;tr|H0YDU8|H0YDU8_HUMAN Serine/threonine-protein phosphatase (Fragment) OS=Homo sapiens OX=9606 GN=PPP5C PE=1 SV=1;tr|A8MU39|A8MU39_HUMAN Serine/threonine,5,5,15.4,22.7858488055623,26.7901712817813,4.49585555904608,4.40302638284169
Q9UPN7;K7EM28,Q9UPN7,4;1,4;1,4;1,Serine/threonine-protein phosphatase 6 regulatory subunit 1,PPP6R1,sp|Q9UPN7|PP6R1_HUMAN Serine/threonine-protein phosphatase 6 regulatory subunit 1 OS=Homo sapiens OX=9606 GN=PPP6R1 PE=1 SV=5,4,4,6.9,22.2871753094097,25.2029568926386,23.5543818136214,23.3706597396773
O75170;A0A0A0MSJ8;T1ECW5,O75170;A0A0A0MSJ8;T1ECW5,3;2;2,3;2;2,3;2;2,Serine/threonine-protein phosphatase 6 regulatory subunit 2,PPP6R2,sp|O75170|PP6R2_HUMAN Serine/threonine-protein phosphatase 6 regulatory subunit 2 OS=Homo sapiens OX=9606 GN=PPP6R2 PE=1 SV=2;tr|A0A0A0MSJ8|A0A0A0MSJ8_HUMAN Serine/threonine-protein phosphatase 6 regulatory subunit 2 (Fragment) OS=Homo sapiens OX=9606 GN=P,3,3,3.7,4.17208717402692,4.1631440863452,24.8965678143339,24.7350022807886
