ID,Intensity_L_WSB1_N1,Intensity_L_WSB1_N2,Intensity_L_BirA_alone_N1,Intensity_L_BirA_alone_N2
protein_1444,28.3799612198823,28.3654933630176,27.576014812516,28.348618287697
protein_1445,29.9615260365708,29.9392825788384,30.6743326792634,30.9545556111895
protein_1447,28.4055056472414,28.4020113886167,26.8806925858995,26.7359690996036
protein_1449,27.5227471476848,27.5377851120805,28.0919973277542,27.5189245303017
protein_1450,27.5518202321369,27.3678988140037,4.54533914757274,4.53120146157514
protein_1451,30.9060088454902,31.3242980057882,31.3952185337617,31.6017105417453
protein_1452,25.1256849753411,25.5375993214717,25.5162416994541,23.9136752499243
protein_1453,29.0437642974777,29.1724544649972,28.1956557792803,27.9700561985039
protein_1455,26.3991661930321,26.7600802175106,4.54533914757274,4.53120146157514
protein_1456,31.3362169887832,30.9032044223425,31.0127488969393,30.972432489399
protein_1457,29.2821260322999,29.2984339943406,28.3692439700095,28.3787816503461
protein_1458,24.2294512061532,24.1675601425727,25.2509386119014,25.6137034808844
protein_1459,31.6557525881714,32.3603509164324,32.8863064614752,32.7498046622032
protein_1460,26.5185640209598,25.9464611697502,24.6267654078826,25.378069813739
protein_1461,23.3855623311526,25.4490987093658,4.54533914757274,4.53120146157514
protein_1462,31.5053520464875,31.8040013363396,31.5082447234607,31.1714903727762
protein_1463,28.9462744107809,29.1586478984344,29.7633721056597,29.9019137953896
protein_1464,23.9254839074942,25.0519495139837,26.1030075692112,25.3418197907295
protein_1465,27.5305659574132,26.7615657818205,24.5808353454335,26.0359961500971
protein_1466,25.3141690941926,26.1489344849838,26.358173291711,27.0696705981491
protein_1467,27.099417410532,26.6461327541916,26.4792299155992,23.6107777005939
protein_1468,28.0944536835243,28.3396180465929,28.0994973777172,27.8718554755329
protein_1469,27.3417507066227,26.5153805298931,28.1904969137828,28.0511837352339
protein_1471,28.3944327647883,28.6425379136455,28.4431245462662,28.4005593331292
protein_1472,27.8911390791919,28.1731523004612,27.9407586011198,28.0457156796055
protein_1473,30.2439955640616,30.5790965184497,30.7439321385115,30.6191775610883
protein_1475,27.1612003165197,27.9782045094319,27.9191697595175,28.4755404931553
protein_1476,23.738887060674,26.029734810072,25.4716598931912,26.4622154277382
protein_1477,27.9122894315347,28.0982030000578,28.1655686618392,27.9212823299867
protein_1478,31.5586649112612,31.4305495235162,31.6632150764889,31.3797326892195
protein_1480,25.7247441864467,25.6315600697456,27.243319241954,26.0058497160223
protein_1482,30.2596966761152,30.3177310895092,31.0809953428312,30.7854489603163
protein_1483,29.9440566776737,29.3588663805622,29.4817282114472,29.1872375323654
protein_1484,29.8682585892323,30.0611558919368,30.413286826523,30.4121473074044
protein_1485,30.667898061898,30.5823274714294,31.3680141757008,31.3544478243474
protein_1486,27.3764450052625,27.0402818098866,26.8983242754538,26.7479720965021
protein_1487,31.1968725560223,31.2917112909108,31.2853538413374,31.1921674201434
protein_1489,28.2188401280427,27.4018412855614,27.9617185985045,28.2494538450113
protein_1490,31.9877035197936,31.7860939102516,32.3026216771484,32.2735960912365
protein_1491,29.0744481310462,29.2605307157056,29.3336273773454,29.3084232101893
protein_1492,30.2038282210459,30.3220524257799,29.7813663261865,29.6484356030403
protein_1493,30.466144340414,30.6711053720422,31.1158650025011,31.1722034133882
protein_1494,24.6422741392058,23.4210647064561,26.1769166276301,25.7355986633014
protein_1495,30.5190473089016,30.4755739140162,30.5988351378504,30.2664351426009
protein_1496,26.179210392814,27.3970019666401,27.4521613436742,27.3218264289017
protein_1497,30.8026849500046,30.6671477462484,31.2772658311372,31.3241637343332
protein_1498,30.8561326293639,31.2057022317036,31.2035074017988,31.0552402967955
protein_1500,33.0263338727969,33.3585333545337,33.1393313608145,33.2185188266229
protein_1501,26.3421877545028,26.8993296041154,24.5558706486278,24.9447207249148
protein_1502,26.3998661227183,26.908075275818,26.2259947667828,26.5296654204113
protein_1503,29.5081339780381,29.3710303434314,30.148121723151,30.0501755679771
protein_1504,27.6753027935364,26.2442780245628,27.4038309796352,26.5448092213042
protein_1505,28.4874400980294,28.9813498716846,28.9733568849312,29.2060214292235
protein_1506,30.1138550389261,31.0886284991256,29.9381367908808,30.2600100659244
protein_1507,24.8427975536902,25.7731430654981,26.9267944757476,25.9015079362644
protein_1508,31.84477163323,31.7339064453667,31.8980443449172,31.7851693230922
protein_1509,29.4076648233541,29.3116956070769,30.1947146704362,30.229916115695
protein_1510,28.6943134811835,28.9823513007303,29.2041146554042,29.0527953388844
protein_1511,27.9704117502746,27.4096453418309,27.9174894622832,27.7319200123005
protein_1512,31.5214211226537,31.5711386222217,30.9686123786959,30.8687445321499
protein_1513,26.8244586215418,27.1890114800682,25.8868391512089,26.3097665572952
protein_1514,31.1519284955216,31.6473744861323,30.001689672914,30.6099442813103
protein_1515,29.3284486561693,29.2300416964244,28.0898675738379,26.0491729063146
protein_1516,29.943276664116,29.7870059775916,28.7269929870771,28.9860409990005
protein_1517,29.2072310413116,29.509866657644,29.7832567135109,29.7667623490055
protein_1518,29.3156164096307,28.8374595658814,29.8407262477918,29.7348575052274
protein_1519,31.5265777308418,31.6388114049866,32.2950924176473,32.3093958354812
protein_1520,4.4365090982425,4.39377702312055,26.9212633901446,25.9777249056742
protein_1521,26.2972131520748,26.1679442978249,26.4852272158237,26.3672701967322
protein_1522,29.2361294524403,30.1884987882505,30.466103988828,30.8367208846063
protein_1523,30.6407308988874,30.2769474136464,31.3909001617446,31.2699034818639
protein_1524,26.1989703194503,25.4450364859902,25.9212953304358,26.1977586156361
protein_1525,27.6494316173663,27.9777024405071,27.9759347413566,28.0680164473382
protein_1526,24.5139032693101,23.9000620442647,25.6813466670426,23.9172728590995
protein_1527,30.2898403647085,31.1484032930254,30.306188178644,30.1169526108995
protein_1528,28.9957269361179,28.3359190089111,28.6930206391911,28.9109643084207
protein_1529,26.1814103066113,24.5363353104118,25.1261930912415,25.5199108045671
protein_1530,29.0053022532155,29.4780771215548,29.8922509934195,29.8957966193321
protein_1531,28.0617221422691,28.2659427362374,26.1909473957668,26.4294568026518
protein_1532,27.476914435967,27.8106733420151,28.7358279791107,28.6104494413776
protein_1533,29.0387173551176,28.9955324808473,28.7095751942274,27.9206035424325
protein_1534,26.3888378478016,25.5713156059598,26.6596655978071,26.4661095952921
protein_1535,27.0392340756847,27.300442886832,28.4893157471893,28.2744795847496
protein_1536,28.4889210680442,28.1733117583271,28.8892333137329,28.6967902903166
protein_1537,26.7535061197642,26.5430392612275,26.2043181102518,25.7366171343484
protein_1539,30.9797230150718,30.8830553142973,31.8917416930855,31.7762390933951
protein_1541,29.4104460906356,29.1065771531316,29.2976321711159,29.0794038341334
protein_1542,29.8981659106859,30.318452211694,29.3707066453187,29.5520633652298
protein_1543,28.5312209400305,29.1916115701387,29.1099043471538,28.0309482003174
protein_1544,29.2884708892718,28.9295922905793,29.8134720094651,29.6370142462341
protein_1545,27.0350951198784,26.9749150646303,4.54533914757274,4.53120146157514
protein_1546,29.2353453790292,29.5392087124252,28.1380736650088,29.0689662842919
protein_1547,26.3663102700156,26.7529494761493,25.9495394101767,26.54896142151
protein_1548,29.5437994497644,29.7215902881196,30.3417196118435,30.1614706229205
protein_1549,27.7587538795639,27.7686541668307,28.7029018314601,28.5179824572926
protein_1550,26.7197074245256,26.6595128445312,25.8011580104865,25.0205202813835
protein_1551,29.2974197625263,29.4681843538049,28.765174987806,28.8485991137039
protein_1552,31.3049595489434,30.946706060979,31.2518532859743,31.2649652545055
protein_1553,29.1447174133319,28.9969746352004,29.8104141279441,29.7021126166234
protein_1554,22.4900685967485,24.753504170137,25.7995603029327,24.926876934744
protein_1555,29.3902474180563,29.15631037488,29.5188245389211,28.5316493504869
protein_1556,27.3097811738364,26.7882558759075,26.7664823367552,25.8674524870113
protein_1558,24.9032643462311,23.9162348077897,4.54533914757274,4.53120146157514
protein_1559,28.4033257828124,28.2770030613694,28.6008556670654,28.4680806174753
protein_1560,27.6527533964227,27.188301550566,28.1318765118334,27.8069300651159
protein_1561,24.3332603294826,25.9769809810998,25.6045004225809,25.7645134379617
protein_1562,28.9101293405537,29.1696197789351,28.9777787359082,28.3356410417114
protein_1563,23.716946542604,25.7373092476541,23.5107331206315,22.6387553050868
protein_1564,27.2234142385942,27.3799008183569,25.7388032824301,25.8500471838455
protein_1565,29.2049300120148,29.3606878991086,29.7766956949513,30.1391791152954
protein_1566,24.4615488762826,24.9704990871831,4.54533914757274,4.53120146157514
protein_1567,30.1264907795115,30.2597800450982,30.1870307888328,29.9116818036897
protein_1568,29.362868280115,29.2722839351878,29.0483179676788,28.272672162302
protein_1569,30.0131571845165,30.269881289892,30.2745493021432,30.8444358497343
protein_1570,30.4501410666161,31.2288531254454,31.9869921306911,32.0673266576808
protein_1571,31.0876222743128,31.6493103161665,30.8846949259646,30.9474090166829
protein_1572,28.482657715594,28.7811587580155,28.2800239586655,27.383124147933
protein_1573,28.6214535956212,29.2875926119329,29.5319051756366,29.2295599183743
protein_1576,28.5986799351823,28.3494595497131,29.142019066079,29.1073509580226
protein_1577,29.5374523429985,29.3830753698354,29.1852197874209,29.014406579287
protein_1578,4.4365090982425,4.39377702312055,27.0305061011519,25.9180620423839
protein_1579,27.6581167446172,27.7740791258256,26.8386433969572,27.4723481256915
protein_1580,22.5197365195728,22.7382192599369,24.6946379528396,22.2723274317941
protein_1581,29.3452615570398,29.1546355089554,28.8886616906267,28.8552212386915
protein_1582,29.0720348632314,29.2442856143191,29.3885772944692,28.9663117519272
protein_1583,23.6446146994971,22.6666619066401,26.7316085059616,26.5557095927834
protein_1584,30.2645564268752,29.9700126870031,30.793958712283,30.8549548048133
protein_1585,30.9950901763343,31.493524756822,31.5483494707795,31.6156695817976
protein_1586,24.5650233320525,24.0084960136977,24.5412305905203,24.5422521418358
protein_1587,26.5102260277111,26.2990698374224,22.8826524953595,25.4515224372653
protein_1588,30.7709452150645,30.8149339325496,31.1713880908351,31.3900058409038
protein_1589,25.8473204346158,24.5001806817048,22.7532439861248,23.2152493905321
protein_1590,26.1604157381597,25.5970290132984,27.0496700547219,26.1426409276602
protein_1592,30.3347307231665,30.1810838582348,30.4374965211636,30.1344450350763
protein_1593,26.8319985396186,27.2061016934448,26.9583449263667,26.336781222446
protein_1596,32.2839281564472,32.4524779173359,32.1450052427942,32.3913537533006
protein_1597,25.5486046441053,25.8570727353216,25.4911136189885,25.9413783972417
protein_1598,28.0695295732608,28.1599761802147,27.6547752639839,27.5122720114711
protein_1601,27.9591298282049,28.500460325499,28.7718770549952,28.8825256985838
protein_1603,25.8495765689183,25.6661906331437,26.8049368339582,26.0061568793692
protein_1604,26.7626227926833,26.3811438661929,23.8967819544565,24.4591336428107
protein_1605,28.7564330069844,28.9887077958512,26.9003349327771,26.7099318008262
protein_1606,23.5658718147427,23.1242701939732,26.781779785257,26.8290476379359
protein_1607,26.8952153341727,26.9720764647322,27.4170292282088,27.769799424135
protein_1608,32.2518190191816,32.1135896514263,31.9230330138738,31.827516769439
protein_1609,25.2769956906737,24.9815411072868,4.54533914757274,4.53120146157514
protein_1611,27.7092985272169,28.1815001031746,28.2782169678583,28.1950892213495
protein_1612,27.7138370364178,27.6361023890543,28.0895123089833,27.9194488701318
protein_1613,31.3723943014792,31.3667488812991,30.9852267238757,30.9947738507081
protein_1614,29.1085662285355,29.3334952692665,29.7602060503012,29.6847677620674
protein_1615,26.5669815754176,27.0657586171723,27.1715559338974,26.8889595584295
protein_1617,28.5045753972547,28.6271954926437,28.9490068596437,29.4026996862698
protein_1618,31.7359471895665,31.2003328773364,32.0079632119054,32.073103030656
protein_1619,28.8837276377555,28.9276558502743,28.9636583829161,29.2575395131697
protein_1620,30.7877549389541,31.1915033265582,30.9634839090835,30.8517537544108
protein_1621,31.4141100387149,31.4787627268705,31.8376621903812,31.7566430521216
protein_1622,28.6930291193233,28.6603378838687,28.5649151453093,28.7166339102182
protein_1624,27.2202079404199,27.6871911609868,24.9670351387595,23.1224717689681
protein_1625,30.6429867571708,30.7412190948686,31.5177159105052,31.5364200617022
protein_1626,28.2959916677575,28.3844534337867,26.5800262970494,26.0034926218421
protein_1628,30.5015461323145,30.8735797518825,31.0575744544295,29.7459350943596
protein_1629,25.0423753457945,25.7423050770785,24.3338073654987,23.8275421161833
protein_1630,30.8975775169204,30.7561333965774,31.1599287077521,30.8560202452267
protein_1631,31.239383699153,31.3048253367957,31.5400532546821,31.596991949492
protein_1632,24.5074229637484,24.2604894389711,24.5941195533435,25.2276129797117
protein_1633,24.891228681705,24.6216378774991,24.5768666660464,23.8787633975625
protein_1634,29.0723641830063,28.8380128815135,28.1450650742714,28.5653040954658
protein_1636,23.0508138557666,23.8457120884655,22.0079383976004,24.2858672806068
protein_1637,26.7984709963422,26.9681297824504,25.9543235393428,26.6118881779092
protein_1639,29.7482117194261,29.6644560180873,29.0716725637602,28.975066414093
protein_1640,27.2765917910814,27.2554372645733,28.1899004712576,27.3925535608529
protein_1642,26.8875005021285,26.1637611067537,25.8038977776107,25.8084425627908
protein_1643,26.2281906599473,23.6962413256422,24.5055443294779,23.4302314880419
protein_1646,30.3911277006151,29.9890475332932,29.977433166413,29.9656867315493
protein_1647,24.6397164625331,22.7214976037417,26.8111210313729,27.4963254616771
protein_1648,30.1637987644848,30.5222511915388,29.7760776871525,29.359402634488
protein_1650,26.3124601358417,26.8007988756948,24.8483517417328,25.4942284545812
protein_1651,25.2727529157829,24.6900581785631,26.68958367603,25.8621454454409
protein_1653,29.910620554396,30.4023855447552,30.9940796854952,30.9083133165205
protein_1654,29.2092289574887,29.4984412246157,29.8372390506096,29.7366132778597
protein_1655,28.639968287014,28.8735797518825,28.5482072817592,28.0053120227512
protein_1656,27.8040604317121,27.9307010307829,27.3099746216818,27.6650858355027
protein_1657,26.0906004331689,25.3547841412877,26.2553288359922,25.4767138779799
protein_1659,28.8715423226874,29.2172612845523,29.5006628302616,29.6607024679148
protein_1660,29.7999698177315,30.1442402541599,29.8060962298302,29.8640566767526
protein_1661,28.4262149165954,28.4252283700977,27.1881096627567,28.0570018105541
protein_1662,29.1184868294816,28.7352909410474,27.6608138594908,27.7321521372171
protein_1666,30.758583354282,30.5786451119877,30.875039259175,30.1328488984411
protein_1667,30.9519828539062,31.2902876314575,31.1289753717331,30.883449068042
protein_1668,30.2541916743004,30.2212576990028,30.2801017953434,30.0999351776025
protein_1669,29.3368795982702,29.1371660568737,28.7993343971665,28.5844152040539
protein_1670,28.7185015914685,28.9387433280835,28.6495309314693,28.1173081004391
protein_1671,25.481021472697,24.450151963686,24.5893834796834,24.3894957565727
protein_1672,27.6852988436139,24.7406058527737,4.54533914757274,4.53120146157514
protein_1673,28.837718135662,28.6336128370286,27.7838716543201,27.8366669140835
protein_1674,25.0938049799773,25.2279744872835,24.8391844667834,26.0459148815307
protein_1676,26.2528072925977,25.4974576784643,25.3042299903001,25.9159111836413
protein_1677,28.140828801451,29.0135234136399,29.1224611261642,29.1108660953145
protein_1678,25.1333988121687,26.4136328368114,25.4768413830553,25.284643924748
protein_1679,28.8412008827692,28.8715420293456,28.7588438479154,28.7344713345458
protein_1680,25.9143973093415,26.3771346492784,26.0208203573016,26.3130186009901
protein_1681,29.3267013280974,28.6444371055724,29.0513127789753,28.8423049035963
protein_1683,27.1427535108977,26.7579553256899,26.5823106901815,27.0802854262419
protein_1684,25.317980943262,24.6087257728153,26.8287841434984,26.4890916032987
protein_1685,4.4365090982425,4.39377702312055,25.5790953301673,24.9237368737486
protein_1686,25.5382154718398,27.279634601307,25.6471092251151,24.3010514767337
protein_1688,30.697412643317,30.9578569336028,31.1599287077521,31.2713683498026
protein_1692,26.629905610879,27.6948202136234,26.9507604014629,27.0749267689077
protein_1693,27.9969302233613,28.3111341449452,28.3770666386103,28.4103594312855
protein_1694,25.3447345650616,25.8718859434369,25.6032666184513,25.0580885493201
protein_1695,25.4645227053106,23.893417940548,26.3909722406355,25.9314125267665
protein_1696,29.4990985350964,29.9736795866189,29.5968867648624,29.701440989268
protein_1697,32.1881622038143,32.1685653325048,33.2000148384402,32.8354385389239
protein_1698,31.4702112984149,31.3674894733373,31.9333144294449,31.7914480876737
protein_1700,29.737038139807,29.2601178952082,30.3139184316599,30.1951172868893
protein_1701,27.5444326273215,28.0840664715264,27.5928567829479,28.069364416981
protein_1702,29.5927539094683,29.4001902442712,29.573171662585,29.288068815517
protein_1703,27.3042961313176,27.1055748174908,25.5432659196423,26.6361379666794
protein_1704,27.6815332520528,27.7867975558864,27.2352483788703,26.7326317437252
protein_1705,28.2991091011747,28.1945605410377,27.1191929398324,26.7985311426783
protein_1706,29.4241865587826,28.7584602709526,28.4932423285885,28.8061952708447
protein_1707,26.4756534838534,26.514625587416,26.9400966987255,26.9855867397121
protein_1708,27.3356180936014,27.2225295940493,27.2893345040861,27.1893524045363
protein_1709,26.8522383686418,27.3443701743743,23.70574734629,23.8875708827607
protein_1711,29.954754202395,29.6186285421115,30.7493397164467,30.627520478893
protein_1714,28.551977674875,28.7874227306936,28.8017653697068,29.0598096016071
protein_1715,30.8416839333795,30.9115922078352,31.5496414558575,31.1688490540191
protein_1718,27.6412859452698,26.8824580537415,28.4470123162838,28.129871561903
protein_1719,27.2718967441408,27.5362361254376,27.160503843846,27.4177863250497
protein_1720,29.3196907757404,29.6815128487443,28.6312438569871,28.7003538708331
protein_1721,26.0574476840353,25.2355080000515,26.811948185743,25.9309811794401
protein_1722,24.7487447818779,23.5062697243996,24.6294267743467,23.7534866479946
protein_1723,31.4229389061728,31.792076967139,32.3020085145016,32.4359445699781
protein_1724,30.1057804815828,30.6542099656559,31.2323549505204,31.1700632334365
protein_1725,27.4099771276811,28.3893692755798,27.949398460048,28.5538810650807
protein_1726,26.6754184172624,26.969048579476,26.8940829873684,27.6630581541557
protein_1727,29.3889259863018,28.7274663004067,27.6541027460557,27.0605800168943
protein_1728,25.0952922410984,23.9028342373499,26.9017277770613,26.4934435726782
protein_1730,27.9637289322367,28.0587411224969,26.3365643756801,25.4899154617101
protein_1731,23.1099784748061,24.2900247897305,24.7406144849188,24.6604748185949
protein_1732,26.8018113674692,26.5647177558176,27.0097479701352,27.0544051442556
protein_1733,27.7206321482382,27.5917534616705,27.206704920034,27.5817556994642
protein_1736,28.0698594653423,28.7710531449848,27.702762474296,27.2938987431598
protein_1737,4.4365090982425,4.39377702312055,24.0083955138757,22.9749238799098
protein_1738,30.4014309865583,30.3633459883976,29.1136479286792,28.8867370353003
protein_1739,29.6437256156531,29.2389439477782,30.1702630383407,29.86552106426
protein_1740,30.8859775525016,30.9396927433431,31.7531578576486,31.8230742171773
protein_1741,29.4704820217462,29.6470515951053,29.4806719764702,29.7906589306582
protein_1744,30.7352714257666,31.5307548667986,30.5674174753468,30.5994857132626
protein_1745,30.6855500123091,30.7563995151008,30.1395501651617,29.7081235672476
protein_1746,27.4185679226137,26.9373825826559,23.8111210313729,26.1607120175133
protein_1747,25.780201351521,25.313103734337,24.6446737742339,25.5045200852979
protein_1748,28.1194645243815,28.935221522892,25.2226551035457,27.4172089775968
protein_1749,24.3826193250664,25.4738821948354,26.6890397547008,25.5948683239801
protein_1750,25.8497814971915,25.1456550039428,25.7341562160226,26.918497269128
protein_1751,28.5109874939903,28.84591217099,28.9956731530668,29.1846955866475
protein_1753,27.8802709391846,28.1395143766497,27.5447387031533,27.1801938410533
protein_1754,25.607720502197,24.3525327440754,24.7676552740659,23.5499976069965
protein_1756,29.6729738940771,29.5890964815062,30.8764814392717,30.7939056336154
protein_1757,27.8839527871914,27.3660166284257,27.4583380291251,27.5239385564676
protein_1758,26.7226756458,26.9459012622241,26.3215893344217,25.8209514732269
protein_1759,29.1230508124497,28.8032995941303,27.9736264287988,28.0543432618681
protein_1760,25.3881325458854,25.0685389394259,22.8768141721219,23.0781833081919
protein_1762,28.3739714216555,28.7660926143248,29.2527419968122,29.6959178523874
protein_1763,28.585388898848,28.6020069896971,28.8502990160591,28.5142979843372
protein_1764,28.8553035858874,29.0882162869503,28.7245241057201,28.5814551245777
protein_1765,25.9451240126543,25.7580616446435,26.1959726461915,26.2857618597446
protein_1766,26.9934564708421,26.7424555447771,25.9512923052131,26.1596308904121
protein_1769,28.4488311197965,28.2636979947842,28.6019520535529,28.6080905129333
protein_1770,26.0590437819692,26.4306745891867,23.3078700974648,23.2584874166284
protein_1771,27.2006583873881,27.568905552781,26.9545576480721,27.045840184032
protein_1772,27.6780463567114,25.8528179916847,27.332006472691,27.2394187028426
protein_1773,32.8149714096474,32.9768519479549,33.3425993903465,33.2259038163194
protein_1774,31.739926038309,31.8552476153821,31.8005938050274,31.9054001648364
protein_1775,29.3898951545846,29.1768551447796,29.7021119628169,29.6825874215489
protein_1776,28.3287794905114,27.8932437008472,28.1305648138951,27.5788331751455
protein_1777,26.545128801819,26.6800827580124,26.2920048344928,26.7527851334948
protein_1778,27.7170701095841,28.0949238596424,26.8693636922163,27.0804069828869
protein_1779,28.5619715351892,28.8981482429584,27.7107306259184,27.5849293810861
protein_1780,26.7175755006862,24.6374438071341,27.3465889328001,27.1095265869633
protein_1781,30.3183493576606,30.3012274213257,29.469056690581,29.2780081582868
protein_1782,22.6895470332209,23.1439311011535,4.54533914757274,4.53120146157514
protein_1783,26.9612889656573,26.1793898904839,24.7307339686298,23.7232894595372
protein_1784,24.0354014494266,23.2915533799164,4.54533914757274,4.53120146157514
protein_1785,27.2372264398152,27.1180542365255,26.4231999620986,26.2690718405612
protein_1786,24.7315216017484,23.5908345209956,4.54533914757274,4.53120146157514
protein_1787,25.1248385021299,26.0340085271809,27.1573886019709,27.3564694347638
protein_1788,28.7892582510082,28.9910164343346,28.8597878524525,28.7018953596332
protein_1789,25.2355492791131,25.4523612980241,26.9572393830418,26.802648303709
protein_1790,23.7976001691963,22.3205003951894,22.7685219239927,22.3119257379597
protein_1791,27.6185249964469,27.9468809578383,26.8503325667165,26.8606457770179
protein_1793,26.8431578478567,26.7664361792158,27.6206609755708,27.5649131977058
protein_1794,23.7443204475836,23.9397466420089,23.3588526688357,23.7919993130417
protein_1795,33.6357351332393,33.962074076293,33.4849665703383,33.2568035719871
protein_1796,28.171340700226,28.5040780928346,27.9231626078563,27.9090150206191
protein_1797,26.0703431706503,23.5813484303617,24.7163006703255,25.0278504224545
protein_1798,24.6823389376046,25.6301899337476,24.6715820682473,24.6923830501775
protein_1799,25.5546515759376,30.6082864925816,31.0352435347264,31.8205749417126
protein_1801,32.10167241666,32.3223670174758,32.1514867849294,32.0772964712604
protein_1802,30.2208616534191,30.2820395560899,30.9815936926945,30.061688692641
protein_1803,28.2455247146868,28.3204514398531,24.5467897961188,25.4690836887326
protein_1804,27.5313007956203,27.4949847121685,27.9010639143701,28.3291595312538
protein_1805,27.8616940182906,28.042247543067,28.585418121469,28.7013421941628
protein_1806,25.6594910045467,24.5763407394567,22.8287194372761,24.4964894467412
protein_1807,26.0455992466688,26.8753205827784,24.9193456774591,26.0260844849955
protein_1809,24.8032194275234,24.8052919080684,24.2647995986809,25.8881542893575
protein_1810,26.7474695004163,26.4546197358503,26.2747336882918,25.2121196778072
protein_1811,27.4195001303762,27.2211420165586,25.9944668323195,24.4857363904444
protein_1812,27.4948461716206,28.1217357965535,26.5853576509719,26.552944031153
protein_1813,26.1877468342362,26.917529968846,26.595541352065,26.5451087202117
protein_1814,28.4050873686777,28.3717600566076,27.6250799476021,27.4154755476616
protein_1815,27.0497528178004,27.4322744729557,27.5256423198591,27.3055923840057
protein_1816,28.2502286098822,28.0142579890992,29.1501842870832,28.9866896928247
protein_1817,26.5310132948085,27.0652431541617,26.7868723164937,26.9876621869909
protein_1818,27.6562725957306,27.4780448497468,26.9089779624277,26.873890653114
protein_1819,27.6021357126023,26.8046126682572,26.1340692150979,25.7970377995186
protein_1820,31.8273167270994,31.7862242408936,30.6756350178237,30.8966252484482
protein_1821,30.1690945736071,30.1239649812768,30.7141683349213,29.8209478357114
protein_1822,27.4186369957012,28.2736232086587,27.8581620455451,27.7422520074766
protein_1824,30.5243929373396,30.924556865712,29.6296076082147,29.5098596470522
protein_1825,28.1650550639124,28.23903916826,4.54533914757274,4.53120146157514
protein_1826,29.5229077952035,28.9607582646391,29.428760354946,29.0236970353966
protein_1827,31.4210654018374,31.3854947211986,32.0309020987312,32.1447117097793
protein_1829,25.9451240126543,24.7369424927724,25.8121549002566,25.138186830115
protein_1830,25.6746088565144,24.5618947626976,4.54533914757274,4.53120146157514
protein_1831,28.1760472355539,28.3735653785163,29.3260776836837,29.3079561170358
protein_1832,31.4481968473062,31.7503331406739,31.1871636168626,31.3998411171373
protein_1833,28.969327601891,29.4104741609997,28.9732798631469,28.4908485995189
protein_1834,23.7554762673078,26.9049098919911,24.4058869146468,26.1171540657265
protein_1835,29.9942214143653,30.037481478951,30.6351925086373,30.5319827032147
protein_1836,29.1772316807748,28.9863273910009,28.6982493231845,28.5855290227707
protein_1837,26.7708167082712,27.1492749937363,26.9346797654471,26.9491740258978
protein_1838,27.9923895087542,27.8917424319762,28.080816625576,28.1920549249161
protein_1839,28.337500803814,28.2178604866653,27.4700668761112,28.0719343214572
protein_1840,31.8023375657578,31.8691569415148,31.6761674540288,31.7633308815906
protein_1841,30.6493653980248,30.7260131274594,30.0455916716635,29.8414982627503
protein_1842,30.1291840997324,30.6840330852874,29.5128754906541,29.5302929219698
protein_1843,30.2219999915608,28.9230641405556,28.6635850579707,28.5586007574255
protein_1844,31.0209127083737,30.9551352490931,29.9951801249596,30.5873478383696
protein_1845,29.9369610475472,28.9505372730462,30.3493958345037,27.3294152602345
protein_1846,30.9250062387749,30.9122491864001,30.3266807036264,29.9469757599133
protein_1847,31.3211695151815,31.3843329057274,31.4628161058191,30.9267687704734
protein_1848,26.9584885828988,26.8932437008472,27.973857426324,28.0839883040659
protein_1849,26.8879495900826,28.0438618084963,26.7139609203577,27.5739203277101
protein_1850,26.0014566914256,26.1735827962576,24.8538510507974,26.1628488843493
protein_1851,25.3885557684105,25.5962918342476,4.54533914757274,4.53120146157514
protein_1852,28.4643219639025,28.2677360180604,26.8490906724616,28.0819255774155
protein_1853,27.986507070523,28.3607754142005,27.6943763140373,27.9105199657959
protein_1854,28.9331583640254,29.0503225731653,29.1666468589399,28.9971902909596
protein_1855,29.0855844731723,30.0913208338106,28.5249068138321,28.5910852540589
protein_1856,23.7924067849629,24.2914946179247,23.4578096339143,23.2067398820622
protein_1857,29.4652250803574,29.4072407648713,28.9014687450378,29.1457866459732
protein_1858,31.4770263751538,31.5594048530556,30.5602564145272,30.692681261163
protein_1859,27.7471395026929,28.0055974179312,27.6200707553086,27.6784778332909
protein_1860,31.4963604684792,31.3331563341769,30.8249136976392,30.6594011305476
protein_1861,28.0669317880441,28.1912966571681,28.1817909403679,28.0015297100508
protein_1863,30.6445379231733,31.00245966144,30.9184898749444,30.9464923584312
protein_1864,34.560553941222,34.1205449713036,29.3374921827441,30.0576348119359
protein_1866,29.9061320159027,29.8111601720057,29.708488244039,29.6755237342791
protein_1867,29.8977943214911,29.8743155705184,29.6412649775777,29.7283560788045
protein_1868,29.8605885388743,30.5543631306367,30.2917917604447,30.0925564159374
protein_1869,27.9210682631429,28.6678269678899,29.4708308709308,29.6288924351467
protein_1870,26.8896947155414,26.6728827678176,27.2351199052034,27.8958138872939
protein_1872,23.9161205384141,26.0356057200655,25.2128243600203,25.5466228802159
protein_1873,28.6597101802804,29.0417236093842,28.3331472991276,28.7769049216375
protein_1874,27.6877082599131,27.5173289714408,27.3981046283811,26.4244092672434
protein_1875,28.1258669022307,28.6413568523969,29.4577050327501,30.2074134546508
protein_1876,30.6202303143726,30.6419475038806,29.816523423323,29.4236908532319
protein_1877,29.917418943132,30.1174535408021,30.3569871535517,30.7048551398703
protein_1878,30.6619657547119,30.688502663972,30.4067426902769,30.2062999417805
