Gene_names,DTL_vs_BirA_logFC,DTL_vs_BirA_pval,Protein_IDs,Majority_protein_IDs,Peptide_counts__all_,Peptide_counts__razor_unique_,Peptide_counts__unique_,Protein_names,Fasta_headers,Number_of_proteins,Peptides,Razor___unique_peptides,Unique_peptides,Peptides_BirA_alone_N1,Peptides_BirA_alone_N2,Peptides_DTL_N1,Peptides_DTL_N2,Razor___unique_peptides_BirA_alone_N1,Razor___unique_peptides_BirA_alone_N2,Razor___unique_peptides_DTL_N1,Razor___unique_peptides_DTL_N2,Unique_peptides_BirA_alone_N1,Unique_peptides_BirA_alone_N2,Unique_peptides_DTL_N1,Unique_peptides_DTL_N2,Sequence_coverage____,Unique___razor_sequence_coverage____,Unique_sequence_coverage____,Mol__weight__kDa_,Sequence_length,Sequence_lengths,Q_value,Score,Identification_type_BirA_alone_N1,Identification_type_BirA_alone_N2,Identification_type_DTL_N1,Identification_type_DTL_N2,Ratio_H_L,Ratio_H_L_normalized,Ratio_H_L_variability____,Ratio_H_L_count,Ratio_H_L_iso_count,Ratio_H_L_type,Ratio_H_L_BirA_alone_N1,Ratio_H_L_BirA_alone_N2,Ratio_H_L_DTL_N1,Ratio_H_L_DTL_N2,Ratio_H_L_normalized_BirA_alone_N1,Ratio_H_L_normalized_BirA_alone_N2,Ratio_H_L_normalized_DTL_N1,Ratio_H_L_normalized_DTL_N2,Ratio_H_L_variability_____BirA_alone_N1,Ratio_H_L_variability_____BirA_alone_N2,Ratio_H_L_variability_____DTL_N1,Ratio_H_L_variability_____DTL_N2,Ratio_H_L_count_BirA_alone_N1,Ratio_H_L_count_BirA_alone_N2,Ratio_H_L_count_DTL_N1,Ratio_H_L_count_DTL_N2,Ratio_H_L_iso_count_BirA_alone_N1,Ratio_H_L_iso_count_BirA_alone_N2,Ratio_H_L_iso_count_DTL_N1,Ratio_H_L_iso_count_DTL_N2,Ratio_H_L_type_BirA_alone_N1,Ratio_H_L_type_BirA_alone_N2,Ratio_H_L_type_DTL_N1,Ratio_H_L_type_DTL_N2,Sequence_coverage_BirA_alone_N1____,Sequence_coverage_BirA_alone_N2____,Sequence_coverage_DTL_N1____,Sequence_coverage_DTL_N2____,Intensity,Intensity_L,Intensity_H,Intensity_BirA_alone_N1,Intensity_L_BirA_alone_N1,Intensity_H_BirA_alone_N1,Intensity_BirA_alone_N2,Intensity_L_BirA_alone_N2,Intensity_H_BirA_alone_N2,Intensity_DTL_N1,Intensity_L_DTL_N1,Intensity_H_DTL_N1,Intensity_DTL_N2,Intensity_L_DTL_N2,Intensity_H_DTL_N2,Only_identified_by_site,Reverse,Potential_contaminant,id,Peptide_IDs,Peptide_is_razor,Mod__peptide_IDs,Evidence_IDs,MS_MS_IDs,Best_MS_MS,Carbamyl__K__site_IDs,Oxidation__M__site_IDs,Carbamyl__K__site_positions,Oxidation__M__site_positions,Taxonomy_IDs,AutoID,metacell_Intensity_L_DTL_N1,metacell_Intensity_L_DTL_N2,metacell_Intensity_L_BirA_alone_N1,metacell_Intensity_L_BirA_alone_N2
TRMT112,-0.816525594954431,0.0694604572454861,Q9UI30;F5GX77;F5GYQ2,Q9UI30;F5GX77;F5GYQ2,7;6;4,7;6;4,7;6;4,Multifunctional methyltransferase subunit TRM112-like protein,sp|Q9UI30|TR112_HUMAN Multifunctional methyltransferase subunit TRM112-like protein OS=Homo sapiens OX=9606 GN=TRMT112 PE=1 SV=1;tr|F5GX77|F5GX77_HUMAN Multifunctional methyltransferase subunit TRM112-like protein OS=Homo sapiens OX=9606 GN=TRMT112 PE=1 SV,3,7,7,7,6,6,3,4,6,6,3,4,6,6,3,4,66.4,66.4,66.4,14.199,125,125;106;81,0.0,15.613,By MS/MS,By MS/MS,By MS/MS,By MS/MS,1.2178,3.3421,29.191,20,0,Leave out requantified,1.306,1.9196,1.0766,0.85987,3.811,4.3195,2.3695,2.5475,20.732,15.771,1.2318,7.6856,5,6,4,5,0,0,0,0,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,56.8,56.8,31.2,42.4,903300000,400710000,502600000,210090000,86785000,123310000,325280000,122540000,202750000,124160000,63349000,60808000,243770000,128040000,115730000,,,,2552,4900;5132;5531;6450;9793;11264;16437,True;True;True;True;True;True;True,5106;5355;5786;6760;10248;11771;17094,14034;14035;14758;14759;15995;15996;15997;18709;18710;18711;18712;28557;28558;32564;32565;47161;47162;47163;47164;47165;47166;47167,26988;26989;26990;26991;26992;26993;26994;26995;28346;28347;28348;28349;30671;30672;30673;30674;35938;35939;35940;54383;61551;61552;61553;61554;89264;89265;89266;89267;89268,26989;28349;30672;35940;54383;61554;89265,,,,,-1;-1;-1,protein_2553,quanti,quanti,quanti,quanti
CPA4,18.745187564532,2.35185800674263e-07,Q9UI42;C9J6N7;B7Z5J4;C9J3P4,Q9UI42;C9J6N7;B7Z5J4,3;2;2;1,3;2;2;1,3;2;2;1,Carboxypeptidase A4,sp|Q9UI42|CBPA4_HUMAN Carboxypeptidase A4 OS=Homo sapiens OX=9606 GN=CPA4 PE=1 SV=2;tr|C9J6N7|C9J6N7_HUMAN Carboxypeptidase A4 (Fragment) OS=Homo sapiens OX=9606 GN=CPA4 PE=1 SV=1;tr|B7Z5J4|B7Z5J4_HUMAN Carboxypeptidase A4 OS=Homo sapiens OX=9606 GN=CPA4 P,4,3,3,3,0,0,2,3,0,0,2,3,0,0,2,3,7.6,7.6,7.6,47.351,421,421;177;317;171,0.0,3.8722,,,By MS/MS,By MS/MS,3.1945,7.0104,18.023,5,4,Median,,,3.8072,2.8112,,,8.4464,6.7673,,,26.352,11.676,0,0,2,3,0,0,2,2,Median,Median,Median,Median,0.0,0.0,5.0,7.6,126260000,27132000,99129000,0,0,0,0,0,0,48485000,9200600,39285000,77775000,17931000,59844000,,,,2553,3753;10404;13340,True;True;True,3919;10874;13906,10818;10819;30150;38231;38232,20892;20893;20894;57101;71835;71836;71837;71838,20892;57101;71837,,,,,-1;-1;-1;-1,protein_2554,quanti,quanti,imputed MEC,imputed MEC
SLC25A13,1.98955370784973,0.00679345936208349,Q9UJS0;R4GN64,Q9UJS0,16;1,16;1,11;1,Calcium-binding mitochondrial carrier protein Aralar2,sp|Q9UJS0|CMC2_HUMAN Calcium-binding mitochondrial carrier protein Aralar2 OS=Homo sapiens OX=9606 GN=SLC25A13 PE=1 SV=2,2,16,16,11,3,6,12,14,3,6,12,14,2,4,8,10,31.6,31.6,24.6,74.175,675,675;73,0.0,23.792,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.25787,0.68019,24.488,34,17,Leave out requantified,0.25822,0.3907,0.25903,0.2235,0.68964,0.71701,0.6764,0.57168,13.907,9.0404,24.771,40.762,3,6,12,13,0,3,6,8,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,7.7,15.3,21.6,26.5,1287300000,857560000,429750000,48571000,38655000,9916000,129000000,91404000,37599000,521360000,341390000,179970000,588380000,386110000,202270000,,,,2557,721;1732;2700;3964;3968;5340;6371;7190;8650;10181;10588;14677;14748;17125;18164;18459,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,745;1812;2820;4138;4142;5581;6679;7537;9059;10645;11067;15278;15351;17830;18898;19198,2027;5255;8024;8025;11411;11412;11413;11414;11422;11423;15427;15428;18495;18496;18497;20896;25194;25195;29581;29582;30704;30705;42076;42077;42078;42282;42283;49307;49308;49309;49310;52220;52221;53035;53036,3847;10366;15735;15736;15737;22006;22007;22008;22023;22024;22025;29606;29607;29608;35572;35573;35574;40095;47992;47993;56123;56124;56125;58068;58069;78960;78961;78962;78963;79343;79344;79345;93424;93425;93426;93427;93428;98903;98904;100370;100371;100372;100373,3847;10366;15735;22006;22024;29606;35574;40095;47992;56123;58068;78961;79345;93427;98904;100373,,,,,-1;-1,protein_2558,quanti,quanti,quanti,quanti
DBNL,-1.98261747346519,0.00125859493097945,Q9UJU6;F8WBG8;B4DDD6;F2Z2V3;F8WB73;F8WCK3;F2Z3E3;F8WC20;F8WBB2;F8WFE1;H0Y5J4,Q9UJU6;F8WBG8;B4DDD6,3;2;2;1;1;1;1;1;1;1;1,3;2;2;1;1;1;1;1;1;1;1,3;2;2;1;1;1;1;1;1;1;1,Drebrin-like protein,sp|Q9UJU6|DBNL_HUMAN Drebrin-like protein OS=Homo sapiens OX=9606 GN=DBNL PE=1 SV=1;tr|F8WBG8|F8WBG8_HUMAN Drebrin-like protein OS=Homo sapiens OX=9606 GN=DBNL PE=1 SV=1;tr|B4DDD6|B4DDD6_HUMAN Drebrin-like protein OS=Homo sapiens OX=9606 GN=DBNL PE=1 SV=1,11,3,3,3,3,3,1,1,3,3,1,1,3,3,1,1,8.8,8.8,8.8,48.207,430,430;128;406;27;31;40;48;50;62;87;359,0.0,14.426,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.51991,1.3526,5.1651,7,1,Leave out requantified,0.46963,0.58305,0.49491,0.42657,1.4596,1.6138,1.2529,1.2286,0.065734,12.754,,,2,3,1,1,0,1,0,0,Median,Median,Median,Median,8.8,8.8,2.6,2.6,243850000,160770000,83087000,70663000,49918000,20744000,106400000,65390000,41007000,27635000,18016000,9618800,39159000,27442000,11717000,,,,2558,4547;11843;16082,True;True;True,4729;12378;16726,12993;12994;34196;34197;34198;34199;46187;46188,24907;24908;64554;64555;64556;64557;64558;64559;87365;87366,24908;64559;87366,,,,,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_2559,quanti,quanti,quanti,quanti
DCTN4,-20.5950771156308,6.35943686988931e-08,Q9UJW0;E5RGG1;H9KVE0,Q9UJW0,4;1;1,4;1;1,4;1;1,Dynactin subunit 4,sp|Q9UJW0|DCTN4_HUMAN Dynactin subunit 4 OS=Homo sapiens OX=9606 GN=DCTN4 PE=1 SV=1,3,4,4,4,3,3,0,0,3,3,0,0,3,3,0,0,10.4,10.4,10.4,52.337,460,460;114;134,0.0,3.8953,By MS/MS,By MS/MS,,,0.39995,0.84095,15.981,6,3,Median,0.34211,0.43681,,,0.77866,0.8722,,,18.769,12.955,,,3,3,0,0,1,2,0,0,Median,Median,Median,Median,6.7,8.3,0.0,0.0,86785000,59693000,27093000,39904000,28874000,11030000,46881000,30819000,16063000,0,0,0,0,0,0,,,,2559,2247;7150;7294;9750,True;True;True;True,2350;7497;7641;10205,6779;20794;20795;21196;21197;28469,13407;39941;39942;40588;40589;40590;40591;54264,13407;39942;40589;54264,,,,,-1;-1;-1,protein_2560,imputed MEC,imputed MEC,quanti,quanti
STOML2,0.902186175943061,0.0514294231133414,Q9UJZ1;A0A087WYB4;F2Z2I8,Q9UJZ1;A0A087WYB4,10;8;3,10;8;3,10;8;3,"Stomatin-like protein 2, mitochondrial","sp|Q9UJZ1|STML2_HUMAN Stomatin-like protein 2, mitochondrial OS=Homo sapiens OX=9606 GN=STOML2 PE=1 SV=1;tr|A0A087WYB4|A0A087WYB4_HUMAN Stomatin-like protein 2, mitochondrial OS=Homo sapiens OX=9606 GN=STOML2 PE=1 SV=1",3,10,10,10,5,6,9,6,5,6,9,6,5,6,9,6,49.7,49.7,49.7,38.534,356,356;310;101,0.0,27.74,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.29915,0.89689,15.173,35,10,Leave out requantified,0.30786,0.34583,0.3142,0.26393,0.97411,0.84551,0.90475,0.91272,20.32,19.184,17.213,19.056,6,8,12,9,3,2,3,2,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,30.3,34.6,46.1,32.3,1870600000,1399900000,470660000,189470000,143210000,46262000,306920000,224020000,82895000,741860000,555310000,186550000,632320000,477370000,154950000,,,,2561,1539;1926;1927;2932;3564;6923;6970;12328;12579;13683,True;True;True;True;True;True;True;True;True;True,1612;2012;2013;3063;3718;7256;7304;12872;13130;14255,4671;4672;5817;5818;5819;5820;5821;5822;8685;8686;10304;20117;20118;20119;20120;20121;20122;20123;20262;20263;20264;20265;20266;35574;35575;35576;35577;35578;35579;35580;36240;36241;36242;39170;39171,9266;9267;9268;11444;11445;11446;11447;11448;11449;17047;17048;17049;17050;19950;38686;38687;38688;38689;38690;38691;38692;38693;38694;38695;38932;38933;38934;38935;38936;38937;38938;38939;38940;38941;38942;38943;38944;38945;38946;38947;38948;67206;67207;67208;67209;67210;67211;67212;67213;67214;67215;67216;67217;67218;67219;68388;68389;68390;73619;73620,9268;11444;11446;17047;19950;38695;38933;67211;68388;73620,,,,,-1;-1;-1,protein_2562,quanti,quanti,quanti,quanti
MRTO4,0.20767184197349,0.463590212471031,Q9UKD2,Q9UKD2,5,5,5,mRNA turnover protein 4 homolog,sp|Q9UKD2|MRT4_HUMAN mRNA turnover protein 4 homolog OS=Homo sapiens OX=9606 GN=MRTO4 PE=1 SV=2,1,5,5,5,2,1,4,3,2,1,4,3,2,1,4,3,28.0,28.0,28.0,27.56,239,239,0.0,9.2633,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.34207,0.88792,20.806,10,3,Leave out requantified,0.3604,0.3418,0.3955,0.29633,1.0783,0.95819,0.79325,0.86685,30.196,,26.716,18.527,2,1,4,3,2,0,1,0,Median,Median,Leave out requantified,Leave out requantified,15.1,10.0,18.0,13.8,325400000,236680000,88720000,57159000,39210000,17949000,61931000,46136000,15796000,99852000,71414000,28438000,106460000,79918000,26537000,,,,2562,5855;8883;10220;12816;18426,True;True;True;True;True,6123;9305;10684;13371;19164,16864;16865;25877;29690;29691;29692;36873;36874;52946;52947,32257;32258;49283;49284;56308;56309;56310;69520;69521;69522;100216;100217;100218;100219;100220;100221,32258;49284;56310;69522;100217,,,,,-1,protein_2563,quanti,quanti,quanti,quanti
CPSF3,0.479753287977605,0.564687247237078,Q9UKF6;G5E9W3,Q9UKF6;G5E9W3,5;4,5;4,5;4,Cleavage and polyadenylation specificity factor subunit 3,"sp|Q9UKF6|CPSF3_HUMAN Cleavage and polyadenylation specificity factor subunit 3 OS=Homo sapiens OX=9606 GN=CPSF3 PE=1 SV=1;tr|G5E9W3|G5E9W3_HUMAN Cleavage and polyadenylation specific factor 3, 73kDa, isoform CRA_b OS=Homo sapiens OX=9606 GN=CPSF3 PE=1 SV=",2,5,5,5,2,3,2,4,2,3,2,4,2,3,2,4,10.8,10.8,10.8,77.485,684,684;647,0.0,7.1024,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.49586,1.2442,14.609,7,2,Leave out requantified,0.50964,0.58673,0.33525,0.41585,1.1681,1.2968,0.74584,1.2275,,8.7583,,27.926,1,2,1,3,0,0,0,2,Median,Median,Median,Median,2.8,6.3,2.8,7.3,170870000,117350000,53517000,12376000,8286300,4089600,44312000,28304000,16009000,23652000,16894000,6758000,90527000,63867000,26660000,,,,2563,3819;5314;10855;12994;13512,True;True;True;True;True,3990;5554;11341;13550;14082,11012;15350;15351;15352;15353;31457;31458;31459;31460;37327;38715,21265;29471;29472;29473;29474;29475;29476;59542;59543;59544;59545;59546;59547;59548;59549;70234;72772,21265;29471;59547;70234;72772,,,,,-1;-1,protein_2564,quanti,quanti,quanti,quanti
CDV3,-0.197478956434853,0.471111007517228,Q9UKY7;D6R9V8;D6RFH2;D6RDN0;H0Y8K3,Q9UKY7,6;2;1;1;1,6;2;1;1;1,6;2;1;1;1,Protein CDV3 homolog,sp|Q9UKY7|CDV3_HUMAN Protein CDV3 homolog OS=Homo sapiens OX=9606 GN=CDV3 PE=1 SV=1,5,6,6,6,3,3,5,4,3,3,5,4,3,3,5,4,39.1,39.1,39.1,27.335,258,258;156;108;108;188,0.0,4.0277,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.32117,0.84503,11.205,15,5,Leave out requantified,0.30144,0.37117,0.27989,0.34765,0.90317,0.95614,0.7109,1.1285,9.4088,11.171,28.595,30.164,3,3,5,4,1,0,2,2,Median,Leave out requantified,Leave out requantified,Median,12.4,14.7,36.8,36.4,846310000,621620000,224690000,144070000,114780000,29291000,205020000,150260000,54758000,208890000,150790000,58097000,288330000,205780000,82548000,,,,2566,204;465;8326;10113;14124;14125,True;True;True;True;True;True,210;480;8713;10577;14713;14714,538;539;1273;24111;24112;24113;24114;29398;29399;40480;40481;40482;40483;40484;40485,1020;1021;2415;45953;45954;45955;55821;55822;76055;76056;76057;76058;76059;76060;76061,1021;2415;45954;55822;76056;76059,,,,,-1;-1;-1;-1;-1,protein_2567,quanti,quanti,quanti,quanti
RAB21,20.7115297587399,3.33989343977161e-07,Q9UL25,Q9UL25,5,5,5,Ras-related protein Rab-21,sp|Q9UL25|RAB21_HUMAN Ras-related protein Rab-21 OS=Homo sapiens OX=9606 GN=RAB21 PE=1 SV=3,1,5,5,5,0,0,4,2,0,0,4,2,0,0,4,2,27.6,27.6,27.6,24.347,225,225,0.0,7.7114,,,By MS/MS,By MS/MS,0.56613,1.3178,24.726,6,4,Median,,,0.56613,0.49629,,,1.3178,1.3817,,,18.41,44.825,0,0,4,2,0,0,2,2,Median,Median,Median,Median,0.0,0.0,21.8,11.1,156970000,101900000,55068000,0,0,0,0,0,0,94991000,59717000,35273000,61981000,42187000,19794000,,,,2568,4002;5065;6263;11246;17267,True;True;True;True;True,4176;5283;6564;11752;17980,11515;14524;14525;18203;32517;49724,22186;27924;27925;35051;61454;94250,22186;27925;35051;61454;94250,,,,,-1,protein_2569,quanti,quanti,imputed MEC,imputed MEC
CORO1C,0.656974408813372,0.1862356283456,Q9ULV4;B4E3S0;F8W1H8;F8VUX3;F8VSA4;F8VRE9;H0YHL7;F8VTT6;F8VVB7;F8VV53;Q6QEF8;J3QLV6;J3KSS5,Q9ULV4;B4E3S0,16;12;6;6;6;6;6;6;6;2;1;1;1,16;12;6;6;6;6;6;6;6;2;1;1;1,16;12;6;6;6;6;6;6;6;2;1;1;1,Coronin-1C;Coronin,sp|Q9ULV4|COR1C_HUMAN Coronin-1C OS=Homo sapiens OX=9606 GN=CORO1C PE=1 SV=1;tr|B4E3S0|B4E3S0_HUMAN Coronin OS=Homo sapiens OX=9606 GN=CORO1C PE=1 SV=1,13,16,16,16,8,7,14,10,8,7,14,10,8,7,14,10,33.3,33.3,33.3,53.248,474,474;369;151;159;162;163;165;169;181;125;472;432;471,0.0,85.034,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.36309,1.0572,16.687,43,11,Leave out requantified,0.29396,0.29195,0.37659,0.35499,1.0631,0.8192,1.0728,1.1882,19.348,8.4814,12.204,10.346,8,7,16,12,3,2,3,3,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,20.3,16.9,31.0,23.0,4650200000,3159000000,1491200000,682310000,490740000,191570000,573440000,424790000,148640000,1944400000,1301200000,643230000,1450000000,942280000,507740000,,,,2573,861;2271;4362;6247;6248;7420;7850;11677;12785;13185;13434;13967;16602;17641;18180;18181,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,890;2375;4542;6548;6549;7774;8221;12210;13340;13748;14000;14550;17269;18364;18914;18915,2455;2456;2457;2458;2459;2460;6836;12491;12492;18164;18165;21554;21555;22756;22757;22758;33738;33739;36791;36792;37819;37820;37821;37822;38451;38452;38453;38454;39999;40000;40001;40002;47663;47664;47665;47666;50725;50726;50727;50728;52269;52270;52271;52272;52273,4658;4659;4660;4661;4662;4663;4664;4665;4666;4667;4668;4669;4670;4671;4672;4673;13519;23964;23965;23966;34975;34976;41280;41281;43567;43568;43569;43570;43571;63668;63669;63670;63671;63672;63673;69355;69356;69357;71150;71151;71152;71153;71154;71155;71156;71157;72263;72264;72265;72266;72267;72268;75158;75159;75160;75161;75162;75163;75164;90222;90223;90224;90225;90226;90227;90228;96166;96167;96168;96169;96170;96171;96172;96173;96174;96175;96176;98977;98978;98979;98980;98981;98982;98983;98984;98985;98986;98987;98988;98989,4668;13519;23964;34975;34976;41281;43571;63668;69356;71157;72268;75162;90225;96170;98979;98983,,,,,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_2574,quanti,quanti,quanti,quanti
PRPF19,0.851826793136937,0.0402230287636097,Q9UMS4;F5GY56;H0YGZ5;H0YGF3;F5H2I0,Q9UMS4,20;9;4;2;2,20;9;4;2;2,20;9;4;2;2,Pre-mRNA-processing factor 19,sp|Q9UMS4|PRP19_HUMAN Pre-mRNA-processing factor 19 OS=Homo sapiens OX=9606 GN=PRPF19 PE=1 SV=1,5,20,20,20,8,8,15,14,8,8,15,14,8,8,15,14,54.2,54.2,54.2,55.18,504,504;252;119;45;104,0.0,44.641,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.24004,0.72749,25.956,50,12,Leave out requantified,0.29897,0.32579,0.2172,0.21584,1.0493,0.95527,0.62968,0.72749,17.566,12.993,36.579,73.691,8,8,18,16,0,1,8,3,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,25.8,25.4,35.3,47.8,5037900000,3921300000,1116600000,617990000,458790000,159200000,796300000,584970000,211330000,1879700000,1484700000,395000000,1744000000,1392900000,351070000,,,,2575,1285;4020;5212;7092;7093;7725;8382;12629;12922;13077;14202;14203;14210;14615;15589;16033;16187;17559;17627;18305,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,1341;4194;5446;7431;7432;8092;8776;13180;13477;13636;14792;14793;14800;15215;16213;16671;16832;18280;18350;19041,3810;3811;3812;3813;11559;11560;11561;11562;15028;15029;20608;20609;22421;22422;22423;22424;24295;24296;24297;24298;24299;24300;36368;36369;36370;36371;37150;37536;40711;40712;40713;40714;40715;40730;40731;41886;41887;44701;44702;44703;44704;45976;45977;46480;46481;46482;50487;50686;50687;52612,7286;7287;7288;7289;7290;7291;7292;7293;7294;22247;22248;22249;22250;22251;22252;22253;22254;22255;28848;28849;28850;28851;39577;39578;42956;42957;42958;42959;42960;42961;42962;42963;42964;42965;42966;46285;46286;46287;46288;46289;46290;46291;46292;46293;68621;68622;68623;68624;68625;68626;68627;68628;68629;68630;68631;68632;70003;70004;70606;76463;76464;76465;76466;76467;76468;76469;76470;76471;76472;76496;76497;78599;78600;78601;78602;84385;84386;84387;84388;84389;84390;84391;84392;84393;84394;84395;86905;86906;86907;87924;87925;95653;96085;96086;96087;99625,7290;22253;28850;39577;39578;42959;46291;68627;70004;70606;76465;76472;76496;78599;84392;86906;87924;95653;96086;99625,,,,,-1;-1;-1;-1;-1,protein_2576,quanti,quanti,quanti,quanti
UBQLN1;UBQLN4,0.236557521181222,0.46530202391504,Q9UMX0;Q9NRR5;H0YDS0,Q9UMX0;Q9NRR5;H0YDS0,4;2;2,4;2;2,2;1;1,Ubiquilin-1;Ubiquilin-4,sp|Q9UMX0|UBQL1_HUMAN Ubiquilin-1 OS=Homo sapiens OX=9606 GN=UBQLN1 PE=1 SV=2;sp|Q9NRR5|UBQL4_HUMAN Ubiquilin-4 OS=Homo sapiens OX=9606 GN=UBQLN4 PE=1 SV=2;tr|H0YDS0|H0YDS0_HUMAN Ubiquilin-1 (Fragment) OS=Homo sapiens OX=9606 GN=UBQLN1 PE=1 SV=1,3,4,4,2,1,2,1,3,1,2,1,3,1,1,1,2,9.7,9.7,5.4,62.518,589,589;601;157,0.0,27.28,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.45146,1.0939,20.798,7,1,Leave out requantified,0.42574,0.52314,0.40386,0.38256,1.5638,1.2567,1.1745,1.1322,,34.553,,6.1427,1,2,1,3,0,0,0,1,Median,Median,Median,Median,2.9,4.6,2.9,8.0,622490000,433480000,189010000,90977000,65862000,25114000,131690000,85033000,46660000,148320000,101630000,46696000,251500000,180960000,70543000,,,,2576,1320;12163;12168;12820,True;True;True;True,1377;12701;12706;13375,3911;3912;3913;3914;35123;35139;36882,7479;7480;7481;7482;7483;7484;7485;7486;7487;7488;7489;7490;7491;66358;66383;69535,7484;66358;66383;69535,,,,,-1;-1;-1,protein_2577,quanti,quanti,quanti,quanti
STUB1,-20.5406723631659,6.48085168944646e-08,Q9UNE7;H3BS86,Q9UNE7;H3BS86,2;1,2;1,2;1,E3 ubiquitin-protein ligase CHIP,sp|Q9UNE7|CHIP_HUMAN E3 ubiquitin-protein ligase CHIP OS=Homo sapiens OX=9606 GN=STUB1 PE=1 SV=2;tr|H3BS86|H3BS86_HUMAN E3 ubiquitin-protein ligase CHIP (Fragment) OS=Homo sapiens OX=9606 GN=STUB1 PE=1 SV=8,2,2,2,2,2,2,0,0,2,2,0,0,2,2,0,0,8.3,8.3,8.3,34.856,303,303;213,0.0046382,1.5308,By matching,By MS/MS,,,0.61151,1.5964,5.8919,4,0,Leave out requantified,0.61249,0.61052,,,1.7208,1.4811,,,9.6737,2.1101,,,2,2,0,0,0,0,0,0,Median,Median,Median,Median,8.3,8.3,0.0,0.0,98870000,57481000,41389000,46838000,27849000,18989000,52032000,29632000,22400000,0,0,0,0,0,0,,,,2580,952;1116,True;True,990;1163,2767;2768;3295;3296,5321;6295;6296;6297,5321;6295,,,,,-1;-1,protein_2581,imputed MEC,imputed MEC,quanti,quanti
SNX6,-3.05294506961946,0.00792078852887476,Q9UNH7;A0A0A0MRI2;H0YJF8;G3V4Z5;G3V5X9;G3V2U1;G3V5U2,Q9UNH7;A0A0A0MRI2,10;9;3;3;3;2;1,10;9;3;3;3;2;1,10;9;3;3;3;2;1,"Sorting nexin-6;Sorting nexin-6, N-terminally processed",sp|Q9UNH7|SNX6_HUMAN Sorting nexin-6 OS=Homo sapiens OX=9606 GN=SNX6 PE=1 SV=1;tr|A0A0A0MRI2|A0A0A0MRI2_HUMAN Sorting nexin OS=Homo sapiens OX=9606 GN=SNX6 PE=1 SV=1,7,10,10,10,4,7,1,3,4,7,1,3,4,7,1,3,34.5,34.5,34.5,46.648,406,406;418;144;157;227;120;132,0.0,12.298,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.36098,0.93009,30.067,14,2,Leave out requantified,0.30521,0.42118,0.30237,0.36743,0.82743,1.0658,0.60533,0.91209,29.355,31.419,,32.754,4,7,1,2,0,0,1,1,Leave out requantified,Leave out requantified,Median,Median,13.8,24.4,3.4,10.1,387520000,269130000,118390000,87068000,62594000,24474000,239740000,162010000,77734000,14015000,10125000,3890300,46694000,34402000,12292000,,,,2581,5479;7387;9002;11080;12100;14318;14662;15956;17452;17468,True;True;True;True;True;True;True;True;True;True,5730;7739;9428;11578;12636;14909;15263;16589;18168;18184,15869;21454;26220;26221;32084;34935;41037;41038;42039;45740;45741;50197;50198;50199;50236,30457;41069;49967;60668;65989;77052;77053;78907;78908;86403;95141;95142;95143;95144;95145;95202,30457;41069;49967;60668;65989;77052;78908;86403;95144;95202,,,,,-1;-1;-1;-1;-1;-1;-1,protein_2582,quanti,quanti,quanti,quanti
