DTL_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
RPL4,0.2337425243,0.115438392421007,0,P36578;H3BM89;H3BTP7;H3BU31,P36578;H3BM89,33;25;15;13,33;25;15;13,33;25;15;13,60S ribosomal protein L4,RPL4,sp|P36578|RL4_HUMAN 60S ribosomal protein L4 OS=Homo sapiens OX=9606 GN=RPL4 PE=1 SV=5;tr|H3BM89|H3BM89_HUMAN 60S ribosomal protein L4 OS=Homo sapiens OX=9606 GN=RPL4 PE=1 SV=1,33,33,57.4,427
DLST,-0.0601196785,0.691242659290822,0,P36957;Q86SW4;H0YJF9;G3V5M3;G3V3F0,P36957,8;2;1;1;1,8;2;1;1;1,8;2;1;1;1,"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial",DLST,"sp|P36957|ODO2_HUMAN Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial OS=Homo sapiens OX=9606 GN=DLST PE=1 SV=4",8,8,16.6,453
SRP14,-0.2639764719,0.118146262768223,0,P37108;H0YLA2,P37108;H0YLA2,8;5,8;5,8;5,Signal recognition particle 14 kDa protein,SRP14,sp|P37108|SRP14_HUMAN Signal recognition particle 14 kDa protein OS=Homo sapiens OX=9606 GN=SRP14 PE=1 SV=2;tr|H0YLA2|H0YLA2_HUMAN Signal recognition particle 14 kDa protein OS=Homo sapiens OX=9606 GN=SRP14 PE=1 SV=1,8,8,47.1,136
TAGLN2,0.091729778,0.52237649779388,0,P37802;X6RJP6;Q9UI15;C9J5W6,P37802;X6RJP6,16;14;1;1,16;14;1;1,16;14;1;1,Transgelin-2,TAGLN2,sp|P37802|TAGL2_HUMAN Transgelin-2 OS=Homo sapiens OX=9606 GN=TAGLN2 PE=1 SV=3;tr|X6RJP6|X6RJP6_HUMAN Transgelin-2 (Fragment) OS=Homo sapiens OX=9606 GN=TAGLN2 PE=1 SV=1,16,16,73.9,199
TALDO1,-0.2649160623,0.142751700549035,0,P37837;F2Z393,P37837;F2Z393,18;11,18;11,18;11,Transaldolase,TALDO1,sp|P37837|TALDO_HUMAN Transaldolase OS=Homo sapiens OX=9606 GN=TALDO1 PE=1 SV=2;tr|F2Z393|F2Z393_HUMAN Transaldolase OS=Homo sapiens OX=9606 GN=TALDO1 PE=1 SV=1,18,18,43.3,337
ETFB,-0.460172018,0.106146437241683,0,P38117;M0QY67,P38117,10;4,10;4,10;4,Electron transfer flavoprotein subunit beta,ETFB,sp|P38117|ETFB_HUMAN Electron transfer flavoprotein subunit beta OS=Homo sapiens OX=9606 GN=ETFB PE=1 SV=3,10,10,42.7,255
RBMX;RBMXL1,-0.2334389089,0.396389423449352,0,P38159;H3BT71;H0Y6E7;H3BR27;Q96E39;A0A1B0GUK8;O75526;H3BNC1;H3BUY5;Q8N7X1,P38159;H3BT71;H0Y6E7;H3BR27;Q96E39,16;15;14;10;9;6;4;4;4;1,16;15;14;10;9;6;4;4;4;1,16;15;14;10;9;6;4;4;4;1,"RNA-binding motif protein, X chromosome;RNA-binding motif protein, X chromosome, N-terminally processed;RNA binding motif protein, X-linked-like-1",RBMX;RBMXL1,"sp|P38159|RBMX_HUMAN RNA-binding motif protein, X chromosome OS=Homo sapiens OX=9606 GN=RBMX PE=1 SV=3;tr|H3BT71|H3BT71_HUMAN RNA-binding motif protein, X chromosome OS=Homo sapiens OX=9606 GN=RBMX PE=1 SV=1;tr|H0Y6E7|H0Y6E7_HUMAN RNA-binding motif protein",16,16,40.7,391
ATP6V1A,-0.5057765188,0.0212640435872087,0,P38606;C9JVW8;C9JA17;F8WDJ3,P38606,17;5;4;1,17;5;4;1,17;5;4;1,V-type proton ATPase catalytic subunit A,ATP6V1A,sp|P38606|VATA_HUMAN V-type proton ATPase catalytic subunit A OS=Homo sapiens OX=9606 GN=ATP6V1A PE=1 SV=2,17,17,39.2,617
HSPA9,-0.0103106762,0.93454649053457,0,P38646;A0A3B3ITI4;D6RJI2;D6RA73;H0YBG6;H0Y8S0;D6RDH7;D6RCD7;A0A3B3ITN1,P38646,32;12;9;5;4;3;1;1;1,32;12;9;5;4;3;1;1;1,32;12;9;5;4;3;1;1;1,"Stress-70 protein, mitochondrial",HSPA9,"sp|P38646|GRP75_HUMAN Stress-70 protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPA9 PE=1 SV=2",32,32,47.6,679
EIF4A3,-0.2453377429,0.189976606192899,0,P38919;I3L3H2;E9PBH4;F8WE11,P38919;I3L3H2,21;18;1;1,18;15;0;0,18;15;0;0,"Eukaryotic initiation factor 4A-III;Eukaryotic initiation factor 4A-III, N-terminally processed",EIF4A3,sp|P38919|IF4A3_HUMAN Eukaryotic initiation factor 4A-III OS=Homo sapiens OX=9606 GN=EIF4A3 PE=1 SV=4;tr|I3L3H2|I3L3H2_HUMAN Eukaryotic initiation factor 4A-III OS=Homo sapiens OX=9606 GN=EIF4A3 PE=1 SV=2,21,18,47.4,411
RPS19,0.2539347798,0.11623784165546,0,P39019;M0R2L9;M0QYF7;M0R140;A0A075B6E2,P39019;M0R2L9;M0QYF7;M0R140,14;10;10;10;3,14;10;10;10;3,14;10;10;10;3,40S ribosomal protein S19,RPS19,sp|P39019|RS19_HUMAN 40S ribosomal protein S19 OS=Homo sapiens OX=9606 GN=RPS19 PE=1 SV=2;tr|M0R2L9|M0R2L9_HUMAN 40S ribosomal protein S19 (Fragment) OS=Homo sapiens OX=9606 GN=RPS19 PE=1 SV=1;tr|M0QYF7|M0QYF7_HUMAN 40S ribosomal protein S19 (Fragment) OS=,14,14,62.1,145
RPL3,0.0986428538,0.518456055679462,0,P39023;G5E9G0;B5MCW2;H7C422;H7C3M2;F8WCR1;Q92901,P39023;G5E9G0;B5MCW2;H7C422;H7C3M2,26;24;19;16;13;6;3,26;24;19;16;13;6;3,26;24;19;16;13;6;3,60S ribosomal protein L3,RPL3,sp|P39023|RL3_HUMAN 60S ribosomal protein L3 OS=Homo sapiens OX=9606 GN=RPL3 PE=1 SV=2;tr|G5E9G0|G5E9G0_HUMAN 60S ribosomal protein L3 OS=Homo sapiens OX=9606 GN=RPL3 PE=1 SV=1;tr|B5MCW2|B5MCW2_HUMAN 60S ribosomal protein L3 (Fragment) OS=Homo sapiens OX=9,26,26,49.4,403
FEN1,-0.094564372,0.532542022181198,0,P39748;I3L3E9;F5H1Y3,P39748,10;4;4,10;4;4,10;4;4,Flap endonuclease 1,FEN1,sp|P39748|FEN1_HUMAN Flap endonuclease 1 OS=Homo sapiens OX=9606 GN=FEN1 PE=1 SV=1,10,10,30.3,380
TXLNA,0.3462089209,0.0837192548343599,0,P40222;Q9NUQ3;Q8N3L3,P40222,6;1;1,6;1;1,6;1;1,Alpha-taxilin,TXLNA,sp|P40222|TXLNA_HUMAN Alpha-taxilin OS=Homo sapiens OX=9606 GN=TXLNA PE=1 SV=3,6,6,14.8,546
CCT6A,-0.125173441,0.350454604729575,0,P40227,P40227,28,28,23,T-complex protein 1 subunit zeta,CCT6A,sp|P40227|TCPZ_HUMAN T-complex protein 1 subunit zeta OS=Homo sapiens OX=9606 GN=CCT6A PE=1 SV=3,28,23,52.5,531
NNMT,-0.1341046882,0.458600910445934,0,P40261,P40261,3,3,3,Nicotinamide N-methyltransferase,NNMT,sp|P40261|NNMT_HUMAN Nicotinamide N-methyltransferase OS=Homo sapiens OX=9606 GN=NNMT PE=1 SV=1,3,3,13.6,264
RPL13A;RPL13a,0.3837438727,0.0263269575897322,0,P40429;M0QYS1;Q8J015;Q6NVV1;M0QZU1;A0A096LPE0,P40429;M0QYS1;Q8J015,17;15;13;7;2;2,17;15;13;7;2;2,17;15;13;7;2;2,60S ribosomal protein L13a,RPL13A;RPL13a,sp|P40429|RL13A_HUMAN 60S ribosomal protein L13a OS=Homo sapiens OX=9606 GN=RPL13A PE=1 SV=2;tr|M0QYS1|M0QYS1_HUMAN 60S ribosomal protein L13a (Fragment) OS=Homo sapiens OX=9606 GN=RPL13A PE=1 SV=2;tr|Q8J015|Q8J015_HUMAN 60S ribosomal protein L13a OS=Homo ,17,17,55.7,203
MDH1,-0.0934910206,0.56906063468697,0,P40925;A0A5K1VW95;C9JF79;B9A041;C9JRL4;B8ZZ51;C9JLV6,P40925;A0A5K1VW95;C9JF79;B9A041;C9JRL4,15;14;11;9;8;7;2,15;14;11;9;8;7;2,15;14;11;9;8;7;2,"Malate dehydrogenase, cytoplasmic;Malate dehydrogenase",MDH1,"sp|P40925|MDHC_HUMAN Malate dehydrogenase, cytoplasmic OS=Homo sapiens OX=9606 GN=MDH1 PE=1 SV=4;tr|A0A5K1VW95|A0A5K1VW95_HUMAN Malate dehydrogenase OS=Homo sapiens OX=9606 GN=MDH1 PE=1 SV=1;tr|C9JF79|C9JF79_HUMAN Malate dehydrogenase (Fragment) OS=Homo sa",15,15,42.5,334
MDH2,-0.0565764809,0.672152019250579,0,P40926;G3XAL0,P40926;G3XAL0,28;22,28;22,28;22,"Malate dehydrogenase, mitochondrial;Malate dehydrogenase",MDH2,"sp|P40926|MDHM_HUMAN Malate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=MDH2 PE=1 SV=3;tr|G3XAL0|G3XAL0_HUMAN Malate dehydrogenase OS=Homo sapiens OX=9606 GN=MDH2 PE=1 SV=1",28,28,70.7,338
RFC5,-0.4643833146,0.0362959548959341,0,P40937;F5H5S0;C9JH72;F5H304;E9PEP3;F5H0U6,P40937;F5H5S0;C9JH72,4;2;2;1;1;1,4;2;2;1;1;1,4;2;2;1;1;1,Replication factor C subunit 5,RFC5,sp|P40937|RFC5_HUMAN Replication factor C subunit 5 OS=Homo sapiens OX=9606 GN=RFC5 PE=1 SV=1;tr|F5H5S0|F5H5S0_HUMAN Replication factor C subunit 5 (Fragment) OS=Homo sapiens OX=9606 GN=RFC5 PE=1 SV=1;tr|C9JH72|C9JH72_HUMAN Replication factor C subunit 5 (,4,4,17.6,340
RFC3,-1.4899031789,0.00822924595327935,1,P40938,P40938,3,3,3,Replication factor C subunit 3,RFC3,sp|P40938|RFC3_HUMAN Replication factor C subunit 3 OS=Homo sapiens OX=9606 GN=RFC3 PE=1 SV=2,3,3,13.5,356
EIF2S3;EIF2S3L,-0.0312329179,0.838415825244569,0,P41091;Q2VIR3;H7BZU1,P41091;Q2VIR3,16;13;5,16;13;5,16;13;5,Eukaryotic translation initiation factor 2 subunit 3;Putative eukaryotic translation initiation factor 2 subunit 3-like protein,EIF2S3;EIF2S3L,sp|P41091|IF2G_HUMAN Eukaryotic translation initiation factor 2 subunit 3 OS=Homo sapiens OX=9606 GN=EIF2S3 PE=1 SV=3;sp|Q2VIR3|IF2GL_HUMAN Eukaryotic translation initiation factor 2 subunit 3B OS=Homo sapiens OX=9606 GN=EIF2S3B PE=2 SV=2,16,16,39.6,472
BUD31,-0.0209315641,0.879521485946187,0,P41223;C9JCD9,P41223;C9JCD9,2;1,2;1,2;1,Protein BUD31 homolog,BUD31,sp|P41223|BUD31_HUMAN Protein BUD31 homolog OS=Homo sapiens OX=9606 GN=BUD31 PE=1 SV=2;tr|C9JCD9|C9JCD9_HUMAN Protein BUD31 homolog OS=Homo sapiens OX=9606 GN=BUD31 PE=1 SV=1,2,2,15.3,144
GARS,0.4429814987,0.0371212667710218,0,P41250,P41250,18,18,18,Glycine--tRNA ligase,GARS,sp|P41250|GARS_HUMAN Glycine--tRNA ligase OS=Homo sapiens OX=9606 GN=GARS1 PE=1 SV=3,18,18,32.1,739
ECI1;DCI,0.0779420474,0.604885687118879,0,P42126;Q96DC0;H3BS70,P42126;Q96DC0,5;4;2,5;4;2,5;4;2,"Enoyl-CoA delta isomerase 1, mitochondrial",ECI1;DCI,"sp|P42126|ECI1_HUMAN Enoyl-CoA delta isomerase 1, mitochondrial OS=Homo sapiens OX=9606 GN=ECI1 PE=1 SV=1;tr|Q96DC0|Q96DC0_HUMAN DCI protein OS=Homo sapiens OX=9606 GN=ECI1 PE=1 SV=1",5,5,21.5,302
TMPO,-0.0050015693,0.986417598292044,0,P42167;G5E972;H0YJH7,P42167;G5E972,10;8;4,10;8;4,5;3;3,"Lamina-associated polypeptide 2, isoforms beta/gamma;Thymopoietin;Thymopentin",TMPO,"sp|P42167|LAP2B_HUMAN Lamina-associated polypeptide 2, isoforms beta/gamma OS=Homo sapiens OX=9606 GN=TMPO PE=1 SV=2;tr|G5E972|G5E972_HUMAN Lamina-associated polypeptide 2, isoforms beta/gamma OS=Homo sapiens OX=9606 GN=TMPO PE=1 SV=1",10,5,28.6,454
SKIV2L2,-0.0486039675,0.700459065585919,0,P42285;D6REC7,P42285,11;1,11;1,11;1,Superkiller viralicidic activity 2-like 2,SKIV2L2,sp|P42285|MTREX_HUMAN Exosome RNA helicase MTR4 OS=Homo sapiens OX=9606 GN=MTREX PE=1 SV=3,11,11,13.3,1042
RPS27,0.1065865288,0.632949090191937,0,P42677,P42677,4,4,1,40S ribosomal protein S27,RPS27,sp|P42677|RS27_HUMAN 40S ribosomal protein S27 OS=Homo sapiens OX=9606 GN=RPS27 PE=1 SV=3,4,1,41.7,84
LRPPRC,0.0970416431,0.476956794399841,0,P42704;B8ZZ38;A0A0C4DG06;C9JCA9;H7C3W8,P42704,59;21;21;18;1,59;21;21;18;1,59;21;21;18;1,"Leucine-rich PPR motif-containing protein, mitochondrial",LRPPRC,"sp|P42704|LPPRC_HUMAN Leucine-rich PPR motif-containing protein, mitochondrial OS=Homo sapiens OX=9606 GN=LRPPRC PE=1 SV=3",59,59,45.6,1394
ACAA2,-0.2245233958,0.264380424230549,0,P42765;A0A0B4J2A4;K7EME0;K7ER88;K7EJB1;K7EJ68,P42765;A0A0B4J2A4;K7EME0,11;10;7;1;1;1,11;10;7;1;1;1,11;10;7;1;1;1,"3-ketoacyl-CoA thiolase, mitochondrial",ACAA2,"sp|P42765|THIM_HUMAN 3-ketoacyl-CoA thiolase, mitochondrial OS=Homo sapiens OX=9606 GN=ACAA2 PE=1 SV=2;tr|A0A0B4J2A4|A0A0B4J2A4_HUMAN 3-ketoacyl-CoA thiolase, mitochondrial OS=Homo sapiens OX=9606 GN=ACAA2 PE=1 SV=1;tr|K7EME0|K7EME0_HUMAN 3-ketoacyl-CoA th",11,11,47.4,397
RPL35,0.3243519063,0.0606372123538421,0,P42766;F2Z388,P42766;F2Z388,5;4,5;4,5;4,60S ribosomal protein L35,RPL35,sp|P42766|RL35_HUMAN 60S ribosomal protein L35 OS=Homo sapiens OX=9606 GN=RPL35 PE=1 SV=2;tr|F2Z388|F2Z388_HUMAN 60S ribosomal protein L35 OS=Homo sapiens OX=9606 GN=RPL35 PE=1 SV=1,5,5,30.1,123
MSH2,-0.3839049391,0.530294973125062,0,P43246;A0A2R8Y7S8;A0A2R8YFH0;E9PHA6;A0A2R8Y6P0;A0A2R8YG02,P43246;A0A2R8Y7S8;A0A2R8YFH0;E9PHA6;A0A2R8Y6P0;A0A2R8YG02,9;7;7;7;7;7,9;7;7;7;7;7,9;7;7;7;7;7,DNA mismatch repair protein Msh2,MSH2,sp|P43246|MSH2_HUMAN DNA mismatch repair protein Msh2 OS=Homo sapiens OX=9606 GN=MSH2 PE=1 SV=1;tr|A0A2R8Y7S8|A0A2R8Y7S8_HUMAN DNA mismatch repair protein Msh2 OS=Homo sapiens OX=9606 GN=MSH2 PE=1 SV=1;tr|A0A2R8YFH0|A0A2R8YFH0_HUMAN DNA mismatch repair pro,9,9,13.3,934
GPD2,-0.0850126122,0.695610522248716,0,P43304;F5GYK7,P43304;F5GYK7,8;4,8;4,8;4,"Glycerol-3-phosphate dehydrogenase, mitochondrial;Glycerol-3-phosphate dehydrogenase",GPD2,"sp|P43304|GPDM_HUMAN Glycerol-3-phosphate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=GPD2 PE=1 SV=3;tr|F5GYK7|F5GYK7_HUMAN Glycerol-3-phosphate dehydrogenase OS=Homo sapiens OX=9606 GN=GPD2 PE=1 SV=1",8,8,15.1,727
MAGEA4,-0.2616000359,0.175830042392405,0,P43358;C9JZJ5;C9J9C2;C9JK50;C9JIR1;P43361;P43363;P43355;P43362;O60732;O15480;A2A368;Q96M61;A8MXT2;Q3SYA6;A0A0A0MSA3,P43358,17;6;6;6;6;5;3;2;2;1;1;1;1;1;1;1,17;6;6;6;6;5;3;2;2;1;1;1;1;1;1;1,17;6;6;6;6;5;3;2;2;1;1;1;1;1;1;1,Melanoma-associated antigen 4,MAGEA4,sp|P43358|MAGA4_HUMAN Melanoma-associated antigen 4 OS=Homo sapiens OX=9606 GN=MAGEA4 PE=1 SV=2,17,17,37.5,317
NAMPT,0.1746128108,0.334494619541579,0,P43490;A0A0C4DFS8;C9JF35;C9JG65,P43490;A0A0C4DFS8,13;9;2;2,13;9;2;2,13;9;2;2,Nicotinamide phosphoribosyltransferase,NAMPT,sp|P43490|NAMPT_HUMAN Nicotinamide phosphoribosyltransferase OS=Homo sapiens OX=9606 GN=NAMPT PE=1 SV=1;tr|A0A0C4DFS8|A0A0C4DFS8_HUMAN Nicotinamide phosphoribosyltransferase OS=Homo sapiens OX=9606 GN=NAMPT PE=1 SV=1,13,13,37.5,491
PSMC4,-0.2231975194,0.253174649698583,0,P43686,P43686,11,11,11,26S protease regulatory subunit 6B,PSMC4,sp|P43686|PRS6B_HUMAN 26S proteasome regulatory subunit 6B OS=Homo sapiens OX=9606 GN=PSMC4 PE=1 SV=2,11,11,37.3,418
VDAC2,0.1772873015,0.227550696821107,0,P45880;A0A0A0MR02;Q5JSD2;Q5JSD1;A2A3S1,P45880;A0A0A0MR02;Q5JSD2;Q5JSD1,17;16;12;12;7,17;16;12;12;7,17;16;12;12;7,Voltage-dependent anion-selective channel protein 2,VDAC2,sp|P45880|VDAC2_HUMAN Voltage-dependent anion-selective channel protein 2 OS=Homo sapiens OX=9606 GN=VDAC2 PE=1 SV=2;tr|A0A0A0MR02|A0A0A0MR02_HUMAN Voltage-dependent anion-selective channel protein 2 (Fragment) OS=Homo sapiens OX=9606 GN=VDAC2 PE=1 SV=1;tr,17,17,67,294
CBX5,-0.3933575571,0.040753388672398,0,P45973;F8VNY3,P45973,6;2,5;2,5;2,Chromobox protein homolog 5,CBX5,sp|P45973|CBX5_HUMAN Chromobox protein homolog 5 OS=Homo sapiens OX=9606 GN=CBX5 PE=1 SV=1,6,5,33,191
USP5,-0.2229171873,0.21836230268738,0,P45974;F5H571,P45974,20;2,20;2,18;2,Ubiquitin carboxyl-terminal hydrolase 5,USP5,sp|P45974|UBP5_HUMAN Ubiquitin carboxyl-terminal hydrolase 5 OS=Homo sapiens OX=9606 GN=USP5 PE=1 SV=2,20,18,30.8,858
RANGAP1,-0.2788013882,0.109242347568645,0,P46060;H0Y4Q3;B0QYT5;B0QYT4;B0QYT6,P46060,28;13;4;4;3,28;13;4;4;3,28;13;4;4;3,Ran GTPase-activating protein 1,RANGAP1,sp|P46060|RAGP1_HUMAN Ran GTPase-activating protein 1 OS=Homo sapiens OX=9606 GN=RANGAP1 PE=1 SV=1,28,28,57.8,587
RECQL,-0.019997992,0.881411312002793,0,P46063;F5H2L2;F8WA66;F8WD97,P46063,13;2;2;2,13;2;2;2,13;2;2;2,ATP-dependent DNA helicase Q1,RECQL,sp|P46063|RECQ1_HUMAN ATP-dependent DNA helicase Q1 OS=Homo sapiens OX=9606 GN=RECQL PE=1 SV=3,13,13,27.4,649
NOP2,0.1185031799,0.422424128225195,0,P46087;F5GYR3;F5GWB7;F5H709;F5H5X6;F5H359;F5H8G6,P46087,20;6;4;4;4;3;2,20;6;4;4;4;3;2,20;6;4;4;4;3;2,Probable 28S rRNA (cytosine(4447)-C(5))-methyltransferase,NOP2,sp|P46087|NOP2_HUMAN Probable 28S rRNA (cytosine(4447)-C(5))-methyltransferase OS=Homo sapiens OX=9606 GN=NOP2 PE=1 SV=2,20,20,26.2,812
RPL27A,0.3676997599,0.0427280585944985,0,P46776;E9PJD9;E9PLL6;E9PLX7,P46776;E9PJD9;E9PLL6;E9PLX7,8;7;6;4,8;7;6;4,8;7;6;4,60S ribosomal protein L27a,RPL27A,sp|P46776|RL27A_HUMAN 60S ribosomal protein L27a OS=Homo sapiens OX=9606 GN=RPL27A PE=1 SV=2;tr|E9PJD9|E9PJD9_HUMAN 60S ribosomal protein L27a OS=Homo sapiens OX=9606 GN=RPL27A PE=1 SV=1;tr|E9PLL6|E9PLL6_HUMAN 60S ribosomal protein L27a OS=Homo sapiens OX=,8,8,48.6,148
RPL5,0.1927035977,0.220601295892882,0,P46777;A0A2R8Y6J3;Q5T7N0;A0A2R8Y4A2;R4GNJ2,P46777;A0A2R8Y6J3;Q5T7N0,19;18;10;6;1,19;18;10;6;1,19;18;10;6;1,60S ribosomal protein L5,RPL5,sp|P46777|RL5_HUMAN 60S ribosomal protein L5 OS=Homo sapiens OX=9606 GN=RPL5 PE=1 SV=3;tr|A0A2R8Y6J3|A0A2R8Y6J3_HUMAN 60S ribosomal protein L5 (Fragment) OS=Homo sapiens OX=9606 GN=RPL5 PE=1 SV=1;tr|Q5T7N0|Q5T7N0_HUMAN 60S ribosomal protein L5 (Fragment) O,19,19,51.5,297
RPL21,0.269700264,0.0840062885632117,0,P46778;M0R181;G3V1B3;M0R3I5,P46778;M0R181;G3V1B3,13;9;7;2,13;9;7;2,13;9;7;2,60S ribosomal protein L21,RPL21,sp|P46778|RL21_HUMAN 60S ribosomal protein L21 OS=Homo sapiens OX=9606 GN=RPL21 PE=1 SV=2;tr|M0R181|M0R181_HUMAN 60S ribosomal protein L21 (Fragment) OS=Homo sapiens OX=9606 GN=RPL21 PE=1 SV=1;tr|G3V1B3|G3V1B3_HUMAN 60S ribosomal protein L21 OS=Homo sapien,13,13,58.1,160
RPS9,0.2668972783,0.0990550211542842,0,P46781;B5MCT8;C9JM19;F2Z3C0;A8MXK4,P46781;B5MCT8;C9JM19,22;16;16;4;4,22;16;16;4;4,22;16;16;4;4,40S ribosomal protein S9,RPS9,sp|P46781|RS9_HUMAN 40S ribosomal protein S9 OS=Homo sapiens OX=9606 GN=RPS9 PE=1 SV=3;tr|B5MCT8|B5MCT8_HUMAN 40S ribosomal protein S9 OS=Homo sapiens OX=9606 GN=RPS9 PE=1 SV=1;tr|C9JM19|C9JM19_HUMAN 40S ribosomal protein S9 OS=Homo sapiens OX=9606 GN=RPS9,22,22,56.7,194
RPS10;RPS10-NUDT3,0.1034541441,0.441832516601215,0,P46783;A0A2R8Y6L3;F6U211;A0A2R8Y7H1;A0A2R8YFH6;A0A1W2PQS6;S4R435;Q9NQ39,P46783;A0A2R8Y6L3;F6U211;A0A2R8Y7H1;A0A2R8YFH6;A0A1W2PQS6;S4R435,12;9;9;9;9;9;6;4,12;9;9;9;9;9;6;4,12;9;9;9;9;9;6;4,40S ribosomal protein S10,RPS10;RPS10-NUDT3,sp|P46783|RS10_HUMAN 40S ribosomal protein S10 OS=Homo sapiens OX=9606 GN=RPS10 PE=1 SV=1;tr|A0A2R8Y6L3|A0A2R8Y6L3_HUMAN RPS10-NUDT3 readthrough (Fragment) OS=Homo sapiens OX=9606 GN=RPS10-NUDT3 PE=4 SV=1;tr|F6U211|F6U211_HUMAN 40S ribosomal protein S10 OS,12,12,63.6,165
IQGAP1,0.0306928213,0.806788043745066,0,P46940;H0YLE8;A0A0J9YXZ5;Q13576;Q86VI3;E9PDT6;E7EWC2;F5H7S7;F2Z2E2,P46940;H0YLE8;A0A0J9YXZ5,13;10;7;1;1;1;1;1;1,13;10;7;1;1;1;1;1;1,13;10;7;1;1;1;1;1;1,Ras GTPase-activating-like protein IQGAP1,IQGAP1,sp|P46940|IQGA1_HUMAN Ras GTPase-activating-like protein IQGAP1 OS=Homo sapiens OX=9606 GN=IQGAP1 PE=1 SV=1;tr|H0YLE8|H0YLE8_HUMAN Ras GTPase-activating-like protein IQGAP1 OS=Homo sapiens OX=9606 GN=IQGAP1 PE=1 SV=1;tr|A0A0J9YXZ5|A0A0J9YXZ5_HUMAN Ras GTPa,13,13,9.7,1657
STT3A,0.1360693966,0.545215078841114,0,P46977;A0A0C4DH80;E9PN73;E9PI32,P46977;A0A0C4DH80;E9PN73;E9PI32,4;2;2;2,3;1;1;1,3;1;1;1,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A,STT3A,sp|P46977|STT3A_HUMAN Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A OS=Homo sapiens OX=9606 GN=STT3A PE=1 SV=2;tr|A0A0C4DH80|A0A0C4DH80_HUMAN Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A (Fragm,4,3,4.3,705
CAPZB,0.1269601722,0.337514089711976,0,P47756;B1AK85,P47756;B1AK85,7;5,7;5,1;1,F-actin-capping protein subunit beta,CAPZB,sp|P47756|CAPZB_HUMAN F-actin-capping protein subunit beta OS=Homo sapiens OX=9606 GN=CAPZB PE=1 SV=4;tr|B1AK85|B1AK85_HUMAN F-actin-capping protein subunit beta OS=Homo sapiens OX=9606 GN=CAPZB PE=1 SV=1,7,1,33.9,277
EIF1AX,0.4088875007,0.160584356017834,0,P47813;X6RAC9;O14602;A6NJH9,P47813;X6RAC9,3;3;1;1,3;3;1;1,3;3;1;1,"Eukaryotic translation initiation factor 1A, X-chromosomal",EIF1AX,"sp|P47813|IF1AX_HUMAN Eukaryotic translation initiation factor 1A, X-chromosomal OS=Homo sapiens OX=9606 GN=EIF1AX PE=1 SV=2;tr|X6RAC9|X6RAC9_HUMAN Eukaryotic translation initiation factor 1A, X-chromosomal OS=Homo sapiens OX=9606 GN=EIF1AX PE=1 SV=1",3,3,18.8,144
QARS,0.0372862215,0.788721426599905,0,P47897;A0A1B0GVU9;B4DDN1;H7C0R3;A0A0U1RQQ5;A0A1B0GTT3;A0A0U1RQT0;C9J165;A0A0U1RQX5;A0A0U1RQM8;A0A0U1RQE9;A0A0U1RRI9;A0A0U1RQU2;A0A0U1RRC8;A0A0U1RQX9;A0A0U1RR79;F2Z2V6;A0A0U1RQC3,P47897;A0A1B0GVU9;B4DDN1,24;22;19;9;7;7;6;6;5;5;5;4;4;4;3;1;1;1,24;22;19;9;7;7;6;6;5;5;5;4;4;4;3;1;1;1,19;17;17;9;7;7;2;2;5;2;2;1;1;4;3;1;1;1,Glutamine--tRNA ligase,QARS,sp|P47897|SYQ_HUMAN Glutamine--tRNA ligase OS=Homo sapiens OX=9606 GN=QARS1 PE=1 SV=1;tr|A0A1B0GVU9|A0A1B0GVU9_HUMAN Glutamine--tRNA ligase (Fragment) OS=Homo sapiens OX=9606 GN=QARS1 PE=1 SV=1;tr|B4DDN1|B4DDN1_HUMAN Glutamine--tRNA ligase OS=Homo sapiens ,24,19,32.1,775
UQCRFS1;UQCRFS1P1,-0.3504651767,0.446093274118088,0,P47985;P0C7P4,P47985;P0C7P4,4;3,4;3,4;3,"Cytochrome b-c1 complex subunit Rieske, mitochondrial;Cytochrome b-c1 complex subunit 11;Putative cytochrome b-c1 complex subunit Rieske-like protein 1",UQCRFS1;UQCRFS1P1,"sp|P47985|UCRI_HUMAN Cytochrome b-c1 complex subunit Rieske, mitochondrial OS=Homo sapiens OX=9606 GN=UQCRFS1 PE=1 SV=2;sp|P0C7P4|UCRIL_HUMAN Putative cytochrome b-c1 complex subunit Rieske-like protein 1 OS=Homo sapiens OX=9606 GN=UQCRFS1P1 PE=5 SV=1",4,4,24.8,274
