Gene_names,GNB2_vs_BirA_logFC,GNB2_vs_BirA_pval,Protein_IDs,Majority_protein_IDs,Peptide_counts__all_,Peptide_counts__razor_unique_,Peptide_counts__unique_,Protein_names,Fasta_headers,Number_of_proteins,Peptides,Razor___unique_peptides,Unique_peptides,Peptides_BirA_alone_N1,Peptides_BirA_alone_N2,Peptides_GNB2_N1,Peptides_GNB2_N2,Razor___unique_peptides_BirA_alone_N1,Razor___unique_peptides_BirA_alone_N2,Razor___unique_peptides_GNB2_N1,Razor___unique_peptides_GNB2_N2,Unique_peptides_BirA_alone_N1,Unique_peptides_BirA_alone_N2,Unique_peptides_GNB2_N1,Unique_peptides_GNB2_N2,Sequence_coverage____,Unique___razor_sequence_coverage____,Unique_sequence_coverage____,Mol__weight__kDa_,Sequence_length,Sequence_lengths,Q_value,Score,Identification_type_BirA_alone_N1,Identification_type_BirA_alone_N2,Identification_type_GNB2_N1,Identification_type_GNB2_N2,Ratio_H_L,Ratio_H_L_normalized,Ratio_H_L_variability____,Ratio_H_L_count,Ratio_H_L_iso_count,Ratio_H_L_type,Ratio_H_L_BirA_alone_N1,Ratio_H_L_BirA_alone_N2,Ratio_H_L_GNB2_N1,Ratio_H_L_GNB2_N2,Ratio_H_L_normalized_BirA_alone_N1,Ratio_H_L_normalized_BirA_alone_N2,Ratio_H_L_normalized_GNB2_N1,Ratio_H_L_normalized_GNB2_N2,Ratio_H_L_variability_____BirA_alone_N1,Ratio_H_L_variability_____BirA_alone_N2,Ratio_H_L_variability_____GNB2_N1,Ratio_H_L_variability_____GNB2_N2,Ratio_H_L_count_BirA_alone_N1,Ratio_H_L_count_BirA_alone_N2,Ratio_H_L_count_GNB2_N1,Ratio_H_L_count_GNB2_N2,Ratio_H_L_iso_count_BirA_alone_N1,Ratio_H_L_iso_count_BirA_alone_N2,Ratio_H_L_iso_count_GNB2_N1,Ratio_H_L_iso_count_GNB2_N2,Ratio_H_L_type_BirA_alone_N1,Ratio_H_L_type_BirA_alone_N2,Ratio_H_L_type_GNB2_N1,Ratio_H_L_type_GNB2_N2,Sequence_coverage_BirA_alone_N1____,Sequence_coverage_BirA_alone_N2____,Sequence_coverage_GNB2_N1____,Sequence_coverage_GNB2_N2____,Intensity,Intensity_L,Intensity_H,Intensity_BirA_alone_N1,Intensity_L_BirA_alone_N1,Intensity_H_BirA_alone_N1,Intensity_BirA_alone_N2,Intensity_L_BirA_alone_N2,Intensity_H_BirA_alone_N2,Intensity_GNB2_N1,Intensity_L_GNB2_N1,Intensity_H_GNB2_N1,Intensity_GNB2_N2,Intensity_L_GNB2_N2,Intensity_H_GNB2_N2,Only_identified_by_site,Reverse,Potential_contaminant,id,Peptide_IDs,Peptide_is_razor,Mod__peptide_IDs,Evidence_IDs,MS_MS_IDs,Best_MS_MS,Carbamyl__K__site_IDs,Oxidation__M__site_IDs,Carbamyl__K__site_positions,Oxidation__M__site_positions,Taxonomy_IDs,AutoID,metacell_Intensity_L_GNB2_N1,metacell_Intensity_L_GNB2_N2,metacell_Intensity_L_BirA_alone_N1,metacell_Intensity_L_BirA_alone_N2
HNRNPDL,0.116342310553136,0.814040331126185,A0A087WU03,A0A087WU03,2,2,2,,tr|A0A087WU03|A0A087WU03_HUMAN Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens OX=9606 GN=HNRNPDL PE=1 SV=1,1,2,2,2,1,2,1,1,1,2,1,1,1,2,1,1,40.4,40.4,40.4,6.7215,57,57,0.00051546,2.7092,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.28212,0.80255,30.575,5,0,Leave out requantified,0.33858,0.32527,0.21736,0.21957,1.0106,0.70866,0.74753,0.64651,,46.15,,,1,2,1,1,0,0,0,0,Median,Median,Median,Median,40.4,40.4,31.6,31.6,167630000,127330000,40298000,27175000,19945000,7229600,44137000,31308000,12829000,57265000,45583000,11682000,39053000,30495000,8557700,,,,26,12441;12442,True;True,16863;16864,37897;37898;37899;37900;37901,67932;67933;67934;67935;67936;67937;67938;67939;67940;67941;67942,67933;67938,,,,,-1,protein_27,quanti,quanti,quanti,quanti
MINOS1;MINOS1-NBL1,-19.7873454294412,2.18412770837397e-07,Q5TGZ0;A0A087WU07;A0A3B3IRY5;R4GMY4;R4GNA1,Q5TGZ0;A0A087WU07;A0A3B3IRY5;R4GMY4;R4GNA1,2;2;1;1;1,2;2;1;1;1,2;2;1;1;1,MICOS complex subunit MIC10,sp|Q5TGZ0|MIC10_HUMAN MICOS complex subunit MIC10 OS=Homo sapiens OX=9606 GN=MICOS10 PE=1 SV=1;tr|A0A087WU07|A0A087WU07_HUMAN MICOS complex subunit MIC10 OS=Homo sapiens OX=9606 GN=MICOS10 PE=1 SV=1;tr|A0A3B3IRY5|A0A3B3IRY5_HUMAN MICOS complex subunit MIC1,5,2,2,2,2,1,0,0,2,1,0,0,2,1,0,0,59.0,59.0,59.0,8.8081,78,78;62;39;70;71,0.00050994,2.646,By MS/MS,By MS/MS,,,0.43947,1.1147,6.7279,2,1,Median,0.4253,0.45411,,,1.0629,1.169,,,,,,,1,1,0,0,1,0,0,0,Median,Median,Median,Median,59.0,14.1,0.0,0.0,51101000,35019000,16082000,16839000,12962000,3876800,34262000,22057000,12205000,0,0,0,0,0,0,,,,27,13165;15557,True;True,17770;20812,39868;46424;46425,71419;82881;82882,71419;82882,9;10,,71;74,,-1;-1;-1;-1;-1,protein_28,imputed MEC,imputed MEC,quanti,quanti
CTNNBL1,-0.996175186513344,0.181744168446399,Q8WYA6;A0A087WUB9;A2A2P1,Q8WYA6;A0A087WUB9,6;6;1,6;6;1,6;6;1,Beta-catenin-like protein 1,sp|Q8WYA6|CTBL1_HUMAN Beta-catenin-like protein 1 OS=Homo sapiens OX=9606 GN=CTNNBL1 PE=1 SV=1;tr|A0A087WUB9|A0A087WUB9_HUMAN Beta-catenin-like protein 1 OS=Homo sapiens OX=9606 GN=CTNNBL1 PE=1 SV=1,3,6,6,6,2,3,3,2,2,3,3,2,2,3,3,2,14.4,14.4,14.4,65.173,563,563;568;166,0.0,10.012,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.41668,0.93055,29.757,9,2,Leave out requantified,0.45748,0.57255,0.40125,0.41467,1.2541,1.2588,1.0597,0.79597,40.276,40.064,25.232,0.12882,2,2,3,2,0,1,1,0,Median,Median,Plateau,Median,6.0,8.0,6.4,3.7,197200000,132060000,65140000,48875000,30647000,18228000,66051000,43718000,22333000,60624000,42784000,17840000,21650000,14911000,6738900,,,,31,4584;4974;10968;12420;17396;20835,True;True;True;True;True;True,6095;6595;15000;16841;23163;27698,13760;14866;14867;33726;33727;37848;37849;51964;51965;62299,25051;27027;27028;60789;67841;67842;67843;67844;67845;67846;67847;67848;93067;93068;93069;112345,25051;27027;60789;67847;93067;112345,12;13,,457;458,,-1;-1;-1,protein_32,quanti,quanti,quanti,quanti
GMPPA,-0.818081294382829,0.272894531521524,Q96IJ6;A0A087WUI8;C9J255;F8WD54;A0A0U1RRC2;C9JAH0,Q96IJ6;A0A087WUI8;C9J255;F8WD54,3;3;2;2;1;1,3;3;2;2;1;1,3;3;2;2;1;1,Mannose-1-phosphate guanyltransferase alpha,sp|Q96IJ6|GMPPA_HUMAN Mannose-1-phosphate guanyltransferase alpha OS=Homo sapiens OX=9606 GN=GMPPA PE=1 SV=1;tr|A0A087WUI8|A0A087WUI8_HUMAN Mannose-1-phosphate guanyltransferase alpha OS=Homo sapiens OX=9606 GN=GMPPA PE=1 SV=1;tr|C9J255|C9J255_HUMAN Mannos,6,3,3,3,2,1,1,1,2,1,1,1,2,1,1,1,11.0,11.0,11.0,46.291,420,420;399;179;290;114;249,0.0,7.8204,By MS/MS,By MS/MS,By matching,By MS/MS,0.42916,1.0267,29.664,5,3,Median,0.39617,0.76296,0.4261,0.5521,0.98496,1.6047,0.81851,1.5104,5.873,,,,2,1,1,1,2,1,0,0,Median,Median,Median,Median,6.7,3.6,4.3,4.3,91357000,58466000,32891000,33410000,21940000,11470000,17484000,11021000,6463000,14280000,8848100,5431800,26183000,16656000,9526800,,,,35,2246;18375;20881,True;True;True,2980;24421;27753,7013;54837;54838;62421;62422,13048;98659;98660;112561,13048;98660;112561,,,,,-1;-1;-1;-1;-1;-1,protein_36,quanti,quanti,quanti,quanti
HNRNPDL,0.900895219505927,0.102824361108395,O14979;A0A087WUK2,O14979;A0A087WUK2,17;17,15;15,14;14,Heterogeneous nuclear ribonucleoprotein D-like,sp|O14979|HNRDL_HUMAN Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens OX=9606 GN=HNRNPDL PE=1 SV=3;tr|A0A087WUK2|A0A087WUK2_HUMAN Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens OX=9606 GN=HNRNPDL PE=1 SV=1,2,17,15,14,5,5,16,13,3,3,14,11,3,3,13,11,27.1,26.7,26.7,46.437,420,420;363,0.0,40.469,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.27239,0.87741,27.825,48,31,Leave out requantified,0.26747,0.30965,0.27462,0.26937,0.99733,0.94758,0.892,0.83383,24.301,30.473,18.175,24.947,4,3,22,19,1,2,15,13,Median,Median,Leave out requantified,Leave out requantified,12.1,12.1,26.2,23.6,4278200000,3150300000,1127900000,613900000,479620000,134290000,538810000,404600000,134210000,1706400000,1176700000,529640000,1419100000,1089300000,329810000,,,,36,2533;3062;4325;5320;5359;5360;8738;12530;12531;13818;14509;14953;14954;16510;18386;20692;20693,True;True;True;True;False;True;True;True;True;True;True;True;True;False;True;True;True,3365;4087;4088;5722;5723;7098;7099;7161;7162;7163;7164;7165;11846;16964;16965;18597;19463;20057;20058;20059;20060;22033;22034;24436;27496;27497;27498;27499;27500,7867;9439;9440;9441;9442;9443;9444;12973;12974;12975;12976;12977;12978;12979;15961;15962;15963;15964;16120;16121;16122;16123;16124;16125;16126;16127;16128;16129;16130;16131;16132;16133;16134;16135;26794;26795;38123;38124;41731;41732;43557;44788;44789;44790;44791;44792;44793;44794;44795;44796;44797;49284;49285;49286;49287;49288;49289;49290;49291;49292;54868;61881;61882;61883;61884;61885;61886;61887;61888,14561;17371;17372;17373;17374;17375;17376;17377;17378;17379;23666;23667;23668;23669;23670;23671;23672;23673;23674;23675;23676;23677;23678;23679;23680;29070;29071;29072;29073;29342;29343;29344;29345;29346;29347;29348;29349;29350;29351;29352;29353;29354;29355;29356;29357;29358;29359;29360;29361;29362;29363;29364;29365;29366;29367;29368;29369;29370;29371;29372;29373;29374;29375;29376;29377;29378;29379;29380;29381;29382;29383;29384;29385;48760;48761;68363;68364;74819;74820;78004;78005;80053;80054;80055;80056;80057;80058;80059;80060;80061;80062;80063;80064;80065;80066;80067;80068;80069;80070;80071;80072;80073;80074;87971;87972;87973;87974;87975;87976;87977;87978;87979;87980;87981;87982;87983;87984;87985;98724;111659;111660;111661;111662;111663;111664;111665;111666;111667;111668;111669;111670;111671;111672;111673;111674,14561;17375;23672;29072;29363;29380;48761;68363;68364;74819;78005;80054;80073;87976;98724;111666;111672,14;15;16;17;18;19;20,,180;197;204;289;302;306;311,,-1;-1,protein_37,quanti,quanti,quanti,quanti
SLIRP,1.45340742384197,0.0484646928578618,Q9GZT3;A0A087WUN7;H0YJ40;G3V4X6;G3V2S9;H0YJW7;H0YJI1;H0YJ07;H0YJU7,Q9GZT3;A0A087WUN7;H0YJ40;G3V4X6;G3V2S9;H0YJW7,8;8;8;8;8;6;2;2;2,8;8;8;8;8;6;2;2;2,8;8;8;8;8;6;2;2;2,"SRA stem-loop-interacting RNA-binding protein, mitochondrial","sp|Q9GZT3|SLIRP_HUMAN SRA stem-loop-interacting RNA-binding protein, mitochondrial OS=Homo sapiens OX=9606 GN=SLIRP PE=1 SV=1;tr|A0A087WUN7|A0A087WUN7_HUMAN SRA stem-loop-interacting RNA-binding protein, mitochondrial OS=Homo sapiens OX=9606 GN=SLIRP PE=1 ",9,8,8,8,4,3,8,6,4,3,8,6,4,3,8,6,68.8,68.8,68.8,12.349,109,109;92;96;98;124;76;40;56;72,0.0,67.859,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.52832,1.5747,25.593,31,3,Leave out requantified,0.49915,0.66547,0.50272,0.51317,1.3419,1.977,1.6089,1.5486,25.744,25.125,31.939,24.778,4,3,14,10,0,1,1,1,Leave out requantified,Median,Leave out requantified,Leave out requantified,34.9,33.9,68.8,67.9,1935900000,1288400000,647510000,198090000,131270000,66827000,203540000,123680000,79855000,1035400000,707310000,328070000,498900000,326130000,172770000,,,,38,2567;3536;5880;13229;14906;15004;15201;15872,True;True;True;True;True;True;True;True,3408;3409;3410;4691;7936;17846;19993;20124;20125;20126;20127;20377;21228,7955;7956;7957;7958;7959;7960;7961;7962;10760;17906;17907;17908;40033;40034;40035;40036;44633;44634;44635;44954;44955;44956;44957;44958;44959;44960;45464;47423;47424;47425;47426,14698;14699;14700;14701;14702;14703;14704;14705;14706;14707;14708;14709;14710;14711;14712;19744;32540;71722;71723;71724;71725;79762;79763;80332;80333;80334;80335;80336;80337;80338;80339;80340;80341;80342;81137;84717;84718;84719;84720;84721;84722;84723;84724;84725;84726;84727;84728;84729,14701;19744;32540;71724;79762;80342;81137;84727,22;23,,36;54,,-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_39,quanti,quanti,quanti,quanti
MYEF2,21.0294820865529,1.34883747335971e-06,Q9P2K5;A0A087WUT0;A0A0A0MQW0;A0A0A0MR39;A0A0C4DGV1;H0YKS1;H0YN19;A0A087WWC8,Q9P2K5;A0A087WUT0;A0A0A0MQW0;A0A0A0MR39;A0A0C4DGV1;H0YKS1;H0YN19,4;4;4;4;3;2;2;1,4;4;4;4;3;2;2;1,4;4;4;4;3;2;2;1,Myelin expression factor 2,sp|Q9P2K5|MYEF2_HUMAN Myelin expression factor 2 OS=Homo sapiens OX=9606 GN=MYEF2 PE=1 SV=3;tr|A0A087WUT0|A0A087WUT0_HUMAN Myelin expression factor 2 OS=Homo sapiens OX=9606 GN=MYEF2 PE=1 SV=1;tr|A0A0A0MQW0|A0A0A0MQW0_HUMAN Myelin expression factor 2 OS=Ho,8,4,4,4,0,0,4,1,0,0,4,1,0,0,4,1,9.5,9.5,9.5,64.121,600,600;547;576;600;211;126;290;126,0.0,4.6572,,,By MS/MS,By MS/MS,0.28014,0.69672,28.27,5,3,Median,,,0.25346,0.34189,,,0.69672,1.0197,,,29.332,,0,0,4,1,0,0,2,1,Median,Median,Median,Median,0.0,0.0,9.5,1.8,182140000,136160000,45973000,0,0,0,0,0,0,140590000,105720000,34867000,41550000,30445000,11106000,,,,40,7391;7463;12598;18647,True;True;True;True,10049;10143;10144;17046;24766,22700;22920;22921;38297;38298;55598,41188;41577;41578;68714;68715;68716;100036,41188;41578;68716;100036,24,,521,,-1;-1;-1;-1;-1;-1;-1;-1,protein_41,quanti,quanti,imputed MEC,imputed MEC
EIF5B,-2.52548347046404,0.00341391313854997,O60841;A0A087WUT6,O60841;A0A087WUT6,6;6,6;6,6;6,Eukaryotic translation initiation factor 5B,sp|O60841|IF2P_HUMAN Eukaryotic translation initiation factor 5B OS=Homo sapiens OX=9606 GN=EIF5B PE=1 SV=4;tr|A0A087WUT6|A0A087WUT6_HUMAN Eukaryotic translation initiation factor 5B OS=Homo sapiens OX=9606 GN=EIF5B PE=1 SV=1,2,6,6,6,4,5,1,1,4,5,1,1,4,5,1,1,9.1,9.1,9.1,138.83,1220,1220;1220,0.0,8.8404,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.31783,0.99148,20.717,12,5,Leave out requantified,0.31215,0.31699,0.53085,0.37753,1.0431,0.86726,1.6886,1.2105,17.143,16.107,,,5,5,1,1,2,2,1,0,Median,Leave out requantified,Median,Median,6.6,7.5,1.6,1.6,521670000,373610000,148060000,192110000,141760000,50347000,230380000,158660000,71719000,40789000,29274000,11515000,58389000,43908000,14481000,,,,41,5919;6640;6922;8047;10559;10956,True;True;True;True;True;True,7992;9005;9445;10944;14445;14983,18015;20284;20285;21358;21359;21360;24824;24825;32465;32466;33675;33676,32723;36768;36769;36770;38823;38824;45090;45091;45092;45093;58590;58591;58592;60699;60700;60701,32723;36770;38824;45092;58592;60699,,,,,-1;-1,protein_42,quanti,quanti,quanti,quanti
SPTBN1,1.79661922682808,0.0482204752572411,Q01082;A0A087WUZ3;F8W6C1,Q01082;A0A087WUZ3,46;46;10,46;46;10,45;45;9,"Spectrin beta chain, non-erythrocytic 1","sp|Q01082|SPTB2_HUMAN Spectrin beta chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTBN1 PE=1 SV=2;tr|A0A087WUZ3|A0A087WUZ3_HUMAN Spectrin beta chain OS=Homo sapiens OX=9606 GN=SPTBN1 PE=1 SV=1",3,46,46,45,14,18,36,20,14,18,36,20,14,18,35,20,25.9,25.9,25.5,274.61,2364,2364;2366;690,0.0,110.3,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.36961,1.0309,71.324,99,35,Leave out requantified,0.40976,0.54955,0.31407,0.35886,1.0998,1.214,0.97531,1.0215,54.51,23.406,90.368,64.925,14,19,42,24,5,3,18,9,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,8.6,11.8,19.6,11.0,4652700000,3308100000,1344600000,291160000,193840000,97321000,518500000,323220000,195280000,2795800000,2113100000,682700000,1047300000,677940000,369350000,,,,42,1129;1501;1824;2739;2753;2856;2978;3030;3076;3880;3994;4174;4249;4620;4675;6859;7867;8355;8538;9200;9500;10463;11301;11568;11885;11886;12076;12633;12820;13824;14626;15315;16473;16474;16925;17030;17046;17513;17846;17849;18316;18317;18434;18921;19602;20770,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,1494;2023;2447;3647;3664;3810;3977;4040;4108;5138;5282;5520;5621;6146;6212;9357;10711;11329;11571;12577;13066;14311;14312;15433;15762;16160;16161;16162;16412;17090;17091;17331;18606;19627;19628;20521;21988;21989;22550;22679;22700;23323;23751;23754;24337;24338;24494;24495;25128;26094;26095;27601,3467;4702;4703;5715;8446;8477;8478;8479;8480;8841;8842;9199;9200;9319;9506;9507;9508;11695;11696;12018;12519;12520;12762;13860;14000;14001;21161;24297;24298;24299;25713;25714;25715;25716;26244;28270;29325;29326;32154;32155;32156;32157;34631;35382;36273;36274;36275;36276;36277;36278;36279;36280;36281;36883;38387;38388;38389;38390;38391;38876;38877;38878;38879;41753;43913;43914;43915;43916;45782;45783;49179;49180;49181;49182;49183;50525;50823;50824;50878;50879;50880;50881;52281;53198;53199;53208;54637;54638;54639;54640;54993;54994;54995;54996;54997;56483;58743;58744;58745;62115,6330;8633;8634;10554;15527;15579;15580;15581;15582;15583;16355;16947;16948;16949;16950;16951;17143;17144;17145;17541;17542;17543;21370;21371;21968;21969;22873;22874;23318;25225;25226;25227;25228;25464;25465;25466;25467;25468;38475;44144;44145;46725;46726;46727;46728;46729;47698;51132;52844;52845;58005;58006;58007;58008;58009;58010;58011;62240;63468;65007;65008;65009;65010;65011;65012;65013;65014;65015;65016;65017;65018;65019;65020;65021;65022;65023;66148;68860;68861;68862;68863;68864;68865;69634;69635;69636;69637;69638;74847;74848;78607;78608;78609;78610;78611;78612;78613;78614;78615;81690;81691;81692;81693;81694;87814;87815;87816;90183;90753;90754;90755;90756;90757;90758;90759;90760;90761;90762;90861;90862;90863;90864;90865;93671;95350;95351;95367;98248;98249;98250;98251;98252;98937;98938;98939;98940;98941;98942;98943;98944;98945;101727;106030;106031;106032;106033;106034;106035;106036;112088,6330;8633;10554;15527;15582;16355;16950;17143;17541;21370;21969;22874;23318;25226;25467;38475;44144;46728;47698;51132;52845;58005;62240;63468;65014;65022;66148;68862;69635;74847;78608;81694;87814;87816;90183;90758;90864;93671;95350;95367;98248;98250;98940;101727;106030;112088,25;26,,842;1532,,-1;-1;-1,protein_43,quanti,quanti,quanti,quanti
MTHFD1L,3.63119060076832,0.00199455725249465,Q6UB35;A0A087WVM4;B7ZM99;Q4VXM0;Q4VXM1;Q5JYA8;Q5JYA3;H0Y327,Q6UB35;A0A087WVM4;B7ZM99,12;12;12;2;1;1;1;1,10;10;10;2;1;1;1;1,10;10;10;2;1;1;1;1,"Monofunctional C1-tetrahydrofolate synthase, mitochondrial","sp|Q6UB35|C1TM_HUMAN Monofunctional C1-tetrahydrofolate synthase, mitochondrial OS=Homo sapiens OX=9606 GN=MTHFD1L PE=1 SV=1;tr|A0A087WVM4|A0A087WVM4_HUMAN Monofunctional C1-tetrahydrofolate synthase, mitochondrial OS=Homo sapiens OX=9606 GN=MTHFD1L PE=1 S",8,12,10,10,2,2,11,7,1,1,10,5,1,1,10,5,15.2,13.5,13.5,105.79,978,978;913;979;92;57;108;114;332,0.0,15.609,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.48841,1.235,25.056,21,8,Leave out requantified,0.4209,0.50587,0.4675,0.50724,0.9629,1.0125,1.2408,1.2274,,,22.069,28.848,1,1,13,6,1,0,6,1,Median,Median,Leave out requantified,Leave out requantified,2.2,2.0,14.5,8.4,558300000,381370000,176920000,12170000,8631800,3537900,15610000,10571000,5039600,376540000,260150000,116390000,153980000,102020000,51959000,,,,48,1926;2791;3456;4278;4766;7222;9805;12035;17374;18858;19164;21191,True;True;True;False;True;True;True;True;True;True;False;True,2564;3720;3721;4595;5661;5662;6335;9845;13484;16355;16356;23128;25040;25510;28163,5997;5998;5999;8625;8626;10566;12848;12849;14265;22222;22223;30347;30348;30349;36735;36736;36737;36738;51881;51882;51883;56273;57375;57376;57377;57378;57379;57380;63349,11051;11052;11053;15944;15945;15946;19409;23461;23462;23463;25949;25950;40330;40331;40332;54727;54728;54729;54730;54731;65845;65846;65847;65848;92882;92883;92884;101309;103374;103375;103376;103377;103378;103379;103380;103381;103382;103383;114223,11051;15944;19409;23462;25949;40331;54729;65846;92882;101309;103378;114223,30,,727,,-1;-1;-1;-1;-1;-1;-1;-1,protein_49,quanti,quanti,quanti,quanti
POLR2E,-0.0741838746978765,0.878531231942646,P19388;A0A087WVZ9;A0A087WWX0;A0A0A0MQR7;K7EQN2;K7EJ87;A0A087WVN5,P19388;A0A087WVZ9;A0A087WWX0;A0A0A0MQR7,3;3;2;2;1;1;1,3;3;2;2;1;1;1,3;3;2;2;1;1;1,"DNA-directed RNA polymerases I, II, and III subunit RPABC1","sp|P19388|RPAB1_HUMAN DNA-directed RNA polymerases I, II, and III subunit RPABC1 OS=Homo sapiens OX=9606 GN=POLR2E PE=1 SV=4;tr|A0A087WVZ9|A0A087WVZ9_HUMAN DNA-directed RNA polymerases I, II, and III subunit RPABC1 OS=Homo sapiens OX=9606 GN=POLR2E PE=1 SV",7,3,3,3,1,2,1,2,1,2,1,2,1,2,1,2,19.5,19.5,19.5,24.551,210,210;184;134;204;51;68;83,0.0,4.1451,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.535,1.6617,16.432,6,0,Leave out requantified,0.57692,0.86112,0.49612,0.4863,1.817,2.1456,1.692,1.3416,,36.141,,5.6462,1,2,1,2,0,0,0,0,Median,Median,Median,Median,6.7,12.4,6.7,13.8,218660000,128260000,90405000,32334000,20294000,12040000,72599000,36642000,35958000,53842000,36438000,17404000,59886000,34884000,25002000,,,,52,1322;6204;12355,True;True;True,1775;8382;16766,4114;4115;4116;4117;18881;37677,7472;7473;7474;7475;7476;34266;67532,7474;34266;67532,34,,192,,-1;-1;-1;-1;-1;-1;-1,protein_53,quanti,quanti,quanti,quanti
NOMO2;NOMO1;NOMO3,0.226700093225379,0.767927914387014,Q5JPE7;Q15155;P69849;A0A0G2JP90;A0A087WW46;J3KN36;A0A0G2JN29;A0A087X117;H3BUC9;A0A087WTD5,Q5JPE7;Q15155;P69849;A0A0G2JP90;A0A087WW46;J3KN36;A0A0G2JN29;A0A087X117,4;4;4;4;4;4;4;4;1;1,4;4;4;4;4;4;4;4;1;1,4;4;4;4;4;4;4;4;1;1,Nodal modulator 2;Nodal modulator 1;Nodal modulator 3,sp|Q5JPE7|NOMO2_HUMAN Nodal modulator 2 OS=Homo sapiens OX=9606 GN=NOMO2 PE=1 SV=1;sp|Q15155|NOMO1_HUMAN Nodal modulator 1 OS=Homo sapiens OX=9606 GN=NOMO1 PE=1 SV=5;sp|P69849|NOMO3_HUMAN Nodal modulator 3 OS=Homo sapiens OX=9606 GN=NOMO3 PE=1 SV=2;tr|A0A0,10,4,4,4,1,2,3,1,1,2,3,1,1,2,3,1,6.1,6.1,6.1,139.44,1267,1267;1222;1222;1100;1100;1267;1267;1267;144;282,0.0,3.2185,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.74891,1.9641,15.784,7,1,Leave out requantified,0.48568,1.0379,0.74891,0.68092,1.3624,2.5853,1.9894,1.9391,,45.404,15.947,,1,2,3,1,0,1,0,0,Median,Median,Leave out requantified,Median,2.1,2.8,5.3,2.1,203150000,102840000,100310000,22146000,11101000,11044000,59938000,27286000,32651000,86681000,48126000,38555000,34390000,16327000,18063000,,,,54,3405;3873;15425;16491,True;True;True;True,4538;5130;20659;22011,10434;11679;11680;46097;46098;46099;46100;49235,19176;21343;21344;82279;82280;82281;82282;82283;82284;82285;87913,19176;21343;82284;87913,,,,,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_55,quanti,quanti,quanti,quanti
