Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Peptides,Unique peptides,Sequence coverage [%],Intensity WDTC1-N1,Intensity WDTC1-N2,Intensity BirA-alone-N1,Intensity BirA-alone-N2
P30101;H7BZJ3,P30101,5;1,5;1,5;1,Protein disulfide-isomerase A3,PDIA3,sp|P30101|PDIA3_HUMAN Protein disulfide-isomerase A3 OS=Homo sapiens OX=9606 GN=PDIA3 PE=1 SV=4,5,5,10.7,23.2565231471014,23.3300557593431,4.51797218234219,4.43654697102791
O15067;J3KTQ5;H0YGH1,O15067,5;1;1,5;1;1,5;1;1,Phosphoribosylformylglycinamidine synthase,PFAS,sp|O15067|PUR4_HUMAN Phosphoribosylformylglycinamidine synthase OS=Homo sapiens OX=9606 GN=PFAS PE=1 SV=4,5,5,4.9,24.7385112339019,22.9400554582897,4.51797218234219,4.43654697102791
Q9UHV9,Q9UHV9,5,5,5,Prefoldin subunit 2,PFDN2,sp|Q9UHV9|PFD2_HUMAN Prefoldin subunit 2 OS=Homo sapiens OX=9606 GN=PFDN2 PE=1 SV=1,5,5,34.4,28.3327467576682,27.5808247468415,24.705301219932,24.429819436852
Q9HB21;Q5RGS4;R4GMZ9,Q9HB21;Q5RGS4,5;4;1,5;4;1,5;4;1,Pleckstrin homology domain-containing family A member 1,PLEKHA1,sp|Q9HB21|PKHA1_HUMAN Pleckstrin homology domain-containing family A member 1 OS=Homo sapiens OX=9606 GN=PLEKHA1 PE=1 SV=2;tr|Q5RGS4|Q5RGS4_HUMAN Pleckstrin homology domain-containing family A member 1 OS=Homo sapiens OX=9606 GN=PLEKHA1 PE=1 SV=1,5,5,13.1,4.09524828417093,4.01027517941627,25.2610151208924,25.4241588547425
Q8TD55;C9J4A7,Q8TD55;C9J4A7,5;3,5;3,5;3,Pleckstrin homology domain-containing family O member 2,PLEKHO2,sp|Q8TD55|PKHO2_HUMAN Pleckstrin homology domain-containing family O member 2 OS=Homo sapiens OX=9606 GN=PLEKHO2 PE=1 SV=1;tr|C9J4A7|C9J4A7_HUMAN Uncharacterized protein (Fragment) OS=Homo sapiens OX=9606 PE=4 SV=1,5,5,15.1,4.09524828417093,4.01027517941627,26.358638324535,25.7510834838748
Q14738;H0Y8C4;E9PFR3;H7C5Q9;Q13362;H0YN84;H0YJ49;H0YJ75,Q14738;H0Y8C4;E9PFR3;H7C5Q9,5;5;5;3;2;2;2;2,5;5;5;3;2;2;2;2,5;5;5;3;2;2;2;2,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform,PPP2R5D,sp|Q14738|2A5D_HUMAN Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform OS=Homo sapiens OX=9606 GN=PPP2R5D PE=1 SV=1;tr|H0Y8C4|H0Y8C4_HUMAN Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform (Fragme,5,5,9.6,4.09524828417093,4.01027517941627,26.0263957865008,25.1307697531371
Q92733;H0YE12;H0Y679,Q92733,5;2;2,5;2;2,5;2;2,Proline-rich protein PRCC,PRCC,sp|Q92733|PRCC_HUMAN Proline-rich protein PRCC OS=Homo sapiens OX=9606 GN=PRCC PE=1 SV=1,5,5,21.6,4.09524828417093,4.01027517941627,26.3801722312473,25.4437006217589
Q06323;H0YKK6;H0YLU2,Q06323,5;2;2,5;2;2,5;2;2,Proteasome activator complex subunit 1,PSME1,sp|Q06323|PSME1_HUMAN Proteasome activator complex subunit 1 OS=Homo sapiens OX=9606 GN=PSME1 PE=1 SV=1,5,5,22.1,4.09524828417093,4.01027517941627,25.7693352468223,25.7269199344907
A0A0J9YYL3;A0A0J9YVP6;Q9UHX1;A0A0J9YXJ8;A0A0J9YXX5;A0A0J9YVR6;A0A0J9YWM1;H0YEM1;E9PN18;E9PMU7;H0YCP8;E9PL19,A0A0J9YYL3;A0A0J9YVP6;Q9UHX1;A0A0J9YXJ8;A0A0J9YXX5;A0A0J9YVR6;A0A0J9YWM1;H0YEM1,19;19;18;18;18;14;13;13;9;8;6;5,19;19;18;18;18;14;13;13;9;8;6;5,5;5;5;5;5;0;0;0;0;0;0;0,Poly(U)-binding-splicing factor PUF60,PUF60,tr|A0A0J9YYL3|A0A0J9YYL3_HUMAN Poly(U)-binding-splicing factor PUF60 (Fragment) OS=Homo sapiens OX=9606 GN=PUF60 PE=1 SV=1;tr|A0A0J9YVP6|A0A0J9YVP6_HUMAN Poly(U)-binding-splicing factor PUF60 (Fragment) OS=Homo sapiens OX=9606 GN=PUF60 PE=1 SV=1;sp|Q9UHX1|,19,5,47.7,23.7863621673179,22.629075527879,29.9135638871422,29.5783432625682
Q9Y3P9;A0A0U1RQV7;E9PS63;F5H8L0;B7ZAP0,Q9Y3P9,5;1;1;1;1,5;1;1;1;1,5;1;1;1;1,Rab GTPase-activating protein 1,RABGAP1,sp|Q9Y3P9|RBGP1_HUMAN Rab GTPase-activating protein 1 OS=Homo sapiens OX=9606 GN=RABGAP1 PE=1 SV=3,5,5,6.1,4.09524828417093,4.01027517941627,25.4489702565988,25.061263725978
Q3YEC7;G3V154;F2Z2T0;H0Y7H6,Q3YEC7;G3V154;F2Z2T0,5;4;4;2,5;4;4;2,5;4;4;2,Rab-like protein 6,RABL6,"sp|Q3YEC7|RABL6_HUMAN Rab-like protein 6 OS=Homo sapiens OX=9606 GN=RABL6 PE=1 SV=2;tr|G3V154|G3V154_HUMAN Chromosome 9 open reading frame 86, isoform CRA_d OS=Homo sapiens OX=9606 GN=RABL6 PE=1 SV=1;tr|F2Z2T0|F2Z2T0_HUMAN Rab-like protein 6 OS=Homo sapien",5,5,9.3,4.09524828417093,4.01027517941627,26.0657073487134,25.838146547139
P57052,P57052,5,5,5,Splicing regulator RBM11,RBM11,sp|P57052|RBM11_HUMAN Splicing regulator RBM11 OS=Homo sapiens OX=9606 GN=RBM11 PE=1 SV=1,5,5,22.4,24.9265102795011,23.3247101538168,4.51797218234219,4.43654697102791
P52756;C9JFQ5;C9J9P7;F8WE23;C9JR02;F8W910,P52756,7;3;2;1;1;1,5;3;2;1;1;1,5;3;2;1;1;1,RNA-binding protein 5,RBM5,sp|P52756|RBM5_HUMAN RNA-binding protein 5 OS=Homo sapiens OX=9606 GN=RBM5 PE=1 SV=2,7,5,9.0,4.09524828417093,4.01027517941627,26.4957180593099,25.7413688468695
Q04206;Q2TAM5;E9PKH5;A0A087X0W8;E9PI38;E9PQS6;E9PKV4;A0A087WVP0,Q04206;Q2TAM5;E9PKH5;A0A087X0W8,5;5;5;5;2;2;2;2,5;5;5;5;2;2;2;2,5;5;5;5;2;2;2;2,Transcription factor p65,RELA,sp|Q04206|TF65_HUMAN Transcription factor p65 OS=Homo sapiens OX=9606 GN=RELA PE=1 SV=2;tr|Q2TAM5|Q2TAM5_HUMAN RELA protein OS=Homo sapiens OX=9606 GN=RELA PE=1 SV=1;tr|E9PKH5|E9PKH5_HUMAN Transcription factor p65 (Fragment) OS=Homo sapiens OX=9606 GN=RELA,5,5,14.2,21.7690678367415,21.242184052557,26.9774920089267,26.4609210323154
P22670;P48378;P48380;H0Y7W5,P22670,6;2;2;1,6;2;2;1,5;1;1;1,MHC class II regulatory factor RFX1,RFX1,sp|P22670|RFX1_HUMAN MHC class II regulatory factor RFX1 OS=Homo sapiens OX=9606 GN=RFX1 PE=1 SV=2,6,5,8.2,4.09524828417093,4.01027517941627,25.795234506968,25.495367348406
Q92766;C9JU34;C9JE09;C9JPJ6;A0A087X055,Q92766;C9JU34,5;4;1;1;1,5;4;1;1;1,5;4;1;1;1,Ras-responsive element-binding protein 1,RREB1,sp|Q92766|RREB1_HUMAN Ras-responsive element-binding protein 1 OS=Homo sapiens OX=9606 GN=RREB1 PE=1 SV=3;tr|C9JU34|C9JU34_HUMAN Ras-responsive element-binding protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=RREB1 PE=1 SV=1,5,5,5.6,25.8394452832963,24.9362047865712,25.0674727663915,23.8758648166284
Q9NQC3;H7C106;A0A0U1RQR6,Q9NQC3,13;5;4,13;5;4,5;0;0,Reticulon-4,RTN4,sp|Q9NQC3|RTN4_HUMAN Reticulon-4 OS=Homo sapiens OX=9606 GN=RTN4 PE=1 SV=2,13,5,16.5,25.7270757920008,24.8953663385737,29.5934357195971,29.443182875838
P49591;Q5T5C7,P49591;Q5T5C7,5;5,5;5,5;5,"Serine--tRNA ligase, cytoplasmic",SARS,"sp|P49591|SYSC_HUMAN Serine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=SARS1 PE=1 SV=3;tr|Q5T5C7|Q5T5C7_HUMAN Serine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=SARS1 PE=1 SV=1",5,5,11.5,4.09524828417093,4.01027517941627,25.4017800267147,25.5550843108147
Q99590;F8VXG7;A0A0A0MTP7,Q99590;F8VXG7;A0A0A0MTP7,5;5;3,5;5;3,5;5;3,Protein SCAF11,SCAF11,sp|Q99590|SCAFB_HUMAN Protein SCAF11 OS=Homo sapiens OX=9606 GN=SCAF11 PE=1 SV=2;tr|F8VXG7|F8VXG7_HUMAN Protein SCAF11 OS=Homo sapiens OX=9606 GN=SCAF11 PE=1 SV=1;tr|A0A0A0MTP7|A0A0A0MTP7_HUMAN Protein SCAF11 OS=Homo sapiens OX=9606 GN=SCAF11 PE=1 SV=1,5,5,4.6,4.09524828417093,4.01027517941627,26.0474757567639,26.1588283071899
Q9NVU7;E7EW05,Q9NVU7;E7EW05,5;4,5;4,5;4,Protein SDA1 homolog,SDAD1,sp|Q9NVU7|SDA1_HUMAN Protein SDA1 homolog OS=Homo sapiens OX=9606 GN=SDAD1 PE=1 SV=3;tr|E7EW05|E7EW05_HUMAN Protein SDA1 OS=Homo sapiens OX=9606 GN=SDAD1 PE=1 SV=1,5,5,8.4,4.09524828417093,4.01027517941627,25.6435314499844,25.8238624407851
O00560;G5EA09;B4DHN5;E9PBU7,O00560;G5EA09,5;4;2;2,5;4;2;2,5;4;2;2,Syntenin-1,SDCBP,"sp|O00560|SDCB1_HUMAN Syntenin-1 OS=Homo sapiens OX=9606 GN=SDCBP PE=1 SV=1;tr|G5EA09|G5EA09_HUMAN Syndecan binding protein (Syntenin), isoform CRA_a OS=Homo sapiens OX=9606 GN=SDCBP PE=1 SV=1",5,5,27.2,23.2542178314552,22.950362954895,26.8282037106271,26.5886368705258
Q9UIU6;G3V2N2,Q9UIU6,5;2,5;2,5;2,Homeobox protein SIX4,SIX4,sp|Q9UIU6|SIX4_HUMAN Homeobox protein SIX4 OS=Homo sapiens OX=9606 GN=SIX4 PE=1 SV=2,5,5,12.3,4.09524828417093,4.01027517941627,26.0542619925784,25.751875198218
P48029;H7C249;H7C222,P48029,6;1;1,6;1;1,5;1;1,Sodium- and chloride-dependent creatine transporter 1,SLC6A8,sp|P48029|SC6A8_HUMAN Sodium- and chloride-dependent creatine transporter 1 OS=Homo sapiens OX=9606 GN=SLC6A8 PE=1 SV=1,6,5,9.4,4.09524828417093,4.01027517941627,26.8301397270758,26.6320082874653
Q96T58;H0Y5U7;F6WRY4;A0A669KB49,Q96T58,5;1;1;1,5;1;1;1,5;1;1;1,Msx2-interacting protein,SPEN,sp|Q96T58|MINT_HUMAN Msx2-interacting protein OS=Homo sapiens OX=9606 GN=SPEN PE=1 SV=1,5,5,1.8,4.09524828417093,4.01027517941627,24.9829406710452,22.6826466061706
Q05519;Q5T760;B4DWT1;S4R3C4;Q5T757,Q05519;Q5T760;B4DWT1,5;5;3;1;1,5;5;3;1;1,5;5;3;1;1,Serine/arginine-rich splicing factor 11,SRSF11,sp|Q05519|SRS11_HUMAN Serine/arginine-rich splicing factor 11 OS=Homo sapiens OX=9606 GN=SRSF11 PE=1 SV=1;tr|Q5T760|Q5T760_HUMAN Serine/arginine-rich-splicing factor 11 (Fragment) OS=Homo sapiens OX=9606 GN=SRSF11 PE=1 SV=1;tr|B4DWT1|B4DWT1_HUMAN Serine/ar,5,5,15.3,25.3311156720893,23.7046154406065,27.9098786214226,27.5328193739307
Q13586;G0XQ39;E9PNJ4;H0YDB2;E9PIQ8;E9PRE4;E9PR07;E9PJ19;E9PMB4;E9PRZ7;E9PR09;E9PN27,Q13586;G0XQ39;E9PNJ4;H0YDB2,5;5;4;3;2;1;1;1;1;1;1;1,5;5;4;3;2;1;1;1;1;1;1;1,5;5;4;3;2;1;1;1;1;1;1;1,Stromal interaction molecule 1,STIM1,sp|Q13586|STIM1_HUMAN Stromal interaction molecule 1 OS=Homo sapiens OX=9606 GN=STIM1 PE=1 SV=3;tr|G0XQ39|G0XQ39_HUMAN STIM1L OS=Homo sapiens OX=9606 GN=STIM1 PE=1 SV=1;tr|E9PNJ4|E9PNJ4_HUMAN Stromal interaction molecule 1 OS=Homo sapiens OX=9606 GN=STIM1,5,5,9.8,4.09524828417093,4.01027517941627,24.8679709470492,24.2670661171905
Q13190;H7C3X5;E9PNU4,Q13190;H7C3X5,5;5;2,5;5;2,5;5;2,Syntaxin-5,STX5,sp|Q13190|STX5_HUMAN Syntaxin-5 OS=Homo sapiens OX=9606 GN=STX5 PE=1 SV=2;tr|H7C3X5|H7C3X5_HUMAN Syntaxin-5 (Fragment) OS=Homo sapiens OX=9606 GN=STX5 PE=1 SV=1,5,5,23.1,22.2457430204138,21.8129468305712,26.5272810760865,26.5171020238385
P53999,P53999,5,5,5,Activated RNA polymerase II transcriptional coactivator p15,SUB1,sp|P53999|TCP4_HUMAN Activated RNA polymerase II transcriptional coactivator p15 OS=Homo sapiens OX=9606 GN=SUB1 PE=1 SV=3,5,5,37.8,4.09524828417093,4.01027517941627,27.5576426054145,27.5102809003723
Q9BT92;F5GWH6,Q9BT92,5;2,5;2,5;2,Trichoplein keratin filament-binding protein,TCHP,sp|Q9BT92|TCHP_HUMAN Trichoplein keratin filament-binding protein OS=Homo sapiens OX=9606 GN=TCHP PE=1 SV=1,5,5,12.0,23.1307383369305,23.6387620235622,24.9145165244817,21.7083042563234
Q12800;F8VWL0;F8VX55;Q9NZI6,Q12800;F8VWL0;F8VX55,6;5;4;1,6;5;4;1,5;5;3;1,Alpha-globin transcription factor CP2,TFCP2,sp|Q12800|TFCP2_HUMAN Alpha-globin transcription factor CP2 OS=Homo sapiens OX=9606 GN=TFCP2 PE=1 SV=2;tr|F8VWL0|F8VWL0_HUMAN Alpha-globin transcription factor CP2 (Fragment) OS=Homo sapiens OX=9606 GN=TFCP2 PE=1 SV=1;tr|F8VX55|F8VX55_HUMAN Alpha-globin tr,6,5,16.7,25.9943378976368,27.7488080803136,26.5738946912763,26.8876252217366
P62328,P62328,5,5,5,Thymosin beta-4;Hematopoietic system regulatory peptide,TMSB4X,sp|P62328|TYB4_HUMAN Thymosin beta-4 OS=Homo sapiens OX=9606 GN=TMSB4X PE=1 SV=2,5,5,77.3,26.121116420429,25.0319155306823,27.5315557753185,27.9921564299198
Q9UJA5,Q9UJA5,5,5,5,tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6,TRMT6,sp|Q9UJA5|TRM6_HUMAN tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6 OS=Homo sapiens OX=9606 GN=TRMT6 PE=1 SV=1,5,5,15.1,4.09524828417093,4.01027517941627,25.781492790689,25.2568470368809
Q99614;H0YB37,Q99614;H0YB37,5;3,5;3,5;3,Tetratricopeptide repeat protein 1,TTC1,sp|Q99614|TTC1_HUMAN Tetratricopeptide repeat protein 1 OS=Homo sapiens OX=9606 GN=TTC1 PE=1 SV=1;tr|H0YB37|H0YB37_HUMAN Tetratricopeptide repeat protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=TTC1 PE=1 SV=1,5,5,16.4,25.937148209024,25.4228123991157,26.7555726202573,26.6221253458405
P50552;K7ENR7;K7ENL7;K7EM16,P50552,5;1;1;1,5;1;1;1,5;1;1;1,Vasodilator-stimulated phosphoprotein,VASP,sp|P50552|VASP_HUMAN Vasodilator-stimulated phosphoprotein OS=Homo sapiens OX=9606 GN=VASP PE=1 SV=3,5,5,17.1,22.0827779622091,22.2489852054466,26.8915705013923,26.6734399929679
Q15061;C9IZK7;C9JEE7,Q15061;C9IZK7,5;3;1,5;3;1,5;3;1,WD repeat-containing protein 43,WDR43,sp|Q15061|WDR43_HUMAN WD repeat-containing protein 43 OS=Homo sapiens OX=9606 GN=WDR43 PE=1 SV=3;tr|C9IZK7|C9IZK7_HUMAN WD repeat-containing protein 43 (Fragment) OS=Homo sapiens OX=9606 GN=WDR43 PE=1 SV=1,5,5,8.4,4.09524828417093,4.01027517941627,26.8859975536961,26.3193618965643
P61964;V9GZ59;V9GYQ5,P61964,5;2;1,5;2;1,5;2;1,WD repeat-containing protein 5,WDR5,sp|P61964|WDR5_HUMAN WD repeat-containing protein 5 OS=Homo sapiens OX=9606 GN=WDR5 PE=1 SV=1,5,5,22.8,25.6353060675942,24.6075538209639,4.51797218234219,4.43654697102791
Q9H6Y2;D6RGJ8;G3V1J0,Q9H6Y2,5;1;1,5;1;1,5;1;1,WD repeat-containing protein 55,WDR55,sp|Q9H6Y2|WDR55_HUMAN WD repeat-containing protein 55 OS=Homo sapiens OX=9606 GN=WDR55 PE=1 SV=2,5,5,18.3,24.5955772746349,23.5491021527996,25.1872581245448,25.3665303295114
Q702N8,Q702N8,5,5,5,Xin actin-binding repeat-containing protein 1,XIRP1,sp|Q702N8|XIRP1_HUMAN Xin actin-binding repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=XIRP1 PE=1 SV=1,5,5,4.5,4.09524828417093,4.01027517941627,25.8365342880082,25.52659475339
Q9NYL2;C9J3F7,Q9NYL2;C9J3F7,5;4,5;4,5;4,Mitogen-activated protein kinase kinase kinase MLT,ZAK,sp|Q9NYL2|M3K20_HUMAN Mitogen-activated protein kinase kinase kinase 20 OS=Homo sapiens OX=9606 GN=MAP3K20 PE=1 SV=3;tr|C9J3F7|C9J3F7_HUMAN Mitogen-activated protein kinase kinase kinase 20 (Fragment) OS=Homo sapiens OX=9606 GN=MAP3K20 PE=1 SV=1,5,5,7.8,23.5032453792951,22.9149908971677,26.1317511650203,25.8334491330428
Q96DT7,Q96DT7,5,5,5,Zinc finger and BTB domain-containing protein 10,ZBTB10,sp|Q96DT7|ZBT10_HUMAN Zinc finger and BTB domain-containing protein 10 OS=Homo sapiens OX=9606 GN=ZBTB10 PE=1 SV=2,5,5,8.4,4.09524828417093,4.01027517941627,26.3653459397808,24.1645362498558
Q5TAX3;E9PKY2;A0A0C4DFM7;Q5VYS8;H0YDJ1;H0YEE8;A0A0C4DFW3;X6R3Q3;E9PKX1;E9PJN7;E9PQS7;X6R5G7;E9PRG2,Q5TAX3;E9PKY2;A0A0C4DFM7,5;5;5;2;2;2;2;2;2;1;1;1;1,5;5;5;2;2;2;2;2;2;1;1;1;1,5;5;5;2;2;2;2;2;2;1;1;1;1,Terminal uridylyltransferase 4,ZCCHC11,sp|Q5TAX3|TUT4_HUMAN Terminal uridylyltransferase 4 OS=Homo sapiens OX=9606 GN=TUT4 PE=1 SV=3;tr|E9PKY2|E9PKY2_HUMAN Terminal uridylyltransferase 4 (Fragment) OS=Homo sapiens OX=9606 GN=TUT4 PE=1 SV=1;tr|A0A0C4DFM7|A0A0C4DFM7_HUMAN Terminal uridylyltransfe,5,5,3.1,4.09524828417093,4.01027517941627,24.9538475983875,23.4592645043614
Q15019;B5MCX3;C9J2Q4;H7C2Y0;A0A1B0GXJ2;C9JFT1;F8WB65;B5MD47;C9JZI2;C9IY94;C9IZU3;C9JQJ4;C9J938;H7C310;C9JB25,Q15019;B5MCX3;C9J2Q4;H7C2Y0,6;6;3;3;1;1;1;1;1;1;1;1;1;1;1,6;6;3;3;1;1;1;1;1;1;1;1;1;1;1,6;6;3;3;1;1;1;1;1;1;1;1;1;1;1,Septin-2,Septin-2,sp|Q15019|SEPT2_HUMAN Septin-2 OS=Homo sapiens OX=9606 GN=SEPTIN2 PE=1 SV=1;tr|B5MCX3|B5MCX3_HUMAN Septin-2 OS=Homo sapiens OX=9606 GN=SEPTIN2 PE=1 SV=1;tr|C9J2Q4|C9J2Q4_HUMAN Septin-2 (Fragment) OS=Homo sapiens OX=9606 GN=SEPTIN2 PE=1 SV=1;tr|H7C2Y0|H7C2Y,6,6,26.0,4.09524828417093,4.01027517941627,26.5934891484593,26.499950357535
P52594;C9J2I0;B8ZZY2,P52594;C9J2I0;B8ZZY2,6;5;5,6;5;5,6;5;5,Arf-GAP domain and FG repeat-containing protein 1,AGFG1,sp|P52594|AGFG1_HUMAN Arf-GAP domain and FG repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=AGFG1 PE=1 SV=2;tr|C9J2I0|C9J2I0_HUMAN Arf-GAP domain and FG repeat-containing protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=AGFG1 PE=1 SV=8;tr|B8ZZY2|B8ZZ,6,6,17.4,4.09524828417093,4.01027517941627,27.4186046493561,27.0851712654646
Q9Y2D5,Q9Y2D5,32,32,6,A-kinase anchor protein 2,AKAP2,sp|Q9Y2D5|AKAP2_HUMAN A-kinase anchor protein 2 OS=Homo sapiens OX=9606 GN=AKAP2 PE=1 SV=3,32,6,50.1,27.0854752147,26.462169983841,32.1698538753083,31.9281832841395
Q9BZZ5;G3V1C3;E9PQK6;H0YER7,Q9BZZ5;G3V1C3,6;6;2;2,6;6;2;2,6;6;2;2,Apoptosis inhibitor 5,API5,sp|Q9BZZ5|API5_HUMAN Apoptosis inhibitor 5 OS=Homo sapiens OX=9606 GN=API5 PE=1 SV=3;tr|G3V1C3|G3V1C3_HUMAN Apoptosis inhibitor 5 OS=Homo sapiens OX=9606 GN=API5 PE=1 SV=1,6,6,15.3,4.09524828417093,4.01027517941627,26.8047665721425,26.4730988962387
Q8IWW6;Q1RLN5;H0Y5D8,Q8IWW6;Q1RLN5,6;6;2,6;6;2,6;6;2,Rho GTPase-activating protein 12,ARHGAP12,sp|Q8IWW6|RHG12_HUMAN Rho GTPase-activating protein 12 OS=Homo sapiens OX=9606 GN=ARHGAP12 PE=1 SV=1;tr|Q1RLN5|Q1RLN5_HUMAN ARHGAP12 protein OS=Homo sapiens OX=9606 GN=ARHGAP12 PE=1 SV=1,6,6,10.2,4.09524828417093,4.01027517941627,25.9788451972157,25.8456785914294
Q13017;A0A0A0MSK6;H0YK04,Q13017;A0A0A0MSK6,6;6;1,6;6;1,6;6;1,Rho GTPase-activating protein 5,ARHGAP5,sp|Q13017|RHG05_HUMAN Rho GTPase-activating protein 5 OS=Homo sapiens OX=9606 GN=ARHGAP5 PE=1 SV=2;tr|A0A0A0MSK6|A0A0A0MSK6_HUMAN Rho GTPase-activating protein 5 OS=Homo sapiens OX=9606 GN=ARHGAP5 PE=1 SV=1,6,6,5.1,4.09524828417093,4.01027517941627,25.7821179889762,25.4316057403059
Q5VV41;B0QZD3;B0QZD4,Q5VV41,6;2;1,6;2;1,6;2;1,Rho guanine nucleotide exchange factor 16,ARHGEF16,sp|Q5VV41|ARHGG_HUMAN Rho guanine nucleotide exchange factor 16 OS=Homo sapiens OX=9606 GN=ARHGEF16 PE=1 SV=1,6,6,11.1,4.09524828417093,4.01027517941627,25.2846095050618,25.058334981233
O15144;H7C3F9;G5E9S7;C9JTV5;G5E9J0,O15144;H7C3F9,6;3;2;2;2,6;3;2;2;2,6;3;2;2;2,Actin-related protein 2/3 complex subunit 2,ARPC2,sp|O15144|ARPC2_HUMAN Actin-related protein 2/3 complex subunit 2 OS=Homo sapiens OX=9606 GN=ARPC2 PE=1 SV=1;tr|H7C3F9|H7C3F9_HUMAN Arp2/3 complex 34 kDa subunit (Fragment) OS=Homo sapiens OX=9606 GN=ARPC2 PE=1 SV=1,6,6,25.3,4.09524828417093,4.01027517941627,25.9883038154532,26.2433441261498
Q9BZE9;J3KRY8;J3QL04;J3QR12;J3QR50;J3QRW3;C9JAL9;J3KRF7;J3KRG1,Q9BZE9;J3KRY8;J3QL04;J3QR12,6;4;3;3;2;2;1;1;1,6;4;3;3;2;2;1;1;1,6;4;3;3;2;2;1;1;1,Tether containing UBX domain for GLUT4,ASPSCR1,sp|Q9BZE9|ASPC1_HUMAN Tether containing UBX domain for GLUT4 OS=Homo sapiens OX=9606 GN=ASPSCR1 PE=1 SV=1;tr|J3KRY8|J3KRY8_HUMAN Tether-containing UBX domain for GLUT4 (Fragment) OS=Homo sapiens OX=9606 GN=ASPSCR1 PE=1 SV=2;tr|J3QL04|J3QL04_HUMAN Tether-co,6,6,20.4,4.09524828417093,4.01027517941627,25.6198608471572,24.9335058894397
P25705;K7ERX7;K7EK77;K7EQH4;K7EJP1;K7ESA0;K7ENJ4,P25705;K7ERX7;K7EK77;K7EQH4;K7EJP1,6;4;4;3;3;1;1,6;4;4;3;3;1;1,6;4;4;3;3;1;1,"ATP synthase subunit alpha, mitochondrial",ATP5A1,"sp|P25705|ATPA_HUMAN ATP synthase subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1A PE=1 SV=1;tr|K7ERX7|K7ERX7_HUMAN ATP synthase subunit alpha, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=ATP5F1A PE=1 SV=1;tr|K7EK77|K7EK77_HUMAN ATP",6,6,15.6,24.1740948611407,23.341773973892,24.3424523465198,24.5314814115113
P56945;A0A2R8YFK2;A0A2R8Y6M6;A0A2R8Y4C2;A0A2R8YFS8;A0A2R8Y8C4;A0A2R8Y5C9;A0A2R8Y596;A0A2R8Y5E4;H3BVF0;H3BSY4;H3BQJ7;H3BSB2;H3BN62,P56945;A0A2R8YFK2;A0A2R8Y6M6;A0A2R8Y4C2;A0A2R8YFS8;A0A2R8Y8C4;A0A2R8Y5C9;A0A2R8Y596;A0A2R8Y5E4,6;5;5;5;5;5;5;5;4;1;1;1;1;1,6;5;5;5;5;5;5;5;4;1;1;1;1;1,6;5;5;5;5;5;5;5;4;1;1;1;1;1,Breast cancer anti-estrogen resistance protein 1,BCAR1,sp|P56945|BCAR1_HUMAN Breast cancer anti-estrogen resistance protein 1 OS=Homo sapiens OX=9606 GN=BCAR1 PE=1 SV=2;tr|A0A2R8YFK2|A0A2R8YFK2_HUMAN Breast cancer anti-estrogen resistance protein 1 OS=Homo sapiens OX=9606 GN=BCAR1 PE=1 SV=1;tr|A0A2R8Y6M6|A0A2R,6,6,11.5,4.09524828417093,4.01027517941627,26.4325139926354,25.27173913549
O00512,O00512,6,6,6,B-cell CLL/lymphoma 9 protein,BCL9,sp|O00512|BCL9_HUMAN B-cell CLL/lymphoma 9 protein OS=Homo sapiens OX=9606 GN=BCL9 PE=1 SV=4,6,6,8.8,23.6175087177701,22.868773596949,25.1355527351802,24.2324244405929
Q9NR09;A0A3B3IUB9,Q9NR09;A0A3B3IUB9,6;6,6;6,6;6,Baculoviral IAP repeat-containing protein 6,BIRC6,sp|Q9NR09|BIRC6_HUMAN Baculoviral IAP repeat-containing protein 6 OS=Homo sapiens OX=9606 GN=BIRC6 PE=1 SV=2;tr|A0A3B3IUB9|A0A3B3IUB9_HUMAN Baculoviral IAP repeat-containing protein 6 (Fragment) OS=Homo sapiens OX=9606 GN=BIRC6 PE=1 SV=1,6,6,1.6,4.09524828417093,4.01027517941627,25.6445494572262,25.6878179737847
