Gene_names,PHIP_vs_BirA_logFC,PHIP_vs_BirA_pval,Protein_IDs,Majority_protein_IDs,Peptide_counts__all_,Peptide_counts__razor_unique_,Peptide_counts__unique_,Protein_names,Fasta_headers,Number_of_proteins,Peptides,Razor___unique_peptides,Unique_peptides,Peptides_BirA_alone_N1,Peptides_BirA_alone_N2,Peptides_DCAF14_N1,Peptides_DCAF14_N2,Razor___unique_peptides_BirA_alone_N1,Razor___unique_peptides_BirA_alone_N2,Razor___unique_peptides_DCAF14_N1,Razor___unique_peptides_DCAF14_N2,Unique_peptides_BirA_alone_N1,Unique_peptides_BirA_alone_N2,Unique_peptides_DCAF14_N1,Unique_peptides_DCAF14_N2,Sequence_coverage____,Unique___razor_sequence_coverage____,Unique_sequence_coverage____,Mol__weight__kDa_,Sequence_length,Sequence_lengths,Q_value,Score,Identification_type_BirA_alone_N1,Identification_type_BirA_alone_N2,Identification_type_DCAF14_N1,Identification_type_DCAF14_N2,Ratio_H_L,Ratio_H_L_normalized,Ratio_H_L_variability____,Ratio_H_L_count,Ratio_H_L_iso_count,Ratio_H_L_type,Ratio_H_L_BirA_alone_N1,Ratio_H_L_BirA_alone_N2,Ratio_H_L_DCAF14_N1,Ratio_H_L_DCAF14_N2,Ratio_H_L_normalized_BirA_alone_N1,Ratio_H_L_normalized_BirA_alone_N2,Ratio_H_L_normalized_DCAF14_N1,Ratio_H_L_normalized_DCAF14_N2,Ratio_H_L_variability_____BirA_alone_N1,Ratio_H_L_variability_____BirA_alone_N2,Ratio_H_L_variability_____DCAF14_N1,Ratio_H_L_variability_____DCAF14_N2,Ratio_H_L_count_BirA_alone_N1,Ratio_H_L_count_BirA_alone_N2,Ratio_H_L_count_DCAF14_N1,Ratio_H_L_count_DCAF14_N2,Ratio_H_L_iso_count_BirA_alone_N1,Ratio_H_L_iso_count_BirA_alone_N2,Ratio_H_L_iso_count_DCAF14_N1,Ratio_H_L_iso_count_DCAF14_N2,Ratio_H_L_type_BirA_alone_N1,Ratio_H_L_type_BirA_alone_N2,Ratio_H_L_type_DCAF14_N1,Ratio_H_L_type_DCAF14_N2,Sequence_coverage_BirA_alone_N1____,Sequence_coverage_BirA_alone_N2____,Sequence_coverage_DCAF14_N1____,Sequence_coverage_DCAF14_N2____,Intensity,Intensity_L,Intensity_H,Intensity_BirA_alone_N1,Intensity_L_BirA_alone_N1,Intensity_H_BirA_alone_N1,Intensity_BirA_alone_N2,Intensity_L_BirA_alone_N2,Intensity_H_BirA_alone_N2,Intensity_DCAF14_N1,Intensity_L_DCAF14_N1,Intensity_H_DCAF14_N1,Intensity_DCAF14_N2,Intensity_L_DCAF14_N2,Intensity_H_DCAF14_N2,Only_identified_by_site,Reverse,Potential_contaminant,id,Peptide_IDs,Peptide_is_razor,Mod__peptide_IDs,Evidence_IDs,MS_MS_IDs,Best_MS_MS,Carbamyl__K__site_IDs,Oxidation__M__site_IDs,Carbamyl__K__site_positions,Oxidation__M__site_positions,Taxonomy_IDs,AutoID,metacell_Intensity_L_DCAF14_N1,metacell_Intensity_L_DCAF14_N2,metacell_Intensity_L_BirA_alone_N1,metacell_Intensity_L_BirA_alone_N2
SNW1,0.845634336562306,0.139627068287222,Q13573;G3V3A4;G3V4X8;G3V5R3,Q13573;G3V3A4;G3V4X8,8;7;6;2,8;7;6;2,8;7;6;2,SNW domain-containing protein 1,sp|Q13573|SNW1_HUMAN SNW domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SNW1 PE=1 SV=1;tr|G3V3A4|G3V3A4_HUMAN SNW domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SNW1 PE=1 SV=1;tr|G3V4X8|G3V4X8_HUMAN SNW domain-containing protein 1 OS=Homo s,4,8,8,8,3,4,7,8,3,4,7,8,3,4,7,8,23.7,23.7,23.7,61.494,536,536;571;374;185,0.0,11.609,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.91641,2.4932,22.827,23,5,Leave out requantified,0.86749,1.2077,0.82932,0.92792,2.5967,3.1136,2.2731,2.2585,2.7422,13.632,24.104,20.502,3,4,8,8,0,2,2,1,Leave out requantified,Median,Leave out requantified,Leave out requantified,9.1,13.4,21.1,23.7,1230900000,628320000,602550000,77856000,36364000,41492000,190010000,91161000,98845000,517180000,276570000,240610000,445830000,224230000,221610000,,,,2153,65;1571;5571;6534;10166;11511;14453;22469,True;True;True;True;True;True;True;True,65;1679;5940;7011;10958;12399;15514;23995,161;162;163;164;4504;4505;4506;4507;15044;15045;17850;17851;17852;28182;28183;28184;32013;32014;32015;39907;61774;61775;61776,285;286;287;288;289;8493;8494;28570;34014;34015;34016;34017;34018;34019;53436;53437;60575;60576;60577;60578;60579;60580;60581;60582;60583;75155;116809;116810;116811,289;8493;28570;34018;53436;60579;75155;116810,,,,,-1;-1;-1;-1,protein_2154,quanti,quanti,quanti,quanti
TRA2A,2.8754645097633,0.00750319925387982,Q13595,Q13595,6,6,6,Transformer-2 protein homolog alpha,sp|Q13595|TRA2A_HUMAN Transformer-2 protein homolog alpha OS=Homo sapiens OX=9606 GN=TRA2A PE=1 SV=1,1,6,6,6,2,2,6,6,2,2,6,6,2,2,6,6,23.0,23.0,23.0,32.688,282,282,0.0,13.83,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.37622,0.95669,16.94,17,6,Leave out requantified,0.37214,0.41669,0.33761,0.42025,0.65939,0.96024,0.94214,1.0442,30.445,30.344,19.507,14.565,2,2,7,6,1,1,3,1,Median,Median,Leave out requantified,Leave out requantified,6.4,8.2,23.0,23.0,1172100000,835510000,336570000,17963000,11974000,5988500,60273000,39029000,21244000,671960000,482090000,189870000,421880000,302410000,119460000,,,,2154,1735;5898;7178;8916;8917;21977,True;True;True;True;True;True,1854;6298;7707;9603;9604;23473,5013;5014;15883;15884;15885;19582;19583;24666;24667;24668;24669;24670;24671;60451;60452;60453;60454,9626;9627;9628;9629;9630;30249;30250;30251;30252;37148;37149;37150;46954;46955;46956;46957;46958;46959;114355;114356;114357;114358;114359;114360,9626;30250;37150;46956;46958;114356,,,,,-1,protein_2155,quanti,quanti,quanti,quanti
SNX1,-2.33922822309143,0.0064738287025238,Q13596;H0YK42;H0YK43;H0YKT3,Q13596;H0YK42,8;6;1;1,8;6;1;1,7;5;1;1,Sorting nexin-1,sp|Q13596|SNX1_HUMAN Sorting nexin-1 OS=Homo sapiens OX=9606 GN=SNX1 PE=1 SV=3;tr|H0YK42|H0YK42_HUMAN Sorting nexin-1 OS=Homo sapiens OX=9606 GN=SNX1 PE=1 SV=1,4,8,8,7,5,7,1,3,5,7,1,3,4,6,1,3,17.6,17.6,15.7,59.069,522,522;304;19;70,0.0,7.5448,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.49664,1.3002,21.012,16,2,Leave out requantified,0.44982,0.57667,0.36138,0.56032,1.4238,1.5257,0.94645,1.1202,24.664,24.582,,22.83,5,7,1,3,0,1,1,0,Leave out requantified,Leave out requantified,Median,Leave out requantified,11.7,15.7,2.7,7.7,524710000,343060000,181660000,124000000,78497000,45501000,247080000,155520000,91564000,51749000,40004000,11745000,101880000,69036000,32846000,,,,2155,2380;4019;5374;16984;21194;21204;21656;22536,True;True;True;True;True;True;True;True,2546;4292;5727;18166;22654;22664;23143;24063,6849;6850;6851;6852;11065;11066;14500;46551;46552;46553;58318;58340;58341;59633;59634;61957;61958,13207;13208;13209;13210;13211;13212;13213;13214;21132;21133;27527;87203;87204;87205;87206;110464;110505;110506;110507;112925;112926;117134;117135,13209;21133;27527;87205;110464;110505;112926;117135,,,,,-1;-1;-1;-1,protein_2156,quanti,quanti,quanti,quanti
KRR1,21.8191850684311,7.54780043069284e-07,Q13601,Q13601,4,4,4,KRR1 small subunit processome component homolog,sp|Q13601|KRR1_HUMAN KRR1 small subunit processome component homolog OS=Homo sapiens OX=9606 GN=KRR1 PE=1 SV=4,1,4,4,4,0,0,3,4,0,0,3,4,0,0,3,4,11.8,11.8,11.8,43.664,381,381,0.0,5.058,,,By MS/MS,By MS/MS,0.41213,0.93092,20.551,6,1,Leave out requantified,,,0.41619,0.4081,,,0.96475,0.93092,,,21.927,22.882,0,0,3,3,0,0,1,0,Median,Median,Median,Leave out requantified,0.0,0.0,9.2,11.8,441640000,301440000,140200000,0,0,0,0,0,0,313370000,214070000,99305000,128270000,87366000,40900000,,,,2156,2109;6482;8556;17943,True;True;True;True,2256;6956;9224;19169,6079;17702;17703;23702;23703;49194;49195,11663;33769;33770;33771;45191;45192;45193;92074;92075,11663;33769;45191;92075,,,,,-1,protein_2157,quanti,quanti,imputed MEC,imputed MEC
TSTA3,-2.30074086167188,0.00570059807865832,Q13630;E9PKL9;H0YCP7;E9PLH9;E9PP14;A0A0J9YX13;E9PP60,Q13630;E9PKL9,6;4;2;2;2;2;1,6;4;2;2;2;2;1,6;4;2;2;2;2;1,GDP-L-fucose synthase,sp|Q13630|FCL_HUMAN GDP-L-fucose synthase OS=Homo sapiens OX=9606 GN=TSTA3 PE=1 SV=1;tr|E9PKL9|E9PKL9_HUMAN GDP-L-fucose synthase (Fragment) OS=Homo sapiens OX=9606 GN=TSTA3 PE=1 SV=1,7,6,6,6,5,5,1,2,5,5,1,2,5,5,1,2,18.1,18.1,18.1,35.892,321,321;268;64;118;198;221;115,0.0,14.741,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.34254,0.88974,13.248,13,6,Leave out requantified,0.34202,0.40417,0.31457,0.4351,0.98589,1.003,0.88861,1.0316,15.482,24.276,,10.194,5,5,1,2,3,3,0,0,Median,Median,Median,Median,14.3,17.8,3.7,5.9,506600000,363550000,143050000,113630000,82135000,31492000,233680000,164830000,68851000,59194000,45348000,13846000,100100000,71239000,28862000,,,,2158,8609;14904;17624;17625;19401;19402,True;True;True;True;True;True,9279;15983;18841;18842;20718;20719,23842;23843;23844;41115;41116;48319;48320;48321;53220;53221;53222;53223;53224,45457;45458;45459;45460;45461;77507;77508;90460;90461;90462;90463;90464;100396;100397;100398;100399;100400,45457;77508;90461;90464;100396;100400,,,,,-1;-1;-1;-1;-1;-1;-1,protein_2159,quanti,quanti,quanti,quanti
RAB31;RAB22A,1.20213814386606,0.169074318148111,Q13636;Q9UL26;J3QR51,Q13636;Q9UL26;J3QR51,3;2;2,3;2;2,3;2;2,Ras-related protein Rab-31;Ras-related protein Rab-22A,sp|Q13636|RAB31_HUMAN Ras-related protein Rab-31 OS=Homo sapiens OX=9606 GN=RAB31 PE=1 SV=1;sp|Q9UL26|RB22A_HUMAN Ras-related protein Rab-22A OS=Homo sapiens OX=9606 GN=RAB22A PE=1 SV=2;tr|J3QR51|J3QR51_HUMAN Ras-related protein Rab-31 OS=Homo sapiens OX=9,3,3,3,3,1,1,3,1,1,1,3,1,1,1,3,1,18.6,18.6,18.6,21.569,194,194;194;74,0.0,6.5752,By matching,By MS/MS,By MS/MS,By MS/MS,0.89334,2.1526,59.741,6,1,Leave out requantified,0.86525,0.92235,0.66212,0.53609,2.2419,2.0669,1.9775,1.2313,,,56.959,,1,1,3,1,0,0,1,0,Median,Median,Median,Median,5.7,5.7,18.6,5.7,271200000,155940000,115260000,17988000,9305900,8681900,20924000,10271000,10653000,191460000,109630000,81831000,40825000,26736000,14089000,,,,2159,5114;14093;19646,True;True;True,5454;15141;20979,13826;13827;38939;53912;53913;53914,26246;26247;26248;26249;26250;26251;73331;101812;101813;101814,26251;73331;101813,,,,,-1;-1;-1,protein_2160,quanti,quanti,quanti,quanti
MOGS,2.68241171967883,0.00900857957453804,Q13724;A0A3B3IRK6;A0A3B3IRW2;A0A3B3IS52;A0A3B3ITC1;A0A3B3IRI7;C9JDQ1;A0A3B3ITU6;B8ZZE2,Q13724;A0A3B3IRK6;A0A3B3IRW2,11;9;8;5;3;2;2;2;2,11;9;8;5;3;2;2;2;2,11;9;8;5;3;2;2;2;2,Mannosyl-oligosaccharide glucosidase,sp|Q13724|MOGS_HUMAN Mannosyl-oligosaccharide glucosidase OS=Homo sapiens OX=9606 GN=MOGS PE=1 SV=5;tr|A0A3B3IRK6|A0A3B3IRK6_HUMAN Mannosyl-oligosaccharide glucosidase (Fragment) OS=Homo sapiens OX=9606 GN=MOGS PE=1 SV=1;tr|A0A3B3IRW2|A0A3B3IRW2_HUMAN Mann,9,11,11,11,2,1,10,7,2,1,10,7,2,1,10,7,21.6,21.6,21.6,91.916,837,837;715;562;428;294;113;145;208;209,0.0,36.406,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.45081,1.135,13.534,20,6,Leave out requantified,0.41926,0.47083,0.38778,0.47893,1.2143,1.1793,1.0612,1.2139,21.825,,16.853,10.713,2,1,10,7,1,0,3,2,Median,Median,Leave out requantified,Leave out requantified,3.2,1.8,20.1,14.0,1409500000,983820000,425640000,50156000,32490000,17666000,32083000,22285000,9797900,928010000,671750000,256260000,399200000,257290000,141910000,,,,2161,3656;4984;5986;7465;10218;10969;11046;16084;16973;17415;21285,True;True;True;True;True;True;True;True;True;True;True,3904;5316;6406;8032;11011;11813;11892;17211;18154;18622;22754,10133;10134;13477;13478;16213;16214;16215;16216;20533;28339;28340;30442;30443;30444;30642;44091;46524;46525;47741;58607;58608,19418;19419;19420;19421;19422;19423;25620;25621;30957;30958;30959;30960;30961;30962;30963;39154;39155;53726;53727;53728;53729;53730;53731;53732;53733;57689;57690;57691;57692;57693;57694;57695;58037;58038;82652;87156;87157;87158;89461;111015,19422;25620;30959;39154;53729;57693;58037;82652;87156;89461;111015,,,,,-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_2162,quanti,quanti,quanti,quanti
ALCAM,2.16033619019544,0.00155025004200968,Q13740;F5GXJ9;H7C543,Q13740;F5GXJ9,16;15;7,16;15;7,16;15;7,CD166 antigen,sp|Q13740|CD166_HUMAN CD166 antigen OS=Homo sapiens OX=9606 GN=ALCAM PE=1 SV=2;tr|F5GXJ9|F5GXJ9_HUMAN CD166 antigen OS=Homo sapiens OX=9606 GN=ALCAM PE=1 SV=1,3,16,16,16,5,4,15,14,5,4,15,14,5,4,15,14,37.6,37.6,37.6,65.102,583,583;532;344,0.0,47.013,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.45728,1.2023,16.76,56,7,Leave out requantified,0.30321,0.39352,0.45728,0.5093,0.98246,1.0636,1.2485,1.2936,26.26,7.2908,44.059,19.502,5,6,23,22,1,2,2,2,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,9.6,7.0,35.7,32.9,4972600000,3374000000,1598700000,174180000,123980000,50202000,242180000,162930000,79245000,2505100000,1753900000,751190000,2051200000,1333200000,718050000,,,,2162,387;1344;1345;4375;5517;10525;15368;17281;17662;17670;17671;17935;19165;19874;20472;21603,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,406;1429;1430;1431;4663;5878;11346;16463;18481;18880;18888;18889;19161;20462;21219;21885;21886;23089,1054;1055;1056;1057;3796;3797;3798;3799;3800;3801;3802;3803;3804;3805;3806;3807;3808;11852;11853;11854;11855;11856;11857;11858;14881;14882;14883;14884;29325;42259;42260;47402;48435;48436;48455;48456;48457;48458;49175;49176;52506;52507;54509;54510;54511;54512;56358;56359;56360;56361;56362;56363;59482;59483;59484;59485;59486,2032;2033;2034;2035;2036;2037;2038;7115;7116;7117;7118;7119;7120;7121;7122;7123;7124;7125;7126;7127;7128;7129;7130;7131;7132;7133;7134;7135;7136;7137;7138;7139;7140;7141;22520;22521;22522;22523;22524;22525;22526;22527;22528;22529;22530;22531;22532;22533;28237;28238;28239;28240;28241;55618;55619;79597;79598;79599;79600;88797;88798;88799;88800;90669;90670;90671;90672;90673;90674;90675;90676;90697;90698;90699;92031;92032;92033;92034;92035;98840;103001;103002;103003;103004;106685;106686;106687;106688;106689;106690;106691;106692;112681;112682;112683;112684;112685;112686;112687;112688;112689;112690;112691;112692,2033;7122;7136;22527;28239;55619;79597;88798;90671;90697;90699;92034;98840;103001;106689;112687,,,,,-1;-1;-1,protein_2163,quanti,quanti,quanti,quanti
LAMB3,18.580729658132,7.24048368786555e-06,Q13751;X1WI29;Q5THA1,Q13751,4;1;1,4;1;1,4;1;1,Laminin subunit beta-3,sp|Q13751|LAMB3_HUMAN Laminin subunit beta-3 OS=Homo sapiens OX=9606 GN=LAMB3 PE=1 SV=1,3,4,4,4,0,0,3,1,0,0,3,1,0,0,3,1,5.3,5.3,5.3,129.57,1172,1172;159;188,0.0,3.1163,,,By MS/MS,By MS/MS,2.9135,6.6883,117.59,4,4,Median,,,3.4088,0.37297,,,7.6321,0.6879,,,16.906,,0,0,3,1,0,0,3,1,Median,Median,Median,Median,0.0,0.0,2.6,2.6,112920000,36444000,76480000,0,0,0,0,0,0,104050000,29270000,74777000,8875900,7173500,1702400,,,,2163,5315;11638;16583;19466,True;True;True;True,5664;12534;17737;20787,14342;32361;45358;53399,27210;61216;84938;100767,27210;61216;84938;100767,,,,,-1;-1;-1,protein_2164,quanti,quanti,imputed MEC,imputed MEC
SPTAN1,3.99300795207464,8.78515088861539e-05,Q13813;A0A0D9SGF6;A0A0D9SF54;A0A0D9SFF6;A0A1B0GTB7;A0A1B0GV13;A0A1B0GUH3;A0A0D9SFH4,Q13813;A0A0D9SGF6;A0A0D9SF54,52;51;50;3;2;2;1;1,52;51;50;3;2;2;1;1,52;51;50;3;2;2;1;1,"Spectrin alpha chain, non-erythrocytic 1","sp|Q13813|SPTN1_HUMAN Spectrin alpha chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTAN1 PE=1 SV=3;tr|A0A0D9SGF6|A0A0D9SGF6_HUMAN Spectrin alpha chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTAN1 PE=1 SV=1;tr|A0A0D9SF54|A0A0D9SF54_HUMAN Sp",8,52,52,52,3,5,42,44,3,5,42,44,3,5,42,44,29.9,29.9,29.9,284.54,2472,2472;2498;2457;153;22;103;51;68,0.0,150.86,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.35281,0.8779,24.305,101,37,Leave out requantified,0.24542,0.43487,0.28783,0.3794,0.83972,0.87769,0.79791,0.95059,17.82,29.994,21.216,25.258,3,5,46,47,2,0,18,17,Plateau,Leave out requantified,Leave out requantified,Leave out requantified,2.2,2.0,24.8,25.8,7110300000,5111300000,1999000000,80373000,59839000,20534000,102870000,70538000,32334000,3324600000,2434100000,890480000,3602500000,2546800000,1055700000,,,,2164,160;866;1165;1545;1879;1995;3148;3483;3612;4152;4263;4277;5007;5165;6324;6646;6822;7062;7508;7650;9633;9635;9651;9802;10014;10127;10316;10462;10677;10854;11141;11241;11244;11510;11949;12290;12412;13837;14698;15264;15293;15642;17189;17499;17594;17655;19573;20426;20427;20758;21683;21833,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,164;905;1237;1646;2013;2133;3364;3722;3859;4432;4548;4562;5341;5506;6782;7136;7325;7579;8079;8248;10377;10379;10399;10562;10789;10915;11116;11274;11503;11693;11996;12102;12105;12398;12861;13220;13343;14862;15766;16358;16387;16750;18381;18708;18809;18873;20900;21836;21837;22197;23172;23323,413;2346;2347;3279;4403;4404;4405;5431;5432;5738;8876;9722;9723;10039;10040;11377;11378;11621;11622;11646;11647;13539;13540;13960;13961;17250;18197;18198;18642;18643;18644;18645;19251;19252;19253;20625;20626;21101;21102;26625;26627;26628;26682;27104;27710;27711;27712;27713;27714;28047;28048;28049;28050;28634;29131;29132;29645;30139;30140;30917;30918;31179;31180;31184;32011;32012;33161;33162;34039;34040;34342;34343;38171;38172;40561;40562;40563;42021;42022;42023;42093;42938;47119;47120;47949;47950;47951;48222;48414;48415;53695;53696;56236;56237;56238;56239;57143;57144;59697;59698;60072;60073,776;4360;6132;8302;8303;8304;8305;8306;10429;10430;10982;17043;18632;18633;19260;19261;21718;22104;22105;22139;22140;25723;25724;25725;26479;26480;32937;34680;34681;34682;34683;34684;34685;35483;35484;35485;35486;35487;35488;35489;35490;36557;36558;36559;36560;39322;39323;39324;40208;40209;40210;40211;50710;50711;50713;50714;50715;50716;50832;50833;50834;51612;52585;52586;52587;53191;53192;53193;53194;53195;54292;54293;55280;56122;57112;57113;58617;58618;59064;59065;59068;59069;60573;60574;62753;62754;64253;64254;64757;71790;71791;71792;71793;71794;71795;71796;71797;76466;76467;76468;76469;76470;76471;79197;79331;79332;80762;88226;88227;88228;89816;89817;89818;89819;90257;90636;90637;101394;106429;106430;106431;106432;106433;106434;108248;108249;113044;113045;113669;113670;113671,776;4360;6132;8303;10429;10982;17043;18633;19261;21718;22105;22139;25723;26479;32937;34680;35488;36557;39324;40209;50710;50715;50832;51612;52587;53194;54293;55280;56122;57113;58617;59064;59069;60573;62753;64254;64757;71791;76466;79197;79332;80762;88226;89817;90257;90636;101394;106430;106434;108249;113044;113669,,,,,-1;-1;-1;-1;-1;-1;-1;-1,protein_2165,quanti,quanti,quanti,quanti
GNL2,20.0811037838989,8.54295239693844e-08,Q13823;H0YG10,Q13823;H0YG10,3;2,3;2,3;2,Nucleolar GTP-binding protein 2,sp|Q13823|NOG2_HUMAN Nucleolar GTP-binding protein 2 OS=Homo sapiens OX=9606 GN=GNL2 PE=1 SV=1;tr|H0YG10|H0YG10_HUMAN Nucleolar GTP-binding protein 2 (Fragment) OS=Homo sapiens OX=9606 GN=GNL2 PE=1 SV=2,2,3,3,3,0,0,2,2,0,0,2,2,0,0,2,2,5.6,5.6,5.6,83.654,731,731;233,0.0,3.0965,,,By MS/MS,By MS/MS,1.2947,3.1445,141.27,4,4,Median,,,1.5656,0.43263,,,4.2498,0.88995,,,46.486,182.39,0,0,2,2,0,0,2,2,Median,Median,Median,Median,0.0,0.0,3.0,3.7,155190000,82106000,73085000,0,0,0,0,0,0,101010000,43228000,57785000,54178000,38878000,15300000,,,,2165,5691;15398;20184,True;True;True,6067;16495;21564,15348;15349;42336;55484,29157;29158;79736;104940;104941,29157;79736;104940,,,,,-1;-1,protein_2166,quanti,quanti,imputed MEC,imputed MEC
DDX39B,0.654991422149433,0.171639857664583,Q13838;Q5STU3;A0A0G2JJZ9;A0A140T9X3;F6WLT2;F6TRA5;A0A0A0MT12;F6S4E6;A0A140T996;A0A140TA18;F6UJC5;A0A140T9X9;H0Y400;A0A140T9K1;A0A140T973;F6R6M7;A0A140T9L4;A0A0G2JJL7;F6QYI9;A0A0G2JHN7;F6S2B7;F6U6E2;H0YCC6;A0A140T9N3;A0A140T9K2,Q13838;Q5STU3;A0A0G2JJZ9;A0A140T9X3;F6WLT2;F6TRA5;A0A0A0MT12;F6S4E6,23;22;18;17;15;13;13;12;10;10;10;10;9;8;8;7;7;6;6;5;5;5;4;2;2,23;22;18;17;15;13;13;12;10;10;10;10;9;8;8;7;7;6;6;5;5;5;4;2;2,10;10;9;9;7;6;6;5;6;7;7;7;3;5;5;2;4;1;1;1;1;1;3;1;1,Spliceosome RNA helicase DDX39B,sp|Q13838|DX39B_HUMAN Spliceosome RNA helicase DDX39B OS=Homo sapiens OX=9606 GN=DDX39B PE=1 SV=1;tr|Q5STU3|Q5STU3_HUMAN Spliceosome RNA helicase DDX39B OS=Homo sapiens OX=9606 GN=DDX39B PE=1 SV=2;tr|A0A0G2JJZ9|A0A0G2JJZ9_HUMAN Spliceosome RNA helicase DDX,25,23,23,10,15,13,17,18,15,13,17,18,6,5,8,6,61.4,61.4,36.4,48.991,428,428;425;328;325;289;238;235;231;189;247;245;179;187;138;135;197;131;187;187;95;132;125;141;97;64,0.0,106.02,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.35322,0.94959,18.916,81,25,Leave out requantified,0.27659,0.37384,0.32521,0.37521,0.99878,0.99681,0.9359,0.91262,19.834,15.28,26.758,15.027,16,12,27,26,7,2,7,9,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,45.1,49.3,50.5,54.0,12816000000,9210000000,3605700000,1501100000,1143900000,357160000,1153400000,790770000,362630000,5612700000,4128000000,1484700000,4548500000,3147300000,1401200000,,,,2166,522;1121;2680;2938;3528;4014;5216;6375;6606;6929;6930;7283;7284;8599;12685;14151;15769;15863;15952;19594;20770;22366;22367,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,549;1190;2866;2867;3143;3144;3769;4287;5560;6836;6837;7093;7435;7436;7437;7438;7829;7830;9268;9269;13633;15204;15205;16882;16984;17079;20924;22209;22210;23889;23890,1402;1403;1404;3155;3156;3157;3158;7664;7665;7666;7667;7668;8346;8347;8348;8349;8350;8351;9828;9829;9830;9831;11053;11054;11055;14098;17371;17372;17373;18061;18062;18886;18887;18888;18889;18890;18891;18892;18893;18894;18895;18896;18897;19944;19945;19946;19947;23821;23822;23823;23824;23825;23826;35051;35052;35053;39103;39104;39105;39106;39107;39108;43246;43247;43248;43470;43758;43759;43760;43761;53757;57178;57179;57180;57181;57182;61493;61494;61495;61496;61497;61498;61499,2625;2626;2627;2628;2629;5923;5924;5925;5926;5927;14711;14712;14713;14714;14715;14716;14717;14718;14719;14720;16069;16070;16071;16072;16073;16074;16075;16076;16077;16078;16079;16080;18865;18866;18867;18868;18869;18870;18871;21115;21116;21117;21118;21119;26726;33107;33108;33109;34452;35893;35894;35895;35896;35897;35898;35899;35900;35901;35902;35903;35904;35905;35906;35907;35908;35909;35910;37884;37885;37886;37887;37888;37889;37890;37891;37892;45415;45416;45417;45418;45419;45420;45421;45422;45423;45424;45425;45426;45427;45428;45429;45430;45431;45432;45433;45434;45435;45436;66043;66044;66045;66046;66047;73657;73658;73659;73660;73661;73662;73663;73664;73665;73666;81243;81244;81245;81246;81247;81248;81646;82146;82147;82148;82149;82150;82151;82152;82153;101498;101499;108324;108325;108326;108327;108328;108329;108330;108331;108332;108333;108334;108335;108336;108337;108338;116280;116281;116282;116283;116284;116285;116286;116287;116288;116289;116290,2629;5924;14714;16075;18869;21116;26726;33109;34452;35896;35906;37884;37885;45427;66046;73657;81245;81646;82148;101498;108334;116280;116289,,,,,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_2167,quanti,quanti,quanti,quanti
