Unnamed: 0,BTRCvsBirA,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
MAPK1,-0.0117762032006505,0.962855611705553,0,P28482,13,13,10,Mitogen-activated protein kinase 1,MAPK1,sp|P28482|MK01_HUMAN Mitogen-activated protein kinase 1 OS=Homo sapiens OX=9606 GN=MAPK1 PE=1 SV=3,13,10,40.3,360,0.0117762032006505,0.962855611705553
LAP3,0.251462498202051,0.217698159466257,0,P28838,21;8;2,21;8;2,21;8;2,Cytosol aminopeptidase,LAP3,sp|P28838|AMPL_HUMAN Cytosol aminopeptidase OS=Homo sapiens OX=9606 GN=LAP3 PE=1 SV=3,21,21,54.9,519,-0.251462498202051,0.217698159466257
IMPA1,0.332705100229404,0.137015877107399,0,P29218;H0YBL1;E5RIP7;E5RG13,7;6;5;4;2;2;2;2;1,7;6;5;4;2;2;2;2;1,7;6;5;4;2;2;2;2;1,Inositol monophosphatase 1,IMPA1,sp|P29218|IMPA1_HUMAN Inositol monophosphatase 1 OS=Homo sapiens OX=9606 GN=IMPA1 PE=1 SV=1;tr|H0YBL1|H0YBL1_HUMAN Inositol-1-monophosphatase (Fragment) OS=Homo sapiens OX=9606 GN=IMPA1 PE=1 SV=1;tr|E5RIP7|E5RIP7_HUMAN Inositol-1-monophosphatase (Fragment),7,7,32.5,277,-0.332705100229404,0.137015877107399
TKT,0.623131345465648,0.0244377310291887,0,P29401;A0A0B4J1R6;E9PFF2,31;24;16;7;2,31;24;16;7;2,31;24;16;7;2,Transketolase,TKT,sp|P29401|TKT_HUMAN Transketolase OS=Homo sapiens OX=9606 GN=TKT PE=1 SV=3;tr|A0A0B4J1R6|A0A0B4J1R6_HUMAN Transketolase OS=Homo sapiens OX=9606 GN=TKT PE=1 SV=1;tr|E9PFF2|E9PFF2_HUMAN Transketolase OS=Homo sapiens OX=9606 GN=TKT PE=1 SV=1,31,31,66.9,623,-0.623131345465648,0.0244377310291887
ERP29,-0.433288086020198,0.0894653647106172,0,P30040;F8VY02,14;10;2,14;10;2,14;10;2,Endoplasmic reticulum resident protein 29,ERP29,sp|P30040|ERP29_HUMAN Endoplasmic reticulum resident protein 29 OS=Homo sapiens OX=9606 GN=ERP29 PE=1 SV=4;tr|F8VY02|F8VY02_HUMAN Endoplasmic reticulum resident protein 29 OS=Homo sapiens OX=9606 GN=ERP29 PE=1 SV=1,14,14,49.4,261,0.433288086020198,0.0894653647106172
PRDX6,0.3025716302379,0.25469998516932,0,P30041,20,20,20,Peroxiredoxin-6,PRDX6,sp|P30041|PRDX6_HUMAN Peroxiredoxin-6 OS=Homo sapiens OX=9606 GN=PRDX6 PE=1 SV=3,20,20,79.5,224,-0.3025716302379,0.25469998516932
BLVRB,-0.209823357651648,0.416960894051453,0,P30043;M0R192;A0A2R8YEP4,6;4;4;1;1,6;4;4;1;1,6;4;4;1;1,Flavin reductase (NADPH),BLVRB,sp|P30043|BLVRB_HUMAN Flavin reductase (NADPH) OS=Homo sapiens OX=9606 GN=BLVRB PE=1 SV=3;tr|M0R192|M0R192_HUMAN Flavin reductase (NADPH) OS=Homo sapiens OX=9606 GN=BLVRB PE=1 SV=1;tr|A0A2R8YEP4|A0A2R8YEP4_HUMAN Flavin reductase (NADPH) OS=Homo sapiens OX=,6,6,36.4,206,0.209823357651648,0.416960894051453
PRDX5,-0.2979634217399,0.186775009537046,0,P30044,10,10,10,"Peroxiredoxin-5, mitochondrial",PRDX5,"sp|P30044|PRDX5_HUMAN Peroxiredoxin-5, mitochondrial OS=Homo sapiens OX=9606 GN=PRDX5 PE=1 SV=4",10,10,46.3,214,0.2979634217399,0.186775009537046
DDT;DDTL,0.43316213857793,0.268821700545784,0,P30046;A6NHG4;J3KQ18;B5MC82,4;3;3;3;1,4;3;3;3;1,4;3;3;3;1,D-dopachrome decarboxylase;D-dopachrome decarboxylase-like protein,DDT;DDTL,sp|P30046|DOPD_HUMAN D-dopachrome decarboxylase OS=Homo sapiens OX=9606 GN=DDT PE=1 SV=3;sp|A6NHG4|DDTL_HUMAN D-dopachrome decarboxylase-like protein OS=Homo sapiens OX=9606 GN=DDTL PE=2 SV=1;tr|J3KQ18|J3KQ18_HUMAN D-dopachrome decarboxylase OS=Homo sapien,4,4,47.5,118,-0.43316213857793,0.268821700545784
PRDX3,0.131898911879048,0.533272922871598,0,P30048,13,13,13,"Thioredoxin-dependent peroxide reductase, mitochondrial",PRDX3,"sp|P30048|PRDX3_HUMAN Thioredoxin-dependent peroxide reductase, mitochondrial OS=Homo sapiens OX=9606 GN=PRDX3 PE=1 SV=3",13,13,48.8,256,-0.131898911879048,0.533272922871598
ATP5D,0.18403910457725,0.598493030641481,0,P30049,4,4,4,"ATP synthase subunit delta, mitochondrial",ATP5D,"sp|P30049|ATPD_HUMAN ATP synthase subunit delta, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1D PE=1 SV=2",4,4,39.3,168,-0.18403910457725,0.598493030641481
RPL12,0.753197787839196,0.0101592137177959,0,P30050,9,9,9,60S ribosomal protein L12,RPL12,sp|P30050|RL12_HUMAN 60S ribosomal protein L12 OS=Homo sapiens OX=9606 GN=RPL12 PE=1 SV=1,9,9,66.7,165,-0.753197787839196,0.0101592137177959
ECHS1,0.290077018979952,0.220435045833483,0,P30084,11,11,11,"Enoyl-CoA hydratase, mitochondrial",ECHS1,"sp|P30084|ECHM_HUMAN Enoyl-CoA hydratase, mitochondrial OS=Homo sapiens OX=9606 GN=ECHS1 PE=1 SV=4",11,11,48.6,290,-0.290077018979952,0.220435045833483
CMPK1,0.922757809665302,0.0293040651858214,0,P30085;Q5T0D2,6;4;1,6;4;1,6;4;1,UMP-CMP kinase,CMPK1,sp|P30085|KCY_HUMAN UMP-CMP kinase OS=Homo sapiens OX=9606 GN=CMPK1 PE=1 SV=3;tr|Q5T0D2|Q5T0D2_HUMAN UMP-CMP kinase OS=Homo sapiens OX=9606 GN=CMPK1 PE=1 SV=1,6,6,36.7,196,-0.922757809665302,0.0293040651858214
PEBP1,0.203714644592099,0.345419337596523,0,P30086,10,10,10,Phosphatidylethanolamine-binding protein 1;Hippocampal cholinergic neurostimulating peptide,PEBP1,sp|P30086|PEBP1_HUMAN Phosphatidylethanolamine-binding protein 1 OS=Homo sapiens OX=9606 GN=PEBP1 PE=1 SV=3,10,10,75.9,187,-0.203714644592099,0.345419337596523
PDIA3,0.251119126462103,0.307674996239964,0,P30101,32,32,25,Protein disulfide-isomerase A3,PDIA3,sp|P30101|PDIA3_HUMAN Protein disulfide-isomerase A3 OS=Homo sapiens OX=9606 GN=PDIA3 PE=1 SV=4,32,25,61,505,-0.251119126462103,0.307674996239964
PPP2R1A,-0.654249528968947,0.0359636886686248,0,P30153;B3KQV6;C9J9C1,21;13;11;6;2;2;2,21;13;11;6;2;2;2,17;12;8;6;0;0;0,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform,PPP2R1A,sp|P30153|2AAA_HUMAN Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform OS=Homo sapiens OX=9606 GN=PPP2R1A PE=1 SV=4;tr|B3KQV6|B3KQV6_HUMAN Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform OS=,21,17,40.7,589,0.654249528968947,0.0359636886686248
PPP2R1B,0.628348335008603,0.0155194362109768,0,P30154,7;2,3;1,3;1,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform,PPP2R1B,sp|P30154|2AAB_HUMAN Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform OS=Homo sapiens OX=9606 GN=PPP2R1B PE=1 SV=3,7,3,14.3,601,-0.628348335008603,0.0155194362109768
PPIF,0.783476204845903,0.00749448295027692,0,P30405;R4GN99;H0Y548,11;6;6,11;6;6,11;6;6,"Peptidyl-prolyl cis-trans isomerase F, mitochondrial;Peptidyl-prolyl cis-trans isomerase",PPIF,"sp|P30405|PPIF_HUMAN Peptidyl-prolyl cis-trans isomerase F, mitochondrial OS=Homo sapiens OX=9606 GN=PPIF PE=1 SV=1;tr|R4GN99|R4GN99_HUMAN Peptidyl-prolyl cis-trans isomerase OS=Homo sapiens OX=9606 GN=PPIF PE=1 SV=1;tr|H0Y548|H0Y548_HUMAN Peptidyl-prolyl",11,11,74.9,207,-0.783476204845903,0.00749448295027692
NMT1,-0.0247570876199508,0.939647044818344,0,P30419;K7EN82;B7Z8J4,3;2;2,3;2;2,3;2;2,Glycylpeptide N-tetradecanoyltransferase 1,NMT1,sp|P30419|NMT1_HUMAN Glycylpeptide N-tetradecanoyltransferase 1 OS=Homo sapiens OX=9606 GN=NMT1 PE=1 SV=2;tr|K7EN82|K7EN82_HUMAN Glycylpeptide N-tetradecanoyltransferase 1 (Fragment) OS=Homo sapiens OX=9606 GN=NMT1 PE=1 SV=1;tr|B7Z8J4|B7Z8J4_HUMAN Glycylpe,3,3,8.3,496,0.0247570876199508,0.939647044818344
ADSS,0.600237003503555,0.0191572290391861,0,P30520,2,2,2,Adenylosuccinate synthetase isozyme 2,ADSS,sp|P30520|PURA2_HUMAN Adenylosuccinate synthetase isozyme 2 OS=Homo sapiens OX=9606 GN=ADSS2 PE=1 SV=3,2,2,7.7,456,-0.600237003503555,0.0191572290391861
SERPINB1,-1.05866598708822,0.00250561922077352,1,P30740,2,2,2,Leukocyte elastase inhibitor,SERPINB1,sp|P30740|ILEU_HUMAN Leukocyte elastase inhibitor OS=Homo sapiens OX=9606 GN=SERPINB1 PE=1 SV=1,2,2,6.6,379,1.05866598708822,0.00250561922077352
ALDH1B1,0.77551080481505,0.0084883525854254,0,P30837,12;1,12;1,12;1,"Aldehyde dehydrogenase X, mitochondrial",ALDH1B1,"sp|P30837|AL1B1_HUMAN Aldehyde dehydrogenase X, mitochondrial OS=Homo sapiens OX=9606 GN=ALDH1B1 PE=1 SV=3",12,12,35.8,517,-0.77551080481505,0.0084883525854254
SDHA,0.947922211271951,0.175569821649005,0,P31040;D6RFM5;A0A087X1I3;A0A494C1T6,14;11;9;8;1,14;11;9;8;1,14;11;9;8;1,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial",SDHA,"sp|P31040|SDHA_HUMAN Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial OS=Homo sapiens OX=9606 GN=SDHA PE=1 SV=2;tr|D6RFM5|D6RFM5_HUMAN Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial OS=Homo sapiens OX=9606",14,14,23.8,664,-0.947922211271951,0.175569821649005
GDI1,0.237307292885401,0.456664967410161,0,P31150,13;4,4;1,4;1,Rab GDP dissociation inhibitor alpha,GDI1,sp|P31150|GDIA_HUMAN Rab GDP dissociation inhibitor alpha OS=Homo sapiens OX=9606 GN=GDI1 PE=1 SV=2,13,4,33.6,447,-0.237307292885401,0.456664967410161
MAT2A,0.209907785704102,0.523358733592785,0,P31153,9;1,9;1,9;1,S-adenosylmethionine synthase isoform type-2,MAT2A,sp|P31153|METK2_HUMAN S-adenosylmethionine synthase isoform type-2 OS=Homo sapiens OX=9606 GN=MAT2A PE=1 SV=1,9,9,21.3,395,-0.209907785704102,0.523358733592785
RRM2,-2.00835526354055,0.000595373757224186,1,P31350;A0A286YFD6;C9JXC1,10;9;6,10;9;6,10;9;6,Ribonucleoside-diphosphate reductase subunit M2,RRM2,sp|P31350|RIR2_HUMAN Ribonucleoside-diphosphate reductase subunit M2 OS=Homo sapiens OX=9606 GN=RRM2 PE=1 SV=1;tr|A0A286YFD6|A0A286YFD6_HUMAN Ribonucleoside-diphosphate reductase subunit M2 OS=Homo sapiens OX=9606 GN=RRM2 PE=1 SV=1;tr|C9JXC1|C9JXC1_HUMAN R,10,10,34.4,389,2.00835526354055,0.000595373757224186
DNAJA1,0.693276408380103,0.011733380792954,0,P31689,6,6,6,DnaJ homolog subfamily A member 1,DNAJA1,sp|P31689|DNJA1_HUMAN DnaJ homolog subfamily A member 1 OS=Homo sapiens OX=9606 GN=DNAJA1 PE=1 SV=2,6,6,24.2,397,-0.693276408380103,0.011733380792954
UQCRC1,0.320375488043299,0.192055375964652,0,P31930,19,19,19,"Cytochrome b-c1 complex subunit 1, mitochondrial",UQCRC1,"sp|P31930|QCR1_HUMAN Cytochrome b-c1 complex subunit 1, mitochondrial OS=Homo sapiens OX=9606 GN=UQCRC1 PE=1 SV=3",19,19,44,480,-0.320375488043299,0.192055375964652
HIBADH,-1.11061690825587,0.00163131694973665,1,P31937;H7BZL2,3;2,3;2,3;2,"3-hydroxyisobutyrate dehydrogenase, mitochondrial",HIBADH,"sp|P31937|3HIDH_HUMAN 3-hydroxyisobutyrate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=HIBADH PE=1 SV=2;tr|H7BZL2|H7BZL2_HUMAN 3-hydroxyisobutyrate dehydrogenase, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=HIBADH PE=1 SV=1",3,3,16.7,336,1.11061690825587,0.00163131694973665
ATIC,0.177036528571052,0.518455846415572,0,P31939,29;10;8;4,29;10;8;4,29;10;8;4,Bifunctional purine biosynthesis protein PURH;Phosphoribosylaminoimidazolecarboxamide formyltransferase;IMP cyclohydrolase,ATIC,sp|P31939|PUR9_HUMAN Bifunctional purine biosynthesis protein ATIC OS=Homo sapiens OX=9606 GN=ATIC PE=1 SV=3,29,29,60.3,592,-0.177036528571052,0.518455846415572
HNRNPH3,-0.2190170763066,0.317186668144243,0,P31942,13,12,12,Heterogeneous nuclear ribonucleoprotein H3,HNRNPH3,sp|P31942|HNRH3_HUMAN Heterogeneous nuclear ribonucleoprotein H3 OS=Homo sapiens OX=9606 GN=HNRNPH3 PE=1 SV=2,13,12,49.1,346,0.2190170763066,0.317186668144243
YWHAB,-0.0227103807710509,0.923480267792551,0,P31946;Q4VY20;Q4VY19;A0A0J9YWE8,23;13;13;13;7,15;10;10;10;4,13;8;8;8;4,"14-3-3 protein beta/alpha;14-3-3 protein beta/alpha, N-terminally processed",YWHAB,sp|P31946|1433B_HUMAN 14-3-3 protein beta/alpha OS=Homo sapiens OX=9606 GN=YWHAB PE=1 SV=3;tr|Q4VY20|Q4VY20_HUMAN 14-3-3 protein beta/alpha (Fragment) OS=Homo sapiens OX=9606 GN=YWHAB PE=1 SV=1;tr|Q4VY19|Q4VY19_HUMAN 14-3-3 protein beta/alpha (Fragment) OS,23,13,75.6,246,0.0227103807710509,0.923480267792551
SFN,1.25230348713585,0.00355717414704062,1,P31947,20,17,17,14-3-3 protein sigma,SFN,sp|P31947|1433S_HUMAN 14-3-3 protein sigma OS=Homo sapiens OX=9606 GN=SFN PE=1 SV=1,20,17,88.3,248,-1.25230348713585,0.00355717414704062
STIP1,0.481474691241598,0.0496177344560677,0,P31948;F5H783,33;17;13;5,33;17;13;5,33;17;13;5,Stress-induced-phosphoprotein 1,STIP1,sp|P31948|STIP1_HUMAN Stress-induced-phosphoprotein 1 OS=Homo sapiens OX=9606 GN=STIP1 PE=1 SV=1;tr|F5H783|F5H783_HUMAN Stress-induced-phosphoprotein 1 OS=Homo sapiens OX=9606 GN=STIP1 PE=1 SV=1,33,33,59.9,543,-0.481474691241598,0.0496177344560677
S100A11,-0.18947466690275,0.330412361726062,0,P31949,6,6,6,"Protein S100-A11;Protein S100-A11, N-terminally processed",S100A11,sp|P31949|S10AB_HUMAN Protein S100-A11 OS=Homo sapiens OX=9606 GN=S100A11 PE=1 SV=2,6,6,46.7,105,0.18947466690275,0.330412361726062
PRDX2,-0.191815905849997,0.348980845510263,0,P32119,9;4,8;4,8;4,Peroxiredoxin-2,PRDX2,sp|P32119|PRDX2_HUMAN Peroxiredoxin-2 OS=Homo sapiens OX=9606 GN=PRDX2 PE=1 SV=5,9,8,36.4,198,0.191815905849997,0.348980845510263
CDA,0.486712091457202,0.394657629286925,0,P32320,3,3,3,Cytidine deaminase,CDA,sp|P32320|CDD_HUMAN Cytidine deaminase OS=Homo sapiens OX=9606 GN=CDA PE=1 SV=2,3,3,34.2,146,-0.486712091457202,0.394657629286925
DCTD,0.929367010153496,0.115944521327442,0,P32321,3;1,3;1,3;1,Deoxycytidylate deaminase,DCTD,sp|P32321|DCTD_HUMAN Deoxycytidylate deaminase OS=Homo sapiens OX=9606 GN=DCTD PE=1 SV=2,3,3,15.7,178,-0.929367010153496,0.115944521327442
PYCR1,0.697300932613351,0.152595975831415,0,P32322;E2QRB3;J3QL24;J3KQ22;J3QLK9;J3QL32,12;11;7;7;6;6;5;5;4;4;4;4;1,12;11;7;7;6;6;5;5;4;4;4;4;1,11;10;7;7;6;6;5;5;4;4;4;3;1,"Pyrroline-5-carboxylate reductase 1, mitochondrial;Pyrroline-5-carboxylate reductase",PYCR1,"sp|P32322|P5CR1_HUMAN Pyrroline-5-carboxylate reductase 1, mitochondrial OS=Homo sapiens OX=9606 GN=PYCR1 PE=1 SV=2;tr|E2QRB3|E2QRB3_HUMAN Pyrroline-5-carboxylate reductase 1, isoform CRA_c OS=Homo sapiens OX=9606 GN=PYCR1 PE=1 SV=2;tr|J3QL24|J3QL24_HUMAN",12,11,44.2,319,-0.697300932613351,0.152595975831415
RPL9,0.618328737943754,0.0183738559685495,0,P32969;D6RAN4;A0A2R8Y5Y7;E7ESE0;H0Y9V9,11;10;10;8;7;4,11;10;10;8;7;4,11;10;10;8;7;4,60S ribosomal protein L9,RPL9,sp|P32969|RL9_HUMAN 60S ribosomal protein L9 OS=Homo sapiens OX=9606 GN=RPL9 PE=1 SV=1;tr|D6RAN4|D6RAN4_HUMAN 60S ribosomal protein L9 (Fragment) OS=Homo sapiens OX=9606 GN=RPL9 PE=1 SV=8;tr|A0A2R8Y5Y7|A0A2R8Y5Y7_HUMAN 60S ribosomal protein L9 OS=Homo sapi,11,11,55.7,192,-0.618328737943754,0.0183738559685495
CD70,-1.2028745870727,0.0677368131859676,0,P32970,3,3,3,CD70 antigen,CD70,sp|P32970|CD70_HUMAN CD70 antigen OS=Homo sapiens OX=9606 GN=CD70 PE=1 SV=2,3,3,19.7,193,1.2028745870727,0.0677368131859676
KIF5B,0.360900922213901,0.0990801172191506,0,P33176,15,15,11,Kinesin-1 heavy chain,KIF5B,sp|P33176|KINH_HUMAN Kinesin-1 heavy chain OS=Homo sapiens OX=9606 GN=KIF5B PE=1 SV=1,15,11,17.9,963,-0.360900922213901,0.0990801172191506
CSTF2;CSTF2T,0.453213078764297,0.112591938744633,0,P33240;E9PID8;E7EWR4;Q9H0L4,12;11;11;6;4,12;11;11;6;4,12;11;11;6;4,Cleavage stimulation factor subunit 2;Cleavage stimulation factor subunit 2 tau variant,CSTF2;CSTF2T,sp|P33240|CSTF2_HUMAN Cleavage stimulation factor subunit 2 OS=Homo sapiens OX=9606 GN=CSTF2 PE=1 SV=1;tr|E9PID8|E9PID8_HUMAN Cleavage stimulation factor subunit 2 OS=Homo sapiens OX=9606 GN=CSTF2 PE=1 SV=1;tr|E7EWR4|E7EWR4_HUMAN Cleavage stimulation facto,12,12,24.4,577,-0.453213078764297,0.112591938744633
CKS2,-0.101272222220448,0.891939682827919,0,P33552,4,4,4,Cyclin-dependent kinases regulatory subunit 2,CKS2,sp|P33552|CKS2_HUMAN Cyclin-dependent kinases regulatory subunit 2 OS=Homo sapiens OX=9606 GN=CKS2 PE=1 SV=1,4,4,69.6,79,0.101272222220448,0.891939682827919
MCM7,0.0454032569919962,0.876657838708513,0,P33993,28;6,28;6,28;6,DNA replication licensing factor MCM7,MCM7,sp|P33993|MCM7_HUMAN DNA replication licensing factor MCM7 OS=Homo sapiens OX=9606 GN=MCM7 PE=1 SV=4,28,28,51.7,719,-0.0454032569919962,0.876657838708513
SHMT1,-0.170019329291399,0.611858635313605,0,P34896;J3KRZ5,6;3;2,5;3;2,5;3;2,"Serine hydroxymethyltransferase, cytosolic",SHMT1,"sp|P34896|GLYC_HUMAN Serine hydroxymethyltransferase, cytosolic OS=Homo sapiens OX=9606 GN=SHMT1 PE=1 SV=1;tr|J3KRZ5|J3KRZ5_HUMAN Serine hydroxymethyltransferase, cytosolic (Fragment) OS=Homo sapiens OX=9606 GN=SHMT1 PE=1 SV=1",6,5,19.5,483,0.170019329291399,0.611858635313605
SHMT2,0.377667652576648,0.145110105156352,0,P34897;H0YIZ0,28;16;12;10;10;8;6;6;6;6;6;6;1,28;16;12;10;10;8;6;6;6;6;6;6;1,26;16;11;8;8;6;5;5;5;5;5;5;0,"Serine hydroxymethyltransferase, mitochondrial;Serine hydroxymethyltransferase",SHMT2,"sp|P34897|GLYM_HUMAN Serine hydroxymethyltransferase, mitochondrial OS=Homo sapiens OX=9606 GN=SHMT2 PE=1 SV=3;tr|H0YIZ0|H0YIZ0_HUMAN Serine hydroxymethyltransferase, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=SHMT2 PE=1 SV=1",28,26,60.1,504,-0.377667652576648,0.145110105156352
HSPA4,0.247329153465501,0.236320738178144,0,P34932;A0A087WYC1;A0A087WTS8,50;40;33,50;40;33,46;36;31,Heat shock 70 kDa protein 4,HSPA4,sp|P34932|HSP74_HUMAN Heat shock 70 kDa protein 4 OS=Homo sapiens OX=9606 GN=HSPA4 PE=1 SV=4;tr|A0A087WYC1|A0A087WYC1_HUMAN Heat shock 70 kDa protein 4 OS=Homo sapiens OX=9606 GN=HSPA4 PE=1 SV=1;tr|A0A087WTS8|A0A087WTS8_HUMAN Heat shock 70 kDa protein 4 OS,50,46,57.6,840,-0.247329153465501,0.236320738178144
GPC1,0.285763797565656,0.553479127194555,0,P35052;C9J4Y6;H7BZE9;H7C024;H7C410,2;1;1;1;1,2;1;1;1;1,2;1;1;1;1,Glypican-1;Secreted glypican-1,GPC1,sp|P35052|GPC1_HUMAN Glypican-1 OS=Homo sapiens OX=9606 GN=GPC1 PE=1 SV=2;tr|C9J4Y6|C9J4Y6_HUMAN Glypican-1 (Fragment) OS=Homo sapiens OX=9606 GN=GPC1 PE=1 SV=1;tr|H7BZE9|H7BZE9_HUMAN Glypican-1 (Fragment) OS=Homo sapiens OX=9606 GN=GPC1 PE=1 SV=2;tr|H7C02,2,2,5.2,558,-0.285763797565656,0.553479127194555
PHB,0.265370299808253,0.224580780119682,0,P35232;C9JW96;C9JZ20;E7ESE2;E9PCW0,25;22;18;18;18;10,25;22;18;18;18;10,25;22;18;18;18;10,Prohibitin,PHB,sp|P35232|PHB_HUMAN Prohibitin OS=Homo sapiens OX=9606 GN=PHB PE=1 SV=1;tr|C9JW96|C9JW96_HUMAN Prohibitin (Fragment) OS=Homo sapiens OX=9606 GN=PHB PE=1 SV=2;tr|C9JZ20|C9JZ20_HUMAN Prohibitin (Fragment) OS=Homo sapiens OX=9606 GN=PHB PE=1 SV=1;tr|E7ESE2|E7,25,25,87.5,272,-0.265370299808253,0.224580780119682
RPA3,0.0594232425620494,0.819582280383224,0,P35244;B5MC59,4;2,4;2,4;2,Replication protein A 14 kDa subunit,RPA3,sp|P35244|RFA3_HUMAN Replication protein A 14 kDa subunit OS=Homo sapiens OX=9606 GN=RPA3 PE=1 SV=1;tr|B5MC59|B5MC59_HUMAN Replication protein A 14 kDa subunit OS=Homo sapiens OX=9606 GN=RPA3 PE=1 SV=1,4,4,46.3,121,-0.0594232425620494,0.819582280383224
RFC2,-2.23894533034115,0.215955450902243,0,P35250;A0A087WVY3;H7C5P4,6;4;3,6;4;3,6;4;3,Replication factor C subunit 2,RFC2,sp|P35250|RFC2_HUMAN Replication factor C subunit 2 OS=Homo sapiens OX=9606 GN=RFC2 PE=1 SV=3;tr|A0A087WVY3|A0A087WVY3_HUMAN Replication factor C subunit 2 OS=Homo sapiens OX=9606 GN=RFC2 PE=1 SV=1;tr|H7C5P4|H7C5P4_HUMAN Replication factor C subunit 2 (Fra,6,6,22,354,2.23894533034115,0.215955450902243
RPL22,2.75111169410205,0.000609210285029858,1,P35268;K7ERI7;K7EMH1;K7ELC4;K7EP65;K7EKS7,10;9;8;7;5;5;3,10;9;8;7;5;5;3,8;7;6;5;5;5;3,60S ribosomal protein L22,RPL22,sp|P35268|RL22_HUMAN 60S ribosomal protein L22 OS=Homo sapiens OX=9606 GN=RPL22 PE=1 SV=2;tr|K7ERI7|K7ERI7_HUMAN 60S ribosomal protein L22 OS=Homo sapiens OX=9606 GN=RPL22 PE=1 SV=1;tr|K7EMH1|K7EMH1_HUMAN 60S ribosomal protein L22 (Fragment) OS=Homo sapien,10,8,69.5,128,-2.75111169410205,0.000609210285029858
GTF2F1,1.43873939128918,0.0134331667439504,1,P35269;M0R0Z3;M0R0R9;M0QXD6,3;2;2;2,3;2;2;2,3;2;2;2,General transcription factor IIF subunit 1,GTF2F1,sp|P35269|T2FA_HUMAN General transcription factor IIF subunit 1 OS=Homo sapiens OX=9606 GN=GTF2F1 PE=1 SV=2;tr|M0R0Z3|M0R0Z3_HUMAN Transcription initiation factor IIF subunit alpha (Fragment) OS=Homo sapiens OX=9606 GN=GTF2F1 PE=1 SV=1;tr|M0R0R9|M0R0R9_HUM,3,3,7.5,517,-1.43873939128918,0.0134331667439504
SPR,0.0650928245617501,0.787769742567384,0,P35270,7,7,7,Sepiapterin reductase,SPR,sp|P35270|SPRE_HUMAN Sepiapterin reductase OS=Homo sapiens OX=9606 GN=SPR PE=1 SV=1,7,7,37.5,261,-0.0650928245617501,0.787769742567384
MYH9,0.742781569289901,0.0100975926232901,0,P35579,121;10;5;2;1;1;1;1;1;1;1;1,121;10;5;2;1;1;1;1;1;1;1;1,104;10;5;0;0;0;0;0;0;0;0;0,Myosin-9,MYH9,sp|P35579|MYH9_HUMAN Myosin-9 OS=Homo sapiens OX=9606 GN=MYH9 PE=1 SV=4,121,104,58.1,1960,-0.742781569289901,0.0100975926232901
MYH10,0.900718399359105,0.0655206013316174,0,P35580,17;1,5;1,4;1,Myosin-10,MYH10,sp|P35580|MYH10_HUMAN Myosin-10 OS=Homo sapiens OX=9606 GN=MYH10 PE=1 SV=3,17,4,8.1,1976,-0.900718399359105,0.0655206013316174
COPB2,0.680301245585149,0.0380417337407467,0,P35606,15;4;4;4;4;4;3,15;4;4;4;4;4;3,15;4;4;4;4;4;3,Coatomer subunit beta,COPB2,sp|P35606|COPB2_HUMAN Coatomer subunit beta OS=Homo sapiens OX=9606 GN=COPB2 PE=1 SV=2,15,15,23.6,906,-0.680301245585149,0.0380417337407467
GLRX,0.130193962630701,0.528499598583396,0,P35754,7,7,7,Glutaredoxin-1,GLRX,sp|P35754|GLRX1_HUMAN Glutaredoxin-1 OS=Homo sapiens OX=9606 GN=GLRX PE=1 SV=2,7,7,43.4,106,-0.130193962630701,0.528499598583396
HMGCL,-1.82576117192282,0.000188451332233498,1,P35914,2,2,2,"Hydroxymethylglutaryl-CoA lyase, mitochondrial",HMGCL,"sp|P35914|HMGCL_HUMAN Hydroxymethylglutaryl-CoA lyase, mitochondrial OS=Homo sapiens OX=9606 GN=HMGCL PE=1 SV=2",2,2,8.9,325,1.82576117192282,0.000188451332233498
PSMC2,0.169238426991496,0.525800231055709,0,P35998,16;2,16;2,16;2,26S protease regulatory subunit 7,PSMC2,sp|P35998|PRS7_HUMAN 26S proteasome regulatory subunit 7 OS=Homo sapiens OX=9606 GN=PSMC2 PE=1 SV=3,16,16,48,433,-0.169238426991496,0.525800231055709
