Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Peptides,Unique peptides,Sequence coverage [%],Intensity DCAF12_N1,Intensity DCAF12_N2,Intensity U2OS-BirA-alone_N1,Intensity U2OS-BirA-alone_N2
Q96F24,Q96F24,6,6,6,Nuclear receptor-binding factor 2,NRBF2,sp|Q96F24|NRBF2_HUMAN Nuclear receptor-binding factor 2 OS=Homo sapiens OX=9606 GN=NRBF2 PE=1 SV=1,6,6,32.4,4.25377280271413,4.41538556284283,27.189144987279,26.9123936213384
Q8WVJ2;E5RFP0,Q8WVJ2;E5RFP0,6;3,6;3,6;3,NudC domain-containing protein 2,NUDCD2,sp|Q8WVJ2|NUDC2_HUMAN NudC domain-containing protein 2 OS=Homo sapiens OX=9606 GN=NUDCD2 PE=1 SV=1;tr|E5RFP0|E5RFP0_HUMAN NudC domain-containing protein 2 OS=Homo sapiens OX=9606 GN=NUDCD2 PE=1 SV=1,6,6,44.6,24.5001479672112,27.3243153017448,23.5168916987288,23.767857581487
Q8NFH4;F8VTY2,Q8NFH4;F8VTY2,6;3,6;3,6;3,Nucleoporin Nup37,NUP37,sp|Q8NFH4|NUP37_HUMAN Nucleoporin Nup37 OS=Homo sapiens OX=9606 GN=NUP37 PE=1 SV=1;tr|F8VTY2|F8VTY2_HUMAN Nucleoporin Nup37 (Fragment) OS=Homo sapiens OX=9606 GN=NUP37 PE=1 SV=8,6,6,24.5,4.25377280271413,4.41538556284283,26.4989771150677,26.5159598902048
O95747;C9JIG9;Q9UEW8;F8WBK9,O95747;C9JIG9,6;5;1;1,6;5;1;1,6;5;1;1,Serine/threonine-protein kinase OSR1,OXSR1,sp|O95747|OXSR1_HUMAN Serine/threonine-protein kinase OSR1 OS=Homo sapiens OX=9606 GN=OXSR1 PE=1 SV=1;tr|C9JIG9|C9JIG9_HUMAN Serine/threonine-protein kinase OSR1 OS=Homo sapiens OX=9606 GN=OXSR1 PE=1 SV=1,6,6,12.3,21.5091544990511,24.583217092581,26.4765175514814,25.1941520624989
Q9H0J9;G5E9U9,Q9H0J9;G5E9U9,7;4,6;3,6;3,Poly [ADP-ribose] polymerase 12,PARP12,"sp|Q9H0J9|PAR12_HUMAN Protein mono-ADP-ribosyltransferase PARP12 OS=Homo sapiens OX=9606 GN=PARP12 PE=1 SV=1;tr|G5E9U9|G5E9U9_HUMAN Poly (ADP-ribose) polymerase family, member 12, isoform CRA_a OS=Homo sapiens OX=9606 GN=PARP12 PE=1 SV=1",7,6,9.8,4.25377280271413,4.41538556284283,25.8309375776001,24.1109203729438
Q9NR12;D6RH06;D6RF83;H7BYK4;D6RAN1,Q9NR12;D6RH06;D6RF83;H7BYK4,6;5;4;4;2,6;5;4;4;2,6;5;4;4;2,PDZ and LIM domain protein 7,PDLIM7,sp|Q9NR12|PDLI7_HUMAN PDZ and LIM domain protein 7 OS=Homo sapiens OX=9606 GN=PDLIM7 PE=1 SV=1;tr|D6RH06|D6RH06_HUMAN PDZ and LIM domain protein 7 (Fragment) OS=Homo sapiens OX=9606 GN=PDLIM7 PE=1 SV=1;tr|D6RF83|D6RF83_HUMAN PDZ and LIM domain protein 7 (F,6,6,16.2,4.25377280271413,4.41538556284283,27.0166957495375,26.5289507586729
Q15121;B1AKZ5,Q15121;B1AKZ5,6;3,6;3,6;3,Astrocytic phosphoprotein PEA-15,PEA15,sp|Q15121|PEA15_HUMAN Astrocytic phosphoprotein PEA-15 OS=Homo sapiens OX=9606 GN=PEA15 PE=1 SV=2;tr|B1AKZ5|B1AKZ5_HUMAN Astrocytic phosphoprotein PEA-15 OS=Homo sapiens OX=9606 GN=PEA15 PE=1 SV=1,6,6,51.5,24.8675468398009,23.2534966642115,29.0351711132298,28.5862403962924
O15212,O15212,11,11,6,Prefoldin subunit 6,PFDN6,sp|O15212|PFD6_HUMAN Prefoldin subunit 6 OS=Homo sapiens OX=9606 GN=PFDN6 PE=1 SV=1,11,6,63.6,28.4191674640474,28.8132943599664,4.42724936884613,4.39090484493968
Q14651;C9JAM8;C9J359;C9J0F3,Q14651,9;4;1;1,6;2;1;1,6;2;1;1,Plastin-1,PLS1,sp|Q14651|PLSI_HUMAN Plastin-1 OS=Homo sapiens OX=9606 GN=PLS1 PE=1 SV=2,9,6,21.5,4.25377280271413,4.41538556284283,26.110741199447,26.5354619179893
C9J2Y9;P30876;C9J4M6;A0A1W2PPT5;C9JZW8,C9J2Y9;P30876;C9J4M6;A0A1W2PPT5,6;5;5;5;1,6;5;5;5;1,6;5;5;5;1,DNA-directed RNA polymerase;DNA-directed RNA polymerase II subunit RPB2,POLR2B,tr|C9J2Y9|C9J2Y9_HUMAN DNA-directed RNA polymerase subunit beta OS=Homo sapiens OX=9606 GN=POLR2B PE=1 SV=2;sp|P30876|RPB2_HUMAN DNA-directed RNA polymerase II subunit RPB2 OS=Homo sapiens OX=9606 GN=POLR2B PE=1 SV=1;tr|C9J4M6|C9J4M6_HUMAN DNA-directed RNA,6,6,7.2,22.6976972443153,25.6952191566778,24.3597779735659,21.0810880908142
Q14738;E9PFR3;H0Y8C4;H7C5Q9;Q13362;H0YN84;H0YJ49;H0YJ75,Q14738;E9PFR3;H0Y8C4;H7C5Q9,6;6;5;3;2;2;2;2,6;6;5;3;2;2;2;2,6;6;5;3;2;2;2;2,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform,PPP2R5D,sp|Q14738|2A5D_HUMAN Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform OS=Homo sapiens OX=9606 GN=PPP2R5D PE=1 SV=1;tr|E9PFR3|E9PFR3_HUMAN Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit OS=Homo sapiens OX=96,6,6,12.0,4.25377280271413,4.41538556284283,26.0263957865008,25.6126523355866
Q08209;P16298;E9PPC8;E9PK68;E7ETC2;Q5F2F8;P48454;H0YB02;Q5F2G0;H0YC26;G3V111,Q08209;P16298;E9PPC8;E9PK68;E7ETC2;Q5F2F8,6;4;4;4;4;4;2;1;1;1;1,6;4;4;4;4;4;2;1;1;1;1,6;4;4;4;4;4;2;1;1;1;1,Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform;Serine/threonine-protein phosphatase 2B catalytic subunit beta isoform;Serine/threonine-protein phosphatase,PPP3CA;PPP3CB,sp|Q08209|PP2BA_HUMAN Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform OS=Homo sapiens OX=9606 GN=PPP3CA PE=1 SV=1;sp|P16298|PP2BB_HUMAN Serine/threonine-protein phosphatase 2B catalytic subunit beta isoform OS=Homo sapiens OX=9606 G,6,6,11.3,4.25377280271413,4.41538556284283,26.1002707694025,25.984897162774
Q92733;H0YE12;H0Y679,Q92733;H0YE12;H0Y679,6;3;3,6;3;3,6;3;3,Proline-rich protein PRCC,PRCC,sp|Q92733|PRCC_HUMAN Proline-rich protein PRCC OS=Homo sapiens OX=9606 GN=PRCC PE=1 SV=1;tr|H0YE12|H0YE12_HUMAN Proline-rich protein PRCC (Fragment) OS=Homo sapiens OX=9606 GN=PRCC PE=1 SV=1;tr|H0Y679|H0Y679_HUMAN Proline-rich protein PRCC (Fragment) OS=Ho,6,6,23.8,23.1091037176204,23.3995001153505,26.3801722312473,25.4437006217589
Q06323;H0YKK6;H0YLU2,Q06323;H0YKK6,6;3;2,6;3;2,6;3;2,Proteasome activator complex subunit 1,PSME1,sp|Q06323|PSME1_HUMAN Proteasome activator complex subunit 1 OS=Homo sapiens OX=9606 GN=PSME1 PE=1 SV=1;tr|H0YKK6|H0YKK6_HUMAN Proteasome activator complex subunit 1 OS=Homo sapiens OX=9606 GN=PSME1 PE=1 SV=1,6,6,26.9,4.25377280271413,4.41538556284283,25.7693352468223,25.9553783565265
P06737;E9PK47;P11217;H0Y4Z6,P06737;E9PK47,8;8;2;1,8;8;2;1,6;6;0;0,"Glycogen phosphorylase, liver form;Alpha-1,4 glucan phosphorylase",PYGL,"sp|P06737|PYGL_HUMAN Glycogen phosphorylase, liver form OS=Homo sapiens OX=9606 GN=PYGL PE=1 SV=4;tr|E9PK47|E9PK47_HUMAN Alpha-1,4 glucan phosphorylase OS=Homo sapiens OX=9606 GN=PYGL PE=1 SV=1",8,6,10.9,4.25377280271413,4.41538556284283,26.8475674210631,25.195354183215
Q9NS91;F8WE49;C9J0Q4,Q9NS91;F8WE49,6;6;1,6;6;1,6;6;1,E3 ubiquitin-protein ligase RAD18,RAD18,sp|Q9NS91|RAD18_HUMAN E3 ubiquitin-protein ligase RAD18 OS=Homo sapiens OX=9606 GN=RAD18 PE=1 SV=2;tr|F8WE49|F8WE49_HUMAN E3 ubiquitin-protein ligase RAD18 OS=Homo sapiens OX=9606 GN=RAD18 PE=1 SV=1,6,6,12.7,22.3650889156073,25.4829923007357,25.2781000313522,24.7062502226974
Q9UKM9;Q5QPL9;Q5QPM0;Q5QPM1;Q5QPM2,Q9UKM9;Q5QPL9;Q5QPM0;Q5QPM1,6;6;4;4;2,6;6;4;4;2,6;6;4;4;2,RNA-binding protein Raly,RALY,sp|Q9UKM9|RALY_HUMAN RNA-binding protein Raly OS=Homo sapiens OX=9606 GN=RALY PE=1 SV=1;tr|Q5QPL9|Q5QPL9_HUMAN RNA-binding protein Raly (Fragment) OS=Homo sapiens OX=9606 GN=RALY PE=1 SV=1;tr|Q5QPM0|Q5QPM0_HUMAN RNA-binding protein Raly (Fragment) OS=Homo,6,6,24.8,26.2607818826669,27.5346013958238,26.1857657561775,26.1451102712507
P06400;A0A3B3IS71,P06400;A0A3B3IS71,6;6,6;6,6;6,Retinoblastoma-associated protein,RB1,sp|P06400|RB_HUMAN Retinoblastoma-associated protein OS=Homo sapiens OX=9606 GN=RB1 PE=1 SV=2;tr|A0A3B3IS71|A0A3B3IS71_HUMAN Retinoblastoma-associated protein OS=Homo sapiens OX=9606 GN=RB1 PE=1 SV=1,6,6,9.5,24.2669792645782,25.2863733205257,24.7383050609768,24.5308863630224
Q16576;E9PC52;Q5JP02;Q5JP01;Q5JNZ6;C9J7L0,Q16576;E9PC52;Q5JP02,11;11;6;4;2;1,11;11;6;4;2;1,6;6;2;2;1;1,Histone-binding protein RBBP7,RBBP7,sp|Q16576|RBBP7_HUMAN Histone-binding protein RBBP7 OS=Homo sapiens OX=9606 GN=RBBP7 PE=1 SV=1;tr|E9PC52|E9PC52_HUMAN Histone-binding protein RBBP7 OS=Homo sapiens OX=9606 GN=RBBP7 PE=1 SV=1;tr|Q5JP02|Q5JP02_HUMAN Histone-binding protein RBBP7 (Fragment) O,11,6,40.5,25.8486183562077,29.2869637168334,26.4073668390601,25.8404535139657
P52756;C9JFQ5;C9J9P7;F8WE23;C9JR02;F8W910,P52756,9;3;2;1;1;1,6;3;2;1;1;1,6;3;2;1;1;1,RNA-binding protein 5,RBM5,sp|P52756|RBM5_HUMAN RNA-binding protein 5 OS=Homo sapiens OX=9606 GN=RBM5 PE=1 SV=2,9,6,10.6,22.010861336597,23.2948798432309,26.4957180593099,25.7413688468695
P22670;P48378;P48380,P22670,8;2;2,8;2;2,6;0;0,MHC class II regulatory factor RFX1,RFX1,sp|P22670|RFX1_HUMAN MHC class II regulatory factor RFX1 OS=Homo sapiens OX=9606 GN=RFX1 PE=1 SV=2,8,6,13.4,22.90611623659,25.6809687512978,26.1702790129553,26.2388877952974
Q13129,Q13129,6,6,6,Zinc finger protein Rlf,RLF,sp|Q13129|RLF_HUMAN Zinc finger protein Rlf OS=Homo sapiens OX=9606 GN=RLF PE=1 SV=2,6,6,6.3,21.4531721496051,22.9227774668578,25.8516236241311,25.1187028607987
K7EJV9;P62750;H7BY10;K7ERT8;A8MUS3;K7EMA7,K7EJV9;P62750;H7BY10;K7ERT8;A8MUS3;K7EMA7,6;5;5;5;5;3,6;5;5;5;5;3,6;5;5;5;5;3,60S ribosomal protein L23a,RPL23A,tr|K7EJV9|K7EJV9_HUMAN 60S ribosomal protein L23a (Fragment) OS=Homo sapiens OX=9606 GN=RPL23A PE=1 SV=1;sp|P62750|RL23A_HUMAN 60S ribosomal protein L23a OS=Homo sapiens OX=9606 GN=RPL23A PE=1 SV=1;tr|H7BY10|H7BY10_HUMAN 60S ribosomal protein L23a (Fragmen,6,6,45.3,27.0935569950439,27.0874999080937,25.2315458199562,24.697156354971
P62424;Q5T8U2;Q5T8U3,P62424;Q5T8U2;Q5T8U3,6;4;3,6;4;3,6;4;3,60S ribosomal protein L7a,RPL7A,sp|P62424|RL7A_HUMAN 60S ribosomal protein L7a OS=Homo sapiens OX=9606 GN=RPL7A PE=1 SV=2;tr|Q5T8U2|Q5T8U2_HUMAN 60S ribosomal protein L7a OS=Homo sapiens OX=9606 GN=RPL7A PE=1 SV=1;tr|Q5T8U3|Q5T8U3_HUMAN 60S ribosomal protein L7a (Fragment) OS=Homo sapien,6,6,23.7,24.5197135089429,25.4803442491638,21.9154286412478,22.2257628790835
P62280;M0QZC5;M0R1H5,P62280;M0QZC5;M0R1H5,6;5;3,6;5;3,6;5;3,40S ribosomal protein S11,RPS11,sp|P62280|RS11_HUMAN 40S ribosomal protein S11 OS=Homo sapiens OX=9606 GN=RPS11 PE=1 SV=3;tr|M0QZC5|M0QZC5_HUMAN 40S ribosomal protein S11 OS=Homo sapiens OX=9606 GN=RPS11 PE=1 SV=1;tr|M0R1H5|M0R1H5_HUMAN 40S ribosomal protein S11 OS=Homo sapiens OX=9606 G,6,6,41.8,24.2349109638115,25.0343106735083,23.8911028441439,22.6560005650841
P62753;A2A3R5;A2A3R7,P62753;A2A3R5,6;5;2,6;5;2,6;5;2,40S ribosomal protein S6,RPS6,sp|P62753|RS6_HUMAN 40S ribosomal protein S6 OS=Homo sapiens OX=9606 GN=RPS6 PE=1 SV=1;tr|A2A3R5|A2A3R5_HUMAN 40S ribosomal protein S6 OS=Homo sapiens OX=9606 GN=RPS6 PE=1 SV=1,6,6,22.1,24.8574730706107,25.8727922823166,25.911159532868,25.5078790642008
Q6PCB5;H7C2D3;C9JM20,Q6PCB5,6;1;1,6;1;1,6;1;1,Round spermatid basic protein 1-like protein,RSBN1L,sp|Q6PCB5|RSBNL_HUMAN Lysine-specific demethylase RSBN1L OS=Homo sapiens OX=9606 GN=RSBN1L PE=1 SV=2,6,6,10.8,23.8847942806626,24.4024958267993,25.5918925528596,25.9935607230584
Q9NQC3;H7C106;A0A0U1RQR6,Q9NQC3,13;4;3,13;4;3,6;0;0,Reticulon-4,RTN4,sp|Q9NQC3|RTN4_HUMAN Reticulon-4 OS=Homo sapiens OX=9606 GN=RTN4 PE=1 SV=2,13,6,17.2,22.3173861141759,23.3598449837167,29.6380645873854,29.5059728783468
Q8IZE3;X6RHX1,Q8IZE3;X6RHX1,6;6,6;6,6;6,Protein-associating with the carboxyl-terminal domain of ezrin,SCYL3,sp|Q8IZE3|PACE1_HUMAN Protein-associating with the carboxyl-terminal domain of ezrin OS=Homo sapiens OX=9606 GN=SCYL3 PE=1 SV=3;tr|X6RHX1|X6RHX1_HUMAN Protein-associating with the carboxyl-terminal domain of ezrin (Fragment) OS=Homo sapiens OX=9606 GN=SCYL,6,6,9.6,4.25377280271413,4.41538556284283,26.2781886723963,25.4916720827889
Q9NVU7;E7EW05,Q9NVU7;E7EW05,6;5,6;5,6;5,Protein SDA1 homolog,SDAD1,sp|Q9NVU7|SDA1_HUMAN Protein SDA1 homolog OS=Homo sapiens OX=9606 GN=SDAD1 PE=1 SV=3;tr|E7EW05|E7EW05_HUMAN Protein SDA1 OS=Homo sapiens OX=9606 GN=SDAD1 PE=1 SV=1,6,6,10.6,24.2338144965222,22.7761149145792,25.6435314499844,25.8238624407851
Q12872;H0YFR9,Q12872,6;1,6;1,6;1,"Splicing factor, suppressor of white-apricot homolog",SFSWAP,"sp|Q12872|SFSWA_HUMAN Splicing factor, suppressor of white-apricot homolog OS=Homo sapiens OX=9606 GN=SFSWAP PE=1 SV=3",6,6,7.6,22.5657668430307,22.1053995848919,26.2930737672722,25.3520846568296
Q7L8J4,Q7L8J4,6,6,6,SH3 domain-binding protein 5-like,SH3BP5L,sp|Q7L8J4|3BP5L_HUMAN SH3 domain-binding protein 5-like OS=Homo sapiens OX=9606 GN=SH3BP5L PE=1 SV=1,6,6,16.8,4.25377280271413,4.41538556284283,27.5099790023768,26.7537888409457
Q15758;M0QXM4;M0QX44;M0R144,Q15758;M0QXM4;M0QX44,6;4;3;1,6;4;3;1,6;4;3;1,Neutral amino acid transporter B(0);Amino acid transporter,SLC1A5,sp|Q15758|AAAT_HUMAN Neutral amino acid transporter B(0) OS=Homo sapiens OX=9606 GN=SLC1A5 PE=1 SV=2;tr|M0QXM4|M0QXM4_HUMAN Amino acid transporter OS=Homo sapiens OX=9606 GN=SLC1A5 PE=1 SV=1;tr|M0QX44|M0QX44_HUMAN Amino acid transporter (Fragment) OS=Homo,6,6,12.9,4.25377280271413,4.41538556284283,26.7836922880676,26.6865896481778
P05141;P12235;V9GYG0;Q9H0C2,P05141;P12235,15;8;6;4,15;8;6;4,6;0;0;0,"ADP/ATP translocase 2;ADP/ATP translocase 2, N-terminally processed;ADP/ATP translocase 1",SLC25A5;SLC25A4,sp|P05141|ADT2_HUMAN ADP/ATP translocase 2 OS=Homo sapiens OX=9606 GN=SLC25A5 PE=1 SV=7;sp|P12235|ADT1_HUMAN ADP/ATP translocase 1 OS=Homo sapiens OX=9606 GN=SLC25A4 PE=1 SV=4,15,6,41.6,28.3503909916152,29.0064057839694,28.9423204399279,28.4466375833564
O95391;E5RGM7;E5RK41;A0A0C4DGD2,O95391,6;2;2;1,6;2;2;1,6;2;2;1,Pre-mRNA-splicing factor SLU7,SLU7,sp|O95391|SLU7_HUMAN Pre-mRNA-splicing factor SLU7 OS=Homo sapiens OX=9606 GN=SLU7 PE=1 SV=2,6,6,17.9,23.4289254550338,26.0914600835145,27.3927205592995,25.4917332385525
O00193;E9PM92;E9PQA1;E9PRZ9,O00193;E9PM92;E9PQA1;E9PRZ9,6;6;3;3,6;6;3;3,6;6;3;3,Small acidic protein,SMAP;C11orf58,sp|O00193|SMAP_HUMAN Small acidic protein OS=Homo sapiens OX=9606 GN=SMAP PE=1 SV=1;tr|E9PM92|E9PM92_HUMAN Chromosome 11 open reading frame 58 OS=Homo sapiens OX=9606 GN=C11orf58 PE=1 SV=2;tr|E9PQA1|E9PQA1_HUMAN Chromosome 11 open reading frame 58 OS=Homo,6,6,26.2,28.0570853625205,30.0434866828796,29.4807178881009,29.5569121268972
Q969G3;A0A2R8Y765;J3QKS7;A0A2R8Y7U4;A0A2U3TZQ7;A0A2R8Y7I9;A0A2R8Y4T4;A0A2R8YES3;A0A2R8Y855;B4DGM3;J3QR61;J3KT85;A0A2R8YD78,Q969G3;A0A2R8Y765;J3QKS7;A0A2R8Y7U4;A0A2U3TZQ7;A0A2R8Y7I9;A0A2R8Y4T4;A0A2R8YES3;A0A2R8Y855;B4DGM3;J3QR61,6;6;6;6;6;6;6;6;6;6;5;2;2,6;6;6;6;6;6;6;6;6;6;5;2;2,6;6;6;6;6;6;6;6;6;6;5;2;2,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1,SMARCE1,sp|Q969G3|SMCE1_HUMAN SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1 OS=Homo sapiens OX=9606 GN=SMARCE1 PE=1 SV=2;tr|A0A2R8Y765|A0A2R8Y765_HUMAN SWI/SNF-related matrix-associated actin-dependent regulator of c,6,6,19.7,24.9808508178924,26.234783085559,25.795234506968,25.9975931600503
P53814;A0A087WVP4;A0A087X1R1;H7C372;C9JGQ0;C9JQZ8;C9JP19;A0A096LNK9,P53814;A0A087WVP4;A0A087X1R1;H7C372,6;4;4;3;2;2;1;1,6;4;4;3;2;2;1;1,6;4;4;3;2;2;1;1,Smoothelin,SMTN,sp|P53814|SMTN_HUMAN Smoothelin OS=Homo sapiens OX=9606 GN=SMTN PE=1 SV=7;tr|A0A087WVP4|A0A087WVP4_HUMAN Smoothelin OS=Homo sapiens OX=9606 GN=SMTN PE=1 SV=1;tr|A0A087X1R1|A0A087X1R1_HUMAN Smoothelin OS=Homo sapiens OX=9606 GN=SMTN PE=1 SV=1;tr|H7C372|H7C3,6,6,7.7,24.4425937633122,26.3872410086738,23.6111049680254,23.7388204380555
P62316;K7ERG4;K7EJB5,P62316;K7ERG4,6;3;2,6;3;2,6;3;2,Small nuclear ribonucleoprotein Sm D2,SNRPD2,sp|P62316|SMD2_HUMAN Small nuclear ribonucleoprotein Sm D2 OS=Homo sapiens OX=9606 GN=SNRPD2 PE=1 SV=1;tr|K7ERG4|K7ERG4_HUMAN Small nuclear ribonucleoprotein Sm D2 OS=Homo sapiens OX=9606 GN=SNRPD2 PE=1 SV=1,6,6,55.9,23.2103562429663,24.7432525134933,26.5549526186444,25.8508371350379
Q8N0X7,Q8N0X7,6,6,6,Spartin,SPG20,sp|Q8N0X7|SPART_HUMAN Spartin OS=Homo sapiens OX=9606 GN=SPART PE=1 SV=1,6,6,13.1,4.25377280271413,4.41538556284283,26.002000833929,25.7953336084803
Q9NUL3;E5RJN7;E7EPX0;E7EVJ4;E5RJ67;H0YBY0;E7EVI1;E5RFK1,Q9NUL3;E5RJN7;E7EPX0;E7EVJ4,7;6;6;6;3;3;3;1,6;5;5;5;3;3;2;1,6;5;5;5;3;3;2;1,Double-stranded RNA-binding protein Staufen homolog 2,STAU2,sp|Q9NUL3|STAU2_HUMAN Double-stranded RNA-binding protein Staufen homolog 2 OS=Homo sapiens OX=9606 GN=STAU2 PE=1 SV=2;tr|E5RJN7|E5RJN7_HUMAN Double-stranded RNA-binding protein Staufen homolog 2 (Fragment) OS=Homo sapiens OX=9606 GN=STAU2 PE=1 SV=1;tr|E7E,7,6,17.5,4.25377280271413,4.41538556284283,26.5512456781109,26.1195935782691
Q658P3;B8ZZX6,Q658P3;B8ZZX6,6;5,6;5,6;5,Metalloreductase STEAP3,STEAP3,sp|Q658P3|STEA3_HUMAN Metalloreductase STEAP3 OS=Homo sapiens OX=9606 GN=STEAP3 PE=1 SV=2;tr|B8ZZX6|B8ZZX6_HUMAN Metalloreductase STEAP3 OS=Homo sapiens OX=9606 GN=STEAP3 PE=1 SV=1,6,6,16.4,4.25377280271413,4.41538556284283,27.3506017547952,27.3972165953065
Q8WXE9;A0A3B3IU55;H0YJ05,Q8WXE9;A0A3B3IU55,6;6;2,6;6;2,6;6;2,Stonin-2,STON2,sp|Q8WXE9|STON2_HUMAN Stonin-2 OS=Homo sapiens OX=9606 GN=STON2 PE=1 SV=1;tr|A0A3B3IU55|A0A3B3IU55_HUMAN Stonin-2 OS=Homo sapiens OX=9606 GN=STON2 PE=1 SV=1,6,6,9.6,4.25377280271413,4.41538556284283,26.0201554260837,25.8918717556484
O60506;B7Z645;F6UXX1,O60506;B7Z645,11;8;5,6;4;3,6;4;3,Heterogeneous nuclear ribonucleoprotein Q,SYNCRIP,sp|O60506|HNRPQ_HUMAN Heterogeneous nuclear ribonucleoprotein Q OS=Homo sapiens OX=9606 GN=SYNCRIP PE=1 SV=2;tr|B7Z645|B7Z645_HUMAN Heterogeneous nuclear ribonucleoprotein Q OS=Homo sapiens OX=9606 GN=SYNCRIP PE=1 SV=1,11,6,22.3,24.3802943450168,24.2664228386558,27.0185009104616,26.3202919564337
Q5T011;A0A1W2PRY5,Q5T011,6;1,6;1,6;1,Protein SZT2,SZT2,sp|Q5T011|SZT2_HUMAN KICSTOR complex protein SZT2 OS=Homo sapiens OX=9606 GN=SZT2 PE=1 SV=3,6,6,2.6,4.25377280271413,4.41538556284283,25.557861676866,25.4161256529939
Q9UPU7;C9JW56,Q9UPU7,6;2,6;2,6;2,TBC1 domain family member 2B,TBC1D2B,sp|Q9UPU7|TBD2B_HUMAN TBC1 domain family member 2B OS=Homo sapiens OX=9606 GN=TBC1D2B PE=1 SV=2,6,6,9.2,4.25377280271413,4.41538556284283,25.2929158473449,24.2237613432261
Q9BV44;H7C0R6;H7C3J3,Q9BV44;H7C0R6,6;3;2,6;3;2,6;3;2,THUMP domain-containing protein 3,THUMPD3,sp|Q9BV44|THUM3_HUMAN THUMP domain-containing protein 3 OS=Homo sapiens OX=9606 GN=THUMPD3 PE=1 SV=1;tr|H7C0R6|H7C0R6_HUMAN THUMP domain-containing protein 3 (Fragment) OS=Homo sapiens OX=9606 GN=THUMPD3 PE=1 SV=1,6,6,13.6,4.25377280271413,4.41538556284283,25.6318695601186,23.8101958316689
Q9Y4G6;A0A1B0GVU7;H0YMT1,Q9Y4G6;A0A1B0GVU7,17;9;8,6;4;3,6;4;3,Talin-2,TLN2,sp|Q9Y4G6|TLN2_HUMAN Talin-2 OS=Homo sapiens OX=9606 GN=TLN2 PE=1 SV=4;tr|A0A1B0GVU7|A0A1B0GVU7_HUMAN Talin-2 OS=Homo sapiens OX=9606 GN=TLN2 PE=1 SV=1,17,6,7.0,4.25377280271413,4.41538556284283,25.5937740689778,25.150194766912
O60784;B0QY01;V9GYF4;B0QY02;V9GZ68;Q6UW50,O60784;B0QY01,6;3;2;2;1;1,6;3;2;2;1;1,6;3;2;2;1;1,Target of Myb protein 1,TOM1,sp|O60784|TOM1_HUMAN Target of Myb protein 1 OS=Homo sapiens OX=9606 GN=TOM1 PE=1 SV=2;tr|B0QY01|B0QY01_HUMAN Target of Myb protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=TOM1 PE=1 SV=8,6,6,16.5,4.25377280271413,4.41538556284283,25.9791069580875,25.6855206882023
Q15654;H7BZE2,Q15654,6;2,6;2,6;2,Thyroid receptor-interacting protein 6,TRIP6,sp|Q15654|TRIP6_HUMAN Thyroid receptor-interacting protein 6 OS=Homo sapiens OX=9606 GN=TRIP6 PE=1 SV=3,6,6,24.2,24.1766362227816,22.980362749585,27.9721322804829,25.1861248212337
Q96AY4;A0A087WW06,Q96AY4;A0A087WW06,6;6,6;6,6;6,Tetratricopeptide repeat protein 28,TTC28,sp|Q96AY4|TTC28_HUMAN Tetratricopeptide repeat protein 28 OS=Homo sapiens OX=9606 GN=TTC28 PE=1 SV=4;tr|A0A087WW06|A0A087WW06_HUMAN Tetratricopeptide repeat protein 28 OS=Homo sapiens OX=9606 GN=TTC28 PE=1 SV=1,6,6,2.9,20.5882022239126,23.6887117002725,24.8334008751097,24.1472983381095
Q8WZ42;A0A0A0MTS7;A0A0A0MRA3,Q8WZ42;A0A0A0MTS7;A0A0A0MRA3,6;6;5,6;6;5,6;6;5,Titin,TTN,sp|Q8WZ42|TITIN_HUMAN Titin OS=Homo sapiens OX=9606 GN=TTN PE=1 SV=4;tr|A0A0A0MTS7|A0A0A0MTS7_HUMAN Titin OS=Homo sapiens OX=9606 GN=TTN PE=1 SV=1;tr|A0A0A0MRA3|A0A0A0MRA3_HUMAN Titin OS=Homo sapiens OX=9606 GN=TTN PE=1 SV=1,6,6,0.3,23.3071641132504,25.6563006860336,26.4501560798353,26.2736254536077
P07437;Q5JP53;Q5ST81,P07437;Q5JP53;Q5ST81,29;29;25,7;7;3,6;6;3,Tubulin beta chain,TUBB,sp|P07437|TBB5_HUMAN Tubulin beta chain OS=Homo sapiens OX=9606 GN=TUBB PE=1 SV=2;tr|Q5JP53|Q5JP53_HUMAN Tubulin beta chain OS=Homo sapiens OX=9606 GN=TUBB PE=1 SV=1;tr|Q5ST81|Q5ST81_HUMAN Tubulin beta chain OS=Homo sapiens OX=9606 GN=TUBB PE=1 SV=1,29,6,65.3,30.7015716606533,31.8378579167302,29.0753344102996,28.9492121528215
