Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Peptides,Unique peptides,Sequence coverage [%],Intensity RBBP5-N1,Intensity RBBP5-N2,Intensity IP-BirA-alone-N1,Intensity IP-BirA-alone-N2
Q8TEP8;K7ELX0;H0Y966;H0Y9P3;A0A0A0MR42;K7ENP4,Q8TEP8;K7ELX0;H0Y966,8;6;4;3;3;3,8;6;4;3;3;3,8;6;4;3;3;3,Centrosomal protein of 192 kDa,CEP192,sp|Q8TEP8|CE192_HUMAN Centrosomal protein of 192 kDa OS=Homo sapiens OX=9606 GN=CEP192 PE=1 SV=3;tr|K7ELX0|K7ELX0_HUMAN Centrosomal protein of 192 kDa (Fragment) OS=Homo sapiens OX=9606 GN=CEP192 PE=1 SV=8;tr|H0Y966|H0Y966_HUMAN Centrosomal protein of 192,8,8,4.8,4.17591035104535,4.22706700329514,26.2531359453596,26.2504457472708
Q9UEE9,Q9UEE9,8,8,8,Craniofacial development protein 1,CFDP1,sp|Q9UEE9|CFDP1_HUMAN Craniofacial development protein 1 OS=Homo sapiens OX=9606 GN=CFDP1 PE=1 SV=1,8,8,27.4,26.63075926085,27.3769145553882,27.3799740043934,27.5704388555703
P51798;H0Y2M6;H3BNG8;I3L470,P51798;H0Y2M6,8;5;1;1,8;5;1;1,8;5;1;1,H(+)/Cl(-) exchange transporter 7,CLCN7,"sp|P51798|CLCN7_HUMAN H(+)/Cl(-) exchange transporter 7 OS=Homo sapiens OX=9606 GN=CLCN7 PE=1 SV=2;tr|H0Y2M6|H0Y2M6_HUMAN Chloride channel 7, isoform CRA_c OS=Homo sapiens OX=9606 GN=CLCN7 PE=1 SV=1",8,8,12.9,4.17591035104535,4.22706700329514,26.1768930883028,25.4978662082541
O00299,O00299,8,8,8,Chloride intracellular channel protein 1,CLIC1,sp|O00299|CLIC1_HUMAN Chloride intracellular channel protein 1 OS=Homo sapiens OX=9606 GN=CLIC1 PE=1 SV=4,8,8,44.4,22.5300767030076,24.164766399819,28.0657895090848,27.2237981612291
Q9P013,Q9P013,8,8,8,Spliceosome-associated protein CWC15 homolog,CWC15,sp|Q9P013|CWC15_HUMAN Spliceosome-associated protein CWC15 homolog OS=Homo sapiens OX=9606 GN=CWC15 PE=1 SV=2,8,8,33.2,27.7255944653946,27.9519929845246,27.9871221626198,26.9944242245302
Q9P0U4;A0A669KB29;K7EQZ1;K7EQ21;K7EJR0;K7EKZ6,Q9P0U4;A0A669KB29;K7EQZ1;K7EQ21,8;8;5;5;2;1,8;8;5;5;2;1,8;8;5;5;2;1,CXXC-type zinc finger protein 1,CXXC1,sp|Q9P0U4|CXXC1_HUMAN CXXC-type zinc finger protein 1 OS=Homo sapiens OX=9606 GN=CXXC1 PE=1 SV=2;tr|A0A669KB29|A0A669KB29_HUMAN CXXC-type zinc finger protein 1 OS=Homo sapiens OX=9606 GN=CXXC1 PE=4 SV=1;tr|K7EQZ1|K7EQZ1_HUMAN CXXC-type zinc finger protein,8,8,16.0,23.1988047111366,25.6094713987047,4.42759069901186,4.36970281032512
Q9NV06;A0A087WT20;B3KME9;A0A087X1F8;E5RHM4,Q9NV06;A0A087WT20;B3KME9,8;8;5;2;1,8;8;5;2;1,8;8;5;2;1,DDB1- and CUL4-associated factor 13,DCAF13,sp|Q9NV06|DCA13_HUMAN DDB1- and CUL4-associated factor 13 OS=Homo sapiens OX=9606 GN=DCAF13 PE=1 SV=2;tr|A0A087WT20|A0A087WT20_HUMAN DDB1- and CUL4-associated factor 13 OS=Homo sapiens OX=9606 GN=DCAF13 PE=1 SV=1;tr|B3KME9|B3KME9_HUMAN DDB1- and CUL4-assoc,8,8,21.1,23.9263292978737,26.2342166312937,4.42759069901186,4.36970281032512
Q13561;F8W1I6;H0YI98;F8VW18;F8VRV7;H0YHL1;F8VX93;F8W0U6,Q13561;F8W1I6;H0YI98;F8VW18,8;6;5;5;3;2;2;1,8;6;5;5;3;2;2;1,8;6;5;5;3;2;2;1,Dynactin subunit 2,DCTN2,sp|Q13561|DCTN2_HUMAN Dynactin subunit 2 OS=Homo sapiens OX=9606 GN=DCTN2 PE=1 SV=4;tr|F8W1I6|F8W1I6_HUMAN Dynactin subunit 2 OS=Homo sapiens OX=9606 GN=DCTN2 PE=1 SV=1;tr|H0YI98|H0YI98_HUMAN Dynactin subunit 2 (Fragment) OS=Homo sapiens OX=9606 GN=DCTN2 P,8,8,22.4,4.17591035104535,4.22706700329514,26.6600333344167,26.6030034865732
Q9UJW0;E5RGG1;H9KVE0;E5RI97;E5RK21,Q9UJW0,8;3;3;2;2,8;3;3;2;2,8;3;3;2;2,Dynactin subunit 4,DCTN4,sp|Q9UJW0|DCTN4_HUMAN Dynactin subunit 4 OS=Homo sapiens OX=9606 GN=DCTN4 PE=1 SV=1,8,8,24.3,4.17591035104535,4.22706700329514,27.4870013042223,26.8466113606962
O60832;C9IYT0;H7C0M1;H7C2Q9;H7BZF2;H7C2Q2,O60832;C9IYT0;H7C0M1;H7C2Q9,8;7;6;4;2;1,8;7;6;4;2;1,8;7;6;4;2;1,H/ACA ribonucleoprotein complex subunit 4,DKC1,sp|O60832|DKC1_HUMAN H/ACA ribonucleoprotein complex subunit DKC1 OS=Homo sapiens OX=9606 GN=DKC1 PE=1 SV=3;tr|C9IYT0|C9IYT0_HUMAN H/ACA ribonucleoprotein complex subunit DKC1 (Fragment) OS=Homo sapiens OX=9606 GN=DKC1 PE=1 SV=8;tr|H7C0M1|H7C0M1_HUMAN H/AC,8,8,24.1,25.6763755031688,26.9004657145941,4.42759069901186,4.36970281032512
Q99704;H7C093,Q99704,8;1,8;1,8;1,Docking protein 1,DOK1,sp|Q99704|DOK1_HUMAN Docking protein 1 OS=Homo sapiens OX=9606 GN=DOK1 PE=1 SV=1,8,8,24.5,4.17591035104535,4.22706700329514,26.3284301872941,26.6429258076655
Q8TDB6,Q8TDB6,8,8,8,E3 ubiquitin-protein ligase DTX3L,DTX3L,sp|Q8TDB6|DTX3L_HUMAN E3 ubiquitin-protein ligase DTX3L OS=Homo sapiens OX=9606 GN=DTX3L PE=1 SV=1,8,8,15.1,4.17591035104535,4.22706700329514,26.3604814249621,26.5070170539827
Q99613;B5ME19;H3BPE3;H3BPE4,Q99613;B5ME19,8;8;1;1,8;8;1;1,8;8;1;1,Eukaryotic translation initiation factor 3 subunit C;Eukaryotic translation initiation factor 3 subunit C-like protein,EIF3C;EIF3CL,sp|Q99613|EIF3C_HUMAN Eukaryotic translation initiation factor 3 subunit C OS=Homo sapiens OX=9606 GN=EIF3C PE=1 SV=1;sp|B5ME19|EIFCL_HUMAN Eukaryotic translation initiation factor 3 subunit C-like protein OS=Homo sapiens OX=9606 GN=EIF3CL PE=1 SV=1,8,8,11.7,4.17591035104535,4.22706700329514,26.0035885946602,25.8025250424191
Q9NSI2;C9JJU7,Q9NSI2;C9JJU7,8;6,8;6,8;6,Protein FAM207A,FAM207A,sp|Q9NSI2|F207A_HUMAN Protein FAM207A OS=Homo sapiens OX=9606 GN=FAM207A PE=1 SV=2;tr|C9JJU7|C9JJU7_HUMAN Protein FAM207A (Fragment) OS=Homo sapiens OX=9606 GN=FAM207A PE=1 SV=1,8,8,41.7,27.2980656450987,26.1068536328137,27.2262812066933,27.2216795982983
Q641Q2;F8W7U3;E7ESD2;A0A087WYF6;Q5T1D7,Q641Q2;F8W7U3;E7ESD2;A0A087WYF6,40;38;38;34;2,40;38;38;34;2,8;7;8;8;1,WASH complex subunit FAM21A,FAM21A,sp|Q641Q2|WAC2A_HUMAN WASH complex subunit 2A OS=Homo sapiens OX=9606 GN=WASHC2A PE=1 SV=3;tr|F8W7U3|F8W7U3_HUMAN WASH complex subunit 2A OS=Homo sapiens OX=9606 GN=WASHC2A PE=1 SV=1;tr|E7ESD2|E7ESD2_HUMAN WASH complex subunit 2A OS=Homo sapiens OX=9606 GN,40,8,50.9,4.17591035104535,4.22706700329514,30.8886706108865,30.5663796194959
A0A0A0MR88;A0A096LPC5;Q9Y4E1;J3KP36;Q5SRD0;A0A0A0MT65;B1AP61,A0A0A0MR88;A0A096LPC5;Q9Y4E1;J3KP36,40;40;38;36;10;8;5,8;8;8;8;4;1;0,8;8;8;8;4;1;0,WASH complex subunit FAM21C,FAM21C,tr|A0A0A0MR88|A0A0A0MR88_HUMAN WASH complex subunit 2C OS=Homo sapiens OX=9606 GN=WASHC2C PE=1 SV=1;tr|A0A096LPC5|A0A096LPC5_HUMAN WASH complex subunit 2C OS=Homo sapiens OX=9606 GN=WASHC2C PE=1 SV=1;sp|Q9Y4E1|WAC2C_HUMAN WASH complex subunit 2C OS=Homo sa,40,8,51.5,4.17591035104535,4.22706700329514,27.7569090088692,26.4981097678877
Q6UN15;A0A0B4J203;H0Y8P7,Q6UN15;A0A0B4J203,8;5;1,8;5;1,8;5;1,Pre-mRNA 3-end-processing factor FIP1,FIP1L1,sp|Q6UN15|FIP1_HUMAN Pre-mRNA 3-end-processing factor FIP1 OS=Homo sapiens OX=9606 GN=FIP1L1 PE=1 SV=1;tr|A0A0B4J203|A0A0B4J203_HUMAN Protein kinase domain-containing protein OS=Homo sapiens OX=9606 PE=3 SV=1,8,8,17.2,23.271133567261,24.889576002489,28.6647873119266,28.1705464510951
P51114;B4DXZ6;E7EU85;E9PFF5;C9JZE0;C9JY20;C9IZ22,P51114;B4DXZ6;E7EU85;E9PFF5,11;11;10;10;2;2;1,11;11;10;10;2;2;1,8;8;8;8;2;2;1,Fragile X mental retardation syndrome-related protein 1,FXR1,sp|P51114|FXR1_HUMAN Fragile X mental retardation syndrome-related protein 1 OS=Homo sapiens OX=9606 GN=FXR1 PE=1 SV=3;tr|B4DXZ6|B4DXZ6_HUMAN Fragile X mental retardation syndrome-related protein 1 OS=Homo sapiens OX=9606 GN=FXR1 PE=1 SV=1;tr|E7EU85|E7EU85,11,8,25.4,4.17591035104535,4.22706700329514,27.6881916045273,27.7658499864682
Q06546,Q06546,8,8,8,GA-binding protein alpha chain,GABPA,sp|Q06546|GABPA_HUMAN GA-binding protein alpha chain OS=Homo sapiens OX=9606 GN=GABPA PE=1 SV=1,8,8,23.1,23.9678081321435,24.1766838849217,27.4542677867407,26.6433387731874
Q14527;A0A0C4DGA6;H7C5K0,Q14527;A0A0C4DGA6;H7C5K0,8;8;5,8;8;5,8;8;5,Helicase-like transcription factor,HLTF,sp|Q14527|HLTF_HUMAN Helicase-like transcription factor OS=Homo sapiens OX=9606 GN=HLTF PE=1 SV=2;tr|A0A0C4DGA6|A0A0C4DGA6_HUMAN Helicase-like transcription factor OS=Homo sapiens OX=9606 GN=HLTF PE=1 SV=1;tr|H7C5K0|H7C5K0_HUMAN Helicase-like transcription,8,8,10.1,21.3703404651759,25.9520707707217,22.1198428806454,22.3282660828018
P52597;A0A1B0GW42,P52597,10;2,10;2,8;2,"Heterogeneous nuclear ribonucleoprotein F;Heterogeneous nuclear ribonucleoprotein F, N-terminally processed",HNRNPF,sp|P52597|HNRPF_HUMAN Heterogeneous nuclear ribonucleoprotein F OS=Homo sapiens OX=9606 GN=HNRNPF PE=1 SV=3,10,8,39.0,25.1965177832382,28.11530318694,29.1573062227902,28.7685341297895
Q9BW19;A0A087X1W5;A2AB20;A0A140T9E6,Q9BW19,8;2;2;2,8;2;2;2,8;2;2;2,Kinesin-like protein KIFC1,KIFC1,sp|Q9BW19|KIFC1_HUMAN Kinesin-like protein KIFC1 OS=Homo sapiens OX=9606 GN=KIFC1 PE=1 SV=2,8,8,14.7,24.743151058051,26.3690626601331,21.59996004622,21.7592276505451
Q5VZK9;A0A0U1RQQ1,Q5VZK9;A0A0U1RQQ1,8;6,8;6,8;6,Leucine-rich repeat-containing protein 16A,LRRC16A,sp|Q5VZK9|CARL1_HUMAN F-actin-uncapping protein LRRC16A OS=Homo sapiens OX=9606 GN=CARMIL1 PE=1 SV=1;tr|A0A0U1RQQ1|A0A0U1RQQ1_HUMAN F-actin-uncapping protein LRRC16A (Fragment) OS=Homo sapiens OX=9606 GN=CARMIL1 PE=1 SV=1,8,8,8.8,22.8439667627707,23.3767655517059,26.502866151829,25.2963160753465
Q32MZ4,Q32MZ4,8,8,8,Leucine-rich repeat flightless-interacting protein 1,LRRFIP1,sp|Q32MZ4|LRRF1_HUMAN Leucine-rich repeat flightless-interacting protein 1 OS=Homo sapiens OX=9606 GN=LRRFIP1 PE=1 SV=2,8,8,15.6,4.17591035104535,4.22706700329514,26.5264753595851,26.5894943416006
P78559;E9PGC8,P78559;E9PGC8,8;8,8;8,8;8,Microtubule-associated protein 1A;MAP1A heavy chain;MAP1 light chain LC2,MAP1A,sp|P78559|MAP1A_HUMAN Microtubule-associated protein 1A OS=Homo sapiens OX=9606 GN=MAP1A PE=1 SV=6;tr|E9PGC8|E9PGC8_HUMAN Microtubule-associated protein 1A OS=Homo sapiens OX=9606 GN=MAP1A PE=1 SV=1,8,8,4.4,4.17591035104535,4.22706700329514,26.0814782368591,25.7574305009263
Q15691,Q15691,9,9,8,Microtubule-associated protein RP/EB family member 1,MAPRE1,sp|Q15691|MARE1_HUMAN Microtubule-associated protein RP/EB family member 1 OS=Homo sapiens OX=9606 GN=MAPRE1 PE=1 SV=3,9,8,45.5,4.17591035104535,4.22706700329514,27.5226794600669,27.1743615929214
P43121,P43121,8,8,8,Cell surface glycoprotein MUC18,MCAM,sp|P43121|MUC18_HUMAN Cell surface glycoprotein MUC18 OS=Homo sapiens OX=9606 GN=MCAM PE=1 SV=2,8,8,13.8,4.17591035104535,4.22706700329514,27.5789550391198,27.655468379004
Q5VZE5,Q5VZE5,8,8,8,"N-alpha-acetyltransferase 35, NatC auxiliary subunit",NAA35,"sp|Q5VZE5|NAA35_HUMAN N-alpha-acetyltransferase 35, NatC auxiliary subunit OS=Homo sapiens OX=9606 GN=NAA35 PE=1 SV=1",8,8,13.4,4.17591035104535,4.22706700329514,26.3293886408461,25.7023711921286
P55209;F8VY35;F5H4R6;H0YIV4;F8W020;F8W118;F8VV59;F8W0J6;H0YH88;H0YHC3;F8VXI6;F8VUX1;F8W543;B7Z9C2;F8VRJ2;F8VVB5,P55209;F8VY35;F5H4R6;H0YIV4;F8W020;F8W118;F8VV59;F8W0J6;H0YH88;H0YHC3;F8VXI6;F8VUX1;F8W543;B7Z9C2;F8VRJ2;F8VVB5,10;10;10;10;9;9;9;9;8;8;8;8;8;8;7;6,10;10;10;10;9;9;9;9;8;8;8;8;8;8;7;6,8;8;8;8;7;7;7;7;6;6;6;6;6;6;5;4,Nucleosome assembly protein 1-like 1,NAP1L1,sp|P55209|NP1L1_HUMAN Nucleosome assembly protein 1-like 1 OS=Homo sapiens OX=9606 GN=NAP1L1 PE=1 SV=1;tr|F8VY35|F8VY35_HUMAN Nucleosome assembly protein 1-like 1 (Fragment) OS=Homo sapiens OX=9606 GN=NAP1L1 PE=1 SV=1;tr|F5H4R6|F5H4R6_HUMAN Nucleosome asse,10,8,30.7,4.17591035104535,4.22706700329514,30.231463421831,30.2155829140622
Q99733;C9J6D1;C9JZI7;E9PNW0;E9PJJ2;E9PS34;E9PNJ7;A8MXH2;E9PKT8;E9PKI2;E9PP22;C9J1B1;H0YCI4,Q99733;C9J6D1;C9JZI7;E9PNW0;E9PJJ2;E9PS34;E9PNJ7;A8MXH2;E9PKT8,10;8;8;7;7;7;7;7;6;4;4;3;3,8;6;6;5;5;5;5;5;4;4;4;3;3,8;6;6;5;5;5;5;5;4;4;4;3;3,Nucleosome assembly protein 1-like 4,NAP1L4,sp|Q99733|NP1L4_HUMAN Nucleosome assembly protein 1-like 4 OS=Homo sapiens OX=9606 GN=NAP1L4 PE=1 SV=1;tr|C9J6D1|C9J6D1_HUMAN Nucleosome assembly protein 1-like 4 (Fragment) OS=Homo sapiens OX=9606 GN=NAP1L4 PE=1 SV=1;tr|C9JZI7|C9JZI7_HUMAN Nucleosome asse,10,8,31.7,4.17591035104535,4.22706700329514,28.5699682797226,28.2273834121643
O43776;K7EMQ6;K7EPK2;K7EQ35,O43776,8;1;1;1,8;1;1;1,8;1;1;1,"Asparagine--tRNA ligase, cytoplasmic",NARS,"sp|O43776|SYNC_HUMAN Asparagine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=NARS1 PE=1 SV=1",8,8,21.9,4.17591035104535,4.22706700329514,26.4511104739026,27.2273834121643
Q8NI08;H0Y6T0;Q5TF96,Q8NI08,8;3;1,8;3;1,8;3;1,Nuclear receptor coactivator 7,NCOA7,sp|Q8NI08|NCOA7_HUMAN Nuclear receptor coactivator 7 OS=Homo sapiens OX=9606 GN=NCOA7 PE=1 SV=2,8,8,12.5,4.17591035104535,4.22706700329514,26.2109655739189,26.1344368178569
O75376;A0A088AWL3;E7EVU5;E7EW50;J3KS51;E7EVK1,O75376;A0A088AWL3,10;9;3;3;3;2,8;7;2;2;2;2,8;7;2;2;2;2,Nuclear receptor corepressor 1,NCOR1,sp|O75376|NCOR1_HUMAN Nuclear receptor corepressor 1 OS=Homo sapiens OX=9606 GN=NCOR1 PE=1 SV=2;tr|A0A088AWL3|A0A088AWL3_HUMAN Nuclear receptor corepressor 1 OS=Homo sapiens OX=9606 GN=NCOR1 PE=1 SV=1,10,8,5.0,25.0122262326694,24.7753514669217,25.7217671678952,25.2617684021751
Q96PU5;A0A1B0GVY1;K7ERN1;K7EKL1;P46934;H0Y8X6,Q96PU5;A0A1B0GVY1;K7ERN1,8;8;6;2;1;1,8;8;6;2;1;1,8;8;6;2;1;1,E3 ubiquitin-protein ligase NEDD4-like,NEDD4L,sp|Q96PU5|NED4L_HUMAN E3 ubiquitin-protein ligase NEDD4-like OS=Homo sapiens OX=9606 GN=NEDD4L PE=1 SV=2;tr|A0A1B0GVY1|A0A1B0GVY1_HUMAN E3 ubiquitin-protein ligase NEDD4-like OS=Homo sapiens OX=9606 GN=NEDD4L PE=1 SV=1;tr|K7ERN1|K7ERN1_HUMAN E3 ubiquitin-p,8,8,11.1,4.17591035104535,4.22706700329514,26.6349184844906,25.3667971000449
P78316;E9PFK5,P78316;E9PFK5,8;7,8;7,8;7,Nucleolar protein 14,NOP14,sp|P78316|NOP14_HUMAN Nucleolar protein 14 OS=Homo sapiens OX=9606 GN=NOP14 PE=1 SV=3;tr|E9PFK5|E9PFK5_HUMAN Nucleolar protein 14 OS=Homo sapiens OX=9606 GN=NOP14 PE=1 SV=1,8,8,12.6,24.3576994958353,26.1371370290781,4.42759069901186,4.36970281032512
Q9BWT3;F8WAT4;H7C3W0;A0A0C4DH56,Q9BWT3;F8WAT4,11;9;5;1,8;6;3;1,8;6;3;1,Poly(A) polymerase gamma,PAPOLG,sp|Q9BWT3|PAPOG_HUMAN Poly(A) polymerase gamma OS=Homo sapiens OX=9606 GN=PAPOLG PE=1 SV=2;tr|F8WAT4|F8WAT4_HUMAN Poly(A) polymerase gamma OS=Homo sapiens OX=9606 GN=PAPOLG PE=1 SV=1,11,8,15.1,25.0633638090388,26.8371360879756,4.42759069901186,4.36970281032512
Q96KB5;E5RFX4;E5RIE1,Q96KB5;E5RFX4,8;5;2,8;5;2,8;5;2,Lymphokine-activated killer T-cell-originated protein kinase,PBK,sp|Q96KB5|TOPK_HUMAN Lymphokine-activated killer T-cell-originated protein kinase OS=Homo sapiens OX=9606 GN=PBK PE=1 SV=3;tr|E5RFX4|E5RFX4_HUMAN Lymphokine-activated killer T-cell-originated protein kinase (Fragment) OS=Homo sapiens OX=9606 GN=PBK PE=1 SV,8,8,28.6,4.17591035104535,4.22706700329514,27.2542178314552,26.328104852973
Q8WUM4;A0A3B3IT07;F8WEQ7;F8WBR8;F8WDK9;C9IZF9,Q8WUM4,8;3;1;1;1;1,8;3;1;1;1;1,8;3;1;1;1;1,Programmed cell death 6-interacting protein,PDCD6IP,sp|Q8WUM4|PDC6I_HUMAN Programmed cell death 6-interacting protein OS=Homo sapiens OX=9606 GN=PDCD6IP PE=1 SV=1,8,8,10.6,4.17591035104535,4.22706700329514,25.8467309028962,26.2603332416082
Q9NTI5;A9IYQ1,Q9NTI5,10;2,8;2,8;2,Sister chromatid cohesion protein PDS5 homolog B,PDS5B,sp|Q9NTI5|PDS5B_HUMAN Sister chromatid cohesion protein PDS5 homolog B OS=Homo sapiens OX=9606 GN=PDS5B PE=1 SV=1,10,8,11.9,24.9774920089267,25.0181825167337,25.4610147411941,25.3677970504402
Q9NWS0;M0R3A4;M0QYA2;M0R2P8;M0QXD5;M0QYF4;M0R028;M0R3A8;M0QZM3;M0QZ61;M0QZZ1;M0R0J2;M0R1R3,Q9NWS0;M0R3A4;M0QYA2;M0R2P8;M0QXD5,8;6;6;4;4;3;2;2;2;1;1;1;1,8;6;6;4;4;3;2;2;2;1;1;1;1,8;6;6;4;4;3;2;2;2;1;1;1;1,PIH1 domain-containing protein 1,PIH1D1,sp|Q9NWS0|PIHD1_HUMAN PIH1 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=PIH1D1 PE=1 SV=1;tr|M0R3A4|M0R3A4_HUMAN PIH1 domain-containing protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=PIH1D1 PE=1 SV=1;tr|M0QYA2|M0QYA2_HUMAN PIH1 domain-containing,8,8,40.0,4.17591035104535,4.22706700329514,28.0770422396419,27.8437992637178
O00443,O00443,8,8,8,Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha,PIK3C2A,sp|O00443|P3C2A_HUMAN Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha OS=Homo sapiens OX=9606 GN=PIK3C2A PE=1 SV=2,8,8,5.3,4.17591035104535,4.22706700329514,25.6312034831011,26.2110955807455
Q13356,Q13356,8,8,8,Peptidyl-prolyl cis-trans isomerase-like 2,PPIL2,sp|Q13356|PPIL2_HUMAN RING-type E3 ubiquitin-protein ligase PPIL2 OS=Homo sapiens OX=9606 GN=PPIL2 PE=1 SV=1,8,8,22.5,24.3461777049244,26.5384401070977,23.7015276700367,22.8915241489997
Q96SB3,Q96SB3,8,8,8,Neurabin-2,PPP1R9B,sp|Q96SB3|NEB2_HUMAN Neurabin-2 OS=Homo sapiens OX=9606 GN=PPP1R9B PE=1 SV=3,8,8,16.9,4.17591035104535,4.22706700329514,26.4402507487947,26.3884404135544
P30041,P30041,8,8,8,Peroxiredoxin-6,PRDX6,sp|P30041|PRDX6_HUMAN Peroxiredoxin-6 OS=Homo sapiens OX=9606 GN=PRDX6 PE=1 SV=3,8,8,46.4,23.8981836070959,25.3933590322272,27.6505466001038,27.4519908178506
Q6P2P2,Q6P2P2,8,8,8,Putative protein arginine N-methyltransferase 9,PRMT9,sp|Q6P2P2|ANM9_HUMAN Protein arginine N-methyltransferase 9 OS=Homo sapiens OX=9606 GN=PRMT9 PE=1 SV=1,8,8,9.3,4.17591035104535,4.22706700329514,26.1351417081611,26.1717874791638
O75400;A0A3F2YNY6;F5H578,O75400;A0A3F2YNY6,8;8;1,8;8;1,8;8;1,Pre-mRNA-processing factor 40 homolog A,PRPF40A,sp|O75400|PR40A_HUMAN Pre-mRNA-processing factor 40 homolog A OS=Homo sapiens OX=9606 GN=PRPF40A PE=1 SV=2;tr|A0A3F2YNY6|A0A3F2YNY6_HUMAN Pre-mRNA-processing factor 40 homolog A OS=Homo sapiens OX=9606 GN=PRPF40A PE=1 SV=1,8,8,12.1,23.0412125419256,24.8093618896985,26.7270238413683,26.8116418232011
P35241;A0A2R8Y5S7;A0A2R8Y7M3;E9PNV3;E9PQ82;A0A2R8Y5P0;A0A2R8Y4H6,P35241;A0A2R8Y5S7;A0A2R8Y7M3,17;17;15;5;4;3;2,8;8;6;3;2;2;2,8;8;6;3;2;2;2,Radixin,RDX,sp|P35241|RADI_HUMAN Radixin OS=Homo sapiens OX=9606 GN=RDX PE=1 SV=1;tr|A0A2R8Y5S7|A0A2R8Y5S7_HUMAN Radixin OS=Homo sapiens OX=9606 GN=RDX PE=1 SV=1;tr|A0A2R8Y7M3|A0A2R8Y7M3_HUMAN Radixin OS=Homo sapiens OX=9606 GN=RDX PE=1 SV=1,17,8,28.8,4.17591035104535,4.22706700329514,26.158385334374,26.4646490696239
P35249;C9JZI1;C9J8M3;H7C1P0;C9JTT7;C9JXZ7,P35249;C9JZI1;C9J8M3,8;6;5;3;3;2,8;6;5;3;3;2,8;6;5;3;3;2,Replication factor C subunit 4,RFC4,sp|P35249|RFC4_HUMAN Replication factor C subunit 4 OS=Homo sapiens OX=9606 GN=RFC4 PE=1 SV=2;tr|C9JZI1|C9JZI1_HUMAN Replication factor C subunit 4 OS=Homo sapiens OX=9606 GN=RFC4 PE=1 SV=1;tr|C9J8M3|C9J8M3_HUMAN Replication factor C subunit 4 (Fragment) O,8,8,29.5,23.3987176012972,25.494543604982,26.3288581470258,25.8304540845024
P48382;F8W689;A0A0A0MSQ2;F6UE82;H0Y4B4;A0A0A0MSM9;F6X9D6;F6R6G4;F6S3S0;A0A0A0MT34,P48382;F8W689;A0A0A0MSQ2;F6UE82;H0Y4B4,8;8;5;4;4;3;3;3;2;2,8;8;5;4;4;3;3;3;2;2,8;8;5;4;4;3;3;3;2;2,DNA-binding protein RFX5,RFX5,sp|P48382|RFX5_HUMAN DNA-binding protein RFX5 OS=Homo sapiens OX=9606 GN=RFX5 PE=1 SV=1;tr|F8W689|F8W689_HUMAN DNA-binding protein RFX5 (Fragment) OS=Homo sapiens OX=9606 GN=RFX5 PE=1 SV=1;tr|A0A0A0MSQ2|A0A0A0MSQ2_HUMAN DNA-binding protein RFX5 (Fragment),8,8,15.9,26.6177889343469,25.1879754231184,24.8581373603962,24.2142307664962
Q9NPQ8;H0YEN0;E9PSI0;H0YE35;Q9NVN3;E9PLE5;E9PI04,Q9NPQ8;H0YEN0,9;5;3;2;1;1;1,9;5;3;2;1;1;1,8;5;3;1;0;1;1,Synembryn-A,RIC8A,sp|Q9NPQ8|RIC8A_HUMAN Synembryn-A OS=Homo sapiens OX=9606 GN=RIC8A PE=1 SV=3;tr|H0YEN0|H0YEN0_HUMAN Synembryn-A (Fragment) OS=Homo sapiens OX=9606 GN=RIC8A PE=1 SV=8,9,8,20.2,23.3673707168151,21.7187084530371,27.380552089938,26.7076725573973
O75116;E9PF63;Q14DU5;D6REE7;C9JFJ0,O75116;E9PF63;Q14DU5,11;8;6;4;3,8;7;6;1;0,8;7;6;1;0,Rho-associated protein kinase 2,ROCK2,sp|O75116|ROCK2_HUMAN Rho-associated protein kinase 2 OS=Homo sapiens OX=9606 GN=ROCK2 PE=1 SV=4;tr|E9PF63|E9PF63_HUMAN Rho-associated protein kinase 2 OS=Homo sapiens OX=9606 GN=ROCK2 PE=1 SV=1;tr|Q14DU5|Q14DU5_HUMAN ROCK2 protein OS=Homo sapiens OX=9606,11,8,9.4,4.17591035104535,4.22706700329514,26.652941228801,26.2826668141428
Q15050,Q15050,8,8,8,Ribosome biogenesis regulatory protein homolog,RRS1,sp|Q15050|RRS1_HUMAN Ribosome biogenesis regulatory protein homolog OS=Homo sapiens OX=9606 GN=RRS1 PE=1 SV=2,8,8,24.4,24.9094437679514,26.4809451057008,4.42759069901186,4.36970281032512
P04279,P04279,10,10,8,Semenogelin-1;Alpha-inhibin-92;Alpha-inhibin-31;Seminal basic protein,SEMG1,sp|P04279|SEMG1_HUMAN Semenogelin-1 OS=Homo sapiens OX=9606 GN=SEMG1 PE=1 SV=2,10,8,32.9,25.1355313373373,26.6094995793695,4.42759069901186,4.36970281032512
