Gene_names,RBBP7_vs_BirA_logFC,RBBP7_vs_BirA_pval,Protein_IDs,Majority_protein_IDs,Peptide_counts__all_,Peptide_counts__razor_unique_,Peptide_counts__unique_,Protein_names,Fasta_headers,Number_of_proteins,Peptides,Razor___unique_peptides,Unique_peptides,Peptides_BirA_alone_N1,Peptides_BirA_alone_N2,Peptides_RBBP7_N1,Peptides_RBBP7_N2,Razor___unique_peptides_BirA_alone_N1,Razor___unique_peptides_BirA_alone_N2,Razor___unique_peptides_RBBP7_N1,Razor___unique_peptides_RBBP7_N2,Unique_peptides_BirA_alone_N1,Unique_peptides_BirA_alone_N2,Unique_peptides_RBBP7_N1,Unique_peptides_RBBP7_N2,Sequence_coverage____,Unique___razor_sequence_coverage____,Unique_sequence_coverage____,Mol__weight__kDa_,Sequence_length,Sequence_lengths,Q_value,Score,Identification_type_BirA_alone_N1,Identification_type_BirA_alone_N2,Identification_type_RBBP7_N1,Identification_type_RBBP7_N2,Ratio_H_L,Ratio_H_L_normalized,Ratio_H_L_variability____,Ratio_H_L_count,Ratio_H_L_iso_count,Ratio_H_L_type,Ratio_H_L_BirA_alone_N1,Ratio_H_L_BirA_alone_N2,Ratio_H_L_RBBP7_N1,Ratio_H_L_RBBP7_N2,Ratio_H_L_normalized_BirA_alone_N1,Ratio_H_L_normalized_BirA_alone_N2,Ratio_H_L_normalized_RBBP7_N1,Ratio_H_L_normalized_RBBP7_N2,Ratio_H_L_variability_____BirA_alone_N1,Ratio_H_L_variability_____BirA_alone_N2,Ratio_H_L_variability_____RBBP7_N1,Ratio_H_L_variability_____RBBP7_N2,Ratio_H_L_count_BirA_alone_N1,Ratio_H_L_count_BirA_alone_N2,Ratio_H_L_count_RBBP7_N1,Ratio_H_L_count_RBBP7_N2,Ratio_H_L_iso_count_BirA_alone_N1,Ratio_H_L_iso_count_BirA_alone_N2,Ratio_H_L_iso_count_RBBP7_N1,Ratio_H_L_iso_count_RBBP7_N2,Ratio_H_L_type_BirA_alone_N1,Ratio_H_L_type_BirA_alone_N2,Ratio_H_L_type_RBBP7_N1,Ratio_H_L_type_RBBP7_N2,Sequence_coverage_BirA_alone_N1____,Sequence_coverage_BirA_alone_N2____,Sequence_coverage_RBBP7_N1____,Sequence_coverage_RBBP7_N2____,Intensity,Intensity_L,Intensity_H,Intensity_BirA_alone_N1,Intensity_L_BirA_alone_N1,Intensity_H_BirA_alone_N1,Intensity_BirA_alone_N2,Intensity_L_BirA_alone_N2,Intensity_H_BirA_alone_N2,Intensity_RBBP7_N1,Intensity_L_RBBP7_N1,Intensity_H_RBBP7_N1,Intensity_RBBP7_N2,Intensity_L_RBBP7_N2,Intensity_H_RBBP7_N2,Only_identified_by_site,Reverse,Potential_contaminant,id,Peptide_IDs,Peptide_is_razor,Mod__peptide_IDs,Evidence_IDs,MS_MS_IDs,Best_MS_MS,Carbamyl__K__site_IDs,Oxidation__M__site_IDs,Carbamyl__K__site_positions,Oxidation__M__site_positions,Taxonomy_IDs,AutoID,metacell_Intensity_L_RBBP7_N1,metacell_Intensity_L_RBBP7_N2,metacell_Intensity_L_BirA_alone_N1,metacell_Intensity_L_BirA_alone_N2
MINOS1;MINOS1-NBL1,-19.5038713394476,2.07369439612705e-07,Q5TGZ0;A0A087WU07;A0A3B3IRY5;R4GMY4;R4GNA1,Q5TGZ0;A0A087WU07;A0A3B3IRY5;R4GMY4;R4GNA1,2;2;1;1;1,2;2;1;1;1,2;2;1;1;1,MICOS complex subunit MIC10,sp|Q5TGZ0|MIC10_HUMAN MICOS complex subunit MIC10 OS=Homo sapiens OX=9606 GN=MICOS10 PE=1 SV=1;tr|A0A087WU07|A0A087WU07_HUMAN MICOS complex subunit MIC10 OS=Homo sapiens OX=9606 GN=MICOS10 PE=1 SV=1;tr|A0A3B3IRY5|A0A3B3IRY5_HUMAN MICOS complex subunit MIC1,5,2,2,2,2,1,0,0,2,1,0,0,2,1,0,0,59.0,59.0,59.0,8.8081,78,78;62;39;70;71,0.00062735,2.5749,By MS/MS,By MS/MS,,,0.43947,1.1147,6.7279,2,1,Median,0.4253,0.45411,,,1.0629,1.169,,,,,,,1,1,0,0,1,0,0,0,Median,Median,Median,Median,59.0,14.1,0.0,0.0,51101000,35019000,16082000,16839000,12962000,3876800,34262000,22057000,12205000,0,0,0,0,0,0,,,,23,10298;12036,True;True,12499;14531,27586;32011;32012,45171;52345;52346,45171;52346,15;16,,71;74,,-1;-1;-1;-1;-1,protein_24,imputed MEC,imputed MEC,quanti,quanti
MRPL45,-20.31094239874,3.59084268924011e-07,Q9BRJ2;A0A0G2JMS5;A0A087WU62;A0A087X2D5,Q9BRJ2;A0A0G2JMS5;A0A087WU62;A0A087X2D5,2;2;2;2,2;2;2;2,2;2;2;2,"39S ribosomal protein L45, mitochondrial","sp|Q9BRJ2|RM45_HUMAN 39S ribosomal protein L45, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL45 PE=1 SV=2;tr|A0A0G2JMS5|A0A0G2JMS5_HUMAN 39S ribosomal protein L45, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL45 PE=1 SV=1;tr|A0A087WU62|A0A087WU62_HUMAN 39S",4,2,2,2,1,2,0,0,1,2,0,0,1,2,0,0,11.1,11.1,11.1,35.351,306,306;256;256;306,0.0011834,2.2669,By MS/MS,By MS/MS,,,0.59883,1.5318,61.528,3,0,Plateau,0.15657,0.426,,,0.45017,1.07,,,,50.732,,,1,2,0,0,0,0,0,0,Median,Median,Median,Median,4.6,11.1,0.0,0.0,92277000,62933000,29344000,25014000,20747000,4267700,67262000,42186000,25076000,0,0,0,0,0,0,,,,25,6747;8699,True;True,8264;10622,18326;18327;23568,30365;30366;30367;30368;38771;38772,30368;38771,,,,,-1;-1;-1;-1,protein_26,imputed MEC,imputed MEC,quanti,quanti
CTNNBL1,-1.08787091117988,0.502490102303338,Q8WYA6;A0A087WUB9;A2A2P1,Q8WYA6;A0A087WUB9,4;4;1,4;4;1,4;4;1,Beta-catenin-like protein 1,sp|Q8WYA6|CTBL1_HUMAN Beta-catenin-like protein 1 OS=Homo sapiens OX=9606 GN=CTNNBL1 PE=1 SV=1;tr|A0A087WUB9|A0A087WUB9_HUMAN Beta-catenin-like protein 1 OS=Homo sapiens OX=9606 GN=CTNNBL1 PE=1 SV=1,3,4,4,4,2,2,1,2,2,2,1,2,2,2,1,2,11.9,11.9,11.9,65.173,563,563;568;166,0.0,4.6421,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.49762,0.94825,89.607,5,2,Median,0.45748,0.57255,,0.15161,1.2541,1.2588,,0.18786,40.276,40.064,,,2,2,0,1,0,1,0,1,Median,Median,Median,Median,6.0,6.0,2.3,5.9,184210000,135940000,48275000,48875000,30647000,18228000,66051000,43718000,22333000,4782700,4782700,0,64504000,56790000,7714400,,,,26,8565;9699;13546;14424,True;True;True;True,10470;11800;16323;17362,23282;23283;26082;26083;36088;36089;38434,38345;42711;42712;59267;59268;59269;63319,38345;42711;59267;63319,,,,,-1;-1;-1,protein_27,quanti,quanti,quanti,quanti
HNRNPDL,-0.875624072288435,0.0277624791758944,O14979;A0A087WUK2,O14979;A0A087WUK2,5;5,3;3,3;3,Heterogeneous nuclear ribonucleoprotein D-like,sp|O14979|HNRDL_HUMAN Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens OX=9606 GN=HNRNPDL PE=1 SV=3;tr|A0A087WUK2|A0A087WUK2_HUMAN Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens OX=9606 GN=HNRNPDL PE=1 SV=1,2,5,3,3,5,5,4,5,3,3,2,3,3,3,2,3,12.1,9.8,9.8,46.437,420,420;363,0.0,15.777,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.25898,0.90432,20.857,14,10,Leave out requantified,0.26747,0.35794,0.083914,0.66062,0.99733,0.99823,0.10315,0.92781,24.301,31.894,66.632,140.41,4,4,4,2,1,3,4,2,Median,Median,Median,Median,12.1,12.1,8.1,12.1,1976900000,1531700000,445200000,613900000,479620000,134290000,719970000,522960000,197010000,322760000,306510000,16256000,320280000,222640000,97645000,,,,29,2544;3501;4299;11598;12821,True;True;False;True;False,3094;3095;4233;5198;5199;14032;15465,7038;7039;7040;7041;7042;9415;9416;9417;11480;11481;11482;11483;11484;11485;11486;11487;11488;30900;30901;30902;30903;30904;30905;30906;34105;34106;34107;34108,11945;11946;11947;11948;11949;11950;15727;15728;15729;15730;15731;15732;15733;15734;19172;19173;19174;19175;19176;19177;19178;19179;19180;19181;19182;19183;19184;19185;19186;19187;19188;19189;19190;19191;19192;50517;50518;50519;50520;50521;50522;50523;50524;50525;55772;55773;55774;55775;55776;55777,11945;15733;19176;50523;55774,,,,,-1;-1,protein_30,quanti,quanti,quanti,quanti
SLIRP,-0.0595505911813774,0.885882229764482,Q9GZT3;A0A087WUN7;H0YJ40;G3V4X6;G3V2S9;H0YJW7;H0YJI1,Q9GZT3;A0A087WUN7;H0YJ40;G3V4X6;G3V2S9;H0YJW7,4;4;4;4;4;3;1,4;4;4;4;4;3;1,4;4;4;4;4;3;1,"SRA stem-loop-interacting RNA-binding protein, mitochondrial","sp|Q9GZT3|SLIRP_HUMAN SRA stem-loop-interacting RNA-binding protein, mitochondrial OS=Homo sapiens OX=9606 GN=SLIRP PE=1 SV=1;tr|A0A087WUN7|A0A087WUN7_HUMAN SRA stem-loop-interacting RNA-binding protein, mitochondrial OS=Homo sapiens OX=9606 GN=SLIRP PE=1 ",7,4,4,4,4,3,2,1,4,3,2,1,4,3,2,1,34.9,34.9,34.9,12.349,109,109;92;96;98;124;76;40,0.0,13.036,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.51702,1.335,24.82,10,4,Leave out requantified,0.49915,0.66547,0.069274,0.047645,1.3419,1.977,0.089812,0.060964,25.744,25.125,70.744,,4,3,2,1,0,1,2,1,Leave out requantified,Median,Median,Median,34.9,33.9,22.0,9.2,682970000,518360000,164600000,198090000,131270000,66827000,203540000,123680000,79855000,204410000,192160000,12245000,76930000,71254000,5676100,,,,30,2159;10352;11563;12315,True;True;True;True,2630;12557;13992;14865,6027;6028;27705;27706;27707;30796;32767;32768;32769;32770,10291;10292;45360;45361;45362;45363;50334;53526;53527;53528;53529;53530;53531;53532;53533;53534;53535;53536,10291;45363;50334;53528,,,,,-1;-1;-1;-1;-1;-1;-1,protein_31,quanti,quanti,quanti,quanti
BSG,0.897523319761977,0.0741954551787938,P35613;A0A087WUV8;A0A087X2B5;R4GMX5;I3L192;R4GN83,P35613;A0A087WUV8;A0A087X2B5;R4GMX5;I3L192,5;5;5;3;3;2,5;5;5;3;3;2,5;5;5;3;3;2,Basigin,sp|P35613|BASI_HUMAN Basigin OS=Homo sapiens OX=9606 GN=BSG PE=1 SV=2;tr|A0A087WUV8|A0A087WUV8_HUMAN Basigin OS=Homo sapiens OX=9606 GN=BSG PE=1 SV=1;tr|A0A087X2B5|A0A087X2B5_HUMAN Basigin (Fragment) OS=Homo sapiens OX=9606 GN=BSG PE=1 SV=1;tr|R4GMX5|R4GMX,6,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,15.1,15.1,15.1,42.2,385,385;189;221;84;160;52,0.0,7.7,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.32555,0.81105,155.7,13,13,Median,0.49958,0.46176,0.13004,0.058346,1.7062,1.2796,0.14587,0.070339,94.673,29.483,45.163,20.295,3,4,4,2,3,4,4,2,Median,Median,Median,Median,7.8,9.1,11.2,11.2,716320000,579020000,137300000,115780000,68332000,47450000,208450000,141610000,66843000,257250000,241970000,15281000,134840000,127110000,7730900,,,,33,3481;4968;12030;12852;14822,True;True;True;True;True,4209;4210;6075;14525;15498;17857,9359;9360;9361;9362;9363;9364;13450;32001;32002;34186;34187;34188;34189;34190;39581,15640;15641;15642;15643;15644;15645;15646;22362;52333;52334;55908;55909;55910;55911;55912;65200,15644;22362;52334;55909;65200,,,,,-1;-1;-1;-1;-1;-1,protein_34,quanti,quanti,quanti,quanti
SPTBN1,0.64683477884974,0.0948755241320585,Q01082;A0A087WUZ3;F8W6C1,Q01082;A0A087WUZ3,30;30;8,30;30;8,30;30;8,"Spectrin beta chain, non-erythrocytic 1","sp|Q01082|SPTB2_HUMAN Spectrin beta chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTBN1 PE=1 SV=2;tr|A0A087WUZ3|A0A087WUZ3_HUMAN Spectrin beta chain OS=Homo sapiens OX=9606 GN=SPTBN1 PE=1 SV=1",3,30,30,30,13,16,15,11,13,16,15,11,13,16,15,11,17.5,17.5,17.5,274.61,2364,2364;2366;690,0.0,48.727,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.46847,1.1115,31.978,50,26,Leave out requantified,0.38968,0.55333,0.1312,0.25002,1.057,1.2498,0.14566,0.28287,30.668,24.247,84.865,111.79,13,16,12,9,5,2,11,8,Leave out requantified,Leave out requantified,Median,Median,7.8,10.1,8.5,5.5,1501000000,1156800000,344140000,251530000,176790000,74740000,448180000,278800000,169390000,505590000,461390000,44205000,295680000,239870000,55810000,,,,35,1527;2292;2374;2477;3378;3771;5459;6230;6612;6762;7430;8182;8816;9261;9262;9875;10023;11392;11847;12791;12792;13245;13257;13634;13894;13898;14266;14356;15130;15285,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,1862;2788;2895;2896;3016;4091;4549;6732;7667;8113;8282;9140;10016;10762;11277;11278;11994;12176;13780;14312;15431;15432;15952;15967;16425;16736;16741;17171;17287;18247;18426,4308;4309;6372;6373;6630;6631;6632;6879;6880;9096;9097;10086;10087;14906;17040;17041;18008;18009;18010;18366;20256;22257;22258;23852;24925;24926;24927;24928;24929;24930;26515;26516;26517;26885;26886;26887;30362;31496;31497;34040;34041;35214;35246;35247;35248;35249;36298;36980;36981;36988;38012;38013;38260;38261;38262;40470;40860,7384;7385;10835;10836;11322;11323;11324;11716;11717;15238;15239;16820;16821;16822;16823;16824;24786;28275;28276;29840;29841;29842;29843;30427;33457;36673;36674;39174;40792;40793;40794;40795;40796;40797;40798;40799;43413;43414;43415;43981;43982;43983;43984;49682;51479;51480;51481;51482;51483;55672;55673;57655;57656;57704;57705;57706;57707;57708;59659;60775;60776;60787;62604;62605;62606;63043;63044;63045;66711;67401,7385;10836;11323;11716;15239;16823;24786;28275;29841;30427;33457;36673;39174;40796;40799;43415;43982;49682;51483;55672;55673;57656;57708;59659;60776;60787;62605;63044;66711;67401,,,,,-1;-1;-1,protein_36,quanti,quanti,quanti,quanti
RELA,-20.278165486462,1.50557875776891e-07,Q04206;E9PKV4;A0A087WVP0;Q2TAM5;E9PKH5;A0A087X0W8;E9PMD5;E9PI38;E9PQS6;E9PM47;E9PNK5;E9PN69;E9PNV4,Q04206;E9PKV4;A0A087WVP0;Q2TAM5;E9PKH5;A0A087X0W8;E9PMD5;E9PI38;E9PQS6,3;3;3;3;3;3;2;2;2;1;1;1;1,3;3;3;3;3;3;2;2;2;1;1;1;1,3;3;3;3;3;3;2;2;2;1;1;1;1,Transcription factor p65,sp|Q04206|TF65_HUMAN Transcription factor p65 OS=Homo sapiens OX=9606 GN=RELA PE=1 SV=2;tr|E9PKV4|E9PKV4_HUMAN Transcription factor p65 OS=Homo sapiens OX=9606 GN=RELA PE=1 SV=1;tr|A0A087WVP0|A0A087WVP0_HUMAN Transcription factor p65 OS=Homo sapiens OX=960,13,3,3,3,1,3,0,0,1,3,0,0,1,3,0,0,11.6,11.6,11.6,60.218,551,551;237;246;377;418;448;161;185;208;64;85;134;153,0.025757,0.93416,By MS/MS,By MS/MS,,,0.57783,2.0049,28.952,3,0,Plateau,0.53055,0.64813,,,1.766,1.5208,,,,39.084,,,1,2,0,0,0,0,0,0,Median,Median,Median,Median,4.5,11.6,0.0,0.0,104040000,59577000,44460000,37189000,22647000,14542000,66848000,36930000,29918000,0,0,0,0,0,0,,,,44,2483;6435;9654,True;True;True,3022;7907;11746,6892;17564;17565;25958,11732;29082;42504;42505;42506;42507;42508,11732;29082;42506,,,,,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_45,imputed MEC,imputed MEC,quanti,quanti
POLR2E,-0.493504783086397,0.353054565648872,P19388;A0A087WVZ9;A0A0A0MQR7;K7EQN2;K7EJ87;A0A087WVN5;A0A087WWX0,P19388;A0A087WVZ9;A0A0A0MQR7;K7EQN2;K7EJ87;A0A087WVN5;A0A087WWX0,2;2;2;1;1;1;1,2;2;2;1;1;1;1,2;2;2;1;1;1;1,"DNA-directed RNA polymerases I, II, and III subunit RPABC1","sp|P19388|RPAB1_HUMAN DNA-directed RNA polymerases I, II, and III subunit RPABC1 OS=Homo sapiens OX=9606 GN=POLR2E PE=1 SV=4;tr|A0A087WVZ9|A0A087WVZ9_HUMAN DNA-directed RNA polymerases I, II, and III subunit RPABC1 OS=Homo sapiens OX=9606 GN=POLR2E PE=1 SV",7,2,2,2,1,2,1,1,1,2,1,1,1,2,1,1,12.4,12.4,12.4,24.551,210,210;184;204;51;68;83;134,0.0,4.9883,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.57692,1.6617,120.82,5,2,Median,0.57692,0.86112,0.28984,0.15873,1.817,2.1456,0.31963,0.17706,,36.141,,,1,2,1,1,0,0,1,1,Median,Median,Median,Median,6.7,12.4,6.7,6.7,146940000,94297000,52641000,32334000,20294000,12040000,72599000,36642000,35958000,19785000,16371000,3413600,22219000,20990000,1228800,,,,47,1122;9649,True;True,1368;11740,3146;3147;3148;3149;25946,5320;5321;5322;5323;5324;5325;42488,5324;42488,,,,,-1;-1;-1;-1;-1;-1;-1,protein_48,quanti,quanti,quanti,quanti
NOMO2;NOMO1;NOMO3,-19.545534159607,9.06263903977299e-07,Q5JPE7;Q15155;P69849;A0A0G2JP90;A0A087WW46;J3KN36;A0A0G2JN29;A0A087X117,Q5JPE7;Q15155;P69849;A0A0G2JP90;A0A087WW46;J3KN36;A0A0G2JN29;A0A087X117,2;2;2;2;2;2;2;2,2;2;2;2;2;2;2;2,2;2;2;2;2;2;2;2,Nodal modulator 2;Nodal modulator 1;Nodal modulator 3,sp|Q5JPE7|NOMO2_HUMAN Nodal modulator 2 OS=Homo sapiens OX=9606 GN=NOMO2 PE=1 SV=1;sp|Q15155|NOMO1_HUMAN Nodal modulator 1 OS=Homo sapiens OX=9606 GN=NOMO1 PE=1 SV=5;sp|P69849|NOMO3_HUMAN Nodal modulator 3 OS=Homo sapiens OX=9606 GN=NOMO3 PE=1 SV=2;tr|A0A0,8,2,2,2,1,2,0,0,1,2,0,0,1,2,0,0,2.8,2.8,2.8,139.44,1267,1267;1222;1222;1100;1100;1267;1267;1267,0.0,3.1324,By MS/MS,By MS/MS,,,0.77802,1.8754,48.975,3,1,Median,0.48568,1.0379,,,1.3624,2.5853,,,,45.404,,,1,2,0,0,0,1,0,0,Median,Median,Median,Median,2.1,2.8,0.0,0.0,82083000,38388000,43695000,22146000,11101000,11044000,59938000,27286000,32651000,0,0,0,0,0,0,,,,48,3162;11932,True;True,3826;14413,8546;8547;31738;31739,14363;14364;51885;51886,14363;51886,,,,,-1;-1;-1;-1;-1;-1;-1;-1,protein_49,imputed MEC,imputed MEC,quanti,quanti
TPM3,-1.24438496002483,0.0092652773459358,A0A087WWU8;D6R904;A0A494C0G0;Q5VU61;A0A2R8YEU4;A0A2R8YH90;A0A2R8YE05;K7ENT6;A0A2R8YHD2;H0YL80;A0A5F9UN72,A0A087WWU8;D6R904,22;13;7;6;5;5;5;5;5;4;1,22;13;7;6;5;5;5;5;5;4;1,9;9;3;6;0;0;0;0;0;0;0,,tr|A0A087WWU8|A0A087WWU8_HUMAN Tropomyosin alpha-3 chain OS=Homo sapiens OX=9606 GN=TPM3 PE=1 SV=1;tr|D6R904|D6R904_HUMAN Tropomyosin alpha-3 chain OS=Homo sapiens OX=9606 GN=TPM3 PE=1 SV=1,11,22,22,9,16,20,13,10,16,20,13,10,8,9,4,6,70.5,70.5,20.7,26.42,227,227;95;87;49;173;220;226;245;248;68;158,0.0,323.31,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.34796,1.0287,22.465,73,38,Leave out requantified,0.30416,0.35677,0.11834,0.063051,1.0545,1.0568,0.15993,0.0942,16.58,24.387,126.79,220.0,22,26,13,12,8,5,13,12,Leave out requantified,Leave out requantified,Median,Median,58.6,70.0,58.1,44.9,16288000000,11613000000,4674900000,4469800000,3319100000,1150700000,7044900000,4953100000,2091700000,2100300000,1997800000,102530000,2672800000,1342800000,1329900000,,,,51,626;627;628;1124;1546;2217;3107;3145;3146;5344;6420;6439;6440;7064;7174;7175;7586;7587;8646;9343;11640;13533,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,730;731;732;733;1372;1373;1883;2699;3765;3807;3808;6565;6566;7891;7912;7913;8658;8659;8802;8803;9325;9326;9327;9328;10559;11369;14079;16303,1682;1683;1684;1685;1686;1687;1688;1689;1690;1691;1692;1693;3159;3160;3161;3162;3163;3164;4357;4358;4359;4360;6175;8424;8425;8505;8506;8507;8508;8509;8510;8511;8512;8513;8514;14521;14522;14523;14524;14525;14526;17528;17529;17530;17531;17576;17577;17578;17579;19202;19203;19204;19205;19206;19517;19518;19519;20690;20691;20692;20693;20694;20695;20696;20697;20698;20699;20700;20701;23457;23458;25117;31021;31022;31023;36042;36043;36044;36045;36046,2825;2826;2827;2828;2829;2830;2831;2832;2833;2834;2835;2836;2837;2838;2839;2840;2841;2842;2843;2844;2845;2846;2847;2848;2849;2850;2851;2852;2853;2854;2855;2856;5339;5340;5341;5342;5343;5344;5345;5346;5347;5348;5349;5350;7460;7461;7462;7463;10511;14183;14184;14185;14186;14287;14288;14289;14290;14291;14292;14293;14294;14295;14296;14297;14298;14299;14300;24102;24103;24104;24105;24106;24107;24108;29032;29033;29034;29035;29036;29037;29038;29039;29040;29041;29042;29100;29101;29102;29103;29104;29105;29106;29107;29108;29109;31854;31855;31856;31857;31858;31859;31860;31861;31862;31863;31864;31865;31866;31867;32327;32328;32329;34137;34138;34139;34140;34141;34142;34143;34144;34145;34146;34147;34148;34149;34150;34151;34152;34153;34154;34155;34156;34157;38605;41068;41069;50697;50698;50699;50700;50701;50702;59180;59181;59182;59183;59184;59185,2826;2836;2855;5343;7460;10511;14186;14287;14292;24102;29035;29107;29109;31867;32327;32328;34138;34152;38605;41069;50701;59180,36;37;38,,11;82;104,,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_52,quanti,quanti,quanti,quanti
TARDBP;TDP43,0.987477887156587,0.117247608147372,Q13148;A0A087WX29;A0A087WYY0;A0A087X260;G3V162;B1AKP7;K7EJM5;A0A0A0N0M3;A0A087WV68;A0A087WXQ5;A0A087WXV3;K7EN94;A0A1W2PNU8;A0A087WX67;A0A087WW61;K7EL26;A0A087WZC9;A0A087WYE7;A0A087WTZ4,Q13148;A0A087WX29;A0A087WYY0;A0A087X260;G3V162;B1AKP7;K7EJM5;A0A0A0N0M3;A0A087WV68;A0A087WXQ5,7;7;5;5;5;5;4;4;4;4;3;3;2;2;2;1;1;1;1,7;7;5;5;5;5;4;4;4;4;3;3;2;2;2;1;1;1;1,7;7;5;5;5;5;4;4;4;4;3;3;2;2;2;1;1;1;1,TAR DNA-binding protein 43,sp|Q13148|TADBP_HUMAN TAR DNA-binding protein 43 OS=Homo sapiens OX=9606 GN=TARDBP PE=1 SV=1;tr|A0A087WX29|A0A087WX29_HUMAN TAR DNA-binding protein 43 (Fragment) OS=Homo sapiens OX=9606 GN=TARDBP PE=1 SV=1;tr|A0A087WYY0|A0A087WYY0_HUMAN TAR DNA-binding pro,19,7,7,7,5,4,3,5,5,4,3,5,5,4,3,5,22.5,22.5,22.5,44.739,414,414;243;304;301;298;295;201;269;212;200;175;275;258;149;138;65;127;89;61,0.0,70.326,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.4277,1.3536,26.401,18,11,Leave out requantified,0.33705,0.51885,0.087854,0.10698,1.1682,1.4511,0.10558,0.12561,24.666,26.621,31.496,59.321,5,4,3,6,2,0,3,6,Leave out requantified,Leave out requantified,Median,Median,16.9,14.0,10.1,15.0,878370000,713650000,164720000,175500000,120380000,55118000,194760000,122690000,72065000,203860000,188580000,15282000,304250000,282000000,22252000,,,,52,3513;3948;4555;9312;12189;13438;13942,True;True;True;True;True;True;True,4246;4752;5538;5539;11334;14713;16181;16788,9447;9448;9449;9450;10542;10543;10544;12258;12259;12260;12261;25047;25048;32426;32427;35726;37088;37089;37090,15793;15794;15795;15796;15797;17583;17584;17585;17586;20491;20492;20493;20494;40965;40966;52960;52961;52962;52963;58567;60956;60957;60958,15796;17585;20493;40965;52960;58567;60957,,,,,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_53,quanti,quanti,quanti,quanti
RPL17;RPL17-C18orf32,0.166594852176161,0.581657525309946,P18621;A0A087WXM6;J3QQT2;J3KRX5;A0A0A6YYL6;J3KRB3;A0A087WWH0;J3QS96;A0A087WY81;J3QLC8;A0A0A0MRF8;J3KSJ0,P18621;A0A087WXM6;J3QQT2;J3KRX5;A0A0A6YYL6;J3KRB3;A0A087WWH0;J3QS96;A0A087WY81;J3QLC8;A0A0A0MRF8,12;12;12;12;12;11;11;11;9;9;8;5,12;12;12;12;12;11;11;11;9;9;8;5,12;12;12;12;12;11;11;11;9;9;8;5,60S ribosomal protein L17,sp|P18621|RL17_HUMAN 60S ribosomal protein L17 OS=Homo sapiens OX=9606 GN=RPL17 PE=1 SV=3;tr|A0A087WXM6|A0A087WXM6_HUMAN 60S ribosomal protein L17 (Fragment) OS=Homo sapiens OX=9606 GN=RPL17 PE=1 SV=1;tr|J3QQT2|J3QQT2_HUMAN 60S ribosomal protein L17 (Fragm,12,12,12,12,7,7,6,8,7,7,6,8,7,7,6,8,56.5,56.5,56.5,21.397,184,184;169;171;174;228;129;131;138;97;174;190;56,0.0,108.43,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.25316,0.70564,26.827,34,22,Leave out requantified,0.25731,0.24872,0.054119,0.10368,0.92904,0.68431,0.07143,0.13894,21.591,22.963,150.72,98.735,9,9,8,8,5,1,8,8,Leave out requantified,Leave out requantified,Median,Median,40.2,38.6,28.3,47.3,2932000000,2462100000,469940000,752730000,594580000,158150000,737060000,584550000,152520000,835120000,743680000,91435000,607110000,539270000,67838000,,,,54,3214;4642;6334;7263;10330;11522;11523;11858;15364;16258;16447;16448,True;True;True;True;True;True;True;True;True;True;True;True,3891;3892;3893;5666;7795;8917;8918;12533;13942;13943;14328;14329;18513;19571;19572;19790;19791,8677;8678;8679;12541;17335;19759;19760;19761;19762;19763;27651;27652;27653;27654;30703;30704;30705;30706;31540;31541;31542;31543;31544;31545;31546;41043;41044;41045;43344;43345;43346;43347;43348;43349;43350;43830;43831;43832,14567;14568;14569;20898;28761;32691;32692;32693;32694;32695;32696;32697;32698;32699;32700;45278;45279;45280;45281;45282;45283;50161;50162;50163;50164;50165;50166;50167;51575;51576;51577;51578;51579;51580;51581;51582;67662;67663;67664;67665;67666;67667;67668;71340;71341;71342;71343;71344;71345;71346;71347;71348;71349;72177;72178;72179;72180,14569;20898;28761;32696;45280;50163;50166;51581;67666;71346;72177;72180,39;40,,37;49,,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_55,quanti,quanti,quanti,quanti
