Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Peptides,Unique peptides,Sequence coverage [%],Intensity FBXW8-N1,Intensity FBXW8-N2,Intensity BirA-alone-N1,Intensity BirA-alone-N2
O95819;A0A0D9SEY1;E7EX83;A0A0D9SG62;E7ENQ1;G3XAA2;G5E948;E7EN19;C9J840;H7C360;H7C0P6;E7ETN6;H7C3Z6,O95819;A0A0D9SEY1;E7EX83;A0A0D9SG62;E7ENQ1;G3XAA2;G5E948;E7EN19;C9J840;H7C360;H7C0P6,14;14;13;13;13;13;13;13;12;12;9;2;1,14;14;13;13;13;13;13;13;12;12;9;2;1,8;8;8;8;7;7;7;7;7;6;6;1;1,Mitogen-activated protein kinase kinase kinase kinase 4,MAP4K4,sp|O95819|M4K4_HUMAN Mitogen-activated protein kinase kinase kinase kinase 4 OS=Homo sapiens OX=9606 GN=MAP4K4 PE=1 SV=2;tr|A0A0D9SEY1|A0A0D9SEY1_HUMAN Mitogen-activated protein kinase kinase kinase kinase 4 OS=Homo sapiens OX=9606 GN=MAP4K4 PE=1 SV=1;tr|E,14,8,14.4,21.0874764255125,21.1666216014386,27.383356643788,26.7014725143048
Q15691,Q15691,9,9,8,Microtubule-associated protein RP/EB family member 1,MAPRE1,sp|Q15691|MARE1_HUMAN Microtubule-associated protein RP/EB family member 1 OS=Homo sapiens OX=9606 GN=MAPRE1 PE=1 SV=3,9,8,45.5,4.08688509245965,4.17955488494526,27.5226794600669,27.3950112011839
P43121,P43121,8,8,8,Cell surface glycoprotein MUC18,MCAM,sp|P43121|MUC18_HUMAN Cell surface glycoprotein MUC18 OS=Homo sapiens OX=9606 GN=MCAM PE=1 SV=2,8,8,13.8,4.08688509245965,4.17955488494526,27.5789550391198,27.655468379004
Q14814;Q05BX2;H0YM62;A0A0D9SGI5;A0A1B0GV32;A0A0R4J2G5;A0A0D9SFD0;D6RJG6;D8L7E9;D6RC63;D6R942;H0YKY6;Q02078;D6RCM6;D6RG21;A0A1B0GTW4;D6RB91;D6RG14;D6RJA7;Q06413;A0A0D9SET2,Q14814,8;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,8;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,8;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,Myocyte-specific enhancer factor 2D,MEF2D,sp|Q14814|MEF2D_HUMAN Myocyte-specific enhancer factor 2D OS=Homo sapiens OX=9606 GN=MEF2D PE=1 SV=1,8,8,19.0,4.08688509245965,4.17955488494526,28.0908344524849,28.0951679325171
Q5VZE5,Q5VZE5,8,8,8,"N-alpha-acetyltransferase 35, NatC auxiliary subunit",NAA35,"sp|Q5VZE5|NAA35_HUMAN N-alpha-acetyltransferase 35, NatC auxiliary subunit OS=Homo sapiens OX=9606 GN=NAA35 PE=1 SV=1",8,8,13.4,4.08688509245965,4.17955488494526,26.3293886408461,25.9878919729717
Q96RE7;K7ENW4;Q96BF6,Q96RE7,10;2;1,10;2;1,8;2;1,Nucleus accumbens-associated protein 1,NACC1,sp|Q96RE7|NACC1_HUMAN Nucleus accumbens-associated protein 1 OS=Homo sapiens OX=9606 GN=NACC1 PE=1 SV=1,10,8,25.0,20.9721954314759,21.0407953848662,28.2069947274084,27.9139347489049
Q99733;C9J6D1;C9JZI7;E9PNW0;E9PJJ2;E9PS34;E9PNJ7;A8MXH2;E9PKT8;E9PKI2;E9PP22;C9J1B1;H0YCI4,Q99733;C9J6D1;C9JZI7;E9PNW0;E9PJJ2;E9PS34;E9PNJ7;A8MXH2;E9PKT8,10;8;8;7;7;7;7;7;6;4;4;3;3,10;8;8;7;7;7;7;7;6;4;4;3;3,8;6;6;5;5;5;5;5;4;4;4;3;3,Nucleosome assembly protein 1-like 4,NAP1L4,sp|Q99733|NP1L4_HUMAN Nucleosome assembly protein 1-like 4 OS=Homo sapiens OX=9606 GN=NAP1L4 PE=1 SV=1;tr|C9J6D1|C9J6D1_HUMAN Nucleosome assembly protein 1-like 4 (Fragment) OS=Homo sapiens OX=9606 GN=NAP1L4 PE=1 SV=1;tr|C9JZI7|C9JZI7_HUMAN Nucleosome asse,10,8,31.7,24.613242711117,25.534749798338,29.4937346584548,29.0957967167256
Q15596;E7EWM1;H0YBB6,Q15596;E7EWM1,8;5;2,8;5;2,8;5;2,Nuclear receptor coactivator 2,NCOA2,sp|Q15596|NCOA2_HUMAN Nuclear receptor coactivator 2 OS=Homo sapiens OX=9606 GN=NCOA2 PE=1 SV=2;tr|E7EWM1|E7EWM1_HUMAN Nuclear receptor coactivator 2 OS=Homo sapiens OX=9606 GN=NCOA2 PE=1 SV=2,8,8,10.7,24.7329341969469,26.7179952004609,27.1444296859171,26.9864170463198
Q8NI08;H0Y6T0;Q5TF96,Q8NI08,8;3;1,8;3;1,8;3;1,Nuclear receptor coactivator 7,NCOA7,sp|Q8NI08|NCOA7_HUMAN Nuclear receptor coactivator 7 OS=Homo sapiens OX=9606 GN=NCOA7 PE=1 SV=2,8,8,12.5,4.08688509245965,4.17955488494526,26.2109655739189,26.1344368178569
O00567;A0A494C128;H0Y653;H0YDU4;Q5JXT2,O00567;A0A494C128;H0Y653;H0YDU4,8;8;6;6;2,8;8;6;6;2,8;8;6;6;2,Nucleolar protein 56,NOP56,sp|O00567|NOP56_HUMAN Nucleolar protein 56 OS=Homo sapiens OX=9606 GN=NOP56 PE=1 SV=4;tr|A0A494C128|A0A494C128_HUMAN Nucleolar protein 56 OS=Homo sapiens OX=9606 GN=NOP56 PE=1 SV=1;tr|H0Y653|H0Y653_HUMAN Nucleolar protein 56 (Fragment) OS=Homo sapiens OX=9,8,8,17.8,4.08688509245965,4.17955488494526,26.4402349046662,25.5657842715497
O43809;H3BND3;H3BV41,O43809;H3BND3;H3BV41,8;6;5,8;6;5,8;6;5,Cleavage and polyadenylation specificity factor subunit 5,NUDT21,sp|O43809|CPSF5_HUMAN Cleavage and polyadenylation specificity factor subunit 5 OS=Homo sapiens OX=9606 GN=NUDT21 PE=1 SV=1;tr|H3BND3|H3BND3_HUMAN Cleavage and polyadenylation-specificity factor subunit 5 (Fragment) OS=Homo sapiens OX=9606 GN=NUDT21 PE=1 S,8,8,38.3,4.08688509245965,4.17955488494526,28.0206217414806,27.3703604219024
P37198;M0QXN5;M0QX10;M0QYY0;M0QX13;M0QZL5;M0R1S1;M0QX64;M0R302,P37198;M0QXN5,8;6;1;1;1;1;1;1;1,8;6;1;1;1;1;1;1;1,8;6;1;1;1;1;1;1;1,Nuclear pore glycoprotein p62,NUP62,sp|P37198|NUP62_HUMAN Nuclear pore glycoprotein p62 OS=Homo sapiens OX=9606 GN=NUP62 PE=1 SV=3;tr|M0QXN5|M0QXN5_HUMAN Nuclear pore glycoprotein p62 OS=Homo sapiens OX=9606 GN=NUP62 PE=1 SV=1,8,8,19.3,4.08688509245965,4.17955488494526,26.7930277356857,26.7615449427795
Q96CV9;A0A087WY28;A0A087X2G2;X6RKL2,Q96CV9,8;2;1;1,8;2;1;1,8;2;1;1,Optineurin,OPTN,sp|Q96CV9|OPTN_HUMAN Optineurin OS=Homo sapiens OX=9606 GN=OPTN PE=1 SV=3,8,8,16.8,4.08688509245965,4.17955488494526,26.5317342328183,26.387421804735
Q9UKK3,Q9UKK3,8,8,8,Poly [ADP-ribose] polymerase 4,PARP4,sp|Q9UKK3|PARP4_HUMAN Protein mono-ADP-ribosyltransferase PARP4 OS=Homo sapiens OX=9606 GN=PARP4 PE=1 SV=3,8,8,4.8,4.08688509245965,4.17955488494526,26.1870693024726,26.0800553202422
Q8WUM4;A0A3B3IT07;F8WEQ7;F8WBR8;F8WDK9;C9IZF9,Q8WUM4,8;3;1;1;1;1,8;3;1;1;1;1,8;3;1;1;1;1,Programmed cell death 6-interacting protein,PDCD6IP,sp|Q8WUM4|PDC6I_HUMAN Programmed cell death 6-interacting protein OS=Homo sapiens OX=9606 GN=PDCD6IP PE=1 SV=1,8,8,10.6,4.08688509245965,4.17955488494526,25.8467309028962,26.3663802494058
O75381;K7EK59,O75381,8;2,8;2,8;2,Peroxisomal membrane protein PEX14,PEX14,sp|O75381|PEX14_HUMAN Peroxisomal membrane protein PEX14 OS=Homo sapiens OX=9606 GN=PEX14 PE=1 SV=1,8,8,33.4,4.08688509245965,4.17955488494526,28.1916883437605,27.4253439777849
O00443,O00443,8,8,8,Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha,PIK3C2A,sp|O00443|P3C2A_HUMAN Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha OS=Homo sapiens OX=9606 GN=PIK3C2A PE=1 SV=2,8,8,5.3,4.08688509245965,4.17955488494526,25.6312034831011,26.2110955807455
Q8WUA2,Q8WUA2,8,8,8,Peptidyl-prolyl cis-trans isomerase-like 4,PPIL4,sp|Q8WUA2|PPIL4_HUMAN Peptidyl-prolyl cis-trans isomerase-like 4 OS=Homo sapiens OX=9606 GN=PPIL4 PE=1 SV=1,8,8,23.0,4.08688509245965,4.17955488494526,27.5021073977141,27.192817286791
Q6P2P2,Q6P2P2,8,8,8,Putative protein arginine N-methyltransferase 9,PRMT9,sp|Q6P2P2|ANM9_HUMAN Protein arginine N-methyltransferase 9 OS=Homo sapiens OX=9606 GN=PRMT9 PE=1 SV=1,8,8,9.3,4.08688509245965,4.17955488494526,26.2789684788327,26.1717874791638
O75400;A0A3F2YNY6;F5H578,O75400;A0A3F2YNY6,8;8;1,8;8;1,8;8;1,Pre-mRNA-processing factor 40 homolog A,PRPF40A,sp|O75400|PR40A_HUMAN Pre-mRNA-processing factor 40 homolog A OS=Homo sapiens OX=9606 GN=PRPF40A PE=1 SV=2;tr|A0A3F2YNY6|A0A3F2YNY6_HUMAN Pre-mRNA-processing factor 40 homolog A OS=Homo sapiens OX=9606 GN=PRPF40A PE=1 SV=1,8,8,12.1,4.08688509245965,4.17955488494526,26.7270238413683,26.91536025249
P18031;B4DSN5,P18031;B4DSN5,8;6,8;6,8;6,Tyrosine-protein phosphatase non-receptor type 1;Tyrosine-protein phosphatase non-receptor type,PTPN1,sp|P18031|PTN1_HUMAN Tyrosine-protein phosphatase non-receptor type 1 OS=Homo sapiens OX=9606 GN=PTPN1 PE=1 SV=1;tr|B4DSN5|B4DSN5_HUMAN Tyrosine-protein phosphatase non-receptor type OS=Homo sapiens OX=9606 GN=PTPN1 PE=1 SV=1,8,8,25.3,4.08688509245965,4.17955488494526,27.5944861241923,27.5717411881931
P06737;E9PK47;P11216;P11217;H0Y4Z6,P06737;E9PK47,8;8;2;2;1,8;8;2;2;1,8;8;2;2;1,"Glycogen phosphorylase, liver form;Alpha-1,4 glucan phosphorylase",PYGL,"sp|P06737|PYGL_HUMAN Glycogen phosphorylase, liver form OS=Homo sapiens OX=9606 GN=PYGL PE=1 SV=4;tr|E9PK47|E9PK47_HUMAN Alpha-1,4 glucan phosphorylase OS=Homo sapiens OX=9606 GN=PYGL PE=1 SV=1",8,8,10.9,4.08688509245965,4.17955488494526,26.8475674210631,25.5787679350075
P35241;A0A2R8Y5S7;A0A2R8Y7M3;E9PNV3;E9PQ82;A0A2R8Y5P0;A0A2R8Y4H6,P35241;A0A2R8Y5S7;A0A2R8Y7M3,16;16;14;5;4;3;2,8;8;6;3;2;2;2,8;8;6;3;2;2;2,Radixin,RDX,sp|P35241|RADI_HUMAN Radixin OS=Homo sapiens OX=9606 GN=RDX PE=1 SV=1;tr|A0A2R8Y5S7|A0A2R8Y5S7_HUMAN Radixin OS=Homo sapiens OX=9606 GN=RDX PE=1 SV=1;tr|A0A2R8Y7M3|A0A2R8Y7M3_HUMAN Radixin OS=Homo sapiens OX=9606 GN=RDX PE=1 SV=1,16,8,28.8,4.08688509245965,4.17955488494526,26.158385334374,26.6042767649464
P46063;F5H2L2;F8WA66;F8WD97;F5H4P4;F5H3W0,P46063,8;3;3;3;1;1,8;3;3;3;1;1,8;3;3;3;1;1,ATP-dependent DNA helicase Q1,RECQL,sp|P46063|RECQ1_HUMAN ATP-dependent DNA helicase Q1 OS=Homo sapiens OX=9606 GN=RECQL PE=1 SV=3,8,8,15.3,4.08688509245965,4.17955488494526,26.8094354922073,26.1795340479272
P35251;H0Y8U4;H0Y9P8,P35251,8;2;1,8;2;1,8;2;1,Replication factor C subunit 1,RFC1,sp|P35251|RFC1_HUMAN Replication factor C subunit 1 OS=Homo sapiens OX=9606 GN=RFC1 PE=1 SV=4,8,8,8.8,4.08688509245965,4.17955488494526,26.7105655754937,26.8633697977434
Q9NPQ8;H0YEN0;E9PSI0;H0YE35;Q9NVN3;E9PLE5;E9PI04,Q9NPQ8;H0YEN0,9;5;3;2;1;1;1,9;5;3;2;1;1;1,8;5;3;1;0;1;1,Synembryn-A,RIC8A,sp|Q9NPQ8|RIC8A_HUMAN Synembryn-A OS=Homo sapiens OX=9606 GN=RIC8A PE=1 SV=3;tr|H0YEN0|H0YEN0_HUMAN Synembryn-A (Fragment) OS=Homo sapiens OX=9606 GN=RIC8A PE=1 SV=8,9,8,20.2,4.08688509245965,4.17955488494526,27.380552089938,26.7076725573973
Q13464;A0A0U1RQV4,Q13464;A0A0U1RQV4,11;10,11;10,8;7,Rho-associated protein kinase 1,ROCK1,sp|Q13464|ROCK1_HUMAN Rho-associated protein kinase 1 OS=Homo sapiens OX=9606 GN=ROCK1 PE=1 SV=1;tr|A0A0U1RQV4|A0A0U1RQV4_HUMAN Rho-associated protein kinase 1 OS=Homo sapiens OX=9606 GN=ROCK1 PE=1 SV=1,11,8,9.1,4.08688509245965,4.17955488494526,26.7432964671281,26.8588724674769
O75116;E9PF63;Q14DU5;D6REE7;C9JFJ0,O75116;E9PF63;Q14DU5,11;8;6;4;3,8;7;6;1;0,8;7;6;1;0,Rho-associated protein kinase 2,ROCK2,sp|O75116|ROCK2_HUMAN Rho-associated protein kinase 2 OS=Homo sapiens OX=9606 GN=ROCK2 PE=1 SV=4;tr|E9PF63|E9PF63_HUMAN Rho-associated protein kinase 2 OS=Homo sapiens OX=9606 GN=ROCK2 PE=1 SV=1;tr|Q14DU5|Q14DU5_HUMAN ROCK2 protein OS=Homo sapiens OX=9606,11,8,9.4,4.08688509245965,4.17955488494526,26.652941228801,26.2826668141428
P36578;H3BM89;H3BU31;H3BTP7,P36578;H3BM89;H3BU31,8;5;4;3,8;5;4;3,8;5;4;3,60S ribosomal protein L4,RPL4,sp|P36578|RL4_HUMAN 60S ribosomal protein L4 OS=Homo sapiens OX=9606 GN=RPL4 PE=1 SV=5;tr|H3BM89|H3BM89_HUMAN 60S ribosomal protein L4 OS=Homo sapiens OX=9606 GN=RPL4 PE=1 SV=1;tr|H3BU31|H3BU31_HUMAN 60S ribosomal protein L4 (Fragment) OS=Homo sapiens OX=9,8,8,21.1,23.1219626483853,23.9403781246438,26.4426253996269,26.3854811729681
Q15424;K7ES42;K7EII0,Q15424,14;2;1,14;2;1,8;2;1,Scaffold attachment factor B1,SAFB,sp|Q15424|SAFB1_HUMAN Scaffold attachment factor B1 OS=Homo sapiens OX=9606 GN=SAFB PE=1 SV=4,14,8,22.2,20.8478923373136,23.4571363582255,29.4113286273989,28.7848157365663
P29353;X6R6D0;H0Y539;Q5T181;Q5T182;Q5T188;P98077,P29353;X6R6D0;H0Y539,8;5;4;3;3;2;1,8;5;4;3;3;2;1,8;5;4;3;3;2;1,SHC-transforming protein 1,SHC1,sp|P29353|SHC1_HUMAN SHC-transforming protein 1 OS=Homo sapiens OX=9606 GN=SHC1 PE=1 SV=4;tr|X6R6D0|X6R6D0_HUMAN SHC-transforming protein 1 OS=Homo sapiens OX=9606 GN=SHC1 PE=1 SV=1;tr|H0Y539|H0Y539_HUMAN SHC-transforming protein 1 (Fragment) OS=Homo sapie,8,8,22.6,4.08688509245965,4.17955488494526,27.8391803321763,27.2881525879686
O95721;C9JAF7,O95721;C9JAF7,8;4,8;4,8;4,Synaptosomal-associated protein 29;Synaptosomal-associated protein,SNAP29,sp|O95721|SNP29_HUMAN Synaptosomal-associated protein 29 OS=Homo sapiens OX=9606 GN=SNAP29 PE=1 SV=1;tr|C9JAF7|C9JAF7_HUMAN Synaptosomal-associated protein 29 (Fragment) OS=Homo sapiens OX=9606 GN=SNAP29 PE=1 SV=1,8,8,43.4,23.2335073362895,23.7987731643428,28.7821617427115,28.5138987572373
O95219;F8W9T3,O95219;F8W9T3,8;4,8;4,8;4,Sorting nexin-4,SNX4,sp|O95219|SNX4_HUMAN Sorting nexin-4 OS=Homo sapiens OX=9606 GN=SNX4 PE=1 SV=1;tr|F8W9T3|F8W9T3_HUMAN Sorting nexin-4 (Fragment) OS=Homo sapiens OX=9606 GN=SNX4 PE=1 SV=1,8,8,19.6,4.08688509245965,4.17955488494526,26.5074708077735,25.8216017533951
Q9UNH7;A0A0A0MRI2;G3V5X9;G3V2U1;H0YJF8;G3V4Z5;Q86XE0,Q9UNH7;A0A0A0MRI2;G3V5X9,8;7;6;2;2;2;1,8;7;6;2;2;2;1,8;7;6;2;2;2;1,"Sorting nexin-6;Sorting nexin-6, N-terminally processed",SNX6,sp|Q9UNH7|SNX6_HUMAN Sorting nexin-6 OS=Homo sapiens OX=9606 GN=SNX6 PE=1 SV=1;tr|A0A0A0MRI2|A0A0A0MRI2_HUMAN Sorting nexin OS=Homo sapiens OX=9606 GN=SNX6 PE=1 SV=1;tr|G3V5X9|G3V5X9_HUMAN Sorting nexin-6 (Fragment) OS=Homo sapiens OX=9606 GN=SNX6 PE=1 SV=,8,8,22.7,4.08688509245965,4.17955488494526,26.9479311680851,26.1724171312287
Q92783;A6NMU3;C9J1E5,Q92783,10;4;1,8;4;1,8;4;1,Signal transducing adapter molecule 1,STAM,sp|Q92783|STAM1_HUMAN Signal transducing adapter molecule 1 OS=Homo sapiens OX=9606 GN=STAM PE=1 SV=3,10,8,24.3,4.08688509245965,4.17955488494526,27.328515789397,27.1022948454557
O75886,O75886,10,10,8,Signal transducing adapter molecule 2,STAM2,sp|O75886|STAM2_HUMAN Signal transducing adapter molecule 2 OS=Homo sapiens OX=9606 GN=STAM2 PE=1 SV=1,10,8,21.7,4.08688509245965,4.17955488494526,28.3249161207014,28.5005507031311
Q6P1X5;H0YC37;H0YEX2;H0YB55,Q6P1X5,8;2;2;1,8;2;2;1,8;2;2;1,Transcription initiation factor TFIID subunit 2,TAF2,sp|Q6P1X5|TAF2_HUMAN Transcription initiation factor TFIID subunit 2 OS=Homo sapiens OX=9606 GN=TAF2 PE=1 SV=3,8,8,9.3,4.08688509245965,4.17955488494526,25.9741472486075,27.2655289201435
P49848;J3KR72;C9JIS2;E5RHA1;C9J088;C9JFL8;C9JTY6;C9JHQ8;E5RKA5;F8WEJ7;C9J7C4,P49848;J3KR72,8;8;2;2;2;2;2;1;1;1;1,8;8;2;2;2;2;2;1;1;1;1,8;8;2;2;2;2;2;1;1;1;1,Transcription initiation factor TFIID subunit 6,TAF6,sp|P49848|TAF6_HUMAN Transcription initiation factor TFIID subunit 6 OS=Homo sapiens OX=9606 GN=TAF6 PE=1 SV=1;tr|J3KR72|J3KR72_HUMAN Transcription initiation factor TFIID subunit 6 OS=Homo sapiens OX=9606 GN=TAF6 PE=1 SV=1,8,8,14.8,4.08688509245965,4.17955488494526,25.9445170846361,25.7200976836996
Q16594;D6RIE8;D6RGK3;D6RIV9;D6RIY1;Q9HBM6;D6RHW1,Q16594;D6RIE8;D6RGK3;D6RIV9;D6RIY1;Q9HBM6;D6RHW1,8;8;7;7;6;5;5,8;8;7;7;6;5;5,8;8;7;7;6;5;5,Transcription initiation factor TFIID subunit 9;Transcription initiation factor TFIID subunit 9B,TAF9;TAF9B,sp|Q16594|TAF9_HUMAN Transcription initiation factor TFIID subunit 9 OS=Homo sapiens OX=9606 GN=TAF9 PE=1 SV=1;tr|D6RIE8|D6RIE8_HUMAN Transcription initiation factor TFIID subunit 9 (Fragment) OS=Homo sapiens OX=9606 GN=TAF9 PE=1 SV=9;tr|D6RGK3|D6RGK3_HUMA,8,8,31.8,4.08688509245965,4.17955488494526,27.4840839760914,27.5212571636343
Q01995;H0YCU9;E9PJ32,Q01995;H0YCU9,8;7;3,8;7;3,8;7;3,Transgelin,TAGLN,sp|Q01995|TAGL_HUMAN Transgelin OS=Homo sapiens OX=9606 GN=TAGLN PE=1 SV=4;tr|H0YCU9|H0YCU9_HUMAN Transgelin (Fragment) OS=Homo sapiens OX=9606 GN=TAGLN PE=1 SV=1,8,8,45.3,23.0700248927848,23.8716413300978,27.2242583070056,27.157980762113
Q8TC07;F8WCB5;F8WDJ1;F8WF35,Q8TC07,17;2;1;1,17;2;1;1,8;2;1;1,TBC1 domain family member 15,TBC1D15,sp|Q8TC07|TBC15_HUMAN TBC1 domain family member 15 OS=Homo sapiens OX=9606 GN=TBC1D15 PE=1 SV=2,17,8,25.9,25.8729566291321,25.1465870091114,29.0340954833703,28.6872239686151
Q15813;A0A2R8Y5Q8;A0A2R8YHI9;A0A2R8Y7E7;A0A2U3TZJ6;A0A2R8Y6Q1;A0A2R8YER9;A0A2R8YFL4;A0A2R8Y809;A0A2R8Y4V6;A0A2R8Y784;A0A2R8Y6L2;A0A2R8Y4E7;A0A2R8Y4P2;A0A2R8YFM3;A0A2R8Y787;A0A2R8Y5H6;A0A2R8Y897;A0A2R8Y597;A0A2R8Y6G3;A0A2R8Y7H8;A0A2R8YF12;A0A2R8YH53,Q15813;A0A2R8Y5Q8;A0A2R8YHI9;A0A2R8Y7E7;A0A2U3TZJ6;A0A2R8Y6Q1;A0A2R8YER9;A0A2R8YFL4;A0A2R8Y809;A0A2R8Y4V6;A0A2R8Y784,8;7;7;6;6;6;4;4;4;4;4;3;2;2;2;2;2;2;1;1;1;1;1,8;7;7;6;6;6;4;4;4;4;4;3;2;2;2;2;2;2;1;1;1;1;1,8;7;7;6;6;6;4;4;4;4;4;3;2;2;2;2;2;2;1;1;1;1;1,Tubulin-specific chaperone E,TBCE,sp|Q15813|TBCE_HUMAN Tubulin-specific chaperone E OS=Homo sapiens OX=9606 GN=TBCE PE=1 SV=1;tr|A0A2R8Y5Q8|A0A2R8Y5Q8_HUMAN Tubulin-specific chaperone E OS=Homo sapiens OX=9606 GN=TBCE PE=1 SV=1;tr|A0A2R8YHI9|A0A2R8YHI9_HUMAN Tubulin-specific chaperone E OS,8,8,18.0,4.08688509245965,4.17955488494526,25.341197106255,26.1546821579043
Q14241;A0A024RAC6,Q14241;A0A024RAC6,8;8,8;8,8;8,Transcription elongation factor B polypeptide 3,TCEB3,sp|Q14241|ELOA1_HUMAN Elongin-A OS=Homo sapiens OX=9606 GN=ELOA PE=1 SV=2;tr|A0A024RAC6|A0A024RAC6_HUMAN Elongin-A OS=Homo sapiens OX=9606 GN=ELOA PE=1 SV=1,8,8,12.9,4.08688509245965,4.17955488494526,27.4469530299611,26.5100846738616
Q9Y4G6;A0A1B0GVU7;H0YMT1,Q9Y4G6;A0A1B0GVU7,18;9;8,8;4;3,8;4;3,Talin-2,TLN2,sp|Q9Y4G6|TLN2_HUMAN Talin-2 OS=Homo sapiens OX=9606 GN=TLN2 PE=1 SV=4;tr|A0A1B0GVU7|A0A1B0GVU7_HUMAN Talin-2 OS=Homo sapiens OX=9606 GN=TLN2 PE=1 SV=1,18,8,8.3,4.08688509245965,4.17955488494526,25.1206814866689,25.7340720099079
P42166,P42166,17,8,8,"Lamina-associated polypeptide 2, isoform alpha;Thymopoietin;Thymopentin",TMPO,"sp|P42166|LAP2A_HUMAN Lamina-associated polypeptide 2, isoform alpha OS=Homo sapiens OX=9606 GN=TMPO PE=1 SV=2",17,8,34.0,4.08688509245965,4.17955488494526,26.776431225155,26.386451815155
Q5JTV8;A0A0A0MSK5;J3KN66;H0YDU3;H0Y4R4;H0YD16,Q5JTV8;A0A0A0MSK5;J3KN66,8;8;7;3;3;2,8;8;7;3;3;2,8;8;7;3;3;2,Torsin-1A-interacting protein 1,TOR1AIP1,sp|Q5JTV8|TOIP1_HUMAN Torsin-1A-interacting protein 1 OS=Homo sapiens OX=9606 GN=TOR1AIP1 PE=1 SV=2;tr|A0A0A0MSK5|A0A0A0MSK5_HUMAN Torsin-1A-interacting protein 1 OS=Homo sapiens OX=9606 GN=TOR1AIP1 PE=1 SV=1;tr|J3KN66|J3KN66_HUMAN Torsin-1A-interacting pr,8,8,17.0,4.08688509245965,4.17955488494526,26.1338099594372,26.3709257477984
Q8N3P4;C9JJN9;C9JP71;C9JG07;C9JPI1,Q8N3P4;C9JJN9,8;8;2;2;1,8;8;2;2;1,8;8;2;2;1,Vacuolar protein sorting-associated protein 8 homolog,VPS8,sp|Q8N3P4|VPS8_HUMAN Vacuolar protein sorting-associated protein 8 homolog OS=Homo sapiens OX=9606 GN=VPS8 PE=1 SV=3;tr|C9JJN9|C9JJN9_HUMAN Vacuolar protein sorting-associated protein 8 homolog OS=Homo sapiens OX=9606 GN=VPS8 PE=1 SV=1,8,8,6.0,4.08688509245965,4.17955488494526,25.7460677233945,25.9051568864331
Q9ULJ3;Q5KS07;E7EVF9,Q9ULJ3,8;1;1,8;1;1,8;1;1,Zinc finger and BTB domain-containing protein 21,ZBTB21,sp|Q9ULJ3|ZBT21_HUMAN Zinc finger and BTB domain-containing protein 21 OS=Homo sapiens OX=9606 GN=ZBTB21 PE=1 SV=2,8,8,11.2,4.08688509245965,4.17955488494526,26.2780113848615,25.6776663130142
Q9HBF4;G3V5N8,Q9HBF4;G3V5N8,8;8,8;8,8;8,Zinc finger FYVE domain-containing protein 1,ZFYVE1,sp|Q9HBF4|ZFYV1_HUMAN Zinc finger FYVE domain-containing protein 1 OS=Homo sapiens OX=9606 GN=ZFYVE1 PE=1 SV=1;tr|G3V5N8|G3V5N8_HUMAN Zinc finger FYVE domain-containing protein 1 OS=Homo sapiens OX=9606 GN=ZFYVE1 PE=1 SV=1,8,8,13.0,4.08688509245965,4.17955488494526,26.3577158905808,25.8374970474973
Q16181;E7ES33;E7EPK1;G3V1Q4;A0A0U1RRM2;A0A0U1RRH9;A0A0U1RRE1;A0A5F9ZGZ7;Q5JXL7;Q6ZU15;A0A0U1RRD1,Q16181;E7ES33;E7EPK1;G3V1Q4,9;9;9;8;3;3;3;3;2;1;1,9;9;9;8;3;3;3;3;2;1;1,9;9;9;8;3;3;3;3;2;1;1,Septin-7,Septin-7,sp|Q16181|SEPT7_HUMAN Septin-7 OS=Homo sapiens OX=9606 GN=SEPTIN7 PE=1 SV=2;tr|E7ES33|E7ES33_HUMAN Septin-7 OS=Homo sapiens OX=9606 GN=SEPTIN7 PE=1 SV=3;tr|E7EPK1|E7EPK1_HUMAN Septin-7 OS=Homo sapiens OX=9606 GN=SEPTIN7 PE=1 SV=2;tr|G3V1Q4|G3V1Q4_HUMAN Sep,9,9,26.1,23.134707066515,24.7032750685339,28.2906152759497,27.5986801113992
Q9UG63;C9JHK9;C9JZV3,Q9UG63;C9JHK9;C9JZV3,9;6;6,9;6;6,9;6;6,ATP-binding cassette sub-family F member 2,ABCF2,sp|Q9UG63|ABCF2_HUMAN ATP-binding cassette sub-family F member 2 OS=Homo sapiens OX=9606 GN=ABCF2 PE=1 SV=2;tr|C9JHK9|C9JHK9_HUMAN ATP-binding cassette sub-family F member 2 (Fragment) OS=Homo sapiens OX=9606 GN=ABCF2 PE=1 SV=1;tr|C9JZV3|C9JZV3_HUMAN ATP-b,9,9,18.3,4.08688509245965,4.17955488494526,27.0033526867141,26.5749341593783
