Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Peptides,Unique peptides,Sequence coverage [%],Intensity DCAF6-N1,Intensity DCAF6-N2,Intensity BirA-alone-N1,Intensity BirA-alone-N2
Q9Y4W2,Q9Y4W2,5,5,5,Ribosomal biogenesis protein LAS1L,LAS1L,sp|Q9Y4W2|LAS1L_HUMAN Ribosomal biogenesis protein LAS1L OS=Homo sapiens OX=9606 GN=LAS1L PE=1 SV=2,5,5,9.8,3.85926602610109,3.93616518704728,25.9182297927293,26.3055473169083
Q14847;C9J9W2;F6S2S5;K7ESD6;J3KSN1,Q14847;C9J9W2,9;7;2;1;1,9;7;2;1;1,9;7;2;1;1,LIM and SH3 domain protein 1,LASP1,sp|Q14847|LASP1_HUMAN LIM and SH3 domain protein 1 OS=Homo sapiens OX=9606 GN=LASP1 PE=1 SV=2;tr|C9J9W2|C9J9W2_HUMAN LIM and SH3 domain protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=LASP1 PE=1 SV=1,9,9,41.8,22.3549315973252,24.1585394273025,29.1728367466535,29.0323885713032
Q9GZY6;C9JA24;C9JDY7;F8W947;C9JXP0,Q9GZY6;C9JA24,3;2;1;1;1,3;2;1;1;1,3;2;1;1;1,Linker for activation of T-cells family member 2,LAT2,sp|Q9GZY6|NTAL_HUMAN Linker for activation of T-cells family member 2 OS=Homo sapiens OX=9606 GN=LAT2 PE=1 SV=1;tr|C9JA24|C9JA24_HUMAN Linker for activation of T-cells family member 2 (Fragment) OS=Homo sapiens OX=9606 GN=LAT2 PE=1 SV=1,3,3,19.8,3.85926602610109,3.93616518704728,24.7448880242464,25.5072136981477
Q14739;A0A494C1L1;C9JXK0,Q14739;A0A494C1L1;C9JXK0,8;7;4,8;7;4,8;7;4,Lamin-B receptor,LBR,sp|Q14739|LBR_HUMAN Delta(14)-sterol reductase LBR OS=Homo sapiens OX=9606 GN=LBR PE=1 SV=2;tr|A0A494C1L1|A0A494C1L1_HUMAN Delta(14)-sterol reductase LBR OS=Homo sapiens OX=9606 GN=LBR PE=1 SV=1;tr|C9JXK0|C9JXK0_HUMAN Delta(14)-sterol reductase LBR (Fragme,8,8,15.1,3.85926602610109,3.93616518704728,27.2457212632064,27.1076918404721
P13796;Q5TBN3;Q5TBN5,P13796,24;6;1,24;6;1,19;3;1,Plastin-2,LCP1,sp|P13796|PLSL_HUMAN Plastin-2 OS=Homo sapiens OX=9606 GN=LCP1 PE=1 SV=6,24,19,48.5,3.85926602610109,3.93616518704728,29.6297349461995,29.2310971509926
P00338;F5GXY2;F5GXH2;F5GYU2;P07864;Q6ZMR3;F5H5J4;F5H6W8;F5H5G7;F5H155;A0A087WUM2;G3XAP5;F5H245,P00338;F5GXY2,6;3;2;2;1;1;1;1;1;1;1;1;1,6;3;2;2;1;1;1;1;1;1;1;1;1,5;3;2;2;0;0;1;1;0;0;0;0;0,L-lactate dehydrogenase A chain,LDHA,sp|P00338|LDHA_HUMAN L-lactate dehydrogenase A chain OS=Homo sapiens OX=9606 GN=LDHA PE=1 SV=2;tr|F5GXY2|F5GXY2_HUMAN L-lactate dehydrogenase A chain (Fragment) OS=Homo sapiens OX=9606 GN=LDHA PE=1 SV=8,6,5,23.5,3.85926602610109,3.93616518704728,25.477691328182,25.7397219051674
P07195;A0A5F9ZHM4;A8MW50;A0A3B3IS95;C9J7H8;F5H793,P07195;A0A5F9ZHM4;A8MW50;A0A3B3IS95;C9J7H8,4;4;3;3;2;1,3;3;2;2;2;1,3;3;2;2;2;1,L-lactate dehydrogenase B chain;L-lactate dehydrogenase,LDHB,sp|P07195|LDHB_HUMAN L-lactate dehydrogenase B chain OS=Homo sapiens OX=9606 GN=LDHB PE=1 SV=2;tr|A0A5F9ZHM4|A0A5F9ZHM4_HUMAN L-lactate dehydrogenase OS=Homo sapiens OX=9606 GN=LDHB PE=1 SV=1;tr|A8MW50|A8MW50_HUMAN L-lactate dehydrogenase (Fragment) OS=Hom,4,3,11.7,3.85926602610109,3.93616518704728,24.8106861606819,23.8711712896802
Q9Y2U8,Q9Y2U8,17,17,17,Inner nuclear membrane protein Man1,LEMD3,sp|Q9Y2U8|MAN1_HUMAN Inner nuclear membrane protein Man1 OS=Homo sapiens OX=9606 GN=LEMD3 PE=1 SV=2,17,17,27.2,3.85926602610109,3.93616518704728,28.2657077481624,28.345915551259
Q96PV6;C9JMY0;A0A087WUE4;A0A0G2JNN3;E7EWC7;B0VJY8;A0A0G2JPW6,Q96PV6;C9JMY0;A0A087WUE4;A0A0G2JNN3,14;13;13;11;4;2;2,14;13;13;11;4;2;2,13;12;12;11;3;1;1,Leukocyte receptor cluster member 8,LENG8,sp|Q96PV6|LENG8_HUMAN Leukocyte receptor cluster member 8 OS=Homo sapiens OX=9606 GN=LENG8 PE=1 SV=3;tr|C9JMY0|C9JMY0_HUMAN Leukocyte receptor cluster member 8 OS=Homo sapiens OX=9606 GN=LENG8 PE=1 SV=2;tr|A0A087WUE4|A0A087WUE4_HUMAN Leukocyte receptor clu,14,13,24.5,3.85926602610109,3.93616518704728,28.7416902958227,28.3863202409199
P09382;F8WEI7,P09382,4;1,4;1,4;1,Galectin-1,LGALS1,sp|P09382|LEG1_HUMAN Galectin-1 OS=Homo sapiens OX=9606 GN=LGALS1 PE=1 SV=2,4,4,39.3,25.589780052076,25.7821429912731,23.5442749155317,23.209151685816
P17931;G3V3R6,P17931;G3V3R6,3;2,3;2,3;2,Galectin-3;Galectin,LGALS3,sp|P17931|LEG3_HUMAN Galectin-3 OS=Homo sapiens OX=9606 GN=LGALS3 PE=1 SV=5;tr|G3V3R6|G3V3R6_HUMAN Galectin OS=Homo sapiens OX=9606 GN=LGALS3 PE=1 SV=1,3,3,14.8,23.4008926630167,23.9297640724774,4.55445633867376,4.43650122396724
P47929,P47929,4,4,4,Galectin-7,LGALS7,sp|P47929|LEG7_HUMAN Galectin-7 OS=Homo sapiens OX=9606 GN=LGALS7 PE=1 SV=2,4,4,43.4,24.3743130590286,23.923339818524,4.55445633867376,4.43650122396724
P18858;F5GZ28;M0R0Q7,P18858;F5GZ28;M0R0Q7,6;6;4,6;6;4,6;6;4,DNA ligase 1;DNA ligase,LIG1,sp|P18858|DNLI1_HUMAN DNA ligase 1 OS=Homo sapiens OX=9606 GN=LIG1 PE=1 SV=1;tr|F5GZ28|F5GZ28_HUMAN DNA ligase OS=Homo sapiens OX=9606 GN=LIG1 PE=1 SV=1;tr|M0R0Q7|M0R0Q7_HUMAN DNA ligase OS=Homo sapiens OX=9606 GN=LIG1 PE=1 SV=1,6,6,10.1,3.85926602610109,3.93616518704728,25.420083578282,25.5385141130913
P49916;K7EQB6;K7ERZ5;K7ENR9,P49916;K7EQB6;K7ERZ5,4;2;2;1,4;2;2;1,4;2;2;1,DNA ligase 3,LIG3,sp|P49916|DNLI3_HUMAN DNA ligase 3 OS=Homo sapiens OX=9606 GN=LIG3 PE=1 SV=2;tr|K7EQB6|K7EQB6_HUMAN DNA ligase 3 (Fragment) OS=Homo sapiens OX=9606 GN=LIG3 PE=1 SV=1;tr|K7ERZ5|K7ERZ5_HUMAN DNA ligase 3 (Fragment) OS=Homo sapiens OX=9606 GN=LIG3 PE=1 SV=1,4,4,3.7,3.85926602610109,3.93616518704728,24.8503841134124,25.4814225311669
Q9UHB6;F8VQE1;F8VS07;F8VRN8;Q9BT23;J3QQM5;F8VVQ7;F8VTU2,Q9UHB6;F8VQE1;F8VS07,28;27;21;10;1;1;1;1,28;27;21;10;1;1;1;1,28;27;21;10;1;1;1;1,LIM domain and actin-binding protein 1,LIMA1,sp|Q9UHB6|LIMA1_HUMAN LIM domain and actin-binding protein 1 OS=Homo sapiens OX=9606 GN=LIMA1 PE=1 SV=1;tr|F8VQE1|F8VQE1_HUMAN LIM domain and actin-binding protein 1 OS=Homo sapiens OX=9606 GN=LIMA1 PE=1 SV=1;tr|F8VS07|F8VS07_HUMAN LIM domain and actin-bin,28,28,47.6,22.554545760232,23.2211669914644,31.9124578678661,31.919756179071
Q9UPQ0;D6RD46;H0Y8P3;E7EPK0;E9PDJ9;G5EA03;D6RJ93;Q6NVB9;D6R8Y0,Q9UPQ0;D6RD46;H0Y8P3;E7EPK0;E9PDJ9;G5EA03,33;31;29;28;28;28;6;6;4,33;31;29;28;28;28;6;6;4,33;31;29;28;28;28;6;6;4,LIM and calponin homology domains-containing protein 1,LIMCH1,sp|Q9UPQ0|LIMC1_HUMAN LIM and calponin homology domains-containing protein 1 OS=Homo sapiens OX=9606 GN=LIMCH1 PE=1 SV=4;tr|D6RD46|D6RD46_HUMAN LIM and calponin homology domains-containing protein 1 OS=Homo sapiens OX=9606 GN=LIMCH1 PE=1 SV=1;tr|H0Y8P3|H0Y,33,33,38.3,3.85926602610109,3.93616518704728,29.9842724607236,29.9528261898847
Q9UGP4;C9JRJ5,Q9UGP4;C9JRJ5,11;11,11;11,11;11,LIM domain-containing protein 1,LIMD1,sp|Q9UGP4|LIMD1_HUMAN LIM domain-containing protein 1 OS=Homo sapiens OX=9606 GN=LIMD1 PE=1 SV=1;tr|C9JRJ5|C9JRJ5_HUMAN LIM domain-containing protein 1 OS=Homo sapiens OX=9606 GN=LIMD1 PE=1 SV=1,11,11,26.8,3.85926602610109,3.93616518704728,28.483545929505,28.2715076247097
Q6MZP7,Q6MZP7,10,10,10,Protein lin-54 homolog,LIN54,sp|Q6MZP7|LIN54_HUMAN Protein lin-54 homolog OS=Homo sapiens OX=9606 GN=LIN54 PE=1 SV=3,10,10,19.0,3.85926602610109,3.93616518704728,27.1937573982806,26.8423012312271
Q15334;A0A087WW77,Q15334;A0A087WW77,6;6,6;6,6;6,Lethal(2) giant larvae protein homolog 1,LLGL1,sp|Q15334|L2GL1_HUMAN Lethal(2) giant larvae protein homolog 1 OS=Homo sapiens OX=9606 GN=LLGL1 PE=1 SV=3;tr|A0A087WW77|A0A087WW77_HUMAN Lethal(2) giant larvae protein homolog 1 OS=Homo sapiens OX=9606 GN=LLGL1 PE=1 SV=1,6,6,8.4,3.85926602610109,3.93616518704728,26.7062238699371,26.316067421064
P02545;Q3BDU5;Q5TCI8;H0YAB0;A0A0C4DGC5,P02545;Q3BDU5;Q5TCI8,6;5;4;2;1,6;5;4;2;1,6;5;4;2;1,Prelamin-A/C;Lamin-A/C,LMNA,sp|P02545|LMNA_HUMAN Prelamin-A/C OS=Homo sapiens OX=9606 GN=LMNA PE=1 SV=1;tr|Q3BDU5|Q3BDU5_HUMAN Prelamin-A/C OS=Homo sapiens OX=9606 GN=LMNA PE=1 SV=1;tr|Q5TCI8|Q5TCI8_HUMAN Prelamin-A/C OS=Homo sapiens OX=9606 GN=LMNA PE=1 SV=1,6,6,10.8,3.85926602610109,3.93616518704728,25.8328940693289,25.9174332705667
E9PMS6;Q8WWI1;F8WD26;J3KP06;E9PMP7;A0A0A0MTE2;E9PMT2;H0Y424;H0YDQ3;H0YDG6;H0YE95;E9PJ10;E9PLU6;E9PK58;U3KQE6,E9PMS6;Q8WWI1;F8WD26;J3KP06;E9PMP7;A0A0A0MTE2;E9PMT2;H0Y424,30;29;29;29;27;21;21;18;6;6;3;3;2;2;1,30;29;29;29;27;21;21;18;6;6;3;3;2;2;1,30;29;29;29;27;21;21;18;6;6;3;3;2;2;1,LIM domain only protein 7,LMO7,tr|E9PMS6|E9PMS6_HUMAN LIM domain only protein 7 OS=Homo sapiens OX=9606 GN=LMO7 PE=1 SV=1;sp|Q8WWI1|LMO7_HUMAN LIM domain only protein 7 OS=Homo sapiens OX=9606 GN=LMO7 PE=1 SV=3;tr|F8WD26|F8WD26_HUMAN LIM domain only protein 7 OS=Homo sapiens OX=9606 GN=,30,30,29.7,3.85926602610109,3.93616518704728,29.15899198012,28.7126003603469
Q93052;C9JUT4;A0A087WZF1;C9JXK9;C9JIY7;C9JT42;C9J3U9;C9J1K7;C9J5C8;C9J4E3;C9JE51;C9J2R5,Q93052;C9JUT4;A0A087WZF1;C9JXK9,13;11;11;7;4;4;4;4;4;4;3;3,13;11;11;7;4;4;4;4;4;4;3;3,13;11;11;7;4;4;4;4;4;4;3;3,Lipoma-preferred partner,LPP,"sp|Q93052|LPP_HUMAN Lipoma-preferred partner OS=Homo sapiens OX=9606 GN=LPP PE=1 SV=1;tr|C9JUT4|C9JUT4_HUMAN LIM domain containing preferred translocation partner in lipoma, isoform CRA_e OS=Homo sapiens OX=9606 GN=LPP PE=1 SV=1;tr|A0A087WZF1|A0A087WZF1_HU",13,13,33.0,19.2987159439821,19.9600050762778,28.5304771247704,28.6091472814896
B7Z5P7;O60711,B7Z5P7;O60711,2;1,2;1,2;1,Leupaxin,LPXN,tr|B7Z5P7|B7Z5P7_HUMAN Leupaxin OS=Homo sapiens OX=9606 GN=LPXN PE=1 SV=1;sp|O60711|LPXN_HUMAN Leupaxin OS=Homo sapiens OX=9606 GN=LPXN PE=1 SV=1,2,2,9.8,3.85926602610109,3.93616518704728,24.7535338351932,24.5184573427068
P50851;A0A494BZW2;A0A494C1L5;E9PEM5;H0YAC6;A0A494C0R9;A0A3B3IS13;Q8NFP9;H0Y9N9;H0YA17;A0A3B3ISK3;A0A3B3IU76;Q5T321;A0A0D9SF28;F5GXV7,P50851;A0A494BZW2;A0A494C1L5;E9PEM5;H0YAC6,10;10;10;9;8;4;2;1;1;1;1;1;1;1;1,10;10;10;9;8;4;2;1;1;1;1;1;1;1;1,10;10;10;9;8;4;2;1;1;1;1;1;1;1;1,Lipopolysaccharide-responsive and beige-like anchor protein,LRBA,sp|P50851|LRBA_HUMAN Lipopolysaccharide-responsive and beige-like anchor protein OS=Homo sapiens OX=9606 GN=LRBA PE=1 SV=4;tr|A0A494BZW2|A0A494BZW2_HUMAN Lipopolysaccharide-responsive and beige-like anchor protein (Fragment) OS=Homo sapiens OX=9606 GN=LRBA,10,10,4.3,3.85926602610109,3.93616518704728,26.4377928297762,24.4575747626606
Q5VUJ6,Q5VUJ6,3,3,3,Leucine-rich repeat and calponin homology domain-containing protein 2,LRCH2,sp|Q5VUJ6|LRCH2_HUMAN Leucine-rich repeat and calponin homology domain-containing protein 2 OS=Homo sapiens OX=9606 GN=LRCH2 PE=1 SV=2,3,3,6.4,3.85926602610109,3.93616518704728,23.9830276825974,24.252630787398
P42704,P42704,2,2,2,"Leucine-rich PPR motif-containing protein, mitochondrial",LRPPRC,"sp|P42704|LPPRC_HUMAN Leucine-rich PPR motif-containing protein, mitochondrial OS=Homo sapiens OX=9606 GN=LRPPRC PE=1 SV=3",2,2,1.1,3.85926602610109,3.93616518704728,26.8438591526753,23.3209977127781
Q8TF66,Q8TF66,5,5,5,Leucine-rich repeat-containing protein 15,LRRC15,sp|Q8TF66|LRC15_HUMAN Leucine-rich repeat-containing protein 15 OS=Homo sapiens OX=9606 GN=LRRC15 PE=2 SV=2,5,5,9.5,22.4433907869835,24.8377857501046,4.55445633867376,4.43650122396724
Q5VZK9;A0A0U1RQQ1,Q5VZK9;A0A0U1RQQ1,8;6,8;6,8;6,Leucine-rich repeat-containing protein 16A,LRRC16A,sp|Q5VZK9|CARL1_HUMAN F-actin-uncapping protein LRRC16A OS=Homo sapiens OX=9606 GN=CARMIL1 PE=1 SV=1;tr|A0A0U1RQQ1|A0A0U1RQQ1_HUMAN F-actin-uncapping protein LRRC16A (Fragment) OS=Homo sapiens OX=9606 GN=CARMIL1 PE=1 SV=1,8,8,8.8,22.4200064542476,22.9434842419148,26.502866151829,25.2963160753465
Q96AG4,Q96AG4,3,3,3,Leucine-rich repeat-containing protein 59,LRRC59,sp|Q96AG4|LRC59_HUMAN Leucine-rich repeat-containing protein 59 OS=Homo sapiens OX=9606 GN=LRRC59 PE=1 SV=1,3,3,12.1,3.85926602610109,3.93616518704728,24.7270238413683,24.510628004985
Q32MZ4,Q32MZ4,8,8,8,Leucine-rich repeat flightless-interacting protein 1,LRRFIP1,sp|Q32MZ4|LRRF1_HUMAN Leucine-rich repeat flightless-interacting protein 1 OS=Homo sapiens OX=9606 GN=LRRFIP1 PE=1 SV=2,8,8,14.4,3.85926602610109,3.93616518704728,26.4404567066321,26.8682065083267
Q9H089;F8WFC6;H7C2X7,Q9H089,13;5;4,13;5;4,13;5;4,Large subunit GTPase 1 homolog,LSG1,sp|Q9H089|LSG1_HUMAN Large subunit GTPase 1 homolog OS=Homo sapiens OX=9606 GN=LSG1 PE=1 SV=2,13,13,27.1,3.85926602610109,3.93616518704728,27.6826439274468,27.7014725143048
Q9BX40;Q5TBQ0;A0A0C4DFV2;Q5TBQ1,Q9BX40;Q5TBQ0,5;4;2;2,5;4;2;2,2;2;2;2,Protein LSM14 homolog B,LSM14B,sp|Q9BX40|LS14B_HUMAN Protein LSM14 homolog B OS=Homo sapiens OX=9606 GN=LSM14B PE=1 SV=1;tr|Q5TBQ0|Q5TBQ0_HUMAN Protein LSM14 homolog B (Fragment) OS=Homo sapiens OX=9606 GN=LSM14B PE=1 SV=1,5,2,18.7,3.85926602610109,3.93616518704728,27.1733134342643,27.0883089905073
Q14766;C9JD84;E7EV71,Q14766;C9JD84;E7EV71,2;1;1,2;1;1,2;1;1,Latent-transforming growth factor beta-binding protein 1,LTBP1,sp|Q14766|LTBP1_HUMAN Latent-transforming growth factor beta-binding protein 1 OS=Homo sapiens OX=9606 GN=LTBP1 PE=1 SV=4;tr|C9JD84|C9JD84_HUMAN Latent-transforming growth factor beta-binding protein 1 OS=Homo sapiens OX=9606 GN=LTBP1 PE=1 SV=1;tr|E7EV71|E,2,2,2.4,3.85926602610109,3.93616518704728,24.4962515862878,25.2573147493385
O94822;H7BYG8;S4R3T2,O94822;H7BYG8,4;3;1,4;3;1,4;3;1,E3 ubiquitin-protein ligase listerin,LTN1,sp|O94822|LTN1_HUMAN E3 ubiquitin-protein ligase listerin OS=Homo sapiens OX=9606 GN=LTN1 PE=1 SV=6;tr|H7BYG8|H7BYG8_HUMAN E3 ubiquitin-protein ligase listerin OS=Homo sapiens OX=9606 GN=LTN1 PE=1 SV=2,4,4,2.5,3.85926602610109,3.93616518704728,24.5156892523841,24.0753701169745
Q9Y383;V9GZ75;F8WEU3,Q9Y383;V9GZ75;F8WEU3,2;1;1,2;1;1,2;1;1,Putative RNA-binding protein Luc7-like 2,LUC7L2;C7orf55-LUC7L2,sp|Q9Y383|LC7L2_HUMAN Putative RNA-binding protein Luc7-like 2 OS=Homo sapiens OX=9606 GN=LUC7L2 PE=1 SV=2;tr|V9GZ75|V9GZ75_HUMAN Putative RNA-binding protein Luc7-like 2 OS=Homo sapiens OX=9606 GN=LUC7L2 PE=1 SV=1;tr|F8WEU3|F8WEU3_HUMAN Putative RNA-bindi,2,2,6.4,21.831594868289,25.980327881244,4.55445633867376,4.43650122396724
Q86V48;E5RFK8;E5RHU7,Q86V48,35;9;1,35;9;1,35;9;1,Leucine zipper protein 1,LUZP1,sp|Q86V48|LUZP1_HUMAN Leucine zipper protein 1 OS=Homo sapiens OX=9606 GN=LUZP1 PE=1 SV=2,35,35,41.2,3.85926602610109,3.93616518704728,30.1318541745485,29.7039656277398
Q86SG7;C9JBA4;C9J4J0,Q86SG7;C9JBA4;C9J4J0,4;4;4,4;4;4,4;4;4,Lysozyme g-like protein 2,LYG2,sp|Q86SG7|LYG2_HUMAN Lysozyme g-like protein 2 OS=Homo sapiens OX=9606 GN=LYG2 PE=1 SV=2;tr|C9JBA4|C9JBA4_HUMAN Lysozyme g-like protein 2 (Fragment) OS=Homo sapiens OX=9606 GN=LYG2 PE=1 SV=1;tr|C9J4J0|C9J4J0_HUMAN Lysozyme g-like protein OS=Homo sapiens OX,4,4,22.6,23.9741164155706,24.610598196154,4.55445633867376,4.43650122396724
Q8WZA0;K7ES95,Q8WZA0;K7ES95,5;4,5;4,5;4,Protein LZIC,LZIC,sp|Q8WZA0|LZIC_HUMAN Protein LZIC OS=Homo sapiens OX=9606 GN=LZIC PE=1 SV=1;tr|K7ES95|K7ES95_HUMAN Protein LZIC (Fragment) OS=Homo sapiens OX=9606 GN=LZIC PE=1 SV=1,5,5,35.8,3.85926602610109,3.93616518704728,27.2176180061475,26.8787671535862
Q9NQ48;H7C488,Q9NQ48;H7C488,7;5,7;5,7;5,Leucine zipper transcription factor-like protein 1,LZTFL1,sp|Q9NQ48|LZTL1_HUMAN Leucine zipper transcription factor-like protein 1 OS=Homo sapiens OX=9606 GN=LZTFL1 PE=1 SV=1;tr|H7C488|H7C488_HUMAN Leucine zipper transcription factor-like protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=LZTFL1 PE=1 SV=1,7,7,30.1,3.85926602610109,3.93616518704728,27.6363713845466,26.4323387603899
H3BPE1;H3BQK9;Q9UPN3;A0A590UJG2;H0Y390;A0A5F9ZGX0;E9PLY5;E9PNZ4;A0A669KBB0;H0Y314;E9PLY0;H0Y4F5;A0A0A6YYJ5;H0Y6T5;A0A669KB06;H0Y7I1;H0YBX0;E9PS75,H3BPE1;H3BQK9;Q9UPN3;A0A590UJG2;H0Y390,72;72;68;67;56;22;18;18;12;10;7;7;5;4;3;2;1;1,72;72;68;67;56;22;18;18;12;10;7;7;5;4;3;2;1;1,67;67;64;64;53;21;18;18;12;6;7;4;5;3;3;1;0;1,"Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5",MACF1,"tr|H3BPE1|H3BPE1_HUMAN Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5 OS=Homo sapiens OX=9606 GN=MACF1 PE=1 SV=1;tr|H3BQK9|H3BQK9_HUMAN Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5 OS=Homo sapiens OX=9606 GN=MACF1 PE=1 SV=1;sp|Q9U",72,67,12.1,3.85926602610109,3.93616518704728,29.9981959784194,29.4276833378632
A0A0A0MRB5;Q8WXG6;C9J6B0,A0A0A0MRB5;Q8WXG6;C9J6B0,3;2;2,3;2;2,3;2;2,MAP kinase-activating death domain protein,MADD,tr|A0A0A0MRB5|A0A0A0MRB5_HUMAN MAP kinase-activating death domain protein OS=Homo sapiens OX=9606 GN=MADD PE=1 SV=1;sp|Q8WXG6|MADD_HUMAN MAP kinase-activating death domain protein OS=Homo sapiens OX=9606 GN=MADD PE=1 SV=2;tr|C9J6B0|C9J6B0_HUMAN MAP kinase-,3,3,1.8,3.85926602610109,3.93616518704728,24.7391295759534,23.4189262846357
P43358;P43363;C9JZJ5;C9J9C2;C9JK50;C9JIR1;P43362;O60732;P43355;O15480;P43361;A2A368;Q96M61;A8MXT2;Q3SYA6;A0A0A0MSA3,P43358,7;3;3;3;3;3;2;1;1;1;1;1;1;1;1;1,7;3;3;3;3;3;2;1;1;1;1;1;1;1;1;1,7;3;3;3;3;3;2;1;1;1;1;1;1;1;1;1,Melanoma-associated antigen 4,MAGEA4,sp|P43358|MAGA4_HUMAN Melanoma-associated antigen 4 OS=Homo sapiens OX=9606 GN=MAGEA4 PE=1 SV=2,7,7,17.4,25.4272637319482,26.1847825945888,27.7781245661934,28.1378992171952
Q9UNF1;Q5H909;Q5H907;Q9Y5V3;Q12816;A0A087X070;G5E9N2,Q9UNF1;Q5H909;Q5H907,17;16;13;1;1;1;1,17;16;13;1;1;1;1,17;16;13;1;1;1;1,Melanoma-associated antigen D2,MAGED2,"sp|Q9UNF1|MAGD2_HUMAN Melanoma-associated antigen D2 OS=Homo sapiens OX=9606 GN=MAGED2 PE=1 SV=2;tr|Q5H909|Q5H909_HUMAN Melanoma-associated antigen D2 OS=Homo sapiens OX=9606 GN=MAGED2 PE=1 SV=2;tr|Q5H907|Q5H907_HUMAN Melanoma antigen family D, 2, isoform",17,17,32.3,21.5102412379027,21.5695497002305,29.0192170395377,29.1822222870823
Q96QZ7;H7C4U7;H7C535;A0A087WXD2;H7C5T8;A0A087WT53;H7C4S7;A0A1B0GUV4;A0A1B0GTH8,Q96QZ7;H7C4U7;H7C535;A0A087WXD2;H7C5T8;A0A087WT53,6;6;6;5;5;5;1;1;1,5;5;5;4;4;4;0;0;0,5;5;5;4;4;4;0;0;0,"Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 1",MAGI1,"sp|Q96QZ7|MAGI1_HUMAN Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 1 OS=Homo sapiens OX=9606 GN=MAGI1 PE=1 SV=3;tr|H7C4U7|H7C4U7_HUMAN Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 1 (Fragment) OS=",6,5,5.0,3.85926602610109,3.93616518704728,25.2144901807017,24.773340461521
Q96A72;P61326;F5H124;F5H6N1;F5H6P7,Q96A72;P61326;F5H124;F5H6N1;F5H6P7,2;1;1;1;1,2;1;1;1;1,2;1;1;1;1,Protein mago nashi homolog 2;Protein mago nashi homolog,MAGOHB;MAGOH,sp|Q96A72|MGN2_HUMAN Protein mago nashi homolog 2 OS=Homo sapiens OX=9606 GN=MAGOHB PE=1 SV=1;sp|P61326|MGN_HUMAN Protein mago nashi homolog OS=Homo sapiens OX=9606 GN=MAGOH PE=1 SV=1;tr|F5H124|F5H124_HUMAN Protein mago nashi homolog 2 OS=Homo sapiens OX=9,2,2,13.5,3.85926602610109,3.93616518704728,23.6333393917032,24.2371014015635
P78559;E9PGC8,P78559;E9PGC8,8;8,8;8,8;8,Microtubule-associated protein 1A;MAP1A heavy chain;MAP1 light chain LC2,MAP1A,sp|P78559|MAP1A_HUMAN Microtubule-associated protein 1A OS=Homo sapiens OX=9606 GN=MAP1A PE=1 SV=6;tr|E9PGC8|E9PGC8_HUMAN Microtubule-associated protein 1A OS=Homo sapiens OX=9606 GN=MAP1A PE=1 SV=1,8,8,4.4,3.85926602610109,3.93616518704728,26.3385473406709,25.7574305009263
P46821;D6RA32;D6RA40;D6RGJ3;D6RCL2,P46821,40;17;12;4;3,40;17;12;4;3,40;17;12;4;3,Microtubule-associated protein 1B;MAP1B heavy chain;MAP1 light chain LC1,MAP1B,sp|P46821|MAP1B_HUMAN Microtubule-associated protein 1B OS=Homo sapiens OX=9606 GN=MAP1B PE=1 SV=2,40,40,26.6,3.85926602610109,3.93616518704728,30.3114883869707,30.2299748677459
Q66K74;M0R1M7,Q66K74,5;1,5;1,5;1,Microtubule-associated protein 1S;MAP1S heavy chain;MAP1S light chain,MAP1S,sp|Q66K74|MAP1S_HUMAN Microtubule-associated protein 1S OS=Homo sapiens OX=9606 GN=MAP1S PE=1 SV=2,5,5,7.9,3.85926602610109,3.93616518704728,25.3575648906753,25.0336807581855
P11137;A0A669KB77;E7EV03,P11137;A0A669KB77,17;17;2,17;17;2,17;17;2,Microtubule-associated protein 2,MAP2,sp|P11137|MTAP2_HUMAN Microtubule-associated protein 2 OS=Homo sapiens OX=9606 GN=MAP2 PE=1 SV=4;tr|A0A669KB77|A0A669KB77_HUMAN Microtubule-associated protein 2 OS=Homo sapiens OX=9606 GN=MAP2 PE=4 SV=1,17,17,13.4,22.7036520703759,23.5644183994419,27.9497687481374,27.8028577971359
P46734;E9PRZ0,P46734;E9PRZ0,2;1,2;1,2;1,Dual specificity mitogen-activated protein kinase kinase 3,MAP2K3,sp|P46734|MP2K3_HUMAN Dual specificity mitogen-activated protein kinase kinase 3 OS=Homo sapiens OX=9606 GN=MAP2K3 PE=1 SV=2;tr|E9PRZ0|E9PRZ0_HUMAN Dual-specificity mitogen-activated protein kinase kinase 3 (Fragment) OS=Homo sapiens OX=9606 GN=MAP2K3 PE=1,2,2,9.8,3.85926602610109,3.93616518704728,24.7730984818365,24.4853591135546
