DET1_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
MCM7,-0.770445287,0.0572388286414204,0,P33993;C9J8M6,P33993,23;6,23;6,23;6,DNA replication licensing factor MCM7,MCM7,sp|P33993|MCM7_HUMAN DNA replication licensing factor MCM7 OS=Homo sapiens OX=9606 GN=MCM7 PE=1 SV=4,23,23,45.3,719
SHMT2,0.2933399204,0.0665996132106897,0,P34897;H0YIZ0;G3V2Y4;G3V5L0;G3V4W5;G3V540;G3V241;G3V3Y8;G3V4T0;G3V4X0;G3V2W0;G3V2E4;G3V2D2;G3V2Y1;G3V3C6,P34897;H0YIZ0;G3V2Y4,40;22;20;14;12;10;8;8;8;8;8;8;1;1;1,40;22;20;14;12;10;8;8;8;8;8;8;1;1;1,39;22;19;13;11;9;8;8;8;8;8;8;0;1;1,"Serine hydroxymethyltransferase, mitochondrial;Serine hydroxymethyltransferase",SHMT2,"sp|P34897|GLYM_HUMAN Serine hydroxymethyltransferase, mitochondrial OS=Homo sapiens OX=9606 GN=SHMT2 PE=1 SV=3;tr|H0YIZ0|H0YIZ0_HUMAN Serine hydroxymethyltransferase, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=SHMT2 PE=1 SV=1;tr|G3V2Y4|G3V2Y4_HUMA",40,39,77.2,504
HSPA4,0.2393197761,0.106227164693164,0,P34932;A0A087WYC1;A0A087WTS8,P34932;A0A087WYC1;A0A087WTS8,40;34;31,40;34;31,38;32;29,Heat shock 70 kDa protein 4,HSPA4,sp|P34932|HSP74_HUMAN Heat shock 70 kDa protein 4 OS=Homo sapiens OX=9606 GN=HSPA4 PE=1 SV=4;tr|A0A087WYC1|A0A087WYC1_HUMAN Heat shock 70 kDa protein 4 OS=Homo sapiens OX=9606 GN=HSPA4 PE=1 SV=1;tr|A0A087WTS8|A0A087WTS8_HUMAN Heat shock 70 kDa protein 4 OS,40,38,51.1,840
GPC1,0.1126175092,0.624761380943104,0,P35052;H7C024;H7C410;C9J4Y6;H7BZE9,P35052;H7C024;H7C410,3;2;2;1;1,3;2;2;1;1,3;2;2;1;1,Glypican-1;Secreted glypican-1,GPC1,sp|P35052|GPC1_HUMAN Glypican-1 OS=Homo sapiens OX=9606 GN=GPC1 PE=1 SV=2;tr|H7C024|H7C024_HUMAN Glypican-1 (Fragment) OS=Homo sapiens OX=9606 GN=GPC1 PE=1 SV=2;tr|H7C410|H7C410_HUMAN Glypican-1 OS=Homo sapiens OX=9606 GN=GPC1 PE=1 SV=2,3,3,7.7,558
PHB,0.1116052979,0.391519537449755,0,P35232;C9JW96;E9PCW0;C9JZ20;E7ESE2;D6RBK0,P35232;C9JW96;E9PCW0;C9JZ20;E7ESE2,27;24;21;19;19;11,27;24;21;19;19;11,27;24;21;19;19;11,Prohibitin,PHB,sp|P35232|PHB_HUMAN Prohibitin OS=Homo sapiens OX=9606 GN=PHB PE=1 SV=1;tr|C9JW96|C9JW96_HUMAN Prohibitin (Fragment) OS=Homo sapiens OX=9606 GN=PHB PE=1 SV=2;tr|E9PCW0|E9PCW0_HUMAN Prohibitin (Fragment) OS=Homo sapiens OX=9606 GN=PHB PE=1 SV=2;tr|C9JZ20|C9,27,27,88.6,272
RFC2,-0.2281593477,0.120585599362257,0,P35250;A0A087WVY3;H7C5P4,P35250;A0A087WVY3;H7C5P4,6;4;3,6;4;3,6;4;3,Replication factor C subunit 2,RFC2,sp|P35250|RFC2_HUMAN Replication factor C subunit 2 OS=Homo sapiens OX=9606 GN=RFC2 PE=1 SV=3;tr|A0A087WVY3|A0A087WVY3_HUMAN Replication factor C subunit 2 OS=Homo sapiens OX=9606 GN=RFC2 PE=1 SV=1;tr|H7C5P4|H7C5P4_HUMAN Replication factor C subunit 2 (Fra,6,6,21.5,354
RPL22,0.1210852766,0.437389366612888,0,P35268;K7ERI7;K7EMH1;K7ELC4;K7EP65;K7EKS7;K7EJT5,P35268;K7ERI7;K7EMH1;K7ELC4,11;9;8;7;4;4;2,11;9;8;7;4;4;2,8;6;5;4;4;4;2,60S ribosomal protein L22,RPL22,sp|P35268|RL22_HUMAN 60S ribosomal protein L22 OS=Homo sapiens OX=9606 GN=RPL22 PE=1 SV=2;tr|K7ERI7|K7ERI7_HUMAN 60S ribosomal protein L22 OS=Homo sapiens OX=9606 GN=RPL22 PE=1 SV=1;tr|K7EMH1|K7EMH1_HUMAN 60S ribosomal protein L22 (Fragment) OS=Homo sapien,11,8,82,128
SPR,-0.733835723,0.00585243614896091,0,P35270,P35270,5,5,5,Sepiapterin reductase,SPR,sp|P35270|SPRE_HUMAN Sepiapterin reductase OS=Homo sapiens OX=9606 GN=SPR PE=1 SV=1,5,5,26.1,261
MYH9,-0.0356520489,0.797039876183468,0,P35579;Q5BKV1;B1AH99;A0A0C4DFM8;A1L2Z2;P12883;P12882;P13533;Q9Y623;P11055;A7E2Y1;A0A2R8Y4C3;A0A087X0T3,P35579,103;10;4;3;2;1;1;1;1;1;1;1;1,103;10;4;3;2;1;1;1;1;1;1;1;1,88;10;4;0;0;0;0;0;0;0;0;0;0,Myosin-9,MYH9,sp|P35579|MYH9_HUMAN Myosin-9 OS=Homo sapiens OX=9606 GN=MYH9 PE=1 SV=4,103,88,50.2,1960
COPB2,0.1032425655,0.576867405179996,0,P35606;D6RBZ7;D6RCL6;D6RBG7;D6RBT6;D6R997;H0Y938,P35606,10;4;4;4;4;4;1,10;4;4;4;4;4;1,10;4;4;4;4;4;1,Coatomer subunit beta,COPB2,sp|P35606|COPB2_HUMAN Coatomer subunit beta OS=Homo sapiens OX=9606 GN=COPB2 PE=1 SV=2,10,10,14.3,906
PSMC2,-0.3375837853,0.042319953962016,0,P35998;C9JLS9,P35998,13;2,13;2,13;2,26S protease regulatory subunit 7,PSMC2,sp|P35998|PRS7_HUMAN 26S proteasome regulatory subunit 7 OS=Homo sapiens OX=9606 GN=PSMC2 PE=1 SV=3,13,13,34.6,433
ATP5C1,-0.2502541886,0.34229322347793,0,P36542,P36542,13,13,13,"ATP synthase subunit gamma, mitochondrial",ATP5C1,"sp|P36542|ATPG_HUMAN ATP synthase subunit gamma, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1C PE=1 SV=1",13,13,36.9,298
CPOX,-0.1433316561,0.487789579233438,0,P36551;H0YA22;D6RER6,P36551,14;4;1,14;4;1,14;4;1,"Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial",CPOX,"sp|P36551|HEM6_HUMAN Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial OS=Homo sapiens OX=9606 GN=CPOX PE=1 SV=3",14,14,32.8,454
RPL4,0.2084877152,0.233739837647325,0,P36578;H3BM89;H3BTP7;H3BU31,P36578;H3BM89,42;32;17;17,42;32;17;17,42;32;17;17,60S ribosomal protein L4,RPL4,sp|P36578|RL4_HUMAN 60S ribosomal protein L4 OS=Homo sapiens OX=9606 GN=RPL4 PE=1 SV=5;tr|H3BM89|H3BM89_HUMAN 60S ribosomal protein L4 OS=Homo sapiens OX=9606 GN=RPL4 PE=1 SV=1,42,42,62.5,427
DLST,-0.1243865303,0.425719830276605,0,P36957;Q86SW4,P36957,9;2,9;2,9;2,"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial",DLST,"sp|P36957|ODO2_HUMAN Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial OS=Homo sapiens OX=9606 GN=DLST PE=1 SV=4",9,9,19.4,453
SRP14,-0.081248702,0.535331933315568,0,P37108;H0YLA2,P37108;H0YLA2,6;3,6;3,6;3,Signal recognition particle 14 kDa protein,SRP14,sp|P37108|SRP14_HUMAN Signal recognition particle 14 kDa protein OS=Homo sapiens OX=9606 GN=SRP14 PE=1 SV=2;tr|H0YLA2|H0YLA2_HUMAN Signal recognition particle 14 kDa protein OS=Homo sapiens OX=9606 GN=SRP14 PE=1 SV=1,6,6,46.3,136
TAGLN2,-0.0285302152,0.853336737527763,0,P37802;X6RJP6;Q9UI15;C9J5W6,P37802;X6RJP6,20;18;1;1,20;18;1;1,20;18;1;1,Transgelin-2,TAGLN2,sp|P37802|TAGL2_HUMAN Transgelin-2 OS=Homo sapiens OX=9606 GN=TAGLN2 PE=1 SV=3;tr|X6RJP6|X6RJP6_HUMAN Transgelin-2 (Fragment) OS=Homo sapiens OX=9606 GN=TAGLN2 PE=1 SV=1,20,20,77.4,199
TALDO1,1.8302331889,0.288768189580084,0,P37837;F2Z393,P37837;F2Z393,16;10,16;10,16;10,Transaldolase,TALDO1,sp|P37837|TALDO_HUMAN Transaldolase OS=Homo sapiens OX=9606 GN=TALDO1 PE=1 SV=2;tr|F2Z393|F2Z393_HUMAN Transaldolase OS=Homo sapiens OX=9606 GN=TALDO1 PE=1 SV=1,16,16,42.4,337
ETFB,0.0294568112,0.923811953469274,0,P38117;M0QY67,P38117;M0QY67,10;5,10;5,10;5,Electron transfer flavoprotein subunit beta,ETFB,sp|P38117|ETFB_HUMAN Electron transfer flavoprotein subunit beta OS=Homo sapiens OX=9606 GN=ETFB PE=1 SV=3;tr|M0QY67|M0QY67_HUMAN Electron transfer flavoprotein subunit beta (Fragment) OS=Homo sapiens OX=9606 GN=ETFB PE=1 SV=1,10,10,42.7,255
RBMX;RBMXL1,-0.1911759381,0.506078171369242,0,P38159;H3BT71;H0Y6E7;Q96E39;H3BR27;H3BUY5;A0A1B0GUK8;O75526;H3BNC1;Q8N7X1,P38159;H3BT71;H0Y6E7;Q96E39,19;17;16;12;9;8;6;4;4;1,19;17;16;12;9;8;6;4;4;1,19;17;16;12;9;8;6;4;4;1,"RNA-binding motif protein, X chromosome;RNA-binding motif protein, X chromosome, N-terminally processed;RNA binding motif protein, X-linked-like-1",RBMX;RBMXL1,"sp|P38159|RBMX_HUMAN RNA-binding motif protein, X chromosome OS=Homo sapiens OX=9606 GN=RBMX PE=1 SV=3;tr|H3BT71|H3BT71_HUMAN RNA-binding motif protein, X chromosome OS=Homo sapiens OX=9606 GN=RBMX PE=1 SV=1;tr|H0Y6E7|H0Y6E7_HUMAN RNA-binding motif protein",19,19,48.1,391
ATP6V1A,-0.5278972056,0.0211893604476211,0,P38606;C9JVW8;C9JA17;F8WDJ3,P38606,16;5;4;1,16;5;4;1,16;5;4;1,V-type proton ATPase catalytic subunit A,ATP6V1A,sp|P38606|VATA_HUMAN V-type proton ATPase catalytic subunit A OS=Homo sapiens OX=9606 GN=ATP6V1A PE=1 SV=2,16,16,36.5,617
HSPA9,0.1759977101,0.205122879987355,0,P38646;A0A3B3ITI4;D6RJI2;D6RA73;H0YBG6;H0Y8S0;A0A3B3ITN1,P38646,37;10;7;5;5;3;1,37;10;7;5;5;3;1,37;10;7;5;5;3;1,"Stress-70 protein, mitochondrial",HSPA9,"sp|P38646|GRP75_HUMAN Stress-70 protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPA9 PE=1 SV=2",37,37,48.5,679
EIF4A3,-0.0403464804,0.806400362317813,0,P38919;I3L3H2,P38919;I3L3H2,21;18,18;15,18;15,"Eukaryotic initiation factor 4A-III;Eukaryotic initiation factor 4A-III, N-terminally processed",EIF4A3,sp|P38919|IF4A3_HUMAN Eukaryotic initiation factor 4A-III OS=Homo sapiens OX=9606 GN=EIF4A3 PE=1 SV=4;tr|I3L3H2|I3L3H2_HUMAN Eukaryotic initiation factor 4A-III OS=Homo sapiens OX=9606 GN=EIF4A3 PE=1 SV=2,21,18,48.2,411
RPS19,0.050289275,0.704459650451226,0,P39019;M0R2L9;M0QYF7;M0R140;A0A075B6E2,P39019;M0R2L9;M0QYF7;M0R140,18;12;12;12;4,18;12;12;12;4,18;12;12;12;4,40S ribosomal protein S19,RPS19,sp|P39019|RS19_HUMAN 40S ribosomal protein S19 OS=Homo sapiens OX=9606 GN=RPS19 PE=1 SV=2;tr|M0R2L9|M0R2L9_HUMAN 40S ribosomal protein S19 (Fragment) OS=Homo sapiens OX=9606 GN=RPS19 PE=1 SV=1;tr|M0QYF7|M0QYF7_HUMAN 40S ribosomal protein S19 (Fragment) OS=,18,18,73.8,145
RPL3,0.0318746724,0.806398591202544,0,P39023;G5E9G0;B5MCW2;H7C422;H7C3M2;F8WCR1;Q92901,P39023;G5E9G0;B5MCW2,32;30;17;14;10;5;4,32;30;17;14;10;5;4,32;30;17;14;10;5;4,60S ribosomal protein L3,RPL3,sp|P39023|RL3_HUMAN 60S ribosomal protein L3 OS=Homo sapiens OX=9606 GN=RPL3 PE=1 SV=2;tr|G5E9G0|G5E9G0_HUMAN 60S ribosomal protein L3 OS=Homo sapiens OX=9606 GN=RPL3 PE=1 SV=1;tr|B5MCW2|B5MCW2_HUMAN 60S ribosomal protein L3 (Fragment) OS=Homo sapiens OX=9,32,32,54.1,403
FEN1,-0.2693963431,0.0963243827567946,0,P39748;I3L3E9;F5H1Y3,P39748;I3L3E9,15;8;5,15;8;5,15;8;5,Flap endonuclease 1,FEN1,sp|P39748|FEN1_HUMAN Flap endonuclease 1 OS=Homo sapiens OX=9606 GN=FEN1 PE=1 SV=1;tr|I3L3E9|I3L3E9_HUMAN Flap endonuclease 1 (Fragment) OS=Homo sapiens OX=9606 GN=FEN1 PE=1 SV=1,15,15,34.2,380
CCT6A,-0.1019353906,0.443679229514077,0,P40227,P40227,32,32,26,T-complex protein 1 subunit zeta,CCT6A,sp|P40227|TCPZ_HUMAN T-complex protein 1 subunit zeta OS=Homo sapiens OX=9606 GN=CCT6A PE=1 SV=3,32,26,54.6,531
RPL13A;RPL13a,0.1021190375,0.453974950618324,0,P40429;M0QYS1;Q8J015;Q6NVV1;M0QZU1;A0A096LPE0,P40429;M0QYS1;Q8J015,17;15;11;5;3;3,17;15;11;5;3;3,17;15;11;5;3;3,60S ribosomal protein L13a,RPL13A;RPL13a,sp|P40429|RL13A_HUMAN 60S ribosomal protein L13a OS=Homo sapiens OX=9606 GN=RPL13A PE=1 SV=2;tr|M0QYS1|M0QYS1_HUMAN 60S ribosomal protein L13a (Fragment) OS=Homo sapiens OX=9606 GN=RPL13A PE=1 SV=2;tr|Q8J015|Q8J015_HUMAN 60S ribosomal protein L13a OS=Homo ,17,17,62.1,203
MDH1,0.0360422667,0.85936151335533,0,P40925;A0A5K1VW95;B9A041;B8ZZ51;C9JF79;C9JRL4;C9JLV6,P40925;A0A5K1VW95;B9A041;B8ZZ51;C9JF79,15;14;11;9;9;6;2,15;14;11;9;9;6;2,15;14;11;9;9;6;2,"Malate dehydrogenase, cytoplasmic;Malate dehydrogenase",MDH1,"sp|P40925|MDHC_HUMAN Malate dehydrogenase, cytoplasmic OS=Homo sapiens OX=9606 GN=MDH1 PE=1 SV=4;tr|A0A5K1VW95|A0A5K1VW95_HUMAN Malate dehydrogenase OS=Homo sapiens OX=9606 GN=MDH1 PE=1 SV=1;tr|B9A041|B9A041_HUMAN Malate dehydrogenase, cytoplasmic OS=Homo ",15,15,44.3,334
MDH2,-0.0680071794,0.651610675256943,0,P40926;G3XAL0,P40926;G3XAL0,32;25,32;25,32;25,"Malate dehydrogenase, mitochondrial;Malate dehydrogenase",MDH2,"sp|P40926|MDHM_HUMAN Malate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=MDH2 PE=1 SV=3;tr|G3XAL0|G3XAL0_HUMAN Malate dehydrogenase OS=Homo sapiens OX=9606 GN=MDH2 PE=1 SV=1",32,32,74,338
EIF2S3;EIF2S3L,0.1332659945,0.343130900862216,0,P41091;Q2VIR3;H7BZU1,P41091;Q2VIR3,14;11;5,14;11;5,14;11;5,Eukaryotic translation initiation factor 2 subunit 3;Putative eukaryotic translation initiation factor 2 subunit 3-like protein,EIF2S3;EIF2S3L,sp|P41091|IF2G_HUMAN Eukaryotic translation initiation factor 2 subunit 3 OS=Homo sapiens OX=9606 GN=EIF2S3 PE=1 SV=3;sp|Q2VIR3|IF2GL_HUMAN Eukaryotic translation initiation factor 2 subunit 3B OS=Homo sapiens OX=9606 GN=EIF2S3B PE=2 SV=2,14,14,35.2,472
BUD31,-0.2821149409,0.103734297054149,0,P41223;C9JCD9,P41223;C9JCD9,4;2,4;2,4;2,Protein BUD31 homolog,BUD31,sp|P41223|BUD31_HUMAN Protein BUD31 homolog OS=Homo sapiens OX=9606 GN=BUD31 PE=1 SV=2;tr|C9JCD9|C9JCD9_HUMAN Protein BUD31 homolog OS=Homo sapiens OX=9606 GN=BUD31 PE=1 SV=1,4,4,22.9,144
GARS,0.6300818559,0.00865983792670258,0,P41250,P41250,18,18,18,Glycine--tRNA ligase,GARS,sp|P41250|GARS_HUMAN Glycine--tRNA ligase OS=Homo sapiens OX=9606 GN=GARS1 PE=1 SV=3,18,18,32.2,739
ECI1;DCI,-0.2743225653,0.130337458298167,0,P42126;Q96DC0;H3BS70,P42126;Q96DC0;H3BS70,8;6;4,8;6;4,8;6;4,"Enoyl-CoA delta isomerase 1, mitochondrial",ECI1;DCI,"sp|P42126|ECI1_HUMAN Enoyl-CoA delta isomerase 1, mitochondrial OS=Homo sapiens OX=9606 GN=ECI1 PE=1 SV=1;tr|Q96DC0|Q96DC0_HUMAN DCI protein OS=Homo sapiens OX=9606 GN=ECI1 PE=1 SV=1;tr|H3BS70|H3BS70_HUMAN Enoyl-CoA delta isomerase 1, mitochondrial (Fragme",8,8,28.1,302
TMPO,0.3753761242,0.14741913359739,0,P42167;G5E972;H0YJH7,P42167;G5E972;H0YJH7,9;8;5,9;8;5,4;3;3,"Lamina-associated polypeptide 2, isoforms beta/gamma;Thymopoietin;Thymopentin",TMPO,"sp|P42167|LAP2B_HUMAN Lamina-associated polypeptide 2, isoforms beta/gamma OS=Homo sapiens OX=9606 GN=TMPO PE=1 SV=2;tr|G5E972|G5E972_HUMAN Lamina-associated polypeptide 2, isoforms beta/gamma OS=Homo sapiens OX=9606 GN=TMPO PE=1 SV=1;tr|H0YJH7|H0YJH7_HUMA",9,4,22.5,454
SKIV2L2,0.0770008573,0.645028802180619,0,P42285,P42285,8,8,8,Superkiller viralicidic activity 2-like 2,SKIV2L2,sp|P42285|MTREX_HUMAN Exosome RNA helicase MTR4 OS=Homo sapiens OX=9606 GN=MTREX PE=1 SV=3,8,8,8.8,1042
LRPPRC,0.3093919411,0.0851804629650745,0,P42704;A0A0C4DG06;B8ZZ38;C9JCA9;H7C3W8,P42704,47;17;16;12;1,47;17;16;12;1,47;17;16;12;1,"Leucine-rich PPR motif-containing protein, mitochondrial",LRPPRC,"sp|P42704|LPPRC_HUMAN Leucine-rich PPR motif-containing protein, mitochondrial OS=Homo sapiens OX=9606 GN=LRPPRC PE=1 SV=3",47,47,38.7,1394
ACAA2,-0.4705109709,0.0430914244547949,0,P42765;A0A0B4J2A4;K7EME0;K7ER88;K7EJB1;K7EJ68,P42765;A0A0B4J2A4;K7EME0,14;12;9;2;2;2,14;12;9;2;2;2,14;12;9;2;2;2,"3-ketoacyl-CoA thiolase, mitochondrial",ACAA2,"sp|P42765|THIM_HUMAN 3-ketoacyl-CoA thiolase, mitochondrial OS=Homo sapiens OX=9606 GN=ACAA2 PE=1 SV=2;tr|A0A0B4J2A4|A0A0B4J2A4_HUMAN 3-ketoacyl-CoA thiolase, mitochondrial OS=Homo sapiens OX=9606 GN=ACAA2 PE=1 SV=1;tr|K7EME0|K7EME0_HUMAN 3-ketoacyl-CoA th",14,14,41.1,397
RPL35,0.1652715057,0.262884447439088,0,P42766;F2Z388,P42766;F2Z388,6;5,6;5,6;5,60S ribosomal protein L35,RPL35,sp|P42766|RL35_HUMAN 60S ribosomal protein L35 OS=Homo sapiens OX=9606 GN=RPL35 PE=1 SV=2;tr|F2Z388|F2Z388_HUMAN 60S ribosomal protein L35 OS=Homo sapiens OX=9606 GN=RPL35 PE=1 SV=1,6,6,40.7,123
MSH2,-0.4150131644,0.441993860571961,0,P43246;A0A2R8Y7S8;A0A2R8YFH0;E9PHA6;A0A2R8Y6P0;A0A2R8YG02,P43246;A0A2R8Y7S8;A0A2R8YFH0;E9PHA6;A0A2R8Y6P0;A0A2R8YG02,7;6;6;6;6;6,7;6;6;6;6;6,7;6;6;6;6;6,DNA mismatch repair protein Msh2,MSH2,sp|P43246|MSH2_HUMAN DNA mismatch repair protein Msh2 OS=Homo sapiens OX=9606 GN=MSH2 PE=1 SV=1;tr|A0A2R8Y7S8|A0A2R8Y7S8_HUMAN DNA mismatch repair protein Msh2 OS=Homo sapiens OX=9606 GN=MSH2 PE=1 SV=1;tr|A0A2R8YFH0|A0A2R8YFH0_HUMAN DNA mismatch repair pro,7,7,10.5,934
GPD2,0.0476930801,0.826625701083916,0,P43304;F5GYK7,P43304,10;4,10;4,10;4,"Glycerol-3-phosphate dehydrogenase, mitochondrial",GPD2,"sp|P43304|GPDM_HUMAN Glycerol-3-phosphate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=GPD2 PE=1 SV=3",10,10,17.7,727
MAGEA4,-0.3319850044,0.0547162150304059,0,P43358;P43361;C9JZJ5;C9J9C2;C9JK50;C9JIR1;P43363;P43355;P43362;O60732;O15480;Q96M61;A8MXT2;Q3SYA6,P43358,16;5;5;5;5;5;3;2;2;1;1;1;1;1,16;5;5;5;5;5;3;2;2;1;1;1;1;1,15;4;5;5;5;5;2;1;2;0;0;0;0;0,Melanoma-associated antigen 4,MAGEA4,sp|P43358|MAGA4_HUMAN Melanoma-associated antigen 4 OS=Homo sapiens OX=9606 GN=MAGEA4 PE=1 SV=2,16,15,37.2,317
PSMC4,-0.1735396781,0.354608654752365,0,P43686,P43686,8,8,8,26S protease regulatory subunit 6B,PSMC4,sp|P43686|PRS6B_HUMAN 26S proteasome regulatory subunit 6B OS=Homo sapiens OX=9606 GN=PSMC4 PE=1 SV=2,8,8,19.9,418
VDAC2,0.1302623634,0.336724756915172,0,P45880;A0A0A0MR02;Q5JSD2;Q5JSD1,P45880;A0A0A0MR02;Q5JSD2;Q5JSD1,15;14;10;10,15;14;10;10,8;7;3;3,Voltage-dependent anion-selective channel protein 2,VDAC2,sp|P45880|VDAC2_HUMAN Voltage-dependent anion-selective channel protein 2 OS=Homo sapiens OX=9606 GN=VDAC2 PE=1 SV=2;tr|A0A0A0MR02|A0A0A0MR02_HUMAN Voltage-dependent anion-selective channel protein 2 (Fragment) OS=Homo sapiens OX=9606 GN=VDAC2 PE=1 SV=1;tr,15,8,45.2,294
RANGAP1,-0.248649899,0.157719531541766,0,P46060;H0Y4Q3;B0QYT5;B0QYT4;B0QYT6,P46060,25;12;4;4;3,25;12;4;4;3,25;12;4;4;3,Ran GTPase-activating protein 1,RANGAP1,sp|P46060|RAGP1_HUMAN Ran GTPase-activating protein 1 OS=Homo sapiens OX=9606 GN=RANGAP1 PE=1 SV=1,25,25,54.2,587
RECQL,-0.1544046179,0.282252834639599,0,P46063;F8WA66;F8WD97;F5H2L2;F5H4P4;F5H3W0,P46063,23;6;6;3;1;1,23;6;6;3;1;1,23;6;6;3;1;1,ATP-dependent DNA helicase Q1,RECQL,sp|P46063|RECQ1_HUMAN ATP-dependent DNA helicase Q1 OS=Homo sapiens OX=9606 GN=RECQL PE=1 SV=3,23,23,41.8,649
NOP2,0.1287333995,0.561916190674606,0,P46087;F5GYR3;F5H5X6;F5H359;F5H8G6;F5GWB7;F5H709,P46087,16;5;2;1;1;1;1,16;5;2;1;1;1;1,16;5;2;1;1;1;1,Probable 28S rRNA (cytosine(4447)-C(5))-methyltransferase,NOP2,sp|P46087|NOP2_HUMAN Probable 28S rRNA (cytosine(4447)-C(5))-methyltransferase OS=Homo sapiens OX=9606 GN=NOP2 PE=1 SV=2,16,16,20.7,812
RPL27A,0.1547539377,0.252023706849637,0,P46776;E9PJD9;E9PLL6;E9PLX7,P46776;E9PJD9;E9PLL6,11;9;9;5,11;9;9;5,11;9;9;5,60S ribosomal protein L27a,RPL27A,sp|P46776|RL27A_HUMAN 60S ribosomal protein L27a OS=Homo sapiens OX=9606 GN=RPL27A PE=1 SV=2;tr|E9PJD9|E9PJD9_HUMAN 60S ribosomal protein L27a OS=Homo sapiens OX=9606 GN=RPL27A PE=1 SV=1;tr|E9PLL6|E9PLL6_HUMAN 60S ribosomal protein L27a OS=Homo sapiens OX=,11,11,51.4,148
RPL5,0.1282287225,0.415745039814525,0,P46777;A0A2R8Y6J3;Q5T7N0;A0A2R8Y4A2;R4GNJ2,P46777;A0A2R8Y6J3,24;20;10;10;3,24;20;10;10;3,24;20;10;10;3,60S ribosomal protein L5,RPL5,sp|P46777|RL5_HUMAN 60S ribosomal protein L5 OS=Homo sapiens OX=9606 GN=RPL5 PE=1 SV=3;tr|A0A2R8Y6J3|A0A2R8Y6J3_HUMAN 60S ribosomal protein L5 (Fragment) OS=Homo sapiens OX=9606 GN=RPL5 PE=1 SV=1,24,24,61.6,297
RPL21,0.1299739019,0.407168092290148,0,P46778;M0R181;G3V1B3;M0R3I5,P46778;M0R181;G3V1B3,14;10;7;2,14;10;7;2,14;10;7;2,60S ribosomal protein L21,RPL21,sp|P46778|RL21_HUMAN 60S ribosomal protein L21 OS=Homo sapiens OX=9606 GN=RPL21 PE=1 SV=2;tr|M0R181|M0R181_HUMAN 60S ribosomal protein L21 (Fragment) OS=Homo sapiens OX=9606 GN=RPL21 PE=1 SV=1;tr|G3V1B3|G3V1B3_HUMAN 60S ribosomal protein L21 OS=Homo sapien,14,14,59.4,160
RPS9,0.194351295,0.278482682115607,0,P46781;B5MCT8;C9JM19;F2Z3C0;A8MXK4,P46781;B5MCT8;C9JM19,25;18;18;7;7,25;18;18;7;7,25;18;18;7;7,40S ribosomal protein S9,RPS9,sp|P46781|RS9_HUMAN 40S ribosomal protein S9 OS=Homo sapiens OX=9606 GN=RPS9 PE=1 SV=3;tr|B5MCT8|B5MCT8_HUMAN 40S ribosomal protein S9 OS=Homo sapiens OX=9606 GN=RPS9 PE=1 SV=1;tr|C9JM19|C9JM19_HUMAN 40S ribosomal protein S9 OS=Homo sapiens OX=9606 GN=RPS9,25,25,57.7,194
RPS10,0.0340224984,0.789230301982673,0,P46783;A0A2R8Y6L3;F6U211;A0A2R8Y7H1;A0A2R8YFH6;A0A1W2PQS6;S4R435;Q9NQ39,P46783;A0A2R8Y6L3;F6U211;A0A2R8Y7H1;A0A2R8YFH6;A0A1W2PQS6,11;8;8;8;8;8;5;3,11;8;8;8;8;8;5;3,11;8;8;8;8;8;5;3,40S ribosomal protein S10,RPS10,sp|P46783|RS10_HUMAN 40S ribosomal protein S10 OS=Homo sapiens OX=9606 GN=RPS10 PE=1 SV=1;tr|A0A2R8Y6L3|A0A2R8Y6L3_HUMAN RPS10-NUDT3 readthrough (Fragment) OS=Homo sapiens OX=9606 GN=RPS10-NUDT3 PE=4 SV=1;tr|F6U211|F6U211_HUMAN 40S ribosomal protein S10 OS,11,11,63.6,165
