Gene_names,EED_vs_BirA_logFC,EED_vs_BirA_pval,Protein_IDs,Majority_protein_IDs,Peptide_counts__all_,Peptide_counts__razor_unique_,Peptide_counts__unique_,Protein_names,Fasta_headers,Number_of_proteins,Peptides,Razor___unique_peptides,Unique_peptides,Peptides_BirA_alone_N1,Peptides_BirA_alone_N2,Peptides_EED_N1,Peptides_EED_N2,Razor___unique_peptides_BirA_alone_N1,Razor___unique_peptides_BirA_alone_N2,Razor___unique_peptides_EED_N1,Razor___unique_peptides_EED_N2,Unique_peptides_BirA_alone_N1,Unique_peptides_BirA_alone_N2,Unique_peptides_EED_N1,Unique_peptides_EED_N2,Sequence_coverage____,Unique___razor_sequence_coverage____,Unique_sequence_coverage____,Mol__weight__kDa_,Sequence_length,Sequence_lengths,Q_value,Score,Identification_type_BirA_alone_N1,Identification_type_BirA_alone_N2,Identification_type_EED_N1,Identification_type_EED_N2,Ratio_H_L,Ratio_H_L_normalized,Ratio_H_L_variability____,Ratio_H_L_count,Ratio_H_L_iso_count,Ratio_H_L_type,Ratio_H_L_BirA_alone_N1,Ratio_H_L_BirA_alone_N2,Ratio_H_L_EED_N1,Ratio_H_L_EED_N2,Ratio_H_L_normalized_BirA_alone_N1,Ratio_H_L_normalized_BirA_alone_N2,Ratio_H_L_normalized_EED_N1,Ratio_H_L_normalized_EED_N2,Ratio_H_L_variability_____BirA_alone_N1,Ratio_H_L_variability_____BirA_alone_N2,Ratio_H_L_variability_____EED_N1,Ratio_H_L_variability_____EED_N2,Ratio_H_L_count_BirA_alone_N1,Ratio_H_L_count_BirA_alone_N2,Ratio_H_L_count_EED_N1,Ratio_H_L_count_EED_N2,Ratio_H_L_iso_count_BirA_alone_N1,Ratio_H_L_iso_count_BirA_alone_N2,Ratio_H_L_iso_count_EED_N1,Ratio_H_L_iso_count_EED_N2,Ratio_H_L_type_BirA_alone_N1,Ratio_H_L_type_BirA_alone_N2,Ratio_H_L_type_EED_N1,Ratio_H_L_type_EED_N2,Sequence_coverage_BirA_alone_N1____,Sequence_coverage_BirA_alone_N2____,Sequence_coverage_EED_N1____,Sequence_coverage_EED_N2____,Intensity,Intensity_L,Intensity_H,Intensity_BirA_alone_N1,Intensity_L_BirA_alone_N1,Intensity_H_BirA_alone_N1,Intensity_BirA_alone_N2,Intensity_L_BirA_alone_N2,Intensity_H_BirA_alone_N2,Intensity_EED_N1,Intensity_L_EED_N1,Intensity_H_EED_N1,Intensity_EED_N2,Intensity_L_EED_N2,Intensity_H_EED_N2,Only_identified_by_site,Reverse,Potential_contaminant,id,Peptide_IDs,Peptide_is_razor,Mod__peptide_IDs,Evidence_IDs,MS_MS_IDs,Best_MS_MS,Carbamyl__K__site_IDs,Oxidation__M__site_IDs,Carbamyl__K__site_positions,Oxidation__M__site_positions,Taxonomy_IDs,AutoID,metacell_Intensity_L_EED_N1,metacell_Intensity_L_EED_N2,metacell_Intensity_L_BirA_alone_N1,metacell_Intensity_L_BirA_alone_N2
MRPL38,21.4672048961475,1.39890184301785e-06,Q96DV4,Q96DV4,4,4,4,"39S ribosomal protein L38, mitochondrial","sp|Q96DV4|RM38_HUMAN 39S ribosomal protein L38, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL38 PE=1 SV=2",1,4,4,4,0,0,4,2,0,0,4,2,0,0,4,2,9.7,9.7,9.7,44.596,380,380,0.0,5.4177,,,By MS/MS,By MS/MS,0.41609,1.1026,12.068,6,3,Median,,,0.41609,0.44289,,,1.1941,1.0833,,,13.438,1.6015,0,0,4,2,0,0,2,1,Median,Median,Median,Median,0.0,0.0,9.7,4.2,266720000,180690000,86031000,0,0,0,0,0,0,198640000,135610000,63026000,68080000,45075000,23005000,,,,2703,2794;8835;8836;15797,True;True;True;True,3613;3614;11858;11859;20579,8374;8375;26738;26739;26740;26741;46174,15866;15867;15868;15869;49319;49320;49321;49322;49323;83799,15869;49319;49322;83799,,,,,-1,protein_2704,quanti,quanti,imputed MEC,imputed MEC
ERO1L,1.4170537482396,0.0750079548963317,Q96HE7;G3V3E6;G3V503;G3V2H0;G3V5B3,Q96HE7,9;4;3;1;1,9;4;3;1;1,9;4;3;1;1,ERO1-like protein alpha,sp|Q96HE7|ERO1A_HUMAN ERO1-like protein alpha OS=Homo sapiens OX=9606 GN=ERO1A PE=1 SV=2,5,9,9,9,2,2,8,5,2,2,8,5,2,2,8,5,23.3,23.3,23.3,54.392,468,468;257;125;75;169,0.0,18.979,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.38688,1.0503,14.115,15,7,Leave out requantified,0.46194,0.41611,0.38954,0.58052,1.3684,1.0376,1.1699,1.4854,32.14,17.886,21.418,25.026,2,2,8,3,2,0,3,2,Median,Median,Leave out requantified,Median,5.3,5.3,21.8,12.6,605190000,404270000,200920000,54348000,34167000,20180000,61709000,43854000,17855000,352370000,240040000,112330000,136760000,86201000,50556000,,,,2713,7708;9378;9627;10019;10601;12727;13327;14435;18069,True;True;True;True;True;True;True;True;True,10193;12553;12867;13401;14143;14144;16739;17498;17499;18889;23559,23128;28318;28319;28320;28321;29043;29044;30214;30215;31825;31826;31827;37558;39190;39191;39192;42173;53130,43052;52144;52145;52146;52147;53550;53551;53552;53553;55584;55585;58391;58392;58393;58394;58395;68471;71497;71498;71499;71500;71501;71502;76525;97302,43052;52146;53552;55584;58391;68471;71499;76525;97302,3523;3524,,67;82,,-1;-1;-1;-1;-1,protein_2714,quanti,quanti,quanti,quanti
PRR11,18.6341933116561,1.02917672408012e-05,Q96HE9;J3QKY4;J3QR53,Q96HE9;J3QKY4;J3QR53,2;1;1,2;1;1,2;1;1,Proline-rich protein 11,sp|Q96HE9|PRR11_HUMAN Proline-rich protein 11 OS=Homo sapiens OX=9606 GN=PRR11 PE=1 SV=1;tr|J3QKY4|J3QKY4_HUMAN Proline-rich protein 11 (Fragment) OS=Homo sapiens OX=9606 GN=PRR11 PE=1 SV=1;tr|J3QR53|J3QR53_HUMAN Proline-rich protein 11 (Fragment) OS=Homo ,3,2,2,2,0,0,2,1,0,0,2,1,0,0,2,1,6.1,6.1,6.1,40.085,360,360;144;199,0.0,5.7643,,,By MS/MS,By MS/MS,2.4949,15.304,58.108,3,3,Plateau,,,3.4303,2.4949,,,9.5198,5.3511,,,67.384,,0,0,2,1,0,0,2,1,Median,Median,Median,Median,0.0,0.0,6.1,2.8,127580000,29984000,97593000,0,0,0,0,0,0,106770000,25208000,81562000,20806000,4775800,16031000,,,,2714,17364;18403,True;True,22592;23968,50845;54028;54029,93014;93015;99055;99056,93014;99055,,,,,-1;-1;-1,protein_2715,quanti,quanti,imputed MEC,imputed MEC
PGAM5,-0.38124926751318,0.748284229871683,Q96HS1;F5GXG4,Q96HS1;F5GXG4,6;3,6;3,6;3,"Serine/threonine-protein phosphatase PGAM5, mitochondrial","sp|Q96HS1|PGAM5_HUMAN Serine/threonine-protein phosphatase PGAM5, mitochondrial OS=Homo sapiens OX=9606 GN=PGAM5 PE=1 SV=2;tr|F5GXG4|F5GXG4_HUMAN Serine/threonine-protein phosphatase PGAM5, mitochondrial OS=Homo sapiens OX=9606 GN=PGAM5 PE=1 SV=1",2,6,6,6,2,2,6,2,2,2,6,2,2,2,6,2,26.0,26.0,26.0,32.004,289,289;140,0.0,11.965,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.27344,0.75321,7.6838,14,10,Leave out requantified,0.30629,0.34408,0.29106,0.30909,1.0844,0.92021,0.79527,0.72127,30.827,18.332,75.583,28.318,3,2,7,2,2,1,5,2,Median,Median,Median,Median,10.7,10.7,26.0,6.9,848980000,536340000,312640000,164250000,119140000,45109000,105800000,78496000,27305000,532280000,303530000,228750000,46649000,35172000,11477000,,,,2716,329;903;3549;8982;10861;16351,True;True;True;True;True;True,413;1139;1140;4571;12048;14454;21301,926;927;928;2609;2610;2611;2612;2613;2614;10458;27160;27161;32482;47846,1748;1749;1750;1751;1752;1753;1754;1755;1756;1757;4861;4862;4863;4864;4865;4866;4867;4868;19622;50063;50064;50065;50066;59485;59486;87214,1751;4865;19622;50064;59485;87214,3525,,141,,-1;-1,protein_2717,quanti,quanti,quanti,quanti
FUBP3,-0.252538765490101,0.813888583589644,Q96I24;A0A494C1K6,Q96I24,6;1,5;1,5;1,Far upstream element-binding protein 3,sp|Q96I24|FUBP3_HUMAN Far upstream element-binding protein 3 OS=Homo sapiens OX=9606 GN=FUBP3 PE=1 SV=2,2,6,5,5,2,6,3,3,1,5,2,2,1,5,2,2,16.1,14.5,14.5,61.64,572,572;44,0.0,8.0791,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.34487,0.8867,14.314,10,3,Leave out requantified,0.37058,0.34487,0.44995,0.54504,1.0649,0.8867,1.3222,1.5246,,13.251,18.755,13.221,1,5,2,2,0,1,1,1,Median,Leave out requantified,Median,Median,3.0,16.1,5.1,5.1,397330000,259350000,137980000,24919000,16667000,8251600,186160000,131830000,54327000,104820000,64043000,40781000,81432000,46815000,34617000,,,,2717,456;3863;5984;7502;10072;11757,True;False;True;True;True;True,572;4974;4975;7875;9942;13462;15544,1304;11300;11301;11302;11303;11304;17774;22564;30342;30343;30344;30345;34908;34909;34910,2392;2393;2394;2395;21226;21227;21228;21229;21230;21231;21232;21233;21234;21235;21236;21237;21238;21239;21240;21241;21242;21243;33103;41956;55826;55827;55828;55829;55830;55831;63826;63827;63828;63829,2394;21232;33103;41956;55828;63827,,,,,-1;-1,protein_2718,quanti,quanti,quanti,quanti
SUCLG2,0.755210864653979,0.278515585040304,Q96I99;E9PDQ8;H0Y852,Q96I99;E9PDQ8,11;9;4,11;9;4,11;9;4,"Succinyl-CoA ligase [GDP-forming] subunit beta, mitochondrial","sp|Q96I99|SUCB2_HUMAN Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=SUCLG2 PE=1 SV=2;tr|E9PDQ8|E9PDQ8_HUMAN Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=SUCLG2 PE=1 ",3,11,11,11,3,6,8,6,3,6,8,6,3,6,8,6,30.1,30.1,30.1,46.51,432,432;379;190,0.0,13.998,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.33611,0.9027,77.362,24,8,Leave out requantified,0.35651,0.4734,0.30908,0.3351,1.0376,1.1895,0.84228,0.83608,88.652,146.1,16.685,100.65,3,6,9,6,2,3,3,0,Median,Leave out requantified,Leave out requantified,Leave out requantified,8.1,14.8,23.4,17.4,997040000,528760000,468270000,73397000,47189000,26208000,345550000,115160000,230390000,319640000,243080000,76557000,258460000,123340000,135120000,,,,2718,3405;3673;3979;3980;5317;6624;7247;7383;11415;11475;11476,True;True;True;True;True;True;True;True;True;True;True,4393;4730;5119;5120;5121;5122;6972;8807;9626;9802;15141;15213;15214,10097;10798;10799;11617;11618;11619;11620;11621;11622;11623;15814;19981;21855;21856;21857;22246;22247;34036;34037;34038;34039;34178;34179;34180;34181;34182,19069;20228;20229;20230;20231;21806;21807;21808;21809;21810;21811;21812;21813;21814;21815;21816;21817;29632;37218;40737;40738;40739;41452;41453;41454;62264;62265;62266;62267;62268;62522;62523;62524;62525;62526;62527,19069;20231;21806;21815;29632;37218;40738;41452;62266;62525;62527,3526;3527,,73;93,,-1;-1;-1,protein_2719,quanti,quanti,quanti,quanti
ABHD14B,-0.746126820468675,0.461108938185561,Q96IU4;F8W9U3;B4DQI4,Q96IU4;F8W9U3;B4DQI4,7;6;5,7;6;5,7;6;5,Alpha/beta hydrolase domain-containing protein 14B,sp|Q96IU4|ABHEB_HUMAN Protein ABHD14B OS=Homo sapiens OX=9606 GN=ABHD14B PE=1 SV=1;tr|F8W9U3|F8W9U3_HUMAN Protein ABHD14B OS=Homo sapiens OX=9606 GN=ABHD14B PE=1 SV=1;tr|B4DQI4|B4DQI4_HUMAN Protein ABHD14B OS=Homo sapiens OX=9606 GN=ABHD14B PE=1 SV=1,3,7,7,7,5,6,2,5,5,6,2,5,5,6,2,5,41.0,41.0,41.0,22.345,210,210;208;188,0.0,29.712,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.38962,1.093,18.627,25,3,Leave out requantified,0.31602,0.41695,0.29657,0.42543,1.1094,1.0916,0.82649,1.2804,14.071,22.208,19.858,24.252,6,8,3,8,1,1,0,1,Leave out requantified,Leave out requantified,Median,Leave out requantified,41.0,41.0,11.4,34.8,1697400000,1117600000,579810000,358650000,269020000,89633000,375760000,254450000,121310000,124850000,94262000,30592000,838160000,499880000,338270000,,,,2720,225;2044;3256;4525;4533;16438;16439,True;True;True;True;True;True;True,278;2632;2633;4195;5835;5844;5845;21405;21406,606;607;6156;6157;6158;6159;9643;13190;13191;13192;13193;13211;13212;13213;13214;13215;13216;13217;13218;13219;13220;48059;48060;48061;48062;48063,1102;1103;1104;1105;11674;11675;11676;11677;11678;11679;11680;18225;24603;24604;24605;24606;24607;24608;24609;24610;24611;24612;24613;24614;24615;24616;24640;24641;24642;24643;24644;24645;24646;24647;24648;24649;24650;24651;24652;24653;24654;24655;24656;87601;87602;87603;87604;87605;87606;87607;87608;87609;87610;87611;87612,1103;11678;18225;24606;24656;87602;87606,,,,,-1;-1;-1,protein_2721,quanti,quanti,quanti,quanti
PBK,-1.25534880545025,0.117953658593622,Q96KB5;E5RFX4;E5RIE1,Q96KB5;E5RFX4,8;6;2,8;6;2,8;6;2,Lymphokine-activated killer T-cell-originated protein kinase,sp|Q96KB5|TOPK_HUMAN Lymphokine-activated killer T-cell-originated protein kinase OS=Homo sapiens OX=9606 GN=PBK PE=1 SV=3;tr|E5RFX4|E5RFX4_HUMAN Lymphokine-activated killer T-cell-originated protein kinase (Fragment) OS=Homo sapiens OX=9606 GN=PBK PE=1 SV,3,8,8,8,6,4,1,2,6,4,1,2,6,4,1,2,31.1,31.1,31.1,36.085,322,322;151;63,0.0,15.66,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.63025,1.7137,28.471,15,5,Leave out requantified,0.5839,0.63025,1.2527,1.0775,1.8555,1.7137,3.8563,3.2199,24.223,28.158,,37.214,6,5,1,3,2,2,0,1,Leave out requantified,Leave out requantified,Median,Plateau,18.9,19.6,4.3,6.2,1212200000,667940000,544230000,542970000,291600000,251370000,234010000,136470000,97542000,167440000,90585000,76851000,267750000,149280000,118470000,,,,2724,5509;7409;9418;9419;11647;14883;14943;17498,True;True;True;True;True;True;True;True,7239;9833;12608;12609;12610;15419;19468;19469;19545;22772,16426;22321;22322;28443;28444;28445;28446;34631;43542;43543;43544;43731;43732;43733;51267,30633;41570;41571;52401;52402;52403;52404;52405;52406;63288;79061;79062;79422;79423;79424;93800;93801;93802,30633;41570;52401;52402;63288;79061;79423;93801,,,,,-1;-1;-1,protein_2725,quanti,quanti,quanti,quanti
CNDP2,-5.03546966010813,0.0549301105259121,Q96KP4;J3QKT2;J3KSV5;A0A087WYZ1;J3KSS4;J3QQN6;J3QR27;J3QLU1;J3QKQ0;J3QRD0;J3QRA8;J3QL02;J3QRP4;A0A087WVS2;J3QRH4;J3KRD5,Q96KP4;J3QKT2,12;6;5;5;4;4;4;4;4;4;4;4;2;2;2;1,12;6;5;5;4;4;4;4;4;4;4;4;2;2;2;1,12;6;5;5;4;4;4;4;4;4;4;4;2;2;2;1,Cytosolic non-specific dipeptidase,sp|Q96KP4|CNDP2_HUMAN Cytosolic non-specific dipeptidase OS=Homo sapiens OX=9606 GN=CNDP2 PE=1 SV=2;tr|J3QKT2|J3QKT2_HUMAN Cytosolic non-specific dipeptidase (Fragment) OS=Homo sapiens OX=9606 GN=CNDP2 PE=1 SV=1,16,12,12,12,11,11,1,4,11,11,1,4,11,11,1,4,34.9,34.9,34.9,52.878,475,475;249;149;157;55;89;122;123;128;134;138;138;89;124;204;88,0.0,27.143,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.33179,0.97123,24.591,31,7,Leave out requantified,0.28943,0.3565,0.38338,0.34508,0.99703,0.96597,0.63411,0.90555,15.925,14.435,,63.756,12,13,1,5,3,2,1,1,Leave out requantified,Leave out requantified,Median,Leave out requantified,34.9,30.1,1.7,10.5,1481800000,1067600000,414150000,562860000,424620000,138240000,717400000,500820000,216570000,4021800,2745600,1276200,197510000,139450000,58061000,,,,2725,163;3801;5823;11905;11993;13061;16003;16732;18837;18866;19167;19436,True;True;True;True;True;True;True;True;True;True;True;True,201;4888;7648;15736;15839;17163;20835;21772;24535;24572;24950;25296,447;448;449;450;451;452;453;11111;11112;17293;17294;17295;35296;35297;35298;35527;35528;35529;38527;46784;46785;48930;48931;48932;55321;55322;55399;55400;56215;56216;56920,826;827;828;829;830;831;832;833;834;835;836;837;838;839;840;841;20818;20819;20820;20821;32182;64464;64465;64466;64467;64846;64847;64848;64849;64850;70329;70330;70331;85004;85005;85006;85007;89208;89209;89210;89211;89212;89213;89214;89215;89216;89217;89218;101414;101415;101416;101417;101543;101544;103001;103002;104275,841;20820;32182;64467;64848;70330;85004;89208;101416;101543;103001;104275,,,,,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_2726,quanti,quanti,quanti,quanti
PRRC1,-0.653161103666314,0.256273183497902,Q96M27,Q96M27,3,3,3,Protein PRRC1,sp|Q96M27|PRRC1_HUMAN Protein PRRC1 OS=Homo sapiens OX=9606 GN=PRRC1 PE=1 SV=1,1,3,3,3,2,3,1,1,2,3,1,1,2,3,1,1,7.4,7.4,7.4,46.701,445,445,0.016428,0.99046,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.44733,1.0504,26.458,7,3,Median,0.42783,0.42786,0.5844,0.48595,1.0017,1.0504,1.7088,1.3008,11.413,20.647,,,2,3,1,1,1,2,0,0,Median,Plateau,Median,Median,4.3,7.4,2.7,2.7,169220000,106730000,62483000,28251000,19293000,8957500,58976000,38685000,20290000,37977000,21241000,16736000,44012000,27514000,16499000,,,,2727,14918;15867;18841,True;True;True,19516;20664;24539,43660;43661;46394;46395;46396;46397;55329,79296;79297;84265;84266;84267;84268;101423,79296;84265;101423,,,,,-1,protein_2728,quanti,quanti,quanti,quanti
MBOAT7,21.1275085217606,7.35719286397857e-07,Q96N66;M0R1Z5;A9C4B8,Q96N66,3;1;1,3;1;1,3;1;1,Lysophospholipid acyltransferase 7,sp|Q96N66|MBOA7_HUMAN Lysophospholipid acyltransferase 7 OS=Homo sapiens OX=9606 GN=MBOAT7 PE=1 SV=2,3,3,3,3,0,0,3,2,0,0,3,2,0,0,3,2,9.7,9.7,9.7,52.764,472,472;181;256,0.0,5.4752,,,By MS/MS,By MS/MS,0.41618,1.2631,27.362,5,2,Median,,,0.41618,0.47842,,,1.2631,1.1799,,,14.227,50.825,0,0,3,2,0,0,1,1,Median,Median,Median,Median,0.0,0.0,9.7,7.2,197660000,134470000,63185000,0,0,0,0,0,0,130530000,93765000,36763000,67129000,40707000,26422000,,,,2729,220;12530;16864,True;True;True,272;16498;21937,596;597;37036;49336;49337,1092;1093;67557;90125,1093;67557;90125,,,,,-1;-1;-1,protein_2730,quanti,quanti,imputed MEC,imputed MEC
NSUN5,19.998155406218,1.34006067680815e-06,Q96P11;Q63ZY6;Q3KNT7,Q96P11,3;1;1,3;1;1,3;1;1,Probable 28S rRNA (cytosine-C(5))-methyltransferase,sp|Q96P11|NSUN5_HUMAN 28S rRNA (cytosine-C(5))-methyltransferase OS=Homo sapiens OX=9606 GN=NSUN5 PE=1 SV=2,3,3,3,3,0,0,3,3,0,0,3,3,0,0,3,3,9.1,9.1,9.1,46.691,429,429;315;163,0.0,4.2433,,,By MS/MS,By MS/MS,0.77995,1.8112,5.0291,7,0,Leave out requantified,,,0.76553,0.77995,,,2.0002,1.4987,,,23.454,15.667,0,0,4,3,0,0,0,0,Median,Median,Leave out requantified,Leave out requantified,0.0,0.0,9.1,9.1,122330000,63192000,59139000,0,0,0,0,0,0,91395000,45764000,45631000,30936000,17428000,13507000,,,,2731,1145;5556;8984,True;True;True,1496;7305;12051;12052,3417;3418;16582;16583;27172;27173;27174,6369;30962;30963;30964;30965;50079;50080;50081;50082;50083,6369;30962;50079,,,,,-1;-1;-1,protein_2732,quanti,quanti,imputed MEC,imputed MEC
RBM14,1.54570964153916,0.0374575832343203,Q96PK6;A0A0A6YYI9;F8WDX3;A0A0A0MSL8;B8ZZ74,Q96PK6,15;4;4;4;4,15;4;4;4;4,15;4;4;4;4,RNA-binding protein 14,sp|Q96PK6|RBM14_HUMAN RNA-binding protein 14 OS=Homo sapiens OX=9606 GN=RBM14 PE=1 SV=2,5,15,15,15,6,6,15,12,6,6,15,12,6,6,15,12,28.1,28.1,28.1,69.491,669,669;118;129;147;159,0.0,75.149,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.35708,1.0383,24.591,46,9,Leave out requantified,0.2876,0.36219,0.356,0.3751,1.045,1.062,1.0987,1.1131,38.383,29.856,24.941,11.915,6,6,21,13,2,1,3,3,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,11.1,11.2,28.1,23.5,4985600000,3595800000,1389700000,431230000,322880000,108350000,492410000,346830000,145580000,2753000000,2003600000,749440000,1308900000,922540000,386350000,,,,2736,888;1469;1708;1709;1907;6787;7419;8815;10802;13338;13570;13940;16534;16539;19518,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,1122;1924;2230;2231;2232;2470;8992;9843;11833;14380;17513;17809;18293;21523;21524;21531;25405,2579;2580;4428;4429;4430;4431;5216;5217;5218;5219;5220;5221;5222;5801;5802;5803;5804;5805;20343;20344;20345;20346;22342;26674;26675;26676;26677;32328;32329;39219;39220;39832;40886;48294;48295;48296;48297;48298;48316;48317;48318;48319;57200;57201;57202;57203,4807;4808;4809;8363;8364;8365;8366;8367;9991;9992;9993;9994;9995;9996;9997;9998;9999;10000;10001;10002;10003;10004;10005;10006;11036;11037;11038;11039;37816;37817;37818;37819;37820;37821;37822;37823;41595;49202;49203;49204;49205;59208;59209;59210;59211;59212;59213;71543;71544;71545;72568;74280;74281;74282;87983;87984;87985;87986;87987;87988;88014;88015;88016;88017;88018;104825;104826;104827;104828;104829;104830;104831;104832,4808;8365;9999;10005;11037;37821;41595;49203;59213;71543;72568;74282;87986;88018;104826,3539,,149,,-1;-1;-1;-1;-1,protein_2737,quanti,quanti,quanti,quanti
VPS35,-1.6230659444255,0.0340670113973541,Q96QK1;I3L4S0;A0A1W2PP10;A0A3B3ITD4,Q96QK1,7;1;1;1,7;1;1;1,7;1;1;1,Vacuolar protein sorting-associated protein 35,sp|Q96QK1|VPS35_HUMAN Vacuolar protein sorting-associated protein 35 OS=Homo sapiens OX=9606 GN=VPS35 PE=1 SV=2,4,7,7,7,7,5,2,4,7,5,2,4,7,5,2,4,12.1,12.1,12.1,91.706,796,796;41;46;47,0.0,16.533,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.4754,1.3727,15.085,18,3,Leave out requantified,0.38825,0.53712,0.49428,0.5507,1.3398,1.4689,1.434,1.4095,17.285,8.989,56.238,16.633,7,5,2,4,1,1,0,1,Leave out requantified,Leave out requantified,Median,Leave out requantified,12.1,8.9,2.8,5.7,909370000,623460000,285910000,291960000,214090000,77866000,317020000,207890000,109130000,95459000,68111000,27348000,204940000,133370000,71570000,,,,2742,2204;7303;10104;10901;13127;13233;14325,True;True;True;True;True;True;True,2849;9691;13504;14504;17240;17371;18760,6693;6694;6695;6696;21992;21993;21994;21995;30444;32591;32592;38685;38686;38933;38934;41905;41906;41907,12798;12799;12800;12801;12802;12803;12804;12805;12806;12807;40990;40991;40992;40993;40994;40995;56015;59671;59672;59673;59674;70579;70580;71035;76101;76102;76103,12798;40992;56015;59671;70579;71035;76103,,,,,-1;-1;-1;-1,protein_2743,quanti,quanti,quanti,quanti
GFM1,2.17806953209613,0.025457382541945,Q96RP9;F8WAU4;C9IZ01,Q96RP9;F8WAU4;C9IZ01,5;4;4,5;4;4,5;4;4,"Elongation factor G, mitochondrial","sp|Q96RP9|EFGM_HUMAN Elongation factor G, mitochondrial OS=Homo sapiens OX=9606 GN=GFM1 PE=1 SV=2;tr|F8WAU4|F8WAU4_HUMAN Elongation factor G, mitochondrial OS=Homo sapiens OX=9606 GN=GFM1 PE=1 SV=1;tr|C9IZ01|C9IZ01_HUMAN Elongation factor G, mitochondrial ",3,5,5,5,2,2,5,3,2,2,5,3,2,2,5,3,8.3,8.3,8.3,83.471,751,751;453;591,0.0,25.535,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.49653,1.4339,73.701,11,9,Median,2.0827,0.80854,0.47842,0.49653,6.6384,1.9459,1.2681,1.4339,,164.83,39.512,27.176,1,2,5,3,1,2,3,3,Median,Median,Median,Median,2.8,2.9,8.3,4.0,540160000,279960000,260200000,33472000,10543000,22929000,64471000,30524000,33947000,291320000,158220000,133100000,150890000,80668000,70226000,,,,2745,1036;4050;4633;14444;19071,True;True;True;True;True,1321;5213;5962;18902;24827,3048;3049;3050;11845;11846;13480;42205;42206;55950;55951;55952;55953,5738;5739;5740;5741;22222;22223;22224;22225;25164;76573;76574;102509;102510;102511;102512,5739;22222;25164;76574;102510,,,,,-1;-1;-1,protein_2746,quanti,quanti,quanti,quanti
MMS19,-21.3161290802592,7.74553102756799e-07,Q96T76;H7C0A9;H7C1W5;F8WCH8;B0QZ77;Q5T454;H0Y746,Q96T76,3;1;1;1;1;1;1,3;1;1;1;1;1;1,3;1;1;1;1;1;1,MMS19 nucleotide excision repair protein homolog,sp|Q96T76|MMS19_HUMAN MMS19 nucleotide excision repair protein homolog OS=Homo sapiens OX=9606 GN=MMS19 PE=1 SV=2,7,3,3,3,2,2,0,0,2,2,0,0,2,2,0,0,5.3,5.3,5.3,113.29,1030,1030;98;149;173;277;302;598,0.00051867,2.0961,By MS/MS,By MS/MS,,,0.41403,1.5133,108.68,4,0,Leave out requantified,0.35811,1.0067,,,1.0795,2.5774,,,47.774,141.21,,,2,2,0,0,0,0,0,0,Median,Median,Median,Median,3.5,4.3,0.0,0.0,170050000,101500000,68548000,102110000,66838000,35273000,67942000,34666000,33275000,0,0,0,0,0,0,,,,2749,988;10193;16884,True;True;True,1254;13630;21962,2869;30720;49396;49397,5386;5387;56594;90267;90268;90269;90270,5387;56594;90269,,,,,-1;-1;-1;-1;-1;-1;-1,protein_2750,imputed MEC,imputed MEC,quanti,quanti
CDC5L,1.34472335631856,0.123517474796158,Q99459,Q99459,8,8,8,Cell division cycle 5-like protein,sp|Q99459|CDC5L_HUMAN Cell division cycle 5-like protein OS=Homo sapiens OX=9606 GN=CDC5L PE=1 SV=2,1,8,8,8,3,2,6,4,3,2,6,4,3,2,6,4,10.3,10.3,10.3,92.25,802,802,0.0,9.0211,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.40329,1.0543,13.447,15,3,Leave out requantified,0.4462,0.41398,0.36452,0.40347,1.2764,0.89493,1.0543,0.90522,29.677,5.0455,12.172,24.189,3,2,7,3,1,0,1,1,Median,Median,Leave out requantified,Median,3.6,2.5,7.7,5.0,458650000,315460000,143180000,54327000,37344000,16984000,37765000,25054000,12711000,277480000,192280000,85201000,89072000,60785000,28287000,,,,2751,6559;7218;9478;10347;13729;15751;16084;18899,True;True;True;True;True;True;True;True,8733;9589;12680;12681;13819;18020;20524;20933;24611,19808;21776;28611;28612;28613;31131;31132;40259;46056;46057;47037;47038;47039;47040;55487;55488,36935;40612;52734;52735;52736;52737;52738;52739;52740;52741;57272;57273;73234;83617;83618;85527;85528;85529;85530;101701,36935;40612;52738;57273;73234;83617;85529;101701,,,,,-1,protein_2752,quanti,quanti,quanti,quanti
