EED_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
RPL35A,-0.0461489805,0.737551038395448,0,P18077;F8WBS5;F8WB72;C9K025,P18077;F8WBS5;F8WB72;C9K025,9;6;6;6,9;6;6;6,9;6;6;6,60S ribosomal protein L35a,RPL35A,sp|P18077|RL35A_HUMAN 60S ribosomal protein L35a OS=Homo sapiens OX=9606 GN=RPL35A PE=1 SV=2;tr|F8WBS5|F8WBS5_HUMAN 60S ribosomal protein L35a OS=Homo sapiens OX=9606 GN=RPL35A PE=1 SV=1;tr|F8WB72|F8WB72_HUMAN 60S ribosomal protein L35a OS=Homo sapiens OX=,9,9,45.5,110
RPL7,0.2034709375,0.201187056273292,0,P18124;A8MUD9;C9JIJ5;C9JZ88,P18124;A8MUD9,31;27;14;11,31;27;14;11,31;27;14;11,60S ribosomal protein L7,RPL7,sp|P18124|RL7_HUMAN 60S ribosomal protein L7 OS=Homo sapiens OX=9606 GN=RPL7 PE=1 SV=1;tr|A8MUD9|A8MUD9_HUMAN 60S ribosomal protein L7 OS=Homo sapiens OX=9606 GN=RPL7 PE=1 SV=1,31,31,73.4,248
VCL,0.4697026881,0.202390380387431,0,P18206,P18206,14,14,14,Vinculin,VCL,sp|P18206|VINC_HUMAN Vinculin OS=Homo sapiens OX=9606 GN=VCL PE=1 SV=4,14,14,17.3,1134
SON,-0.224339328,0.136507932099504,0,P18583;H7C1M2;J3QSZ5,P18583;H7C1M2,5;3;2,5;3;2,5;3;2,Protein SON,SON,sp|P18583|SON_HUMAN Protein SON OS=Homo sapiens OX=9606 GN=SON PE=1 SV=4;tr|H7C1M2|H7C1M2_HUMAN Protein SON (Fragment) OS=Homo sapiens OX=9606 GN=SON PE=1 SV=1,5,5,3.7,2426
PGAM1;PGAM4,0.2343425492,0.226298137580787,0,P18669;Q8N0Y7;P15259,P18669;Q8N0Y7,23;13;6,23;13;6,23;13;6,Phosphoglycerate mutase 1;Probable phosphoglycerate mutase 4,PGAM1;PGAM4,sp|P18669|PGAM1_HUMAN Phosphoglycerate mutase 1 OS=Homo sapiens OX=9606 GN=PGAM1 PE=1 SV=2;sp|Q8N0Y7|PGAM4_HUMAN Probable phosphoglycerate mutase 4 OS=Homo sapiens OX=9606 GN=PGAM4 PE=3 SV=1,23,23,73.6,254
RCC1,0.2512695077,0.127671150306468,0,P18754;C9JW69;C9J3R0;C9JMJ4;C9JQZ4;C9JRH2,P18754;C9JW69;C9J3R0;C9JMJ4;C9JQZ4;C9JRH2,10;7;6;6;6;5,10;7;6;6;6;5,10;7;6;6;6;5,Regulator of chromosome condensation,RCC1,sp|P18754|RCC1_HUMAN Regulator of chromosome condensation OS=Homo sapiens OX=9606 GN=RCC1 PE=1 SV=1;tr|C9JW69|C9JW69_HUMAN Regulator of chromosome condensation (Fragment) OS=Homo sapiens OX=9606 GN=RCC1 PE=1 SV=1;tr|C9J3R0|C9J3R0_HUMAN Regulator of chromos,10,10,35.6,421
NCL,0.1997670856,0.215938099704629,0,P19338;H7BY16;C9JYW2;C9JLB1;C9J1H7;C9JWL1,P19338;H7BY16,36;20;3;3;3;3,36;20;3;3;3;3,36;20;3;3;3;3,Nucleolin,NCL,sp|P19338|NUCL_HUMAN Nucleolin OS=Homo sapiens OX=9606 GN=NCL PE=1 SV=3;tr|H7BY16|H7BY16_HUMAN Nucleolin (Fragment) OS=Homo sapiens OX=9606 GN=NCL PE=1 SV=8,36,36,46.9,710
HK1,-0.0103614698,0.949456823546123,0,P19367;B1AR62;Q2TB90;P52790,P19367,32;5;4;2,32;5;4;2,28;4;3;0,Hexokinase-1,HK1,sp|P19367|HXK1_HUMAN Hexokinase-1 OS=Homo sapiens OX=9606 GN=HK1 PE=1 SV=3,32,28,36.5,917
EIF2S2,0.7060831988,0.0120215937584199,0,P20042,P20042,5,5,5,Eukaryotic translation initiation factor 2 subunit 2,EIF2S2,sp|P20042|IF2B_HUMAN Eukaryotic translation initiation factor 2 subunit 2 OS=Homo sapiens OX=9606 GN=EIF2S2 PE=1 SV=2,5,5,16.5,333
ANXA7,0.112435153,0.472722728003426,0,P20073,P20073,8,8,8,Annexin A7,ANXA7,sp|P20073|ANXA7_HUMAN Annexin A7 OS=Homo sapiens OX=9606 GN=ANXA7 PE=1 SV=3,8,8,23.2,488
BTF3,-0.0476664855,0.68608727670649,0,P20290;D6RDG3;H0Y9Y1;E9PPC3,P20290;D6RDG3;H0Y9Y1,6;4;3;1,6;4;3;1,5;3;3;0,Transcription factor BTF3,BTF3,sp|P20290|BTF3_HUMAN Transcription factor BTF3 OS=Homo sapiens OX=9606 GN=BTF3 PE=1 SV=1;tr|D6RDG3|D6RDG3_HUMAN Transcription factor BTF3 (Fragment) OS=Homo sapiens OX=9606 GN=BTF3 PE=1 SV=3;tr|H0Y9Y1|H0Y9Y1_HUMAN Transcription factor BTF3 (Fragment) OS=Ho,6,5,48.5,206
RAB6A;RAB6B,-0.1589403556,0.280154508696839,0,P20340;Q9NRW1;C9JU14;J3KR73;C9JB90;F5H3K7;F5GX61,P20340;Q9NRW1;C9JU14;J3KR73;C9JB90,4;3;3;3;2;1;1,4;3;3;3;2;1;1,2;1;1;1;0;1;1,Ras-related protein Rab-6A;Ras-related protein Rab-6B,RAB6A;RAB6B,sp|P20340|RAB6A_HUMAN Ras-related protein Rab-6A OS=Homo sapiens OX=9606 GN=RAB6A PE=1 SV=3;sp|Q9NRW1|RAB6B_HUMAN Ras-related protein Rab-6B OS=Homo sapiens OX=9606 GN=RAB6B PE=1 SV=1;tr|C9JU14|C9JU14_HUMAN Ras-related protein Rab-6B (Fragment) OS=Homo sap,4,2,15.9,208
PSMB1,0.1260018356,0.305487712159008,0,P20618,P20618,7,7,7,Proteasome subunit beta type-1,PSMB1,sp|P20618|PSB1_HUMAN Proteasome subunit beta type-1 OS=Homo sapiens OX=9606 GN=PSMB1 PE=1 SV=2,7,7,43.2,241
M6PR,-0.0086464291,0.947975328031765,0,P20645;F5GX30;H0YGE9;H0YGT2;H0YF90;F5GXE0;F5GXU0;F5H883,P20645;F5GX30,5;4;2;2;2;1;1;1,5;4;2;2;2;1;1;1,5;4;2;2;2;1;1;1,Cation-dependent mannose-6-phosphate receptor,M6PR,sp|P20645|MPRD_HUMAN Cation-dependent mannose-6-phosphate receptor OS=Homo sapiens OX=9606 GN=M6PR PE=1 SV=1;tr|F5GX30|F5GX30_HUMAN Cation-dependent mannose-6-phosphate receptor OS=Homo sapiens OX=9606 GN=M6PR PE=1 SV=2,5,5,24.9,277
COX5A,-0.1402112488,0.257719928922652,0,P20674;H3BNX8;H3BRM5;H3BV69;H3BRI0,P20674;H3BNX8,10;9;4;4;3,10;9;4;4;3,10;9;4;4;3,"Cytochrome c oxidase subunit 5A, mitochondrial",COX5A,"sp|P20674|COX5A_HUMAN Cytochrome c oxidase subunit 5A, mitochondrial OS=Homo sapiens OX=9606 GN=COX5A PE=1 SV=2;tr|H3BNX8|H3BNX8_HUMAN Cytochrome c oxidase subunit 5A, mitochondrial OS=Homo sapiens OX=9606 GN=COX5A PE=1 SV=1",10,10,46,150
LMNB1,-0.5059600602,0.0195464141223171,0,P20700;E9PBF6;A0A0D9SFE5;A0A0D9SFY5,P20700;E9PBF6;A0A0D9SFE5,44;34;29;14,43;33;29;14,39;32;28;13,Lamin-B1,LMNB1,"sp|P20700|LMNB1_HUMAN Lamin-B1 OS=Homo sapiens OX=9606 GN=LMNB1 PE=1 SV=2;tr|E9PBF6|E9PBF6_HUMAN Lamin-B1 OS=Homo sapiens OX=9606 GN=LMNB1 PE=1 SV=1;tr|A0A0D9SFE5|A0A0D9SFE5_HUMAN Lamin B1, isoform CRA_a OS=Homo sapiens OX=9606 GN=LMNB1 PE=1 SV=1",44,39,61.1,586
ACO1,-0.2415702743,0.354197135192644,0,P21399,P21399,12,12,12,Cytoplasmic aconitate hydratase,ACO1,sp|P21399|ACOC_HUMAN Cytoplasmic aconitate hydratase OS=Homo sapiens OX=9606 GN=ACO1 PE=1 SV=3,12,12,17.2,889
VDAC1,0.1570580767,0.241618845615644,0,P21796;C9JI87,P21796;C9JI87,28;17,28;17,28;17,Voltage-dependent anion-selective channel protein 1,VDAC1,sp|P21796|VDAC1_HUMAN Voltage-dependent anion-selective channel protein 1 OS=Homo sapiens OX=9606 GN=VDAC1 PE=1 SV=2;tr|C9JI87|C9JI87_HUMAN Voltage-dependent anion-selective channel protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=VDAC1 PE=1 SV=6,28,28,80.9,283
SDHB,0.0242516654,0.923184077331956,0,P21912;A0A087WXX8;A0A087WWT1,P21912;A0A087WXX8;A0A087WWT1,4;2;2,4;2;2,4;2;2,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial",SDHB,"sp|P21912|SDHB_HUMAN Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial OS=Homo sapiens OX=9606 GN=SDHB PE=1 SV=3;tr|A0A087WXX8|A0A087WXX8_HUMAN Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial (Fragment) OS=Homo",4,4,21.4,280
GART,0.4828032562,0.0710912353973737,0,P22102;F8WD69;C9JBJ1;C9JTV6;C9JZG2;C9JKQ7;H7C366;A0A140TA71,P22102,29;14;11;11;7;7;4;1,29;14;11;11;7;7;4;1,29;14;11;11;7;7;4;1,Trifunctional purine biosynthetic protein adenosine-3;Phosphoribosylamine--glycine ligase;Phosphoribosylformylglycinamidine cyclo-ligase;Phosphoribosylglycinamide formyltransferase,GART,sp|P22102|PUR2_HUMAN Trifunctional purine biosynthetic protein adenosine-3 OS=Homo sapiens OX=9606 GN=GART PE=1 SV=1,29,29,39.2,1010
PAICS,0.1876241427,0.163926623355593,0,P22234;E9PBS1;D6RF62,P22234;E9PBS1;D6RF62,23;22;15,23;22;15,23;22;15,Multifunctional protein ADE2;Phosphoribosylaminoimidazole-succinocarboxamide synthase;Phosphoribosylaminoimidazole carboxylase,PAICS,sp|P22234|PUR6_HUMAN Multifunctional protein ADE2 OS=Homo sapiens OX=9606 GN=PAICS PE=1 SV=3;tr|E9PBS1|E9PBS1_HUMAN Multifunctional protein ADE2 (Fragment) OS=Homo sapiens OX=9606 GN=PAICS PE=1 SV=1;tr|D6RF62|D6RF62_HUMAN Multifunctional protein ADE2 OS=Ho,23,23,47.3,425
SCP2,-0.3428399916,0.0596627213437428,0,P22307;H0YF61,P22307;H0YF61,6;3,6;3,6;3,Non-specific lipid-transfer protein,SCP2,sp|P22307|NLTP_HUMAN Non-specific lipid-transfer protein OS=Homo sapiens OX=9606 GN=SCP2 PE=1 SV=2;tr|H0YF61|H0YF61_HUMAN Non-specific lipid-transfer protein (Fragment) OS=Homo sapiens OX=9606 GN=SCP2 PE=1 SV=1,6,6,6.4,547
UBA1,-0.2943756393,0.0568306355007657,0,P22314;Q5JRR6;Q5JRR9;Q5JRS0;Q5JRS1;Q5JRS3;Q5JRS2,P22314,36;11;10;10;8;8;8,36;11;10;10;8;8;8,36;11;10;10;8;8;8,Ubiquitin-like modifier-activating enzyme 1,UBA1,sp|P22314|UBA1_HUMAN Ubiquitin-like modifier-activating enzyme 1 OS=Homo sapiens OX=9606 GN=UBA1 PE=1 SV=3,36,36,39.2,1058
FDXR,-0.1375018495,0.660790376031187,0,P22570;A0A0C4DFN8;A0A0A0MSZ4;A0A0A0MT64;A0A0A0MTN9;J3QQX3;A0A0A0MTR6;A0A0C4DGN7;J3QKZ8;J3QQW7;J3KS64,P22570;A0A0C4DFN8;A0A0A0MSZ4;A0A0A0MT64;A0A0A0MTN9;J3QQX3;A0A0A0MTR6;A0A0C4DGN7,30;27;27;27;26;26;25;25;8;4;1,30;27;27;27;26;26;25;25;8;4;1,30;27;27;27;26;26;25;25;8;4;1,"NADPH:adrenodoxin oxidoreductase, mitochondrial",FDXR,"sp|P22570|ADRO_HUMAN NADPH:adrenodoxin oxidoreductase, mitochondrial OS=Homo sapiens OX=9606 GN=FDXR PE=1 SV=3;tr|A0A0C4DFN8|A0A0C4DFN8_HUMAN NADPH:adrenodoxin oxidoreductase, mitochondrial OS=Homo sapiens OX=9606 GN=FDXR PE=1 SV=1;tr|A0A0A0MSZ4|A0A0A0MSZ4",30,30,61.3,491
HNRNPA2B1,-0.1403501866,0.285669422015699,0,P22626;A0A087WUI2,P22626;A0A087WUI2,34;23,34;23,34;23,Heterogeneous nuclear ribonucleoproteins A2/B1,HNRNPA2B1,sp|P22626|ROA2_HUMAN Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Homo sapiens OX=9606 GN=HNRNPA2B1 PE=1 SV=2;tr|A0A087WUI2|A0A087WUI2_HUMAN Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Homo sapiens OX=9606 GN=HNRNPA2B1 PE=1 SV=1,34,34,76.8,353
UQCRC2,0.1247524672,0.393113183236157,0,P22695;H3BRG4;H3BSJ9;H3BP04;H3BUE4;H3BUI9;A0A087WVZ4,P22695;H3BRG4;H3BSJ9,15;14;13;7;4;4;3,15;14;13;7;4;4;3,15;14;13;7;4;4;3,"Cytochrome b-c1 complex subunit 2, mitochondrial",UQCRC2,"sp|P22695|QCR2_HUMAN Cytochrome b-c1 complex subunit 2, mitochondrial OS=Homo sapiens OX=9606 GN=UQCRC2 PE=1 SV=3;tr|H3BRG4|H3BRG4_HUMAN Cytochrome b-c1 complex subunit 2, mitochondrial OS=Homo sapiens OX=9606 GN=UQCRC2 PE=1 SV=1;tr|H3BSJ9|H3BSJ9_HUMAN Cyt",15,15,36.6,453
SFPQ,0.1665401024,0.190303081757248,0,P23246;H0Y9K7;H0Y9U2,P23246,30;6;2,28;6;2,28;6;2,"Splicing factor, proline- and glutamine-rich",SFPQ,"sp|P23246|SFPQ_HUMAN Splicing factor, proline- and glutamine-rich OS=Homo sapiens OX=9606 GN=SFPQ PE=1 SV=2",30,28,34.9,707
TUBG1;TUBG2,0.6020609548,0.241814071461688,0,P23258;Q9NRH3;K7EKE5;K7EIS0,P23258;Q9NRH3;K7EKE5;K7EIS0,3;3;2;2,3;3;2;2,3;3;2;2,Tubulin gamma-1 chain;Tubulin gamma-2 chain;Tubulin gamma chain,TUBG1;TUBG2,sp|P23258|TBG1_HUMAN Tubulin gamma-1 chain OS=Homo sapiens OX=9606 GN=TUBG1 PE=1 SV=2;sp|Q9NRH3|TBG2_HUMAN Tubulin gamma-2 chain OS=Homo sapiens OX=9606 GN=TUBG2 PE=2 SV=1;tr|K7EKE5|K7EKE5_HUMAN Tubulin gamma-1 chain OS=Homo sapiens OX=9606 GN=TUBG1 PE=4 S,3,3,9.3,451
PPIB,0.0236598935,0.836602697656556,0,P23284,P23284,21,21,21,Peptidyl-prolyl cis-trans isomerase B,PPIB,sp|P23284|PPIB_HUMAN Peptidyl-prolyl cis-trans isomerase B OS=Homo sapiens OX=9606 GN=PPIB PE=1 SV=2,21,21,65.3,216
RPS3,0.1634858506,0.232890265510352,0,P23396;E9PL09;E9PPU1;F2Z2S8;H0YCJ7;H0YEU2;E9PQ96;E9PJH4;H0YF32;E9PK82;E9PSF4;E9PQX2;H0YES8,P23396;E9PL09;E9PPU1;F2Z2S8;H0YCJ7;H0YEU2,32;28;21;19;17;17;13;13;13;13;9;6;1,32;28;21;19;17;17;13;13;13;13;9;6;1,32;28;21;19;17;17;13;13;13;13;9;6;1,40S ribosomal protein S3,RPS3,sp|P23396|RS3_HUMAN 40S ribosomal protein S3 OS=Homo sapiens OX=9606 GN=RPS3 PE=1 SV=2;tr|E9PL09|E9PL09_HUMAN 40S ribosomal protein S3 OS=Homo sapiens OX=9606 GN=RPS3 PE=1 SV=1;tr|E9PPU1|E9PPU1_HUMAN 40S ribosomal protein S3 OS=Homo sapiens OX=9606 GN=RPS3,32,32,86.8,243
AHCY,0.0252123132,0.839148473334175,0,P23526,P23526,19,19,19,Adenosylhomocysteinase,AHCY,sp|P23526|SAHH_HUMAN Adenosylhomocysteinase OS=Homo sapiens OX=9606 GN=AHCY PE=1 SV=4,19,19,38.4,432
CFL1,-0.2090541289,0.16865175671326,0,P23528;E9PP50;E9PK25;G3V1A4;E9PQB7;E9PS23;E9PLJ3,P23528;E9PP50;E9PK25;G3V1A4;E9PQB7,19;17;16;15;12;8;6,19;17;16;15;12;8;6,10;8;7;7;4;7;4,Cofilin-1,CFL1,sp|P23528|COF1_HUMAN Cofilin-1 OS=Homo sapiens OX=9606 GN=CFL1 PE=1 SV=3;tr|E9PP50|E9PP50_HUMAN Cofilin-1 (Fragment) OS=Homo sapiens OX=9606 GN=CFL1 PE=1 SV=8;tr|E9PK25|E9PK25_HUMAN Cofilin-1 OS=Homo sapiens OX=9606 GN=CFL1 PE=1 SV=1;tr|G3V1A4|G3V1A4_HUMAN,19,10,91.6,166
DTYMK,-0.3585773451,0.0285759348177635,0,P23919;G5E9E9;H7C3A4;H7BZ20;H7C312,P23919;G5E9E9,5;4;2;2;1,5;4;2;2;1,5;4;2;2;1,Thymidylate kinase,DTYMK,"sp|P23919|KTHY_HUMAN Thymidylate kinase OS=Homo sapiens OX=9606 GN=DTYMK PE=1 SV=4;tr|G5E9E9|G5E9E9_HUMAN Deoxythymidylate kinase (Thymidylate kinase), isoform CRA_d OS=Homo sapiens OX=9606 GN=DTYMK PE=1 SV=1",5,5,20.8,212
EEF1B2,0.2305433671,0.269032617253962,0,P24534,P24534,5,5,5,Elongation factor 1-beta,EEF1B2,sp|P24534|EF1B_HUMAN Elongation factor 1-beta OS=Homo sapiens OX=9606 GN=EEF1B2 PE=1 SV=3,5,5,20.9,225
ATP5F1,-0.1429882642,0.26530260718696,0,P24539;Q5QNZ2,P24539;Q5QNZ2,6;4,6;4,6;4,"ATP synthase F(0) complex subunit B1, mitochondrial",ATP5F1,"sp|P24539|AT5F1_HUMAN ATP synthase F(0) complex subunit B1, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5PB PE=1 SV=2;tr|Q5QNZ2|Q5QNZ2_HUMAN ATP synthase F(0) complex subunit B1, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5PB PE=1 SV=1",6,6,21.1,256
MCM3,-0.6463938594,0.0648865059463947,0,P25205;J3KQ69;A0A499FHX9;Q7Z6P5,P25205;J3KQ69;A0A499FHX9,20;14;14;3,20;14;14;3,20;14;14;3,DNA replication licensing factor MCM3,MCM3,sp|P25205|MCM3_HUMAN DNA replication licensing factor MCM3 OS=Homo sapiens OX=9606 GN=MCM3 PE=1 SV=3;tr|J3KQ69|J3KQ69_HUMAN DNA replication licensing factor MCM3 OS=Homo sapiens OX=9606 GN=MCM3 PE=1 SV=3;tr|A0A499FHX9|A0A499FHX9_HUMAN DNA replication licen,20,20,28.1,808
RPS12,0.0921837949,0.563160659293584,0,P25398,P25398,14,14,14,40S ribosomal protein S12,RPS12,sp|P25398|RS12_HUMAN 40S ribosomal protein S12 OS=Homo sapiens OX=9606 GN=RPS12 PE=1 SV=3,14,14,90.9,132
ATP5A1,0.0868219136,0.487688574272391,0,P25705;K7EK77;K7ENJ4;K7ERX7;K7EJP1;K7EQH4;K7ESA0,P25705;K7EK77,45;23;20;15;12;6;2,45;23;20;15;12;6;2,45;23;20;15;12;6;2,"ATP synthase subunit alpha, mitochondrial",ATP5A1,"sp|P25705|ATPA_HUMAN ATP synthase subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1A PE=1 SV=1;tr|K7EK77|K7EK77_HUMAN ATP synthase subunit alpha, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=ATP5F1A PE=1 SV=1",45,45,61.5,553
PSMA1,-0.072684471,0.600259633565537,0,P25786;F5GX11;B4DEV8,P25786;F5GX11;B4DEV8,17;13;9,17;13;9,17;13;9,Proteasome subunit alpha type-1;Proteasome subunit alpha type,PSMA1,sp|P25786|PSA1_HUMAN Proteasome subunit alpha type-1 OS=Homo sapiens OX=9606 GN=PSMA1 PE=1 SV=1;tr|F5GX11|F5GX11_HUMAN Proteasome endopeptidase complex OS=Homo sapiens OX=9606 GN=PSMA1 PE=1 SV=1;tr|B4DEV8|B4DEV8_HUMAN Proteasome subunit alpha type OS=Homo ,17,17,70.3,263
PSMA3,0.217075637,0.130752543588182,0,P25788;G3V4X5;G3V3W4;G3V5N4;H0YJ03,P25788,11;5;2;2;1,11;5;2;2;1,11;5;2;2;1,Proteasome subunit alpha type-3,PSMA3,sp|P25788|PSA3_HUMAN Proteasome subunit alpha type-3 OS=Homo sapiens OX=9606 GN=PSMA3 PE=1 SV=2,11,11,48.6,255
ITGA3,0.0064513306,0.964334509582005,0,P26006;D6R9X8;K7EMU3;H0YA49;H0YA32,P26006,14;4;2;2;1,14;4;2;2;1,14;4;2;2;1,Integrin alpha-3;Integrin alpha-3 heavy chain;Integrin alpha-3 light chain,ITGA3,sp|P26006|ITA3_HUMAN Integrin alpha-3 OS=Homo sapiens OX=9606 GN=ITGA3 PE=1 SV=5,14,14,16.9,1051
MSN,0.0526023752,0.667658402064182,0,P26038;V9GZ54,P26038,45;11,45;11,33;8,Moesin,MSN,sp|P26038|MOES_HUMAN Moesin OS=Homo sapiens OX=9606 GN=MSN PE=1 SV=3,45,33,69.2,577
DDX6,0.9953978399,0.192539067535194,0,P26196;Q8IV96,P26196,3;1,3;1,3;1,Probable ATP-dependent RNA helicase DDX6,DDX6,sp|P26196|DDX6_HUMAN Probable ATP-dependent RNA helicase DDX6 OS=Homo sapiens OX=9606 GN=DDX6 PE=1 SV=2,3,3,7.9,483
U2AF2,0.3268341266,0.105492646060301,0,P26368,P26368,5,5,1,Splicing factor U2AF 65 kDa subunit,U2AF2,sp|P26368|U2AF2_HUMAN Splicing factor U2AF 65 kDa subunit OS=Homo sapiens OX=9606 GN=U2AF2 PE=1 SV=4,5,1,14.3,475
RPL13,0.3336406842,0.0461487760857729,0,P26373;J3QSB4;H3BTH3;H3BUK8;J3KS98,P26373;J3QSB4,18;13;6;2;2,18;13;6;2;2,18;13;6;2;2,60S ribosomal protein L13,RPL13,sp|P26373|RL13_HUMAN 60S ribosomal protein L13 OS=Homo sapiens OX=9606 GN=RPL13 PE=1 SV=4;tr|J3QSB4|J3QSB4_HUMAN 60S ribosomal protein L13 (Fragment) OS=Homo sapiens OX=9606 GN=RPL13 PE=1 SV=1,18,18,59.7,211
HMGB2,-0.4556859218,0.110266022553775,0,P26583;D6R9A6,P26583;D6R9A6,11;8,7;5,7;5,High mobility group protein B2,HMGB2,sp|P26583|HMGB2_HUMAN High mobility group protein B2 OS=Homo sapiens OX=9606 GN=HMGB2 PE=1 SV=2;tr|D6R9A6|D6R9A6_HUMAN High mobility group protein B2 (Fragment) OS=Homo sapiens OX=9606 GN=HMGB2 PE=1 SV=1,11,7,44.5,209
PTBP1,-0.0824017307,0.513652998578191,0,P26599;A0A0U1RRM4;A6NLN1;A0A0D9SF20;K7EK45;K7EKJ7;A0A087WUW5;K7ES59;A0A087WU68;O95758;K7ELW5;X6R242;Q9UKA9,P26599;A0A0U1RRM4;A6NLN1;A0A0D9SF20,29;28;27;16;11;9;6;6;6;5;4;2;1,29;28;27;16;11;9;6;6;6;5;4;2;1,29;28;27;16;11;9;6;6;6;5;4;2;1,Polypyrimidine tract-binding protein 1,PTBP1,sp|P26599|PTBP1_HUMAN Polypyrimidine tract-binding protein 1 OS=Homo sapiens OX=9606 GN=PTBP1 PE=1 SV=1;tr|A0A0U1RRM4|A0A0U1RRM4_HUMAN Polypyrimidine tract-binding protein 1 OS=Homo sapiens OX=9606 GN=PTBP1 PE=1 SV=1;tr|A6NLN1|A6NLN1_HUMAN Polypyrimidine t,29,29,66.3,531
TARS,-0.1645816839,0.616555176111626,0,P26639;D6R9F8;D6RCA5;D6RDJ6;Q9BW92;D6RJ97;D6RHV7;D6RCS6;F6S7Q7;U3KQG0,P26639,25;3;2;2;1;1;1;1;1;1,25;3;2;2;1;1;1;1;1;1,22;3;2;2;1;1;1;1;1;1,"Threonine--tRNA ligase, cytoplasmic",TARS,"sp|P26639|SYTC_HUMAN Threonine--tRNA ligase 1, cytoplasmic OS=Homo sapiens OX=9606 GN=TARS1 PE=1 SV=3",25,22,40.9,723
VARS,0.7283252037,0.0913434034746753,0,P26640;A0A140T936;A0A140T954;A2ABF4;A0A0G2JJT9;A0A140T904;H0Y426,P26640;A0A140T936,24;21;7;6;6;3;2,24;21;7;6;6;3;2,24;21;7;6;6;3;2,Valine--tRNA ligase,VARS,sp|P26640|SYVC_HUMAN Valine--tRNA ligase OS=Homo sapiens OX=9606 GN=VARS1 PE=1 SV=4;tr|A0A140T936|A0A140T936_HUMAN Valine--tRNA ligase (Fragment) OS=Homo sapiens OX=9606 GN=VARS1 PE=1 SV=1,24,24,28.4,1264
EEF1G,0.3810782022,0.0297391607502187,0,P26641,P26641,24,24,24,Elongation factor 1-gamma,EEF1G,sp|P26641|EF1G_HUMAN Elongation factor 1-gamma OS=Homo sapiens OX=9606 GN=EEF1G PE=1 SV=3,24,24,46,437
STOM,0.8604114726,0.00419229413403853,0,P27105;F8VSL7,P27105;F8VSL7,2;1,2;1,2;1,Erythrocyte band 7 integral membrane protein,STOM,sp|P27105|STOM_HUMAN Erythrocyte band 7 integral membrane protein OS=Homo sapiens OX=9606 GN=STOM PE=1 SV=3;tr|F8VSL7|F8VSL7_HUMAN Erythrocyte band 7 integral membrane protein OS=Homo sapiens OX=9606 GN=STOM PE=1 SV=1,2,2,9.4,288
AK4,0.3959126402,0.0518341831394253,0,P27144;F8VS11,P27144;F8VS11,5;3,5;3,5;3,"Adenylate kinase 4, mitochondrial",AK4,"sp|P27144|KAD4_HUMAN Adenylate kinase 4, mitochondrial OS=Homo sapiens OX=9606 GN=AK4 PE=1 SV=1;tr|F8VS11|F8VS11_HUMAN Adenylate kinase 4, mitochondrial OS=Homo sapiens OX=9606 GN=AK4 PE=1 SV=1",5,5,29.6,223
YWHAQ,-0.246591566,0.181661880145234,0,P27348;E9PG15,P27348;E9PG15,17;14,12;11,12;11,14-3-3 protein theta,YWHAQ,sp|P27348|1433T_HUMAN 14-3-3 protein theta OS=Homo sapiens OX=9606 GN=YWHAQ PE=1 SV=1;tr|E9PG15|E9PG15_HUMAN 14-3-3 protein theta (Fragment) OS=Homo sapiens OX=9606 GN=YWHAQ PE=1 SV=1,17,12,58,245
RPL10,0.2308362508,0.134831682585098,0,P27635;X1WI28;F8W7C6;A0A087WV22;Q96L21;H7C123;B8A6G2;H7C2C5;A6QRI9;H7C2U2,P27635;X1WI28;F8W7C6;A0A087WV22,20;19;17;17;8;8;8;8;8;1,20;19;17;17;8;8;8;8;8;1,20;19;17;17;8;8;8;8;8;1,60S ribosomal protein L10,RPL10,sp|P27635|RL10_HUMAN 60S ribosomal protein L10 OS=Homo sapiens OX=9606 GN=RPL10 PE=1 SV=4;tr|X1WI28|X1WI28_HUMAN 60S ribosomal protein L10 (Fragment) OS=Homo sapiens OX=9606 GN=RPL10 PE=1 SV=7;tr|F8W7C6|F8W7C6_HUMAN 60S ribosomal protein L10 OS=Homo sapien,20,20,71,214
