FBXW8_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
UQCRC2,-0.0841023037,0.566979743820843,0,P22695;H3BRG4;H3BSJ9;H3BP04;A0A087WVZ4;H3BUE4;H3BUI9,P22695;H3BRG4;H3BSJ9;H3BP04,12;11;10;7;2;2;2,12;11;10;7;2;2;2,12;11;10;7;2;2;2,"Cytochrome b-c1 complex subunit 2, mitochondrial",UQCRC2,"sp|P22695|QCR2_HUMAN Cytochrome b-c1 complex subunit 2, mitochondrial OS=Homo sapiens OX=9606 GN=UQCRC2 PE=1 SV=3;tr|H3BRG4|H3BRG4_HUMAN Cytochrome b-c1 complex subunit 2, mitochondrial OS=Homo sapiens OX=9606 GN=UQCRC2 PE=1 SV=1;tr|H3BSJ9|H3BSJ9_HUMAN Cyt",12,12,33.6,453
SFPQ,0.5136994911,0.0039053114175705,0,P23246;H0Y9K7;H0Y9U2,P23246,25;4;2,23;4;2,23;4;2,"Splicing factor, proline- and glutamine-rich",SFPQ,"sp|P23246|SFPQ_HUMAN Splicing factor, proline- and glutamine-rich OS=Homo sapiens OX=9606 GN=SFPQ PE=1 SV=2",25,23,33.5,707
TUBG1;TUBG2,0.0803201516,0.690986173529817,0,P23258;Q9NRH3;K7EKE5;K7EIS0,P23258;Q9NRH3,5;4;2;2,5;4;2;2,5;4;2;2,Tubulin gamma-1 chain;Tubulin gamma-2 chain,TUBG1;TUBG2,sp|P23258|TBG1_HUMAN Tubulin gamma-1 chain OS=Homo sapiens OX=9606 GN=TUBG1 PE=1 SV=2;sp|Q9NRH3|TBG2_HUMAN Tubulin gamma-2 chain OS=Homo sapiens OX=9606 GN=TUBG2 PE=2 SV=1,5,5,15.5,451
PPIB,-0.2419687774,0.0433821846746254,0,P23284,P23284,19,19,19,Peptidyl-prolyl cis-trans isomerase B,PPIB,sp|P23284|PPIB_HUMAN Peptidyl-prolyl cis-trans isomerase B OS=Homo sapiens OX=9606 GN=PPIB PE=1 SV=2,19,19,70.4,216
WARS,-0.3706884538,0.0173911730742598,0,P23381;H0YJP3;G3V5W1;G3V3S7;G3V3X0;G3V423;G3V3P2;G3V227;G3V5U1;G3V456;G3V2Y7;G3V277;G3V3H8;G3V3Y5,P23381,5;2;1;1;1;1;1;1;1;1;1;1;1;1,5;2;1;1;1;1;1;1;1;1;1;1;1;1,5;2;1;1;1;1;1;1;1;1;1;1;1;1,"Tryptophan--tRNA ligase, cytoplasmic;T1-TrpRS;T2-TrpRS",WARS,"sp|P23381|SYWC_HUMAN Tryptophan--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=WARS1 PE=1 SV=2",5,5,15.5,471
RPS3,0.4705964452,0.00852331000477308,0,P23396;E9PL09;F2Z2S8;H0YCJ7;E9PPU1;H0YEU2;H0YF32;E9PQ96;E9PJH4;E9PK82;E9PSF4;E9PQX2;H0YES8,P23396;E9PL09;F2Z2S8;H0YCJ7;E9PPU1;H0YEU2;H0YF32,27;23;16;16;16;15;14;9;9;9;7;3;1,27;23;16;16;16;15;14;9;9;9;7;3;1,27;23;16;16;16;15;14;9;9;9;7;3;1,40S ribosomal protein S3,RPS3,sp|P23396|RS3_HUMAN 40S ribosomal protein S3 OS=Homo sapiens OX=9606 GN=RPS3 PE=1 SV=2;tr|E9PL09|E9PL09_HUMAN 40S ribosomal protein S3 OS=Homo sapiens OX=9606 GN=RPS3 PE=1 SV=1;tr|F2Z2S8|F2Z2S8_HUMAN 40S ribosomal protein S3 OS=Homo sapiens OX=9606 GN=RPS3,27,27,88.9,243
AHCY,0.0515222637,0.625170148458146,0,P23526,P23526,23,23,23,Adenosylhomocysteinase,AHCY,sp|P23526|SAHH_HUMAN Adenosylhomocysteinase OS=Homo sapiens OX=9606 GN=AHCY PE=1 SV=4,23,23,45.1,432
CFL1,-0.1919689179,0.106682299921627,0,P23528;E9PP50;E9PK25;G3V1A4;E9PQB7;E9PS23;E9PLJ3,P23528;E9PP50;E9PK25;G3V1A4;E9PQB7,22;20;19;18;14;9;7,22;20;19;18;14;9;7,12;10;9;9;5;8;5,Cofilin-1,CFL1,sp|P23528|COF1_HUMAN Cofilin-1 OS=Homo sapiens OX=9606 GN=CFL1 PE=1 SV=3;tr|E9PP50|E9PP50_HUMAN Cofilin-1 (Fragment) OS=Homo sapiens OX=9606 GN=CFL1 PE=1 SV=8;tr|E9PK25|E9PK25_HUMAN Cofilin-1 OS=Homo sapiens OX=9606 GN=CFL1 PE=1 SV=1;tr|G3V1A4|G3V1A4_HUMAN,22,12,91.6,166
DTYMK,-0.4948960816,0.00350552976917152,0,P23919;G5E9E9;H7C3A4;H7C312;H7BZ20,P23919;G5E9E9,7;5;3;3;3,7;5;3;3;3,7;5;3;3;3,Thymidylate kinase,DTYMK,"sp|P23919|KTHY_HUMAN Thymidylate kinase OS=Homo sapiens OX=9606 GN=DTYMK PE=1 SV=4;tr|G5E9E9|G5E9E9_HUMAN Deoxythymidylate kinase (Thymidylate kinase), isoform CRA_d OS=Homo sapiens OX=9606 GN=DTYMK PE=1 SV=1",7,7,29.7,212
RRM1,0.1485813087,0.469219393645948,0,P23921;E9PL69;E9PP77;H0YCY7,P23921;E9PL69,7;5;1;1,7;5;1;1,7;5;1;1,Ribonucleoside-diphosphate reductase large subunit,RRM1,sp|P23921|RIR1_HUMAN Ribonucleoside-diphosphate reductase large subunit OS=Homo sapiens OX=9606 GN=RRM1 PE=1 SV=1;tr|E9PL69|E9PL69_HUMAN Ribonucleoside-diphosphate reductase large subunit OS=Homo sapiens OX=9606 GN=RRM1 PE=1 SV=1,7,7,16.2,792
EEF1B2,0.4031370866,0.0733531739527623,0,P24534;F8WF65;F2Z2G2;C9JZW3,P24534,7;2;2;2,7;2;2;2,7;2;2;2,Elongation factor 1-beta,EEF1B2,sp|P24534|EF1B_HUMAN Elongation factor 1-beta OS=Homo sapiens OX=9606 GN=EEF1B2 PE=1 SV=3,7,7,30.2,225
ATP5F1,0.2734444956,0.101367904037655,0,P24539;Q5QNZ2,P24539;Q5QNZ2,5;4,5;4,5;4,"ATP synthase F(0) complex subunit B1, mitochondrial",ATP5F1,"sp|P24539|AT5F1_HUMAN ATP synthase F(0) complex subunit B1, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5PB PE=1 SV=2;tr|Q5QNZ2|Q5QNZ2_HUMAN ATP synthase F(0) complex subunit B1, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5PB PE=1 SV=1",5,5,26.2,256
ACAT1,-0.2928924857,0.130295894981797,0,P24752;A0A5F9ZHL1;A0A5F9ZHJ7;A0A5F9ZHH9;A0A5F9ZHL7;E9PRQ6;H0YEL7,P24752;A0A5F9ZHL1;A0A5F9ZHJ7,11;10;9;5;4;4;3,11;10;9;5;4;4;3,4;4;4;4;4;4;2,"Acetyl-CoA acetyltransferase, mitochondrial",ACAT1,"sp|P24752|THIL_HUMAN Acetyl-CoA acetyltransferase, mitochondrial OS=Homo sapiens OX=9606 GN=ACAT1 PE=1 SV=1;tr|A0A5F9ZHL1|A0A5F9ZHL1_HUMAN Acetyl-CoA acetyltransferase, mitochondrial OS=Homo sapiens OX=9606 GN=ACAT1 PE=1 SV=1;tr|A0A5F9ZHJ7|A0A5F9ZHJ7_HUMAN",11,4,41.2,427
MCM3,-0.2463781672,0.153574437725582,0,P25205;J3KQ69;A0A499FHX9;Q7Z6P5,P25205;J3KQ69;A0A499FHX9,22;15;15;3,22;15;15;3,22;15;15;3,DNA replication licensing factor MCM3,MCM3,sp|P25205|MCM3_HUMAN DNA replication licensing factor MCM3 OS=Homo sapiens OX=9606 GN=MCM3 PE=1 SV=3;tr|J3KQ69|J3KQ69_HUMAN DNA replication licensing factor MCM3 OS=Homo sapiens OX=9606 GN=MCM3 PE=1 SV=3;tr|A0A499FHX9|A0A499FHX9_HUMAN DNA replication licen,22,22,30.2,808
RPS12,0.1927382149,0.180641659047007,0,P25398,P25398,14,14,14,40S ribosomal protein S12,RPS12,sp|P25398|RS12_HUMAN 40S ribosomal protein S12 OS=Homo sapiens OX=9606 GN=RPS12 PE=1 SV=3,14,14,84.1,132
DNAJB1,0.3930555589,0.012940521388977,0,P25685;M0R080;M0QYT3;M0QXK0,P25685;M0R080,6;3;1;1,6;3;1;1,6;3;1;1,DnaJ homolog subfamily B member 1,DNAJB1,sp|P25685|DNJB1_HUMAN DnaJ homolog subfamily B member 1 OS=Homo sapiens OX=9606 GN=DNAJB1 PE=1 SV=4;tr|M0R080|M0R080_HUMAN DnaJ homolog subfamily B member 1 (Fragment) OS=Homo sapiens OX=9606 GN=DNAJB1 PE=1 SV=1,6,6,22.4,340
ATP5A1,0.0020898634,0.983487471399898,0,P25705;K7EK77;K7ENJ4;K7ERX7;K7EJP1;K7EQH4;K7ESA0,P25705;K7EK77,44;23;19;16;13;7;2,44;23;19;16;13;7;2,44;23;19;16;13;7;2,"ATP synthase subunit alpha, mitochondrial",ATP5A1,"sp|P25705|ATPA_HUMAN ATP synthase subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1A PE=1 SV=1;tr|K7EK77|K7EK77_HUMAN ATP synthase subunit alpha, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=ATP5F1A PE=1 SV=1",44,44,66,553
PSMA1,0.0781495475,0.411295453254256,0,P25786;F5GX11;B4DEV8,P25786;F5GX11;B4DEV8,17;13;9,17;13;9,17;13;9,Proteasome subunit alpha type-1;Proteasome subunit alpha type,PSMA1,sp|P25786|PSA1_HUMAN Proteasome subunit alpha type-1 OS=Homo sapiens OX=9606 GN=PSMA1 PE=1 SV=1;tr|F5GX11|F5GX11_HUMAN Proteasome endopeptidase complex OS=Homo sapiens OX=9606 GN=PSMA1 PE=1 SV=1;tr|B4DEV8|B4DEV8_HUMAN Proteasome subunit alpha type OS=Homo ,17,17,70.3,263
PSMA3,0.1002421284,0.296191154826557,0,P25788;G3V4X5;G3V3W4;G3V5N4;H0YJ03,P25788,11;5;2;2;1,11;5;2;2;1,11;5;2;2;1,Proteasome subunit alpha type-3,PSMA3,sp|P25788|PSA3_HUMAN Proteasome subunit alpha type-3 OS=Homo sapiens OX=9606 GN=PSMA3 PE=1 SV=2,11,11,48.6,255
ITGA3,0.2397161901,0.11254389388562,0,P26006;D6R9X8;K7EMU3;H0YA32,P26006,10;4;2;1,10;4;2;1,10;4;2;1,Integrin alpha-3;Integrin alpha-3 heavy chain;Integrin alpha-3 light chain,ITGA3,sp|P26006|ITA3_HUMAN Integrin alpha-3 OS=Homo sapiens OX=9606 GN=ITGA3 PE=1 SV=5,10,10,12.7,1051
MSN,0.1749864563,0.114980561199286,0,P26038;V9GZ54,P26038,42;8,34;6,32;6,Moesin,MSN,sp|P26038|MOES_HUMAN Moesin OS=Homo sapiens OX=9606 GN=MSN PE=1 SV=3,42,32,70.7,577
DDX6,-0.2016842248,0.29345470194198,0,P26196;Q8IV96,P26196,6;1,6;1,6;1,Probable ATP-dependent RNA helicase DDX6,DDX6,sp|P26196|DDX6_HUMAN Probable ATP-dependent RNA helicase DDX6 OS=Homo sapiens OX=9606 GN=DDX6 PE=1 SV=2,6,6,17.2,483
U2AF2,-0.1136218682,0.614769589277428,0,P26368;K7ENG2,P26368;K7ENG2,3;2,3;2,3;2,Splicing factor U2AF 65 kDa subunit,U2AF2,sp|P26368|U2AF2_HUMAN Splicing factor U2AF 65 kDa subunit OS=Homo sapiens OX=9606 GN=U2AF2 PE=1 SV=4;tr|K7ENG2|K7ENG2_HUMAN U2 snRNP auxiliary factor large subunit OS=Homo sapiens OX=9606 GN=U2AF2 PE=1 SV=1,3,3,8.2,475
RPL13,0.2322041653,0.0755826595683465,0,P26373;J3QSB4;H3BTH3;H3BUK8;J3KS98,P26373;J3QSB4,17;12;6;2;2,17;12;6;2;2,17;12;6;2;2,60S ribosomal protein L13,RPL13,sp|P26373|RL13_HUMAN 60S ribosomal protein L13 OS=Homo sapiens OX=9606 GN=RPL13 PE=1 SV=4;tr|J3QSB4|J3QSB4_HUMAN 60S ribosomal protein L13 (Fragment) OS=Homo sapiens OX=9606 GN=RPL13 PE=1 SV=1,17,17,55.5,211
HMGB2,-0.1028910567,0.37343937850592,0,P26583;D6R9A6,P26583;D6R9A6,12;10,8;7,8;7,High mobility group protein B2,HMGB2,sp|P26583|HMGB2_HUMAN High mobility group protein B2 OS=Homo sapiens OX=9606 GN=HMGB2 PE=1 SV=2;tr|D6R9A6|D6R9A6_HUMAN High mobility group protein B2 (Fragment) OS=Homo sapiens OX=9606 GN=HMGB2 PE=1 SV=1,12,8,45,209
PTBP1,0.1107002748,0.30386122358031,0,P26599;A0A0U1RRM4;A6NLN1;A0A0D9SF20;K7EKJ7;A0A087WUW5;K7ES59;K7EK45;K7ELW5;A0A087WU68;O95758;X6R242,P26599;A0A0U1RRM4;A6NLN1;A0A0D9SF20,22;21;20;13;7;5;5;5;3;3;1;1,22;21;20;13;7;5;5;5;3;3;1;1,22;21;20;13;7;5;5;5;3;3;1;1,Polypyrimidine tract-binding protein 1,PTBP1,sp|P26599|PTBP1_HUMAN Polypyrimidine tract-binding protein 1 OS=Homo sapiens OX=9606 GN=PTBP1 PE=1 SV=1;tr|A0A0U1RRM4|A0A0U1RRM4_HUMAN Polypyrimidine tract-binding protein 1 OS=Homo sapiens OX=9606 GN=PTBP1 PE=1 SV=1;tr|A6NLN1|A6NLN1_HUMAN Polypyrimidine t,22,22,60.3,531
TARS,0.2127784382,0.0659767024168676,0,P26639;A2RTX5;D6R9F8;B7ZLP8;Q9BW92;D6RJ97;D6RHV7;D6RCS6;D6RCA5;D6RDJ6;F6S7Q7;U3KQG0,P26639,26;3;2;2;1;1;1;1;1;1;1;1,26;3;2;2;1;1;1;1;1;1;1;1,26;3;2;2;1;1;1;1;1;1;1;1,"Threonine--tRNA ligase, cytoplasmic",TARS,"sp|P26639|SYTC_HUMAN Threonine--tRNA ligase 1, cytoplasmic OS=Homo sapiens OX=9606 GN=TARS1 PE=1 SV=3",26,26,42.5,723
VARS,0.1891975933,0.148340668199622,0,P26640;A0A140T936;A0A140T954;A2ABF4;A0A0G2JJT9;A0A140T904;H0Y426,P26640;A0A140T936,23;20;7;5;5;2;1,23;20;7;5;5;2;1,23;20;7;5;5;2;1,Valine--tRNA ligase,VARS,sp|P26640|SYVC_HUMAN Valine--tRNA ligase OS=Homo sapiens OX=9606 GN=VARS1 PE=1 SV=4;tr|A0A140T936|A0A140T936_HUMAN Valine--tRNA ligase (Fragment) OS=Homo sapiens OX=9606 GN=VARS1 PE=1 SV=1,23,23,26.2,1264
EEF1G,0.7644951767,0.000642022075403149,0,P26641,P26641,24,24,24,Elongation factor 1-gamma,EEF1G,sp|P26641|EF1G_HUMAN Elongation factor 1-gamma OS=Homo sapiens OX=9606 GN=EEF1G PE=1 SV=3,24,24,57,437
AK4,-0.0144569745,0.921178497747503,0,P27144;F8VS11,P27144;F8VS11,5;3,5;3,5;3,"Adenylate kinase 4, mitochondrial",AK4,"sp|P27144|KAD4_HUMAN Adenylate kinase 4, mitochondrial OS=Homo sapiens OX=9606 GN=AK4 PE=1 SV=1;tr|F8VS11|F8VS11_HUMAN Adenylate kinase 4, mitochondrial OS=Homo sapiens OX=9606 GN=AK4 PE=1 SV=1",5,5,29.6,223
YWHAQ,-0.2331869724,0.0631811451295451,0,P27348;E9PG15,P27348;E9PG15,20;16,15;14,15;14,14-3-3 protein theta,YWHAQ,sp|P27348|1433T_HUMAN 14-3-3 protein theta OS=Homo sapiens OX=9606 GN=YWHAQ PE=1 SV=1;tr|E9PG15|E9PG15_HUMAN 14-3-3 protein theta (Fragment) OS=Homo sapiens OX=9606 GN=YWHAQ PE=1 SV=1,20,15,59.6,245
MAPK3,0.8802946511,0.0346473481503764,0,P27361;E9PJF0;E9PQW4;B3KR49;E9PBK7;H0YEX6;E9PRH7,P27361;E9PJF0;E9PQW4;B3KR49;E9PBK7,7;6;6;5;4;2;2,4;3;3;3;2;2;2,4;3;3;3;2;2;2,Mitogen-activated protein kinase 3;Mitogen-activated protein kinase,MAPK3,sp|P27361|MK03_HUMAN Mitogen-activated protein kinase 3 OS=Homo sapiens OX=9606 GN=MAPK3 PE=1 SV=4;tr|E9PJF0|E9PJF0_HUMAN Mitogen-activated protein kinase OS=Homo sapiens OX=9606 GN=MAPK3 PE=1 SV=1;tr|E9PQW4|E9PQW4_HUMAN Mitogen-activated protein kinase OS,7,4,26.1,379
RPL10,0.6879807199,0.00228741248954216,0,P27635;X1WI28;F8W7C6;A0A087WV22;H7C123;H7C2C5;Q96L21;B8A6G2;A6QRI9;H7C2U2,P27635;X1WI28;F8W7C6;A0A087WV22;H7C123;H7C2C5,18;17;15;15;9;9;7;5;5;1,18;17;15;15;9;9;7;5;5;1,18;17;15;15;9;9;7;5;5;1,60S ribosomal protein L10,RPL10,sp|P27635|RL10_HUMAN 60S ribosomal protein L10 OS=Homo sapiens OX=9606 GN=RPL10 PE=1 SV=4;tr|X1WI28|X1WI28_HUMAN 60S ribosomal protein L10 (Fragment) OS=Homo sapiens OX=9606 GN=RPL10 PE=1 SV=7;tr|F8W7C6|F8W7C6_HUMAN 60S ribosomal protein L10 OS=Homo sapien,18,18,67.3,214
RPA1,-0.1176957221,0.506662726628516,0,P27694;I3L4R8,P27694;I3L4R8,3;2,3;2,3;2,"Replication protein A 70 kDa DNA-binding subunit;Replication protein A 70 kDa DNA-binding subunit, N-terminally processed",RPA1,sp|P27694|RFA1_HUMAN Replication protein A 70 kDa DNA-binding subunit OS=Homo sapiens OX=9606 GN=RPA1 PE=1 SV=2;tr|I3L4R8|I3L4R8_HUMAN Replication protein A 70 kDa DNA-binding subunit (Fragment) OS=Homo sapiens OX=9606 GN=RPA1 PE=1 SV=1,3,3,7.6,616
APEX1,-0.359396174,0.0162338922249455,0,P27695;G3V5Q1;G3V3M6;G3V5D9;A0A0C4DGK8;G3V3C7;H7C4A8;G3V5M0;G3V359,P27695;G3V5Q1;G3V3M6;G3V5D9;A0A0C4DGK8;G3V3C7,6;4;4;3;3;3;2;2;2,6;4;4;3;3;3;2;2;2,6;4;4;3;3;3;2;2;2,"DNA-(apurinic or apyrimidinic site) lyase;DNA-(apurinic or apyrimidinic site) lyase, mitochondrial",APEX1,sp|P27695|APEX1_HUMAN DNA-(apurinic or apyrimidinic site) endonuclease OS=Homo sapiens OX=9606 GN=APEX1 PE=1 SV=2;tr|G3V5Q1|G3V5Q1_HUMAN DNA-(apurinic or apyrimidinic site) lyase (Fragment) OS=Homo sapiens OX=9606 GN=APEX1 PE=1 SV=1;tr|G3V3M6|G3V3M6_HUMAN ,6,6,27,318
CALR,-0.5371935304,0.0025838802056797,0,P27797;K7EJB9;K7EL50,P27797;K7EJB9,16;12;1,16;12;1,16;12;1,Calreticulin,CALR,sp|P27797|CALR_HUMAN Calreticulin OS=Homo sapiens OX=9606 GN=CALR PE=1 SV=1;tr|K7EJB9|K7EJB9_HUMAN Calreticulin (Fragment) OS=Homo sapiens OX=9606 GN=CALR PE=1 SV=1,16,16,43.2,417
CANX,-0.2997312948,0.200204834992615,0,P27824;D6RDP7;D6RAU8;D6RB85;H0Y9Q7;D6RAQ8;D6RHJ3;D6RD16;D6RFL1;D6RGY2;H0Y9H1,P27824;D6RDP7,12;6;5;5;5;4;2;2;2;2;1,12;6;5;5;5;4;2;2;2;2;1,12;6;5;5;5;4;2;2;2;2;1,Calnexin,CANX,sp|P27824|CALX_HUMAN Calnexin OS=Homo sapiens OX=9606 GN=CANX PE=1 SV=2;tr|D6RDP7|D6RDP7_HUMAN Calnexin (Fragment) OS=Homo sapiens OX=9606 GN=CANX PE=1 SV=1,12,12,24.3,592
PSMB8;PSM8,-0.8108085765,0.00496843846199887,0,P28062;X5D2R7;Q5JNW7;A0A140T998,P28062;X5D2R7;Q5JNW7;A0A140T998,3;3;2;2,3;3;2;2,3;3;2;2,Proteasome subunit beta type-8;Proteasome subunit beta type,PSMB8;PSM8,sp|P28062|PSB8_HUMAN Proteasome subunit beta type-8 OS=Homo sapiens OX=9606 GN=PSMB8 PE=1 SV=3;tr|X5D2R7|X5D2R7_HUMAN Proteasome subunit beta OS=Homo sapiens OX=9606 GN=PSMB8 PE=1 SV=1;tr|Q5JNW7|Q5JNW7_HUMAN Proteasome subunit beta type-8 OS=Homo sapiens O,3,3,12,276
PSMA5,-0.0688980104,0.681719870287807,0,P28066,P28066,8,8,8,Proteasome subunit alpha type-5,PSMA5,sp|P28066|PSA5_HUMAN Proteasome subunit alpha type-5 OS=Homo sapiens OX=9606 GN=PSMA5 PE=1 SV=3,8,8,31.1,241
PSMB4,0.1294098202,0.27452301227327,0,P28070,P28070,7,7,7,Proteasome subunit beta type-4,PSMB4,sp|P28070|PSB4_HUMAN Proteasome subunit beta type-4 OS=Homo sapiens OX=9606 GN=PSMB4 PE=1 SV=4,7,7,36.4,264
PSMB6,0.1563414585,0.154331659028231,0,P28072;A0A087X2I4;I3L3X7,P28072;A0A087X2I4,8;4;3,8;4;3,8;4;3,Proteasome subunit beta type-6;Proteasome subunit beta type,PSMB6,sp|P28072|PSB6_HUMAN Proteasome subunit beta type-6 OS=Homo sapiens OX=9606 GN=PSMB6 PE=1 SV=4;tr|A0A087X2I4|A0A087X2I4_HUMAN Proteasome subunit beta OS=Homo sapiens OX=9606 GN=PSMB6 PE=1 SV=1,8,8,37.7,239
PSMB5,0.2372359558,0.0644773390244116,0,P28074;H0YJM8,P28074;H0YJM8,10;5,10;5,10;5,Proteasome subunit beta type-5,PSMB5,sp|P28074|PSB5_HUMAN Proteasome subunit beta type-5 OS=Homo sapiens OX=9606 GN=PSMB5 PE=1 SV=3;tr|H0YJM8|H0YJM8_HUMAN Proteasome subunit beta type-5 (Fragment) OS=Homo sapiens OX=9606 GN=PSMB5 PE=1 SV=1,10,10,43.3,263
NDUFS1,0.3568915982,0.0625178580981936,0,P28331;B4DJ81;C9JPQ5;F8WDL5,P28331;B4DJ81,6;4;2;1,6;4;2;1,6;4;2;1,"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial",NDUFS1,"sp|P28331|NDUS1_HUMAN NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFS1 PE=1 SV=3;tr|B4DJ81|B4DJ81_HUMAN NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFS1 PE=1 SV=1",6,6,9.8,727
MAPK1,0.0114673082,0.919298816907009,0,P28482;Q16659;P31152;H0YDH9;K7ELV1;K7EN18,P28482,11;1;1;1;1;1,11;1;1;1;1;1,8;0;0;0;0;0,Mitogen-activated protein kinase 1,MAPK1,sp|P28482|MK01_HUMAN Mitogen-activated protein kinase 1 OS=Homo sapiens OX=9606 GN=MAPK1 PE=1 SV=3,11,8,35.8,360
LAP3,-0.3743464859,0.0683983749071251,0,P28838;H0Y9Q1;H0Y983,P28838,18;8;1,18;8;1,18;8;1,Cytosol aminopeptidase,LAP3,sp|P28838|AMPL_HUMAN Cytosol aminopeptidase OS=Homo sapiens OX=9606 GN=LAP3 PE=1 SV=3,18,18,48.2,519
IMPA1,0.2283079815,0.272318069049515,0,P29218;H0YBL1;E5RG13;E5RIP7;E5RG94;E5RHE9;E5RI82;E5RIF4;E5RGY4,P29218;H0YBL1;E5RG13;E5RIP7,6;5;3;3;2;2;2;1;1,6;5;3;3;2;2;2;1;1,6;5;3;3;2;2;2;1;1,Inositol monophosphatase 1,IMPA1,sp|P29218|IMPA1_HUMAN Inositol monophosphatase 1 OS=Homo sapiens OX=9606 GN=IMPA1 PE=1 SV=1;tr|H0YBL1|H0YBL1_HUMAN Inositol-1-monophosphatase (Fragment) OS=Homo sapiens OX=9606 GN=IMPA1 PE=1 SV=1;tr|E5RG13|E5RG13_HUMAN Inositol monophosphatase 1 (Fragment),6,6,26.7,277
TKT,0.3885598987,0.0183998720835566,0,P29401;A0A0B4J1R6;E9PFF2;F8W888;F8WAX4,P29401;A0A0B4J1R6;E9PFF2,29;23;15;6;2,29;23;15;6;2,29;23;15;6;2,Transketolase,TKT,sp|P29401|TKT_HUMAN Transketolase OS=Homo sapiens OX=9606 GN=TKT PE=1 SV=3;tr|A0A0B4J1R6|A0A0B4J1R6_HUMAN Transketolase OS=Homo sapiens OX=9606 GN=TKT PE=1 SV=1;tr|E9PFF2|E9PFF2_HUMAN Transketolase OS=Homo sapiens OX=9606 GN=TKT PE=1 SV=1,29,29,66.9,623
ERP29,-0.6036472598,0.00442866900889233,0,P30040;F8VY02;F8W1G0,P30040;F8VY02,13;9;2,13;9;2,13;9;2,Endoplasmic reticulum resident protein 29,ERP29,sp|P30040|ERP29_HUMAN Endoplasmic reticulum resident protein 29 OS=Homo sapiens OX=9606 GN=ERP29 PE=1 SV=4;tr|F8VY02|F8VY02_HUMAN Endoplasmic reticulum resident protein 29 OS=Homo sapiens OX=9606 GN=ERP29 PE=1 SV=1,13,13,49.4,261
PRDX6,-0.1221678059,0.300339030193874,0,P30041,P30041,15,15,15,Peroxiredoxin-6,PRDX6,sp|P30041|PRDX6_HUMAN Peroxiredoxin-6 OS=Homo sapiens OX=9606 GN=PRDX6 PE=1 SV=3,15,15,60.3,224
BLVRB,-0.6646912924,0.00345267990509261,0,P30043;A0A2R8YEP4;M0R192;A0A2R8Y7Y9;M0QZL1,P30043;A0A2R8YEP4;M0R192,7;6;4;1;1,7;6;4;1;1,7;6;4;1;1,Flavin reductase (NADPH),BLVRB,sp|P30043|BLVRB_HUMAN Flavin reductase (NADPH) OS=Homo sapiens OX=9606 GN=BLVRB PE=1 SV=3;tr|A0A2R8YEP4|A0A2R8YEP4_HUMAN Flavin reductase (NADPH) OS=Homo sapiens OX=9606 GN=BLVRB PE=1 SV=1;tr|M0R192|M0R192_HUMAN Flavin reductase (NADPH) OS=Homo sapiens OX=,7,7,41.3,206
PRDX5,-0.5511932313,0.0143775296626841,0,P30044,P30044,10,10,10,"Peroxiredoxin-5, mitochondrial",PRDX5,"sp|P30044|PRDX5_HUMAN Peroxiredoxin-5, mitochondrial OS=Homo sapiens OX=9606 GN=PRDX5 PE=1 SV=4",10,10,57,214
PRDX3,-0.1194884708,0.388064184349358,0,P30048,P30048,13,13,13,"Thioredoxin-dependent peroxide reductase, mitochondrial",PRDX3,"sp|P30048|PRDX3_HUMAN Thioredoxin-dependent peroxide reductase, mitochondrial OS=Homo sapiens OX=9606 GN=PRDX3 PE=1 SV=3",13,13,48.8,256
ATP5D,-0.2957096382,0.181137536900936,0,P30049,P30049,4,4,4,"ATP synthase subunit delta, mitochondrial",ATP5D,"sp|P30049|ATPD_HUMAN ATP synthase subunit delta, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1D PE=1 SV=2",4,4,39.3,168
RPL12,0.3638936285,0.0121789057682376,0,P30050,P30050,12,12,12,60S ribosomal protein L12,RPL12,sp|P30050|RL12_HUMAN 60S ribosomal protein L12 OS=Homo sapiens OX=9606 GN=RPL12 PE=1 SV=1,12,12,67.3,165
ECHS1,-0.3185971028,0.0989749757710649,0,P30084,P30084,11,11,11,"Enoyl-CoA hydratase, mitochondrial",ECHS1,"sp|P30084|ECHM_HUMAN Enoyl-CoA hydratase, mitochondrial OS=Homo sapiens OX=9606 GN=ECHS1 PE=1 SV=4",11,11,47.2,290
