Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Peptides,Unique peptides,Sequence coverage [%],Intensity DCAF17-N1,Intensity DCAF17-N2,Intensity IP-BirA-alone-N1,Intensity IP-BirA-alone-N2
P06576;H0YH81;F8W079;F8W0P7;H0YI37,P06576;H0YH81,9;5;4;2;1,9;5;4;2;1,9;5;4;2;1,"ATP synthase subunit beta, mitochondrial;ATP synthase subunit beta",ATP5B,"sp|P06576|ATPB_HUMAN ATP synthase subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1B PE=1 SV=3;tr|H0YH81|H0YH81_HUMAN ATP synthase subunit beta (Fragment) OS=Homo sapiens OX=9606 GN=ATP5F1B PE=1 SV=1",9,9,26.1,4.15692208665737,4.02835033526782,26.6924548121091,26.5718135055465
Q7Z569;J3KNN7,Q7Z569;J3KNN7,9;9,9;9,9;9,BRCA1-associated protein,BRAP,sp|Q7Z569|BRAP_HUMAN BRCA1-associated protein OS=Homo sapiens OX=9606 GN=BRAP PE=1 SV=2;tr|J3KNN7|J3KNN7_HUMAN BRCA1-associated protein OS=Homo sapiens OX=9606 GN=BRAP PE=1 SV=1,9,9,19.1,4.15692208665737,4.02835033526782,27.2739099667557,27.262754247559
P01024;CON__Q2UVX4,P01024,9;2,9;2,9;2,Complement C3;Complement C3 beta chain;C3-beta-c;Complement C3 alpha chain;C3a anaphylatoxin;Acylation stimulating protein;Complement C3b alpha chain;Complement C3c alpha chain fragment 1;Complement C3dg fragment;Complement C3g fragment;Complement C3d fragment;Complement C3f fragment;Complement C3c alpha chain fragment 2,C3,sp|P01024|CO3_HUMAN Complement C3 OS=Homo sapiens OX=9606 GN=C3 PE=1 SV=2,9,9,7.6,26.2378125783586,24.5941601959619,4.54126939241188,4.42741644991123
P31944,P31944,9,9,9,"Caspase-14;Caspase-14 subunit p17, mature form;Caspase-14 subunit p10, mature form;Caspase-14 subunit p20, intermediate form;Caspase-14 subunit p8, intermediate form",CASP14,sp|P31944|CASPE_HUMAN Caspase-14 OS=Homo sapiens OX=9606 GN=CASP14 PE=1 SV=2,9,9,39.7,26.5739091334632,24.7574843243905,4.54126939241188,4.42741644991123
Q86WR0;G3V121;B7Z2L8;Q0VGD4,Q86WR0,9;4;4;1,9;4;4;1,9;4;4;1,Coiled-coil domain-containing protein 25,CCDC25,sp|Q86WR0|CCD25_HUMAN Coiled-coil domain-containing protein 25 OS=Homo sapiens OX=9606 GN=CCDC25 PE=1 SV=2,9,9,35.1,4.15692208665737,4.02835033526782,27.5445844608778,27.6922552554256
Q16543;K7EQA9;K7EKQ2;K7EL68;K7EIU0,Q16543;K7EQA9;K7EKQ2,9;7;5;4;2,9;7;5;4;2,9;7;5;4;2,"Hsp90 co-chaperone Cdc37;Hsp90 co-chaperone Cdc37, N-terminally processed",CDC37,sp|Q16543|CDC37_HUMAN Hsp90 co-chaperone Cdc37 OS=Homo sapiens OX=9606 GN=CDC37 PE=1 SV=1;tr|K7EQA9|K7EQA9_HUMAN Hsp90 co-chaperone Cdc37 (Fragment) OS=Homo sapiens OX=9606 GN=CDC37 PE=1 SV=1;tr|K7EKQ2|K7EKQ2_HUMAN Hsp90 co-chaperone Cdc37 (Fragment) OS=Ho,9,9,31.0,26.8136001776763,25.264169102314,27.0101997505577,26.555991197042
P24941;G3V5T9;E7ESI2;Q00526;K7EJ83,P24941;G3V5T9;E7ESI2,11;11;7;4;3,11;11;7;4;3,9;9;5;2;2,Cyclin-dependent kinase 2,CDK2,sp|P24941|CDK2_HUMAN Cyclin-dependent kinase 2 OS=Homo sapiens OX=9606 GN=CDK2 PE=1 SV=2;tr|G3V5T9|G3V5T9_HUMAN Cyclin-dependent kinase 2 OS=Homo sapiens OX=9606 GN=CDK2 PE=1 SV=1;tr|E7ESI2|E7ESI2_HUMAN Cyclin-dependent kinase 2 OS=Homo sapiens OX=9606 GN=,11,9,47.7,4.15692208665737,4.02835033526782,27.4409477182389,27.4227001377364
Q99439;B4DDF4;B4DUT8;H3BVI6;A0A087X271;A0A087X1X5;K7ES69;H3BQH0;A0A087WV51;U3KPS3,Q99439;B4DDF4;B4DUT8;H3BVI6;A0A087X271;A0A087X1X5;K7ES69,10;10;10;9;8;6;5;2;1;1,9;9;9;8;7;6;4;2;1;1,9;9;9;8;7;6;4;2;1;1,Calponin-2;Calponin,CNN2,sp|Q99439|CNN2_HUMAN Calponin-2 OS=Homo sapiens OX=9606 GN=CNN2 PE=1 SV=4;tr|B4DDF4|B4DDF4_HUMAN Calponin OS=Homo sapiens OX=9606 GN=CNN2 PE=1 SV=1;tr|B4DUT8|B4DUT8_HUMAN Calponin OS=Homo sapiens OX=9606 GN=CNN2 PE=1 SV=1;tr|H3BVI6|H3BVI6_HUMAN Calponin OS,10,9,38.2,4.15692208665737,4.02835033526782,29.6597441950181,29.8748892338091
Q9NQC7;J3KRR7;H3BS09;J3QKR2;H3BTB8;H3BSW9,Q9NQC7;J3KRR7;H3BS09,9;8;5;1;1;1,9;8;5;1;1;1,9;8;5;1;1;1,Ubiquitin carboxyl-terminal hydrolase CYLD,CYLD,sp|Q9NQC7|CYLD_HUMAN Ubiquitin carboxyl-terminal hydrolase CYLD OS=Homo sapiens OX=9606 GN=CYLD PE=1 SV=1;tr|J3KRR7|J3KRR7_HUMAN Ubiquitin carboxyl-terminal hydrolase CYLD OS=Homo sapiens OX=9606 GN=CYLD PE=1 SV=1;tr|H3BS09|H3BS09_HUMAN Ubiquitin carboxyl-,9,9,11.6,4.15692208665737,4.02835033526782,27.1571134393275,27.3154456293023
O60879;A6NML8;K4DI95;C9J6U3,O60879;A6NML8;K4DI95;C9J6U3,9;9;9;9,9;9;9;9,9;9;9;9,Protein diaphanous homolog 2,DIAPH2,"sp|O60879|DIAP2_HUMAN Protein diaphanous homolog 2 OS=Homo sapiens OX=9606 GN=DIAPH2 PE=1 SV=1;tr|A6NML8|A6NML8_HUMAN Diaphanous homolog 2 (Drosophila), isoform CRA_c OS=Homo sapiens OX=9606 GN=DIAPH2 PE=1 SV=3;tr|K4DI95|K4DI95_HUMAN Diaphanous homolog 2 (",9,9,10.1,4.15692208665737,4.02835033526782,26.4950012982827,26.364026953834
Q14574;J3QRL9,Q14574,9;2,9;2,9;2,Desmocollin-3,DSC3,sp|Q14574|DSC3_HUMAN Desmocollin-3 OS=Homo sapiens OX=9606 GN=DSC3 PE=1 SV=3,9,9,13.7,27.4314941611139,26.9048121319467,4.54126939241188,4.42741644991123
O14641;I3L2N2;I3L2W9;I3L0M7;I3L0Z8;A0A3B3ITC6,O14641;I3L2N2;I3L2W9,11;11;8;5;3;2,11;11;8;5;3;2,9;9;6;3;3;0,Segment polarity protein dishevelled homolog DVL-2,DVL2,sp|O14641|DVL2_HUMAN Segment polarity protein dishevelled homolog DVL-2 OS=Homo sapiens OX=9606 GN=DVL2 PE=1 SV=1;tr|I3L2N2|I3L2N2_HUMAN Segment polarity protein dishevelled homolog DVL-2 OS=Homo sapiens OX=9606 GN=DVL2 PE=1 SV=1;tr|I3L2W9|I3L2W9_HUMAN Seg,11,9,21.9,23.2505071903028,22.8662189764877,28.9732003450842,28.7266341519838
Q92997;F8WCF1;A0A3B3ISG4;O14640;P54792;A0A087WWA7,Q92997,11;3;3;2;2;1,9;3;3;1;1;1,9;3;3;1;1;1,Segment polarity protein dishevelled homolog DVL-3,DVL3,sp|Q92997|DVL3_HUMAN Segment polarity protein dishevelled homolog DVL-3 OS=Homo sapiens OX=9606 GN=DVL3 PE=1 SV=2,11,9,22.3,4.15692208665737,4.02835033526782,27.7524495576075,27.3821200126307
A0A1C7CYX1;Q6PJG2;A0A0A0MSU2;H7C1L3,A0A1C7CYX1;Q6PJG2;A0A0A0MSU2,9;7;7;3,9;7;7;3,9;7;7;3,ELM2 and SANT domain-containing protein 1,ELMSAN1,tr|A0A1C7CYX1|A0A1C7CYX1_HUMAN Mitotic deacetylase-associated SANT domain protein OS=Homo sapiens OX=9606 GN=MIDEAS PE=1 SV=1;sp|Q6PJG2|MDEAS_HUMAN Mitotic deacetylase-associated SANT domain protein OS=Homo sapiens OX=9606 GN=MIDEAS PE=1 SV=2;tr|A0A0A0MSU2,9,9,12.6,4.15692208665737,4.02835033526782,27.3033016599468,26.9250165016557
Q7Z589;E9PMC9;H0YET8;E9PPE6;H0YDI4;H0YCS3,Q7Z589;E9PMC9,9;7;3;2;1;1,9;7;3;2;1;1,9;7;3;2;1;1,Protein EMSY,EMSY;C11orf30,sp|Q7Z589|EMSY_HUMAN BRCA2-interacting transcriptional repressor EMSY OS=Homo sapiens OX=9606 GN=EMSY PE=1 SV=2;tr|E9PMC9|E9PMC9_HUMAN BRCA2-interacting transcriptional repressor EMSY OS=Homo sapiens OX=9606 GN=EMSY PE=1 SV=1,9,9,10.1,4.15692208665737,4.02835033526782,27.199478850209,26.6090768115889
P29317;Q5JY90;A0A3B3IRY8;B7ZKJ3;B7ZKW7;F8VP57;A0A0B4J1T8;Q96L35;C9JXA2;F8W9W0;J3KR66;Q06187;Q9UF33;P29322;P54762;P29320;P54753;Q15375;P54756;P54760;U3NG26,P29317,10;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,10;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,Ephrin type-A receptor 2,EPHA2,sp|P29317|EPHA2_HUMAN Ephrin type-A receptor 2 OS=Homo sapiens OX=9606 GN=EPHA2 PE=1 SV=2,10,9,12.1,4.15692208665737,4.02835033526782,26.3582191094868,26.475528366696
Q9NRY5;E7ESJ7;E5RGF9;E5RK42;E5RHP2;E5RHI8;E5RFK2,Q9NRY5;E7ESJ7,9;8;4;1;1;1;1,9;8;4;1;1;1;1,9;8;4;1;1;1;1,Protein FAM114A2,FAM114A2,sp|Q9NRY5|F1142_HUMAN Protein FAM114A2 OS=Homo sapiens OX=9606 GN=FAM114A2 PE=1 SV=4;tr|E7ESJ7|E7ESJ7_HUMAN Protein FAM114A2 OS=Homo sapiens OX=9606 GN=FAM114A2 PE=1 SV=1,9,9,24.2,4.15692208665737,4.02835033526782,27.7942679103008,27.1666254320313
P02675;D6REL8,P02675;D6REL8,9;7,9;7,9;7,Fibrinogen beta chain;Fibrinopeptide B;Fibrinogen beta chain,FGB,sp|P02675|FIBB_HUMAN Fibrinogen beta chain OS=Homo sapiens OX=9606 GN=FGB PE=1 SV=2;tr|D6REL8|D6REL8_HUMAN Fibrinogen beta chain OS=Homo sapiens OX=9606 GN=FGB PE=1 SV=1,9,9,34.6,27.3205329852246,26.8993930485422,4.54126939241188,4.42741644991123
O95684;A0A087WV25,O95684;A0A087WV25,9;8,9;8,9;8,FGFR1 oncogene partner,FGFR1OP,sp|O95684|CEP43_HUMAN Centrosomal protein 43 OS=Homo sapiens OX=9606 GN=CEP43 PE=1 SV=1;tr|A0A087WV25|A0A087WV25_HUMAN Centrosomal protein 43 OS=Homo sapiens OX=9606 GN=CEP43 PE=1 SV=1,9,9,33.6,4.15692208665737,4.02835033526782,27.2201117019832,27.0773479061653
Q8WXI9;A0A0U1RRM1;A0A0U1RR34;A0A0U1RRK3;A0A0U1RR30,Q8WXI9;A0A0U1RRM1;A0A0U1RR34,10;10;5;4;3,10;10;5;4;3,9;9;5;4;2,Transcriptional repressor p66-beta,GATAD2B,sp|Q8WXI9|P66B_HUMAN Transcriptional repressor p66-beta OS=Homo sapiens OX=9606 GN=GATAD2B PE=1 SV=1;tr|A0A0U1RRM1|A0A0U1RRM1_HUMAN Transcriptional repressor p66-beta OS=Homo sapiens OX=9606 GN=GATAD2B PE=1 SV=1;tr|A0A0U1RR34|A0A0U1RR34_HUMAN Transcription,10,9,22.9,4.15692208665737,4.02835033526782,27.5081662865223,26.8985065486026
Q8TBA6;H0YK03,Q8TBA6,9;1,9;1,9;1,Golgin subfamily A member 5,GOLGA5,sp|Q8TBA6|GOGA5_HUMAN Golgin subfamily A member 5 OS=Homo sapiens OX=9606 GN=GOLGA5 PE=1 SV=3,9,9,14.5,4.15692208665737,4.02835033526782,26.2472253637351,26.1273689075441
P51858,P51858,9,9,9,Hepatoma-derived growth factor,HDGF,sp|P51858|HDGF_HUMAN Hepatoma-derived growth factor OS=Homo sapiens OX=9606 GN=HDGF PE=1 SV=1,9,9,53.8,4.15692208665737,4.02835033526782,28.0298638937855,27.6093586705408
P78318;A0A1W2PR95,P78318,9;2,9;2,9;2,Immunoglobulin-binding protein 1,IGBP1,sp|P78318|IGBP1_HUMAN Immunoglobulin-binding protein 1 OS=Homo sapiens OX=9606 GN=IGBP1 PE=1 SV=1,9,9,33.0,4.15692208665737,4.02835033526782,28.3016456437084,28.3482816646109
Q63ZY3;K7EIU4;Q14678;Q5W0W2;Q5W0W3,Q63ZY3,14;5;1;1;1,14;5;1;1;1,9;5;1;1;1,KN motif and ankyrin repeat domain-containing protein 2,KANK2,sp|Q63ZY3|KANK2_HUMAN KN motif and ankyrin repeat domain-containing protein 2 OS=Homo sapiens OX=9606 GN=KANK2 PE=1 SV=1,14,9,21.9,4.15692208665737,4.02835033526782,27.6028619418057,27.5205829545524
Q14847;C9J9W2;F6S2S5;K7ESD6;J3KSN1,Q14847;C9J9W2,9;7;2;1;1,9;7;2;1;1,9;7;2;1;1,LIM and SH3 domain protein 1,LASP1,sp|Q14847|LASP1_HUMAN LIM and SH3 domain protein 1 OS=Homo sapiens OX=9606 GN=LASP1 PE=1 SV=2;tr|C9J9W2|C9J9W2_HUMAN LIM and SH3 domain protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=LASP1 PE=1 SV=1,9,9,41.8,20.8804683899905,20.2392150797864,29.2131740982532,29.0323885713032
Q8IWC1;A0A0A0MRP0,Q8IWC1;A0A0A0MRP0,9;7,9;7,9;7,MAP7 domain-containing protein 3,MAP7D3,sp|Q8IWC1|MA7D3_HUMAN MAP7 domain-containing protein 3 OS=Homo sapiens OX=9606 GN=MAP7D3 PE=1 SV=2;tr|A0A0A0MRP0|A0A0A0MRP0_HUMAN MAP7 domain-containing protein 3 (Fragment) OS=Homo sapiens OX=9606 GN=MAP7D3 PE=1 SV=1,9,9,12.2,4.15692208665737,4.02835033526782,26.6032865344534,26.5193985804233
P49321;Q5T624;H0YF33;H0YDS9;E9PI86;E9PPQ8,P49321,28;13;9;8;7;4,28;13;9;8;7;4,9;4;1;2;2;2,Nuclear autoantigenic sperm protein,NASP,sp|P49321|NASP_HUMAN Nuclear autoantigenic sperm protein OS=Homo sapiens OX=9606 GN=NASP PE=1 SV=2,28,9,50.6,24.9749224121474,23.160418036986,32.2639408493805,32.148587180209
Q8NBF2,Q8NBF2,9,9,9,NHL repeat-containing protein 2,NHLRC2,sp|Q8NBF2|NHLC2_HUMAN NHL repeat-containing protein 2 OS=Homo sapiens OX=9606 GN=NHLRC2 PE=1 SV=1,9,9,22.2,4.15692208665737,4.02835033526782,27.9357890356424,27.6918560592302
P06748;E5RI98,P06748,10;3,10;3,9;3,Nucleophosmin,NPM1,sp|P06748|NPM_HUMAN Nucleophosmin OS=Homo sapiens OX=9606 GN=NPM1 PE=1 SV=2,10,9,44.6,25.481474625573,24.8683007220694,32.2768629205393,32.0057769458793
Q9UKK9;A6NFX8;A6NJU6;A6NCQ0;H0YEY4;C9JYY9,Q9UKK9;A6NFX8;A6NJU6;A6NCQ0,9;9;7;5;3;2,9;9;7;5;3;2,9;9;7;5;3;2,ADP-sugar pyrophosphatase,NUDT5,sp|Q9UKK9|NUDT5_HUMAN ADP-sugar pyrophosphatase OS=Homo sapiens OX=9606 GN=NUDT5 PE=1 SV=1;tr|A6NFX8|A6NFX8_HUMAN ADP-sugar pyrophosphatase OS=Homo sapiens OX=9606 GN=NUDT5 PE=1 SV=1;tr|A6NJU6|A6NJU6_HUMAN ADP-sugar pyrophosphatase OS=Homo sapiens OX=9606,9,9,39.7,4.15692208665737,4.02835033526782,29.3524551442997,29.2134058900053
Q9UKX7;B0QY21,Q9UKX7,9;1,9;1,9;1,Nuclear pore complex protein Nup50,NUP50,sp|Q9UKX7|NUP50_HUMAN Nuclear pore complex protein Nup50 OS=Homo sapiens OX=9606 GN=NUP50 PE=1 SV=2,9,9,30.6,4.15692208665737,4.02835033526782,28.0709664353628,28.0023335501381
Q96KB5;E5RFX4;E5RIE1,Q96KB5;E5RFX4,9;6;2,9;6;2,9;6;2,Lymphokine-activated killer T-cell-originated protein kinase,PBK,sp|Q96KB5|TOPK_HUMAN Lymphokine-activated killer T-cell-originated protein kinase OS=Homo sapiens OX=9606 GN=PBK PE=1 SV=3;tr|E5RFX4|E5RFX4_HUMAN Lymphokine-activated killer T-cell-originated protein kinase (Fragment) OS=Homo sapiens OX=9606 GN=PBK PE=1 SV,9,9,31.7,4.15692208665737,4.02835033526782,27.3509389118523,26.9333708119582
P18669;P15259;Q8N0Y7,P18669,9;3;3,9;3;3,9;3;3,Phosphoglycerate mutase 1,PGAM1,sp|P18669|PGAM1_HUMAN Phosphoglycerate mutase 1 OS=Homo sapiens OX=9606 GN=PGAM1 PE=1 SV=2,9,9,49.2,4.15692208665737,4.02835033526782,27.5571313092905,27.992480618912
O15173;U3KQM0;O00264;U3KPU8,O15173;U3KQM0,9;5;1;1,9;5;1;1,9;5;1;1,Membrane-associated progesterone receptor component 2,PGRMC2,sp|O15173|PGRC2_HUMAN Membrane-associated progesterone receptor component 2 OS=Homo sapiens OX=9606 GN=PGRMC2 PE=1 SV=1;tr|U3KQM0|U3KQM0_HUMAN Membrane-associated progesterone receptor component 2 OS=Homo sapiens OX=9606 GN=PGRMC2 PE=1 SV=1,9,9,33.2,4.15692208665737,4.02835033526782,29.7286139814864,29.099538597253
Q9Y570,Q9Y570,9,9,9,Protein phosphatase methylesterase 1,PPME1,sp|Q9Y570|PPME1_HUMAN Protein phosphatase methylesterase 1 OS=Homo sapiens OX=9606 GN=PPME1 PE=1 SV=3,9,9,28.0,4.15692208665737,4.02835033526782,27.9983035980562,27.6603054126902
O75400;A0A3F2YNY6;F5H578,O75400;A0A3F2YNY6,9;9;1,9;9;1,9;9;1,Pre-mRNA-processing factor 40 homolog A,PRPF40A,sp|O75400|PR40A_HUMAN Pre-mRNA-processing factor 40 homolog A OS=Homo sapiens OX=9606 GN=PRPF40A PE=1 SV=2;tr|A0A3F2YNY6|A0A3F2YNY6_HUMAN Pre-mRNA-processing factor 40 homolog A OS=Homo sapiens OX=9606 GN=PRPF40A PE=1 SV=1,9,9,12.3,4.15692208665737,4.02835033526782,26.7270238413683,26.7572270142578
O43242;H0YGV8,O43242,9;1,9;1,9;1,26S proteasome non-ATPase regulatory subunit 3,PSMD3,sp|O43242|PSMD3_HUMAN 26S proteasome non-ATPase regulatory subunit 3 OS=Homo sapiens OX=9606 GN=PSMD3 PE=1 SV=2,9,9,22.3,4.15692208665737,4.02835033526782,24.8937936666838,26.4711616748551
Q8WXF1;X6RDA4,Q8WXF1;X6RDA4,9;6,9;6,9;6,Paraspeckle component 1,PSPC1,sp|Q8WXF1|PSPC1_HUMAN Paraspeckle component 1 OS=Homo sapiens OX=9606 GN=PSPC1 PE=1 SV=1;tr|X6RDA4|X6RDA4_HUMAN Paraspeckle component 1 (Fragment) OS=Homo sapiens OX=9606 GN=PSPC1 PE=1 SV=1,9,9,21.8,4.15692208665737,4.02835033526782,27.6965064893419,27.2558391409057
P26599;A6NLN1;A0A0U1RRM4;K7EKJ7;K7ES59;K7ELW5;K7EK45;A0A0D9SF20;A0A087WU68;O95758;X6R242,P26599;A6NLN1;A0A0U1RRM4;K7EKJ7,9;9;9;5;4;3;3;2;2;1;1,9;9;9;5;4;3;3;2;2;1;1,9;9;9;5;4;3;3;2;2;1;1,Polypyrimidine tract-binding protein 1,PTBP1,"sp|P26599|PTBP1_HUMAN Polypyrimidine tract-binding protein 1 OS=Homo sapiens OX=9606 GN=PTBP1 PE=1 SV=1;tr|A6NLN1|A6NLN1_HUMAN Polypyrimidine tract binding protein 1, isoform CRA_b OS=Homo sapiens OX=9606 GN=PTBP1 PE=1 SV=4;tr|A0A0U1RRM4|A0A0U1RRM4_HUMAN P",9,9,29.6,4.15692208665737,4.02835033526782,28.2287141212546,28.3779075201817
Q6WKZ4;E7EX40;Q7L804,Q6WKZ4;E7EX40,9;7;2,9;7;2,9;7;2,Rab11 family-interacting protein 1,RAB11FIP1,sp|Q6WKZ4|RFIP1_HUMAN Rab11 family-interacting protein 1 OS=Homo sapiens OX=9606 GN=RAB11FIP1 PE=1 SV=3;tr|E7EX40|E7EX40_HUMAN Rab11 family-interacting protein 1 OS=Homo sapiens OX=9606 GN=RAB11FIP1 PE=1 SV=1,9,9,8.1,4.15692208665737,4.02835033526782,27.1236640786742,27.2128958989837
P78332;E9PGM9;F8WCA5;F8WF63;C9J250;C9JSL1,P78332;E9PGM9;F8WCA5,10;10;7;2;1;1,9;9;7;2;1;1,9;9;7;2;1;1,RNA-binding protein 6,RBM6,sp|P78332|RBM6_HUMAN RNA-binding protein 6 OS=Homo sapiens OX=9606 GN=RBM6 PE=1 SV=5;tr|E9PGM9|E9PGM9_HUMAN RNA-binding protein 6 OS=Homo sapiens OX=9606 GN=RBM6 PE=1 SV=1;tr|F8WCA5|F8WCA5_HUMAN RNA-binding protein 6 OS=Homo sapiens OX=9606 GN=RBM6 PE=1 SV,10,9,13.0,4.15692208665737,4.02835033526782,26.1185840569084,26.1158885412794
Q8WVM8;J3KNG4;G3V4I1;G3V5F3;G3V2M8;G3V3K9;G3V363;H0YJS6;H0YJY1,Q8WVM8,9;4;3;3;3;2;2;2;1,9;4;3;3;3;2;2;2;1,9;4;3;3;3;2;2;2;1,Sec1 family domain-containing protein 1,SCFD1,sp|Q8WVM8|SCFD1_HUMAN Sec1 family domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SCFD1 PE=1 SV=4,9,9,20.7,4.15692208665737,4.02835033526782,26.2796593187012,26.7139771342515
Q7Z333;X6RI79,Q7Z333;X6RI79,9;6,9;6,9;6,Probable helicase senataxin,SETX,sp|Q7Z333|SETX_HUMAN Probable helicase senataxin OS=Homo sapiens OX=9606 GN=SETX PE=1 SV=4;tr|X6RI79|X6RI79_HUMAN Probable helicase senataxin (Fragment) OS=Homo sapiens OX=9606 GN=SETX PE=1 SV=1,9,9,4.3,4.15692208665737,4.02835033526782,26.4207421781172,25.2533523874935
Q99961;M0QYE0;M0R0I3;Q99962;M0R2K6,Q99961;M0QYE0;M0R0I3,9;7;7;2;1,9;7;7;2;1,9;7;7;2;1,Endophilin-A2,SH3GL1,sp|Q99961|SH3G1_HUMAN Endophilin-A2 OS=Homo sapiens OX=9606 GN=SH3GL1 PE=1 SV=1;tr|M0QYE0|M0QYE0_HUMAN Endophilin-A2 (Fragment) OS=Homo sapiens OX=9606 GN=SH3GL1 PE=1 SV=8;tr|M0R0I3|M0R0I3_HUMAN Endophilin-A2 (Fragment) OS=Homo sapiens OX=9606 GN=SH3GL1 PE,9,9,31.8,4.15692208665737,4.02835033526782,27.9157021638652,27.700943618674
Q96FS4;F6RY50;E9PIB3,Q96FS4;F6RY50,9;7;2,9;7;2,9;7;2,Signal-induced proliferation-associated protein 1,SIPA1,sp|Q96FS4|SIPA1_HUMAN Signal-induced proliferation-associated protein 1 OS=Homo sapiens OX=9606 GN=SIPA1 PE=1 SV=1;tr|F6RY50|F6RY50_HUMAN Signal-induced proliferation-associated protein 1 OS=Homo sapiens OX=9606 GN=SIPA1 PE=1 SV=1,9,9,12.6,4.15692208665737,4.02835033526782,27.1334964280578,26.9881520976905
O43166;H0YJY2;Q9P2F8,O43166,38;7;1,38;7;1,9;2;0,Signal-induced proliferation-associated 1-like protein 1,SIPA1L1,sp|O43166|SI1L1_HUMAN Signal-induced proliferation-associated 1-like protein 1 OS=Homo sapiens OX=9606 GN=SIPA1L1 PE=1 SV=4,38,9,31.8,4.15692208665737,4.02835033526782,29.85445025105,29.6161594137388
Q9Y5X3;Q5QPE4;Q5QPE5;A0A087WUY5;U3KQL0;U3KQP5,Q9Y5X3;Q5QPE4;Q5QPE5,9;7;6;4;1;1,9;7;6;4;1;1,9;7;6;4;1;1,Sorting nexin-5,SNX5,sp|Q9Y5X3|SNX5_HUMAN Sorting nexin-5 OS=Homo sapiens OX=9606 GN=SNX5 PE=1 SV=1;tr|Q5QPE4|Q5QPE4_HUMAN Sorting nexin-5 (Fragment) OS=Homo sapiens OX=9606 GN=SNX5 PE=1 SV=7;tr|Q5QPE5|Q5QPE5_HUMAN Sorting nexin-5 (Fragment) OS=Homo sapiens OX=9606 GN=SNX5 PE=,9,9,26.2,4.15692208665737,4.02835033526782,27.3516972272658,27.5032453792951
Q01082;A0A087WUZ3;F8W6C1,Q01082;A0A087WUZ3,9;8;3,9;8;3,9;8;3,"Spectrin beta chain, non-erythrocytic 1",SPTBN1,"sp|Q01082|SPTB2_HUMAN Spectrin beta chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTBN1 PE=1 SV=2;tr|A0A087WUZ3|A0A087WUZ3_HUMAN Spectrin beta chain OS=Homo sapiens OX=9606 GN=SPTBN1 PE=1 SV=1",9,9,4.7,4.15692208665737,4.02835033526782,26.1771212755799,24.2732697332516
O95210,O95210,9,9,9,Starch-binding domain-containing protein 1,STBD1,sp|O95210|STBD1_HUMAN Starch-binding domain-containing protein 1 OS=Homo sapiens OX=9606 GN=STBD1 PE=1 SV=1,9,9,31.0,4.15692208665737,4.02835033526782,27.6405834342274,27.2889446247938
Q92609;C9J3F6;C9JMP7;C9JIU4;F2Z3I5;C9JNM0;C9JED7;F2Z3C3;C9K0P2;C9J397;C9JWX0;C9JW04;C9JDR8,Q92609;C9J3F6,9;6;2;2;2;2;2;2;2;2;2;2;2,9;6;2;2;2;2;2;2;2;2;2;2;2,9;6;2;2;2;2;2;2;2;2;2;2;2,TBC1 domain family member 5,TBC1D5,sp|Q92609|TBCD5_HUMAN TBC1 domain family member 5 OS=Homo sapiens OX=9606 GN=TBC1D5 PE=1 SV=1;tr|C9J3F6|C9J3F6_HUMAN TBC1 domain family member 5 OS=Homo sapiens OX=9606 GN=TBC1D5 PE=1 SV=1,9,9,13.8,4.15692208665737,4.02835033526782,27.4766874993336,26.9417889420445
Q9BRZ2;C9JI91,Q9BRZ2,9;4,9;4,9;4,E3 ubiquitin-protein ligase TRIM56,TRIM56,sp|Q9BRZ2|TRI56_HUMAN E3 ubiquitin-protein ligase TRIM56 OS=Homo sapiens OX=9606 GN=TRIM56 PE=1 SV=3,9,9,17.7,4.15692208665737,4.02835033526782,26.4874767300643,25.0297691323784
P22314;Q5JRR6;Q5JRS3;Q5JRS2;Q5JRR9,P22314,10;4;1;1;1,10;4;1;1;1,9;4;0;0;0,Ubiquitin-like modifier-activating enzyme 1,UBA1,sp|P22314|UBA1_HUMAN Ubiquitin-like modifier-activating enzyme 1 OS=Homo sapiens OX=9606 GN=UBA1 PE=1 SV=3,10,9,15.1,4.15692208665737,4.02835033526782,27.4350763229587,27.5986091283472
P45974;Q92995;H7C5J3,P45974,9;1;1,9;1;1,9;1;1,Ubiquitin carboxyl-terminal hydrolase 5,USP5,sp|P45974|UBP5_HUMAN Ubiquitin carboxyl-terminal hydrolase 5 OS=Homo sapiens OX=9606 GN=USP5 PE=1 SV=2,9,9,13.2,4.15692208665737,4.02835033526782,26.8819203313585,26.557832469261
Q9Y2W2,Q9Y2W2,14,14,9,WW domain-binding protein 11,WBP11,sp|Q9Y2W2|WBP11_HUMAN WW domain-binding protein 11 OS=Homo sapiens OX=9606 GN=WBP11 PE=1 SV=1,14,9,23.4,4.15692208665737,4.02835033526782,29.0179436753162,28.6496904114038
