NUP43_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
ETFA,-0.2467073105,0.100039804823627,0,P13804;H0YLU7;H0YK49;H0YL12;H0YNX6;H0YKF0;H0YL83;H0YM12;J3KN60,P13804;H0YLU7;H0YK49;H0YL12;H0YNX6;H0YKF0,13;10;8;8;8;7;3;1;1,13;10;8;8;8;7;3;1;1,13;10;8;8;8;7;3;1;1,"Electron transfer flavoprotein subunit alpha, mitochondrial",ETFA,"sp|P13804|ETFA_HUMAN Electron transfer flavoprotein subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=ETFA PE=1 SV=1;tr|H0YLU7|H0YLU7_HUMAN Electron transfer flavoprotein subunit alpha, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=ETFA PE=1 SV",13,13,59.8,333
PRKAR2A,0.7258562648,0.0123358088430038,0,P13861;H7C1L0;H7C330;P31323;C9J830;H7C4A9,P13861;H7C1L0,14;7;5;3;2;1,14;7;5;3;2;1,14;7;5;3;2;1,cAMP-dependent protein kinase type II-alpha regulatory subunit,PRKAR2A,sp|P13861|KAP2_HUMAN cAMP-dependent protein kinase type II-alpha regulatory subunit OS=Homo sapiens OX=9606 GN=PRKAR2A PE=1 SV=2;tr|H7C1L0|H7C1L0_HUMAN cAMP-dependent protein kinase type II-alpha regulatory subunit (Fragment) OS=Homo sapiens OX=9606 GN=PRK,14,14,46.5,404
MTHFD2,0.371086881,0.0721077291300574,0,P13995;B8ZZU9;B9A062,P13995;B8ZZU9;B9A062,10;7;5,10;7;5,10;7;5,"Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial;NAD-dependent methylenetetrahydrofolate dehydrogenase;Methenyltetrahydrofolate cyclohydrolase",MTHFD2,"sp|P13995|MTDC_HUMAN Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial OS=Homo sapiens OX=9606 GN=MTHFD2 PE=1 SV=2;tr|B8ZZU9|B8ZZU9_HUMAN Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial OS",10,10,39.1,350
MIF,-0.1921258177,0.287862180896185,0,P14174,P14174,6,6,6,Macrophage migration inhibitory factor,MIF,sp|P14174|MIF_HUMAN Macrophage migration inhibitory factor OS=Homo sapiens OX=9606 GN=MIF PE=1 SV=4,6,6,45.2,115
AKR1A1,-0.4269280837,0.118949347096569,0,P14550;Q5T621;V9GYG2;V9GYP9,P14550,14;6;5;5,14;6;5;5,14;6;5;5,Alcohol dehydrogenase [NADP(+)],AKR1A1,sp|P14550|AK1A1_HUMAN Aldo-keto reductase family 1 member A1 OS=Homo sapiens OX=9606 GN=AKR1A1 PE=1 SV=3,14,14,50.5,325
PKM,-0.2565993695,0.1029220515491,0,P14618;B4DNK4,P14618;B4DNK4,53;45,53;45,5;5,Pyruvate kinase PKM;Pyruvate kinase,PKM,sp|P14618|KPYM_HUMAN Pyruvate kinase PKM OS=Homo sapiens OX=9606 GN=PKM PE=1 SV=4;tr|B4DNK4|B4DNK4_HUMAN Pyruvate kinase OS=Homo sapiens OX=9606 GN=PKM PE=1 SV=1,53,5,87.9,531
HSP90B1,0.014256097,0.92213342410649,0,P14625;Q96GW1;A0A1W2PRR1;H0YIV0;Q58FF3;F8W026,P14625,45;15;15;10;5;5,43;13;13;10;5;3,43;13;13;10;5;3,Endoplasmin,HSP90B1,sp|P14625|ENPL_HUMAN Endoplasmin OS=Homo sapiens OX=9606 GN=HSP90B1 PE=1 SV=1,45,43,49.9,803
COX6B1,-0.0372969947,0.809742239165213,0,P14854;A0A494C160;K7EQD3,P14854;A0A494C160,5;3;1,5;3;1,5;3;1,Cytochrome c oxidase subunit 6B1,COX6B1,sp|P14854|CX6B1_HUMAN Cytochrome c oxidase subunit 6B1 OS=Homo sapiens OX=9606 GN=COX6B1 PE=1 SV=2;tr|A0A494C160|A0A494C160_HUMAN Cytochrome c oxidase subunit 6B1 (Fragment) OS=Homo sapiens OX=9606 GN=COX6B1 PE=1 SV=1,5,5,89.5,86
HNRNPL,-0.0873831401,0.542275817670047,0,P14866;M0QXS5;A0A3B3ITJ4;B4DVF8;M0R1W6,P14866;M0QXS5;A0A3B3ITJ4,21;20;20;3;3,21;20;20;3;3,10;9;9;3;3,Heterogeneous nuclear ribonucleoprotein L,HNRNPL,sp|P14866|HNRPL_HUMAN Heterogeneous nuclear ribonucleoprotein L OS=Homo sapiens OX=9606 GN=HNRNPL PE=1 SV=2;tr|M0QXS5|M0QXS5_HUMAN Heterogeneous nuclear ribonucleoprotein L (Fragment) OS=Homo sapiens OX=9606 GN=HNRNPL PE=1 SV=1;tr|A0A3B3ITJ4|A0A3B3ITJ4_HUM,21,10,46.5,589
DARS,-0.1017391157,0.464154291171962,0,P14868;H7BZ35;C9J7S3;C9JLC1;C9JQM9;H7C278,P14868,21;9;7;7;4;4,21;9;7;7;4;4,21;9;7;7;4;4,"Aspartate--tRNA ligase, cytoplasmic",DARS,"sp|P14868|SYDC_HUMAN Aspartate--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=DARS1 PE=1 SV=2",21,21,49.9,501
UQCRB,-0.4482509055,0.0192088855707152,0,P14927;B7Z2R2;E5RHG9,P14927;B7Z2R2,8;6;3,8;6;3,8;6;3,Cytochrome b-c1 complex subunit 7,UQCRB,sp|P14927|QCR7_HUMAN Cytochrome b-c1 complex subunit 7 OS=Homo sapiens OX=9606 GN=UQCRB PE=1 SV=2;tr|B7Z2R2|B7Z2R2_HUMAN Cytochrome b-c1 complex subunit 7 OS=Homo sapiens OX=9606 GN=UQCRB PE=1 SV=1,8,8,68.5,111
AKR1B1,0.260350435,0.181767675546051,0,P15121;E9PCX2;E9PEF9;C9JRZ8,P15121;E9PCX2,15;10;5;1,15;10;5;1,15;10;5;1,Aldose reductase,AKR1B1,sp|P15121|ALDR_HUMAN Aldo-keto reductase family 1 member B1 OS=Homo sapiens OX=9606 GN=AKR1B1 PE=1 SV=3;tr|E9PCX2|E9PCX2_HUMAN Aldo-keto reductase family 1 member B1 OS=Homo sapiens OX=9606 GN=AKR1B1 PE=1 SV=1,15,15,62,316
GSPT1;GSPT2,0.0478022021,0.891360190111135,0,P15170;H3BR35;Q8IYD1;H3BSV8,P15170;H3BR35;Q8IYD1,10;9;8;2,10;9;8;2,10;9;8;2,Eukaryotic peptide chain release factor GTP-binding subunit ERF3A;Eukaryotic peptide chain release factor GTP-binding subunit ERF3B,GSPT1;GSPT2,sp|P15170|ERF3A_HUMAN Eukaryotic peptide chain release factor GTP-binding subunit ERF3A OS=Homo sapiens OX=9606 GN=GSPT1 PE=1 SV=1;tr|H3BR35|H3BR35_HUMAN Eukaryotic peptide chain release factor GTP-binding subunit ERF3A (Fragment) OS=Homo sapiens OX=9606 G,10,10,19.8,499
EZR,-0.0356103456,0.827020891983711,0,P15311;E7EQR4;A0A2R8Y5P0;E9PNP4,P15311;E7EQR4,35;34;2;1,29;28;1;1,27;27;0;0,Ezrin,EZR,sp|P15311|EZRI_HUMAN Ezrin OS=Homo sapiens OX=9606 GN=EZR PE=1 SV=4;tr|E7EQR4|E7EQR4_HUMAN Ezrin OS=Homo sapiens OX=9606 GN=EZR PE=1 SV=3,35,27,57.3,586
RPS2,0.0879603776,0.500102273658384,0,P15880;H0YEN5;E9PQD7;I3L404;E9PM36;E9PMM9;E9PPT0;H3BNG3;H0YE27,P15880;H0YEN5;E9PQD7,21;19;15;10;10;10;8;1;1,21;19;15;10;10;10;8;1;1,21;19;15;10;10;10;8;1;1,40S ribosomal protein S2,RPS2,sp|P15880|RS2_HUMAN 40S ribosomal protein S2 OS=Homo sapiens OX=9606 GN=RPS2 PE=1 SV=2;tr|H0YEN5|H0YEN5_HUMAN 40S ribosomal protein S2 (Fragment) OS=Homo sapiens OX=9606 GN=RPS2 PE=1 SV=1;tr|E9PQD7|E9PQD7_HUMAN 40S ribosomal protein S2 OS=Homo sapiens OX=9,21,21,51.9,293
HIST1H1C,-0.1887051838,0.309384299056057,0,P16403,P16403,19,3,3,Histone H1.2,HIST1H1C,sp|P16403|H12_HUMAN Histone H1.2 OS=Homo sapiens OX=9606 GN=H1-2 PE=1 SV=2,19,3,46,213
ATP2A2,-0.1468245862,0.369158388569523,0,P16615;H7C5W9;O14983;Q93084,P16615;H7C5W9,12;10;3;2,12;10;3;2,12;10;3;2,Sarcoplasmic/endoplasmic reticulum calcium ATPase 2,ATP2A2,sp|P16615|AT2A2_HUMAN Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 OS=Homo sapiens OX=9606 GN=ATP2A2 PE=1 SV=1;tr|H7C5W9|H7C5W9_HUMAN Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 (Fragment) OS=Homo sapiens OX=9606 GN=ATP2A2 PE=1 SV=1,12,12,15.1,1042
HMGA1,0.4815270452,0.0880749803885318,0,P17096,P17096,3,3,3,High mobility group protein HMG-I/HMG-Y,HMGA1,sp|P17096|HMGA1_HUMAN High mobility group protein HMG-I/HMG-Y OS=Homo sapiens OX=9606 GN=HMGA1 PE=1 SV=3,3,3,41.1,107
GOT1,0.0327554517,0.823685351437807,0,P17174,P17174,23,23,23,"Aspartate aminotransferase, cytoplasmic",GOT1,"sp|P17174|AATC_HUMAN Aspartate aminotransferase, cytoplasmic OS=Homo sapiens OX=9606 GN=GOT1 PE=1 SV=3",23,23,67.3,413
ITGA2,-0.9014982919,0.26329161478396,0,P17301,P17301,10,10,2,Integrin alpha-2,ITGA2,sp|P17301|ITA2_HUMAN Integrin alpha-2 OS=Homo sapiens OX=9606 GN=ITGA2 PE=1 SV=1,10,2,10.8,1181
CAPN2,0.1717019835,0.30195363408142,0,P17655,P17655,6,6,6,Calpain-2 catalytic subunit,CAPN2,sp|P17655|CAN2_HUMAN Calpain-2 catalytic subunit OS=Homo sapiens OX=9606 GN=CAPN2 PE=1 SV=6,6,6,12,700
TCP1,0.1600462669,0.317390431925845,0,P17987;E7EQR6;E7ERF2;F5H282;F5GZ03;F5H136;F5H676;F5GZI8;F5GYL4;F5H726;F5H7Y1,P17987;E7EQR6;E7ERF2;F5H282,39;29;28;24;14;8;6;5;3;3;2,39;29;28;24;14;8;6;5;3;3;2,39;29;28;24;14;8;6;5;3;3;2,T-complex protein 1 subunit alpha,TCP1,sp|P17987|TCPA_HUMAN T-complex protein 1 subunit alpha OS=Homo sapiens OX=9606 GN=TCP1 PE=1 SV=1;tr|E7EQR6|E7EQR6_HUMAN T-complex protein 1 subunit alpha OS=Homo sapiens OX=9606 GN=TCP1 PE=1 SV=1;tr|E7ERF2|E7ERF2_HUMAN T-complex protein 1 subunit alpha OS=,39,39,75.4,556
PTPN1,-0.308823144,0.190482963700801,0,P18031;B4DSN5,P18031;B4DSN5,10;8,10;8,10;8,Tyrosine-protein phosphatase non-receptor type 1;Tyrosine-protein phosphatase non-receptor type,PTPN1,sp|P18031|PTN1_HUMAN Tyrosine-protein phosphatase non-receptor type 1 OS=Homo sapiens OX=9606 GN=PTPN1 PE=1 SV=1;tr|B4DSN5|B4DSN5_HUMAN Tyrosine-protein phosphatase non-receptor type OS=Homo sapiens OX=9606 GN=PTPN1 PE=1 SV=1,10,10,33.6,435
RPL35A,0.1861530015,0.234096067885624,0,P18077;F8WBS5;F8WB72;C9K025,P18077;F8WBS5;F8WB72;C9K025,6;4;4;4,6;4;4;4,6;4;4;4,60S ribosomal protein L35a,RPL35A,sp|P18077|RL35A_HUMAN 60S ribosomal protein L35a OS=Homo sapiens OX=9606 GN=RPL35A PE=1 SV=2;tr|F8WBS5|F8WBS5_HUMAN 60S ribosomal protein L35a OS=Homo sapiens OX=9606 GN=RPL35A PE=1 SV=1;tr|F8WB72|F8WB72_HUMAN 60S ribosomal protein L35a OS=Homo sapiens OX=,6,6,31.8,110
RPL7,0.4254201558,0.0239187910278157,0,P18124;A8MUD9;C9JIJ5;C9JZ88,P18124;A8MUD9,23;20;7;5,23;20;7;5,23;20;7;5,60S ribosomal protein L7,RPL7,sp|P18124|RL7_HUMAN 60S ribosomal protein L7 OS=Homo sapiens OX=9606 GN=RPL7 PE=1 SV=1;tr|A8MUD9|A8MUD9_HUMAN 60S ribosomal protein L7 OS=Homo sapiens OX=9606 GN=RPL7 PE=1 SV=1,23,23,62.5,248
VCL,0.1663946663,0.675912488864423,0,P18206;A0A096LPE1,P18206,19;1,19;1,19;1,Vinculin,VCL,sp|P18206|VINC_HUMAN Vinculin OS=Homo sapiens OX=9606 GN=VCL PE=1 SV=4,19,19,23.4,1134
SON,-0.3527431968,0.136834323705086,0,P18583;J3QSZ5,P18583,12;3,12;3,3;1,Protein SON,SON,sp|P18583|SON_HUMAN Protein SON OS=Homo sapiens OX=9606 GN=SON PE=1 SV=4,12,3,7.8,2426
PGAM1;PGAM4,-0.0503657076,0.720937191871117,0,P18669;Q8N0Y7;P15259,P18669;Q8N0Y7,23;12;6,23;12;6,23;12;6,Phosphoglycerate mutase 1;Probable phosphoglycerate mutase 4,PGAM1;PGAM4,sp|P18669|PGAM1_HUMAN Phosphoglycerate mutase 1 OS=Homo sapiens OX=9606 GN=PGAM1 PE=1 SV=2;sp|Q8N0Y7|PGAM4_HUMAN Probable phosphoglycerate mutase 4 OS=Homo sapiens OX=9606 GN=PGAM4 PE=3 SV=1,23,23,73.6,254
RCC1,0.2115756212,0.258531713889048,0,P18754;C9JW69;C9J3R0;C9JMJ4;C9JQZ4;C9JRH2,P18754;C9JW69;C9J3R0;C9JMJ4;C9JQZ4;C9JRH2,12;9;8;8;8;7,12;9;8;8;8;7,12;9;8;8;8;7,Regulator of chromosome condensation,RCC1,sp|P18754|RCC1_HUMAN Regulator of chromosome condensation OS=Homo sapiens OX=9606 GN=RCC1 PE=1 SV=1;tr|C9JW69|C9JW69_HUMAN Regulator of chromosome condensation (Fragment) OS=Homo sapiens OX=9606 GN=RCC1 PE=1 SV=1;tr|C9J3R0|C9J3R0_HUMAN Regulator of chromos,12,12,45.8,421
NCL,0.0927196633,0.568339534720541,0,P19338;H7BY16;C9JYW2;C9JLB1;C9J1H7;C9JWL1,P19338;H7BY16,37;21;3;3;3;3,37;21;3;3;3;3,37;21;3;3;3;3,Nucleolin,NCL,sp|P19338|NUCL_HUMAN Nucleolin OS=Homo sapiens OX=9606 GN=NCL PE=1 SV=3;tr|H7BY16|H7BY16_HUMAN Nucleolin (Fragment) OS=Homo sapiens OX=9606 GN=NCL PE=1 SV=8,37,37,47.9,710
HK1,-0.0140140244,0.932117072916717,0,P19367;B1AR62;Q2TB90;P52790,P19367,37;5;3;2,37;5;3;2,33;4;2;0,Hexokinase-1,HK1,sp|P19367|HXK1_HUMAN Hexokinase-1 OS=Homo sapiens OX=9606 GN=HK1 PE=1 SV=3,37,33,43,917
EIF2AK2,-0.5045102817,0.0149817169293781,0,P19525;F8WBH4;C9JZT2,P19525,5;2;2,5;2;2,5;2;2,"Interferon-induced, double-stranded RNA-activated protein kinase",EIF2AK2,"sp|P19525|E2AK2_HUMAN Interferon-induced, double-stranded RNA-activated protein kinase OS=Homo sapiens OX=9606 GN=EIF2AK2 PE=1 SV=2",5,5,12.3,551
CSNK2A2,-0.0842543579,0.546124627138875,0,P19784;H3BNI9;H3BSA1;H3BV19,P19784;H3BNI9;H3BSA1,8;4;4;2,8;4;4;2,8;4;4;2,Casein kinase II subunit alpha,CSNK2A2,sp|P19784|CSK22_HUMAN Casein kinase II subunit alpha OS=Homo sapiens OX=9606 GN=CSNK2A2 PE=1 SV=1;tr|H3BNI9|H3BNI9_HUMAN Casein kinase II subunit alpha (Fragment) OS=Homo sapiens OX=9606 GN=CSNK2A2 PE=1 SV=1;tr|H3BSA1|H3BSA1_HUMAN Casein kinase II subuni,8,8,33.1,350
EIF2S2,0.5579770815,0.0658492305145423,0,P20042,P20042,4,4,4,Eukaryotic translation initiation factor 2 subunit 2,EIF2S2,sp|P20042|IF2B_HUMAN Eukaryotic translation initiation factor 2 subunit 2 OS=Homo sapiens OX=9606 GN=EIF2S2 PE=1 SV=2,4,4,13.5,333
ANXA7,-0.1297739811,0.558168555225824,0,P20073,P20073,10,10,10,Annexin A7,ANXA7,sp|P20073|ANXA7_HUMAN Annexin A7 OS=Homo sapiens OX=9606 GN=ANXA7 PE=1 SV=3,10,10,31.6,488
BTF3,-0.0831517608,0.505220978227982,0,P20290;D6RDG3;H0Y9Y1;E9PPC3,P20290;D6RDG3,6;3;2;1,6;3;2;1,5;2;2;0,Transcription factor BTF3,BTF3,sp|P20290|BTF3_HUMAN Transcription factor BTF3 OS=Homo sapiens OX=9606 GN=BTF3 PE=1 SV=1;tr|D6RDG3|D6RDG3_HUMAN Transcription factor BTF3 (Fragment) OS=Homo sapiens OX=9606 GN=BTF3 PE=1 SV=3,6,5,37.9,206
RAB6A;RAB6B,0.1898708325,0.199244018854626,0,P20340;F5H3K7;C9JU14;J3KR73;C9JB90;F5GX61;C9J0I2,P20340;F5H3K7;C9JU14;J3KR73,6;3;3;3;2;2;1,6;3;3;3;2;2;1,2;2;0;0;0;1;0,Ras-related protein Rab-6A,RAB6A;RAB6B,sp|P20340|RAB6A_HUMAN Ras-related protein Rab-6A OS=Homo sapiens OX=9606 GN=RAB6A PE=1 SV=3;tr|F5H3K7|F5H3K7_HUMAN Ras-related protein Rab-6A (Fragment) OS=Homo sapiens OX=9606 GN=RAB6A PE=1 SV=1;tr|C9JU14|C9JU14_HUMAN Ras-related protein Rab-6B (Fragment),6,2,27.9,208
PSMB1,0.1823133297,0.317007677249544,0,P20618,P20618,7,7,7,Proteasome subunit beta type-1,PSMB1,sp|P20618|PSB1_HUMAN Proteasome subunit beta type-1 OS=Homo sapiens OX=9606 GN=PSMB1 PE=1 SV=2,7,7,43.2,241
M6PR,0.1319418315,0.310280554464935,0,P20645;F5GX30;H0YGT2;H0YF90;H0YGE9,P20645;F5GX30;H0YGT2;H0YF90,4;3;2;2;1,4;3;2;2;1,4;3;2;2;1,Cation-dependent mannose-6-phosphate receptor,M6PR,sp|P20645|MPRD_HUMAN Cation-dependent mannose-6-phosphate receptor OS=Homo sapiens OX=9606 GN=M6PR PE=1 SV=1;tr|F5GX30|F5GX30_HUMAN Cation-dependent mannose-6-phosphate receptor OS=Homo sapiens OX=9606 GN=M6PR PE=1 SV=2;tr|H0YGT2|H0YGT2_HUMAN Cation-depend,4,4,18.4,277
COX5A,-0.0738319399,0.581805994479983,0,P20674;H3BNX8;H3BRM5;H3BV69;H3BRI0,P20674;H3BNX8;H3BRM5;H3BV69,8;7;4;4;3,8;7;4;4;3,8;7;4;4;3,"Cytochrome c oxidase subunit 5A, mitochondrial",COX5A,"sp|P20674|COX5A_HUMAN Cytochrome c oxidase subunit 5A, mitochondrial OS=Homo sapiens OX=9606 GN=COX5A PE=1 SV=2;tr|H3BNX8|H3BNX8_HUMAN Cytochrome c oxidase subunit 5A, mitochondrial OS=Homo sapiens OX=9606 GN=COX5A PE=1 SV=1;tr|H3BRM5|H3BRM5_HUMAN Cytochro",8,8,46,150
LMNB1,-0.3593088153,0.0355350022062514,0,P20700;E9PBF6;A0A0D9SFE5;A0A0D9SFY5,P20700;E9PBF6;A0A0D9SFE5,44;36;29;15,43;35;29;15,39;34;28;14,Lamin-B1,LMNB1,"sp|P20700|LMNB1_HUMAN Lamin-B1 OS=Homo sapiens OX=9606 GN=LMNB1 PE=1 SV=2;tr|E9PBF6|E9PBF6_HUMAN Lamin-B1 OS=Homo sapiens OX=9606 GN=LMNB1 PE=1 SV=1;tr|A0A0D9SFE5|A0A0D9SFE5_HUMAN Lamin B1, isoform CRA_a OS=Homo sapiens OX=9606 GN=LMNB1 PE=1 SV=1",44,39,62.5,586
ATP6V1B2,-0.3010649252,0.171715892503941,0,P21281;H0YC04;P15313;C9JNS9;C9JL73;H0YAT8;E5RGH6;H0YC45,P21281;H0YC04,12;8;3;3;3;2;2;1,12;8;3;3;3;2;2;1,12;8;3;3;3;2;2;1,"V-type proton ATPase subunit B, brain isoform",ATP6V1B2,"sp|P21281|VATB2_HUMAN V-type proton ATPase subunit B, brain isoform OS=Homo sapiens OX=9606 GN=ATP6V1B2 PE=1 SV=3;tr|H0YC04|H0YC04_HUMAN V-type proton ATPase subunit B, brain isoform (Fragment) OS=Homo sapiens OX=9606 GN=ATP6V1B2 PE=1 SV=1",12,12,33.1,511
ATP6V1C1,-0.53073092,0.0334316282103978,0,P21283;E7EV59,P21283;E7EV59,5;4,5;4,5;4,V-type proton ATPase subunit C 1,ATP6V1C1,sp|P21283|VATC1_HUMAN V-type proton ATPase subunit C 1 OS=Homo sapiens OX=9606 GN=ATP6V1C1 PE=1 SV=4;tr|E7EV59|E7EV59_HUMAN V-type proton ATPase subunit C OS=Homo sapiens OX=9606 GN=ATP6V1C1 PE=1 SV=1,5,5,17,382
VDAC1,0.1651272771,0.232356107511445,0,P21796;C9JI87,P21796;C9JI87,30;18,30;18,30;18,Voltage-dependent anion-selective channel protein 1,VDAC1,sp|P21796|VDAC1_HUMAN Voltage-dependent anion-selective channel protein 1 OS=Homo sapiens OX=9606 GN=VDAC1 PE=1 SV=2;tr|C9JI87|C9JI87_HUMAN Voltage-dependent anion-selective channel protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=VDAC1 PE=1 SV=6,30,30,94,283
SDHB,-0.109707769,0.685898463429217,0,P21912;A0A087WWT1;A0A087WXX8,P21912;A0A087WWT1;A0A087WXX8,7;5;4,7;5;4,7;5;4,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial",SDHB,"sp|P21912|SDHB_HUMAN Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial OS=Homo sapiens OX=9606 GN=SDHB PE=1 SV=3;tr|A0A087WWT1|A0A087WWT1_HUMAN Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial (Fragment) OS=Homo",7,7,28.9,280
TGM2,0.6276090347,0.123272697400298,0,P21980;A2A299;A2A2A0,P21980,26;7;5,26;7;5,26;7;5,Protein-glutamine gamma-glutamyltransferase 2,TGM2,sp|P21980|TGM2_HUMAN Protein-glutamine gamma-glutamyltransferase 2 OS=Homo sapiens OX=9606 GN=TGM2 PE=1 SV=2,26,26,39,687
FBL,0.1751674887,0.374483475467364,0,P22087;M0QXL5;M0R299;M0R2Q4;M0R0P1;M0R2U2;M0R1H0;M0R2B0;A6NHQ2,P22087;M0QXL5;M0R299;M0R2Q4;M0R0P1,17;16;15;15;14;7;7;7;1,17;16;15;15;14;7;7;7;1,17;16;15;15;14;7;7;7;1,rRNA 2-O-methyltransferase fibrillarin,FBL,sp|P22087|FBRL_HUMAN rRNA 2-O-methyltransferase fibrillarin OS=Homo sapiens OX=9606 GN=FBL PE=1 SV=2;tr|M0QXL5|M0QXL5_HUMAN rRNA 2-O-methyltransferase fibrillarin (Fragment) OS=Homo sapiens OX=9606 GN=FBL PE=1 SV=1;tr|M0R299|M0R299_HUMAN rRNA 2-O-methyl,17,17,61.4,321
GART,0.1845331928,0.256961759491045,0,P22102;F8WD69;C9JBJ1;C9JTV6;C9JZG2;C9JKQ7;H7C366;A0A140TA71,P22102,27;13;11;11;7;7;4;2,27;13;11;11;7;7;4;2,27;13;11;11;7;7;4;2,Trifunctional purine biosynthetic protein adenosine-3;Phosphoribosylamine--glycine ligase;Phosphoribosylformylglycinamidine cyclo-ligase;Phosphoribosylglycinamide formyltransferase,GART,sp|P22102|PUR2_HUMAN Trifunctional purine biosynthetic protein adenosine-3 OS=Homo sapiens OX=9606 GN=GART PE=1 SV=1,27,27,38,1010
PAICS,0.2380394737,0.130047477523356,0,P22234;E9PBS1;D6RF62,P22234;E9PBS1;D6RF62,23;22;15,23;22;15,23;22;15,Multifunctional protein ADE2;Phosphoribosylaminoimidazole-succinocarboxamide synthase;Phosphoribosylaminoimidazole carboxylase,PAICS,sp|P22234|PUR6_HUMAN Multifunctional protein ADE2 OS=Homo sapiens OX=9606 GN=PAICS PE=1 SV=3;tr|E9PBS1|E9PBS1_HUMAN Multifunctional protein ADE2 (Fragment) OS=Homo sapiens OX=9606 GN=PAICS PE=1 SV=1;tr|D6RF62|D6RF62_HUMAN Multifunctional protein ADE2 OS=Ho,23,23,50.8,425
SCP2,-0.5875233184,0.230949632636519,0,P22307;H0YF61;H0YD06;H0YCB0;E9PLD1,P22307;H0YF61,10;5;1;1;1,10;5;1;1;1,10;5;1;1;1,Non-specific lipid-transfer protein,SCP2,sp|P22307|NLTP_HUMAN Non-specific lipid-transfer protein OS=Homo sapiens OX=9606 GN=SCP2 PE=1 SV=2;tr|H0YF61|H0YF61_HUMAN Non-specific lipid-transfer protein (Fragment) OS=Homo sapiens OX=9606 GN=SCP2 PE=1 SV=1,10,10,20.3,547
UBA1,-0.1691243104,0.229058476533319,0,P22314;Q5JRR6;Q5JRR9;Q5JRS0;Q5JRS1;Q5JRS3;Q5JRS2,P22314,36;10;9;9;7;7;7,36;10;9;9;7;7;7,36;10;9;9;7;7;7,Ubiquitin-like modifier-activating enzyme 1,UBA1,sp|P22314|UBA1_HUMAN Ubiquitin-like modifier-activating enzyme 1 OS=Homo sapiens OX=9606 GN=UBA1 PE=1 SV=3,36,36,41.2,1058
FDXR,0.0358545621,0.910273187260612,0,P22570;A0A0C4DFN8;A0A0A0MSZ4;A0A0A0MTN9;A0A0A0MTR6;A0A0A0MT64;A0A0C4DGN7;J3QQX3;J3QKZ8;J3QQW7,P22570;A0A0C4DFN8;A0A0A0MSZ4;A0A0A0MTN9;A0A0A0MTR6;A0A0A0MT64;A0A0C4DGN7;J3QQX3,31;28;28;27;27;27;26;25;7;3,31;28;28;27;27;27;26;25;7;3,31;28;28;27;27;27;26;25;7;3,"NADPH:adrenodoxin oxidoreductase, mitochondrial",FDXR,"sp|P22570|ADRO_HUMAN NADPH:adrenodoxin oxidoreductase, mitochondrial OS=Homo sapiens OX=9606 GN=FDXR PE=1 SV=3;tr|A0A0C4DFN8|A0A0C4DFN8_HUMAN NADPH:adrenodoxin oxidoreductase, mitochondrial OS=Homo sapiens OX=9606 GN=FDXR PE=1 SV=1;tr|A0A0A0MSZ4|A0A0A0MSZ4",31,31,67.6,491
HNRNPA2B1,0.1273476422,0.447649574676263,0,P22626;A0A087WUI2,P22626;A0A087WUI2,35;24,35;24,35;24,Heterogeneous nuclear ribonucleoproteins A2/B1,HNRNPA2B1,sp|P22626|ROA2_HUMAN Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Homo sapiens OX=9606 GN=HNRNPA2B1 PE=1 SV=2;tr|A0A087WUI2|A0A087WUI2_HUMAN Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Homo sapiens OX=9606 GN=HNRNPA2B1 PE=1 SV=1,35,35,73.1,353
UQCRC2,-0.0152143009,0.91647669612216,0,P22695;H3BRG4;H3BSJ9;H3BP04;H3BUE4;H3BUI9;A0A087WVZ4,P22695;H3BRG4;H3BSJ9;H3BP04,15;14;13;8;4;4;2,15;14;13;8;4;4;2,15;14;13;8;4;4;2,"Cytochrome b-c1 complex subunit 2, mitochondrial",UQCRC2,"sp|P22695|QCR2_HUMAN Cytochrome b-c1 complex subunit 2, mitochondrial OS=Homo sapiens OX=9606 GN=UQCRC2 PE=1 SV=3;tr|H3BRG4|H3BRG4_HUMAN Cytochrome b-c1 complex subunit 2, mitochondrial OS=Homo sapiens OX=9606 GN=UQCRC2 PE=1 SV=1;tr|H3BSJ9|H3BSJ9_HUMAN Cyt",15,15,43.7,453
