Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Peptides,Unique peptides,Sequence coverage [%],Intensity TLE1-N1,Intensity TLE1-N2,Intensity BirA-alone-N1,Intensity BirA-alone-N2
Q8NHV4,Q8NHV4,9,9,9,Protein NEDD1,NEDD1,sp|Q8NHV4|NEDD1_HUMAN Protein NEDD1 OS=Homo sapiens OX=9606 GN=NEDD1 PE=1 SV=1,9,9,23.0,25.8833195346114,25.5244118399588,27.2070412877363,26.9858744145607
Q12857;B1AKN5;B1AKN8;B1AKN6;A0A590UK09;B1AKN7;A0A590UK73;A0A590UJ82;S4R3K4;A0A590UK38;A0A590UJU2;S4R308;S4R3K5;A0A590UJA3;S4R3W2,Q12857;B1AKN5;B1AKN8;B1AKN6;A0A590UK09;B1AKN7;A0A590UK73;A0A590UJ82,13;13;13;12;12;11;8;7;6;6;4;3;3;2;2,13;13;13;12;12;11;8;7;6;6;4;3;3;2;2,9;9;9;8;8;7;4;3;3;6;4;1;3;2;2,Nuclear factor 1 A-type;Nuclear factor 1,NFIA,sp|Q12857|NFIA_HUMAN Nuclear factor 1 A-type OS=Homo sapiens OX=9606 GN=NFIA PE=1 SV=2;tr|B1AKN5|B1AKN5_HUMAN Nuclear factor 1 OS=Homo sapiens OX=9606 GN=NFIA PE=1 SV=1;tr|B1AKN8|B1AKN8_HUMAN Nuclear factor 1 OS=Homo sapiens OX=9606 GN=NFIA PE=1 SV=1;tr|B1,13,9,42.0,30.0877780813555,29.5691353462589,23.5808391198214,24.0653786604302
P51843;A6NNU8,P51843,9;1,9;1,9;1,Nuclear receptor subfamily 0 group B member 1,NR0B1,sp|P51843|NR0B1_HUMAN Nuclear receptor subfamily 0 group B member 1 OS=Homo sapiens OX=9606 GN=NR0B1 PE=1 SV=2,9,9,24.7,28.3381987722235,27.094463368699,4.43729856701432,4.39899271413031
P13056;A0A087WUK4,P13056;A0A087WUK4,9;5,9;5,9;5,Nuclear receptor subfamily 2 group C member 1,NR2C1,sp|P13056|NR2C1_HUMAN Nuclear receptor subfamily 2 group C member 1 OS=Homo sapiens OX=9606 GN=NR2C1 PE=1 SV=2;tr|A0A087WUK4|A0A087WUK4_HUMAN Nuclear receptor subfamily 2 group C member 1 OS=Homo sapiens OX=9606 GN=NR2C1 PE=1 SV=1,9,9,22.1,27.7710873219548,28.1406807167235,24.9628314183747,23.5078488269455
Q9UKK9;A6NFX8;A6NJU6;A6NCQ0;H0YEY4;C9JYY9,Q9UKK9;A6NFX8;A6NJU6;A6NCQ0,9;9;7;5;3;2,9;9;7;5;3;2,9;9;7;5;3;2,ADP-sugar pyrophosphatase,NUDT5,sp|Q9UKK9|NUDT5_HUMAN ADP-sugar pyrophosphatase OS=Homo sapiens OX=9606 GN=NUDT5 PE=1 SV=1;tr|A6NFX8|A6NFX8_HUMAN ADP-sugar pyrophosphatase OS=Homo sapiens OX=9606 GN=NUDT5 PE=1 SV=1;tr|A6NJU6|A6NJU6_HUMAN ADP-sugar pyrophosphatase OS=Homo sapiens OX=9606,9,9,39.7,24.1740186430019,23.795247533955,29.3524551442997,29.2134058900053
O15294;C9JZL3,O15294,9;4,9;4,9;4,UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit,OGT,sp|O15294|OGT1_HUMAN UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit OS=Homo sapiens OX=9606 GN=OGT PE=1 SV=3,9,9,9.2,26.4564628347729,32.3841701810626,23.3439436444442,22.691917276484
Q9UKK3,Q9UKK3,9,9,9,Poly [ADP-ribose] polymerase 4,PARP4,sp|Q9UKK3|PARP4_HUMAN Protein mono-ADP-ribosyltransferase PARP4 OS=Homo sapiens OX=9606 GN=PARP4 PE=1 SV=3,9,9,5.9,4.55156783181132,4.41900817165282,26.2948272710322,25.8612648989079
P18669;P15259;Q8N0Y7,P18669,9;3;3,9;3;3,9;3;3,Phosphoglycerate mutase 1,PGAM1,sp|P18669|PGAM1_HUMAN Phosphoglycerate mutase 1 OS=Homo sapiens OX=9606 GN=PGAM1 PE=1 SV=2,9,9,49.2,4.55156783181132,4.41900817165282,27.5571313092905,27.992480618912
O15173;U3KQM0;O00264;U3KPU8,O15173;U3KQM0,9;5;1;1,9;5;1;1,9;5;1;1,Membrane-associated progesterone receptor component 2,PGRMC2,sp|O15173|PGRC2_HUMAN Membrane-associated progesterone receptor component 2 OS=Homo sapiens OX=9606 GN=PGRMC2 PE=1 SV=1;tr|U3KQM0|U3KQM0_HUMAN Membrane-associated progesterone receptor component 2 OS=Homo sapiens OX=9606 GN=PGRMC2 PE=1 SV=1,9,9,33.2,4.55156783181132,4.41900817165282,29.7286139814864,29.1993150259376
P54277;Q3BDU3;Q5FBZ9;B7ZAA0;E9PC65;Q5FBZ4;C9JF76;F8W8L1;Q5XG96;E9PC40;C9J4L1;C9JKP0;Q5FBZ7,P54277;Q3BDU3;Q5FBZ9;B7ZAA0;E9PC65,13;10;10;8;7;6;5;4;4;4;3;1;1,13;10;10;8;7;6;5;4;4;4;3;1;1,9;8;8;4;5;6;5;4;4;4;3;1;1,PMS1 protein homolog 1,PMS1,sp|P54277|PMS1_HUMAN PMS1 protein homolog 1 OS=Homo sapiens OX=9606 GN=PMS1 PE=1 SV=1;tr|Q3BDU3|Q3BDU3_HUMAN PMS1 protein homolog 1 OS=Homo sapiens OX=9606 GN=PMS1 PE=1 SV=1;tr|Q5FBZ9|Q5FBZ9_HUMAN PMS1 nirs variant 1 OS=Homo sapiens OX=9606 GN=PMS1 PE=1 SV,13,9,16.0,27.4638855286569,27.0337017597947,25.4178324320001,25.6934920621348
P24928,P24928,9,9,9,DNA-directed RNA polymerase II subunit RPB1,POLR2A,sp|P24928|RPB1_HUMAN DNA-directed RNA polymerase II subunit RPB1 OS=Homo sapiens OX=9606 GN=POLR2A PE=1 SV=2,9,9,5.2,26.8155558774296,24.6261702226803,25.0200918259408,23.6256687161239
O15355,O15355,9,9,9,Protein phosphatase 1G,PPM1G,sp|O15355|PPM1G_HUMAN Protein phosphatase 1G OS=Homo sapiens OX=9606 GN=PPM1G PE=1 SV=1,9,9,20.9,4.55156783181132,4.41900817165282,27.549660363308,27.7699531276819
Q96SB3,Q96SB3,10,10,9,Neurabin-2,PPP1R9B,sp|Q96SB3|NEB2_HUMAN Neurabin-2 OS=Homo sapiens OX=9606 GN=PPP1R9B PE=1 SV=3,10,9,18.8,4.55156783181132,4.41900817165282,26.667632197196,26.8705600080997
O43242;H0YGV8,O43242,9;1,9;1,9;1,26S proteasome non-ATPase regulatory subunit 3,PSMD3,sp|O43242|PSMD3_HUMAN 26S proteasome non-ATPase regulatory subunit 3 OS=Homo sapiens OX=9606 GN=PSMD3 PE=1 SV=2,9,9,22.3,4.55156783181132,4.41900817165282,24.8937936666838,26.4711616748551
Q9NPQ8;H0YEN0;E9PSI0;H0YE35;Q9NVN3;E9PLE5;E9PI04;B7WPL0,Q9NPQ8;H0YEN0,9;5;3;2;1;1;1;1,9;5;3;2;1;1;1;1,9;5;3;2;1;1;1;1,Synembryn-A,RIC8A,sp|Q9NPQ8|RIC8A_HUMAN Synembryn-A OS=Homo sapiens OX=9606 GN=RIC8A PE=1 SV=3;tr|H0YEN0|H0YEN0_HUMAN Synembryn-A (Fragment) OS=Homo sapiens OX=9606 GN=RIC8A PE=1 SV=8,9,9,20.2,4.55156783181132,4.41900817165282,27.380552089938,26.7076725573973
O43148;K7EP06,O43148;K7EP06,9;6,9;6,9;6,mRNA cap guanine-N7 methyltransferase,RNMT,sp|O43148|MCES_HUMAN mRNA cap guanine-N7 methyltransferase OS=Homo sapiens OX=9606 GN=RNMT PE=1 SV=1;tr|K7EP06|K7EP06_HUMAN mRNA cap guanine-N7 methyltransferase OS=Homo sapiens OX=9606 GN=RNMT PE=1 SV=1,9,9,25.0,26.1892958297436,24.8864162723293,27.4859271853377,27.4025934083909
Q8WVM8;J3KNG4;G3V4I1;G3V5F3;G3V2M8;G3V3K9;G3V363;H0YJS6;H0YJY1,Q8WVM8,9;4;3;3;3;2;2;2;1,9;4;3;3;3;2;2;2;1,9;4;3;3;3;2;2;2;1,Sec1 family domain-containing protein 1,SCFD1,sp|Q8WVM8|SCFD1_HUMAN Sec1 family domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SCFD1 PE=1 SV=4,9,9,20.7,4.55156783181132,4.41900817165282,26.2796593187012,26.7139771342515
Q99961;M0QYE0;M0R0I3;Q99962;M0R2K6,Q99961;M0QYE0;M0R0I3,9;7;7;2;1,9;7;7;2;1,9;7;7;2;1,Endophilin-A2,SH3GL1,sp|Q99961|SH3G1_HUMAN Endophilin-A2 OS=Homo sapiens OX=9606 GN=SH3GL1 PE=1 SV=1;tr|M0QYE0|M0QYE0_HUMAN Endophilin-A2 (Fragment) OS=Homo sapiens OX=9606 GN=SH3GL1 PE=1 SV=8;tr|M0R0I3|M0R0I3_HUMAN Endophilin-A2 (Fragment) OS=Homo sapiens OX=9606 GN=SH3GL1 PE,9,9,31.8,4.55156783181132,4.41900817165282,27.9157021638652,27.990480291953
Q96FS4;F6RY50;E9PIB3,Q96FS4;F6RY50,9;7;2,9;7;2,9;7;2,Signal-induced proliferation-associated protein 1,SIPA1,sp|Q96FS4|SIPA1_HUMAN Signal-induced proliferation-associated protein 1 OS=Homo sapiens OX=9606 GN=SIPA1 PE=1 SV=1;tr|F6RY50|F6RY50_HUMAN Signal-induced proliferation-associated protein 1 OS=Homo sapiens OX=9606 GN=SIPA1 PE=1 SV=1,9,9,12.6,4.55156783181132,4.41900817165282,27.1334964280578,26.9881520976905
O43166;H0YJY2;Q9P2F8,O43166,38;7;1,38;7;1,9;2;0,Signal-induced proliferation-associated 1-like protein 1,SIPA1L1,sp|O43166|SI1L1_HUMAN Signal-induced proliferation-associated 1-like protein 1 OS=Homo sapiens OX=9606 GN=SIPA1L1 PE=1 SV=4,38,9,31.8,4.55156783181132,4.41900817165282,29.8392854722865,29.6161594137388
Q5MIZ7,Q5MIZ7,11,9,9,Serine/threonine-protein phosphatase 4 regulatory subunit 3B,SMEK2,sp|Q5MIZ7|P4R3B_HUMAN Serine/threonine-protein phosphatase 4 regulatory subunit 3B OS=Homo sapiens OX=9606 GN=PPP4R3B PE=1 SV=2,11,9,17.9,25.4824384594318,23.9494014193233,25.5878361041185,24.3118824352119
P53814;A0A087X1R1;A0A087WVP4;C9JGQ0;H7C372;C9JP19;C9JQZ8;H7BZZ8;B5MCI0,P53814;A0A087X1R1;A0A087WVP4,9;7;6;2;2;1;1;1;1,9;7;6;2;2;1;1;1;1,9;7;6;2;2;1;1;1;1,Smoothelin,SMTN,sp|P53814|SMTN_HUMAN Smoothelin OS=Homo sapiens OX=9606 GN=SMTN PE=1 SV=7;tr|A0A087X1R1|A0A087X1R1_HUMAN Smoothelin OS=Homo sapiens OX=9606 GN=SMTN PE=1 SV=1;tr|A0A087WVP4|A0A087WVP4_HUMAN Smoothelin OS=Homo sapiens OX=9606 GN=SMTN PE=1 SV=1,9,9,12.9,26.8295350009736,26.8732617949855,23.6111049680254,22.9787404795674
Q9Y5X3;Q5QPE4;Q5QPE5;A0A087WUY5;U3KQL0;U3KQP5,Q9Y5X3;Q5QPE4;Q5QPE5,9;7;6;4;1;1,9;7;6;4;1;1,9;7;6;4;1;1,Sorting nexin-5,SNX5,sp|Q9Y5X3|SNX5_HUMAN Sorting nexin-5 OS=Homo sapiens OX=9606 GN=SNX5 PE=1 SV=1;tr|Q5QPE4|Q5QPE4_HUMAN Sorting nexin-5 (Fragment) OS=Homo sapiens OX=9606 GN=SNX5 PE=1 SV=7;tr|Q5QPE5|Q5QPE5_HUMAN Sorting nexin-5 (Fragment) OS=Homo sapiens OX=9606 GN=SNX5 PE=,9,9,26.2,4.55156783181132,4.41900817165282,27.3516972272658,27.5032453792951
Q01082;A0A087WUZ3;F8W6C1,Q01082;A0A087WUZ3,9;8;3,9;8;3,9;8;3,"Spectrin beta chain, non-erythrocytic 1",SPTBN1,"sp|Q01082|SPTB2_HUMAN Spectrin beta chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTBN1 PE=1 SV=2;tr|A0A087WUZ3|A0A087WUZ3_HUMAN Spectrin beta chain OS=Homo sapiens OX=9606 GN=SPTBN1 PE=1 SV=1",9,9,4.7,4.55156783181132,4.41900817165282,26.1771212755799,24.2732697332516
Q92783;A6NMU3;C9J1E5,Q92783,11;4;1,11;4;1,9;4;1,Signal transducing adapter molecule 1,STAM,sp|Q92783|STAM1_HUMAN Signal transducing adapter molecule 1 OS=Homo sapiens OX=9606 GN=STAM PE=1 SV=3,11,9,26.7,26.4803081875504,25.9926534899255,27.9816892997096,27.3632750932902
Q15545;A0A096LPC3,Q15545,9;2,9;2,9;2,Transcription initiation factor TFIID subunit 7,TAF7,sp|Q15545|TAF7_HUMAN Transcription initiation factor TFIID subunit 7 OS=Homo sapiens OX=9606 GN=TAF7 PE=1 SV=1,9,9,31.2,24.2415450616947,23.1218199446904,27.4213362663324,27.0849685970592
A0A024RAC6;Q14241,A0A024RAC6;Q14241,9;8,9;8,9;8,Transcription elongation factor B polypeptide 3,TCEB3,tr|A0A024RAC6|A0A024RAC6_HUMAN Elongin-A OS=Homo sapiens OX=9606 GN=ELOA PE=1 SV=1;sp|Q14241|ELOA1_HUMAN Elongin-A OS=Homo sapiens OX=9606 GN=ELOA PE=1 SV=2,9,9,14.8,23.4540010176581,23.2298602999443,27.4469530299611,26.5100846738616
P02786;G3V0E5;H7C3V5,P02786;G3V0E5,9;9;3,9;9;3,9;9;3,"Transferrin receptor protein 1;Transferrin receptor protein 1, serum form",TFRC,"sp|P02786|TFR1_HUMAN Transferrin receptor protein 1 OS=Homo sapiens OX=9606 GN=TFRC PE=1 SV=2;tr|G3V0E5|G3V0E5_HUMAN Transferrin receptor (P90, CD71), isoform CRA_c OS=Homo sapiens OX=9606 GN=TFRC PE=1 SV=1",9,9,13.8,4.55156783181132,4.41900817165282,26.6702013159945,26.3902294518156
Q92574;A0A2R8Y5N2;A0A2R8Y5S3;A0A2R8YFV7;A0A2R8Y6S1;Q86WV8;A0A2R8Y7E9;A0A2R8Y6W1;Q59IT9;A0A2R8Y5J1;A0A2R8Y5Q4;A0A2R8Y6N1;A0A2R8YEH9;A0A2R8YGL0;A0A2R8Y5F8;A0A2R8Y6S8;A0A2R8Y5U8;A0A2R8YGX7;A0A2R8YD74,Q92574;A0A2R8Y5N2;A0A2R8Y5S3;A0A2R8YFV7;A0A2R8Y6S1,9;9;9;9;6;3;3;3;3;2;2;2;2;2;2;2;1;1;1,9;9;9;9;6;3;3;3;3;2;2;2;2;2;2;2;1;1;1,9;9;9;9;6;3;3;3;3;2;2;2;2;2;2;2;1;1;1,Hamartin,TSC1,sp|Q92574|TSC1_HUMAN Hamartin OS=Homo sapiens OX=9606 GN=TSC1 PE=1 SV=2;tr|A0A2R8Y5N2|A0A2R8Y5N2_HUMAN Hamartin OS=Homo sapiens OX=9606 GN=TSC1 PE=1 SV=1;tr|A0A2R8Y5S3|A0A2R8Y5S3_HUMAN Hamartin OS=Homo sapiens OX=9606 GN=TSC1 PE=1 SV=1;tr|A0A2R8YFV7|A0A2R8,9,9,11.2,4.55156783181132,4.41900817165282,26.3524551442997,26.6204482807974
P26368;K7ENG2,P26368;K7ENG2,9;7,9;7,9;7,Splicing factor U2AF 65 kDa subunit,U2AF2,sp|P26368|U2AF2_HUMAN Splicing factor U2AF 65 kDa subunit OS=Homo sapiens OX=9606 GN=U2AF2 PE=1 SV=4;tr|K7ENG2|K7ENG2_HUMAN U2 snRNP auxiliary factor large subunit OS=Homo sapiens OX=9606 GN=U2AF2 PE=1 SV=1,9,9,33.7,27.2880645570297,27.3327894314844,26.2612841950751,24.6326739931023
P45974;Q92995;H7C5J3,P45974,9;1;1,9;1;1,9;1;1,Ubiquitin carboxyl-terminal hydrolase 5,USP5,sp|P45974|UBP5_HUMAN Ubiquitin carboxyl-terminal hydrolase 5 OS=Homo sapiens OX=9606 GN=USP5 PE=1 SV=2,9,9,13.2,4.55156783181132,4.41900817165282,26.8819203313585,26.557832469261
Q8NI36;A0A0A0MTB8,Q8NI36;A0A0A0MTB8,9;9,9;9,9;9,WD repeat-containing protein 36,WDR36,sp|Q8NI36|WDR36_HUMAN WD repeat-containing protein 36 OS=Homo sapiens OX=9606 GN=WDR36 PE=1 SV=1;tr|A0A0A0MTB8|A0A0A0MTB8_HUMAN WD repeat-containing protein 36 OS=Homo sapiens OX=9606 GN=WDR36 PE=1 SV=1,9,9,11.5,26.4955655867838,24.9082987900013,25.7531002219425,26.3442823609111
Q8WU90;H7C466;F8WB26,Q8WU90,9;1;1,9;1;1,9;1;1,Zinc finger CCCH domain-containing protein 15,ZC3H15,sp|Q8WU90|ZC3HF_HUMAN Zinc finger CCCH domain-containing protein 15 OS=Homo sapiens OX=9606 GN=ZC3H15 PE=1 SV=1,9,9,27.0,4.55156783181132,4.41900817165282,27.7642687427043,27.985765863713
Q9UG63;C9JHK9;C9JZV3,Q9UG63;C9JHK9;C9JZV3,10;6;6,10;6;6,10;6;6,ATP-binding cassette sub-family F member 2,ABCF2,sp|Q9UG63|ABCF2_HUMAN ATP-binding cassette sub-family F member 2 OS=Homo sapiens OX=9606 GN=ABCF2 PE=1 SV=2;tr|C9JHK9|C9JHK9_HUMAN ATP-binding cassette sub-family F member 2 (Fragment) OS=Homo sapiens OX=9606 GN=ABCF2 PE=1 SV=1;tr|C9JZV3|C9JZV3_HUMAN ATP-b,10,10,20.1,4.55156783181132,4.41900817165282,27.0952685564084,26.4249116808208
P35611;E7EV99;E7ENY0;A0A0A0MSR2;H0Y9H2;D6RAH3;D6RF25;P35612;D6RJE2;H0YFD8,P35611;E7EV99;E7ENY0;A0A0A0MSR2;H0Y9H2,10;10;10;7;6;2;2;1;1;1,10;10;10;7;6;2;2;1;1;1,10;10;10;7;6;2;2;1;1;1,Alpha-adducin,ADD1,sp|P35611|ADDA_HUMAN Alpha-adducin OS=Homo sapiens OX=9606 GN=ADD1 PE=1 SV=2;tr|E7EV99|E7EV99_HUMAN Alpha-adducin OS=Homo sapiens OX=9606 GN=ADD1 PE=1 SV=1;tr|E7ENY0|E7ENY0_HUMAN Alpha-adducin OS=Homo sapiens OX=9606 GN=ADD1 PE=1 SV=1;tr|A0A0A0MSR2|A0A0A0M,10,10,19.7,4.55156783181132,4.41900817165282,28.1959173326753,27.2819774132684
Q6ULP2;B8ZZI9;A0A0A0MSN6,Q6ULP2;B8ZZI9,10;6;2,10;6;2,10;6;2,Aftiphilin,AFTPH,sp|Q6ULP2|AFTIN_HUMAN Aftiphilin OS=Homo sapiens OX=9606 GN=AFTPH PE=1 SV=3;tr|B8ZZI9|B8ZZI9_HUMAN Aftiphilin (Fragment) OS=Homo sapiens OX=9606 GN=AFTPH PE=1 SV=2,10,10,15.6,4.55156783181132,4.41900817165282,27.854301619201,27.195635785423
Q01433;A0A5F9UK94;H0Y360;A0A590UK85;A0A590UJY6;E9PJF6;A0A590UJX5;E9PIJ1;H0YF16,Q01433;A0A5F9UK94;H0Y360;A0A590UK85;A0A590UJY6,10;10;10;7;7;3;3;2;2,10;10;10;7;7;3;3;2;2,10;10;10;7;7;3;3;2;2,AMP deaminase 2,AMPD2,sp|Q01433|AMPD2_HUMAN AMP deaminase 2 OS=Homo sapiens OX=9606 GN=AMPD2 PE=1 SV=2;tr|A0A5F9UK94|A0A5F9UK94_HUMAN AMP deaminase OS=Homo sapiens OX=9606 GN=AMPD2 PE=1 SV=1;tr|H0Y360|H0Y360_HUMAN AMP deaminase OS=Homo sapiens OX=9606 GN=AMPD2 PE=1 SV=2;tr|A0A5,10,10,13.7,4.55156783181132,4.41900817165282,27.355146740306,27.163653668047
A0A3B3IPE9;A0A087WZG4;Q6ZSZ5;M0QZS0;A0A590UK10,A0A3B3IPE9;A0A087WZG4;Q6ZSZ5;M0QZS0;A0A590UK10,10;10;9;8;8,10;10;9;8;8,10;10;9;8;8,Rho guanine nucleotide exchange factor 18,ARHGEF18,tr|A0A3B3IPE9|A0A3B3IPE9_HUMAN Rho guanine nucleotide exchange factor 18 OS=Homo sapiens OX=9606 GN=ARHGEF18 PE=1 SV=2;tr|A0A087WZG4|A0A087WZG4_HUMAN Rho guanine nucleotide exchange factor 18 OS=Homo sapiens OX=9606 GN=ARHGEF18 PE=1 SV=3;sp|Q6ZSZ5|ARHGI_HU,10,10,14.4,4.55156783181132,4.41900817165282,26.7995885464406,26.0387751810876
Q9UIF8;A0A0A0MR97;H7C092,Q9UIF8,10;3;2,10;3;2,10;3;2,Bromodomain adjacent to zinc finger domain protein 2B,BAZ2B,sp|Q9UIF8|BAZ2B_HUMAN Bromodomain adjacent to zinc finger domain protein 2B OS=Homo sapiens OX=9606 GN=BAZ2B PE=1 SV=3,10,10,6.4,27.6496561532847,27.462169983841,4.43729856701432,4.39899271413031
P27708;F8VPD4;H7BZB3;H7C2E4,P27708;F8VPD4,10;10;1;1,10;10;1;1,10;10;1;1,CAD protein;Glutamine-dependent carbamoyl-phosphate synthase;Aspartate carbamoyltransferase;Dihydroorotase,CAD,sp|P27708|PYR1_HUMAN CAD protein OS=Homo sapiens OX=9606 GN=CAD PE=1 SV=3;tr|F8VPD4|F8VPD4_HUMAN CAD protein OS=Homo sapiens OX=9606 GN=CAD PE=1 SV=1,10,10,5.8,4.55156783181132,4.41900817165282,26.0691950447985,25.6518470345575
P47756;B1AK87;B1AK85;B1AK88,P47756;B1AK87;B1AK85;B1AK88,10;9;9;9,10;9;9;9,10;9;9;9,F-actin-capping protein subunit beta,CAPZB,sp|P47756|CAPZB_HUMAN F-actin-capping protein subunit beta OS=Homo sapiens OX=9606 GN=CAPZB PE=1 SV=4;tr|B1AK87|B1AK87_HUMAN F-actin-capping protein subunit beta OS=Homo sapiens OX=9606 GN=CAPZB PE=1 SV=1;tr|B1AK85|B1AK85_HUMAN F-actin-capping protein subu,10,10,45.8,4.55156783181132,4.41900817165282,28.4771895010659,28.4429654462031
Q86WR0;G3V121;B7Z2L8;Q0VGD4,Q86WR0,10;4;4;1,10;4;4;1,10;4;4;1,Coiled-coil domain-containing protein 25,CCDC25,sp|Q86WR0|CCD25_HUMAN Coiled-coil domain-containing protein 25 OS=Homo sapiens OX=9606 GN=CCDC25 PE=1 SV=2,10,10,49.5,23.0508553955064,22.4738761528344,27.5445844608778,27.6922552554256
O75909;G3V5E1;G3V2Q3;G3V235,O75909;G3V5E1;G3V2Q3,10;8;6;3,10;8;6;3,10;8;6;3,Cyclin-K,CCNK,sp|O75909|CCNK_HUMAN Cyclin-K OS=Homo sapiens OX=9606 GN=CCNK PE=1 SV=2;tr|G3V5E1|G3V5E1_HUMAN Cyclin-K OS=Homo sapiens OX=9606 GN=CCNK PE=1 SV=1;tr|G3V2Q3|G3V2Q3_HUMAN Cyclin-K (Fragment) OS=Homo sapiens OX=9606 GN=CCNK PE=1 SV=1,10,10,26.7,29.5507798056743,28.8577162836138,27.2119681804507,26.6864560714876
Q8N1G2;H0Y4T0;H0YCQ1;Q5T7F5,Q8N1G2,10;2;1;1,10;2;1;1,10;2;1;1,Cap-specific mRNA (nucleoside-2-O-)-methyltransferase 1,CMTR1,sp|Q8N1G2|CMTR1_HUMAN Cap-specific mRNA (nucleoside-2-O-)-methyltransferase 1 OS=Homo sapiens OX=9606 GN=CMTR1 PE=1 SV=1,10,10,12.5,25.5836530253162,24.395648661403,26.4505127915659,26.4752191073077
Q9ULV4;B4E3S0;H0YHL7;F8W1H8;F8VUX3;F8VSA4;F8VRE9;F8VTT6;F8VVB7;Q6QEF8;F8VV53;J3QLV6;J3KSS5,Q9ULV4;B4E3S0;H0YHL7,10;9;5;2;2;2;2;2;2;1;1;1;1,10;9;5;2;2;2;2;2;2;1;1;1;1,10;9;5;2;2;2;2;2;2;1;1;1;1,Coronin-1C;Coronin,CORO1C,sp|Q9ULV4|COR1C_HUMAN Coronin-1C OS=Homo sapiens OX=9606 GN=CORO1C PE=1 SV=1;tr|B4E3S0|B4E3S0_HUMAN Coronin OS=Homo sapiens OX=9606 GN=CORO1C PE=1 SV=1;tr|H0YHL7|H0YHL7_HUMAN Coronin-1C (Fragment) OS=Homo sapiens OX=9606 GN=CORO1C PE=1 SV=1,10,10,29.1,4.55156783181132,4.41900817165282,28.824748732721,28.7969306811719
Q2TBE0;H7C3G7;H0YE03,Q2TBE0;H7C3G7;H0YE03,10;7;5,10;7;5,10;7;5,CWF19-like protein 2,CWF19L2,sp|Q2TBE0|C19L2_HUMAN CWF19-like protein 2 OS=Homo sapiens OX=9606 GN=CWF19L2 PE=1 SV=4;tr|H7C3G7|H7C3G7_HUMAN CWF19-like protein 2 (Fragment) OS=Homo sapiens OX=9606 GN=CWF19L2 PE=1 SV=1;tr|H0YE03|H0YE03_HUMAN CWF19-like protein 2 (Fragment) OS=Homo sapie,10,10,15.0,26.8768953465888,26.4295161836796,26.1193956885726,25.937911480362
Q9NQC7;J3KRR7;H3BS09;J3QKR2;H3BTB8;H3BSW9,Q9NQC7;J3KRR7;H3BS09,10;9;6;1;1;1,10;9;6;1;1;1,10;9;6;1;1;1,Ubiquitin carboxyl-terminal hydrolase CYLD,CYLD,sp|Q9NQC7|CYLD_HUMAN Ubiquitin carboxyl-terminal hydrolase CYLD OS=Homo sapiens OX=9606 GN=CYLD PE=1 SV=1;tr|J3KRR7|J3KRR7_HUMAN Ubiquitin carboxyl-terminal hydrolase CYLD OS=Homo sapiens OX=9606 GN=CYLD PE=1 SV=1;tr|H3BS09|H3BS09_HUMAN Ubiquitin carboxyl-,10,10,14.4,4.55156783181132,4.41900817165282,27.2409084916515,27.414174877432
Q9NR30,Q9NR30,12,12,10,Nucleolar RNA helicase 2,DDX21,sp|Q9NR30|DDX21_HUMAN Nucleolar RNA helicase 2 OS=Homo sapiens OX=9606 GN=DDX21 PE=1 SV=5,12,10,18.6,23.8365342880082,23.2864438283107,27.1799705754676,26.7721576873211
Q9Y6V7;M0R1S3;M0QZC0;M0R0K1,Q9Y6V7,10;2;2;2,10;2;2;2,10;2;2;2,Probable ATP-dependent RNA helicase DDX49,DDX49,sp|Q9Y6V7|DDX49_HUMAN Probable ATP-dependent RNA helicase DDX49 OS=Homo sapiens OX=9606 GN=DDX49 PE=1 SV=1,10,10,26.1,4.55156783181132,4.41900817165282,27.4194889738913,25.9338885403043
O60879;A6NML8;K4DI95;C9J6U3,O60879;A6NML8;K4DI95;C9J6U3,10;10;10;10,10;10;10;10,10;10;10;10,Protein diaphanous homolog 2,DIAPH2,"sp|O60879|DIAP2_HUMAN Protein diaphanous homolog 2 OS=Homo sapiens OX=9606 GN=DIAPH2 PE=1 SV=1;tr|A6NML8|A6NML8_HUMAN Diaphanous homolog 2 (Drosophila), isoform CRA_c OS=Homo sapiens OX=9606 GN=DIAPH2 PE=1 SV=3;tr|K4DI95|K4DI95_HUMAN Diaphanous homolog 2 (",10,10,11.2,25.6901446955651,25.0322939755865,26.4950012982827,26.364026953834
O75821;K7EL20;K7ER90;K7ENA8;K7EP16;K7EL60,O75821;K7EL20;K7ER90;K7ENA8;K7EP16,10;8;7;6;5;2,10;8;7;6;5;2,10;8;7;6;5;2,Eukaryotic translation initiation factor 3 subunit G,EIF3G,sp|O75821|EIF3G_HUMAN Eukaryotic translation initiation factor 3 subunit G OS=Homo sapiens OX=9606 GN=EIF3G PE=1 SV=2;tr|K7EL20|K7EL20_HUMAN Eukaryotic translation initiation factor 3 subunit G (Fragment) OS=Homo sapiens OX=9606 GN=EIF3G PE=1 SV=8;tr|K7ER9,10,10,31.6,4.55156783181132,4.41900817165282,28.6217062623108,28.498193482016
