Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Peptides,Unique peptides,Sequence coverage [%],Intensity RBBP7_N1,Intensity RBBP7_N2,Intensity U2OS-BirA-alone_N1,Intensity U2OS-BirA-alone_N2
P55327;H0YC42;E5RFR7;H0YC44;E5RK35,P55327;H0YC42;E5RFR7;H0YC44,8;7;4;4;1,8;7;4;4;1,8;7;4;4;1,Tumor protein D52,TPD52,sp|P55327|TPD52_HUMAN Tumor protein D52 OS=Homo sapiens OX=9606 GN=TPD52 PE=1 SV=2;tr|H0YC42|H0YC42_HUMAN Uncharacterized protein OS=Homo sapiens OX=9606 PE=1 SV=2;tr|E5RFR7|E5RFR7_HUMAN Tumor protein D52 OS=Homo sapiens OX=9606 GN=TPD52 PE=1 SV=1;tr|H0YC4,8,8,51.8,24.5372999351399,25.0857385855823,28.7629074855566,28.595553548495
Q8TBC4;F8W8D4;F8WF86,Q8TBC4;F8W8D4,8;6;3,8;6;3,8;6;3,NEDD8-activating enzyme E1 catalytic subunit,UBA3,sp|Q8TBC4|UBA3_HUMAN NEDD8-activating enzyme E1 catalytic subunit OS=Homo sapiens OX=9606 GN=UBA3 PE=1 SV=2;tr|F8W8D4|F8W8D4_HUMAN NEDD8-activating enzyme E1 catalytic subunit OS=Homo sapiens OX=9606 GN=UBA3 PE=1 SV=1,8,8,22.0,4.05855270270621,4.16046733447314,28.1552807104496,27.2631125698311
Q8N3P4;C9JJN9;C9JP71;C9JG07;C9JPI1,Q8N3P4;C9JJN9,8;8;2;2;1,8;8;2;2;1,8;8;2;2;1,Vacuolar protein sorting-associated protein 8 homolog,VPS8,sp|Q8N3P4|VPS8_HUMAN Vacuolar protein sorting-associated protein 8 homolog OS=Homo sapiens OX=9606 GN=VPS8 PE=1 SV=3;tr|C9JJN9|C9JJN9_HUMAN Vacuolar protein sorting-associated protein 8 homolog OS=Homo sapiens OX=9606 GN=VPS8 PE=1 SV=1,8,8,6.0,4.05855270270621,4.16046733447314,25.7460677233945,25.9051568864331
Q15061;C9IZK7;C9JEE7,Q15061,8;3;1,8;3;1,8;3;1,WD repeat-containing protein 43,WDR43,sp|Q15061|WDR43_HUMAN WD repeat-containing protein 43 OS=Homo sapiens OX=9606 GN=WDR43 PE=1 SV=3,8,8,18.3,22.8374777986025,25.5953401268066,27.2523239980306,26.5710467570974
Q9H4A3;F5GWT4;F6UYG0;Q96J92;K7ENT7;H0Y7T5,Q9H4A3;F5GWT4,9;9;4;1;1;1,9;9;4;1;1;1,8;8;3;0;0;0,Serine/threonine-protein kinase WNK1,WNK1,sp|Q9H4A3|WNK1_HUMAN Serine/threonine-protein kinase WNK1 OS=Homo sapiens OX=9606 GN=WNK1 PE=1 SV=2;tr|F5GWT4|F5GWT4_HUMAN Serine/threonine-protein kinase WNK1 OS=Homo sapiens OX=9606 GN=WNK1 PE=1 SV=1,9,8,4.7,24.1625400773771,25.3508377730082,26.494558863765,25.024072027275
O14980;H7BZC5;C9IZS4;C9JQ02;C9JV99;C9J673;C9JKM9,O14980,8;1;1;1;1;1;1,8;1;1;1;1;1;1,8;1;1;1;1;1;1,Exportin-1,XPO1,sp|O14980|XPO1_HUMAN Exportin-1 OS=Homo sapiens OX=9606 GN=XPO1 PE=1 SV=1,8,8,9.4,4.05855270270621,4.16046733447314,26.2437254576375,25.5603713213662
Q9ULJ3;Q5KS07;E7EVF9,Q9ULJ3,8;1;1,8;1;1,8;1;1,Zinc finger and BTB domain-containing protein 21,ZBTB21,sp|Q9ULJ3|ZBT21_HUMAN Zinc finger and BTB domain-containing protein 21 OS=Homo sapiens OX=9606 GN=ZBTB21 PE=1 SV=2,8,8,11.2,21.6838222900967,20.8907452060491,26.2780113848615,25.6776663130142
Q8WU90;H7C466;F8WB26,Q8WU90,8;1;1,8;1;1,8;1;1,Zinc finger CCCH domain-containing protein 15,ZC3H15,sp|Q8WU90|ZC3HF_HUMAN Zinc finger CCCH domain-containing protein 15 OS=Homo sapiens OX=9606 GN=ZC3H15 PE=1 SV=1,8,8,27.0,4.05855270270621,4.16046733447314,27.8185454142448,27.985765863713
Q9NUQ8,Q9NUQ8,9,9,9,ATP-binding cassette sub-family F member 3,ABCF3,sp|Q9NUQ8|ABCF3_HUMAN ATP-binding cassette sub-family F member 3 OS=Homo sapiens OX=9606 GN=ABCF3 PE=1 SV=2,9,9,17.8,22.6650891004929,23.1871297282245,26.4675281888522,26.3658465047751
Q9H3P7,Q9H3P7,9,9,9,Golgi resident protein GCP60,ACBD3,sp|Q9H3P7|GCP60_HUMAN Golgi resident protein GCP60 OS=Homo sapiens OX=9606 GN=ACBD3 PE=1 SV=4,9,9,20.5,4.05855270270621,4.16046733447314,26.6438892100658,26.9017319939852
Q7Z569;J3KNN7,Q7Z569;J3KNN7,9;9,9;9,9;9,BRCA1-associated protein,BRAP,sp|Q7Z569|BRAP_HUMAN BRCA1-associated protein OS=Homo sapiens OX=9606 GN=BRAP PE=1 SV=2;tr|J3KNN7|J3KNN7_HUMAN BRCA1-associated protein OS=Homo sapiens OX=9606 GN=BRAP PE=1 SV=1,9,9,19.1,21.4732320814787,23.2036813639901,27.2739099667557,27.262754247559
Q86WR0;G3V121;B7Z2L8;Q0VGD4,Q86WR0,9;4;4;1,9;4;4;1,9;4;4;1,Coiled-coil domain-containing protein 25,CCDC25,sp|Q86WR0|CCD25_HUMAN Coiled-coil domain-containing protein 25 OS=Homo sapiens OX=9606 GN=CCDC25 PE=1 SV=2,9,9,35.1,22.2361088151916,23.836630592874,28.2050378355014,27.6922552554256
Q8TEP8;K7ELX0;H0Y966;H0Y9P3;A0A0A0MR42;K7ENP4,Q8TEP8;K7ELX0,9;7;4;3;3;3,9;7;4;3;3;3,9;7;4;3;3;3,Centrosomal protein of 192 kDa,CEP192,sp|Q8TEP8|CE192_HUMAN Centrosomal protein of 192 kDa OS=Homo sapiens OX=9606 GN=CEP192 PE=1 SV=3;tr|K7ELX0|K7ELX0_HUMAN Centrosomal protein of 192 kDa (Fragment) OS=Homo sapiens OX=9606 GN=CEP192 PE=1 SV=8,9,9,5.5,22.4994138800014,21.5319810626424,26.4811453356158,26.2504457472708
Q8N1G2;H0Y4T0;H0YCQ1;Q5T7F5,Q8N1G2,9;2;1;1,9;2;1;1,9;2;1;1,Cap-specific mRNA (nucleoside-2-O-)-methyltransferase 1,CMTR1,sp|Q8N1G2|CMTR1_HUMAN Cap-specific mRNA (nucleoside-2-O-)-methyltransferase 1 OS=Homo sapiens OX=9606 GN=CMTR1 PE=1 SV=1,9,9,11.4,4.05855270270621,4.16046733447314,26.4505127915659,26.4752191073077
Q99439;B4DDF4;B4DUT8;H3BVI6;A0A087X271;A0A087X1X5;K7ES69;H3BQH0;A0A087WV51;U3KPS3,Q99439;B4DDF4;B4DUT8;H3BVI6;A0A087X271;A0A087X1X5;K7ES69,10;10;10;9;8;6;5;2;1;1,9;9;9;8;7;6;4;2;1;1,9;9;9;8;7;6;4;2;1;1,Calponin-2;Calponin,CNN2,sp|Q99439|CNN2_HUMAN Calponin-2 OS=Homo sapiens OX=9606 GN=CNN2 PE=1 SV=4;tr|B4DDF4|B4DDF4_HUMAN Calponin OS=Homo sapiens OX=9606 GN=CNN2 PE=1 SV=1;tr|B4DUT8|B4DUT8_HUMAN Calponin OS=Homo sapiens OX=9606 GN=CNN2 PE=1 SV=1;tr|H3BVI6|H3BVI6_HUMAN Calponin OS,10,9,38.2,26.4393473556441,27.7546810062894,29.6597441950181,29.8748892338091
Q13561;F8W1I6;H0YI98;F8VW18;F8VRV7;H0YHL1;F8VX93;F8W0U6,Q13561;F8W1I6;H0YI98;F8VW18,9;7;6;6;3;2;2;1,9;7;6;6;3;2;2;1,9;7;6;6;3;2;2;1,Dynactin subunit 2,DCTN2,sp|Q13561|DCTN2_HUMAN Dynactin subunit 2 OS=Homo sapiens OX=9606 GN=DCTN2 PE=1 SV=4;tr|F8W1I6|F8W1I6_HUMAN Dynactin subunit 2 OS=Homo sapiens OX=9606 GN=DCTN2 PE=1 SV=1;tr|H0YI98|H0YI98_HUMAN Dynactin subunit 2 (Fragment) OS=Homo sapiens OX=9606 GN=DCTN2 P,9,9,27.2,4.05855270270621,4.16046733447314,26.3826477715797,26.7528961235438
Q9NR30;A0A087WVC1,Q9NR30,11;2,11;2,9;0,Nucleolar RNA helicase 2,DDX21,sp|Q9NR30|DDX21_HUMAN Nucleolar RNA helicase 2 OS=Homo sapiens OX=9606 GN=DDX21 PE=1 SV=5,11,9,16.6,22.8927103015629,23.7832676464104,27.1799705754676,26.7721576873211
Q14689;A0A494C143;Q9P265;Q9Y2E4;E7EPU2;A0A0U1RQW6;H0Y7Q3,Q14689;A0A494C143,9;9;2;2;2;2;1,9;9;2;2;2;2;1,9;9;2;2;2;2;1,Disco-interacting protein 2 homolog A,DIP2A,sp|Q14689|DIP2A_HUMAN Disco-interacting protein 2 homolog A OS=Homo sapiens OX=9606 GN=DIP2A PE=1 SV=2;tr|A0A494C143|A0A494C143_HUMAN Disco-interacting protein 2 homolog A OS=Homo sapiens OX=9606 GN=DIP2A PE=1 SV=1,9,9,8.0,4.05855270270621,4.16046733447314,26.6538979684776,25.8881828568814
Q15029;K7EP67;K7EJ74,Q15029;K7EP67,10;6;4,9;5;3,9;5;3,116 kDa U5 small nuclear ribonucleoprotein component,EFTUD2,sp|Q15029|U5S1_HUMAN 116 kDa U5 small nuclear ribonucleoprotein component OS=Homo sapiens OX=9606 GN=EFTUD2 PE=1 SV=1;tr|K7EP67|K7EP67_HUMAN 116 kDa U5 small nuclear ribonucleoprotein component (Fragment) OS=Homo sapiens OX=9606 GN=EFTUD2 PE=1 SV=1,10,9,15.4,4.05855270270621,4.16046733447314,25.9974424160931,26.2429263616958
O75822;H0YGJ7;H0YLP3,O75822,9;3;2,9;3;2,9;3;2,Eukaryotic translation initiation factor 3 subunit J,EIF3J,sp|O75822|EIF3J_HUMAN Eukaryotic translation initiation factor 3 subunit J OS=Homo sapiens OX=9606 GN=EIF3J PE=1 SV=2,9,9,39.5,4.05855270270621,4.16046733447314,26.8023031632952,26.5770108514529
O95684;A0A087WV25,O95684;A0A087WV25,9;8,9;8,9;8,FGFR1 oncogene partner,FGFR1OP,sp|O95684|CEP43_HUMAN Centrosomal protein 43 OS=Homo sapiens OX=9606 GN=CEP43 PE=1 SV=1;tr|A0A087WV25|A0A087WV25_HUMAN Centrosomal protein 43 OS=Homo sapiens OX=9606 GN=CEP43 PE=1 SV=1,9,9,33.6,21.8439885043395,23.9607563918699,27.2201117019832,27.0773479061653
Q06546,Q06546,9,9,9,GA-binding protein alpha chain,GABPA,sp|Q06546|GABPA_HUMAN GA-binding protein alpha chain OS=Homo sapiens OX=9606 GN=GABPA PE=1 SV=1,9,9,27.3,25.7093263772009,26.7257244672006,27.4542677867407,27.2034050621649
Q8TBA6;H0YK03,Q8TBA6,9;1,9;1,9;1,Golgin subfamily A member 5,GOLGA5,sp|Q8TBA6|GOGA5_HUMAN Golgin subfamily A member 5 OS=Homo sapiens OX=9606 GN=GOLGA5 PE=1 SV=3,9,9,14.5,20.6697705895983,19.9186128770374,26.2472253637351,26.1273689075441
Q9UQL6;K7EJL6;K7EJL4;P56524;K7EJZ7;K7ES01;C9J0X4;C9J481,Q9UQL6,11;3;3;2;1;1;1;1,11;3;3;2;1;1;1;1,9;3;2;1;1;1;1;1,Histone deacetylase 5,HDAC5,sp|Q9UQL6|HDAC5_HUMAN Histone deacetylase 5 OS=Homo sapiens OX=9606 GN=HDAC5 PE=1 SV=2,11,9,14.3,4.05855270270621,4.16046733447314,26.8324353773049,27.0332816695127
P51858,P51858,9,9,9,Hepatoma-derived growth factor,HDGF,sp|P51858|HDGF_HUMAN Hepatoma-derived growth factor OS=Homo sapiens OX=9606 GN=HDGF PE=1 SV=1,9,9,53.8,4.05855270270621,4.16046733447314,28.0298638937855,27.6093586705408
Q96P70,Q96P70,9,9,9,Importin-9,IPO9,sp|Q96P70|IPO9_HUMAN Importin-9 OS=Homo sapiens OX=9606 GN=IPO9 PE=1 SV=3,9,9,12.4,4.05855270270621,4.16046733447314,26.2206099243254,26.651573356279
Q63ZY3;K7EIU4;Q14678;Q5W0W2;Q5W0W3,Q63ZY3,14;5;1;1;1,14;5;1;1;1,9;5;1;1;1,KN motif and ankyrin repeat domain-containing protein 2,KANK2,sp|Q63ZY3|KANK2_HUMAN KN motif and ankyrin repeat domain-containing protein 2 OS=Homo sapiens OX=9606 GN=KANK2 PE=1 SV=1,14,9,21.9,23.0067760012592,23.7003880695036,27.6028619418057,27.5482644318581
Q9P2J5;A0A087WXY1,Q9P2J5,9;1,9;1,9;1,"Leucine--tRNA ligase, cytoplasmic",LARS,"sp|Q9P2J5|SYLC_HUMAN Leucine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=LARS1 PE=1 SV=2",9,9,9.4,22.141489760188,21.0297185904162,26.5998862892399,25.9889538537813
Q14847;C9J9W2;F6S2S5;K7ESD6,Q14847;C9J9W2,9;7;2;1,9;7;2;1,9;7;2;1,LIM and SH3 domain protein 1,LASP1,sp|Q14847|LASP1_HUMAN LIM and SH3 domain protein 1 OS=Homo sapiens OX=9606 GN=LASP1 PE=1 SV=2;tr|C9J9W2|C9J9W2_HUMAN LIM and SH3 domain protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=LASP1 PE=1 SV=1,9,9,32.2,26.1048159558313,26.8920339434267,29.1208742575822,29.0323885713032
P00338;F5GXY2;F5GYU2;F5GXH2;F5H5J4;F5H6W8;F5GZQ4;F5GWW2;F5GXU1;P07864;Q6ZMR3;F5GXC7;F5H5G7;F5H155;A0A087WUM2;G3XAP5;F5H245;F5H8H6,P00338;F5GXY2;F5GYU2,10;6;5;4;3;3;2;1;1;1;1;1;1;1;1;1;1;1,10;6;5;4;3;3;2;1;1;1;1;1;1;1;1;1;1;1,9;6;5;4;3;3;2;1;1;0;0;1;0;0;0;0;0;1,L-lactate dehydrogenase A chain,LDHA,sp|P00338|LDHA_HUMAN L-lactate dehydrogenase A chain OS=Homo sapiens OX=9606 GN=LDHA PE=1 SV=2;tr|F5GXY2|F5GXY2_HUMAN L-lactate dehydrogenase A chain (Fragment) OS=Homo sapiens OX=9606 GN=LDHA PE=1 SV=8;tr|F5GYU2|F5GYU2_HUMAN L-lactate dehydrogenase A chai,10,9,36.1,26.0315790518514,24.998561852435,25.477691328182,25.7397219051674
Q9Y217,Q9Y217,9,9,9,Myotubularin-related protein 6,MTMR6,sp|Q9Y217|MTMR6_HUMAN Myotubularin-related protein 6 OS=Homo sapiens OX=9606 GN=MTMR6 PE=1 SV=3,9,9,19.5,4.05855270270621,4.16046733447314,27.3433337543312,27.1407294671261
Q5VZE5,Q5VZE5,9,9,9,"N-alpha-acetyltransferase 35, NatC auxiliary subunit",NAA35,"sp|Q5VZE5|NAA35_HUMAN N-alpha-acetyltransferase 35, NatC auxiliary subunit OS=Homo sapiens OX=9606 GN=NAA35 PE=1 SV=1",9,9,16.6,23.8100977458654,25.0010099848378,26.3293886408461,25.9878919729717
O75376;A0A088AWL3;E7EVK1;E7EVU5;E7EW50;J3KS51,O75376;A0A088AWL3,11;10;4;2;2;2,9;8;4;1;1;1,9;8;4;1;1;1,Nuclear receptor corepressor 1,NCOR1,sp|O75376|NCOR1_HUMAN Nuclear receptor corepressor 1 OS=Homo sapiens OX=9606 GN=NCOR1 PE=1 SV=2;tr|A0A088AWL3|A0A088AWL3_HUMAN Nuclear receptor corepressor 1 OS=Homo sapiens OX=9606 GN=NCOR1 PE=1 SV=1,11,9,6.2,22.5336215561873,25.6127648066963,25.7217671678952,25.5409689593306
P06748;E5RI98,P06748,10;3,10;3,9;3,Nucleophosmin,NPM1,sp|P06748|NPM_HUMAN Nucleophosmin OS=Homo sapiens OX=9606 GN=NPM1 PE=1 SV=2,10,9,44.6,30.6339144369768,30.5427778426935,32.1087077636831,32.0105532566502
Q9UKK9;A6NFX8;A6NJU6;A6NCQ0;H0YEY4;C9JYY9,Q9UKK9;A6NFX8;A6NJU6;A6NCQ0,9;9;7;5;3;2,9;9;7;5;3;2,9;9;7;5;3;2,ADP-sugar pyrophosphatase,NUDT5,sp|Q9UKK9|NUDT5_HUMAN ADP-sugar pyrophosphatase OS=Homo sapiens OX=9606 GN=NUDT5 PE=1 SV=1;tr|A6NFX8|A6NFX8_HUMAN ADP-sugar pyrophosphatase OS=Homo sapiens OX=9606 GN=NUDT5 PE=1 SV=1;tr|A6NJU6|A6NJU6_HUMAN ADP-sugar pyrophosphatase OS=Homo sapiens OX=9606,9,9,39.7,24.7936231525496,26.2303185165722,29.3524551442997,29.2134058900053
Q9UKK3,Q9UKK3,9,9,9,Poly [ADP-ribose] polymerase 4,PARP4,sp|Q9UKK3|PARP4_HUMAN Protein mono-ADP-ribosyltransferase PARP4 OS=Homo sapiens OX=9606 GN=PARP4 PE=1 SV=3,9,9,5.9,4.05855270270621,4.16046733447314,26.2948272710322,25.8612648989079
P18669;P15259;Q8N0Y7,P18669,9;3;3,9;3;3,9;3;3,Phosphoglycerate mutase 1,PGAM1,sp|P18669|PGAM1_HUMAN Phosphoglycerate mutase 1 OS=Homo sapiens OX=9606 GN=PGAM1 PE=1 SV=2,9,9,49.2,23.8900400855633,24.3823179448617,27.5571313092905,27.992480618912
O15173;U3KQM0;O00264;U3KPU8,O15173;U3KQM0,9;5;1;1,9;5;1;1,9;5;1;1,Membrane-associated progesterone receptor component 2,PGRMC2,sp|O15173|PGRC2_HUMAN Membrane-associated progesterone receptor component 2 OS=Homo sapiens OX=9606 GN=PGRMC2 PE=1 SV=1;tr|U3KQM0|U3KQM0_HUMAN Membrane-associated progesterone receptor component 2 OS=Homo sapiens OX=9606 GN=PGRMC2 PE=1 SV=1,9,9,33.2,24.7726862807417,26.5752371965518,29.7286139814864,29.099538597253
Q9Y570,Q9Y570,9,9,9,Protein phosphatase methylesterase 1,PPME1,sp|Q9Y570|PPME1_HUMAN Protein phosphatase methylesterase 1 OS=Homo sapiens OX=9606 GN=PPME1 PE=1 SV=3,9,9,28.0,23.7876578968278,25.2498854106592,27.9983035980562,27.6603054126902
Q96SB3,Q96SB3,10,10,9,Neurabin-2,PPP1R9B,sp|Q96SB3|NEB2_HUMAN Neurabin-2 OS=Homo sapiens OX=9606 GN=PPP1R9B PE=1 SV=3,10,9,18.8,4.05855270270621,4.16046733447314,26.667632197196,26.8705600080997
Q6P2P2,Q6P2P2,9,9,9,Putative protein arginine N-methyltransferase 9,PRMT9,sp|Q6P2P2|ANM9_HUMAN Protein arginine N-methyltransferase 9 OS=Homo sapiens OX=9606 GN=PRMT9 PE=1 SV=1,9,9,11.5,4.05855270270621,4.16046733447314,26.4978205362449,26.1717874791638
O75400;A0A3F2YNY6;F5H578,O75400;A0A3F2YNY6,9;9;1,9;9;1,9;9;1,Pre-mRNA-processing factor 40 homolog A,PRPF40A,sp|O75400|PR40A_HUMAN Pre-mRNA-processing factor 40 homolog A OS=Homo sapiens OX=9606 GN=PRPF40A PE=1 SV=2;tr|A0A3F2YNY6|A0A3F2YNY6_HUMAN Pre-mRNA-processing factor 40 homolog A OS=Homo sapiens OX=9606 GN=PRPF40A PE=1 SV=1,9,9,12.3,22.0549367943166,23.200114936139,26.7270238413683,27.0930532079658
O43242;H0YGV8,O43242,9;1,9;1,9;1,26S proteasome non-ATPase regulatory subunit 3,PSMD3,sp|O43242|PSMD3_HUMAN 26S proteasome non-ATPase regulatory subunit 3 OS=Homo sapiens OX=9606 GN=PSMD3 PE=1 SV=2,9,9,22.3,4.05855270270621,4.16046733447314,24.8937936666838,26.4711616748551
Q8WXF1;X6RDA4,Q8WXF1;X6RDA4,9;6,9;6,9;6,Paraspeckle component 1,PSPC1,sp|Q8WXF1|PSPC1_HUMAN Paraspeckle component 1 OS=Homo sapiens OX=9606 GN=PSPC1 PE=1 SV=1;tr|X6RDA4|X6RDA4_HUMAN Paraspeckle component 1 (Fragment) OS=Homo sapiens OX=9606 GN=PSPC1 PE=1 SV=1,9,9,21.8,22.9025694299339,22.9144982762631,27.6965064893419,27.2558391409057
P26599;A6NLN1;A0A0U1RRM4;K7EKJ7;K7ES59;K7ELW5;K7EK45;A0A0D9SF20;A0A087WU68;O95758;X6R242,P26599;A6NLN1;A0A0U1RRM4;K7EKJ7,9;9;9;5;4;3;3;2;2;1;1,9;9;9;5;4;3;3;2;2;1;1,9;9;9;5;4;3;3;2;2;1;1,Polypyrimidine tract-binding protein 1,PTBP1,"sp|P26599|PTBP1_HUMAN Polypyrimidine tract-binding protein 1 OS=Homo sapiens OX=9606 GN=PTBP1 PE=1 SV=1;tr|A6NLN1|A6NLN1_HUMAN Polypyrimidine tract binding protein 1, isoform CRA_b OS=Homo sapiens OX=9606 GN=PTBP1 PE=1 SV=4;tr|A0A0U1RRM4|A0A0U1RRM4_HUMAN P",9,9,29.6,25.0784681296678,23.891987605922,28.2287141212546,28.5790989488497
P18031;B4DSN5,P18031;B4DSN5,9;7,9;7,9;7,Tyrosine-protein phosphatase non-receptor type 1;Tyrosine-protein phosphatase non-receptor type,PTPN1,sp|P18031|PTN1_HUMAN Tyrosine-protein phosphatase non-receptor type 1 OS=Homo sapiens OX=9606 GN=PTPN1 PE=1 SV=1;tr|B4DSN5|B4DSN5_HUMAN Tyrosine-protein phosphatase non-receptor type OS=Homo sapiens OX=9606 GN=PTPN1 PE=1 SV=1,9,9,30.8,4.05855270270621,4.16046733447314,27.6634306303889,27.1140622442695
P57052,P57052,9,9,9,Splicing regulator RBM11,RBM11,sp|P57052|RBM11_HUMAN Splicing regulator RBM11 OS=Homo sapiens OX=9606 GN=RBM11 PE=1 SV=1,9,9,36.3,25.2287966765486,27.0267545792392,4.46703075912539,4.41961297623885
P78332;E9PGM9;F8WCA5;F8WF63;C9J250;C9JSL1,P78332;E9PGM9;F8WCA5,10;10;7;2;1;1,9;9;7;2;1;1,9;9;7;2;1;1,RNA-binding protein 6,RBM6,sp|P78332|RBM6_HUMAN RNA-binding protein 6 OS=Homo sapiens OX=9606 GN=RBM6 PE=1 SV=5;tr|E9PGM9|E9PGM9_HUMAN RNA-binding protein 6 OS=Homo sapiens OX=9606 GN=RBM6 PE=1 SV=1;tr|F8WCA5|F8WCA5_HUMAN RNA-binding protein 6 OS=Homo sapiens OX=9606 GN=RBM6 PE=1 SV,10,9,13.0,4.05855270270621,4.16046733447314,26.2383411749594,26.1158885412794
O43148;K7EP06,O43148;K7EP06,9;6,9;6,9;6,mRNA cap guanine-N7 methyltransferase,RNMT,sp|O43148|MCES_HUMAN mRNA cap guanine-N7 methyltransferase OS=Homo sapiens OX=9606 GN=RNMT PE=1 SV=1;tr|K7EP06|K7EP06_HUMAN mRNA cap guanine-N7 methyltransferase OS=Homo sapiens OX=9606 GN=RNMT PE=1 SV=1,9,9,24.4,21.6892265698466,22.430457656301,27.5580077060215,27.1429702067426
Q02878;F8VZ45;U3KQR5;F8VR69;F8VZA3;F8VWR1;F8VU16,Q02878,9;4;4;3;1;1;1,9;4;4;3;1;1;1,9;4;4;3;1;1;1,60S ribosomal protein L6,RPL6,sp|Q02878|RL6_HUMAN 60S ribosomal protein L6 OS=Homo sapiens OX=9606 GN=RPL6 PE=1 SV=3,9,9,30.9,25.6577458488789,26.1837987625424,26.0762064205626,25.6044181709784
Q9BW04,Q9BW04,9,9,9,Specifically androgen-regulated gene protein,SARG,sp|Q9BW04|SARG_HUMAN Specifically androgen-regulated gene protein OS=Homo sapiens OX=9606 GN=SARG PE=1 SV=2,9,9,23.0,24.3034061866546,26.2351666863167,4.46703075912539,4.41961297623885
Q8WVM8;J3KNG4;G3V4I1;G3V5F3;G3V2M8;G3V3K9;G3V363;H0YJS6;H0YJY1,Q8WVM8,9;4;3;3;3;2;2;2;1,9;4;3;3;3;2;2;2;1,9;4;3;3;3;2;2;2;1,Sec1 family domain-containing protein 1,SCFD1,sp|Q8WVM8|SCFD1_HUMAN Sec1 family domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SCFD1 PE=1 SV=4,9,9,20.7,4.05855270270621,4.16046733447314,25.9395489058195,26.7139771342515
Q7Z333;X6RI79,Q7Z333;X6RI79,9;6,9;6,9;6,Probable helicase senataxin,SETX,sp|Q7Z333|SETX_HUMAN Probable helicase senataxin OS=Homo sapiens OX=9606 GN=SETX PE=1 SV=4;tr|X6RI79|X6RI79_HUMAN Probable helicase senataxin (Fragment) OS=Homo sapiens OX=9606 GN=SETX PE=1 SV=1,9,9,4.3,21.9087752112148,22.9064832831989,26.4207421781172,25.2533523874935
Q99961;M0QYE0;M0R0I3;Q99962;M0R2K6,Q99961;M0QYE0;M0R0I3,9;7;7;2;1,9;7;7;2;1,9;7;7;2;1,Endophilin-A2,SH3GL1,sp|Q99961|SH3G1_HUMAN Endophilin-A2 OS=Homo sapiens OX=9606 GN=SH3GL1 PE=1 SV=1;tr|M0QYE0|M0QYE0_HUMAN Endophilin-A2 (Fragment) OS=Homo sapiens OX=9606 GN=SH3GL1 PE=1 SV=8;tr|M0R0I3|M0R0I3_HUMAN Endophilin-A2 (Fragment) OS=Homo sapiens OX=9606 GN=SH3GL1 PE,9,9,31.8,21.4455908285706,22.8031954031073,28.0335967486915,27.990480291953
P29353;X6R6D0;Q5T181;Q5T182;H0Y539;Q5T188;P98077,P29353;X6R6D0,9;5;4;4;4;2;1,9;5;4;4;4;2;1,9;5;4;4;4;2;1,SHC-transforming protein 1,SHC1,sp|P29353|SHC1_HUMAN SHC-transforming protein 1 OS=Homo sapiens OX=9606 GN=SHC1 PE=1 SV=4;tr|X6R6D0|X6R6D0_HUMAN SHC-transforming protein 1 OS=Homo sapiens OX=9606 GN=SHC1 PE=1 SV=1,9,9,22.6,25.4687714360506,26.2166563203817,27.5397864223456,27.2881525879686
Q96FS4;F6RY50;E9PIB3,Q96FS4;F6RY50,9;7;2,9;7;2,9;7;2,Signal-induced proliferation-associated protein 1,SIPA1,sp|Q96FS4|SIPA1_HUMAN Signal-induced proliferation-associated protein 1 OS=Homo sapiens OX=9606 GN=SIPA1 PE=1 SV=1;tr|F6RY50|F6RY50_HUMAN Signal-induced proliferation-associated protein 1 OS=Homo sapiens OX=9606 GN=SIPA1 PE=1 SV=1,9,9,12.6,4.05855270270621,4.16046733447314,27.1334964280578,26.9881520976905
O43166;H0YJY2;Q9P2F8,O43166,38;7;1,38;7;1,9;2;0,Signal-induced proliferation-associated 1-like protein 1,SIPA1L1,sp|O43166|SI1L1_HUMAN Signal-induced proliferation-associated 1-like protein 1 OS=Homo sapiens OX=9606 GN=SIPA1L1 PE=1 SV=4,38,9,31.8,25.7656476839608,26.6322857021457,29.85445025105,29.6161594137388
O95721;C9JAF7,O95721;C9JAF7,9;5,9;5,9;5,Synaptosomal-associated protein 29;Synaptosomal-associated protein,SNAP29,sp|O95721|SNP29_HUMAN Synaptosomal-associated protein 29 OS=Homo sapiens OX=9606 GN=SNAP29 PE=1 SV=1;tr|C9JAF7|C9JAF7_HUMAN Synaptosomal-associated protein 29 (Fragment) OS=Homo sapiens OX=9606 GN=SNAP29 PE=1 SV=1,9,9,47.3,25.5856603521661,26.9010414339205,28.7821617427115,28.5138987572373
O95219;F8W9T3;F8WDD4,O95219,9;4;1,9;4;1,9;4;1,Sorting nexin-4,SNX4,sp|O95219|SNX4_HUMAN Sorting nexin-4 OS=Homo sapiens OX=9606 GN=SNX4 PE=1 SV=1,9,9,24.7,4.05855270270621,4.16046733447314,26.7168575500282,25.8216017533951
