PWP1_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
APEX1,0.0967918872,0.41283299975512,0,P27695;G3V5Q1;G3V3M6;G3V5D9;A0A0C4DGK8;G3V3C7;H7C4A8;G3V5M0;G3V359,P27695;G3V5Q1;G3V3M6;G3V5D9;A0A0C4DGK8;G3V3C7,5;4;4;3;3;3;2;2;2,5;4;4;3;3;3;2;2;2,5;4;4;3;3;3;2;2;2,"DNA-(apurinic or apyrimidinic site) lyase;DNA-(apurinic or apyrimidinic site) lyase, mitochondrial",APEX1,sp|P27695|APEX1_HUMAN DNA-(apurinic or apyrimidinic site) endonuclease OS=Homo sapiens OX=9606 GN=APEX1 PE=1 SV=2;tr|G3V5Q1|G3V5Q1_HUMAN DNA-(apurinic or apyrimidinic site) lyase (Fragment) OS=Homo sapiens OX=9606 GN=APEX1 PE=1 SV=1;tr|G3V3M6|G3V3M6_HUMAN ,5,5,20.8,318
CALR,-0.0607312117,0.563735517217421,0,P27797;K7EJB9;K7EL50,P27797;K7EJB9,16;9;1,16;9;1,16;9;1,Calreticulin,CALR,sp|P27797|CALR_HUMAN Calreticulin OS=Homo sapiens OX=9606 GN=CALR PE=1 SV=1;tr|K7EJB9|K7EJB9_HUMAN Calreticulin (Fragment) OS=Homo sapiens OX=9606 GN=CALR PE=1 SV=1,16,16,52.8,417
CANX,0.0112185606,0.91505494998804,0,P27824;D6RDP7;D6RAU8;D6RB85;H0Y9Q7;D6RGY2;D6RAQ8;D6RFL1;H0Y9H1;D6RHJ3;D6RD16;O14967,P27824,17;8;7;7;7;6;5;5;3;2;2;1,17;8;7;7;7;6;5;5;3;2;2;1,17;8;7;7;7;6;5;5;3;2;2;1,Calnexin,CANX,sp|P27824|CALX_HUMAN Calnexin OS=Homo sapiens OX=9606 GN=CANX PE=1 SV=2,17,17,37,592
PSMA5,-0.4556505457,0.0491671777618398,0,P28066,P28066,9,9,9,Proteasome subunit alpha type-5,PSMA5,sp|P28066|PSA5_HUMAN Proteasome subunit alpha type-5 OS=Homo sapiens OX=9606 GN=PSMA5 PE=1 SV=3,9,9,47.7,241
PSMB4,0.0012666049,0.991527651990233,0,P28070,P28070,7,7,7,Proteasome subunit beta type-4,PSMB4,sp|P28070|PSB4_HUMAN Proteasome subunit beta type-4 OS=Homo sapiens OX=9606 GN=PSMB4 PE=1 SV=4,7,7,35.6,264
PSMB6,0.1784700804,0.307541247058986,0,P28072;I3L3X7;A0A087X2I4,P28072,6;2;2,6;2;2,6;2;2,Proteasome subunit beta type-6,PSMB6,sp|P28072|PSB6_HUMAN Proteasome subunit beta type-6 OS=Homo sapiens OX=9606 GN=PSMB6 PE=1 SV=4,6,6,21.3,239
PSMB5,0.1751577571,0.291535590501045,0,P28074;H0YJM8,P28074,9;4,9;4,9;4,Proteasome subunit beta type-5,PSMB5,sp|P28074|PSB5_HUMAN Proteasome subunit beta type-5 OS=Homo sapiens OX=9606 GN=PSMB5 PE=1 SV=3,9,9,39.2,263
NDUFS1,0.7877490186,0.0041930327774784,0,P28331;C9JPQ5;F8WDL5,P28331,13;3;2,13;3;2,3;3;2,"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial",NDUFS1,"sp|P28331|NDUS1_HUMAN NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFS1 PE=1 SV=3",13,3,22.6,727
LAP3,-0.0184286429,0.904834951881294,0,P28838;H0Y9Q1;H0Y983,P28838,21;9;1,21;9;1,21;9;1,Cytosol aminopeptidase,LAP3,sp|P28838|AMPL_HUMAN Cytosol aminopeptidase OS=Homo sapiens OX=9606 GN=LAP3 PE=1 SV=3,21,21,46.8,519
TKT,0.0560694339,0.613888255690331,0,P29401;A0A0B4J1R6;E9PFF2;F8W888;F8WAX4,P29401;A0A0B4J1R6,28;23;13;5;1,28;23;13;5;1,28;23;13;5;1,Transketolase,TKT,sp|P29401|TKT_HUMAN Transketolase OS=Homo sapiens OX=9606 GN=TKT PE=1 SV=3;tr|A0A0B4J1R6|A0A0B4J1R6_HUMAN Transketolase OS=Homo sapiens OX=9606 GN=TKT PE=1 SV=1,28,28,61.3,623
ERP29,-0.0553781955,0.662387982214138,0,P30040;F8VY02;F8W1G0,P30040;F8VY02,13;9;2,13;9;2,13;9;2,Endoplasmic reticulum resident protein 29,ERP29,sp|P30040|ERP29_HUMAN Endoplasmic reticulum resident protein 29 OS=Homo sapiens OX=9606 GN=ERP29 PE=1 SV=4;tr|F8VY02|F8VY02_HUMAN Endoplasmic reticulum resident protein 29 OS=Homo sapiens OX=9606 GN=ERP29 PE=1 SV=1,13,13,49.4,261
PRDX6,0.0894382386,0.478081748787538,0,P30041,P30041,14,14,14,Peroxiredoxin-6,PRDX6,sp|P30041|PRDX6_HUMAN Peroxiredoxin-6 OS=Homo sapiens OX=9606 GN=PRDX6 PE=1 SV=3,14,14,69.2,224
BLVRB,0.1010144447,0.55895853999522,0,P30043;M0R192;A0A2R8YEP4;A0A2R8Y7Y9;M0QZL1,P30043;M0R192;A0A2R8YEP4,5;4;4;1;1,5;4;4;1;1,5;4;4;1;1,Flavin reductase (NADPH),BLVRB,sp|P30043|BLVRB_HUMAN Flavin reductase (NADPH) OS=Homo sapiens OX=9606 GN=BLVRB PE=1 SV=3;tr|M0R192|M0R192_HUMAN Flavin reductase (NADPH) OS=Homo sapiens OX=9606 GN=BLVRB PE=1 SV=1;tr|A0A2R8YEP4|A0A2R8YEP4_HUMAN Flavin reductase (NADPH) OS=Homo sapiens OX=,5,5,27.2,206
PRDX5,-0.2053048185,0.211357014481234,0,P30044,P30044,9,9,9,"Peroxiredoxin-5, mitochondrial",PRDX5,"sp|P30044|PRDX5_HUMAN Peroxiredoxin-5, mitochondrial OS=Homo sapiens OX=9606 GN=PRDX5 PE=1 SV=4",9,9,37.9,214
PRDX3,-0.0010917336,0.994276165666733,0,P30048,P30048,13,13,13,"Thioredoxin-dependent peroxide reductase, mitochondrial",PRDX3,"sp|P30048|PRDX3_HUMAN Thioredoxin-dependent peroxide reductase, mitochondrial OS=Homo sapiens OX=9606 GN=PRDX3 PE=1 SV=3",13,13,46.9,256
ATP5D,-0.1226804819,0.529355834415333,0,P30049,P30049,4,4,4,"ATP synthase subunit delta, mitochondrial",ATP5D,"sp|P30049|ATPD_HUMAN ATP synthase subunit delta, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1D PE=1 SV=2",4,4,39.3,168
RPL12,0.4320553834,0.010830808263334,0,P30050,P30050,9,9,9,60S ribosomal protein L12,RPL12,sp|P30050|RL12_HUMAN 60S ribosomal protein L12 OS=Homo sapiens OX=9606 GN=RPL12 PE=1 SV=1,9,9,62.4,165
ECHS1,0.0232198218,0.891490238294725,0,P30084,P30084,13,13,13,"Enoyl-CoA hydratase, mitochondrial",ECHS1,"sp|P30084|ECHM_HUMAN Enoyl-CoA hydratase, mitochondrial OS=Homo sapiens OX=9606 GN=ECHS1 PE=1 SV=4",13,13,48.3,290
PEBP1,0.2328621633,0.0840580818446585,0,P30086,P30086,8,8,8,Phosphatidylethanolamine-binding protein 1;Hippocampal cholinergic neurostimulating peptide,PEBP1,sp|P30086|PEBP1_HUMAN Phosphatidylethanolamine-binding protein 1 OS=Homo sapiens OX=9606 GN=PEBP1 PE=1 SV=3,8,8,50.8,187
PDIA3,0.0937461713,0.381622316595315,0,P30101,P30101,35,35,28,Protein disulfide-isomerase A3,PDIA3,sp|P30101|PDIA3_HUMAN Protein disulfide-isomerase A3 OS=Homo sapiens OX=9606 GN=PDIA3 PE=1 SV=4,35,28,69.7,505
PPP2R1A,-0.1538212885,0.174638144834832,0,P30153;C9J9C1;B3KQV6;E9PH38;E9PPI5;E9PNM7;E9PHZ6,P30153;C9J9C1,15;10;7;4;2;2;2,15;10;7;4;2;2;2,12;7;7;4;0;0;0,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform,PPP2R1A,sp|P30153|2AAA_HUMAN Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform OS=Homo sapiens OX=9606 GN=PPP2R1A PE=1 SV=4;tr|C9J9C1|C9J9C1_HUMAN Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform (Fr,15,12,31.1,589
PPP2R1B,-1.4033570503,0.0102835251957695,1,P30154;H0YDG7,P30154,6;1,3;1,3;1,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform,PPP2R1B,sp|P30154|2AAB_HUMAN Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform OS=Homo sapiens OX=9606 GN=PPP2R1B PE=1 SV=3,6,3,11.5,601
PPIF,0.089206291,0.666767933020382,0,P30405;R4GN99;H0Y548,P30405;R4GN99;H0Y548,11;6;6,11;6;6,11;6;6,"Peptidyl-prolyl cis-trans isomerase F, mitochondrial;Peptidyl-prolyl cis-trans isomerase",PPIF,"sp|P30405|PPIF_HUMAN Peptidyl-prolyl cis-trans isomerase F, mitochondrial OS=Homo sapiens OX=9606 GN=PPIF PE=1 SV=1;tr|R4GN99|R4GN99_HUMAN Peptidyl-prolyl cis-trans isomerase OS=Homo sapiens OX=9606 GN=PPIF PE=1 SV=1;tr|H0Y548|H0Y548_HUMAN Peptidyl-prolyl ",11,11,74.9,207
ALDH1B1,0.2419512576,0.067143305637239,0,P30837;A0A0U1RQK9;P00352;P47895;O94788;H0Y2X5;H0YMG7,P30837,17;2;1;1;1;1;1,17;2;1;1;1;1;1,16;2;0;0;0;0;0,"Aldehyde dehydrogenase X, mitochondrial",ALDH1B1,"sp|P30837|AL1B1_HUMAN Aldehyde dehydrogenase X, mitochondrial OS=Homo sapiens OX=9606 GN=ALDH1B1 PE=1 SV=3",17,16,40,517
SDHA,-0.2550412645,0.0684826566838578,0,P31040;D6RFM5;A0A087X1I3;A0A494C1T6;H0Y8X1,P31040;D6RFM5;A0A087X1I3;A0A494C1T6,18;16;12;11;1,18;16;12;11;1,18;16;12;11;1,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial",SDHA,"sp|P31040|SDHA_HUMAN Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial OS=Homo sapiens OX=9606 GN=SDHA PE=1 SV=2;tr|D6RFM5|D6RFM5_HUMAN Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial OS=Homo sapiens OX=9606 ",18,18,37.8,664
MAT2A,-0.4536659595,0.0323423599778893,0,P31153;Q00266,P31153,8;1,8;1,8;1,S-adenosylmethionine synthase isoform type-2,MAT2A,sp|P31153|METK2_HUMAN S-adenosylmethionine synthase isoform type-2 OS=Homo sapiens OX=9606 GN=MAT2A PE=1 SV=1,8,8,21,395
DNAJA1,0.0879988927,0.586382805278263,0,P31689,P31689,5,5,5,DnaJ homolog subfamily A member 1,DNAJA1,sp|P31689|DNJA1_HUMAN DnaJ homolog subfamily A member 1 OS=Homo sapiens OX=9606 GN=DNAJA1 PE=1 SV=2,5,5,21.7,397
UQCRC1,0.497728491,0.0077484495385331,0,P31930,P31930,20,20,20,"Cytochrome b-c1 complex subunit 1, mitochondrial",UQCRC1,"sp|P31930|QCR1_HUMAN Cytochrome b-c1 complex subunit 1, mitochondrial OS=Homo sapiens OX=9606 GN=UQCRC1 PE=1 SV=3",20,20,44,480
ATIC,-0.0328251003,0.760443679026126,0,P31939;C9JLK0;F8WEF0;H7C1S2,P31939,21;7;4;4,21;7;4;4,21;7;4;4,Bifunctional purine biosynthesis protein PURH;Phosphoribosylaminoimidazolecarboxamide formyltransferase;IMP cyclohydrolase,ATIC,sp|P31939|PUR9_HUMAN Bifunctional purine biosynthesis protein ATIC OS=Homo sapiens OX=9606 GN=ATIC PE=1 SV=3,21,21,45.8,592
HNRNPH3,-0.1058121925,0.338676355006679,0,P31942,P31942,15,15,15,Heterogeneous nuclear ribonucleoprotein H3,HNRNPH3,sp|P31942|HNRH3_HUMAN Heterogeneous nuclear ribonucleoprotein H3 OS=Homo sapiens OX=9606 GN=HNRNPH3 PE=1 SV=2,15,15,74.6,346
YWHAB,0.0154676052,0.880729344556642,0,P31946;Q4VY20;Q4VY19;A0A0J9YWE8;A0A0J9YWZ2;A2IDB2,P31946;Q4VY20;Q4VY19;A0A0J9YWE8,18;10;10;10;5;3,12;7;7;7;2;0,11;6;6;6;2;0,"14-3-3 protein beta/alpha;14-3-3 protein beta/alpha, N-terminally processed",YWHAB,sp|P31946|1433B_HUMAN 14-3-3 protein beta/alpha OS=Homo sapiens OX=9606 GN=YWHAB PE=1 SV=3;tr|Q4VY20|Q4VY20_HUMAN 14-3-3 protein beta/alpha (Fragment) OS=Homo sapiens OX=9606 GN=YWHAB PE=1 SV=1;tr|Q4VY19|Q4VY19_HUMAN 14-3-3 protein beta/alpha (Fragment) OS,18,11,68.3,246
SFN,-0.2881605399,0.0812127788701083,0,P31947,P31947,15,13,13,14-3-3 protein sigma,SFN,sp|P31947|1433S_HUMAN 14-3-3 protein sigma OS=Homo sapiens OX=9606 GN=SFN PE=1 SV=1,15,13,64.5,248
STIP1,-0.10383537,0.361166549024389,0,P31948;F5H783;F5GXD8;H0YGI8,P31948;F5H783,27;14;10;6,27;14;10;6,27;14;10;6,Stress-induced-phosphoprotein 1,STIP1,sp|P31948|STIP1_HUMAN Stress-induced-phosphoprotein 1 OS=Homo sapiens OX=9606 GN=STIP1 PE=1 SV=1;tr|F5H783|F5H783_HUMAN Stress-induced-phosphoprotein 1 OS=Homo sapiens OX=9606 GN=STIP1 PE=1 SV=1,27,27,49.9,543
S100A11,-0.0610537763,0.555087034603821,0,P31949,P31949,5,5,5,"Protein S100-A11;Protein S100-A11, N-terminally processed",S100A11,sp|P31949|S10AB_HUMAN Protein S100-A11 OS=Homo sapiens OX=9606 GN=S100A11 PE=1 SV=2,5,5,46.7,105
PRDX2,-0.2460723356,0.119244698583559,0,P32119;A6NIW5,P32119,8;3,7;3,7;3,Peroxiredoxin-2,PRDX2,sp|P32119|PRDX2_HUMAN Peroxiredoxin-2 OS=Homo sapiens OX=9606 GN=PRDX2 PE=1 SV=5,8,7,36.4,198
PYCR1,0.0958977521,0.509781355163604,0,P32322;E2QRB3;J3KQ22;J3QL24;J3QLK9;J3QL32;J3QL23;J3QKT4;J3QR88;J3QRZ0;J3KTA8;J3QKT3;J3KSA9,P32322;E2QRB3;J3KQ22;J3QL24;J3QLK9;J3QL32,16;15;10;9;8;8;7;7;6;5;4;4;3,16;15;10;9;8;8;7;7;6;5;4;4;3,15;14;10;9;8;8;7;6;6;5;4;4;3,"Pyrroline-5-carboxylate reductase 1, mitochondrial;Pyrroline-5-carboxylate reductase",PYCR1,"sp|P32322|P5CR1_HUMAN Pyrroline-5-carboxylate reductase 1, mitochondrial OS=Homo sapiens OX=9606 GN=PYCR1 PE=1 SV=2;tr|E2QRB3|E2QRB3_HUMAN Pyrroline-5-carboxylate reductase 1, isoform CRA_c OS=Homo sapiens OX=9606 GN=PYCR1 PE=1 SV=2;tr|J3KQ22|J3KQ22_HUMAN ",16,15,59.9,319
RPL9,0.2077542943,0.148101569660808,0,P32969;D6RAN4;E7ESE0;A0A2R8Y5Y7;H0Y9V9;H0Y9R4,P32969;D6RAN4;E7ESE0;A0A2R8Y5Y7;H0Y9V9,14;13;11;11;7;4,14;13;11;11;7;4,14;13;11;11;7;4,60S ribosomal protein L9,RPL9,sp|P32969|RL9_HUMAN 60S ribosomal protein L9 OS=Homo sapiens OX=9606 GN=RPL9 PE=1 SV=1;tr|D6RAN4|D6RAN4_HUMAN 60S ribosomal protein L9 (Fragment) OS=Homo sapiens OX=9606 GN=RPL9 PE=1 SV=8;tr|E7ESE0|E7ESE0_HUMAN 60S ribosomal protein L9 (Fragment) OS=Homo s,14,14,56.2,192
CD70,-1.3705504256,0.0818592657939308,0,P32970,P32970,3,3,3,CD70 antigen,CD70,sp|P32970|CD70_HUMAN CD70 antigen OS=Homo sapiens OX=9606 GN=CD70 PE=1 SV=2,3,3,19.7,193
KIF5B,-0.0445154777,0.830793686029041,0,P33176,P33176,10,10,6,Kinesin-1 heavy chain,KIF5B,sp|P33176|KINH_HUMAN Kinesin-1 heavy chain OS=Homo sapiens OX=9606 GN=KIF5B PE=1 SV=1,10,6,13.1,963
CSTF2,-0.2216620142,0.119565457262462,0,P33240;E9PID8;E7EWR4;Q9H0L4;A0A0A0MT56,P33240;E9PID8;E7EWR4,13;12;12;6;5,13;12;12;6;5,13;12;12;6;5,Cleavage stimulation factor subunit 2,CSTF2,sp|P33240|CSTF2_HUMAN Cleavage stimulation factor subunit 2 OS=Homo sapiens OX=9606 GN=CSTF2 PE=1 SV=1;tr|E9PID8|E9PID8_HUMAN Cleavage stimulation factor subunit 2 OS=Homo sapiens OX=9606 GN=CSTF2 PE=1 SV=1;tr|E7EWR4|E7EWR4_HUMAN Cleavage stimulation facto,13,13,29.3,577
MCM7,-0.5299319803,0.0187822604328496,0,P33993;C9J8M6,P33993,28;6,28;6,28;6,DNA replication licensing factor MCM7,MCM7,sp|P33993|MCM7_HUMAN DNA replication licensing factor MCM7 OS=Homo sapiens OX=9606 GN=MCM7 PE=1 SV=4,28,28,53.8,719
SHMT2,0.2975453565,0.0423377786332392,0,P34897;H0YIZ0;G3V2Y4;G3V5L0;G3V4W5;G3V540;G3V241;G3V3Y8;G3V4T0;G3V4X0;G3V2W0;G3V2E4;G3V2D2,P34897;H0YIZ0,34;19;15;13;12;10;7;7;7;7;7;7;2,34;19;15;13;12;10;7;7;7;7;7;7;2,32;19;14;11;10;8;6;6;6;6;6;6;1,"Serine hydroxymethyltransferase, mitochondrial;Serine hydroxymethyltransferase",SHMT2,"sp|P34897|GLYM_HUMAN Serine hydroxymethyltransferase, mitochondrial OS=Homo sapiens OX=9606 GN=SHMT2 PE=1 SV=3;tr|H0YIZ0|H0YIZ0_HUMAN Serine hydroxymethyltransferase, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=SHMT2 PE=1 SV=1",34,32,77,504
HSPA4,-0.0081371725,0.935377231936116,0,P34932;A0A087WYC1;A0A087WTS8,P34932;A0A087WYC1;A0A087WTS8,45;38;32,45;38;32,42;35;30,Heat shock 70 kDa protein 4,HSPA4,sp|P34932|HSP74_HUMAN Heat shock 70 kDa protein 4 OS=Homo sapiens OX=9606 GN=HSPA4 PE=1 SV=4;tr|A0A087WYC1|A0A087WYC1_HUMAN Heat shock 70 kDa protein 4 OS=Homo sapiens OX=9606 GN=HSPA4 PE=1 SV=1;tr|A0A087WTS8|A0A087WTS8_HUMAN Heat shock 70 kDa protein 4 OS,45,42,52.6,840
GPC1,0.111003938,0.590788806587,0,P35052;H7C024;H7C410;H7BZE9;C9J4Y6,P35052;H7C024;H7C410;H7BZE9,4;3;3;2;1,4;3;3;2;1,4;3;3;2;1,Glypican-1;Secreted glypican-1,GPC1,sp|P35052|GPC1_HUMAN Glypican-1 OS=Homo sapiens OX=9606 GN=GPC1 PE=1 SV=2;tr|H7C024|H7C024_HUMAN Glypican-1 (Fragment) OS=Homo sapiens OX=9606 GN=GPC1 PE=1 SV=2;tr|H7C410|H7C410_HUMAN Glypican-1 OS=Homo sapiens OX=9606 GN=GPC1 PE=1 SV=2;tr|H7BZE9|H7BZE9_HU,4,4,10,558
CTNNA1,-0.0057858337,0.976866789995856,0,P35221;G3XAM7;E5RGY7;E5RIB1;Q9UI47;E5RJZ2;E5RIT8;E5RFM3;E5RJL0;E5RIE0;E5RHV7;H0YBB8;E5RGY6;E5RG03;E5RJ41,P35221;G3XAM7,10;8;2;2;1;1;1;1;1;1;1;1;1;1;1,10;8;2;2;1;1;1;1;1;1;1;1;1;1;1,9;7;2;2;1;1;1;1;1;1;1;0;1;1;1,Catenin alpha-1,CTNNA1,"sp|P35221|CTNA1_HUMAN Catenin alpha-1 OS=Homo sapiens OX=9606 GN=CTNNA1 PE=1 SV=1;tr|G3XAM7|G3XAM7_HUMAN Catenin (Cadherin-associated protein), alpha 1, 102kDa, isoform CRA_a OS=Homo sapiens OX=9606 GN=CTNNA1 PE=1 SV=1",10,9,14.3,906
PHB,0.1770481876,0.147819621981722,0,P35232;C9JW96;C9JZ20;E7ESE2;E9PCW0;D6RBK0,P35232;C9JW96;C9JZ20;E7ESE2;E9PCW0,27;24;20;20;20;12,27;24;20;20;20;12,27;24;20;20;20;12,Prohibitin,PHB,sp|P35232|PHB_HUMAN Prohibitin OS=Homo sapiens OX=9606 GN=PHB PE=1 SV=1;tr|C9JW96|C9JW96_HUMAN Prohibitin (Fragment) OS=Homo sapiens OX=9606 GN=PHB PE=1 SV=2;tr|C9JZ20|C9JZ20_HUMAN Prohibitin (Fragment) OS=Homo sapiens OX=9606 GN=PHB PE=1 SV=1;tr|E7ESE2|E7,27,27,90.4,272
RFC2,-0.2120745102,0.312592892214018,0,P35250;A0A087WVY3;H7C5P4;H7C5P1;H7C5Q7;F8WC37;H7C5A0;H7C5G4,P35250;A0A087WVY3,7;4;3;1;1;1;1;1,7;4;3;1;1;1;1;1,7;4;3;1;1;1;1;1,Replication factor C subunit 2,RFC2,sp|P35250|RFC2_HUMAN Replication factor C subunit 2 OS=Homo sapiens OX=9606 GN=RFC2 PE=1 SV=3;tr|A0A087WVY3|A0A087WVY3_HUMAN Replication factor C subunit 2 OS=Homo sapiens OX=9606 GN=RFC2 PE=1 SV=1,7,7,25.7,354
RPL22,0.310491179,0.0319007387206097,0,P35268;K7ERI7;K7EMH1;K7ELC4;K7EP65;K7EKS7;K7EJT5,P35268;K7ERI7;K7EMH1;K7ELC4;K7EP65;K7EKS7,10;9;8;7;5;5;3,10;9;8;7;5;5;3,8;7;6;5;5;5;3,60S ribosomal protein L22,RPL22,sp|P35268|RL22_HUMAN 60S ribosomal protein L22 OS=Homo sapiens OX=9606 GN=RPL22 PE=1 SV=2;tr|K7ERI7|K7ERI7_HUMAN 60S ribosomal protein L22 OS=Homo sapiens OX=9606 GN=RPL22 PE=1 SV=1;tr|K7EMH1|K7EMH1_HUMAN 60S ribosomal protein L22 (Fragment) OS=Homo sapien,10,8,69.5,128
SPR,-0.3570204064,0.150368876428394,0,P35270,P35270,6,6,6,Sepiapterin reductase,SPR,sp|P35270|SPRE_HUMAN Sepiapterin reductase OS=Homo sapiens OX=9606 GN=SPR PE=1 SV=1,6,6,33.3,261
MYH9,0.1394722686,0.293047120045741,0,P35579;Q5BKV1;B1AH99;A0A0C4DFM8;A0A494C024;P12883;P12882;P13533;P13535;A7E2Y1;A0A2R8Y4C3;A1L2Z2;A0A087X0T3,P35579,99;7;4;2;2;1;1;1;1;1;1;1;1,99;7;4;2;2;1;1;1;1;1;1;1;1,84;7;4;0;0;0;0;0;0;0;0;0;0,Myosin-9,MYH9,sp|P35579|MYH9_HUMAN Myosin-9 OS=Homo sapiens OX=9606 GN=MYH9 PE=1 SV=4,99,84,53.6,1960
MYH10,0.2576323177,0.219551962063983,0,P35580;E7ERA5,P35580,16;1,6;1,5;1,Myosin-10,MYH10,sp|P35580|MYH10_HUMAN Myosin-10 OS=Homo sapiens OX=9606 GN=MYH10 PE=1 SV=3,16,5,8.4,1976
PSMC2,-0.4577158397,0.00950185801346221,0,P35998;C9JLS9,P35998,11;3,11;3,11;3,26S protease regulatory subunit 7,PSMC2,sp|P35998|PRS7_HUMAN 26S proteasome regulatory subunit 7 OS=Homo sapiens OX=9606 GN=PSMC2 PE=1 SV=3,11,11,31.4,433
ARL3,-0.4339417065,0.0223069795564529,0,P36405,P36405,7,7,7,ADP-ribosylation factor-like protein 3,ARL3,sp|P36405|ARL3_HUMAN ADP-ribosylation factor-like protein 3 OS=Homo sapiens OX=9606 GN=ARL3 PE=1 SV=2,7,7,34.1,182
ATP5C1,-0.1792666558,0.386540935912764,0,P36542,P36542,10,10,10,"ATP synthase subunit gamma, mitochondrial",ATP5C1,"sp|P36542|ATPG_HUMAN ATP synthase subunit gamma, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1C PE=1 SV=1",10,10,35.2,298
ATP6V1E1,-0.013370173,0.980014102286911,0,P36543;C9J8H1,P36543,5;2,5;2,5;2,V-type proton ATPase subunit E 1,ATP6V1E1,sp|P36543|VATE1_HUMAN V-type proton ATPase subunit E 1 OS=Homo sapiens OX=9606 GN=ATP6V1E1 PE=1 SV=1,5,5,28.8,226
CPOX,0.1058086913,0.487121010407472,0,P36551;H0YA22;D6RER6,P36551,20;5;2,20;5;2,20;5;2,"Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial",CPOX,"sp|P36551|HEM6_HUMAN Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial OS=Homo sapiens OX=9606 GN=CPOX PE=1 SV=3",20,20,45.6,454
RPL4,0.4073474726,0.0123799360820653,0,P36578;H3BM89;H3BTP7;H3BU31,P36578;H3BM89,37;27;18;15,37;27;18;15,37;27;18;15,60S ribosomal protein L4,RPL4,sp|P36578|RL4_HUMAN 60S ribosomal protein L4 OS=Homo sapiens OX=9606 GN=RPL4 PE=1 SV=5;tr|H3BM89|H3BM89_HUMAN 60S ribosomal protein L4 OS=Homo sapiens OX=9606 GN=RPL4 PE=1 SV=1,37,37,59,427
DLST,0.0551876552,0.646484398514334,0,P36957;Q86SW4;H0YJF9;G3V5M3;G3V3F0,P36957,11;5;2;2;2,11;5;2;2;2,11;5;2;2;2,"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial",DLST,"sp|P36957|ODO2_HUMAN Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial OS=Homo sapiens OX=9606 GN=DLST PE=1 SV=4",11,11,26.7,453
SRP14,0.0483666696,0.661378651368834,0,P37108;H0YLA2,P37108;H0YLA2,8;5,8;5,8;5,Signal recognition particle 14 kDa protein,SRP14,sp|P37108|SRP14_HUMAN Signal recognition particle 14 kDa protein OS=Homo sapiens OX=9606 GN=SRP14 PE=1 SV=2;tr|H0YLA2|H0YLA2_HUMAN Signal recognition particle 14 kDa protein OS=Homo sapiens OX=9606 GN=SRP14 PE=1 SV=1,8,8,47.1,136
FDFT1,-0.5502848106,0.0688047437492104,0,P37268;E9PNM1;A0A1W2PQ47;E9PJG4;E9PQ90;E9PNJ2;E9PSH1;E9PS69,P37268;E9PNM1;A0A1W2PQ47;E9PJG4,6;5;4;3;1;1;1;1,6;5;4;3;1;1;1;1,6;5;4;3;1;1;1;1,Squalene synthase,FDFT1,sp|P37268|FDFT_HUMAN Squalene synthase OS=Homo sapiens OX=9606 GN=FDFT1 PE=1 SV=1;tr|E9PNM1|E9PNM1_HUMAN Squalene synthase OS=Homo sapiens OX=9606 GN=FDFT1 PE=1 SV=1;tr|A0A1W2PQ47|A0A1W2PQ47_HUMAN Squalene synthase OS=Homo sapiens OX=9606 GN=FDFT1 PE=1 SV=,6,6,19.7,417
TAGLN2,-0.0045447656,0.968826274614762,0,P37802;X6RJP6;Q9UI15;C9J5W6,P37802;X6RJP6,15;13;1;1,15;13;1;1,15;13;1;1,Transgelin-2,TAGLN2,sp|P37802|TAGL2_HUMAN Transgelin-2 OS=Homo sapiens OX=9606 GN=TAGLN2 PE=1 SV=3;tr|X6RJP6|X6RJP6_HUMAN Transgelin-2 (Fragment) OS=Homo sapiens OX=9606 GN=TAGLN2 PE=1 SV=1,15,15,61.8,199
