Gene_names,PWP1_vs_BirA_logFC,PWP1_vs_BirA_pval,Protein_IDs,Majority_protein_IDs,Peptide_counts__all_,Peptide_counts__razor_unique_,Peptide_counts__unique_,Protein_names,Fasta_headers,Number_of_proteins,Peptides,Razor___unique_peptides,Unique_peptides,Peptides_BirA_alone_N1,Peptides_BirA_alone_N2,Peptides_PWP1_N1,Peptides_PWP1_N2,Razor___unique_peptides_BirA_alone_N1,Razor___unique_peptides_BirA_alone_N2,Razor___unique_peptides_PWP1_N1,Razor___unique_peptides_PWP1_N2,Unique_peptides_BirA_alone_N1,Unique_peptides_BirA_alone_N2,Unique_peptides_PWP1_N1,Unique_peptides_PWP1_N2,Sequence_coverage____,Unique___razor_sequence_coverage____,Unique_sequence_coverage____,Mol__weight__kDa_,Sequence_length,Sequence_lengths,Q_value,Score,Identification_type_BirA_alone_N1,Identification_type_BirA_alone_N2,Identification_type_PWP1_N1,Identification_type_PWP1_N2,Ratio_H_L,Ratio_H_L_normalized,Ratio_H_L_variability____,Ratio_H_L_count,Ratio_H_L_iso_count,Ratio_H_L_type,Ratio_H_L_BirA_alone_N1,Ratio_H_L_BirA_alone_N2,Ratio_H_L_PWP1_N1,Ratio_H_L_PWP1_N2,Ratio_H_L_normalized_BirA_alone_N1,Ratio_H_L_normalized_BirA_alone_N2,Ratio_H_L_normalized_PWP1_N1,Ratio_H_L_normalized_PWP1_N2,Ratio_H_L_variability_____BirA_alone_N1,Ratio_H_L_variability_____BirA_alone_N2,Ratio_H_L_variability_____PWP1_N1,Ratio_H_L_variability_____PWP1_N2,Ratio_H_L_count_BirA_alone_N1,Ratio_H_L_count_BirA_alone_N2,Ratio_H_L_count_PWP1_N1,Ratio_H_L_count_PWP1_N2,Ratio_H_L_iso_count_BirA_alone_N1,Ratio_H_L_iso_count_BirA_alone_N2,Ratio_H_L_iso_count_PWP1_N1,Ratio_H_L_iso_count_PWP1_N2,Ratio_H_L_type_BirA_alone_N1,Ratio_H_L_type_BirA_alone_N2,Ratio_H_L_type_PWP1_N1,Ratio_H_L_type_PWP1_N2,Sequence_coverage_BirA_alone_N1____,Sequence_coverage_BirA_alone_N2____,Sequence_coverage_PWP1_N1____,Sequence_coverage_PWP1_N2____,Intensity,Intensity_L,Intensity_H,Intensity_BirA_alone_N1,Intensity_L_BirA_alone_N1,Intensity_H_BirA_alone_N1,Intensity_BirA_alone_N2,Intensity_L_BirA_alone_N2,Intensity_H_BirA_alone_N2,Intensity_PWP1_N1,Intensity_L_PWP1_N1,Intensity_H_PWP1_N1,Intensity_PWP1_N2,Intensity_L_PWP1_N2,Intensity_H_PWP1_N2,Only_identified_by_site,Reverse,Potential_contaminant,id,Peptide_IDs,Peptide_is_razor,Mod__peptide_IDs,Evidence_IDs,MS_MS_IDs,Best_MS_MS,Carbamyl__K__site_IDs,Oxidation__M__site_IDs,Carbamyl__K__site_positions,Oxidation__M__site_positions,Taxonomy_IDs,AutoID,metacell_Intensity_L_PWP1_N1,metacell_Intensity_L_PWP1_N2,metacell_Intensity_L_BirA_alone_N1,metacell_Intensity_L_BirA_alone_N2
CORO1C,0.534724630901952,0.11162473498517,Q9ULV4;B4E3S0;F8W1H8;F8VUX3;F8VSA4;F8VRE9;H0YHL7;F8VTT6;F8VVB7;F8VV53;Q6QEF8;J3QLV6;J3KSS5,Q9ULV4;B4E3S0,14;11;5;5;5;5;5;5;5;2;1;1;1,14;11;5;5;5;5;5;5;5;2;1;1;1,14;11;5;5;5;5;5;5;5;2;1;1;1,Coronin-1C;Coronin,sp|Q9ULV4|COR1C_HUMAN Coronin-1C OS=Homo sapiens OX=9606 GN=CORO1C PE=1 SV=1;tr|B4E3S0|B4E3S0_HUMAN Coronin OS=Homo sapiens OX=9606 GN=CORO1C PE=1 SV=1,13,14,14,14,8,7,8,11,8,7,8,11,8,7,8,11,31.2,31.2,31.2,53.248,474,474;369;151;159;162;163;165;169;181;125;472;432;471,0.0,58.804,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.40779,1.2125,21.654,40,9,Leave out requantified,0.29396,0.29195,0.36976,0.46534,1.0631,0.8192,1.1636,1.2602,19.348,8.4814,8.0317,9.0624,8,7,11,14,3,2,2,2,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,20.3,16.9,20.5,25.3,5640800000,3943400000,1697400000,682310000,490740000,191570000,573440000,424790000,148640000,1799300000,1291500000,507810000,2585700000,1736300000,849400000,,,,2935,940;2511;4917;7067;8849;13267;14544;14984;15247;15857;18887;20063;20694;20695,True;True;True;True;True;True;True;True;True;True;True;True;True;True,987;988;2687;5261;7666;9592;14338;15683;16159;16434;17088;20320;21610;22279;22280,2662;2663;2664;2665;2666;2667;2668;2669;7390;13878;20410;25581;25582;25583;38242;41771;41772;42942;42943;42944;43627;43628;43629;43630;45335;45336;45337;45338;54138;54139;54140;54141;57621;57622;57623;57624;57625;59385;59386;59387;59388,4963;4964;4965;4966;4967;4968;4969;4970;4971;4972;4973;4974;4975;4976;4977;4978;4979;4980;4981;4982;4983;4984;4985;14330;14331;26384;26385;38842;48755;48756;48757;48758;48759;71959;71960;71961;71962;78532;78533;78534;80528;80529;80530;81676;81677;81678;81679;81680;81681;81682;81683;81684;84855;84856;84857;84858;84859;84860;84861;84862;102083;102084;102085;102086;102087;102088;102089;108879;108880;108881;108882;108883;108884;108885;108886;108887;108888;108889;108890;112154;112155;112156;112157;112158;112159;112160;112161;112162;112163;112164;112165;112166;112167;112168;112169;112170,4975;14331;26385;38842;48755;71962;78532;80528;81677;84859;102088;108888;112155;112167,,,,,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_2936,quanti,quanti,quanti,quanti
NOB1,0.146243882577298,0.45990054517827,Q9ULX3;H3BUR4,Q9ULX3;H3BUR4,4;3,4;3,4;3,RNA-binding protein NOB1,sp|Q9ULX3|NOB1_HUMAN RNA-binding protein NOB1 OS=Homo sapiens OX=9606 GN=NOB1 PE=1 SV=1;tr|H3BUR4|H3BUR4_HUMAN RNA-binding protein NOB1 OS=Homo sapiens OX=9606 GN=NOB1 PE=1 SV=1,2,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,12.4,12.4,12.4,46.674,412,412;66,0.0,5.0998,By MS/MS,By MS/MS,By MS/MS,By MS/MS,1.3471,3.4148,29.887,12,0,Leave out requantified,1.3591,1.5533,1.4066,1.2372,3.2046,3.4046,3.3963,2.9802,25.862,13.287,57.451,34.417,3,3,3,3,0,0,0,0,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,8.3,8.3,10.0,8.7,379600000,185320000,194290000,49683000,23546000,26137000,69005000,29449000,39556000,123530000,61250000,62283000,137380000,71070000,66312000,,,,2937,1713;4584;9752;20599,True;True;True;True,1836;4907;10591;22180,5078;5079;5080;12959;12960;12961;28301;28302;28303;28304;59139;59140,9855;24669;53596;53597;53598;53599;53600;53601;53602;53603;111726;111727,9855;24669;53597;111727,,,,,-1;-1,protein_2938,quanti,quanti,quanti,quanti
PRPF19,1.53262994341931,0.00128858796506118,Q9UMS4;F5GY56;H0YGZ5;H0YGF3;F5H2I0,Q9UMS4,21;10;4;2;2,21;10;4;2;2,21;10;4;2;2,Pre-mRNA-processing factor 19,sp|Q9UMS4|PRP19_HUMAN Pre-mRNA-processing factor 19 OS=Homo sapiens OX=9606 GN=PRPF19 PE=1 SV=1,5,21,21,21,9,9,16,17,9,9,16,17,9,9,16,17,59.7,59.7,59.7,55.18,504,504;252;119;45;104,0.0,149.31,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.26238,0.81999,20.05,62,13,Leave out requantified,0.29897,0.32579,0.22796,0.27263,1.0493,0.95527,0.73825,0.76427,17.566,12.993,16.668,12.851,9,9,21,23,1,2,4,6,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,26.0,25.6,51.8,51.2,11273000000,8877200000,2395600000,694590000,519810000,174780000,892770000,661210000,231560000,4454900000,3599500000,855370000,5230600000,4096700000,1133900000,,,,2938,1405;4509;5861;8008;8009;8719;9429;14358;14702;14807;14874;16111;16112;16119;16589;17678;18211;18399;19964;20043;20836,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,1504;4827;6317;8688;8689;9454;10235;15487;15854;15967;16038;17361;17362;17370;17869;19027;19586;19791;21502;21589;22428,4142;4143;4144;4145;12757;12758;12759;12760;16745;16746;23192;23193;23194;23195;25229;25230;25231;25232;25233;27296;27297;27298;27299;27300;27301;41272;41273;41274;41275;42203;42477;42632;46105;46106;46107;46108;46109;46110;46111;46112;46129;46130;47474;47475;50670;50671;50672;50673;52157;52158;52724;52725;52726;52727;52728;57327;57328;57562;57563;59786;59787;59788,7818;7819;7820;7821;7822;7823;7824;7825;7826;7827;7828;7829;24318;24319;24320;24321;24322;24323;24324;24325;24326;24327;24328;24329;24330;24331;31927;31928;44266;44267;44268;44269;44270;48103;48104;48105;48106;48107;48108;48109;48110;48111;48112;48113;48114;48115;48116;48117;48118;48119;51761;51762;51763;51764;51765;51766;51767;51768;51769;51770;51771;51772;51773;77682;77683;77684;77685;79264;79265;79687;79964;86300;86301;86302;86303;86304;86305;86306;86307;86308;86309;86310;86311;86312;86313;86314;86315;86316;86317;86318;86319;86320;86347;86348;88827;88828;88829;88830;88831;95127;95128;95129;95130;95131;95132;95133;95134;95135;95136;95137;95138;98020;98021;98022;98023;98024;99254;99255;99256;99257;99258;99259;108295;108784;108785;108786;108787;112895;112896;112897;112898;112899;112900,7821;24319;31928;44266;44270;48117;51769;77685;79265;79687;79964;86315;86320;86347;88831;95134;98022;99257;108295;108787;112896,,,,,-1;-1;-1;-1;-1,protein_2939,quanti,quanti,quanti,quanti
UBQLN1,-0.147036056153173,0.526042025101866,Q9UMX0,Q9UMX0,6,6,2,Ubiquilin-1,sp|Q9UMX0|UBQL1_HUMAN Ubiquilin-1 OS=Homo sapiens OX=9606 GN=UBQLN1 PE=1 SV=2,1,6,6,2,1,3,4,4,1,3,4,4,0,1,1,1,16.8,16.8,9.7,62.518,589,589,0.0,9.1282,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.49131,1.1955,22.31,12,4,Leave out requantified,0.42574,0.52314,0.38581,0.54831,1.5638,1.2567,0.99857,1.3627,,34.553,85.385,37.154,1,2,4,5,0,0,2,2,Median,Median,Median,Median,2.9,11.7,9.5,9.5,808140000,459940000,348200000,90977000,65862000,25114000,131690000,85033000,46660000,273810000,132990000,140820000,311660000,176050000,135610000,,,,2939,1450;1451;12391;13833;13837;14579,True;True;True;True;True;True,1549;1550;13406;14932;14936;15721,4249;4250;4251;4252;35769;39846;39847;39848;39861;39862;41869;41870;41871,8041;8042;8043;8044;8045;8046;8047;8048;8049;67395;75067;75068;75069;75088;75089;75090;78702;78703;78704,8042;8046;67395;75068;75088;78704,,,,,-1,protein_2940,quanti,quanti,quanti,quanti
NOL7,21.1913618248474,1.21684772976504e-07,Q9UMY1,Q9UMY1,3,3,3,Nucleolar protein 7,sp|Q9UMY1|NOL7_HUMAN Nucleolar protein 7 OS=Homo sapiens OX=9606 GN=NOL7 PE=1 SV=2,1,3,3,3,0,0,3,3,0,0,3,3,0,0,3,3,13.2,13.2,13.2,29.426,257,257,0.0,7.4838,,,By MS/MS,By MS/MS,1.5396,4.1212,30.221,6,0,Leave out requantified,,,1.3927,1.702,,,4.1052,4.1372,,,30.098,31.663,0,0,3,3,0,0,0,0,Median,Median,Leave out requantified,Leave out requantified,0.0,0.0,13.2,13.2,452340000,169210000,283130000,0,0,0,0,0,0,229870000,91757000,138120000,222460000,77455000,145010000,,,,2941,277;278;14679,True;True;True,289;290;15831,727;728;729;730;42141;42142,1436;1437;1438;1439;1440;79156;79157;79158;79159,1437;1440;79158,,,,,-1,protein_2942,quanti,quanti,imputed MEC,imputed MEC
STUB1,-0.739339579547998,0.26963487149612,Q9UNE7;H3BS86;H3BUD0;H3BTA3,Q9UNE7;H3BS86;H3BUD0,4;3;2;1,4;3;2;1,4;3;2;1,E3 ubiquitin-protein ligase CHIP,sp|Q9UNE7|CHIP_HUMAN E3 ubiquitin-protein ligase CHIP OS=Homo sapiens OX=9606 GN=STUB1 PE=1 SV=2;tr|H3BS86|H3BS86_HUMAN E3 ubiquitin-protein ligase CHIP (Fragment) OS=Homo sapiens OX=9606 GN=STUB1 PE=1 SV=8;tr|H3BUD0|H3BUD0_HUMAN E3 ubiquitin-protein ligas,4,4,4,4,2,2,2,1,2,2,2,1,2,2,2,1,16.8,16.8,16.8,34.856,303,303;213;185;157,0.0,4.2785,By matching,By MS/MS,By MS/MS,By MS/MS,0.61151,1.5861,3.6232,7,0,Leave out requantified,0.61249,0.61052,0.57002,0.62194,1.7208,1.4811,1.6424,1.5008,9.6737,2.1101,6.9952,,2,2,2,1,0,0,0,0,Median,Median,Median,Median,8.3,8.3,8.6,4.0,238590000,144880000,93707000,46838000,27849000,18989000,52032000,29632000,22400000,96525000,63491000,33034000,43190000,23905000,19284000,,,,2943,1045;1219;11250;15016,True;True;True;True,1110;1304;12198;16194,3013;3014;3578;3579;32621;32622;43054,5679;6706;6707;6708;61663;61664;61665;61666;80717,5679;6706;61665;80717,,,,,-1;-1;-1;-1,protein_2944,quanti,quanti,quanti,quanti
PSMD13,-1.48237572561273,0.00583875482887608,Q9UNM6;J3KNQ3;A0A087WUL9;E9PL38,Q9UNM6;J3KNQ3;A0A087WUL9;E9PL38,10;9;9;5,10;9;9;5,4;3;3;0,26S proteasome non-ATPase regulatory subunit 13,sp|Q9UNM6|PSD13_HUMAN 26S proteasome non-ATPase regulatory subunit 13 OS=Homo sapiens OX=9606 GN=PSMD13 PE=1 SV=2;tr|J3KNQ3|J3KNQ3_HUMAN 26S proteasome non-ATPase regulatory subunit 13 OS=Homo sapiens OX=9606 GN=PSMD13 PE=1 SV=1;tr|A0A087WUL9|A0A087WUL9_HU,4,10,10,4,6,7,5,5,6,7,5,5,3,2,3,3,35.1,35.1,12.2,42.945,376,376;349;377;263,0.0,16.064,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.26037,0.83783,23.842,22,9,Leave out requantified,0.26037,0.33542,0.24369,0.37378,0.86778,0.90119,0.65325,0.93512,12.645,26.611,33.473,34.774,8,6,4,4,2,4,3,0,Leave out requantified,Median,Median,Leave out requantified,20.2,27.4,16.5,15.2,935450000,685030000,250420000,290480000,211930000,78548000,227620000,167390000,60223000,192030000,144310000,47717000,225330000,161400000,63933000,,,,2944,1460;4660;5172;8556;16286;16579;17132;18979;19252;21367,True;True;True;True;True;True;True;True;True;True,1562;4992;5536;9271;17550;17859;18435;20421;20733;22991,4293;4294;13187;13188;13189;14588;14589;24762;24763;46633;46634;46635;47453;49051;54440;54441;54442;54443;54444;55331;55332;55333;55334;61267;61268,8118;8119;8120;25060;25061;25062;25063;25064;27764;27765;47103;47104;47105;47106;87317;87318;87319;88799;91756;102674;102675;102676;102677;102678;104425;104426;104427;104428;104429;104430;104431;104432;115652;115653,8119;25061;27764;47106;87319;88799;91756;102674;104425;115653,,,,,-1;-1;-1;-1,protein_2945,quanti,quanti,quanti,quanti
DIMT1,21.2934993168169,6.94968034443786e-08,Q9UNQ2;A0A494C0G7;D6RCL3;A0A0C4DGB1,Q9UNQ2;A0A494C0G7;D6RCL3;A0A0C4DGB1,4;3;2;2,4;3;2;2,4;3;2;2,Probable dimethyladenosine transferase,sp|Q9UNQ2|DIM1_HUMAN Probable dimethyladenosine transferase OS=Homo sapiens OX=9606 GN=DIMT1 PE=1 SV=1;tr|A0A494C0G7|A0A494C0G7_HUMAN rRNA adenine N(6)-methyltransferase OS=Homo sapiens OX=9606 GN=DIMT1 PE=1 SV=1;tr|D6RCL3|D6RCL3_HUMAN rRNA adenine N(6)-me,4,4,4,4,0,0,4,4,0,0,4,4,0,0,4,4,19.5,19.5,19.5,35.236,313,313;317;154;275,0.0,5.2784,,,By MS/MS,By MS/MS,0.73477,1.7969,9.4466,6,0,Leave out requantified,,,0.66136,0.7893,,,1.8129,1.9673,,,14.999,7.2621,0,0,3,3,0,0,0,0,Median,Median,Leave out requantified,Leave out requantified,0.0,0.0,19.5,19.5,340020000,181720000,158300000,0,0,0,0,0,0,154400000,82641000,71759000,185620000,99080000,86544000,,,,2945,154;10908;15333;16280,True;True;True;True,159;11835;16536;17544,388;389;31694;31695;43897;43898;46613;46614,774;775;776;777;59946;59947;82167;82168;87293,775;59946;82168;87293,,,,,-1;-1;-1;-1,protein_2946,quanti,quanti,imputed MEC,imputed MEC
COPS3,-2.19682086339752,0.000373464699309819,Q9UNS2;H7C3P9;J3QL22;J3QS85;J3KTQ1;J3QKR0;C9JLV5,Q9UNS2;H7C3P9,3;2;1;1;1;1;1,3;2;1;1;1;1;1,3;2;1;1;1;1;1,COP9 signalosome complex subunit 3,sp|Q9UNS2|CSN3_HUMAN COP9 signalosome complex subunit 3 OS=Homo sapiens OX=9606 GN=COPS3 PE=1 SV=3;tr|H7C3P9|H7C3P9_HUMAN COP9 signalosome complex subunit 3 OS=Homo sapiens OX=9606 GN=COPS3 PE=1 SV=2,7,3,3,3,3,2,1,1,3,2,1,1,3,2,1,1,9.5,9.5,9.5,47.873,423,423;345;20;31;107;116;318,0.0,8.9372,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.32492,0.74178,30.659,7,0,Leave out requantified,0.28808,0.40464,0.28501,0.36911,0.69408,0.99957,0.63369,0.79276,32.714,17.048,,,3,2,1,1,0,0,0,0,Leave out requantified,Median,Median,Median,9.5,6.4,2.8,2.8,155950000,114010000,41939000,48710000,35648000,13063000,57852000,40711000,17141000,24877000,19515000,5361600,24509000,18135000,6374500,,,,2946,1549;1888;17249,True;True;True,1659;2021;18559,4572;4573;5612;5613;5614;5615;49384,8729;8730;10799;10800;10801;10802;10803;10804;10805;10806;10807;10808;10809;10810;92479,8729;10801;92479,,,,,-1;-1;-1;-1;-1;-1;-1,protein_2947,quanti,quanti,quanti,quanti
WDR3,1.04106102148123,0.352672064239344,Q9UNX4,Q9UNX4,6,6,6,WD repeat-containing protein 3,sp|Q9UNX4|WDR3_HUMAN WD repeat-containing protein 3 OS=Homo sapiens OX=9606 GN=WDR3 PE=1 SV=1,1,6,6,6,1,1,4,5,1,1,4,5,1,1,4,5,9.8,9.8,9.8,106.1,943,943,0.0,21.077,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.40706,0.93081,19.895,10,4,Leave out requantified,,0.36364,0.36717,0.48913,,0.71448,0.90508,1.0504,,,39.836,10.135,0,1,4,5,0,0,2,2,Median,Median,Median,Leave out requantified,2.8,1.5,5.8,7.0,440900000,274040000,166860000,111630000,52654000,58972000,14323000,9706400,4616300,139130000,95337000,43790000,175820000,116350000,59479000,,,,2948,2222;2704;8042;10632;16060;20189,True;True;True;True;True;True,2376;2896;8724;11541;17306;21755,6566;6567;7928;7929;23289;23290;23291;30879;30880;45948;58046,12662;12663;15302;15303;15304;44432;44433;58497;58498;86028;86029;109764,12662;15302;44432;58497;86028;109764,,,,,-1,protein_2949,quanti,quanti,quanti,quanti
SRRM2,1.51199769469909,0.00474795985777075,Q9UQ35;I3L1C0;I3L3Q8;A0A087X1W1;I3L1I8;I3L182;I3L4D8,Q9UQ35,18;1;1;1;1;1;1,18;1;1;1;1;1;1,18;1;1;1;1;1;1,Serine/arginine repetitive matrix protein 2,sp|Q9UQ35|SRRM2_HUMAN Serine/arginine repetitive matrix protein 2 OS=Homo sapiens OX=9606 GN=SRRM2 PE=1 SV=2,7,18,18,18,8,10,15,14,8,10,15,14,8,10,15,14,8.2,8.2,8.2,299.61,2752,2752;94;184;251;297;895;1018,0.0,102.88,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.46246,1.2766,11.894,48,13,Leave out requantified,0.37653,0.51783,0.40997,0.47233,1.2702,1.2643,1.3163,1.2577,16.678,13.635,8.826,7.792,8,10,16,14,2,1,6,4,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,4.5,5.8,8.2,7.7,3852300000,2611800000,1240500000,206040000,144980000,61058000,322620000,208190000,114430000,1814600000,1259200000,555330000,1509100000,999410000,509640000,,,,2950,79;7168;8146;12419;12420;13113;15339;15939;16449;17047;17119;17120;17796;17803;17804;17859;17870;19692,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,79;7782;8837;13438;13439;14172;16542;17179;17723;18346;18422;18423;19152;19159;19160;19218;19229;21217,180;181;182;183;20692;20693;23634;23635;35854;35855;35856;35857;37810;37811;37812;37813;43916;43917;45610;45611;45612;45613;47068;47069;48799;48800;48801;48802;49002;49003;49004;49005;49006;51006;51007;51020;51021;51022;51165;51166;51167;51168;51193;51194;51195;51196;56621;56622,332;333;334;335;336;337;338;339;340;39408;39409;39410;39411;39412;45049;45050;67584;67585;67586;67587;67588;67589;67590;71045;71046;71047;71048;71049;71050;82206;82207;85439;85440;85441;88097;88098;91267;91268;91269;91270;91271;91272;91273;91274;91275;91276;91277;91278;91636;91637;91638;91639;91640;91641;95796;95797;95798;95799;95800;95801;95826;95827;95828;95829;95830;95831;95832;95833;96124;96125;96126;96127;96128;96129;96130;96163;96164;96165;96166;96167;96168;96169;96170;96171;107044;107045,337;39409;45050;67585;67590;71045;82207;85441;88098;91272;91639;91641;95798;95828;95833;96129;96166;107045,,,,,-1;-1;-1;-1;-1;-1;-1,protein_2951,quanti,quanti,quanti,quanti
PA2G4,-0.856445154643829,0.012157187122696,Q9UQ80;F8VR77;F8W0A3;H0YIN7,Q9UQ80;F8VR77,20;12;5;4,20;12;5;4,20;12;5;4,Proliferation-associated protein 2G4,sp|Q9UQ80|PA2G4_HUMAN Proliferation-associated protein 2G4 OS=Homo sapiens OX=9606 GN=PA2G4 PE=1 SV=3;tr|F8VR77|F8VR77_HUMAN Proliferation-associated protein 2G4 OS=Homo sapiens OX=9606 GN=PA2G4 PE=1 SV=1,4,20,20,20,16,16,11,10,16,16,11,10,16,16,11,10,57.9,57.9,57.9,43.786,394,394;284;187;163,0.0,103.43,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.35226,1.0712,15.75,61,14,Leave out requantified,0.33035,0.32147,0.32722,0.41449,1.1796,0.90826,0.91489,1.0924,15.675,8.9814,19.008,17.125,16,18,14,13,4,6,4,0,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,47.2,47.2,35.8,33.0,7744200000,5490700000,2253400000,1496500000,1036000000,460510000,2048800000,1419200000,629550000,1960400000,1449800000,510680000,2238400000,1585700000,652710000,,,,2951,106;561;562;563;4285;5066;6744;7319;8550;8803;12114;12676;12720;14937;15663;15664;17065;17457;18400;20906,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,107;582;583;584;4592;5416;5417;7296;7937;9265;9540;13110;13709;13754;16105;16882;16883;18365;18786;19792;22502,248;249;250;251;1524;1525;1526;1527;1528;1529;1530;1531;1532;1533;12134;12135;12136;12137;14279;14280;14281;14282;14283;14284;19333;19334;21106;21107;24747;24748;25442;25443;25444;25445;34968;34969;34970;34971;36581;36582;36699;36700;42779;42780;42781;42782;42783;42784;42785;44790;44791;44792;44793;48852;48853;50040;52729;52730;52731;52732;52733;52734;59989,512;513;514;515;516;2850;2851;2852;2853;2854;2855;2856;2857;2858;2859;2860;2861;2862;2863;2864;2865;2866;2867;2868;2869;2870;2871;2872;2873;2874;23164;23165;23166;23167;23168;23169;23170;23171;23172;23173;23174;23175;23176;27131;27132;27133;27134;27135;27136;27137;27138;27139;27140;27141;27142;27143;27144;27145;27146;27147;27148;27149;27150;36616;36617;36618;36619;36620;36621;40152;47079;47080;48515;48516;48517;48518;48519;48520;65839;65840;65841;65842;65843;65844;65845;65846;68895;68896;68897;68898;69097;80221;80222;80223;80224;80225;80226;80227;80228;80229;80230;80231;80232;80233;80234;80235;83855;83856;83857;83858;91354;91355;93855;99260;99261;99262;99263;99264;99265;99266;99267;99268;99269;99270;99271;99272;99273;99274;99275;113255,516;2851;2865;2871;23167;27141;36619;40152;47079;48519;65841;68896;69097;80228;83856;83858;91354;93855;99262;113255,,,,,-1;-1;-1;-1,protein_2952,quanti,quanti,quanti,quanti
SMC3,0.518832188375118,0.148159921383391,Q9UQE7,Q9UQE7,10,10,10,Structural maintenance of chromosomes protein 3,sp|Q9UQE7|SMC3_HUMAN Structural maintenance of chromosomes protein 3 OS=Homo sapiens OX=9606 GN=SMC3 PE=1 SV=2,1,10,10,10,3,3,8,7,3,3,8,7,3,3,8,7,10.9,10.9,10.9,141.54,1217,1217,0.0,13.302,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.58018,1.483,21.715,21,5,Leave out requantified,0.51016,0.74342,0.48557,0.68259,1.5921,1.8049,1.483,1.488,43.357,6.2131,28.164,14.309,3,3,8,7,0,0,3,2,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,3.3,3.3,9.1,7.7,763750000,493130000,270620000,72200000,48947000,23253000,111440000,66999000,44438000,325970000,221120000,104840000,254150000,156060000,98087000,,,,2953,985;1190;1242;5271;9628;10116;12972;14828;15872;16334,True;True;True;True;True;True;True;True;True;True,1036;1272;1328;5645;10452;10985;14019;15990;17105;17601,2782;2783;3485;3486;3648;3649;3650;3651;14858;27917;27918;27919;27920;27921;29346;37371;37372;42522;45383;45384;46762;46763,5181;5182;5183;6547;6854;6855;6856;6857;28307;52920;52921;52922;52923;55560;55561;70295;70296;70297;70298;70299;79765;84976;84977;84978;87523;87524,5182;6547;6855;28307;52920;55561;70298;79765;84977;87523,,,,,-1,protein_2954,quanti,quanti,quanti,quanti
NIP7,24.273466265946,4.81852531578902e-08,Q9Y221;J3QRD6;J3QRR4;J3QLW7,Q9Y221;J3QRD6;J3QRR4,4;3;3;1,4;3;3;1,4;3;3;1,60S ribosome subunit biogenesis protein NIP7 homolog,sp|Q9Y221|NIP7_HUMAN 60S ribosome subunit biogenesis protein NIP7 homolog OS=Homo sapiens OX=9606 GN=NIP7 PE=1 SV=1;tr|J3QRD6|J3QRD6_HUMAN 60S ribosome subunit biogenesis protein NIP7 homolog (Fragment) OS=Homo sapiens OX=9606 GN=NIP7 PE=1 SV=1;tr|J3QRR4|J,4,4,4,4,1,0,4,4,1,0,4,4,1,0,4,4,33.9,33.9,33.9,20.462,180,180;70;79;110,0.0,14.113,By MS/MS,,By MS/MS,By MS/MS,0.27274,0.7989,17.346,14,5,Leave out requantified,,,0.25374,0.30262,,,0.81752,0.8151,,,12.934,30.446,0,0,7,7,0,0,3,2,Median,Median,Leave out requantified,Leave out requantified,7.8,0.0,33.9,33.9,1840600000,1429300000,411290000,0,0,0,0,0,0,942660000,746570000,196090000,897900000,682700000,215200000,,,,2954,9379;10410;20270;20922,True;True;True;True,10176;11291;21839;22519,27139;27140;30183;30184;30185;30186;30187;58259;58260;58261;58262;60040;60041;60042;60043,51496;51497;51498;57135;57136;57137;57138;57139;57140;57141;110136;110137;110138;110139;113324;113325;113326;113327;113328;113329;113330;113331;113332;113333,51497;57137;110139;113332,,,,,-1;-1;-1;-1,protein_2955,quanti,quanti,imputed MEC,imputed MEC
