TLE3_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
MCM3,-0.6691076966,0.0181579477797515,0,P25205;J3KQ69;A0A499FHX9;Q7Z6P5,P25205;J3KQ69;A0A499FHX9,25;19;19;4,25;19;19;4,25;19;19;4,DNA replication licensing factor MCM3,MCM3,sp|P25205|MCM3_HUMAN DNA replication licensing factor MCM3 OS=Homo sapiens OX=9606 GN=MCM3 PE=1 SV=3;tr|J3KQ69|J3KQ69_HUMAN DNA replication licensing factor MCM3 OS=Homo sapiens OX=9606 GN=MCM3 PE=1 SV=3;tr|A0A499FHX9|A0A499FHX9_HUMAN DNA replication licen,25,25,35.6,808
RPS12,0.0691894652,0.644730153932011,0,P25398,P25398,14,14,14,40S ribosomal protein S12,RPS12,sp|P25398|RS12_HUMAN 40S ribosomal protein S12 OS=Homo sapiens OX=9606 GN=RPS12 PE=1 SV=3,14,14,84.1,132
ATP5A1,0.1181764786,0.325915444720569,0,P25705;K7EK77;K7ENJ4;K7ERX7;K7EJP1;K7EQH4;K7ESA0,P25705;K7EK77,46;24;18;17;14;8;2,46;24;18;17;14;8;2,46;24;18;17;14;8;2,"ATP synthase subunit alpha, mitochondrial",ATP5A1,"sp|P25705|ATPA_HUMAN ATP synthase subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1A PE=1 SV=1;tr|K7EK77|K7EK77_HUMAN ATP synthase subunit alpha, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=ATP5F1A PE=1 SV=1",46,46,72.3,553
PSMA1,0.0832240899,0.451928257363298,0,P25786;F5GX11;B4DEV8,P25786;F5GX11;B4DEV8,16;12;8,16;12;8,16;12;8,Proteasome subunit alpha type-1;Proteasome subunit alpha type,PSMA1,sp|P25786|PSA1_HUMAN Proteasome subunit alpha type-1 OS=Homo sapiens OX=9606 GN=PSMA1 PE=1 SV=1;tr|F5GX11|F5GX11_HUMAN Proteasome endopeptidase complex OS=Homo sapiens OX=9606 GN=PSMA1 PE=1 SV=1;tr|B4DEV8|B4DEV8_HUMAN Proteasome subunit alpha type OS=Homo ,16,16,69.6,263
PSMA3,-0.2235409239,0.10553603785204,0,P25788;G3V4X5;G3V3W4;G3V5N4;H0YJ03,P25788,10;4;2;2;1,10;4;2;2;1,10;4;2;2;1,Proteasome subunit alpha type-3,PSMA3,sp|P25788|PSA3_HUMAN Proteasome subunit alpha type-3 OS=Homo sapiens OX=9606 GN=PSMA3 PE=1 SV=2,10,10,46.7,255
ITGA3,0.1735830271,0.245399258372263,0,P26006;D6R9X8;K7EMU3;H0YA32;H0YA49,P26006,13;4;2;1;1,13;4;2;1;1,13;4;2;1;1,Integrin alpha-3;Integrin alpha-3 heavy chain;Integrin alpha-3 light chain,ITGA3,sp|P26006|ITA3_HUMAN Integrin alpha-3 OS=Homo sapiens OX=9606 GN=ITGA3 PE=1 SV=5,13,13,18.4,1051
MSN,0.2430859647,0.0707592052998793,0,P26038;V9GZ54,P26038,40;8,40;8,30;6,Moesin,MSN,sp|P26038|MOES_HUMAN Moesin OS=Homo sapiens OX=9606 GN=MSN PE=1 SV=3,40,30,65.9,577
DDX6,0.0124658546,0.931093014768842,0,P26196;Q8IV96,P26196,7;2,7;2,7;2,Probable ATP-dependent RNA helicase DDX6,DDX6,sp|P26196|DDX6_HUMAN Probable ATP-dependent RNA helicase DDX6 OS=Homo sapiens OX=9606 GN=DDX6 PE=1 SV=2,7,7,22.8,483
RPL13,0.5254060917,0.00873581197656785,0,P26373;J3QSB4;H3BTH3;H3BUK8;J3KS98,P26373;J3QSB4,16;11;5;2;2,16;11;5;2;2,16;11;5;2;2,60S ribosomal protein L13,RPL13,sp|P26373|RL13_HUMAN 60S ribosomal protein L13 OS=Homo sapiens OX=9606 GN=RPL13 PE=1 SV=4;tr|J3QSB4|J3QSB4_HUMAN 60S ribosomal protein L13 (Fragment) OS=Homo sapiens OX=9606 GN=RPL13 PE=1 SV=1,16,16,58.8,211
HMGB2,-0.1922477762,0.326401962229139,0,P26583;D6R9A6,P26583;D6R9A6,8;5,5;3,5;3,High mobility group protein B2,HMGB2,sp|P26583|HMGB2_HUMAN High mobility group protein B2 OS=Homo sapiens OX=9606 GN=HMGB2 PE=1 SV=2;tr|D6R9A6|D6R9A6_HUMAN High mobility group protein B2 (Fragment) OS=Homo sapiens OX=9606 GN=HMGB2 PE=1 SV=1,8,5,44,209
PTBP1,0.0491877512,0.670186595443408,0,P26599;A0A0U1RRM4;A6NLN1;A0A0D9SF20;K7EKJ7;K7ES59;K7EK45;A0A087WUW5;K7ELW5;A0A087WU68;O95758;X6R242,P26599;A0A0U1RRM4;A6NLN1;A0A0D9SF20,25;24;23;13;10;8;5;4;4;3;1;1,25;24;23;13;10;8;5;4;4;3;1;1,25;24;23;13;10;8;5;4;4;3;1;1,Polypyrimidine tract-binding protein 1,PTBP1,sp|P26599|PTBP1_HUMAN Polypyrimidine tract-binding protein 1 OS=Homo sapiens OX=9606 GN=PTBP1 PE=1 SV=1;tr|A0A0U1RRM4|A0A0U1RRM4_HUMAN Polypyrimidine tract-binding protein 1 OS=Homo sapiens OX=9606 GN=PTBP1 PE=1 SV=1;tr|A6NLN1|A6NLN1_HUMAN Polypyrimidine t,25,25,64.2,531
TARS,0.3624455894,0.0229644499560872,0,P26639;A2RTX5;D6RCA5;D6R9F8;D6RDJ6;B7ZLP8;D6RJ97;D6RHV7;D6RCS6,P26639,26;3;2;2;2;2;1;1;1,26;3;2;2;2;2;1;1;1,25;3;2;2;2;2;1;1;1,"Threonine--tRNA ligase, cytoplasmic",TARS,"sp|P26639|SYTC_HUMAN Threonine--tRNA ligase 1, cytoplasmic OS=Homo sapiens OX=9606 GN=TARS1 PE=1 SV=3",26,25,39,723
VARS,0.3725279311,0.0343450399965403,0,P26640;A0A140T936;A0A140T954;A2ABF4;A0A0G2JJT9;A0A140T904;H0Y426,P26640;A0A140T936,24;21;7;6;6;3;1,24;21;7;6;6;3;1,24;21;7;6;6;3;1,Valine--tRNA ligase,VARS,sp|P26640|SYVC_HUMAN Valine--tRNA ligase OS=Homo sapiens OX=9606 GN=VARS1 PE=1 SV=4;tr|A0A140T936|A0A140T936_HUMAN Valine--tRNA ligase (Fragment) OS=Homo sapiens OX=9606 GN=VARS1 PE=1 SV=1,24,24,27.9,1264
EEF1G,0.2985641476,0.054558199409556,0,P26641,P26641,25,25,25,Elongation factor 1-gamma,EEF1G,sp|P26641|EF1G_HUMAN Elongation factor 1-gamma OS=Homo sapiens OX=9606 GN=EEF1G PE=1 SV=3,25,25,53.3,437
STOM,1.1257067866,0.00238065464435648,1,P27105;F8VSL7,P27105,3;1,3;1,3;1,Erythrocyte band 7 integral membrane protein,STOM,sp|P27105|STOM_HUMAN Erythrocyte band 7 integral membrane protein OS=Homo sapiens OX=9606 GN=STOM PE=1 SV=3,3,3,13.5,288
AK4,0.3732772457,0.0607795206126216,0,P27144;F8VS11,P27144;F8VS11,7;4,7;4,7;4,"Adenylate kinase 4, mitochondrial",AK4,"sp|P27144|KAD4_HUMAN Adenylate kinase 4, mitochondrial OS=Homo sapiens OX=9606 GN=AK4 PE=1 SV=1;tr|F8VS11|F8VS11_HUMAN Adenylate kinase 4, mitochondrial OS=Homo sapiens OX=9606 GN=AK4 PE=1 SV=1",7,7,29.6,223
YWHAQ,0.0722301767,0.490647049520011,0,P27348;E9PG15,P27348;E9PG15,18;14,15;13,15;13,14-3-3 protein theta,YWHAQ,sp|P27348|1433T_HUMAN 14-3-3 protein theta OS=Homo sapiens OX=9606 GN=YWHAQ PE=1 SV=1;tr|E9PG15|E9PG15_HUMAN 14-3-3 protein theta (Fragment) OS=Homo sapiens OX=9606 GN=YWHAQ PE=1 SV=1,18,15,52.2,245
RPL10,0.1574513653,0.234813290449758,0,P27635;X1WI28;F8W7C6;A0A087WV22;Q96L21;H7C123;H7C2C5;B8A6G2;A6QRI9;H7C2U2,P27635;X1WI28;F8W7C6;A0A087WV22,17;16;14;14;7;7;7;5;5;1,17;16;14;14;7;7;7;5;5;1,17;16;14;14;7;7;7;5;5;1,60S ribosomal protein L10,RPL10,sp|P27635|RL10_HUMAN 60S ribosomal protein L10 OS=Homo sapiens OX=9606 GN=RPL10 PE=1 SV=4;tr|X1WI28|X1WI28_HUMAN 60S ribosomal protein L10 (Fragment) OS=Homo sapiens OX=9606 GN=RPL10 PE=1 SV=7;tr|F8W7C6|F8W7C6_HUMAN 60S ribosomal protein L10 OS=Homo sapien,17,17,66.4,214
RPA1,-0.2060894284,0.272462513575404,0,P27694;I3L4R8;I3L524;I3L2M5,P27694,7;2;1;1,7;2;1;1,7;2;1;1,"Replication protein A 70 kDa DNA-binding subunit;Replication protein A 70 kDa DNA-binding subunit, N-terminally processed",RPA1,sp|P27694|RFA1_HUMAN Replication protein A 70 kDa DNA-binding subunit OS=Homo sapiens OX=9606 GN=RPA1 PE=1 SV=2,7,7,18.8,616
APEX1,0.0202212157,0.861979745756132,0,P27695;G3V5Q1;G3V3M6;G3V5D9;A0A0C4DGK8;G3V3C7;H7C4A8;G3V5M0;G3V359,P27695;G3V5Q1;G3V3M6,5;3;3;2;2;2;1;1;1,5;3;3;2;2;2;1;1;1,5;3;3;2;2;2;1;1;1,"DNA-(apurinic or apyrimidinic site) lyase;DNA-(apurinic or apyrimidinic site) lyase, mitochondrial",APEX1,sp|P27695|APEX1_HUMAN DNA-(apurinic or apyrimidinic site) endonuclease OS=Homo sapiens OX=9606 GN=APEX1 PE=1 SV=2;tr|G3V5Q1|G3V5Q1_HUMAN DNA-(apurinic or apyrimidinic site) lyase (Fragment) OS=Homo sapiens OX=9606 GN=APEX1 PE=1 SV=1;tr|G3V3M6|G3V3M6_HUMAN ,5,5,25.8,318
CALR,-0.2092782876,0.100730928457567,0,P27797;K7EJB9;K7EL50,P27797;K7EJB9,18;11;2,18;11;2,18;11;2,Calreticulin,CALR,sp|P27797|CALR_HUMAN Calreticulin OS=Homo sapiens OX=9606 GN=CALR PE=1 SV=1;tr|K7EJB9|K7EJB9_HUMAN Calreticulin (Fragment) OS=Homo sapiens OX=9606 GN=CALR PE=1 SV=1,18,18,58.5,417
CANX,-0.0302660637,0.778183978923672,0,P27824;H0Y9Q7;D6RGY2;D6RFL1;D6RDP7;D6RAU8;D6RB85;H0Y9H1;D6RAQ8;D6RHJ3;D6RD16,P27824;H0Y9Q7,20;10;9;8;8;7;7;6;5;2;2,20;10;9;8;8;7;7;6;5;2;2,19;10;8;7;8;7;7;5;5;2;2,Calnexin,CANX,sp|P27824|CALX_HUMAN Calnexin OS=Homo sapiens OX=9606 GN=CANX PE=1 SV=2;tr|H0Y9Q7|H0Y9Q7_HUMAN Calnexin (Fragment) OS=Homo sapiens OX=9606 GN=CANX PE=1 SV=1,20,19,37,592
PSMA5,-0.3615269714,0.0870261073308246,0,P28066,P28066,8,8,8,Proteasome subunit alpha type-5,PSMA5,sp|P28066|PSA5_HUMAN Proteasome subunit alpha type-5 OS=Homo sapiens OX=9606 GN=PSMA5 PE=1 SV=3,8,8,31.1,241
PSMB4,0.0515104742,0.688163727343444,0,P28070,P28070,7,7,7,Proteasome subunit beta type-4,PSMB4,sp|P28070|PSB4_HUMAN Proteasome subunit beta type-4 OS=Homo sapiens OX=9606 GN=PSMB4 PE=1 SV=4,7,7,35.6,264
PSMB6,0.16638121,0.156598066227475,0,P28072;A0A087X2I4;I3L3X7,P28072,8;3;2,8;3;2,8;3;2,Proteasome subunit beta type-6,PSMB6,sp|P28072|PSB6_HUMAN Proteasome subunit beta type-6 OS=Homo sapiens OX=9606 GN=PSMB6 PE=1 SV=4,8,8,46.9,239
PSMB5,0.3180852058,0.0615624264385987,0,P28074;H0YJM8,P28074,9;4,9;4,9;4,Proteasome subunit beta type-5,PSMB5,sp|P28074|PSB5_HUMAN Proteasome subunit beta type-5 OS=Homo sapiens OX=9606 GN=PSMB5 PE=1 SV=3,9,9,39.2,263
NDUFS1,0.5100156155,0.0105262819479406,0,P28331;B4DJ81;C9JPQ5;F8WDL5,P28331;B4DJ81,20;17;3;2,20;17;3;2,20;17;3;2,"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial",NDUFS1,"sp|P28331|NDUS1_HUMAN NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFS1 PE=1 SV=3;tr|B4DJ81|B4DJ81_HUMAN NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFS1 PE=1 SV=1",20,20,37,727
MAPK1,0.0181091341,0.881507851721669,0,P28482,P28482,9,9,7,Mitogen-activated protein kinase 1,MAPK1,sp|P28482|MK01_HUMAN Mitogen-activated protein kinase 1 OS=Homo sapiens OX=9606 GN=MAPK1 PE=1 SV=3,9,7,33.1,360
LAP3,-0.0557748096,0.718095268668938,0,P28838;H0Y9Q1;H0Y983,P28838,20;9;1,20;9;1,20;9;1,Cytosol aminopeptidase,LAP3,sp|P28838|AMPL_HUMAN Cytosol aminopeptidase OS=Homo sapiens OX=9606 GN=LAP3 PE=1 SV=3,20,20,50.7,519
EPHA2,-0.5966062303,0.0149326180264422,0,P29317,P29317,15,15,13,Ephrin type-A receptor 2,EPHA2,sp|P29317|EPHA2_HUMAN Ephrin type-A receptor 2 OS=Homo sapiens OX=9606 GN=EPHA2 PE=1 SV=2,15,13,19.4,976
TKT,0.0338132744,0.781028773140915,0,P29401;A0A0B4J1R6;E9PFF2;F8W888;F8WAX4,P29401;A0A0B4J1R6,26;21;12;5;1,26;21;12;5;1,26;21;12;5;1,Transketolase,TKT,sp|P29401|TKT_HUMAN Transketolase OS=Homo sapiens OX=9606 GN=TKT PE=1 SV=3;tr|A0A0B4J1R6|A0A0B4J1R6_HUMAN Transketolase OS=Homo sapiens OX=9606 GN=TKT PE=1 SV=1,26,26,63.2,623
ERP29,-0.2120008354,0.155464952089333,0,P30040;F8VY02;F8W1G0,P30040;F8VY02,15;10;3,15;10;3,15;10;3,Endoplasmic reticulum resident protein 29,ERP29,sp|P30040|ERP29_HUMAN Endoplasmic reticulum resident protein 29 OS=Homo sapiens OX=9606 GN=ERP29 PE=1 SV=4;tr|F8VY02|F8VY02_HUMAN Endoplasmic reticulum resident protein 29 OS=Homo sapiens OX=9606 GN=ERP29 PE=1 SV=1,15,15,49.4,261
PRDX6,0.0749584272,0.533510795871596,0,P30041,P30041,14,14,14,Peroxiredoxin-6,PRDX6,sp|P30041|PRDX6_HUMAN Peroxiredoxin-6 OS=Homo sapiens OX=9606 GN=PRDX6 PE=1 SV=3,14,14,69.2,224
BLVRB,-0.063520872,0.655150200424413,0,P30043;M0R192;A0A2R8YEP4;A0A2R8Y7Y9;M0QZL1,P30043;M0R192;A0A2R8YEP4,5;4;4;1;1,5;4;4;1;1,5;4;4;1;1,Flavin reductase (NADPH),BLVRB,sp|P30043|BLVRB_HUMAN Flavin reductase (NADPH) OS=Homo sapiens OX=9606 GN=BLVRB PE=1 SV=3;tr|M0R192|M0R192_HUMAN Flavin reductase (NADPH) OS=Homo sapiens OX=9606 GN=BLVRB PE=1 SV=1;tr|A0A2R8YEP4|A0A2R8YEP4_HUMAN Flavin reductase (NADPH) OS=Homo sapiens OX=,5,5,27.2,206
PRDX5,-0.3273922857,0.0948827895492495,0,P30044,P30044,8,8,8,"Peroxiredoxin-5, mitochondrial",PRDX5,"sp|P30044|PRDX5_HUMAN Peroxiredoxin-5, mitochondrial OS=Homo sapiens OX=9606 GN=PRDX5 PE=1 SV=4",8,8,37.9,214
PRDX3,0.0936666235,0.475928078452086,0,P30048,P30048,14,14,14,"Thioredoxin-dependent peroxide reductase, mitochondrial",PRDX3,"sp|P30048|PRDX3_HUMAN Thioredoxin-dependent peroxide reductase, mitochondrial OS=Homo sapiens OX=9606 GN=PRDX3 PE=1 SV=3",14,14,46.9,256
ATP5D,-0.1848564198,0.351411035193457,0,P30049,P30049,4,4,4,"ATP synthase subunit delta, mitochondrial",ATP5D,"sp|P30049|ATPD_HUMAN ATP synthase subunit delta, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1D PE=1 SV=2",4,4,39.3,168
RPL12,0.6311224315,0.00766131668501361,0,P30050,P30050,11,11,11,60S ribosomal protein L12,RPL12,sp|P30050|RL12_HUMAN 60S ribosomal protein L12 OS=Homo sapiens OX=9606 GN=RPL12 PE=1 SV=1,11,11,66.7,165
ECHS1,0.0016150158,0.992403628865737,0,P30084,P30084,15,15,15,"Enoyl-CoA hydratase, mitochondrial",ECHS1,"sp|P30084|ECHM_HUMAN Enoyl-CoA hydratase, mitochondrial OS=Homo sapiens OX=9606 GN=ECHS1 PE=1 SV=4",15,15,53.1,290
PEBP1,0.1768754591,0.161426642906978,0,P30086,P30086,8,8,8,Phosphatidylethanolamine-binding protein 1;Hippocampal cholinergic neurostimulating peptide,PEBP1,sp|P30086|PEBP1_HUMAN Phosphatidylethanolamine-binding protein 1 OS=Homo sapiens OX=9606 GN=PEBP1 PE=1 SV=3,8,8,67.9,187
PDIA3,-0.0339500003,0.747366009914395,0,P30101,P30101,42,42,35,Protein disulfide-isomerase A3,PDIA3,sp|P30101|PDIA3_HUMAN Protein disulfide-isomerase A3 OS=Homo sapiens OX=9606 GN=PDIA3 PE=1 SV=4,42,35,68.1,505
PPP2R1A,-0.206985478,0.187798596497547,0,P30153;C9J9C1;B3KQV6;E9PH38;E9PPI5;E9PNM7;E9PHZ6,P30153;C9J9C1;B3KQV6,16;9;8;5;2;2;2,16;9;8;5;2;2;2,13;6;8;5;0;0;0,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform,PPP2R1A,sp|P30153|2AAA_HUMAN Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform OS=Homo sapiens OX=9606 GN=PPP2R1A PE=1 SV=4;tr|C9J9C1|C9J9C1_HUMAN Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform (Fr,16,13,33.8,589
PPP2R1B,-0.5831842168,0.00392560292416862,0,P30154;H0YDG7,P30154,7;1,4;1,4;1,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform,PPP2R1B,sp|P30154|2AAB_HUMAN Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform OS=Homo sapiens OX=9606 GN=PPP2R1B PE=1 SV=3,7,4,13.6,601
PPIF,0.4107149309,0.0273994790900824,0,P30405;R4GN99;H0Y548,P30405;R4GN99;H0Y548,13;7;7,13;7;7,12;7;7,"Peptidyl-prolyl cis-trans isomerase F, mitochondrial;Peptidyl-prolyl cis-trans isomerase",PPIF,"sp|P30405|PPIF_HUMAN Peptidyl-prolyl cis-trans isomerase F, mitochondrial OS=Homo sapiens OX=9606 GN=PPIF PE=1 SV=1;tr|R4GN99|R4GN99_HUMAN Peptidyl-prolyl cis-trans isomerase OS=Homo sapiens OX=9606 GN=PPIF PE=1 SV=1;tr|H0Y548|H0Y548_HUMAN Peptidyl-prolyl ",13,12,74.9,207
ALDH1B1,0.1370187465,0.216256984954132,0,P30837;A0A0U1RQK9;P00352;P47895;O94788;H0Y2X5;H0YMG7,P30837,22;2;1;1;1;1;1,22;2;1;1;1;1;1,21;2;0;0;0;0;0,"Aldehyde dehydrogenase X, mitochondrial",ALDH1B1,"sp|P30837|AL1B1_HUMAN Aldehyde dehydrogenase X, mitochondrial OS=Homo sapiens OX=9606 GN=ALDH1B1 PE=1 SV=3",22,21,54.4,517
SDHA,-0.1469549894,0.211225611710527,0,P31040;D6RFM5;A0A087X1I3;A0A494C1T6;H0Y8X1,P31040;D6RFM5;A0A087X1I3;A0A494C1T6,20;17;14;10;1,20;17;14;10;1,20;17;14;10;1,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial",SDHA,"sp|P31040|SDHA_HUMAN Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial OS=Homo sapiens OX=9606 GN=SDHA PE=1 SV=2;tr|D6RFM5|D6RFM5_HUMAN Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial OS=Homo sapiens OX=9606 ",20,20,37,664
MAT2A,0.0169485177,0.936937574204058,0,P31153;Q00266,P31153,8;1,8;1,8;1,S-adenosylmethionine synthase isoform type-2,MAT2A,sp|P31153|METK2_HUMAN S-adenosylmethionine synthase isoform type-2 OS=Homo sapiens OX=9606 GN=MAT2A PE=1 SV=1,8,8,21,395
DNAJA1,0.2058039903,0.32168543382819,0,P31689,P31689,5,5,5,DnaJ homolog subfamily A member 1,DNAJA1,sp|P31689|DNJA1_HUMAN DnaJ homolog subfamily A member 1 OS=Homo sapiens OX=9606 GN=DNAJA1 PE=1 SV=2,5,5,19.4,397
UQCRC1,0.2127797258,0.112263031574061,0,P31930,P31930,23,23,23,"Cytochrome b-c1 complex subunit 1, mitochondrial",UQCRC1,"sp|P31930|QCR1_HUMAN Cytochrome b-c1 complex subunit 1, mitochondrial OS=Homo sapiens OX=9606 GN=UQCRC1 PE=1 SV=3",23,23,55.8,480
ATIC,0.0039308063,0.973707927823232,0,P31939;C9JLK0;F8WEF0;H7C1S2,P31939,21;8;4;4,21;8;4;4,21;8;4;4,Bifunctional purine biosynthesis protein PURH;Phosphoribosylaminoimidazolecarboxamide formyltransferase;IMP cyclohydrolase,ATIC,sp|P31939|PUR9_HUMAN Bifunctional purine biosynthesis protein ATIC OS=Homo sapiens OX=9606 GN=ATIC PE=1 SV=3,21,21,44.1,592
HNRNPH3,-0.0610697309,0.55301401267343,0,P31942,P31942,17,17,16,Heterogeneous nuclear ribonucleoprotein H3,HNRNPH3,sp|P31942|HNRH3_HUMAN Heterogeneous nuclear ribonucleoprotein H3 OS=Homo sapiens OX=9606 GN=HNRNPH3 PE=1 SV=2,17,16,77.5,346
YWHAB,-0.0420549479,0.682019741767969,0,P31946;Q4VY20;Q4VY19;A0A0J9YWE8;A0A0J9YWZ2,P31946;Q4VY20;Q4VY19;A0A0J9YWE8,18;10;10;10;4,13;8;8;8;2,11;6;6;6;2,"14-3-3 protein beta/alpha;14-3-3 protein beta/alpha, N-terminally processed",YWHAB,sp|P31946|1433B_HUMAN 14-3-3 protein beta/alpha OS=Homo sapiens OX=9606 GN=YWHAB PE=1 SV=3;tr|Q4VY20|Q4VY20_HUMAN 14-3-3 protein beta/alpha (Fragment) OS=Homo sapiens OX=9606 GN=YWHAB PE=1 SV=1;tr|Q4VY19|Q4VY19_HUMAN 14-3-3 protein beta/alpha (Fragment) OS,18,11,67.9,246
SFN,0.1612263781,0.347080863820212,0,P31947,P31947,14,12,12,14-3-3 protein sigma,SFN,sp|P31947|1433S_HUMAN 14-3-3 protein sigma OS=Homo sapiens OX=9606 GN=SFN PE=1 SV=1,14,12,59.7,248
STIP1,0.0371159842,0.737459878784758,0,P31948;F5H783;F5GXD8;H0YGI8,P31948;F5H783,28;15;11;4,28;15;11;4,28;15;11;4,Stress-induced-phosphoprotein 1,STIP1,sp|P31948|STIP1_HUMAN Stress-induced-phosphoprotein 1 OS=Homo sapiens OX=9606 GN=STIP1 PE=1 SV=1;tr|F5H783|F5H783_HUMAN Stress-induced-phosphoprotein 1 OS=Homo sapiens OX=9606 GN=STIP1 PE=1 SV=1,28,28,49.4,543
S100A11,-0.058876485,0.597392540567267,0,P31949,P31949,7,7,7,"Protein S100-A11;Protein S100-A11, N-terminally processed",S100A11,sp|P31949|S10AB_HUMAN Protein S100-A11 OS=Homo sapiens OX=9606 GN=S100A11 PE=1 SV=2,7,7,77.1,105
PRDX2,-0.1910942545,0.202366735510819,0,P32119;A6NIW5,P32119,8;3,7;3,7;3,Peroxiredoxin-2,PRDX2,sp|P32119|PRDX2_HUMAN Peroxiredoxin-2 OS=Homo sapiens OX=9606 GN=PRDX2 PE=1 SV=5,8,7,36.4,198
PYCR1,0.1440677719,0.374233454747267,0,P32322;E2QRB3;J3KQ22;J3QL24;J3QLK9;J3QL32;J3QL23;J3QKT4;J3QRZ0;J3QR88;J3KTA8;J3QKT3;J3KSA9,P32322;E2QRB3;J3KQ22;J3QL24,15;14;9;8;7;7;6;6;5;5;4;4;2,15;14;9;8;7;7;6;6;5;5;4;4;2,14;13;9;8;7;7;6;5;5;5;4;4;2,"Pyrroline-5-carboxylate reductase 1, mitochondrial;Pyrroline-5-carboxylate reductase",PYCR1,"sp|P32322|P5CR1_HUMAN Pyrroline-5-carboxylate reductase 1, mitochondrial OS=Homo sapiens OX=9606 GN=PYCR1 PE=1 SV=2;tr|E2QRB3|E2QRB3_HUMAN Pyrroline-5-carboxylate reductase 1, isoform CRA_c OS=Homo sapiens OX=9606 GN=PYCR1 PE=1 SV=2;tr|J3KQ22|J3KQ22_HUMAN ",15,14,61.1,319
RPL9,0.3272138897,0.104276697267427,0,P32969;D6RAN4;A0A2R8Y5Y7;E7ESE0;H0Y9V9;H0Y9R4,P32969;D6RAN4;A0A2R8Y5Y7;E7ESE0;H0Y9V9,13;12;11;10;7;4,13;12;11;10;7;4,13;12;11;10;7;4,60S ribosomal protein L9,RPL9,sp|P32969|RL9_HUMAN 60S ribosomal protein L9 OS=Homo sapiens OX=9606 GN=RPL9 PE=1 SV=1;tr|D6RAN4|D6RAN4_HUMAN 60S ribosomal protein L9 (Fragment) OS=Homo sapiens OX=9606 GN=RPL9 PE=1 SV=8;tr|A0A2R8Y5Y7|A0A2R8Y5Y7_HUMAN 60S ribosomal protein L9 OS=Homo sapi,13,13,56.2,192
KIF5B,0.1112394753,0.47899412693482,0,P33176,P33176,13,13,9,Kinesin-1 heavy chain,KIF5B,sp|P33176|KINH_HUMAN Kinesin-1 heavy chain OS=Homo sapiens OX=9606 GN=KIF5B PE=1 SV=1,13,9,17.2,963
CSTF2,-0.114114341,0.430911442641975,0,P33240;E9PID8;E7EWR4;Q9H0L4;A0A0A0MT56,P33240;E9PID8;E7EWR4,14;13;13;6;5,14;13;13;6;5,14;13;13;6;5,Cleavage stimulation factor subunit 2,CSTF2,sp|P33240|CSTF2_HUMAN Cleavage stimulation factor subunit 2 OS=Homo sapiens OX=9606 GN=CSTF2 PE=1 SV=1;tr|E9PID8|E9PID8_HUMAN Cleavage stimulation factor subunit 2 OS=Homo sapiens OX=9606 GN=CSTF2 PE=1 SV=1;tr|E7EWR4|E7EWR4_HUMAN Cleavage stimulation facto,14,14,31.9,577
MCM7,-0.6805136854,0.0252613860317964,0,P33993;C9J8M6,P33993,25;6,25;6,25;6,DNA replication licensing factor MCM7,MCM7,sp|P33993|MCM7_HUMAN DNA replication licensing factor MCM7 OS=Homo sapiens OX=9606 GN=MCM7 PE=1 SV=4,25,25,49.2,719
SHMT2,0.1373696146,0.247125484459795,0,P34897;H0YIZ0;G3V2Y4;G3V5L0;G3V4W5;G3V540;G3V2W0;G3V2E4;G3V241;G3V3Y8;G3V4T0;G3V4X0;G3V2D2,P34897;H0YIZ0,37;20;15;14;14;11;9;9;8;8;8;8;1,37;20;15;14;14;11;9;9;8;8;8;8;1,34;20;14;12;11;9;8;7;7;7;7;7;0,"Serine hydroxymethyltransferase, mitochondrial;Serine hydroxymethyltransferase",SHMT2,"sp|P34897|GLYM_HUMAN Serine hydroxymethyltransferase, mitochondrial OS=Homo sapiens OX=9606 GN=SHMT2 PE=1 SV=3;tr|H0YIZ0|H0YIZ0_HUMAN Serine hydroxymethyltransferase, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=SHMT2 PE=1 SV=1",37,34,82.9,504
