SMU1_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
ACTN1,0.876332129,0.025405245059574,0,P12814;H9KV75;G3V2N5;G3V2W4;H0YJW3;G3V2X9;H0YJ11;H7C5W8;G3V5M4;G3V2E8;G3V380,P12814;H9KV75,52;47;21;20;13;12;12;11;6;4;1,29;28;10;10;9;6;9;8;2;1;1,29;28;10;10;9;6;9;8;2;1;1,Alpha-actinin-1,ACTN1,sp|P12814|ACTN1_HUMAN Alpha-actinin-1 OS=Homo sapiens OX=9606 GN=ACTN1 PE=1 SV=2;tr|H9KV75|H9KV75_HUMAN Alpha-actinin-1 OS=Homo sapiens OX=9606 GN=ACTN1 PE=1 SV=1,52,29,57.2,892
XRCC6,0.8908582223,0.0176439335616781,0,P12956;B1AHC9,P12956;B1AHC9,24;23,24;23,24;23,X-ray repair cross-complementing protein 6,XRCC6,sp|P12956|XRCC6_HUMAN X-ray repair cross-complementing protein 6 OS=Homo sapiens OX=9606 GN=XRCC6 PE=1 SV=2;tr|B1AHC9|B1AHC9_HUMAN X-ray repair cross-complementing protein 6 OS=Homo sapiens OX=9606 GN=XRCC6 PE=1 SV=1,24,24,40.6,609
XRCC5,1.4762708023,0.0067186698360765,1,P13010;C9JZ81;H7C0H9,P13010,25;5;2,25;5;2,25;5;2,X-ray repair cross-complementing protein 5,XRCC5,sp|P13010|XRCC5_HUMAN X-ray repair cross-complementing protein 5 OS=Homo sapiens OX=9606 GN=XRCC5 PE=1 SV=3,25,25,33.2,732
COX4I1,0.073128141,0.920818368908756,0,P13073;H3BN72;H3BNV9;Q86WV2;H3BNI5;H3BPG0,P13073;H3BN72;H3BNV9;Q86WV2,5;4;4;3;2;2,5;4;4;3;2;2,5;4;4;3;2;2,"Cytochrome c oxidase subunit 4 isoform 1, mitochondrial",COX4I1,"sp|P13073|COX41_HUMAN Cytochrome c oxidase subunit 4 isoform 1, mitochondrial OS=Homo sapiens OX=9606 GN=COX4I1 PE=1 SV=1;tr|H3BN72|H3BN72_HUMAN Cytochrome c oxidase subunit 4 isoform 1, mitochondrial OS=Homo sapiens OX=9606 GN=COX4I1 PE=1 SV=1;tr|H3BNV9|H",5,5,33.7,169
RNH1,0.8068988595,0.02084110637136,0,P13489;E9PMJ3;E9PLZ3;E9PIM9;H0YCR7;E9PIK5;E9PMN0;E9PMA9;E9PR82;E9PMI1,P13489,17;8;8;8;8;6;4;3;1;1,17;8;8;8;8;6;4;3;1;1,17;8;8;8;8;6;4;3;1;1,Ribonuclease inhibitor,RNH1,sp|P13489|RINI_HUMAN Ribonuclease inhibitor OS=Homo sapiens OX=9606 GN=RNH1 PE=1 SV=2,17,17,55.5,461
EEF2,1.2408229661,0.136448553096762,0,P13639,P13639,67,67,65,Elongation factor 2,EEF2,sp|P13639|EF2_HUMAN Elongation factor 2 OS=Homo sapiens OX=9606 GN=EEF2 PE=1 SV=4,67,65,71.6,858
PDIA4,-0.5944467922,0.328802495118797,0,P13667;A0A499FI48,P13667;A0A499FI48,9;8,9;8,9;8,Protein disulfide-isomerase A4,PDIA4,sp|P13667|PDIA4_HUMAN Protein disulfide-isomerase A4 OS=Homo sapiens OX=9606 GN=PDIA4 PE=1 SV=2;tr|A0A499FI48|A0A499FI48_HUMAN Protein disulfide-isomerase OS=Homo sapiens OX=9606 GN=PDIA4 PE=1 SV=1,9,9,21.1,645
LCP1,1.5079117998,0.0286160398532525,1,P13796;Q5TBN3,P13796,12;3,12;3,10;2,Plastin-2,LCP1,sp|P13796|PLSL_HUMAN Plastin-2 OS=Homo sapiens OX=9606 GN=LCP1 PE=1 SV=6,12,10,24.1,627
ETFA,0.8901671925,0.3945889190774,0,P13804;H0YK49;H0YNX6;H0YLU7;H0YL12;H0YKF0;H0YL83;J3KN60,P13804;H0YK49;H0YNX6;H0YLU7;H0YL12,8;6;5;5;4;3;2;1,8;6;5;5;4;3;2;1,8;6;5;5;4;3;2;1,"Electron transfer flavoprotein subunit alpha, mitochondrial",ETFA,"sp|P13804|ETFA_HUMAN Electron transfer flavoprotein subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=ETFA PE=1 SV=1;tr|H0YK49|H0YK49_HUMAN Electron transfer flavoprotein subunit alpha OS=Homo sapiens OX=9606 GN=ETFA PE=1 SV=1;tr|H0YNX6|H0YNX6_HUMAN ",8,8,34.2,333
PRKAR2A,1.2308746337,0.00709107443022002,1,P13861;H7C1L0;H7C330;P31323;C9J830;H7C4A9,P13861;H7C1L0,14;7;5;3;2;1,14;7;5;3;2;1,14;7;5;3;2;1,cAMP-dependent protein kinase type II-alpha regulatory subunit,PRKAR2A,sp|P13861|KAP2_HUMAN cAMP-dependent protein kinase type II-alpha regulatory subunit OS=Homo sapiens OX=9606 GN=PRKAR2A PE=1 SV=2;tr|H7C1L0|H7C1L0_HUMAN cAMP-dependent protein kinase type II-alpha regulatory subunit (Fragment) OS=Homo sapiens OX=9606 GN=PRK,14,14,46.5,404
MTHFD2,2.4183212982,0.00654624025945512,1,P13995;B8ZZU9;B9A062,P13995;B8ZZU9;B9A062,6;4;3,6;4;3,6;4;3,"Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial;NAD-dependent methylenetetrahydrofolate dehydrogenase;Methenyltetrahydrofolate cyclohydrolase",MTHFD2,"sp|P13995|MTDC_HUMAN Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial OS=Homo sapiens OX=9606 GN=MTHFD2 PE=1 SV=2;tr|B8ZZU9|B8ZZU9_HUMAN Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial OS",6,6,20.3,350
MIF,-0.948574383,0.0087115383499318,0,P14174,P14174,6,6,6,Macrophage migration inhibitory factor,MIF,sp|P14174|MIF_HUMAN Macrophage migration inhibitory factor OS=Homo sapiens OX=9606 GN=MIF PE=1 SV=4,6,6,45.2,115
FDPS,0.5557048485,0.109265205177979,0,P14324;A0A087WVN4;A0A087X1D8;A0A087X090;A0A087WTP2,P14324;A0A087WVN4;A0A087X1D8;A0A087X090,8;5;4;4;3,8;5;4;4;3,8;5;4;4;3,Farnesyl pyrophosphate synthase,FDPS,sp|P14324|FPPS_HUMAN Farnesyl pyrophosphate synthase OS=Homo sapiens OX=9606 GN=FDPS PE=1 SV=4;tr|A0A087WVN4|A0A087WVN4_HUMAN Farnesyl pyrophosphate synthase (Fragment) OS=Homo sapiens OX=9606 GN=FDPS PE=1 SV=1;tr|A0A087X1D8|A0A087X1D8_HUMAN Farnesyl pyrop,8,8,23.2,419
AKR1A1,-0.6767147305,0.0544344137701887,0,P14550;V9GYG2;V9GYP9;Q5T621,P14550,16;7;7;7,16;7;7;7,16;7;7;7,Alcohol dehydrogenase [NADP(+)],AKR1A1,sp|P14550|AK1A1_HUMAN Aldo-keto reductase family 1 member A1 OS=Homo sapiens OX=9606 GN=AKR1A1 PE=1 SV=3,16,16,51.4,325
PKM,-1.3172942064,0.0125996976100694,1,P14618;B4DNK4,P14618;B4DNK4,61;52,61;52,6;6,Pyruvate kinase PKM;Pyruvate kinase,PKM,sp|P14618|KPYM_HUMAN Pyruvate kinase PKM OS=Homo sapiens OX=9606 GN=PKM PE=1 SV=4;tr|B4DNK4|B4DNK4_HUMAN Pyruvate kinase OS=Homo sapiens OX=9606 GN=PKM PE=1 SV=1,61,6,91.3,531
HSP90B1,0.0692621301,0.770283422408437,0,P14625;Q96GW1;A0A1W2PRR1;H0YIV0;Q58FF3;F8W026,P14625,44;14;14;8;6;4,42;12;12;8;6;2,42;12;12;8;6;2,Endoplasmin,HSP90B1,sp|P14625|ENPL_HUMAN Endoplasmin OS=Homo sapiens OX=9606 GN=HSP90B1 PE=1 SV=1,44,42,52.8,803
COX6B1,-1.1473024549,0.0249007829344329,1,P14854;A0A494C160;K7EQD3,P14854;A0A494C160,4;3;1,4;3;1,4;3;1,Cytochrome c oxidase subunit 6B1,COX6B1,sp|P14854|CX6B1_HUMAN Cytochrome c oxidase subunit 6B1 OS=Homo sapiens OX=9606 GN=COX6B1 PE=1 SV=2;tr|A0A494C160|A0A494C160_HUMAN Cytochrome c oxidase subunit 6B1 (Fragment) OS=Homo sapiens OX=9606 GN=COX6B1 PE=1 SV=1,4,4,58.1,86
DARS,0.6734135643,0.0647430702974836,0,P14868;C9J7S3;C9JLC1;H7BZ35;C9JQM9;H7C278,P14868,25;10;10;9;6;6,25;10;10;9;6;6,25;10;10;9;6;6,"Aspartate--tRNA ligase, cytoplasmic",DARS,"sp|P14868|SYDC_HUMAN Aspartate--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=DARS1 PE=1 SV=2",25,25,58.5,501
UQCRB,1.001958692,0.152637657474499,0,P14927;B7Z2R2;E5RHG9,P14927;B7Z2R2,6;5;2,6;5;2,6;5;2,Cytochrome b-c1 complex subunit 7,UQCRB,sp|P14927|QCR7_HUMAN Cytochrome b-c1 complex subunit 7 OS=Homo sapiens OX=9606 GN=UQCRB PE=1 SV=2;tr|B7Z2R2|B7Z2R2_HUMAN Cytochrome b-c1 complex subunit 7 OS=Homo sapiens OX=9606 GN=UQCRB PE=1 SV=1,6,6,59.5,111
AKR1B1,0.2781682493,0.321539483808473,0,P15121;E9PCX2;E9PEF9;C9JRZ8,P15121;E9PCX2,18;11;5;1,18;11;5;1,18;11;5;1,Aldose reductase,AKR1B1,sp|P15121|ALDR_HUMAN Aldo-keto reductase family 1 member B1 OS=Homo sapiens OX=9606 GN=AKR1B1 PE=1 SV=3;tr|E9PCX2|E9PCX2_HUMAN Aldo-keto reductase family 1 member B1 OS=Homo sapiens OX=9606 GN=AKR1B1 PE=1 SV=1,18,18,64.9,316
GSPT1;GSPT2,0.5549111971,0.111793571810345,0,P15170;H3BR35;Q8IYD1;H3BSV8,P15170;H3BR35;Q8IYD1,12;11;9;3,12;11;9;3,12;11;9;3,Eukaryotic peptide chain release factor GTP-binding subunit ERF3A;Eukaryotic peptide chain release factor GTP-binding subunit ERF3B,GSPT1;GSPT2,sp|P15170|ERF3A_HUMAN Eukaryotic peptide chain release factor GTP-binding subunit ERF3A OS=Homo sapiens OX=9606 GN=GSPT1 PE=1 SV=1;tr|H3BR35|H3BR35_HUMAN Eukaryotic peptide chain release factor GTP-binding subunit ERF3A (Fragment) OS=Homo sapiens OX=9606 G,12,12,27.9,499
EZR,-0.1392529761,0.657948230582179,0,P15311;E7EQR4;E9PQ82;E9PNV3;A0A2R8Y5P0;E9PNP4,P15311;E7EQR4,38;37;4;4;3;1,28;27;2;2;2;1,25;25;0;0;0;0,Ezrin,EZR,sp|P15311|EZRI_HUMAN Ezrin OS=Homo sapiens OX=9606 GN=EZR PE=1 SV=4;tr|E7EQR4|E7EQR4_HUMAN Ezrin OS=Homo sapiens OX=9606 GN=EZR PE=1 SV=3,38,25,54.3,586
RPS2,0.0933418103,0.694515275139178,0,P15880;H0YEN5;E9PQD7;E9PMM9;I3L404;E9PM36;E9PPT0;H3BNG3;H0YE27,P15880;H0YEN5;E9PQD7,22;19;18;9;8;8;7;1;1,22;19;18;9;8;8;7;1;1,22;19;18;9;8;8;7;1;1,40S ribosomal protein S2,RPS2,sp|P15880|RS2_HUMAN 40S ribosomal protein S2 OS=Homo sapiens OX=9606 GN=RPS2 PE=1 SV=2;tr|H0YEN5|H0YEN5_HUMAN 40S ribosomal protein S2 (Fragment) OS=Homo sapiens OX=9606 GN=RPS2 PE=1 SV=1;tr|E9PQD7|E9PQD7_HUMAN 40S ribosomal protein S2 OS=Homo sapiens OX=9,22,22,48.5,293
CBR1,1.3119007466,0.0197573587210919,1,P16152,P16152,11,11,4,Carbonyl reductase [NADPH] 1,CBR1,sp|P16152|CBR1_HUMAN Carbonyl reductase [NADPH] 1 OS=Homo sapiens OX=9606 GN=CBR1 PE=1 SV=3,11,4,45.8,277
HIST1H1C,-1.4023345308,0.00333729858667121,1,P16403,P16403,17,2,2,Histone H1.2,HIST1H1C,sp|P16403|H12_HUMAN Histone H1.2 OS=Homo sapiens OX=9606 GN=H1-2 PE=1 SV=2,17,2,45.1,213
ATP2A2,1.9384845917,0.0457981063864357,1,P16615;H7C5W9;O14983;Q93084,P16615;H7C5W9,7;6;2;2,7;6;2;2,7;6;2;2,Sarcoplasmic/endoplasmic reticulum calcium ATPase 2,ATP2A2,sp|P16615|AT2A2_HUMAN Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 OS=Homo sapiens OX=9606 GN=ATP2A2 PE=1 SV=1;tr|H7C5W9|H7C5W9_HUMAN Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 (Fragment) OS=Homo sapiens OX=9606 GN=ATP2A2 PE=1 SV=1,7,7,10.2,1042
FAH,0.4910689606,0.587005040381827,0,P16930;H0YLC7;H3BNP8,P16930;H0YLC7,3;2;1,3;2;1,3;2;1,Fumarylacetoacetase,FAH,sp|P16930|FAAA_HUMAN Fumarylacetoacetase OS=Homo sapiens OX=9606 GN=FAH PE=1 SV=2;tr|H0YLC7|H0YLC7_HUMAN Fumarylacetoacetase (Fragment) OS=Homo sapiens OX=9606 GN=FAH PE=1 SV=1,3,3,13.8,419
HSPA6;HSPA7,-0.8360466444,0.0629414575570981,0,P17066;P48741,P17066;P48741,12;7,2;2,2;2,Heat shock 70 kDa protein 6;Putative heat shock 70 kDa protein 7,HSPA6;HSPA7,sp|P17066|HSP76_HUMAN Heat shock 70 kDa protein 6 OS=Homo sapiens OX=9606 GN=HSPA6 PE=1 SV=2;sp|P48741|HSP77_HUMAN Putative heat shock 70 kDa protein 7 OS=Homo sapiens OX=9606 GN=HSPA7 PE=5 SV=2,12,2,17.4,643
HMGA1,-1.2147496552,0.00793646438526507,1,P17096,P17096,2,2,2,High mobility group protein HMG-I/HMG-Y,HMGA1,sp|P17096|HMGA1_HUMAN High mobility group protein HMG-I/HMG-Y OS=Homo sapiens OX=9606 GN=HMGA1 PE=1 SV=3,2,2,41.1,107
GOT1,0.573007019,0.0571561122128079,0,P17174,P17174,27,27,27,"Aspartate aminotransferase, cytoplasmic",GOT1,"sp|P17174|AATC_HUMAN Aspartate aminotransferase, cytoplasmic OS=Homo sapiens OX=9606 GN=GOT1 PE=1 SV=3",27,27,67.3,413
ITGA2,-0.0383651785,0.921745871262957,0,P17301,P17301,11,11,1,Integrin alpha-2,ITGA2,sp|P17301|ITA2_HUMAN Integrin alpha-2 OS=Homo sapiens OX=9606 GN=ITGA2 PE=1 SV=1,11,1,10,1181
CAPN2,1.0614654161,0.0454549325190725,1,P17655,P17655,9,9,9,Calpain-2 catalytic subunit,CAPN2,sp|P17655|CAN2_HUMAN Calpain-2 catalytic subunit OS=Homo sapiens OX=9606 GN=CAPN2 PE=1 SV=6,9,9,14.7,700
PFKL,1.7593078089,0.00872737334967093,1,P17858;F8WEU2,P17858,9;1,7;1,7;1,"ATP-dependent 6-phosphofructokinase, liver type",PFKL,"sp|P17858|PFKAL_HUMAN ATP-dependent 6-phosphofructokinase, liver type OS=Homo sapiens OX=9606 GN=PFKL PE=1 SV=6",9,7,16.5,780
TCP1,0.5281547942,0.126357913844411,0,P17987;E7EQR6;E7ERF2;F5H282;F5GZ03;F5H136;F5GZI8;F5H676;F5GYL4;F5H726;F5H7Y1,P17987;E7EQR6;E7ERF2;F5H282,40;29;29;24;15;8;6;6;4;3;2,40;29;29;24;15;8;6;6;4;3;2,40;29;29;24;15;8;6;6;4;3;2,T-complex protein 1 subunit alpha,TCP1,sp|P17987|TCPA_HUMAN T-complex protein 1 subunit alpha OS=Homo sapiens OX=9606 GN=TCP1 PE=1 SV=1;tr|E7EQR6|E7EQR6_HUMAN T-complex protein 1 subunit alpha OS=Homo sapiens OX=9606 GN=TCP1 PE=1 SV=1;tr|E7ERF2|E7ERF2_HUMAN T-complex protein 1 subunit alpha OS=,40,40,69.6,556
PTPN1,1.2817550105,0.0280861647421318,1,P18031;B4DSN5,P18031;B4DSN5,3;2,3;2,3;2,Tyrosine-protein phosphatase non-receptor type 1;Tyrosine-protein phosphatase non-receptor type,PTPN1,sp|P18031|PTN1_HUMAN Tyrosine-protein phosphatase non-receptor type 1 OS=Homo sapiens OX=9606 GN=PTPN1 PE=1 SV=1;tr|B4DSN5|B4DSN5_HUMAN Tyrosine-protein phosphatase non-receptor type OS=Homo sapiens OX=9606 GN=PTPN1 PE=1 SV=1,3,3,10.8,435
RPL35A,-0.1152655188,0.734417160853935,0,P18077;F8WBS5;F8WB72;C9K025,P18077;F8WBS5;F8WB72;C9K025,9;5;5;5,9;5;5;5,9;5;5;5,60S ribosomal protein L35a,RPL35A,sp|P18077|RL35A_HUMAN 60S ribosomal protein L35a OS=Homo sapiens OX=9606 GN=RPL35A PE=1 SV=2;tr|F8WBS5|F8WBS5_HUMAN 60S ribosomal protein L35a OS=Homo sapiens OX=9606 GN=RPL35A PE=1 SV=1;tr|F8WB72|F8WB72_HUMAN 60S ribosomal protein L35a OS=Homo sapiens OX=,9,9,45.5,110
RPL7,0.1020003149,0.72461206175524,0,P18124;A8MUD9;C9JIJ5;C9JZ88,P18124;A8MUD9,23;20;7;5,23;20;7;5,23;20;7;5,60S ribosomal protein L7,RPL7,sp|P18124|RL7_HUMAN 60S ribosomal protein L7 OS=Homo sapiens OX=9606 GN=RPL7 PE=1 SV=1;tr|A8MUD9|A8MUD9_HUMAN 60S ribosomal protein L7 OS=Homo sapiens OX=9606 GN=RPL7 PE=1 SV=1,23,23,61.7,248
VCL,1.6839699798,0.00493061243849258,1,P18206,P18206,26,26,26,Vinculin,VCL,sp|P18206|VINC_HUMAN Vinculin OS=Homo sapiens OX=9606 GN=VCL PE=1 SV=4,26,26,30.9,1134
SON,1.0317803469,0.0096754818913526,1,P18583;J3QSZ5;H7C1M2,P18583;J3QSZ5;H7C1M2,2;1;1,2;1;1,2;1;1,Protein SON,SON,sp|P18583|SON_HUMAN Protein SON OS=Homo sapiens OX=9606 GN=SON PE=1 SV=4;tr|J3QSZ5|J3QSZ5_HUMAN Protein SON OS=Homo sapiens OX=9606 GN=SON PE=1 SV=1;tr|H7C1M2|H7C1M2_HUMAN Protein SON (Fragment) OS=Homo sapiens OX=9606 GN=SON PE=1 SV=1,2,2,1.7,2426
PGAM1,-0.2691457259,0.272533025098987,0,P18669;Q8N0Y7;P15259,P18669,27;13;9,27;13;9,27;13;9,Phosphoglycerate mutase 1,PGAM1,sp|P18669|PGAM1_HUMAN Phosphoglycerate mutase 1 OS=Homo sapiens OX=9606 GN=PGAM1 PE=1 SV=2,27,27,79.1,254
NCL,0.7432946125,0.0319461351380516,0,P19338;H7BY16;C9JYW2;C9JLB1;C9J1H7;C9JWL1,P19338;H7BY16,38;22;2;2;2;2,38;22;2;2;2;2,38;22;2;2;2;2,Nucleolin,NCL,sp|P19338|NUCL_HUMAN Nucleolin OS=Homo sapiens OX=9606 GN=NCL PE=1 SV=3;tr|H7BY16|H7BY16_HUMAN Nucleolin (Fragment) OS=Homo sapiens OX=9606 GN=NCL PE=1 SV=8,38,38,46.1,710
HK1,1.1391968988,0.0072402068758591,1,P19367;B1AR62;Q2TB90;P52790,P19367,30;4;2;2,30;4;2;2,26;3;1;0,Hexokinase-1,HK1,sp|P19367|HXK1_HUMAN Hexokinase-1 OS=Homo sapiens OX=9606 GN=HK1 PE=1 SV=3,30,26,36.4,917
EIF2AK2,1.3126848749,0.010702238997353,1,P19525;C9JZT2;F8WBH4,P19525;C9JZT2,6;3;2,6;3;2,6;3;2,"Interferon-induced, double-stranded RNA-activated protein kinase",EIF2AK2,"sp|P19525|E2AK2_HUMAN Interferon-induced, double-stranded RNA-activated protein kinase OS=Homo sapiens OX=9606 GN=EIF2AK2 PE=1 SV=2;tr|C9JZT2|C9JZT2_HUMAN Interferon-induced, double-stranded RNA-activated protein kinase (Fragment) OS=Homo sapiens OX=9606 G",6,6,16.2,551
SRM,-0.0262006235,0.918052268483202,0,P19623;K7EKM4;K7ESL0;K7EQ47;K7EL89,P19623,7;2;2;2;1,7;2;2;2;1,7;2;2;2;1,Spermidine synthase,SRM,sp|P19623|SPEE_HUMAN Spermidine synthase OS=Homo sapiens OX=9606 GN=SRM PE=1 SV=1,7,7,15.9,302
CSNK2A2,0.9304228044,0.0328534032301199,0,P19784;H3BSA1;H3BNI9;H3BV19,P19784;H3BSA1,7;4;3;2,7;4;3;2,7;4;3;2,Casein kinase II subunit alpha,CSNK2A2,sp|P19784|CSK22_HUMAN Casein kinase II subunit alpha OS=Homo sapiens OX=9606 GN=CSNK2A2 PE=1 SV=1;tr|H3BSA1|H3BSA1_HUMAN Casein kinase II subunit alpha (Fragment) OS=Homo sapiens OX=9606 GN=CSNK2A2 PE=1 SV=2,7,7,26.9,350
ANXA7,1.4329131929,0.0365792314106294,1,P20073,P20073,13,13,13,Annexin A7,ANXA7,sp|P20073|ANXA7_HUMAN Annexin A7 OS=Homo sapiens OX=9606 GN=ANXA7 PE=1 SV=3,13,13,31.1,488
BTF3,-0.8719197946,0.131255412669479,0,P20290;D6RDG3;H0Y9Y1;E9PPC3,P20290;D6RDG3,7;4;3;1,7;4;3;1,6;3;3;0,Transcription factor BTF3,BTF3,sp|P20290|BTF3_HUMAN Transcription factor BTF3 OS=Homo sapiens OX=9606 GN=BTF3 PE=1 SV=1;tr|D6RDG3|D6RDG3_HUMAN Transcription factor BTF3 (Fragment) OS=Homo sapiens OX=9606 GN=BTF3 PE=1 SV=3,7,6,49,206
PSMB1,0.7188639555,0.0831295533502121,0,P20618,P20618,7,7,7,Proteasome subunit beta type-1,PSMB1,sp|P20618|PSB1_HUMAN Proteasome subunit beta type-1 OS=Homo sapiens OX=9606 GN=PSMB1 PE=1 SV=2,7,7,43.2,241
M6PR,-0.2280912682,0.329501797412157,0,P20645;F5GX30;H0YGT2;H0YGE9;H0YF90;F5GXE0;F5GXU0;F5H883,P20645;F5GX30;H0YGT2,6;4;3;2;2;1;1;1,6;4;3;2;2;1;1;1,6;4;3;2;2;1;1;1,Cation-dependent mannose-6-phosphate receptor,M6PR,sp|P20645|MPRD_HUMAN Cation-dependent mannose-6-phosphate receptor OS=Homo sapiens OX=9606 GN=M6PR PE=1 SV=1;tr|F5GX30|F5GX30_HUMAN Cation-dependent mannose-6-phosphate receptor OS=Homo sapiens OX=9606 GN=M6PR PE=1 SV=2;tr|H0YGT2|H0YGT2_HUMAN Cation-depend,6,6,24.9,277
COX5A,-0.065362068,0.783737023589362,0,P20674;H3BNX8;H3BRM5;H3BV69;H3BRI0,P20674;H3BNX8;H3BRM5;H3BV69,6;5;4;4;1,6;5;4;4;1,6;5;4;4;1,"Cytochrome c oxidase subunit 5A, mitochondrial",COX5A,"sp|P20674|COX5A_HUMAN Cytochrome c oxidase subunit 5A, mitochondrial OS=Homo sapiens OX=9606 GN=COX5A PE=1 SV=2;tr|H3BNX8|H3BNX8_HUMAN Cytochrome c oxidase subunit 5A, mitochondrial OS=Homo sapiens OX=9606 GN=COX5A PE=1 SV=1;tr|H3BRM5|H3BRM5_HUMAN Cytochro",6,6,38,150
LMNB1,1.0141137442,0.0405907993486996,1,P20700;E9PBF6;A0A0D9SFE5;A0A0D9SFY5,P20700;E9PBF6;A0A0D9SFE5,31;25;21;11,30;24;21;11,27;24;21;11,Lamin-B1,LMNB1,"sp|P20700|LMNB1_HUMAN Lamin-B1 OS=Homo sapiens OX=9606 GN=LMNB1 PE=1 SV=2;tr|E9PBF6|E9PBF6_HUMAN Lamin-B1 OS=Homo sapiens OX=9606 GN=LMNB1 PE=1 SV=1;tr|A0A0D9SFE5|A0A0D9SFE5_HUMAN Lamin B1, isoform CRA_a OS=Homo sapiens OX=9606 GN=LMNB1 PE=1 SV=1",31,27,50.9,586
ATP6V1B2,0.6475646727,0.0821506276367004,0,P21281;H0YC04;P15313;C9JNS9;C9JL73;H0YAT8;E5RGH6;H0YC45,P21281;H0YC04,13;8;3;3;3;2;2;1,13;8;3;3;3;2;2;1,13;8;3;3;3;2;2;1,"V-type proton ATPase subunit B, brain isoform",ATP6V1B2,"sp|P21281|VATB2_HUMAN V-type proton ATPase subunit B, brain isoform OS=Homo sapiens OX=9606 GN=ATP6V1B2 PE=1 SV=3;tr|H0YC04|H0YC04_HUMAN V-type proton ATPase subunit B, brain isoform (Fragment) OS=Homo sapiens OX=9606 GN=ATP6V1B2 PE=1 SV=1",13,13,38.2,511
ATP6V1C1,-0.8217527836,0.0772220155358416,0,P21283;E7EV59,P21283;E7EV59,4;3,4;3,4;3,V-type proton ATPase subunit C 1,ATP6V1C1,sp|P21283|VATC1_HUMAN V-type proton ATPase subunit C 1 OS=Homo sapiens OX=9606 GN=ATP6V1C1 PE=1 SV=4;tr|E7EV59|E7EV59_HUMAN V-type proton ATPase subunit C OS=Homo sapiens OX=9606 GN=ATP6V1C1 PE=1 SV=1,4,4,16.8,382
ACO1,0.751587119,0.0359114644036951,0,P21399,P21399,16,16,16,Cytoplasmic aconitate hydratase,ACO1,sp|P21399|ACOC_HUMAN Cytoplasmic aconitate hydratase OS=Homo sapiens OX=9606 GN=ACO1 PE=1 SV=3,16,16,23.3,889
VDAC1,0.2207300003,0.356647932980806,0,P21796;C9JI87,P21796;C9JI87,25;14,25;14,25;14,Voltage-dependent anion-selective channel protein 1,VDAC1,sp|P21796|VDAC1_HUMAN Voltage-dependent anion-selective channel protein 1 OS=Homo sapiens OX=9606 GN=VDAC1 PE=1 SV=2;tr|C9JI87|C9JI87_HUMAN Voltage-dependent anion-selective channel protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=VDAC1 PE=1 SV=6,25,25,74.9,283
SDHB,0.0593764757,0.853915273349694,0,P21912;A0A087WXX8;A0A087WWT1,P21912;A0A087WXX8;A0A087WWT1,4;2;2,4;2;2,4;2;2,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial",SDHB,"sp|P21912|SDHB_HUMAN Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial OS=Homo sapiens OX=9606 GN=SDHB PE=1 SV=3;tr|A0A087WXX8|A0A087WXX8_HUMAN Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial (Fragment) OS=Homo",4,4,21.4,280
TGM2,0.4606802765,0.0887963692196853,0,P21980;A2A299;A2A2A0;O43548;A0A087WZC4;A0A087WVW4;A0A087WVS3,P21980,28;8;5;1;1;1;1,28;8;5;1;1;1;1,28;8;5;1;1;1;1,Protein-glutamine gamma-glutamyltransferase 2,TGM2,sp|P21980|TGM2_HUMAN Protein-glutamine gamma-glutamyltransferase 2 OS=Homo sapiens OX=9606 GN=TGM2 PE=1 SV=2,28,28,43.4,687
PCMT1,0.4690046445,0.22673931851424,0,P22061;A0A3F2YNX8;A0A0A0MRJ6;H7BY58;F6S8N6;H7C4X2;F8WDT3;F8WAV5;F8WAX2;C9J0F2,P22061;A0A3F2YNX8;A0A0A0MRJ6;H7BY58;F6S8N6,5;4;4;4;3;1;1;1;1;1,5;4;4;4;3;1;1;1;1;1,5;4;4;4;3;1;1;1;1;1,Protein-L-isoaspartate(D-aspartate) O-methyltransferase;Protein-L-isoaspartate O-methyltransferase,PCMT1,sp|P22061|PIMT_HUMAN Protein-L-isoaspartate(D-aspartate) O-methyltransferase OS=Homo sapiens OX=9606 GN=PCMT1 PE=1 SV=4;tr|A0A3F2YNX8|A0A3F2YNX8_HUMAN Protein-L-isoaspartate O-methyltransferase OS=Homo sapiens OX=9606 GN=PCMT1 PE=1 SV=1;tr|A0A0A0MRJ6|A0A0A,5,5,45.4,227
