FBXW5_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
ANXA5,-0.1134471762,0.420232714948849,0,P08758;D6RBL5;E9PHT9;D6RBE9;D6RCN3,P08758;D6RBL5;E9PHT9;D6RBE9,20;13;12;12;4,20;13;12;12;4,20;13;12;12;4,Annexin A5;Annexin,ANXA5,sp|P08758|ANXA5_HUMAN Annexin A5 OS=Homo sapiens OX=9606 GN=ANXA5 PE=1 SV=2;tr|D6RBL5|D6RBL5_HUMAN Annexin OS=Homo sapiens OX=9606 GN=ANXA5 PE=1 SV=1;tr|E9PHT9|E9PHT9_HUMAN Annexin OS=Homo sapiens OX=9606 GN=ANXA5 PE=1 SV=1;tr|D6RBE9|D6RBE9_HUMAN Annexin O,20,20,58.8,320
GSTP1,-0.0308264153,0.88640431480466,0,P09211;A8MX94;A0A087X2E9;A0A2R8Y5E5;A0A087X243,P09211;A8MX94,16;14;6;1;1,16;14;6;1;1,16;14;6;1;1,Glutathione S-transferase P,GSTP1,sp|P09211|GSTP1_HUMAN Glutathione S-transferase P OS=Homo sapiens OX=9606 GN=GSTP1 PE=1 SV=2;tr|A8MX94|A8MX94_HUMAN Glutathione S-transferase P OS=Homo sapiens OX=9606 GN=GSTP1 PE=1 SV=1,16,16,72.9,210
SNRPC,0.0128604157,0.947836879417677,0,P09234;A0A0A0MRR7,P09234;A0A0A0MRR7,4;3,4;3,4;3,U1 small nuclear ribonucleoprotein C,SNRPC,sp|P09234|RU1C_HUMAN U1 small nuclear ribonucleoprotein C OS=Homo sapiens OX=9606 GN=SNRPC PE=1 SV=1;tr|A0A0A0MRR7|A0A0A0MRR7_HUMAN U1 small nuclear ribonucleoprotein C OS=Homo sapiens OX=9606 GN=SNRPC PE=1 SV=1,4,4,25.8,159
LGALS1,-0.1486057869,0.507256640931245,0,P09382;F8WEI7,P09382,16;2,16;2,16;2,Galectin-1,LGALS1,sp|P09382|LEG1_HUMAN Galectin-1 OS=Homo sapiens OX=9606 GN=LGALS1 PE=1 SV=2,16,16,99.3,135
HMGB1,-0.1241296804,0.484178614409566,0,P09429;Q5T7C4;B2RPK0,P09429;Q5T7C4,12;11;5,12;11;5,8;8;2,High mobility group protein B1,HMGB1,sp|P09429|HMGB1_HUMAN High mobility group protein B1 OS=Homo sapiens OX=9606 GN=HMGB1 PE=1 SV=3;tr|Q5T7C4|Q5T7C4_HUMAN High mobility group protein B1 OS=Homo sapiens OX=9606 GN=HMGB1 PE=1 SV=1,12,8,43.7,215
CLTA,-0.151605033,0.284341955813668,0,P09496;C9J8P9;F8WF69,P09496;C9J8P9;F8WF69,8;5;5,8;5;5,8;5;5,Clathrin light chain A,CLTA,sp|P09496|CLCA_HUMAN Clathrin light chain A OS=Homo sapiens OX=9606 GN=CLTA PE=1 SV=1;tr|C9J8P9|C9J8P9_HUMAN Clathrin light chain OS=Homo sapiens OX=9606 GN=CLTA PE=1 SV=1;tr|F8WF69|F8WF69_HUMAN Clathrin light chain OS=Homo sapiens OX=9606 GN=CLTA PE=1 SV=,8,8,26.2,248
DLD,-0.1819524884,0.205144309864191,0,P09622;E9PEX6;F8WDM5;A0A1W2PR83;F2Z2E3,P09622;E9PEX6,20;18;4;4;4,20;18;4;4;4,20;18;4;4;4,"Dihydrolipoyl dehydrogenase, mitochondrial;Dihydrolipoyl dehydrogenase",DLD,"sp|P09622|DLDH_HUMAN Dihydrolipoyl dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=DLD PE=1 SV=2;tr|E9PEX6|E9PEX6_HUMAN Dihydrolipoyl dehydrogenase OS=Homo sapiens OX=9606 GN=DLD PE=1 SV=1",20,20,42,509
SNRPA1,-0.0108929225,0.947068046986589,0,P09661;H0YMA0;H0YKK0;H0YLR3,P09661;H0YMA0;H0YKK0,12;7;7;5,12;7;7;5,12;7;7;5,U2 small nuclear ribonucleoprotein A,SNRPA1,sp|P09661|RU2A_HUMAN U2 small nuclear ribonucleoprotein A OS=Homo sapiens OX=9606 GN=SNRPA1 PE=1 SV=2;tr|H0YMA0|H0YMA0_HUMAN U2 small nuclear ribonucleoprotein A (Fragment) OS=Homo sapiens OX=9606 GN=SNRPA1 PE=1 SV=1;tr|H0YKK0|H0YKK0_HUMAN Small nuclear ,12,12,39.6,255
COX6C,0.9453166886,0.00177244921346704,0,P09669,P09669,4,4,4,Cytochrome c oxidase subunit 6C,COX6C,sp|P09669|COX6C_HUMAN Cytochrome c oxidase subunit 6C OS=Homo sapiens OX=9606 GN=COX6C PE=1 SV=2,4,4,37.3,75
PARP1,-0.1901992235,0.211146232750221,0,P09874;Q5VX84;Q5VX85,P09874,27;3;3,27;3;3,27;3;3,Poly [ADP-ribose] polymerase 1,PARP1,sp|P09874|PARP1_HUMAN Poly [ADP-ribose] polymerase 1 OS=Homo sapiens OX=9606 GN=PARP1 PE=1 SV=4,27,27,36.1,1014
ALDOC,0.2659883036,0.36970068393208,0,P09972;C9J8F3;J3KSV6;J3QKP5;A8MVZ9;K7EKH5;J3QKK1,P09972;C9J8F3;J3KSV6;J3QKP5;A8MVZ9,6;3;3;3;3;2;1,2;2;2;2;2;1;1,2;2;2;2;2;1;1,Fructose-bisphosphate aldolase C;Fructose-bisphosphate aldolase,ALDOC,sp|P09972|ALDOC_HUMAN Fructose-bisphosphate aldolase C OS=Homo sapiens OX=9606 GN=ALDOC PE=1 SV=2;tr|C9J8F3|C9J8F3_HUMAN Fructose-bisphosphate aldolase C (Fragment) OS=Homo sapiens OX=9606 GN=ALDOC PE=1 SV=1;tr|J3KSV6|J3KSV6_HUMAN Fructose-bisphosphate ald,6,2,25.3,364
H2AFV;H2AFZ,-0.1863730981,0.340516471336777,0,Q71UI9;P0C0S5;C9J0D1;A0A494C189;C9J386,Q71UI9;P0C0S5;C9J0D1;A0A494C189,11;11;7;7;3,9;9;5;5;2,9;9;5;5;2,Histone H2A.V;Histone H2A.Z;Histone H2A,H2AFV;H2AFZ,sp|Q71UI9|H2AV_HUMAN Histone H2A.V OS=Homo sapiens OX=9606 GN=H2AZ2 PE=1 SV=3;sp|P0C0S5|H2AZ_HUMAN Histone H2A.Z OS=Homo sapiens OX=9606 GN=H2AZ1 PE=1 SV=2;tr|C9J0D1|C9J0D1_HUMAN Histone H2A OS=Homo sapiens OX=9606 GN=H2AZ2 PE=1 SV=1;tr|A0A494C189|A0A494C1,11,9,63.3,128
U2AF1,-0.6240540117,0.00528579618371635,0,Q01081;P0DN76;A0A1B0GW87;M0R2N4;K7EJH3;K7EJM7,Q01081;P0DN76;A0A1B0GW87;M0R2N4,5;5;3;3;2;2,5;5;3;3;2;2,2;2;0;0;0;0,Splicing factor U2AF 35 kDa subunit,U2AF1,sp|Q01081|U2AF1_HUMAN Splicing factor U2AF 35 kDa subunit OS=Homo sapiens OX=9606 GN=U2AF1 PE=1 SV=3;sp|P0DN76|U2AF5_HUMAN Splicing factor U2AF 35 kDa subunit-like protein OS=Homo sapiens OX=9606 GN=U2AF1L5 PE=1 SV=1;tr|A0A1B0GW87|A0A1B0GW87_HUMAN Splicing,5,2,22.5,240
CALM2;CALM3;CALM1,-0.314663532,0.0745454923577266,0,P0DP25;P0DP24;P0DP23;A0A590UK56;E7EMB3;M0QZ52;F8WBR5;G3V479;Q96HY3;G3V361;A0A590UJI2;A0A590UJC0;G3V226;P27482;P02585;C9J7T9,P0DP25;P0DP24;P0DP23;A0A590UK56;E7EMB3;M0QZ52;F8WBR5;G3V479;Q96HY3,8;8;8;6;6;5;4;4;4;3;3;2;2;1;1;1,8;8;8;6;6;5;4;4;4;3;3;2;2;1;1;1,8;8;8;6;6;5;4;4;4;3;3;2;2;1;1;1,,CALM2;CALM3;CALM1,sp|P0DP25|CALM3_HUMAN Calmodulin-3 OS=Homo sapiens OX=9606 GN=CALM3 PE=1 SV=1;sp|P0DP24|CALM2_HUMAN Calmodulin-2 OS=Homo sapiens OX=9606 GN=CALM2 PE=1 SV=1;sp|P0DP23|CALM1_HUMAN Calmodulin-1 OS=Homo sapiens OX=9606 GN=CALM1 PE=1 SV=1;tr|A0A590UK56|A0A590UK,8,8,60.4,149
TUBA3E,-0.077717417,0.671239373506998,0,P0DPH8;P0DPH7;Q6PEY2,P0DPH8;P0DPH7;Q6PEY2,32;32;25,4;4;4,3;3;3,Tubulin alpha-3E chain,TUBA3E,sp|P0DPH8|TBA3D_HUMAN Tubulin alpha-3D chain OS=Homo sapiens OX=9606 GN=TUBA3D PE=1 SV=1;sp|P0DPH7|TBA3C_HUMAN Tubulin alpha-3C chain OS=Homo sapiens OX=9606 GN=TUBA3C PE=1 SV=1;sp|Q6PEY2|TBA3E_HUMAN Tubulin alpha-3E chain OS=Homo sapiens OX=9606 GN=TUBA3E,32,3,62.9,450
GAA,-0.6031907359,0.0267740358081451,0,P10253;I3L0S5;I3L3L3,P10253,14;4;4,14;4;4,14;4;4,Lysosomal alpha-glucosidase;76 kDa lysosomal alpha-glucosidase;70 kDa lysosomal alpha-glucosidase,GAA,sp|P10253|LYAG_HUMAN Lysosomal alpha-glucosidase OS=Homo sapiens OX=9606 GN=GAA PE=1 SV=4,14,14,18.9,952
HIST1H1E;HIST1H1D,-0.7023759699,0.0683423112440612,0,P10412;P16402;P16401;P22492,P10412;P16402,21;18;6;4,21;18;6;4,4;1;0;0,Histone H1.4;Histone H1.3,HIST1H1E;HIST1H1D,sp|P10412|H14_HUMAN Histone H1.4 OS=Homo sapiens OX=9606 GN=H1-4 PE=1 SV=2;sp|P16402|H13_HUMAN Histone H1.3 OS=Homo sapiens OX=9606 GN=H1-3 PE=1 SV=2,21,4,45.2,219
DLAT,0.0748493753,0.643703556543812,0,P10515;H0YDD4;E9PEJ4,P10515;H0YDD4;E9PEJ4,20;19;18,20;19;18,20;19;18,"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial;Acetyltransferase component of pyruvate dehydrogenase complex",DLAT,"sp|P10515|ODP2_HUMAN Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial OS=Homo sapiens OX=9606 GN=DLAT PE=1 SV=3;tr|H0YDD4|H0YDD4_HUMAN Acetyltransferase component of pyruvate dehydrogenase complex (Fr",20,20,32.5,647
TXN,0.113319372,0.518331316354077,0,P10599,P10599,3,3,3,Thioredoxin,TXN,sp|P10599|THIO_HUMAN Thioredoxin OS=Homo sapiens OX=9606 GN=TXN PE=1 SV=3,3,3,28.6,105
COX5B,-0.1560522787,0.506754973129484,0,P10606,P10606,4,4,4,"Cytochrome c oxidase subunit 5B, mitochondrial",COX5B,"sp|P10606|COX5B_HUMAN Cytochrome c oxidase subunit 5B, mitochondrial OS=Homo sapiens OX=9606 GN=COX5B PE=1 SV=2",4,4,30.2,129
CTSA,-0.1722290223,0.772868774952144,0,P10619;X6R8A1;X6R5C5,P10619;X6R8A1;X6R5C5,6;6;6,6;6;6,6;6;6,Lysosomal protective protein;Lysosomal protective protein 32 kDa chain;Lysosomal protective protein 20 kDa chain;Carboxypeptidase,CTSA,sp|P10619|PPGB_HUMAN Lysosomal protective protein OS=Homo sapiens OX=9606 GN=CTSA PE=1 SV=2;tr|X6R8A1|X6R8A1_HUMAN Carboxypeptidase OS=Homo sapiens OX=9606 GN=CTSA PE=1 SV=1;tr|X6R5C5|X6R5C5_HUMAN Carboxypeptidase OS=Homo sapiens OX=9606 GN=CTSA PE=1 SV=1,6,6,15.6,480
HSPD1,0.3032826449,0.105047860064594,0,P10809;E7EXB4;E7ESH4;C9JCQ4;C9JL19;C9J0S9,P10809,65;24;23;8;7;1,65;24;23;8;7;1,54;13;12;0;0;0,"60 kDa heat shock protein, mitochondrial",HSPD1,"sp|P10809|CH60_HUMAN 60 kDa heat shock protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPD1 PE=1 SV=2",65,54,76.4,573
HSPA5,0.1667279127,0.238655772877362,0,P11021,P11021,45,44,44,78 kDa glucose-regulated protein,HSPA5,sp|P11021|BIP_HUMAN Endoplasmic reticulum chaperone BiP OS=Homo sapiens OX=9606 GN=HSPA5 PE=1 SV=2,45,44,59.6,654
HSPA8,-0.0301091707,0.839194395510299,0,P11142;E9PKE3;E9PN89;E9PNE6;A8K7Q2;E9PLF4;E9PQQ4;E9PQK7;E9PK54;E9PPY6;E9PI65;E9PN25;P54652;E9PS65,P11142;E9PKE3;E9PN89;E9PNE6,53;49;39;34;25;23;22;22;22;17;16;15;12;6,53;49;39;34;25;23;22;22;22;17;16;15;12;6,45;41;36;27;20;20;20;20;20;15;13;13;7;3,Heat shock cognate 71 kDa protein,HSPA8,sp|P11142|HSP7C_HUMAN Heat shock cognate 71 kDa protein OS=Homo sapiens OX=9606 GN=HSPA8 PE=1 SV=1;tr|E9PKE3|E9PKE3_HUMAN Heat shock cognate 71 kDa protein OS=Homo sapiens OX=9606 GN=HSPA8 PE=1 SV=1;tr|E9PN89|E9PN89_HUMAN Heat shock cognate 71 kDa protein ,53,45,56.3,646
SLC2A1,0.2573841374,0.357149139038006,0,P11166,P11166,4,4,4,"Solute carrier family 2, facilitated glucose transporter member 1",SLC2A1,"sp|P11166|GTR1_HUMAN Solute carrier family 2, facilitated glucose transporter member 1 OS=Homo sapiens OX=9606 GN=SLC2A1 PE=1 SV=2",4,4,7.5,492
UMPS,-0.6006468741,0.192368891782001,0,P11172;F2Z3P2;F2Z303;F8WDG4;E9PFD2,P11172,5;1;1;1;1,5;1;1;1;1,5;1;1;1;1,Uridine 5-monophosphate synthase;Orotate phosphoribosyltransferase;Orotidine 5-phosphate decarboxylase,UMPS,sp|P11172|UMPS_HUMAN Uridine 5-monophosphate synthase OS=Homo sapiens OX=9606 GN=UMPS PE=1 SV=1,5,5,14.2,480
PDHB,-0.0351394486,0.829244551788533,0,P11177;C9J634;F8WF02,P11177;C9J634,14;9;6,14;9;6,14;9;6,"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial",PDHB,"sp|P11177|ODPB_HUMAN Pyruvate dehydrogenase E1 component subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=PDHB PE=1 SV=3;tr|C9J634|C9J634_HUMAN Pyruvate dehydrogenase E1 component subunit beta OS=Homo sapiens OX=9606 GN=PDHB PE=1 SV=1",14,14,51,359
RALA;RALB,-0.1141118237,0.409570876381552,0,P11233;H7C3P7;P11234;C9JPE8;C9JYR1;C9J6B1;C9JQB3;F8WEQ6,P11233;H7C3P7;P11234,7;5;4;2;2;2;2;1,7;5;4;2;2;2;2;1,7;5;4;2;2;2;2;1,Ras-related protein Ral-A;Ras-related protein Ral-B,RALA;RALB,sp|P11233|RALA_HUMAN Ras-related protein Ral-A OS=Homo sapiens OX=9606 GN=RALA PE=1 SV=1;tr|H7C3P7|H7C3P7_HUMAN Ras-related protein Ral-A (Fragment) OS=Homo sapiens OX=9606 GN=RALA PE=1 SV=1;sp|P11234|RALB_HUMAN Ras-related protein Ral-B OS=Homo sapiens OX,7,7,38.3,206
LAMP1,-0.3816412504,0.0764297729212929,0,P11279,P11279,5,5,5,Lysosome-associated membrane glycoprotein 1,LAMP1,sp|P11279|LAMP1_HUMAN Lysosome-associated membrane glycoprotein 1 OS=Homo sapiens OX=9606 GN=LAMP1 PE=1 SV=3,5,5,11.3,417
TOP2A,-0.2957815019,0.304270827760197,0,P11388;J3KTB7,P11388,40;4,40;4,31;1,DNA topoisomerase 2-alpha,TOP2A,sp|P11388|TOP2A_HUMAN DNA topoisomerase 2-alpha OS=Homo sapiens OX=9606 GN=TOP2A PE=1 SV=3,40,31,31.7,1531
G6PD,-0.7731071744,0.0212323440323013,0,P11413;E7EUI8;E9PD92;E7EM57,P11413;E7EUI8;E9PD92;E7EM57,28;17;16;16,28;17;16;16,28;17;16;16,Glucose-6-phosphate 1-dehydrogenase,G6PD,sp|P11413|G6PD_HUMAN Glucose-6-phosphate 1-dehydrogenase OS=Homo sapiens OX=9606 GN=G6PD PE=1 SV=4;tr|E7EUI8|E7EUI8_HUMAN Glucose-6-phosphate 1-dehydrogenase (Fragment) OS=Homo sapiens OX=9606 GN=G6PD PE=1 SV=8;tr|E9PD92|E9PD92_HUMAN Glucose-6-phosphate 1-,28,28,64.7,515
IGF2R,-0.1648394249,0.652805484982223,0,P11717;S4R328,P11717,3;1,3;1,3;1,Cation-independent mannose-6-phosphate receptor,IGF2R,sp|P11717|MPRI_HUMAN Cation-independent mannose-6-phosphate receptor OS=Homo sapiens OX=9606 GN=IGF2R PE=1 SV=3,3,3,1.5,2491
PABPC1,-0.2301310893,0.17038486443224,0,P11940;A0A087WTT1;E7ERJ7;E7EQV3;H0YAR2;H0YBN4;Q9H361;E5RJB9;E5RGH3;E5RH24;H0YAP2;H0YB86;E5RHG7;H0YAS6;H0YB75;Q4VXU2;H0YAS7;H0YC10;E5RFD8;E5RGC4;Q96DU9;E5RJM8,P11940;A0A087WTT1;E7ERJ7;E7EQV3;H0YAR2,29;28;27;27;15;11;11;9;8;8;6;6;4;4;4;4;3;2;2;2;1;1,29;28;27;27;15;11;11;9;8;8;6;6;4;4;4;4;3;2;2;2;1;1,15;14;14;14;9;2;7;2;2;2;6;4;1;3;3;2;2;2;1;1;1;1,Polyadenylate-binding protein 1;Polyadenylate-binding protein,PABPC1,sp|P11940|PABP1_HUMAN Polyadenylate-binding protein 1 OS=Homo sapiens OX=9606 GN=PABPC1 PE=1 SV=2;tr|A0A087WTT1|A0A087WTT1_HUMAN Polyadenylate-binding protein OS=Homo sapiens OX=9606 GN=PABPC1 PE=1 SV=1;tr|E7ERJ7|E7ERJ7_HUMAN Polyadenylate-binding protein ,29,15,50.3,636
PCNA,-0.2498427767,0.174446286600631,0,P12004,P12004,18,18,18,Proliferating cell nuclear antigen,PCNA,sp|P12004|PCNA_HUMAN Proliferating cell nuclear antigen OS=Homo sapiens OX=9606 GN=PCNA PE=1 SV=1,18,18,55.2,261
HARS,0.3331049668,0.128919799330661,0,P12081;B3KWE1;B4DDD8;E7ETE2;B4E1C5;D6RF05;A0A2R8YCI2;A0A2R8Y4X6;D6RJE6;A0A2R8YFR1,P12081;B3KWE1;B4DDD8;E7ETE2;B4E1C5,11;9;8;7;6;2;2;2;2;1,11;9;8;7;6;2;2;2;2;1,8;6;7;6;5;2;2;0;0;1,"Histidine--tRNA ligase, cytoplasmic",HARS,"sp|P12081|HARS1_HUMAN Histidine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=HARS1 PE=1 SV=2;tr|B3KWE1|B3KWE1_HUMAN Histidine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=HARS1 PE=1 SV=1;tr|B4DDD8|B4DDD8_HUMAN Histidine--tRNA ligase, cytopl",11,8,21.8,509
SLC25A4,-0.6432339894,0.0165376260356227,0,P12235;V9GYG0,P12235;V9GYG0,16;12,2;2,2;2,ADP/ATP translocase 1,SLC25A4,sp|P12235|ADT1_HUMAN ADP/ATP translocase 1 OS=Homo sapiens OX=9606 GN=SLC25A4 PE=1 SV=4;tr|V9GYG0|V9GYG0_HUMAN ADP/ATP translocase 1 OS=Homo sapiens OX=9606 GN=SLC25A4 PE=1 SV=1,16,2,46,298
SLC25A6,-0.2673045765,0.0870567864786168,0,P12236,P12236,27,10,7,"ADP/ATP translocase 3;ADP/ATP translocase 3, N-terminally processed",SLC25A6,sp|P12236|ADT3_HUMAN ADP/ATP translocase 3 OS=Homo sapiens OX=9606 GN=SLC25A6 PE=1 SV=4,27,7,63.1,298
IMPDH2,0.2861808096,0.1024676263514,0,P12268;H0Y4R1;E7ETK5;P20839;C9K0R9;A0A3B3IRL5;C9J381,P12268;H0Y4R1,23;22;9;1;1;1;1,23;22;9;1;1;1;1,23;22;9;1;1;1;1,Inosine-5-monophosphate dehydrogenase 2,IMPDH2,sp|P12268|IMDH2_HUMAN Inosine-5-monophosphate dehydrogenase 2 OS=Homo sapiens OX=9606 GN=IMPDH2 PE=1 SV=2;tr|H0Y4R1|H0Y4R1_HUMAN Inosine-5-monophosphate dehydrogenase 2 (Fragment) OS=Homo sapiens OX=9606 GN=IMPDH2 PE=1 SV=1,23,23,51,514
TPR,-0.3593582439,0.0420493498262172,0,P12270,P12270,18,18,18,Nucleoprotein TPR,TPR,sp|P12270|TPR_HUMAN Nucleoprotein TPR OS=Homo sapiens OX=9606 GN=TPR PE=1 SV=3,18,18,11.3,2363
CKB,1.1341069555,0.060579482830068,0,P12277;G3V4N7;G3V461,P12277;G3V4N7,5;4;1,5;4;1,5;4;1,Creatine kinase B-type,CKB,sp|P12277|KCRB_HUMAN Creatine kinase B-type OS=Homo sapiens OX=9606 GN=CKB PE=1 SV=1;tr|G3V4N7|G3V4N7_HUMAN Creatine kinase B-type (Fragment) OS=Homo sapiens OX=9606 GN=CKB PE=1 SV=1,5,5,24.4,381
ANXA3,0.485897986,0.118842511236915,0,P12429;D6RA82;D6RFG5;D6RCA8;D6RAZ8;D6RFJ9,P12429;D6RA82,9;8;4;3;2;1,9;8;4;3;2;1,9;8;4;3;2;1,Annexin A3;Annexin,ANXA3,sp|P12429|ANXA3_HUMAN Annexin A3 OS=Homo sapiens OX=9606 GN=ANXA3 PE=1 SV=3;tr|D6RA82|D6RA82_HUMAN Annexin OS=Homo sapiens OX=9606 GN=ANXA3 PE=1 SV=1,9,9,31.6,323
CKMT1A;CKMT1B,-0.6033854185,0.0654283994531876,0,P12532;F8WCN3;C9JSQ1;C9JJX8;C9J995;C9J8F6;C9J6W7;C9JT96;P17540,P12532;F8WCN3;C9JSQ1,13;10;8;5;5;5;4;4;1,13;10;8;5;5;5;4;4;1,13;10;8;5;5;5;4;4;1,"Creatine kinase U-type, mitochondrial",CKMT1A;CKMT1B,"sp|P12532|KCRU_HUMAN Creatine kinase U-type, mitochondrial OS=Homo sapiens OX=9606 GN=CKMT1A PE=1 SV=1;tr|F8WCN3|F8WCN3_HUMAN Creatine kinase U-type, mitochondrial OS=Homo sapiens OX=9606 GN=CKMT1A PE=1 SV=1;tr|C9JSQ1|C9JSQ1_HUMAN Creatine kinase U-type, m",13,13,44.6,417
ACTN1,0.222724505,0.190137343055116,0,P12814;H9KV75;G3V2W4;G3V2N5;P35609;A0A494C1A0;H0YJW3;H0YJ11;H7C5W8;G3V2X9;A0A494C033;A0A494C166;F6THM6;G3V5M4;A0A494C0Q3;G3V2E8;G3V380;A0A494C031,P12814;H9KV75,59;52;20;19;16;16;15;13;13;9;8;8;8;6;5;4;1;1,59;52;20;19;16;16;15;13;13;9;8;8;8;6;5;4;1;1,34;31;10;9;2;2;11;10;9;4;1;1;1;2;1;1;1;1,Alpha-actinin-1,ACTN1,sp|P12814|ACTN1_HUMAN Alpha-actinin-1 OS=Homo sapiens OX=9606 GN=ACTN1 PE=1 SV=2;tr|H9KV75|H9KV75_HUMAN Alpha-actinin-1 OS=Homo sapiens OX=9606 GN=ACTN1 PE=1 SV=1,59,34,69.1,892
XRCC6,-0.0457025098,0.733642807234027,0,P12956;B1AHC9,P12956;B1AHC9,25;24,25;24,25;24,X-ray repair cross-complementing protein 6,XRCC6,sp|P12956|XRCC6_HUMAN X-ray repair cross-complementing protein 6 OS=Homo sapiens OX=9606 GN=XRCC6 PE=1 SV=2;tr|B1AHC9|B1AHC9_HUMAN X-ray repair cross-complementing protein 6 OS=Homo sapiens OX=9606 GN=XRCC6 PE=1 SV=1,25,25,40.4,609
XRCC5,0.054071484,0.701850978583817,0,P13010;C9JZ81;H7C0H9,P13010,24;5;2,24;5;2,24;5;2,X-ray repair cross-complementing protein 5,XRCC5,sp|P13010|XRCC5_HUMAN X-ray repair cross-complementing protein 5 OS=Homo sapiens OX=9606 GN=XRCC5 PE=1 SV=3,24,24,39.9,732
COX4I1,0.419030227,0.0994314559958138,0,P13073;H3BN72;H3BNV9;Q86WV2;H3BPG0;H3BNI5,P13073;H3BN72;H3BNV9;Q86WV2,9;7;7;5;4;3,9;7;7;5;4;3,9;7;7;5;4;3,"Cytochrome c oxidase subunit 4 isoform 1, mitochondrial",COX4I1,"sp|P13073|COX41_HUMAN Cytochrome c oxidase subunit 4 isoform 1, mitochondrial OS=Homo sapiens OX=9606 GN=COX4I1 PE=1 SV=1;tr|H3BN72|H3BN72_HUMAN Cytochrome c oxidase subunit 4 isoform 1, mitochondrial OS=Homo sapiens OX=9606 GN=COX4I1 PE=1 SV=1;tr|H3BNV9|H",9,9,45.6,169
RNH1,0.2894662954,0.400854147709377,0,P13489;E9PMJ3;E9PLZ3;E9PIM9;E9PIK5;H0YCR7;E9PMN0;E9PMA9;E9PR82;E9PMI1,P13489;E9PMJ3;E9PLZ3;E9PIM9,11;6;6;6;5;5;3;2;1;1,11;6;6;6;5;5;3;2;1;1,11;6;6;6;5;5;3;2;1;1,Ribonuclease inhibitor,RNH1,sp|P13489|RINI_HUMAN Ribonuclease inhibitor OS=Homo sapiens OX=9606 GN=RNH1 PE=1 SV=2;tr|E9PMJ3|E9PMJ3_HUMAN Ribonuclease inhibitor (Fragment) OS=Homo sapiens OX=9606 GN=RNH1 PE=1 SV=1;tr|E9PLZ3|E9PLZ3_HUMAN Ribonuclease inhibitor (Fragment) OS=Homo sapien,11,11,38,461
EEF2,0.1411987498,0.328584657083483,0,P13639,P13639,58,58,56,Elongation factor 2,EEF2,sp|P13639|EF2_HUMAN Elongation factor 2 OS=Homo sapiens OX=9606 GN=EEF2 PE=1 SV=4,58,56,66.9,858
PDIA4,-0.1519909316,0.451047859847604,0,P13667;A0A499FI48,P13667;A0A499FI48,14;13,14;13,14;13,Protein disulfide-isomerase A4,PDIA4,sp|P13667|PDIA4_HUMAN Protein disulfide-isomerase A4 OS=Homo sapiens OX=9606 GN=PDIA4 PE=1 SV=2;tr|A0A499FI48|A0A499FI48_HUMAN Protein disulfide-isomerase OS=Homo sapiens OX=9606 GN=PDIA4 PE=1 SV=1,14,14,26,645
ETFA,-0.2723164952,0.126252630266329,0,P13804;H0YLU7;H0YK49;H0YNX6;H0YL12;H0YKF0;H0YL83;H0YM12;J3KN60,P13804;H0YLU7;H0YK49;H0YNX6;H0YL12;H0YKF0,15;12;10;10;9;8;4;2;1,15;12;10;10;9;8;4;2;1,15;12;10;10;9;8;4;2;1,"Electron transfer flavoprotein subunit alpha, mitochondrial",ETFA,"sp|P13804|ETFA_HUMAN Electron transfer flavoprotein subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=ETFA PE=1 SV=1;tr|H0YLU7|H0YLU7_HUMAN Electron transfer flavoprotein subunit alpha, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=ETFA PE=1 SV",15,15,59.8,333
PRKAR2A,0.8733758103,0.0641468808848223,0,P13861;H7C1L0;H7C330;P31323;H7C4A9;C9J830,P13861;H7C1L0,12;6;5;3;1;1,12;6;5;3;1;1,12;6;5;3;1;1,cAMP-dependent protein kinase type II-alpha regulatory subunit,PRKAR2A,sp|P13861|KAP2_HUMAN cAMP-dependent protein kinase type II-alpha regulatory subunit OS=Homo sapiens OX=9606 GN=PRKAR2A PE=1 SV=2;tr|H7C1L0|H7C1L0_HUMAN cAMP-dependent protein kinase type II-alpha regulatory subunit (Fragment) OS=Homo sapiens OX=9606 GN=PRK,12,12,36.9,404
