Gene_names,TRPC4AP_vs_BirA_logFC,TRPC4AP_vs_BirA_pval,Protein_IDs,Majority_protein_IDs,Peptide_counts__all_,Peptide_counts__razor_unique_,Peptide_counts__unique_,Protein_names,Fasta_headers,Number_of_proteins,Peptides,Razor___unique_peptides,Unique_peptides,Peptides_BirA_alone_N1,Peptides_BirA_alone_N2,Peptides_TRCP4AC_N1,Peptides_TRCP4AC_N2,Razor___unique_peptides_BirA_alone_N1,Razor___unique_peptides_BirA_alone_N2,Razor___unique_peptides_TRCP4AC_N1,Razor___unique_peptides_TRCP4AC_N2,Unique_peptides_BirA_alone_N1,Unique_peptides_BirA_alone_N2,Unique_peptides_TRCP4AC_N1,Unique_peptides_TRCP4AC_N2,Sequence_coverage____,Unique___razor_sequence_coverage____,Unique_sequence_coverage____,Mol__weight__kDa_,Sequence_length,Sequence_lengths,Q_value,Score,Identification_type_BirA_alone_N1,Identification_type_BirA_alone_N2,Identification_type_TRCP4AC_N1,Identification_type_TRCP4AC_N2,Ratio_H_L,Ratio_H_L_normalized,Ratio_H_L_variability____,Ratio_H_L_count,Ratio_H_L_iso_count,Ratio_H_L_type,Ratio_H_L_BirA_alone_N1,Ratio_H_L_BirA_alone_N2,Ratio_H_L_TRCP4AC_N1,Ratio_H_L_TRCP4AC_N2,Ratio_H_L_normalized_BirA_alone_N1,Ratio_H_L_normalized_BirA_alone_N2,Ratio_H_L_normalized_TRCP4AC_N1,Ratio_H_L_normalized_TRCP4AC_N2,Ratio_H_L_variability_____BirA_alone_N1,Ratio_H_L_variability_____BirA_alone_N2,Ratio_H_L_variability_____TRCP4AC_N1,Ratio_H_L_variability_____TRCP4AC_N2,Ratio_H_L_count_BirA_alone_N1,Ratio_H_L_count_BirA_alone_N2,Ratio_H_L_count_TRCP4AC_N1,Ratio_H_L_count_TRCP4AC_N2,Ratio_H_L_iso_count_BirA_alone_N1,Ratio_H_L_iso_count_BirA_alone_N2,Ratio_H_L_iso_count_TRCP4AC_N1,Ratio_H_L_iso_count_TRCP4AC_N2,Ratio_H_L_type_BirA_alone_N1,Ratio_H_L_type_BirA_alone_N2,Ratio_H_L_type_TRCP4AC_N1,Ratio_H_L_type_TRCP4AC_N2,Sequence_coverage_BirA_alone_N1____,Sequence_coverage_BirA_alone_N2____,Sequence_coverage_TRCP4AC_N1____,Sequence_coverage_TRCP4AC_N2____,Intensity,Intensity_L,Intensity_H,Intensity_BirA_alone_N1,Intensity_L_BirA_alone_N1,Intensity_H_BirA_alone_N1,Intensity_BirA_alone_N2,Intensity_L_BirA_alone_N2,Intensity_H_BirA_alone_N2,Intensity_TRCP4AC_N1,Intensity_L_TRCP4AC_N1,Intensity_H_TRCP4AC_N1,Intensity_TRCP4AC_N2,Intensity_L_TRCP4AC_N2,Intensity_H_TRCP4AC_N2,Only_identified_by_site,Reverse,Potential_contaminant,id,Peptide_IDs,Peptide_is_razor,Mod__peptide_IDs,Evidence_IDs,MS_MS_IDs,Best_MS_MS,Carbamyl__K__site_IDs,Oxidation__M__site_IDs,Carbamyl__K__site_positions,Oxidation__M__site_positions,Taxonomy_IDs,AutoID,metacell_Intensity_L_TRCP4AC_N1,metacell_Intensity_L_TRCP4AC_N2,metacell_Intensity_L_BirA_alone_N1,metacell_Intensity_L_BirA_alone_N2
HNRNPDL,1.10767394568492,0.0151921972647101,O14979;A0A087WUK2,O14979;A0A087WUK2,11;11,11;11,9;9,Heterogeneous nuclear ribonucleoprotein D-like,sp|O14979|HNRDL_HUMAN Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens OX=9606 GN=HNRNPDL PE=1 SV=3;tr|A0A087WUK2|A0A087WUK2_HUMAN Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens OX=9606 GN=HNRNPDL PE=1 SV=1,2,11,11,9,5,5,9,10,5,5,9,10,3,3,7,8,21.4,21.4,19.0,46.437,420,420;363,0.0,73.287,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.35753,0.87712,8.6279,37,5,Leave out requantified,0.29615,0.30965,0.394,0.38536,1.0052,0.82943,0.92338,0.89336,16.776,10.792,13.118,11.208,6,5,13,13,1,2,1,1,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,12.1,12.1,19.8,19.8,5190300000,3744300000,1446000000,704150000,547960000,156200000,611160000,460000000,151160000,2354600000,1634700000,719890000,1520400000,1101600000,418740000,,,,24,2290;2291;2595;3641;4468;4499;10347;11346;12097;13379;15635,True;True;True;True;True;True;True;True;True;True;True,2395;2396;2711;3798;4647;4680;4681;10811;11857;12649;13978;16320,6955;6956;7850;7851;7852;7853;10685;10686;10687;10688;12967;12968;13072;13073;13074;13075;13076;13077;13078;13079;30651;30652;33557;35591;35592;35593;35594;35595;35596;35597;39322;39323;39324;39325;39326;39327;46100;46101,14117;14118;16003;16004;16005;16006;16007;16008;21508;21509;21510;21511;21512;21513;21514;21515;21516;21517;21518;21519;26161;26162;26163;26164;26359;26360;26361;26362;26363;26364;26365;26366;26367;26368;26369;26370;26371;26372;26373;26374;26375;26376;26377;61500;61501;67319;71274;71275;71276;71277;71278;71279;71280;71281;71282;71283;71284;71285;71286;71287;71288;71289;71290;71291;71292;71293;71294;71295;78632;78633;78634;78635;78636;78637;78638;78639;78640;78641;78642;78643;92952;92953,14117;14118;16007;21510;26162;26361;61500;67319;71287;78635;92953,,,,,-1;-1,protein_25,quanti,quanti,quanti,quanti
SLIRP,0.413058481833108,0.15068737640664,Q9GZT3;A0A087WUN7;H0YJ40;G3V4X6;G3V2S9;H0YJW7;H0YJI1;H0YJ07;H0YJU7,Q9GZT3;A0A087WUN7;H0YJ40;G3V4X6;G3V2S9;H0YJW7,6;6;6;6;6;5;1;1;1,6;6;6;6;6;5;1;1;1,6;6;6;6;6;5;1;1;1,"SRA stem-loop-interacting RNA-binding protein, mitochondrial","sp|Q9GZT3|SLIRP_HUMAN SRA stem-loop-interacting RNA-binding protein, mitochondrial OS=Homo sapiens OX=9606 GN=SLIRP PE=1 SV=1;tr|A0A087WUN7|A0A087WUN7_HUMAN SRA stem-loop-interacting RNA-binding protein, mitochondrial OS=Homo sapiens OX=9606 GN=SLIRP PE=1 ",9,6,6,6,5,4,4,3,5,4,4,3,5,4,4,3,67.9,67.9,67.9,12.349,109,109;92;96;98;124;76;40;56;72,0.0,17.806,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.56534,1.4118,17.223,17,1,Leave out requantified,0.51525,0.66547,0.58266,0.57548,1.4835,1.977,1.3486,1.4721,22.87,18.41,17.142,7.7468,5,4,5,3,0,1,0,0,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,47.7,46.8,55.0,42.2,1207400000,739570000,467800000,213560000,141210000,72354000,222700000,134180000,88517000,460380000,278890000,181490000,310740000,185300000,125440000,,,,25,2196;4918;10895;12055;12150;12842,True;True;True;True;True;True,2295;5125;11394;12607;12708;13425,6722;6723;14421;14422;14423;32218;32219;32220;32221;32222;35465;35802;35803;37743;37744;37745;37746,13722;13723;29128;29129;64538;64539;64540;64541;64542;64543;64544;64545;64546;64547;64548;70999;71705;71706;71707;71708;75512;75513;75514;75515;75516;75517;75518;75519;75520;75521;75522;75523;75524,13723;29128;64547;70999;71708;75517,,,,,-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_26,quanti,quanti,quanti,quanti
GPX1,-19.6778572955655,6.34471182278002e-08,P07203;A0A2R8Y6B6;A0A087WUQ6,P07203;A0A2R8Y6B6;A0A087WUQ6,3;3;3,3;3;3,3;3;3,Glutathione peroxidase 1;Glutathione peroxidase,sp|P07203|GPX1_HUMAN Glutathione peroxidase 1 OS=Homo sapiens OX=9606 GN=GPX1 PE=1 SV=4;tr|A0A2R8Y6B6|A0A2R8Y6B6_HUMAN Glutathione peroxidase 1 OS=Homo sapiens OX=9606 GN=GPX1 PE=1 SV=1;tr|A0A087WUQ6|A0A087WUQ6_HUMAN Glutathione peroxidase OS=Homo sapiens ,3,3,3,3,2,1,0,0,2,1,0,0,2,1,0,0,18.7,18.7,18.7,22.088,203,203;157;202,0.0097656,1.3054,By MS/MS,By MS/MS,,,6.0326,20.649,37.214,2,1,Median,6.0326,,,,20.649,,,,37.214,,,,2,0,0,0,1,0,0,0,Median,Median,Median,Median,9.9,8.9,0.0,0.0,207490000,36494000,170990000,187400000,16408000,170990000,20086000,20086000,0,0,0,0,0,0,0,,,,26,2836;3914;8727,True;True;True,2963;4075;9133,8521;11419;26039,17357;22922;22923;52716,17357;22923;52716,,,,,-1;-1;-1,protein_27,imputed MEC,imputed MEC,quanti,quanti
EIF5B,-0.87053880804508,0.0152697754299661,O60841;A0A087WUT6,O60841;A0A087WUT6,7;7,7;7,7;7,Eukaryotic translation initiation factor 5B,sp|O60841|IF2P_HUMAN Eukaryotic translation initiation factor 5B OS=Homo sapiens OX=9606 GN=EIF5B PE=1 SV=4;tr|A0A087WUT6|A0A087WUT6_HUMAN Eukaryotic translation initiation factor 5B OS=Homo sapiens OX=9606 GN=EIF5B PE=1 SV=1,2,7,7,7,4,5,4,3,4,5,4,3,4,5,4,3,10.4,10.4,10.4,138.83,1220,1220;1220,0.0,9.3618,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.42921,1.0144,24.961,17,4,Leave out requantified,0.31215,0.31699,0.48141,0.48231,1.0431,0.86726,1.0557,1.0971,17.143,16.107,29.758,27.851,5,5,4,3,2,2,0,0,Median,Leave out requantified,Leave out requantified,Leave out requantified,6.6,7.5,6.8,4.3,742900000,512480000,230420000,192110000,141760000,50347000,230380000,158660000,71719000,208960000,135880000,73075000,111450000,76176000,35279000,,,,27,4948;5577;5825;6153;6756;8761;9085,True;True;True;True;True;True;True,5155;5814;6094;6431;7073;9172;9505,14499;16336;16337;17292;17293;17294;17295;18163;18164;20056;20057;26163;26164;27107;27108;27109;27110,29274;32819;32820;32821;35001;35002;35003;36695;36696;40671;40672;40673;52894;52895;52896;54756;54757;54758;54759;54760;54761;54762;54763,29274;32820;35001;36696;40672;52895;54759,,,,,-1;-1,protein_28,quanti,quanti,quanti,quanti
SPTBN1,0.0528074693247795,0.881798530355323,Q01082;A0A087WUZ3;F8W6C1,Q01082;A0A087WUZ3,23;23;6,23;23;6,23;23;6,"Spectrin beta chain, non-erythrocytic 1","sp|Q01082|SPTB2_HUMAN Spectrin beta chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTBN1 PE=1 SV=2;tr|A0A087WUZ3|A0A087WUZ3_HUMAN Spectrin beta chain OS=Homo sapiens OX=9606 GN=SPTBN1 PE=1 SV=1",3,23,23,23,12,19,10,12,12,19,10,12,12,19,10,12,15.2,15.2,15.2,274.61,2364,2364;2366;690,0.0,47.526,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.47371,1.0158,27.525,53,16,Leave out requantified,0.40976,0.55173,0.3793,0.38785,1.0158,1.2131,0.77123,0.85503,33.03,22.624,17.088,23.144,12,19,9,13,5,3,3,5,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,7.0,12.5,6.1,7.4,2154500000,1057800000,1096800000,224630000,158080000,66554000,509890000,317060000,192830000,1057700000,334890000,722810000,362300000,247730000,114580000,,,,28,1553;2333;3489;3511;3928;5763;6611;7047;7209;7957;9361;9590;9828;9829;10429;10578;12379;13345;13834;14231;14903;15011;15964,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,1621;2441;3640;3665;4089;6027;6919;7376;7541;8327;9788;10022;10269;10270;10895;11055;12944;13944;14449;14860;15554;15666;16663,4791;4792;4793;7105;7106;7107;7108;10246;10316;10317;11449;11450;11451;11452;17026;19638;20876;20877;20878;20879;21307;23546;23547;23548;27843;27844;28463;29128;29129;29130;29131;29132;29133;30868;30869;30870;30871;30872;31262;31263;36409;36410;39237;40661;40662;40663;40664;41845;43827;43828;44126;44127;47106;47107,9821;9822;9823;14525;14526;14527;14528;14529;14530;14531;20649;20786;20787;22969;22970;22971;22972;22973;22974;22975;34506;39836;39837;42243;42244;42245;42246;43110;47599;47600;47601;56022;56023;56024;57127;58437;58438;58439;58440;58441;58442;58443;58444;58445;58446;61910;61911;61912;61913;61914;61915;62648;62649;62650;72864;72865;72866;72867;72868;78485;81356;81357;81358;81359;81360;81361;84129;88365;88366;88367;88981;88982;95141,9822;14529;20649;20786;22971;34506;39836;42244;43110;47600;56023;57127;58441;58444;61912;62648;72866;78485;81358;84129;88365;88982;95141,,,,,-1;-1;-1,protein_29,quanti,quanti,quanti,quanti
NAT10,-21.6053256577564,1.21554053300429e-07,Q9H0A0;A0A087WV29,Q9H0A0;A0A087WV29,4;4,4;4,4;4,N-acetyltransferase 10,sp|Q9H0A0|NAT10_HUMAN RNA cytidine acetyltransferase OS=Homo sapiens OX=9606 GN=NAT10 PE=1 SV=2;tr|A0A087WV29|A0A087WV29_HUMAN RNA cytidine acetyltransferase OS=Homo sapiens OX=9606 GN=NAT10 PE=1 SV=1,2,4,4,4,3,3,0,0,3,3,0,0,3,3,0,0,5.2,5.2,5.2,115.73,1025,1025;834,0.0,6.4302,By MS/MS,By MS/MS,,,0.27951,0.74227,20.701,6,3,Median,0.2656,0.32215,,,0.76299,0.7221,,,31.055,9.8156,,,3,3,0,0,2,1,0,0,Median,Median,Median,Median,4.4,3.1,0.0,0.0,186390000,138410000,47982000,100250000,73722000,26533000,86134000,64685000,21449000,0,0,0,0,0,0,,,,31,598;3726;5993;9263,True;True;True;True,623;3883;6270;9687,1688;1689;10918;17770;17771;27575,3332;3333;21940;35956;35957;35958;55567,3332;21940;35958;55567,,,,,-1;-1,protein_32,imputed MEC,imputed MEC,quanti,quanti
RRBP1,-18.5972305771913,4.66302334005106e-07,Q9P2E9;F8W7S5;A0A087WVV2,Q9P2E9;F8W7S5;A0A087WVV2,2;2;2,2;2;2,2;2;2,Ribosome-binding protein 1,sp|Q9P2E9|RRBP1_HUMAN Ribosome-binding protein 1 OS=Homo sapiens OX=9606 GN=RRBP1 PE=1 SV=5;tr|F8W7S5|F8W7S5_HUMAN Ribosome-binding protein 1 OS=Homo sapiens OX=9606 GN=RRBP1 PE=1 SV=1;tr|A0A087WVV2|A0A087WVV2_HUMAN Ribosome-binding protein 1 OS=Homo sapie,3,2,2,2,1,1,0,0,1,1,0,0,1,1,0,0,1.9,1.9,1.9,152.45,1410,1410;751;934,0.0,7.6595,By MS/MS,By MS/MS,,,0.42995,0.9481,2.6736,2,0,Median,0.40935,0.45159,,,0.93034,0.96619,,,,,,,1,1,0,0,0,0,0,0,Median,Median,Median,Median,0.9,1.1,0.0,0.0,29634000,18091000,11543000,11464000,6192600,5271500,18170000,11898000,6271100,0,0,0,0,0,0,,,,36,1341;12794,True;True,1403;13376,4085;37611,8313;75261,8313;75261,,,,,-1;-1;-1,protein_37,imputed MEC,imputed MEC,quanti,quanti
POLR2E,-0.954098323312365,0.0551650889395537,P19388;A0A087WVZ9;A0A0A0MQR7;K7EQN2;K7EJ87;A0A087WVN5;A0A087WWX0,P19388;A0A087WVZ9;A0A0A0MQR7;K7EQN2;K7EJ87;A0A087WVN5;A0A087WWX0,2;2;2;1;1;1;1,2;2;2;1;1;1;1,2;2;2;1;1;1;1,"DNA-directed RNA polymerases I, II, and III subunit RPABC1","sp|P19388|RPAB1_HUMAN DNA-directed RNA polymerases I, II, and III subunit RPABC1 OS=Homo sapiens OX=9606 GN=POLR2E PE=1 SV=4;tr|A0A087WVZ9|A0A087WVZ9_HUMAN DNA-directed RNA polymerases I, II, and III subunit RPABC1 OS=Homo sapiens OX=9606 GN=POLR2E PE=1 SV",7,2,2,2,1,2,1,1,1,2,1,1,1,2,1,1,12.4,12.4,12.4,24.551,210,210;184;204;51;68;83;134,0.0,6.4673,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.7305,1.7376,6.3157,5,1,Leave out requantified,0.57692,0.86112,0.72287,0.66281,1.817,2.1456,1.5197,1.5094,,36.141,,,1,2,1,1,0,0,0,1,Median,Median,Median,Median,6.7,12.4,6.7,6.7,165540000,91853000,73683000,32334000,20294000,12040000,72599000,36642000,35958000,29630000,17641000,11989000,30972000,17277000,13696000,,,,37,1133;10207,True;True,1181;10667,3385;3386;3387;3388;30280,6779;6780;6781;6782;6783;6784;60810,6782;60810,,,,,-1;-1;-1;-1;-1;-1;-1,protein_38,quanti,quanti,quanti,quanti
HYOU1,0.290181786496888,0.35334841202214,Q9Y4L1;E9PJ21;A0A087WWI4;K7EQK2;A0A087X054;A0A494C039;J3KTF1;A0A087WW13;Q9BST8;J3QQH7;J3QLE9;J3QL06;A0A087X214,Q9Y4L1;E9PJ21;A0A087WWI4;K7EQK2;A0A087X054;A0A494C039,11;11;11;11;11;11;3;2;2;2;2;2;1,11;11;11;11;11;11;3;2;2;2;2;2;1,11;11;11;11;11;11;3;2;2;2;2;2;1,Hypoxia up-regulated protein 1,sp|Q9Y4L1|HYOU1_HUMAN Hypoxia up-regulated protein 1 OS=Homo sapiens OX=9606 GN=HYOU1 PE=1 SV=1;tr|E9PJ21|E9PJ21_HUMAN Hypoxia up-regulated protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=HYOU1 PE=1 SV=1;tr|A0A087WWI4|A0A087WWI4_HUMAN Hypoxia up-regulated ,13,11,11,11,4,6,8,7,4,6,8,7,4,6,8,7,15.9,15.9,15.9,111.33,999,999;656;677;678;937;1000;224;102;147;149;154;211;92,0.0,32.45,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.46809,1.0457,25.153,26,13,Leave out requantified,0.37336,0.40294,0.52691,0.62226,1.5051,0.88625,1.1442,1.3973,30.04,28.408,23.273,17.838,4,7,8,7,2,3,5,3,Linear,Leave out requantified,Leave out requantified,Leave out requantified,4.5,7.6,12.1,10.2,737490000,466820000,270670000,93042000,67814000,25228000,176830000,117870000,58959000,294220000,177630000,116590000,173400000,103510000,69893000,,,,40,2339;3597;5391;7991;14198;14275;14755;14911;15753;15975;17194,True;True;True;True;True;True;True;True;True;True;True,2447;3753;5613;8361;14827;14904;15396;15562;16444;16674;17934,7120;7121;7122;10557;10558;15747;23660;23661;23662;23663;41772;41773;41975;41976;41977;41978;43345;43846;46472;46473;46474;46475;46476;47134;47135;50630;50631,14550;14551;14552;14553;21245;21246;31644;47826;47827;47828;47829;47830;47831;47832;84002;84003;84004;84406;84407;84408;84409;87268;88400;93775;93776;93777;93778;93779;93780;93781;93782;93783;93784;95182;95183;102109;102110;102111;102112;102113;102114;102115,14552;21245;31644;47827;84003;84409;87268;88400;93775;95182;102109,,,,,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_41,quanti,quanti,quanti,quanti
TPM3,-0.237731129347125,0.354944491145792,A0A087WWU8;D6R904;A0A494C0G0;Q5VU61,A0A087WWU8;D6R904,23;14;8;6,23;14;8;6,9;9;3;6,,tr|A0A087WWU8|A0A087WWU8_HUMAN Tropomyosin alpha-3 chain OS=Homo sapiens OX=9606 GN=TPM3 PE=1 SV=1;tr|D6R904|D6R904_HUMAN Tropomyosin alpha-3 chain OS=Homo sapiens OX=9606 GN=TPM3 PE=1 SV=1,4,23,23,9,16,19,17,17,16,19,17,17,8,8,7,6,74.4,74.4,19.4,26.42,227,227;95;87;49,0.0,323.31,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.37531,1.0737,20.139,99,22,Leave out requantified,0.30416,0.35464,0.40941,0.41342,1.0545,1.0514,0.97922,1.0322,16.58,17.732,22.876,22.43,23,25,25,26,9,5,4,4,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,58.6,68.7,67.4,67.4,26712000000,16855000000,9857000000,4485400000,3330400000,1154900000,6960800000,4901200000,2059600000,8855000000,5040300000,3814700000,6411000000,3583300000,2827700000,,,,43,631;632;633;1135;1573;2255;3197;3242;3243;5644;6821;6822;6845;7557;7558;7687;8101;8102;9193;9912;10528;12151;14112,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,657;658;659;660;1186;1641;2359;3336;3383;3384;5885;7138;7139;7162;7908;7909;7910;8044;8477;8478;9616;10353;11005;12709;14736,1784;1785;1786;1787;1788;1789;1790;1791;1792;1793;3398;3399;3400;3401;3402;3403;3404;3405;4849;4850;4851;4852;4853;4854;6874;9480;9481;9577;9578;9579;9580;9581;9582;9583;9584;9585;9586;9587;9588;16548;16549;16550;16551;16552;16553;20221;20222;20223;20224;20225;20226;20227;20228;20284;20285;20286;20287;22327;22328;22329;22330;22331;22332;22333;22334;22698;22699;22700;22701;22702;22703;24030;24031;24032;24033;24034;24035;24036;24037;24038;24039;24040;27393;27394;27395;29360;29361;31141;31142;35804;35805;35806;35807;35808;35809;41531;41532;41533;41534;41535;41536;41537,3492;3493;3494;3495;3496;3497;3498;3499;3500;3501;3502;3503;3504;3505;3506;3507;3508;3509;3510;3511;3512;3513;3514;3515;3516;3517;3518;6806;6807;6808;6809;6810;6811;6812;6813;6814;6815;6816;6817;6818;6819;6820;6821;6822;6823;6824;6825;6826;9932;9933;9934;9935;9936;9937;9938;9939;9940;13982;19212;19213;19214;19215;19352;19353;19354;19355;19356;19357;19358;19359;19360;19361;19362;19363;19364;19365;19366;19367;19368;19369;33363;33364;33365;33366;33367;33368;33369;33370;33371;33372;33373;33374;33375;33376;33377;33378;33379;33380;33381;40968;40969;40970;40971;40972;40973;40974;40975;40976;40977;40978;40979;40980;40981;40982;40983;40984;40985;40986;40987;40988;40989;40990;40991;40992;40993;40994;40995;40996;40997;40998;40999;41000;41082;41083;41084;41085;41086;41087;41088;41089;41090;41091;41092;41093;41094;45222;45223;45224;45225;45226;45227;45228;45229;45230;45231;45232;45233;45234;45235;45236;45237;45238;45239;45953;45954;45955;45956;45957;45958;45959;45960;45961;45962;45963;48564;48565;48566;48567;48568;48569;48570;48571;48572;48573;48574;48575;48576;48577;48578;48579;48580;48581;48582;48583;48584;48585;48586;48587;48588;48589;48590;48591;48592;48593;48594;48595;48596;48597;48598;55248;55249;55250;58844;58845;58846;62417;62418;62419;71709;71710;71711;71712;71713;71714;71715;71716;71717;71718;71719;71720;83387;83388;83389;83390;83391;83392;83393;83394;83395;83396;83397,3493;3510;3515;6823;9936;13982;19212;19356;19369;33379;40969;40982;41086;45222;45229;45962;48569;48585;55250;58846;62419;71716;83390,1,,11,,-1;-1;-1;-1,protein_44,quanti,quanti,quanti,quanti
TARDBP;TDP43,0.625334068708277,0.0624130958742928,Q13148;A0A087WX29;A0A087WYY0;A0A087X260;G3V162;B1AKP7;A0A0A0N0M3;K7EJM5;A0A1W2PNU8;K7EN94;A0A087WXQ5;A0A087WV68;A0A087WXV3;A0A087WX67;A0A087WW61;A0A0A0MSV7;K7EJ99;K7EL26;A0A087WZC9;A0A087WYE7;A0A087WTZ4,Q13148;A0A087WX29;A0A087WYY0;A0A087X260;G3V162;B1AKP7;A0A0A0N0M3;K7EJM5;A0A1W2PNU8;K7EN94,8;8;6;6;6;6;5;5;4;4;3;3;2;2;2;2;2;1;1;1;1,8;8;6;6;6;6;5;5;4;4;3;3;2;2;2;2;2;1;1;1;1,8;8;6;6;6;6;5;5;4;4;3;3;2;2;2;2;2;1;1;1;1,TAR DNA-binding protein 43,sp|Q13148|TADBP_HUMAN TAR DNA-binding protein 43 OS=Homo sapiens OX=9606 GN=TARDBP PE=1 SV=1;tr|A0A087WX29|A0A087WX29_HUMAN TAR DNA-binding protein 43 (Fragment) OS=Homo sapiens OX=9606 GN=TARDBP PE=1 SV=1;tr|A0A087WYY0|A0A087WYY0_HUMAN TAR DNA-binding pro,21,8,8,8,5,5,5,6,5,5,5,6,5,5,5,6,22.2,22.2,22.2,44.739,414,414;243;304;301;298;295;269;201;258;275;200;212;175;149;138;84;80;65;127;89;61,0.0,26.139,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.46275,1.12,23.973,23,5,Leave out requantified,0.33705,0.50197,0.4889,0.45983,1.1682,1.4018,1.1325,1.1267,24.666,27.66,25.483,23.201,5,5,6,7,2,0,2,1,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,16.9,16.9,14.7,20.5,1123700000,730590000,393080000,175500000,120380000,55118000,206040000,129840000,76202000,416120000,261860000,154260000,326000000,218500000,107500000,,,,44,3651;4145;4773;9887;9888;12727;14556;17168,True;True;True;True;True;True;True;True,3808;4312;4971;10328;10329;13307;15192;17906,10717;10718;10719;10720;10721;10722;12041;12042;12043;12044;13941;13942;29288;29289;29290;37403;37404;42764;42765;42766;42767;50540;50541,21583;21584;21585;21586;21587;21588;21589;21590;21591;21592;24144;24145;24146;24147;24148;24149;24150;28220;28221;28222;28223;28224;28225;28226;28227;58707;58708;58709;74796;74797;74798;74799;86009;86010;86011;86012;86013;86014;86015;86016;86017;86018;101929;101930;101931;101932,21587;24146;28220;58707;58709;74798;86016;101929,,,,,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_45,quanti,quanti,quanti,quanti
RPL17;RPL17-C18orf32,-0.00353370958667298,0.988519606695006,P18621;A0A087WXM6;J3QQT2;J3KRX5;A0A0A6YYL6;J3KRB3;A0A087WWH0;J3QS96;J3QLC8;A0A0A0MRF8;A0A087WY81;J3KSJ0,P18621;A0A087WXM6;J3QQT2;J3KRX5;A0A0A6YYL6;J3KRB3;A0A087WWH0;J3QS96;J3QLC8;A0A0A0MRF8;A0A087WY81,12;12;12;12;12;10;10;10;9;9;7;4,12;12;12;12;12;10;10;10;9;9;7;4,12;12;12;12;12;10;10;10;9;9;7;4,60S ribosomal protein L17,sp|P18621|RL17_HUMAN 60S ribosomal protein L17 OS=Homo sapiens OX=9606 GN=RPL17 PE=1 SV=3;tr|A0A087WXM6|A0A087WXM6_HUMAN 60S ribosomal protein L17 (Fragment) OS=Homo sapiens OX=9606 GN=RPL17 PE=1 SV=1;tr|J3QQT2|J3QQT2_HUMAN 60S ribosomal protein L17 (Fragm,12,12,12,12,7,7,9,10,7,7,9,10,7,7,9,10,57.6,57.6,57.6,21.397,184,184;169;171;174;228;129;131;138;174;190;97;56,0.0,101.61,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.37116,0.95146,21.042,40,10,Leave out requantified,0.25731,0.24872,0.42332,0.42091,0.92904,0.68431,0.92626,0.95283,21.591,22.963,19.48,18.475,9,9,11,11,5,1,2,2,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,40.2,38.6,50.0,48.4,3690100000,2657300000,1032800000,752730000,594580000,158150000,737060000,584550000,152520000,1283400000,858270000,425110000,916930000,619940000,297000000,,,,46,4871;6726;6727;7779;10878;10879;12018;12393;16058;16996;17198;17199,True;True;True;True;True;True;True;True;True;True;True;True,5075;7043;7044;8140;11377;11378;12569;12958;16757;17724;17938;17939,14259;14260;14261;19984;19985;19986;22979;22980;22981;22982;32171;32172;32173;32174;32175;32176;32177;35376;35377;35378;36460;36461;36462;36463;47346;47347;47348;47349;50032;50033;50034;50035;50036;50037;50038;50039;50640;50641;50642;50643,28800;28801;28802;28803;40514;40515;40516;40517;40518;46464;46465;46466;46467;46468;46469;46470;46471;46472;46473;46474;46475;64434;64435;64436;64437;64438;64439;64440;64441;64442;64443;64444;64445;64446;64447;64448;64449;70828;70829;70830;70831;70832;72985;72986;72987;72988;72989;95516;95517;95518;95519;95520;95521;95522;95523;95524;95525;95526;95527;100852;100853;100854;100855;100856;100857;100858;100859;100860;100861;100862;100863;100864;100865;100866;100867;100868;102136;102137;102138;102139;102140;102141;102142;102143;102144;102145;102146,28800;40516;40518;46467;64434;64440;70828;72987;95524;100854;102142;102146,,,,,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_47,quanti,quanti,quanti,quanti
