DCAF8_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
MCM7,0.1292661813,0.629062810918914,0,P33993;C9J8M6,P33993,24;7,24;7,24;7,DNA replication licensing factor MCM7,MCM7,sp|P33993|MCM7_HUMAN DNA replication licensing factor MCM7 OS=Homo sapiens OX=9606 GN=MCM7 PE=1 SV=4,24,24,45.3,719
SHMT1,0.7684048117,0.0219921687719684,0,P34896;J3KRZ5;J3KRK5,P34896,5;2;1,4;2;1,4;2;1,"Serine hydroxymethyltransferase, cytosolic",SHMT1,"sp|P34896|GLYC_HUMAN Serine hydroxymethyltransferase, cytosolic OS=Homo sapiens OX=9606 GN=SHMT1 PE=1 SV=1",5,4,19.5,483
SHMT2,0.245242044,0.407608793948305,0,P34897;H0YIZ0;G3V2Y4;G3V5L0;G3V4W5;G3V540;G3V241;G3V3Y8;G3V4T0;G3V4X0;G3V2W0;G3V2E4;G3V2D2,P34897;H0YIZ0,30;17;14;11;10;8;6;6;6;6;6;6;1,30;17;14;11;10;8;6;6;6;6;6;6;1,28;17;13;9;8;6;5;5;5;5;5;5;0,"Serine hydroxymethyltransferase, mitochondrial;Serine hydroxymethyltransferase",SHMT2,"sp|P34897|GLYM_HUMAN Serine hydroxymethyltransferase, mitochondrial OS=Homo sapiens OX=9606 GN=SHMT2 PE=1 SV=3;tr|H0YIZ0|H0YIZ0_HUMAN Serine hydroxymethyltransferase, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=SHMT2 PE=1 SV=1",30,28,59.9,504
HSPA4,0.769746998,0.0217335998376303,0,P34932;A0A087WYC1;A0A087WTS8,P34932;A0A087WYC1;A0A087WTS8,47;38;32,47;38;32,44;35;30,Heat shock 70 kDa protein 4,HSPA4,sp|P34932|HSP74_HUMAN Heat shock 70 kDa protein 4 OS=Homo sapiens OX=9606 GN=HSPA4 PE=1 SV=4;tr|A0A087WYC1|A0A087WYC1_HUMAN Heat shock 70 kDa protein 4 OS=Homo sapiens OX=9606 GN=HSPA4 PE=1 SV=1;tr|A0A087WTS8|A0A087WTS8_HUMAN Heat shock 70 kDa protein 4 OS,47,44,56.4,840
PHB,0.2344899029,0.420715275054147,0,P35232;C9JW96;C9JZ20;E7ESE2;E9PCW0;D6RBK0,P35232;C9JW96;C9JZ20;E7ESE2;E9PCW0,23;20;17;17;17;11,23;20;17;17;17;11,23;20;17;17;17;11,Prohibitin,PHB,sp|P35232|PHB_HUMAN Prohibitin OS=Homo sapiens OX=9606 GN=PHB PE=1 SV=1;tr|C9JW96|C9JW96_HUMAN Prohibitin (Fragment) OS=Homo sapiens OX=9606 GN=PHB PE=1 SV=2;tr|C9JZ20|C9JZ20_HUMAN Prohibitin (Fragment) OS=Homo sapiens OX=9606 GN=PHB PE=1 SV=1;tr|E7ESE2|E7,23,23,77.6,272
RFC2,1.1447071301,0.00516170937611213,1,P35250;A0A087WVY3;H7C5P4,P35250;A0A087WVY3,5;3;2,5;3;2,5;3;2,Replication factor C subunit 2,RFC2,sp|P35250|RFC2_HUMAN Replication factor C subunit 2 OS=Homo sapiens OX=9606 GN=RFC2 PE=1 SV=3;tr|A0A087WVY3|A0A087WVY3_HUMAN Replication factor C subunit 2 OS=Homo sapiens OX=9606 GN=RFC2 PE=1 SV=1,5,5,22,354
RPL22,0.6082652403,0.0394078774272193,0,P35268;K7ERI7;K7EMH1;K7ELC4;K7EP65;K7EKS7;K7EJT5,P35268;K7ERI7;K7EMH1;K7ELC4;K7EP65;K7EKS7,12;10;9;8;6;6;4,12;10;9;8;6;6;4,10;8;7;6;6;6;4,60S ribosomal protein L22,RPL22,sp|P35268|RL22_HUMAN 60S ribosomal protein L22 OS=Homo sapiens OX=9606 GN=RPL22 PE=1 SV=2;tr|K7ERI7|K7ERI7_HUMAN 60S ribosomal protein L22 OS=Homo sapiens OX=9606 GN=RPL22 PE=1 SV=1;tr|K7EMH1|K7EMH1_HUMAN 60S ribosomal protein L22 (Fragment) OS=Homo sapien,12,10,82,128
SPR,1.9290579291,0.000746481858764773,1,P35270,P35270,4,4,4,Sepiapterin reductase,SPR,sp|P35270|SPRE_HUMAN Sepiapterin reductase OS=Homo sapiens OX=9606 GN=SPR PE=1 SV=1,4,4,22.2,261
MYH9,0.5842820285,0.049559746018643,0,P35579;Q5BKV1;P35749;B1AH99;A0A0C4DFM8;A1L2Z2;P12883;P12882;P13533;Q9Y623;P13535;P11055;A0A2R8Y4C3;A0A494C024,P35579,88;7;5;3;2;2;1;1;1;1;1;1;1;1,88;7;5;3;2;2;1;1;1;1;1;1;1;1,77;7;1;3;0;0;0;0;0;0;0;0;0;0,Myosin-9,MYH9,sp|P35579|MYH9_HUMAN Myosin-9 OS=Homo sapiens OX=9606 GN=MYH9 PE=1 SV=4,88,77,46.8,1960
COPB2,2.0082785535,0.00103491280466699,1,P35606;D6RBZ7;D6RCL6;D6RBG7;D6RBT6;D6R997;H0Y938,P35606,10;4;4;4;4;4;3,10;4;4;4;4;4;3,10;4;4;4;4;4;3,Coatomer subunit beta,COPB2,sp|P35606|COPB2_HUMAN Coatomer subunit beta OS=Homo sapiens OX=9606 GN=COPB2 PE=1 SV=2,10,10,13.7,906
PSMC2,0.7805288122,0.0222771677980231,0,P35998;C9JLS9,P35998,15;2,15;2,15;2,26S protease regulatory subunit 7,PSMC2,sp|P35998|PRS7_HUMAN 26S proteasome regulatory subunit 7 OS=Homo sapiens OX=9606 GN=PSMC2 PE=1 SV=3,15,15,39.3,433
ATP5C1,-0.1096663415,0.749577896286365,0,P36542,P36542,7,7,7,"ATP synthase subunit gamma, mitochondrial",ATP5C1,"sp|P36542|ATPG_HUMAN ATP synthase subunit gamma, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1C PE=1 SV=1",7,7,27.2,298
CPOX,2.3592602665,0.013988303253124,1,P36551;H0YA22;D6RER6,P36551,12;2;1,12;2;1,12;2;1,"Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial",CPOX,"sp|P36551|HEM6_HUMAN Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial OS=Homo sapiens OX=9606 GN=CPOX PE=1 SV=3",12,12,30.8,454
RPL4,-0.0744450233,0.741657366345851,0,P36578;H3BM89;H3BTP7;H3BU31,P36578;H3BM89,37;28;15;15,37;28;15;15,37;28;15;15,60S ribosomal protein L4,RPL4,sp|P36578|RL4_HUMAN 60S ribosomal protein L4 OS=Homo sapiens OX=9606 GN=RPL4 PE=1 SV=5;tr|H3BM89|H3BM89_HUMAN 60S ribosomal protein L4 OS=Homo sapiens OX=9606 GN=RPL4 PE=1 SV=1,37,37,63.7,427
DLST,-0.296973108,0.677096020747219,0,P36957;Q86SW4;H0YJF9;G3V5M3;G3V3F0,P36957,8;3;2;2;2,8;3;2;2;2,8;3;2;2;2,"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial",DLST,"sp|P36957|ODO2_HUMAN Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial OS=Homo sapiens OX=9606 GN=DLST PE=1 SV=4",8,8,16.6,453
SRP14,-0.6777108384,0.0268203241863542,0,P37108;H0YLA2,P37108;H0YLA2,7;4,7;4,7;4,Signal recognition particle 14 kDa protein,SRP14,sp|P37108|SRP14_HUMAN Signal recognition particle 14 kDa protein OS=Homo sapiens OX=9606 GN=SRP14 PE=1 SV=2;tr|H0YLA2|H0YLA2_HUMAN Signal recognition particle 14 kDa protein OS=Homo sapiens OX=9606 GN=SRP14 PE=1 SV=1,7,7,47.1,136
TAGLN2,-0.3025225547,0.28412739212232,0,P37802;X6RJP6;Q9UI15;C9J5W6,P37802;X6RJP6,18;16;1;1,18;16;1;1,18;16;1;1,Transgelin-2,TAGLN2,sp|P37802|TAGL2_HUMAN Transgelin-2 OS=Homo sapiens OX=9606 GN=TAGLN2 PE=1 SV=3;tr|X6RJP6|X6RJP6_HUMAN Transgelin-2 (Fragment) OS=Homo sapiens OX=9606 GN=TAGLN2 PE=1 SV=1,18,18,74.9,199
TALDO1,0.7421504692,0.0263763227295114,0,P37837;F2Z393,P37837;F2Z393,18;11,18;11,18;11,Transaldolase,TALDO1,sp|P37837|TALDO_HUMAN Transaldolase OS=Homo sapiens OX=9606 GN=TALDO1 PE=1 SV=2;tr|F2Z393|F2Z393_HUMAN Transaldolase OS=Homo sapiens OX=9606 GN=TALDO1 PE=1 SV=1,18,18,43.3,337
ETFB,0.412617927,0.224081446405707,0,P38117;M0QY67,P38117,8;3,8;3,8;3,Electron transfer flavoprotein subunit beta,ETFB,sp|P38117|ETFB_HUMAN Electron transfer flavoprotein subunit beta OS=Homo sapiens OX=9606 GN=ETFB PE=1 SV=3,8,8,36.5,255
ATP6V1A,0.1423754214,0.651208941639599,0,P38606;C9JA17;C9JVW8,P38606,18;5;5,18;5;5,18;5;5,V-type proton ATPase catalytic subunit A,ATP6V1A,sp|P38606|VATA_HUMAN V-type proton ATPase catalytic subunit A OS=Homo sapiens OX=9606 GN=ATP6V1A PE=1 SV=2,18,18,41.3,617
HSPA9,-0.1685652105,0.461871156925146,0,P38646;A0A3B3ITI4;D6RJI2;D6RA73;H0YBG6;H0Y8S0;A0A3B3ITN1,P38646,31;10;8;6;5;3;1,31;10;8;6;5;3;1,31;10;8;6;5;3;1,"Stress-70 protein, mitochondrial",HSPA9,"sp|P38646|GRP75_HUMAN Stress-70 protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPA9 PE=1 SV=2",31,31,45.5,679
EIF4A3,0.2973907949,0.458209042472381,0,P38919;I3L3H2,P38919;I3L3H2,18;15,15;12,15;12,"Eukaryotic initiation factor 4A-III;Eukaryotic initiation factor 4A-III, N-terminally processed",EIF4A3,sp|P38919|IF4A3_HUMAN Eukaryotic initiation factor 4A-III OS=Homo sapiens OX=9606 GN=EIF4A3 PE=1 SV=4;tr|I3L3H2|I3L3H2_HUMAN Eukaryotic initiation factor 4A-III OS=Homo sapiens OX=9606 GN=EIF4A3 PE=1 SV=2,18,15,41.4,411
RPS19,0.1260674597,0.768558463105859,0,P39019;M0R2L9;M0QYF7;M0R140;A0A075B6E2,P39019;M0R2L9;M0QYF7;M0R140,16;9;9;9;6,16;9;9;9;6,16;9;9;9;6,40S ribosomal protein S19,RPS19,sp|P39019|RS19_HUMAN 40S ribosomal protein S19 OS=Homo sapiens OX=9606 GN=RPS19 PE=1 SV=2;tr|M0R2L9|M0R2L9_HUMAN 40S ribosomal protein S19 (Fragment) OS=Homo sapiens OX=9606 GN=RPS19 PE=1 SV=1;tr|M0QYF7|M0QYF7_HUMAN 40S ribosomal protein S19 (Fragment) OS=,16,16,70.3,145
RPL3,0.3041474648,0.326661486438372,0,P39023;G5E9G0;B5MCW2;H7C422;H7C3M2;F8WCR1;Q92901,P39023;G5E9G0;B5MCW2;H7C422,29;27;18;15;12;5;3,29;27;18;15;12;5;3,29;27;18;15;12;5;3,60S ribosomal protein L3,RPL3,sp|P39023|RL3_HUMAN 60S ribosomal protein L3 OS=Homo sapiens OX=9606 GN=RPL3 PE=1 SV=2;tr|G5E9G0|G5E9G0_HUMAN 60S ribosomal protein L3 OS=Homo sapiens OX=9606 GN=RPL3 PE=1 SV=1;tr|B5MCW2|B5MCW2_HUMAN 60S ribosomal protein L3 (Fragment) OS=Homo sapiens OX=9,29,29,52.4,403
FEN1,1.1422936119,0.00384496962094235,1,P39748;F5H1Y3;I3L3E9,P39748,9;4;3,9;4;3,9;4;3,Flap endonuclease 1,FEN1,sp|P39748|FEN1_HUMAN Flap endonuclease 1 OS=Homo sapiens OX=9606 GN=FEN1 PE=1 SV=1,9,9,24.7,380
CCT6A,0.1659006613,0.474783722003572,0,P40227,P40227,32,32,27,T-complex protein 1 subunit zeta,CCT6A,sp|P40227|TCPZ_HUMAN T-complex protein 1 subunit zeta OS=Homo sapiens OX=9606 GN=CCT6A PE=1 SV=3,32,27,56.5,531
NNMT,0.3668516013,0.391864037780322,0,P40261,P40261,4,4,4,Nicotinamide N-methyltransferase,NNMT,sp|P40261|NNMT_HUMAN Nicotinamide N-methyltransferase OS=Homo sapiens OX=9606 GN=NNMT PE=1 SV=1,4,4,13.6,264
RPL13A;RPL13a,0.0810918792,0.73351846979151,0,P40429;M0QYS1;Q8J015;Q6NVV1;M0QZU1;A0A096LPE0,P40429;M0QYS1;Q8J015,20;18;14;7;2;2,20;18;14;7;2;2,20;18;14;7;2;2,60S ribosomal protein L13a,RPL13A;RPL13a,sp|P40429|RL13A_HUMAN 60S ribosomal protein L13a OS=Homo sapiens OX=9606 GN=RPL13A PE=1 SV=2;tr|M0QYS1|M0QYS1_HUMAN 60S ribosomal protein L13a (Fragment) OS=Homo sapiens OX=9606 GN=RPL13A PE=1 SV=2;tr|Q8J015|Q8J015_HUMAN 60S ribosomal protein L13a OS=Homo ,20,20,67.5,203
MDH1,-0.0703552204,0.883963122485101,0,P40925;A0A5K1VW95;C9JF79;B9A041;C9JRL4;B8ZZ51;C9JLV6,P40925;A0A5K1VW95;C9JF79;B9A041;C9JRL4,20;19;14;12;10;9;4,20;19;14;12;10;9;4,20;19;14;12;10;9;4,"Malate dehydrogenase, cytoplasmic;Malate dehydrogenase",MDH1,"sp|P40925|MDHC_HUMAN Malate dehydrogenase, cytoplasmic OS=Homo sapiens OX=9606 GN=MDH1 PE=1 SV=4;tr|A0A5K1VW95|A0A5K1VW95_HUMAN Malate dehydrogenase OS=Homo sapiens OX=9606 GN=MDH1 PE=1 SV=1;tr|C9JF79|C9JF79_HUMAN Malate dehydrogenase (Fragment) OS=Homo sa",20,20,51.8,334
MDH2,0.6012813921,0.0725855392699505,0,P40926;G3XAL0,P40926;G3XAL0,30;24,30;24,30;24,"Malate dehydrogenase, mitochondrial;Malate dehydrogenase",MDH2,"sp|P40926|MDHM_HUMAN Malate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=MDH2 PE=1 SV=3;tr|G3XAL0|G3XAL0_HUMAN Malate dehydrogenase OS=Homo sapiens OX=9606 GN=MDH2 PE=1 SV=1",30,30,70.7,338
EIF2S3;EIF2S3L,1.2061681104,0.00309916891505403,1,P41091;Q2VIR3;H7BZU1,P41091;Q2VIR3,18;14;6,18;14;6,18;14;6,Eukaryotic translation initiation factor 2 subunit 3;Putative eukaryotic translation initiation factor 2 subunit 3-like protein,EIF2S3;EIF2S3L,sp|P41091|IF2G_HUMAN Eukaryotic translation initiation factor 2 subunit 3 OS=Homo sapiens OX=9606 GN=EIF2S3 PE=1 SV=3;sp|Q2VIR3|IF2GL_HUMAN Eukaryotic translation initiation factor 2 subunit 3B OS=Homo sapiens OX=9606 GN=EIF2S3B PE=2 SV=2,18,18,40,472
GARS,0.3098664295,0.271532531328253,0,P41250,P41250,19,19,19,Glycine--tRNA ligase,GARS,sp|P41250|GARS_HUMAN Glycine--tRNA ligase OS=Homo sapiens OX=9606 GN=GARS1 PE=1 SV=3,19,19,32.9,739
ECI1;DCI,0.629797148,0.0972540475512611,0,P42126;Q96DC0;H3BS70,P42126;Q96DC0;H3BS70,8;7;4,8;7;4,8;7;4,"Enoyl-CoA delta isomerase 1, mitochondrial",ECI1;DCI,"sp|P42126|ECI1_HUMAN Enoyl-CoA delta isomerase 1, mitochondrial OS=Homo sapiens OX=9606 GN=ECI1 PE=1 SV=1;tr|Q96DC0|Q96DC0_HUMAN DCI protein OS=Homo sapiens OX=9606 GN=ECI1 PE=1 SV=1;tr|H3BS70|H3BS70_HUMAN Enoyl-CoA delta isomerase 1, mitochondrial (Fragme",8,8,29.1,302
TMPO,1.3992389406,0.00378877928119991,1,P42167,P42167,2,2,1,"Lamina-associated polypeptide 2, isoforms beta/gamma;Thymopoietin;Thymopentin",TMPO,"sp|P42167|LAP2B_HUMAN Lamina-associated polypeptide 2, isoforms beta/gamma OS=Homo sapiens OX=9606 GN=TMPO PE=1 SV=2",2,1,4.8,454
SKIV2L2,0.8947673254,0.0113992016243018,0,P42285;D6REC7,P42285,5;1,5;1,5;1,Superkiller viralicidic activity 2-like 2,SKIV2L2,sp|P42285|MTREX_HUMAN Exosome RNA helicase MTR4 OS=Homo sapiens OX=9606 GN=MTREX PE=1 SV=3,5,5,6.4,1042
LRPPRC,0.853816813,0.0166785022171463,0,P42704;A0A0C4DG06;B8ZZ38;C9JCA9;Q9NP80;H7C3W8;A0A0C4DG51,P42704,42;14;13;11;1;1;1,42;14;13;11;1;1;1,42;14;13;11;1;1;1,"Leucine-rich PPR motif-containing protein, mitochondrial",LRPPRC,"sp|P42704|LPPRC_HUMAN Leucine-rich PPR motif-containing protein, mitochondrial OS=Homo sapiens OX=9606 GN=LRPPRC PE=1 SV=3",42,42,39.2,1394
ACAA2,1.8796307893,0.0254116542578778,1,P42765;A0A0B4J2A4;K7EME0;K7ER88;K7EJB1;K7EJ68,P42765;A0A0B4J2A4;K7EME0,7;6;5;1;1;1,7;6;5;1;1;1,7;6;5;1;1;1,"3-ketoacyl-CoA thiolase, mitochondrial",ACAA2,"sp|P42765|THIM_HUMAN 3-ketoacyl-CoA thiolase, mitochondrial OS=Homo sapiens OX=9606 GN=ACAA2 PE=1 SV=2;tr|A0A0B4J2A4|A0A0B4J2A4_HUMAN 3-ketoacyl-CoA thiolase, mitochondrial OS=Homo sapiens OX=9606 GN=ACAA2 PE=1 SV=1;tr|K7EME0|K7EME0_HUMAN 3-ketoacyl-CoA th",7,7,38.3,397
RPL35,-0.8116810157,0.0505521758883041,0,P42766;F2Z388,P42766;F2Z388,5;4,5;4,5;4,60S ribosomal protein L35,RPL35,sp|P42766|RL35_HUMAN 60S ribosomal protein L35 OS=Homo sapiens OX=9606 GN=RPL35 PE=1 SV=2;tr|F2Z388|F2Z388_HUMAN 60S ribosomal protein L35 OS=Homo sapiens OX=9606 GN=RPL35 PE=1 SV=1,5,5,30.1,123
MSH2,0.2001219698,0.715690572420439,0,P43246;A0A2R8Y7S8;A0A2R8YFH0;E9PHA6;A0A2R8Y6P0;A0A2R8YG02,P43246;A0A2R8Y7S8;A0A2R8YFH0;E9PHA6;A0A2R8Y6P0;A0A2R8YG02,7;6;6;6;6;6,7;6;6;6;6;6,7;6;6;6;6;6,DNA mismatch repair protein Msh2,MSH2,sp|P43246|MSH2_HUMAN DNA mismatch repair protein Msh2 OS=Homo sapiens OX=9606 GN=MSH2 PE=1 SV=1;tr|A0A2R8Y7S8|A0A2R8Y7S8_HUMAN DNA mismatch repair protein Msh2 OS=Homo sapiens OX=9606 GN=MSH2 PE=1 SV=1;tr|A0A2R8YFH0|A0A2R8YFH0_HUMAN DNA mismatch repair pro,7,7,8.8,934
GPD2,0.8158607807,0.0435074569580998,0,P43304;F5GYK7,P43304;F5GYK7,8;4,8;4,8;4,"Glycerol-3-phosphate dehydrogenase, mitochondrial;Glycerol-3-phosphate dehydrogenase",GPD2,"sp|P43304|GPDM_HUMAN Glycerol-3-phosphate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=GPD2 PE=1 SV=3;tr|F5GYK7|F5GYK7_HUMAN Glycerol-3-phosphate dehydrogenase OS=Homo sapiens OX=9606 GN=GPD2 PE=1 SV=1",8,8,14.4,727
MAGEA4,-0.3783822765,0.319292923730068,0,P43358;C9JZJ5;C9J9C2;C9JK50;C9JIR1;P43361;P43363;P43355;P43362;O60732;O15480;A2A368;Q96M61;A8MXT2;Q3SYA6;A0A0A0MSA3,P43358,18;7;7;7;7;5;3;2;2;1;1;1;1;1;1;1,18;7;7;7;7;5;3;2;2;1;1;1;1;1;1;1,18;7;7;7;7;5;3;2;2;1;1;1;1;1;1;1,Melanoma-associated antigen 4,MAGEA4,sp|P43358|MAGA4_HUMAN Melanoma-associated antigen 4 OS=Homo sapiens OX=9606 GN=MAGEA4 PE=1 SV=2,18,18,39.7,317
NAMPT,0.6350100327,0.0580620443930664,0,P43490;A0A0C4DFS8;C9JF35;C9JG65,P43490;A0A0C4DFS8,18;11;3;3,18;11;3;3,18;11;3;3,Nicotinamide phosphoribosyltransferase,NAMPT,sp|P43490|NAMPT_HUMAN Nicotinamide phosphoribosyltransferase OS=Homo sapiens OX=9606 GN=NAMPT PE=1 SV=1;tr|A0A0C4DFS8|A0A0C4DFS8_HUMAN Nicotinamide phosphoribosyltransferase OS=Homo sapiens OX=9606 GN=NAMPT PE=1 SV=1,18,18,45.6,491
PSMC4,0.1436374918,0.819399117296166,0,P43686,P43686,8,8,8,26S protease regulatory subunit 6B,PSMC4,sp|P43686|PRS6B_HUMAN 26S proteasome regulatory subunit 6B OS=Homo sapiens OX=9606 GN=PSMC4 PE=1 SV=2,8,8,22.2,418
USP5,0.5855699808,0.0643616311327435,0,P45974;F5H571,P45974,21;2,21;2,19;2,Ubiquitin carboxyl-terminal hydrolase 5,USP5,sp|P45974|UBP5_HUMAN Ubiquitin carboxyl-terminal hydrolase 5 OS=Homo sapiens OX=9606 GN=USP5 PE=1 SV=2,21,19,31.4,858
RANGAP1,0.2161033399,0.436133071121029,0,P46060;H0Y4Q3;B0QYT5;B0QYT4;B0QYT6,P46060;H0Y4Q3,26;13;4;4;3,26;13;4;4;3,26;13;4;4;3,Ran GTPase-activating protein 1,RANGAP1,sp|P46060|RAGP1_HUMAN Ran GTPase-activating protein 1 OS=Homo sapiens OX=9606 GN=RANGAP1 PE=1 SV=1;tr|H0Y4Q3|H0Y4Q3_HUMAN Ran GTPase-activating protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=RANGAP1 PE=1 SV=1,26,26,53.3,587
RECQL,1.3936376714,0.00200432470230478,1,P46063;F5H2L2;F8WA66;F8WD97;F5H4P4;F5H3W0,P46063,14;3;3;3;1;1,14;3;3;3;1;1,14;3;3;3;1;1,ATP-dependent DNA helicase Q1,RECQL,sp|P46063|RECQ1_HUMAN ATP-dependent DNA helicase Q1 OS=Homo sapiens OX=9606 GN=RECQL PE=1 SV=3,14,14,31,649
NOP2,0.7511422757,0.0237723292023558,0,P46087;F5GYR3;F5H5X6;F5GWB7;F5H709;F5H359;F5H8G6,P46087,18;7;3;2;2;1;1,18;7;3;2;2;1;1,18;7;3;2;2;1;1,Probable 28S rRNA (cytosine(4447)-C(5))-methyltransferase,NOP2,sp|P46087|NOP2_HUMAN Probable 28S rRNA (cytosine(4447)-C(5))-methyltransferase OS=Homo sapiens OX=9606 GN=NOP2 PE=1 SV=2,18,18,27.5,812
RPL27A,0.1187209626,0.736086379565951,0,P46776;E9PJD9;E9PLL6;E9PLX7,P46776;E9PJD9;E9PLL6;E9PLX7,10;9;7;5,10;9;7;5,10;9;7;5,60S ribosomal protein L27a,RPL27A,sp|P46776|RL27A_HUMAN 60S ribosomal protein L27a OS=Homo sapiens OX=9606 GN=RPL27A PE=1 SV=2;tr|E9PJD9|E9PJD9_HUMAN 60S ribosomal protein L27a OS=Homo sapiens OX=9606 GN=RPL27A PE=1 SV=1;tr|E9PLL6|E9PLL6_HUMAN 60S ribosomal protein L27a OS=Homo sapiens OX=,10,10,56.1,148
RPL5,0.363115804,0.487260754869801,0,P46777;A0A2R8Y6J3;Q5T7N0;A0A2R8Y4A2;R4GNJ2,P46777;A0A2R8Y6J3,19;17;9;7;2,19;17;9;7;2,19;17;9;7;2,60S ribosomal protein L5,RPL5,sp|P46777|RL5_HUMAN 60S ribosomal protein L5 OS=Homo sapiens OX=9606 GN=RPL5 PE=1 SV=3;tr|A0A2R8Y6J3|A0A2R8Y6J3_HUMAN 60S ribosomal protein L5 (Fragment) OS=Homo sapiens OX=9606 GN=RPL5 PE=1 SV=1,19,19,53.9,297
RPL21,-0.0213942667,0.94873231455494,0,P46778;M0R181;G3V1B3;M0R3I5,P46778;M0R181;G3V1B3,13;9;7;2,13;9;7;2,13;9;7;2,60S ribosomal protein L21,RPL21,sp|P46778|RL21_HUMAN 60S ribosomal protein L21 OS=Homo sapiens OX=9606 GN=RPL21 PE=1 SV=2;tr|M0R181|M0R181_HUMAN 60S ribosomal protein L21 (Fragment) OS=Homo sapiens OX=9606 GN=RPL21 PE=1 SV=1;tr|G3V1B3|G3V1B3_HUMAN 60S ribosomal protein L21 OS=Homo sapien,13,13,58.1,160
RPS9,0.1860140538,0.481599250531901,0,P46781;B5MCT8;C9JM19;F2Z3C0;A8MXK4,P46781;B5MCT8;C9JM19,20;14;14;4;4,20;14;14;4;4,20;14;14;4;4,40S ribosomal protein S9,RPS9,sp|P46781|RS9_HUMAN 40S ribosomal protein S9 OS=Homo sapiens OX=9606 GN=RPS9 PE=1 SV=3;tr|B5MCT8|B5MCT8_HUMAN 40S ribosomal protein S9 OS=Homo sapiens OX=9606 GN=RPS9 PE=1 SV=1;tr|C9JM19|C9JM19_HUMAN 40S ribosomal protein S9 OS=Homo sapiens OX=9606 GN=RPS9,20,20,57.7,194
RPS10;RPS10-NUDT3,0.0203755812,0.93821827258227,0,P46783;A0A2R8Y6L3;F6U211;A0A2R8Y7H1;A0A2R8YFH6;A0A1W2PQS6;S4R435;Q9NQ39,P46783;A0A2R8Y6L3;F6U211;A0A2R8Y7H1;A0A2R8YFH6;A0A1W2PQS6;S4R435,11;9;9;9;9;9;6;3,11;9;9;9;9;9;6;3,11;9;9;9;9;9;6;3,40S ribosomal protein S10,RPS10;RPS10-NUDT3,sp|P46783|RS10_HUMAN 40S ribosomal protein S10 OS=Homo sapiens OX=9606 GN=RPS10 PE=1 SV=1;tr|A0A2R8Y6L3|A0A2R8Y6L3_HUMAN RPS10-NUDT3 readthrough (Fragment) OS=Homo sapiens OX=9606 GN=RPS10-NUDT3 PE=4 SV=1;tr|F6U211|F6U211_HUMAN 40S ribosomal protein S10 OS,11,11,63.6,165
GNPDA1,0.0726949673,0.77270119188391,0,P46926;D6R9P4;D6RAY7;D6RFF8;D6RB13;D6R917;Q8TDQ7;V9GYK3;V9GYW0,P46926;D6R9P4;D6RAY7;D6RFF8;D6RB13,12;11;10;10;6;5;4;2;1,12;11;10;10;6;5;4;2;1,12;11;10;10;6;5;4;2;1,Glucosamine-6-phosphate isomerase 1;Glucosamine-6-phosphate isomerase,GNPDA1,sp|P46926|GNPI1_HUMAN Glucosamine-6-phosphate isomerase 1 OS=Homo sapiens OX=9606 GN=GNPDA1 PE=1 SV=1;tr|D6R9P4|D6R9P4_HUMAN Glucosamine-6-phosphate isomerase OS=Homo sapiens OX=9606 GN=GNPDA1 PE=1 SV=1;tr|D6RAY7|D6RAY7_HUMAN Glucosamine-6-phosphate isomer,12,12,53.3,289
IQGAP1,0.2827642636,0.278337861866072,0,P46940;H0YLE8;A0A0J9YXZ5;Q13576;E7EWC2;F5H7S7;Q86VI3;A0A087WWP1;E9PDT6;F2Z2E2,P46940;H0YLE8;A0A0J9YXZ5,16;12;9;2;2;2;1;1;1;1,16;12;9;2;2;2;1;1;1;1,16;12;9;2;2;2;1;1;1;1,Ras GTPase-activating-like protein IQGAP1,IQGAP1,sp|P46940|IQGA1_HUMAN Ras GTPase-activating-like protein IQGAP1 OS=Homo sapiens OX=9606 GN=IQGAP1 PE=1 SV=1;tr|H0YLE8|H0YLE8_HUMAN Ras GTPase-activating-like protein IQGAP1 OS=Homo sapiens OX=9606 GN=IQGAP1 PE=1 SV=1;tr|A0A0J9YXZ5|A0A0J9YXZ5_HUMAN Ras GTPa,16,16,11.9,1657
