SNRNP40_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
ASNS,-0.6431436854,0.0240762379594477,0,P08243;F8WEJ5;C9J057;C9JT45;C9JLN6;C9JM09,P08243;F8WEJ5,12;7;4;3;1;1,12;7;4;3;1;1,12;7;4;3;1;1,Asparagine synthetase [glutamine-hydrolyzing],ASNS,sp|P08243|ASNS_HUMAN Asparagine synthetase [glutamine-hydrolyzing] OS=Homo sapiens OX=9606 GN=ASNS PE=1 SV=4;tr|F8WEJ5|F8WEJ5_HUMAN Asparagine synthetase [glutamine-hydrolyzing] OS=Homo sapiens OX=9606 GN=ASNS PE=1 SV=1,12,12,32.1,561
PDHA1,-0.0710226602,0.517684864523992,0,P08559;Q5JPT9;P29803;Q5JPU0;Q5JPU1;Q5JPU3;Q5JPU2,P08559;Q5JPT9,6;3;2;2;2;1;1,6;3;2;2;2;1;1,6;3;2;2;2;1;1,"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial",PDHA1,"sp|P08559|ODPA_HUMAN Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial OS=Homo sapiens OX=9606 GN=PDHA1 PE=1 SV=3;tr|Q5JPT9|Q5JPT9_HUMAN Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial (Fragment) ",6,6,20.8,390
CYC1,-0.2068569776,0.0902565989835047,0,P08574,P08574,3,3,3,"Cytochrome c1, heme protein, mitochondrial",CYC1,"sp|P08574|CY1_HUMAN Cytochrome c1, heme protein, mitochondrial OS=Homo sapiens OX=9606 GN=CYC1 PE=1 SV=3",3,3,8.9,325
SNRNP70,-0.0295975467,0.871309399924784,0,P08621;M0QYR1,P08621;M0QYR1,7;4,7;4,7;4,U1 small nuclear ribonucleoprotein 70 kDa,SNRNP70,sp|P08621|RU17_HUMAN U1 small nuclear ribonucleoprotein 70 kDa OS=Homo sapiens OX=9606 GN=SNRNP70 PE=1 SV=2;tr|M0QYR1|M0QYR1_HUMAN U1 small nuclear ribonucleoprotein 70 kDa (Fragment) OS=Homo sapiens OX=9606 GN=SNRNP70 PE=1 SV=1,7,7,16,437
VIM,0.3476092242,0.0258505917375531,0,P08670;B0YJC4;B0YJC5;A0A1B0GTT5;A0A1B0GVG8;P41219;H7C5W5;P07197;Q16352;F8W835;E7EMV2;E7ESP9;P12036;P07196,P08670;B0YJC4,67;61;32;16;6;5;5;2;2;2;2;2;1;1,67;61;32;16;6;5;5;2;2;2;2;2;1;1,62;56;29;14;6;4;4;0;0;2;0;0;0;0,Vimentin,VIM,sp|P08670|VIME_HUMAN Vimentin OS=Homo sapiens OX=9606 GN=VIM PE=1 SV=4;tr|B0YJC4|B0YJC4_HUMAN Vimentin OS=Homo sapiens OX=9606 GN=VIM PE=1 SV=1,67,62,88.2,466
ANXA5,0.0020779992,0.984588577163973,0,P08758;E9PHT9;D6RBL5;D6RBE9;D6RCN3,P08758;E9PHT9;D6RBL5;D6RBE9,20;13;12;11;4,20;13;12;11;4,20;13;12;11;4,Annexin A5;Annexin,ANXA5,sp|P08758|ANXA5_HUMAN Annexin A5 OS=Homo sapiens OX=9606 GN=ANXA5 PE=1 SV=2;tr|E9PHT9|E9PHT9_HUMAN Annexin OS=Homo sapiens OX=9606 GN=ANXA5 PE=1 SV=1;tr|D6RBL5|D6RBL5_HUMAN Annexin OS=Homo sapiens OX=9606 GN=ANXA5 PE=1 SV=1;tr|D6RBE9|D6RBE9_HUMAN Annexin O,20,20,63.8,320
ENO2,-0.5069798151,0.0114930833127227,0,P09104;F5H0C8;F5H1C3;U3KQQ1;U3KQP4,P09104;F5H0C8,21;16;5;2;1,17;13;4;2;1,16;12;4;1;1,Gamma-enolase;Enolase,ENO2,sp|P09104|ENOG_HUMAN Gamma-enolase OS=Homo sapiens OX=9606 GN=ENO2 PE=1 SV=3;tr|F5H0C8|F5H0C8_HUMAN Gamma-enolase OS=Homo sapiens OX=9606 GN=ENO2 PE=1 SV=1,21,16,52.1,434
GSTP1,-0.0797114138,0.622374236374088,0,P09211;A8MX94;A0A087X2E9;A0A2R8Y5E5;A0A087X243,P09211;A8MX94,16;14;5;2;1,16;14;5;2;1,16;14;5;2;1,Glutathione S-transferase P,GSTP1,sp|P09211|GSTP1_HUMAN Glutathione S-transferase P OS=Homo sapiens OX=9606 GN=GSTP1 PE=1 SV=2;tr|A8MX94|A8MX94_HUMAN Glutathione S-transferase P OS=Homo sapiens OX=9606 GN=GSTP1 PE=1 SV=1,16,16,72.9,210
SNRPC,-0.1918201725,0.333696708133988,0,P09234;A0A0A0MRR7,P09234;A0A0A0MRR7,3;2,3;2,3;2,U1 small nuclear ribonucleoprotein C,SNRPC,sp|P09234|RU1C_HUMAN U1 small nuclear ribonucleoprotein C OS=Homo sapiens OX=9606 GN=SNRPC PE=1 SV=1;tr|A0A0A0MRR7|A0A0A0MRR7_HUMAN U1 small nuclear ribonucleoprotein C OS=Homo sapiens OX=9606 GN=SNRPC PE=1 SV=1,3,3,25.8,159
LGALS1,-0.008415037,0.954403714293796,0,P09382;F8WEI7,P09382,18;2,18;2,18;2,Galectin-1,LGALS1,sp|P09382|LEG1_HUMAN Galectin-1 OS=Homo sapiens OX=9606 GN=LGALS1 PE=1 SV=2,18,18,99.3,135
QDPR,0.0342684908,0.746919103833559,0,P09417;B7Z415;D6RGG7;H0Y8F7;D6RHJ7,P09417;B7Z415;D6RGG7;H0Y8F7,6;4;4;3;1,6;4;4;3;1,6;4;4;3;1,Dihydropteridine reductase,QDPR,sp|P09417|DHPR_HUMAN Dihydropteridine reductase OS=Homo sapiens OX=9606 GN=QDPR PE=1 SV=2;tr|B7Z415|B7Z415_HUMAN Dihydropteridine reductase OS=Homo sapiens OX=9606 GN=QDPR PE=1 SV=1;tr|D6RGG7|D6RGG7_HUMAN Dihydropteridine reductase OS=Homo sapiens OX=9606 ,6,6,29.5,244
HMGB1,-0.1803672787,0.134088107023038,0,P09429;Q5T7C4;B2RPK0,P09429;Q5T7C4,13;12;5,13;12;5,9;9;2,High mobility group protein B1,HMGB1,sp|P09429|HMGB1_HUMAN High mobility group protein B1 OS=Homo sapiens OX=9606 GN=HMGB1 PE=1 SV=3;tr|Q5T7C4|Q5T7C4_HUMAN High mobility group protein B1 OS=Homo sapiens OX=9606 GN=HMGB1 PE=1 SV=1,13,9,43.7,215
CLTA,-0.1205502933,0.298155439654607,0,P09496;C9J8P9;F8WF69,P09496;C9J8P9;F8WF69,8;5;5,8;5;5,8;5;5,Clathrin light chain A,CLTA,sp|P09496|CLCA_HUMAN Clathrin light chain A OS=Homo sapiens OX=9606 GN=CLTA PE=1 SV=1;tr|C9J8P9|C9J8P9_HUMAN Clathrin light chain OS=Homo sapiens OX=9606 GN=CLTA PE=1 SV=1;tr|F8WF69|F8WF69_HUMAN Clathrin light chain OS=Homo sapiens OX=9606 GN=CLTA PE=1 SV=,8,8,25.8,248
ANXA4,-0.1048906623,0.605173052492978,0,P09525;Q6P452;B4E1S2,P09525;Q6P452;B4E1S2,7;7;5,7;7;5,7;7;5,Annexin A4;Annexin,ANXA4,sp|P09525|ANXA4_HUMAN Annexin A4 OS=Homo sapiens OX=9606 GN=ANXA4 PE=1 SV=4;tr|Q6P452|Q6P452_HUMAN Annexin OS=Homo sapiens OX=9606 GN=ANXA4 PE=1 SV=1;tr|B4E1S2|B4E1S2_HUMAN Annexin OS=Homo sapiens OX=9606 GN=ANXA4 PE=1 SV=1,7,7,25.7,319
DLD,-0.2455348349,0.0540303966167322,0,P09622;E9PEX6;F8WDM5;A0A1W2PR83;F2Z2E3,P09622;E9PEX6,14;13;3;3;3,14;13;3;3;3,14;13;3;3;3,"Dihydrolipoyl dehydrogenase, mitochondrial;Dihydrolipoyl dehydrogenase",DLD,"sp|P09622|DLDH_HUMAN Dihydrolipoyl dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=DLD PE=1 SV=2;tr|E9PEX6|E9PEX6_HUMAN Dihydrolipoyl dehydrogenase OS=Homo sapiens OX=9606 GN=DLD PE=1 SV=1",14,14,27.1,509
SNRPA1,0.0568557806,0.736455252001694,0,P09661;H0YMA0;H0YKK0;H0YLR3,P09661;H0YMA0;H0YKK0,6;4;4;2,6;4;4;2,6;4;4;2,U2 small nuclear ribonucleoprotein A,SNRPA1,sp|P09661|RU2A_HUMAN U2 small nuclear ribonucleoprotein A OS=Homo sapiens OX=9606 GN=SNRPA1 PE=1 SV=2;tr|H0YMA0|H0YMA0_HUMAN U2 small nuclear ribonucleoprotein A (Fragment) OS=Homo sapiens OX=9606 GN=SNRPA1 PE=1 SV=1;tr|H0YKK0|H0YKK0_HUMAN Small nuclear ,6,6,23.5,255
PARP1,-0.3077140914,0.0510445264733509,0,P09874;Q5VX84;Q5VX85,P09874,14;1;1,14;1;1,14;1;1,Poly [ADP-ribose] polymerase 1,PARP1,sp|P09874|PARP1_HUMAN Poly [ADP-ribose] polymerase 1 OS=Homo sapiens OX=9606 GN=PARP1 PE=1 SV=4,14,14,18.6,1014
LTA4H,0.0789504464,0.475735726130681,0,P09960;B4DEH5,P09960,10;1,10;1,10;1,Leukotriene A-4 hydrolase,LTA4H,sp|P09960|LKHA4_HUMAN Leukotriene A-4 hydrolase OS=Homo sapiens OX=9606 GN=LTA4H PE=1 SV=2,10,10,22.1,611
H2AFV;H2AFZ,-0.3454829012,0.0624255262325287,0,Q71UI9;P0C0S5;C9J0D1;A0A494C189,Q71UI9;P0C0S5;C9J0D1;A0A494C189,7;7;5;5,5;5;3;3,5;5;3;3,Histone H2A.V;Histone H2A.Z;Histone H2A,H2AFV;H2AFZ,sp|Q71UI9|H2AV_HUMAN Histone H2A.V OS=Homo sapiens OX=9606 GN=H2AZ2 PE=1 SV=3;sp|P0C0S5|H2AZ_HUMAN Histone H2A.Z OS=Homo sapiens OX=9606 GN=H2AZ1 PE=1 SV=2;tr|C9J0D1|C9J0D1_HUMAN Histone H2A OS=Homo sapiens OX=9606 GN=H2AZ2 PE=1 SV=1;tr|A0A494C189|A0A494C1,7,5,58.6,128
UQCRFS1;UQCRFS1P1,0.4385364022,0.0895064839450906,0,P47985;P0C7P4,P47985;P0C7P4,3;3,3;3,3;3,"Cytochrome b-c1 complex subunit Rieske, mitochondrial;Cytochrome b-c1 complex subunit 11;Putative cytochrome b-c1 complex subunit Rieske-like protein 1",UQCRFS1;UQCRFS1P1,"sp|P47985|UCRI_HUMAN Cytochrome b-c1 complex subunit Rieske, mitochondrial OS=Homo sapiens OX=9606 GN=UQCRFS1 PE=1 SV=2;sp|P0C7P4|UCRIL_HUMAN Putative cytochrome b-c1 complex subunit Rieske-like protein 1 OS=Homo sapiens OX=9606 GN=UQCRFS1P1 PE=5 SV=1",3,3,16.8,274
U2AF1;U2AF1L4,-0.0998006606,0.380384332417353,0,Q01081;P0DN76;Q8WU68;A0A1B0GW87;M0QYK5;M0R2N4;K7EJH3;K7EJM7,Q01081;P0DN76;Q8WU68;A0A1B0GW87;M0QYK5;M0R2N4,4;4;2;2;2;2;1;1,4;4;2;2;2;2;1;1,4;4;2;2;2;2;1;1,Splicing factor U2AF 35 kDa subunit;Splicing factor U2AF 26 kDa subunit,U2AF1;U2AF1L4,sp|Q01081|U2AF1_HUMAN Splicing factor U2AF 35 kDa subunit OS=Homo sapiens OX=9606 GN=U2AF1 PE=1 SV=3;sp|P0DN76|U2AF5_HUMAN Splicing factor U2AF 35 kDa subunit-like protein OS=Homo sapiens OX=9606 GN=U2AF1L5 PE=1 SV=1;sp|Q8WU68|U2AF4_HUMAN Splicing factor U,4,4,22.5,240
CALM2;CALM3;CALM1,-0.0544936978,0.630601958533629,0,P0DP25;P0DP24;P0DP23;F8WBR5;M0QZ52;G3V479;A0A590UK56;E7EMB3;G3V361;A0A590UJI2;Q96HY3;P27482;P02585;A0A590UJC0;G3V226;C9J7T9,P0DP25;P0DP24;P0DP23;F8WBR5;M0QZ52;G3V479;A0A590UK56;E7EMB3,6;6;6;4;4;4;4;4;2;2;2;1;1;1;1;1,6;6;6;4;4;4;4;4;2;2;2;1;1;1;1;1,6;6;6;4;4;4;4;4;2;2;2;1;1;1;1;1,,CALM2;CALM3;CALM1,sp|P0DP25|CALM3_HUMAN Calmodulin-3 OS=Homo sapiens OX=9606 GN=CALM3 PE=1 SV=1;sp|P0DP24|CALM2_HUMAN Calmodulin-2 OS=Homo sapiens OX=9606 GN=CALM2 PE=1 SV=1;sp|P0DP23|CALM1_HUMAN Calmodulin-1 OS=Homo sapiens OX=9606 GN=CALM1 PE=1 SV=1;tr|F8WBR5|F8WBR5_HUMAN,6,6,45.6,149
TUBA3E,-0.0014333254,0.993145720257201,0,P0DPH8;P0DPH7;Q6PEY2,P0DPH8;P0DPH7;Q6PEY2,28;28;21,2;2;2,2;2;2,Tubulin alpha-3E chain,TUBA3E,sp|P0DPH8|TBA3D_HUMAN Tubulin alpha-3D chain OS=Homo sapiens OX=9606 GN=TUBA3D PE=1 SV=1;sp|P0DPH7|TBA3C_HUMAN Tubulin alpha-3C chain OS=Homo sapiens OX=9606 GN=TUBA3C PE=1 SV=1;sp|Q6PEY2|TBA3E_HUMAN Tubulin alpha-3E chain OS=Homo sapiens OX=9606 GN=TUBA3E,28,2,57.6,450
FDX1,-0.9486914705,0.0078229671945895,0,P10109,P10109,1,1,1,"Adrenodoxin, mitochondrial",FDX1,"sp|P10109|ADX_HUMAN Adrenodoxin, mitochondrial OS=Homo sapiens OX=9606 GN=FDX1 PE=1 SV=1",1,1,4.9,184
GAA,-1.2120548075,0.00146687650987064,1,P10253;I3L0S5;I3L3L3,P10253,7;1;1,7;1;1,7;1;1,Lysosomal alpha-glucosidase;76 kDa lysosomal alpha-glucosidase;70 kDa lysosomal alpha-glucosidase,GAA,sp|P10253|LYAG_HUMAN Lysosomal alpha-glucosidase OS=Homo sapiens OX=9606 GN=GAA PE=1 SV=4,7,7,9.3,952
HIST1H1E;HIST1H1D,-0.53753217,0.00752592169206336,0,P10412;P16402;P22492;P16401,P10412;P16402,13;10;3;1,13;10;3;1,4;1;0;0,Histone H1.4;Histone H1.3,HIST1H1E;HIST1H1D,sp|P10412|H14_HUMAN Histone H1.4 OS=Homo sapiens OX=9606 GN=H1-4 PE=1 SV=2;sp|P16402|H13_HUMAN Histone H1.3 OS=Homo sapiens OX=9606 GN=H1-3 PE=1 SV=2,13,4,33.8,219
TXN,-0.0581536473,0.70533833012333,0,P10599,P10599,2,2,2,Thioredoxin,TXN,sp|P10599|THIO_HUMAN Thioredoxin OS=Homo sapiens OX=9606 GN=TXN PE=1 SV=3,2,2,20,105
COX5B,0.0640548802,0.601125487268321,0,P10606,P10606,4,4,4,"Cytochrome c oxidase subunit 5B, mitochondrial",COX5B,"sp|P10606|COX5B_HUMAN Cytochrome c oxidase subunit 5B, mitochondrial OS=Homo sapiens OX=9606 GN=COX5B PE=1 SV=2",4,4,30.2,129
CTSA,-0.4967539512,0.437389050931625,0,P10619;X6R8A1;X6R5C5,P10619;X6R8A1;X6R5C5,3;3;3,3;3;3,3;3;3,Lysosomal protective protein;Lysosomal protective protein 32 kDa chain;Lysosomal protective protein 20 kDa chain;Carboxypeptidase,CTSA,sp|P10619|PPGB_HUMAN Lysosomal protective protein OS=Homo sapiens OX=9606 GN=CTSA PE=1 SV=2;tr|X6R8A1|X6R8A1_HUMAN Carboxypeptidase OS=Homo sapiens OX=9606 GN=CTSA PE=1 SV=1;tr|X6R5C5|X6R5C5_HUMAN Carboxypeptidase OS=Homo sapiens OX=9606 GN=CTSA PE=1 SV=1,3,3,10.6,480
PRKAR1A,-1.7033657238,0.07606373502064,0,P10644;K7EPB2;K7EPR5;K7EQK3;K7EMU2;X6RAV4;K7EMZ6;K7EM13;K7EIE5;K7EID3;K7EJ40;K7EK41;P31321;K7EKR1;H7BYW5;C9JSK5,P10644;K7EPB2,5;4;2;2;2;2;2;2;2;2;2;2;1;1;1;1,5;4;2;2;2;2;2;2;2;2;2;2;1;1;1;1,5;4;2;2;2;2;2;2;2;2;2;2;1;1;1;1,"cAMP-dependent protein kinase type I-alpha regulatory subunit;cAMP-dependent protein kinase type I-alpha regulatory subunit, N-terminally processed",PRKAR1A,sp|P10644|KAP0_HUMAN cAMP-dependent protein kinase type I-alpha regulatory subunit OS=Homo sapiens OX=9606 GN=PRKAR1A PE=1 SV=1;tr|K7EPB2|K7EPB2_HUMAN cAMP-dependent protein kinase type I-alpha regulatory subunit (Fragment) OS=Homo sapiens OX=9606 GN=PRKAR,5,5,14.4,381
ESD,0.0375811934,0.810179717157137,0,P10768;U3KQT1;X6RA14;H7BZT7,P10768;U3KQT1;X6RA14;H7BZT7,13;12;10;9,13;12;10;9,13;12;10;9,S-formylglutathione hydrolase,ESD,"sp|P10768|ESTD_HUMAN S-formylglutathione hydrolase OS=Homo sapiens OX=9606 GN=ESD PE=1 SV=2;tr|U3KQT1|U3KQT1_HUMAN Esterase D/formylglutathione hydrolase, isoform CRA_c OS=Homo sapiens OX=9606 GN=ESD PE=1 SV=2;tr|X6RA14|X6RA14_HUMAN S-formylglutathione hyd",13,13,55.7,282
HSPD1,0.4270648204,0.0115005893636819,0,P10809;E7ESH4;E7EXB4;C9JL25;C9JL19;C9JCQ4;C9J0S9,P10809,55;19;18;8;6;6;1,55;19;18;8;6;6;1,55;19;18;8;6;6;1,"60 kDa heat shock protein, mitochondrial",HSPD1,"sp|P10809|CH60_HUMAN 60 kDa heat shock protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPD1 PE=1 SV=2",55,55,78.5,573
HSPA5,0.0677992036,0.515053825758004,0,P11021,P11021,34,33,33,78 kDa glucose-regulated protein,HSPA5,sp|P11021|BIP_HUMAN Endoplasmic reticulum chaperone BiP OS=Homo sapiens OX=9606 GN=HSPA5 PE=1 SV=2,34,33,51.4,654
HSPA8,0.4861827321,0.00957134694526175,0,P11142;E9PKE3;E9PN89;E9PNE6;A8K7Q2;E9PLF4;E9PQQ4;E9PQK7;E9PI65;E9PPY6;E9PN25;P54652;E9PS65;E9PM13,P11142;E9PKE3;E9PN89;E9PNE6,51;46;37;32;24;21;20;20;16;14;12;11;5;2,51;46;37;32;24;21;20;20;16;14;12;11;5;2,28;28;22;19;22;0;0;0;2;0;0;6;5;2,Heat shock cognate 71 kDa protein,HSPA8,sp|P11142|HSP7C_HUMAN Heat shock cognate 71 kDa protein OS=Homo sapiens OX=9606 GN=HSPA8 PE=1 SV=1;tr|E9PKE3|E9PKE3_HUMAN Heat shock cognate 71 kDa protein OS=Homo sapiens OX=9606 GN=HSPA8 PE=1 SV=1;tr|E9PN89|E9PN89_HUMAN Heat shock cognate 71 kDa protein ,51,28,60.1,646
UMPS,0.2710029865,0.0517405169426286,0,P11172;F2Z3P2;F2Z303;F8WDG4;E9PFD2,P11172,5;1;1;1;1,5;1;1;1;1,5;1;1;1;1,Uridine 5-monophosphate synthase;Orotate phosphoribosyltransferase;Orotidine 5-phosphate decarboxylase,UMPS,sp|P11172|UMPS_HUMAN Uridine 5-monophosphate synthase OS=Homo sapiens OX=9606 GN=UMPS PE=1 SV=1,5,5,14.2,480
PDHB,-0.2161313392,0.216963680989401,0,P11177;C9J634;F8WF02,P11177;C9J634,6;3;2,6;3;2,6;3;2,"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial",PDHB,"sp|P11177|ODPB_HUMAN Pyruvate dehydrogenase E1 component subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=PDHB PE=1 SV=3;tr|C9J634|C9J634_HUMAN Pyruvate dehydrogenase E1 component subunit beta OS=Homo sapiens OX=9606 GN=PDHB PE=1 SV=1",6,6,18.7,359
RALB;RALA,0.0967890415,0.581245954925061,0,P11234;P11233;F8WEQ6;C9JPE8;C9JYR1;H7C3P7;C9J6B1;C9JQB3,P11234;P11233;F8WEQ6;C9JPE8;C9JYR1;H7C3P7;C9J6B1;C9JQB3,2;2;1;1;1;1;1;1,2;2;1;1;1;1;1;1,2;2;1;1;1;1;1;1,Ras-related protein Ral-B;Ras-related protein Ral-A,RALB;RALA,sp|P11234|RALB_HUMAN Ras-related protein Ral-B OS=Homo sapiens OX=9606 GN=RALB PE=1 SV=1;sp|P11233|RALA_HUMAN Ras-related protein Ral-A OS=Homo sapiens OX=9606 GN=RALA PE=1 SV=1;tr|F8WEQ6|F8WEQ6_HUMAN Ras-related protein Ral-B OS=Homo sapiens OX=9606 GN=RA,2,2,11.2,206
LAMP1,-0.2208638017,0.209125593149675,0,P11279,P11279,4,4,4,Lysosome-associated membrane glycoprotein 1,LAMP1,sp|P11279|LAMP1_HUMAN Lysosome-associated membrane glycoprotein 1 OS=Homo sapiens OX=9606 GN=LAMP1 PE=1 SV=3,4,4,11.3,417
TOP2A,-0.0415350863,0.707944518058242,0,P11388;Q02880;E9PCY5;J3KTB7,P11388,6;2;2;1,6;2;2;1,6;2;2;1,DNA topoisomerase 2-alpha,TOP2A,sp|P11388|TOP2A_HUMAN DNA topoisomerase 2-alpha OS=Homo sapiens OX=9606 GN=TOP2A PE=1 SV=3,6,6,5.7,1531
G6PD,-0.2920284547,0.211369977431072,0,P11413;E9PD92;E7EM57;E7EUI8,P11413;E9PD92;E7EM57;E7EUI8,30;19;19;19,30;19;19;19,30;19;19;19,Glucose-6-phosphate 1-dehydrogenase,G6PD,sp|P11413|G6PD_HUMAN Glucose-6-phosphate 1-dehydrogenase OS=Homo sapiens OX=9606 GN=G6PD PE=1 SV=4;tr|E9PD92|E9PD92_HUMAN Glucose-6-phosphate 1-dehydrogenase (Fragment) OS=Homo sapiens OX=9606 GN=G6PD PE=1 SV=1;tr|E7EM57|E7EM57_HUMAN Glucose-6-phosphate 1-,30,30,62.9,515
ADH5,-0.0300209548,0.853957416820802,0,P11766;D6RFE4;H0YAG8;D6RAY0;D6R9G2,P11766;D6RFE4;H0YAG8,6;3;3;2;2,6;3;3;2;2,6;3;3;2;2,Alcohol dehydrogenase class-3,ADH5,sp|P11766|ADHX_HUMAN Alcohol dehydrogenase class-3 OS=Homo sapiens OX=9606 GN=ADH5 PE=1 SV=4;tr|D6RFE4|D6RFE4_HUMAN Alcohol dehydrogenase class-3 OS=Homo sapiens OX=9606 GN=ADH5 PE=1 SV=1;tr|H0YAG8|H0YAG8_HUMAN Alcohol dehydrogenase class-3 (Fragment) OS=H,6,6,21.9,374
PCNA,-0.2357913496,0.151790778352459,0,P12004,P12004,18,18,18,Proliferating cell nuclear antigen,PCNA,sp|P12004|PCNA_HUMAN Proliferating cell nuclear antigen OS=Homo sapiens OX=9606 GN=PCNA PE=1 SV=1,18,18,47.9,261
HARS,0.2092827018,0.352527429335196,0,P12081;B4DDD8;B3KWE1;E7ETE2;B4E1C5;D6RF05;A0A2R8YCI2;P49590;A0A2R8YFR1;A0A2R8Y4X6;A0A2R8Y5E8;D6RJE6;A0A2R8Y6I1;A0A2R8Y3N3;A0A2R8Y5P7,P12081;B4DDD8;B3KWE1;E7ETE2;B4E1C5,9;7;7;6;5;2;2;1;1;1;1;1;1;1;1,9;7;7;6;5;2;2;1;1;1;1;1;1;1;1,9;7;7;6;5;2;2;1;1;1;1;1;1;1;1,"Histidine--tRNA ligase, cytoplasmic",HARS,"sp|P12081|HARS1_HUMAN Histidine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=HARS1 PE=1 SV=2;tr|B4DDD8|B4DDD8_HUMAN Histidine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=HARS1 PE=1 SV=1;tr|B3KWE1|B3KWE1_HUMAN Histidine--tRNA ligase, cytopl",9,9,17.7,509
SLC25A6,0.0327499545,0.750388484964623,0,P12236,P12236,21,5,2,"ADP/ATP translocase 3;ADP/ATP translocase 3, N-terminally processed",SLC25A6,sp|P12236|ADT3_HUMAN ADP/ATP translocase 3 OS=Homo sapiens OX=9606 GN=SLC25A6 PE=1 SV=4,21,2,50,298
IMPDH2,0.2485014438,0.0645873854810634,0,P12268;H0Y4R1;E7ETK5;P20839;C9K0R9;A0A3B3IRL5;C9J381,P12268;H0Y4R1,27;26;8;1;1;1;1,27;26;8;1;1;1;1,27;26;8;1;1;1;1,Inosine-5-monophosphate dehydrogenase 2,IMPDH2,sp|P12268|IMDH2_HUMAN Inosine-5-monophosphate dehydrogenase 2 OS=Homo sapiens OX=9606 GN=IMPDH2 PE=1 SV=2;tr|H0Y4R1|H0Y4R1_HUMAN Inosine-5-monophosphate dehydrogenase 2 (Fragment) OS=Homo sapiens OX=9606 GN=IMPDH2 PE=1 SV=1,27,27,55.4,514
TPR,0.0507394392,0.639590250919289,0,P12270,P12270,6,6,6,Nucleoprotein TPR,TPR,sp|P12270|TPR_HUMAN Nucleoprotein TPR OS=Homo sapiens OX=9606 GN=TPR PE=1 SV=3,6,6,3,2363
CKB,0.3302315169,0.0436564205894749,0,P12277;G3V4N7;H0YJK0;G3V461;H0YJG0,P12277;G3V4N7,5;3;1;1;1,5;3;1;1;1,5;3;1;1;1,Creatine kinase B-type,CKB,sp|P12277|KCRB_HUMAN Creatine kinase B-type OS=Homo sapiens OX=9606 GN=CKB PE=1 SV=1;tr|G3V4N7|G3V4N7_HUMAN Creatine kinase B-type (Fragment) OS=Homo sapiens OX=9606 GN=CKB PE=1 SV=1,5,5,27.3,381
ANXA3,0.1051216679,0.750338404461504,0,P12429;D6RA82;D6RFG5;D6RCA8;D6RAZ8;D6RFJ9,P12429;D6RA82;D6RFG5,8;7;4;3;2;1,8;7;4;3;2;1,8;7;4;3;2;1,Annexin A3;Annexin,ANXA3,sp|P12429|ANXA3_HUMAN Annexin A3 OS=Homo sapiens OX=9606 GN=ANXA3 PE=1 SV=3;tr|D6RA82|D6RA82_HUMAN Annexin OS=Homo sapiens OX=9606 GN=ANXA3 PE=1 SV=1;tr|D6RFG5|D6RFG5_HUMAN Annexin (Fragment) OS=Homo sapiens OX=9606 GN=ANXA3 PE=1 SV=1,8,8,29.4,323
CKMT1A;CKMT1B,-0.3877456587,0.0283450908304933,0,P12532;F8WCN3;C9JSQ1;C9J6W7;C9JT96;C9JJX8;C9J995;C9J8F6;P17540,P12532;F8WCN3;C9JSQ1,8;6;4;3;3;2;2;2;1,8;6;4;3;3;2;2;2;1,8;6;4;3;3;2;2;2;1,"Creatine kinase U-type, mitochondrial",CKMT1A;CKMT1B,"sp|P12532|KCRU_HUMAN Creatine kinase U-type, mitochondrial OS=Homo sapiens OX=9606 GN=CKMT1A PE=1 SV=1;tr|F8WCN3|F8WCN3_HUMAN Creatine kinase U-type, mitochondrial OS=Homo sapiens OX=9606 GN=CKMT1A PE=1 SV=1;tr|C9JSQ1|C9JSQ1_HUMAN Creatine kinase U-type, m",8,8,36.5,417
ACTN1,0.4123084764,0.0396134764869071,0,P12814;H9KV75;G3V2N5;G3V2W4;G3V2X9;H0YJ11;H0YJW3;G3V5M4;H7C5W8;G3V2E8;G3V380,P12814;H9KV75,45;37;21;19;12;10;10;7;7;4;2,45;37;21;19;12;10;10;7;7;4;2,26;23;10;9;6;8;7;3;5;1;2,Alpha-actinin-1,ACTN1,sp|P12814|ACTN1_HUMAN Alpha-actinin-1 OS=Homo sapiens OX=9606 GN=ACTN1 PE=1 SV=2;tr|H9KV75|H9KV75_HUMAN Alpha-actinin-1 OS=Homo sapiens OX=9606 GN=ACTN1 PE=1 SV=1,45,26,53.7,892
