Gene_names,SNRNP40_vs_BirA_logFC,SNRNP40_vs_BirA_pval,Protein_IDs,Majority_protein_IDs,Peptide_counts__all_,Peptide_counts__razor_unique_,Peptide_counts__unique_,Protein_names,Fasta_headers,Number_of_proteins,Peptides,Razor___unique_peptides,Unique_peptides,Peptides_BirA_alone_N1,Peptides_BirA_alone_N2,Peptides_SNRNP40_N1,Peptides_SNRNP40_N2,Razor___unique_peptides_BirA_alone_N1,Razor___unique_peptides_BirA_alone_N2,Razor___unique_peptides_SNRNP40_N1,Razor___unique_peptides_SNRNP40_N2,Unique_peptides_BirA_alone_N1,Unique_peptides_BirA_alone_N2,Unique_peptides_SNRNP40_N1,Unique_peptides_SNRNP40_N2,Sequence_coverage____,Unique___razor_sequence_coverage____,Unique_sequence_coverage____,Mol__weight__kDa_,Sequence_length,Sequence_lengths,Q_value,Score,Identification_type_BirA_alone_N1,Identification_type_BirA_alone_N2,Identification_type_SNRNP40_N1,Identification_type_SNRNP40_N2,Ratio_H_L,Ratio_H_L_normalized,Ratio_H_L_variability____,Ratio_H_L_count,Ratio_H_L_iso_count,Ratio_H_L_type,Ratio_H_L_BirA_alone_N1,Ratio_H_L_BirA_alone_N2,Ratio_H_L_SNRNP40_N1,Ratio_H_L_SNRNP40_N2,Ratio_H_L_normalized_BirA_alone_N1,Ratio_H_L_normalized_BirA_alone_N2,Ratio_H_L_normalized_SNRNP40_N1,Ratio_H_L_normalized_SNRNP40_N2,Ratio_H_L_variability_____BirA_alone_N1,Ratio_H_L_variability_____BirA_alone_N2,Ratio_H_L_variability_____SNRNP40_N1,Ratio_H_L_variability_____SNRNP40_N2,Ratio_H_L_count_BirA_alone_N1,Ratio_H_L_count_BirA_alone_N2,Ratio_H_L_count_SNRNP40_N1,Ratio_H_L_count_SNRNP40_N2,Ratio_H_L_iso_count_BirA_alone_N1,Ratio_H_L_iso_count_BirA_alone_N2,Ratio_H_L_iso_count_SNRNP40_N1,Ratio_H_L_iso_count_SNRNP40_N2,Ratio_H_L_type_BirA_alone_N1,Ratio_H_L_type_BirA_alone_N2,Ratio_H_L_type_SNRNP40_N1,Ratio_H_L_type_SNRNP40_N2,Sequence_coverage_BirA_alone_N1____,Sequence_coverage_BirA_alone_N2____,Sequence_coverage_SNRNP40_N1____,Sequence_coverage_SNRNP40_N2____,Intensity,Intensity_L,Intensity_H,Intensity_BirA_alone_N1,Intensity_L_BirA_alone_N1,Intensity_H_BirA_alone_N1,Intensity_BirA_alone_N2,Intensity_L_BirA_alone_N2,Intensity_H_BirA_alone_N2,Intensity_SNRNP40_N1,Intensity_L_SNRNP40_N1,Intensity_H_SNRNP40_N1,Intensity_SNRNP40_N2,Intensity_L_SNRNP40_N2,Intensity_H_SNRNP40_N2,Only_identified_by_site,Reverse,Potential_contaminant,id,Peptide_IDs,Peptide_is_razor,Mod__peptide_IDs,Evidence_IDs,MS_MS_IDs,Best_MS_MS,Carbamyl__K__site_IDs,Oxidation__M__site_IDs,Carbamyl__K__site_positions,Oxidation__M__site_positions,Taxonomy_IDs,AutoID,metacell_Intensity_L_SNRNP40_N1,metacell_Intensity_L_SNRNP40_N2,metacell_Intensity_L_BirA_alone_N1,metacell_Intensity_L_BirA_alone_N2
HNRNPDL,1.04637331291879,0.0178672445724565,A0A087WU03,A0A087WU03,2,2,2,,tr|A0A087WU03|A0A087WU03_HUMAN Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens OX=9606 GN=HNRNPDL PE=1 SV=1,1,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,40.4,40.4,40.4,6.7215,57,57,0.015625,1.4439,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.38899,0.84355,19.523,7,0,Leave out requantified,0.33858,0.32527,0.3958,0.45204,1.0106,0.70866,0.8174,0.93311,,46.15,15.068,3.2668,1,2,2,2,0,0,0,0,Median,Median,Median,Median,40.4,40.4,40.4,40.4,308720000,202770000,105950000,27175000,19945000,7229600,44137000,31308000,12829000,152820000,92400000,60423000,84589000,59121000,25468000,,,,17,10533;10534,True;True,10913;10914,31508;31509;31510;31511;31512;31513;31514,64644;64645;64646;64647;64648;64649;64650;64651;64652;64653;64654;64655;64656;64657,64644;64653,,,,,-1,protein_18,quanti,quanti,quanti,quanti
CTNNBL1,0.00825646924276668,0.98150358873583,Q8WYA6;A0A087WUB9;A2A2P1,Q8WYA6;A0A087WUB9,4;4;1,4;4;1,4;4;1,Beta-catenin-like protein 1,sp|Q8WYA6|CTBL1_HUMAN Beta-catenin-like protein 1 OS=Homo sapiens OX=9606 GN=CTNNBL1 PE=1 SV=1;tr|A0A087WUB9|A0A087WUB9_HUMAN Beta-catenin-like protein 1 OS=Homo sapiens OX=9606 GN=CTNNBL1 PE=1 SV=1,3,4,4,4,2,3,2,2,2,3,2,2,2,3,2,2,9.4,9.4,9.4,65.173,563,563;568;166,0.0011068,2.8522,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.51876,0.98866,35.119,8,2,Leave out requantified,0.45748,0.57255,0.48639,0.46502,1.2541,1.2588,0.88935,0.89503,40.276,40.064,21.62,10.087,2,2,2,2,0,1,0,1,Median,Median,Median,Median,6.0,8.0,2.8,2.8,268340000,180220000,88114000,48875000,30647000,18228000,66051000,43718000,22333000,82549000,57619000,24930000,70861000,48239000,22623000,,,,22,4237;9305;14547;17504,True;True;True;True,4372;9655;15064;18103,12533;12534;28061;28062;43234;43235;43236;43237;51995,25418;25419;25420;57842;88770;88771;88772;88773;88774;107166,25419;57842;88771;107166,,,,,-1;-1;-1,protein_23,quanti,quanti,quanti,quanti
HNRNPDL,1.28941761348206,0.00793432039447756,O14979;A0A087WUK2,O14979;A0A087WUK2,11;11,11;11,9;9,Heterogeneous nuclear ribonucleoprotein D-like,sp|O14979|HNRDL_HUMAN Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens OX=9606 GN=HNRNPDL PE=1 SV=3;tr|A0A087WUK2|A0A087WUK2_HUMAN Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens OX=9606 GN=HNRNPDL PE=1 SV=1,2,11,11,9,5,5,11,8,5,5,11,8,3,3,9,6,21.4,21.4,21.0,46.437,420,420;363,0.0,39.938,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.33313,0.79384,13.208,37,14,Leave out requantified,0.29615,0.30965,0.35322,0.35644,1.0052,0.82943,0.74116,0.78008,16.776,10.792,16.555,11.914,6,5,15,11,1,2,6,5,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,12.1,12.1,21.4,19.8,6423300000,4740000000,1683300000,704150000,547960000,156200000,611160000,460000000,151160000,3435500000,2493200000,942230000,1672500000,1238800000,433670000,,,,24,2312;2635;3685;4509;4544;4545;10608;11649;12425;13775;16080,True;True;True;True;True;True;True;True;True;True;True,2396;2729;3810;4653;4689;4690;4691;10991;12080;12887;14271;16649,7120;7121;8096;8097;8098;8099;10976;10977;10978;10979;10980;13336;13337;13453;13454;13455;13456;13457;13458;13459;13460;31701;31702;34754;36907;36908;36909;36910;36911;36912;36913;40835;40836;40837;40838;40839;47895;47896,14819;14820;16801;16802;16803;16804;22335;22336;22337;22338;22339;22340;22341;22342;22343;22344;22345;22346;22347;22348;22349;22350;22351;22352;27191;27192;27193;27194;27195;27196;27197;27421;27422;27423;27424;27425;27426;27427;27428;27429;27430;27431;27432;27433;27434;27435;27436;27437;27438;65043;65044;65045;65046;71257;75496;75497;75498;75499;75500;75501;75502;75503;75504;75505;75506;75507;75508;75509;83517;83518;83519;83520;83521;83522;83523;83524;83525;83526;98736;98737;98738;98739,14820;16803;22352;27196;27422;27438;65043;71257;75498;83517;98736,,,,,-1;-1,protein_25,quanti,quanti,quanti,quanti
SLIRP,1.1735559302456,0.0107873681054205,Q9GZT3;A0A087WUN7;H0YJ40;G3V4X6;G3V2S9;H0YJW7;H0YJI1;H0YJ07;H0YJU7,Q9GZT3;A0A087WUN7;H0YJ40;G3V4X6;G3V2S9;H0YJW7,6;6;6;6;6;5;1;1;1,6;6;6;6;6;5;1;1;1,6;6;6;6;6;5;1;1;1,"SRA stem-loop-interacting RNA-binding protein, mitochondrial","sp|Q9GZT3|SLIRP_HUMAN SRA stem-loop-interacting RNA-binding protein, mitochondrial OS=Homo sapiens OX=9606 GN=SLIRP PE=1 SV=1;tr|A0A087WUN7|A0A087WUN7_HUMAN SRA stem-loop-interacting RNA-binding protein, mitochondrial OS=Homo sapiens OX=9606 GN=SLIRP PE=1 ",9,6,6,6,4,3,5,6,4,3,5,6,4,3,5,6,67.9,67.9,67.9,12.349,109,109;92;96;98;124;76;40;56;72,0.0,79.954,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.67636,1.547,20.2,22,3,Leave out requantified,0.49915,0.66547,0.64206,0.67532,1.3419,1.977,1.3913,1.4497,25.744,25.125,12.131,20.482,4,3,7,8,0,1,2,0,Leave out requantified,Median,Leave out requantified,Leave out requantified,34.9,33.9,67.0,67.9,1874700000,1095800000,778920000,198090000,131270000,66827000,203540000,123680000,79855000,900090000,506150000,393950000,573020000,334720000,238290000,,,,25,2225;4978;11172;12381;12478;13223,True;True;True;True;True;True,2304;5147;11594;12841;12945;13708,6879;6880;6881;6882;14872;14873;14874;33358;33359;33360;33361;33362;33363;36767;36768;36769;37123;37124;39198;39199;39200;39201,14413;14414;14415;14416;30521;30522;30523;30524;30525;30526;30527;68400;68401;68402;68403;68404;68405;68406;68407;68408;68409;68410;68411;75201;75202;75203;75950;75951;75952;75953;75954;75955;75956;80216;80217;80218;80219;80220;80221;80222;80223;80224;80225;80226;80227;80228;80229,14413;30527;68408;75201;75953;80218,,,,,-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_26,quanti,quanti,quanti,quanti
EIF5B,-0.395989496736508,0.174629297852864,O60841;A0A087WUT6,O60841;A0A087WUT6,10;10,10;10,10;10,Eukaryotic translation initiation factor 5B,sp|O60841|IF2P_HUMAN Eukaryotic translation initiation factor 5B OS=Homo sapiens OX=9606 GN=EIF5B PE=1 SV=4;tr|A0A087WUT6|A0A087WUT6_HUMAN Eukaryotic translation initiation factor 5B OS=Homo sapiens OX=9606 GN=EIF5B PE=1 SV=1,2,10,10,10,5,5,7,5,5,5,7,5,5,5,7,5,14.6,14.6,14.6,138.83,1220,1220;1220,0.0,13.548,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.38029,0.86497,23.009,23,8,Leave out requantified,0.32523,0.31699,0.44209,0.52385,1.0537,0.86726,0.82935,1.0751,15.504,16.107,22.664,19.285,6,5,7,5,3,2,1,2,Median,Leave out requantified,Leave out requantified,Leave out requantified,7.8,7.5,9.8,6.9,994620000,689410000,305210000,213910000,158230000,55678000,230380000,158660000,71719000,372140000,256660000,115480000,178190000,115860000,62327000,,,,27,849;5005;5637;5903;6231;6871;7939;8154;8943;9294,True;True;True;True;True;True;True;True;True;True,876;5174;5830;6117;6450;7119;8227;8452;9279;9643,2516;14938;16814;16815;16816;16817;17784;17785;17786;18649;18650;20671;20672;23706;24393;26974;26975;26976;26977;28014;28015;28016;28017,5111;30652;34377;34378;34379;34380;34381;36674;36675;38398;38399;38400;38401;42774;42775;42776;48948;48949;50353;55689;55690;55691;55692;55693;55694;55695;57710;57711;57712;57713;57714;57715;57716,5111;30652;34381;36675;38399;42775;48949;50353;55689;57713,,,,,-1;-1,protein_28,quanti,quanti,quanti,quanti
BSG,-0.524101990468047,0.262724150357185,P35613;A0A087WUV8;A0A087X2B5;R4GMX5;I3L192;R4GN83,P35613;A0A087WUV8;A0A087X2B5;R4GMX5;I3L192,5;5;5;3;3;2,5;5;5;3;3;2,5;5;5;3;3;2,Basigin,sp|P35613|BASI_HUMAN Basigin OS=Homo sapiens OX=9606 GN=BSG PE=1 SV=2;tr|A0A087WUV8|A0A087WUV8_HUMAN Basigin OS=Homo sapiens OX=9606 GN=BSG PE=1 SV=1;tr|A0A087X2B5|A0A087X2B5_HUMAN Basigin (Fragment) OS=Homo sapiens OX=9606 GN=BSG PE=1 SV=1;tr|R4GMX5|R4GMX,6,5,5,5,2,3,3,4,2,3,3,4,2,3,3,4,17.4,17.4,17.4,42.2,385,385;189;221;84;160;52,0.0,7.1994,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.61789,1.2523,24.262,14,8,Leave out requantified,0.48525,0.46176,0.5951,0.64808,1.6998,1.2796,1.2199,1.3298,0.53148,29.483,22.176,29.374,2,4,4,4,2,4,1,1,Median,Median,Leave out requantified,Leave out requantified,6.5,9.1,10.1,14.8,640320000,402890000,237430000,100670000,66260000,34409000,208450000,141610000,66843000,188540000,111740000,76794000,142660000,83280000,59384000,,,,28,3665;5295;12924;12933;13811,True;True;True;True;True,3790;5475;13402;13411;14309,10874;10875;10876;10877;10878;15820;38355;38369;38370;38371;40954;40955;40956;40957;40958,22124;22125;22126;22127;22128;22129;22130;32361;78492;78508;78509;78510;78511;83769;83770;83771;83772;83773;83774,22128;32361;78492;78508;83773,,,,,-1;-1;-1;-1;-1;-1,protein_29,quanti,quanti,quanti,quanti
SPTBN1,-0.694798494666347,0.0703294513326296,Q01082;A0A087WUZ3;F8W6C1,Q01082;A0A087WUZ3,22;22;4,22;22;4,22;22;4,"Spectrin beta chain, non-erythrocytic 1","sp|Q01082|SPTB2_HUMAN Spectrin beta chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTBN1 PE=1 SV=2;tr|A0A087WUZ3|A0A087WUZ3_HUMAN Spectrin beta chain OS=Homo sapiens OX=9606 GN=SPTBN1 PE=1 SV=1",3,22,22,22,13,18,7,7,13,18,7,7,13,18,7,7,14.3,14.3,14.3,274.61,2364,2364;2366;690,0.0,38.005,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.512,1.1659,21.798,47,13,Leave out requantified,0.38968,0.54955,0.53887,0.49682,1.057,1.214,1.0095,1.0138,30.668,23.406,20.282,16.646,13,18,9,7,5,3,2,3,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,7.8,11.8,4.6,4.3,1454100000,916900000,537190000,251530000,176790000,74740000,491590000,306200000,185400000,480800000,285480000,195310000,230170000,148430000,81739000,,,,29,1576;2355;3552;3975;5841;6721;7152;7323;8118;8864;9814;10059;10060;10690;10844;12730;13740;14244;14654;14939;15351;15455,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,1632;2442;3675;4105;6052;6964;7411;7585;8415;9196;10169;10422;10423;11076;11243;13206;14236;14751;15172;15461;15888;15994,4916;4917;4918;7284;7285;7286;7287;10567;10568;11783;11784;17521;20216;20217;21471;21472;21942;24258;24259;26690;29415;30100;30101;30102;30103;30104;30105;31925;31926;31927;31928;32359;32360;37792;37793;40746;42238;42239;42240;42241;43529;44331;44332;44333;45610;45611;45914,10311;10312;10313;10314;15209;15210;15211;15212;21558;21559;23935;23936;23937;23938;23939;23940;36130;41851;41852;41853;44395;44396;45377;50049;50050;55096;60238;61666;61667;61668;61669;61670;61671;61672;61673;61674;61675;65483;65484;65485;65486;66307;66308;66309;77302;77303;77304;77305;77306;83374;86412;86413;86414;86415;86416;86417;89401;91106;91107;91108;93934;93935;93936;94570,10311;15210;21559;23939;36130;41852;44396;45377;50050;55096;60238;61666;61675;65483;66308;77306;83374;86413;89401;91107;93935;94570,,,,,-1;-1;-1,protein_30,quanti,quanti,quanti,quanti
NAT10,-21.6114001427508,4.46905748717936e-08,Q9H0A0;A0A087WV29,Q9H0A0;A0A087WV29,4;4,4;4,4;4,N-acetyltransferase 10,sp|Q9H0A0|NAT10_HUMAN RNA cytidine acetyltransferase OS=Homo sapiens OX=9606 GN=NAT10 PE=1 SV=2;tr|A0A087WV29|A0A087WV29_HUMAN RNA cytidine acetyltransferase OS=Homo sapiens OX=9606 GN=NAT10 PE=1 SV=1,2,4,4,4,3,3,0,0,3,3,0,0,3,3,0,0,5.2,5.2,5.2,115.73,1025,1025;834,0.0,6.8804,By MS/MS,By MS/MS,,,0.27951,0.74227,20.701,6,3,Median,0.2656,0.32215,,,0.76299,0.7221,,,31.055,9.8156,,,3,3,0,0,2,1,0,0,Median,Median,Median,Median,4.4,3.1,0.0,0.0,186390000,138410000,47982000,100250000,73722000,26533000,86134000,64685000,21449000,0,0,0,0,0,0,,,,32,618;3769;6074;9467,True;True;True;True,635;3895;6292;9818,1769;1770;11225;18255;18256;28471,3587;3588;22823;37663;37664;37665;58525,3588;22823;37663;58525,,,,,-1;-1,protein_33,imputed MEC,imputed MEC,quanti,quanti
MTHFD1L,1.6014886771161,0.00459272894081488,Q6UB35;A0A087WVM4;B7ZM99;Q4VXM0;Q4VXM1,Q6UB35;A0A087WVM4;B7ZM99,6;6;6;2;1,5;5;5;2;1,5;5;5;2;1,"Monofunctional C1-tetrahydrofolate synthase, mitochondrial","sp|Q6UB35|C1TM_HUMAN Monofunctional C1-tetrahydrofolate synthase, mitochondrial OS=Homo sapiens OX=9606 GN=MTHFD1L PE=1 SV=1;tr|A0A087WVM4|A0A087WVM4_HUMAN Monofunctional C1-tetrahydrofolate synthase, mitochondrial OS=Homo sapiens OX=9606 GN=MTHFD1L PE=1 S",5,6,5,5,3,2,5,4,2,1,4,3,2,1,4,3,7.8,6.7,6.7,105.79,978,978;913;979;92;57,0.0,6.1689,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.56964,1.095,6.2344,10,3,Leave out requantified,0.43292,0.50587,0.58536,0.62676,0.81201,1.0125,1.0154,1.2514,24.103,,8.913,5.5343,2,1,4,3,2,0,1,0,Median,Median,Leave out requantified,Leave out requantified,3.9,2.0,6.1,5.1,214780000,134100000,80680000,17913000,12877000,5036200,15610000,10571000,5039600,122630000,77471000,45162000,58626000,33184000,25442000,,,,34,1677;2391;6144;8355;14529;16067,True;True;True;True;True;False,1734;2480;6362;8671;15042;16635,5215;7416;7417;18433;18434;25155;25156;25157;43151;43152;47850;47851;47852;47853;47854;47855,10883;15514;15515;37988;37989;51957;51958;51959;88520;88521;98643;98644;98645;98646;98647;98648;98649;98650;98651;98652;98653;98654,10883;15514;37988;51957;88521;98652,,,,,-1;-1;-1;-1;-1,protein_35,quanti,quanti,quanti,quanti
POLR2E,-0.0274372979469923,0.913659502956639,P19388;A0A087WWX0;A0A087WVZ9;A0A0A0MQR7;A0A087WVN5,P19388;A0A087WWX0;A0A087WVZ9;A0A0A0MQR7;A0A087WVN5,2;2;2;2;1,2;2;2;2;1,2;2;2;2;1,"DNA-directed RNA polymerases I, II, and III subunit RPABC1","sp|P19388|RPAB1_HUMAN DNA-directed RNA polymerases I, II, and III subunit RPABC1 OS=Homo sapiens OX=9606 GN=POLR2E PE=1 SV=4;tr|A0A087WWX0|A0A087WWX0_HUMAN DNA-directed RNA polymerases I, II, and III subunit RPABC1 (Fragment) OS=Homo sapiens OX=9606 GN=POL",5,2,2,2,1,1,2,1,1,1,2,1,1,1,2,1,11.4,11.4,11.4,24.551,210,210;134;184;204;83,0.0,5.9925,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.84165,1.817,29.188,5,2,Median,0.57692,1.0045,0.91314,0.63404,1.817,2.7703,1.6697,1.3977,,,28.243,,1,1,2,1,0,0,1,1,Median,Median,Median,Median,6.7,6.7,11.4,6.7,211520000,109350000,102170000,32334000,20294000,12040000,51338000,24547000,26791000,81191000,39784000,41407000,46652000,24722000,21930000,,,,37,1149;17448,True;True,1183;18047,3471;3472;3473;3474;3475;3476;51843,7147;7148;7149;7150;7151;7152;7153;7154;106899,7150;106899,,,,,-1;-1;-1;-1;-1,protein_38,quanti,quanti,quanti,quanti
POLD2,0.498198648057222,0.126256814363228,P49005;F8W8R3;A0A087WWF6;C9JHC7;H7C1B3;C9IZD2;C9J8Z7;C9JLE1,P49005;F8W8R3;A0A087WWF6;C9JHC7,3;3;3;2;1;1;1;1,3;3;3;2;1;1;1;1,3;3;3;2;1;1;1;1,DNA polymerase delta subunit 2,sp|P49005|DPOD2_HUMAN DNA polymerase delta subunit 2 OS=Homo sapiens OX=9606 GN=POLD2 PE=1 SV=1;tr|F8W8R3|F8W8R3_HUMAN DNA polymerase delta subunit 2 OS=Homo sapiens OX=9606 GN=POLD2 PE=1 SV=1;tr|A0A087WWF6|A0A087WWF6_HUMAN DNA polymerase delta subunit 2 O,8,3,3,3,1,2,1,1,1,2,1,1,1,2,1,1,8.5,8.5,8.5,51.289,469,469;455;504;257;83;148;155;220,0.0,5.9211,By MS/MS,By MS/MS,By MS/MS,By MS/MS,1.6816,3.565,41.847,5,2,Median,0.92703,2.2451,1.3994,1.6816,2.4934,5.3717,2.8428,3.565,,44.312,,,1,2,1,1,1,1,0,0,Median,Median,Median,Median,3.0,5.5,3.2,3.2,187480000,71628000,115850000,19603000,8997400,10606000,50664000,14173000,36491000,75509000,32307000,43202000,41702000,16150000,25552000,,,,39,3885;8886;15895,True;True;True,4014;9218;16455,11534;26750;47286;47287;47288,23420;55225;97423;97424;97425;97426;97427;97428,23420;55225;97423,,,,,-1;-1;-1;-1;-1;-1;-1;-1,protein_40,quanti,quanti,quanti,quanti
HYOU1,0.795765133785231,0.0713515982813281,Q9Y4L1;E9PJ21;A0A087WWI4;K7EQK2;A0A087X054;A0A494C039;J3KTF1;J3QL06;A0A087WW13;Q9BST8;J3QQH7;J3QLE9;A0A087X214,Q9Y4L1;E9PJ21;A0A087WWI4;K7EQK2;A0A087X054;A0A494C039,12;12;12;12;12;12;5;4;3;3;3;3;2,12;12;12;12;12;12;5;4;3;3;3;3;2,12;12;12;12;12;12;5;4;3;3;3;3;2,Hypoxia up-regulated protein 1,sp|Q9Y4L1|HYOU1_HUMAN Hypoxia up-regulated protein 1 OS=Homo sapiens OX=9606 GN=HYOU1 PE=1 SV=1;tr|E9PJ21|E9PJ21_HUMAN Hypoxia up-regulated protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=HYOU1 PE=1 SV=1;tr|A0A087WWI4|A0A087WWI4_HUMAN Hypoxia up-regulated ,13,12,12,12,4,5,9,7,4,5,9,7,4,5,9,7,16.2,16.2,16.2,111.33,999,999;656;677;678;937;1000;224;211;102;147;149;154;92,0.0,30.078,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.45555,0.99812,22.546,26,11,Leave out requantified,0.37336,0.44334,0.55241,0.43062,1.5051,1.0567,1.0791,0.82582,30.04,25.604,11.948,16.579,4,6,9,7,2,3,4,2,Linear,Leave out requantified,Leave out requantified,Leave out requantified,4.5,5.1,14.0,8.9,1148100000,673010000,475110000,93042000,67814000,25228000,166640000,111750000,54889000,657150000,365190000,291960000,231290000,128260000,103030000,,,,40,2359;3638;5453;8151;13336;14617;14699;15362;15363;16212;16446;17714,True;True;True;True;True;True;True;True;True;True;True;True,2446;3763;5635;8449;13825;15135;15217;15899;15900;16785;17027;18323,7296;7297;10813;10814;16241;24379;24380;39544;43434;43435;43665;43666;43667;43668;45637;45638;45639;45640;48291;48292;48293;48294;48295;48296;48297;48973;48974;52635,15226;15227;15228;22003;22004;22005;33157;50311;50312;50313;50314;80980;89244;89245;89246;89247;89710;89711;89712;89713;93987;93988;93989;93990;99644;99645;99646;99647;99648;99649;99650;99651;99652;99653;99654;99655;99656;101146;101147;108569;108570;108571;108572;108573,15228;22003;33157;50314;80980;89245;89712;93987;93989;99644;101147;108573,,,,,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_41,quanti,quanti,quanti,quanti
TRAPPC3,-2.28176869270941,0.000582986482512062,O43617;A0A087WWM0;A0A087WYS5;A6NKE1,O43617;A0A087WWM0;A0A087WYS5,3;3;2;1,3;3;2;1,3;3;2;1,Trafficking protein particle complex subunit 3,sp|O43617|TPPC3_HUMAN Trafficking protein particle complex subunit 3 OS=Homo sapiens OX=9606 GN=TRAPPC3 PE=1 SV=1;tr|A0A087WWM0|A0A087WWM0_HUMAN Trafficking protein particle complex subunit OS=Homo sapiens OX=9606 GN=TRAPPC3 PE=1 SV=1;tr|A0A087WYS5|A0A087W,4,3,3,3,3,3,1,1,3,3,1,1,3,3,1,1,18.9,18.9,18.9,20.274,180,180;188;114;118,0.0,8.298,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.66242,1.7658,5.8129,8,1,Leave out requantified,0.58903,0.74572,0.94117,0.92512,1.6285,1.9146,1.8113,1.7999,1.6152,10.365,,,3,3,1,1,1,0,0,0,Median,Leave out requantified,Median,Median,18.9,18.9,4.4,4.4,221200000,123890000,97318000,65771000,39388000,26383000,95300000,56013000,39287000,37908000,17633000,20275000,22225000,10852000,11373000,,,,41,4278;8812;12465,True;True;True,4413;9143;12931,12662;12663;12664;26548;26549;26550;26551;37088;37089,25705;25706;25707;25708;54802;54803;54804;54805;54806;54807;54808;54809;75891;75892;75893;75894,25708;54804;75891,,,,,-1;-1;-1;-1,protein_42,quanti,quanti,quanti,quanti
