Gene_names,TLE2_vs_BirA_logFC,TLE2_vs_BirA_pval,Protein_IDs,Majority_protein_IDs,Peptide_counts__all_,Peptide_counts__razor_unique_,Peptide_counts__unique_,Protein_names,Fasta_headers,Number_of_proteins,Peptides,Razor___unique_peptides,Unique_peptides,Peptides_BirA_alone_N1,Peptides_BirA_alone_N2,Peptides_TLE2_N1,Peptides_TLE2_N2,Razor___unique_peptides_BirA_alone_N1,Razor___unique_peptides_BirA_alone_N2,Razor___unique_peptides_TLE2_N1,Razor___unique_peptides_TLE2_N2,Unique_peptides_BirA_alone_N1,Unique_peptides_BirA_alone_N2,Unique_peptides_TLE2_N1,Unique_peptides_TLE2_N2,Sequence_coverage____,Unique___razor_sequence_coverage____,Unique_sequence_coverage____,Mol__weight__kDa_,Sequence_length,Sequence_lengths,Q_value,Score,Identification_type_BirA_alone_N1,Identification_type_BirA_alone_N2,Identification_type_TLE2_N1,Identification_type_TLE2_N2,Ratio_H_L,Ratio_H_L_normalized,Ratio_H_L_variability____,Ratio_H_L_count,Ratio_H_L_iso_count,Ratio_H_L_type,Ratio_H_L_BirA_alone_N1,Ratio_H_L_BirA_alone_N2,Ratio_H_L_TLE2_N1,Ratio_H_L_TLE2_N2,Ratio_H_L_normalized_BirA_alone_N1,Ratio_H_L_normalized_BirA_alone_N2,Ratio_H_L_normalized_TLE2_N1,Ratio_H_L_normalized_TLE2_N2,Ratio_H_L_variability_____BirA_alone_N1,Ratio_H_L_variability_____BirA_alone_N2,Ratio_H_L_variability_____TLE2_N1,Ratio_H_L_variability_____TLE2_N2,Ratio_H_L_count_BirA_alone_N1,Ratio_H_L_count_BirA_alone_N2,Ratio_H_L_count_TLE2_N1,Ratio_H_L_count_TLE2_N2,Ratio_H_L_iso_count_BirA_alone_N1,Ratio_H_L_iso_count_BirA_alone_N2,Ratio_H_L_iso_count_TLE2_N1,Ratio_H_L_iso_count_TLE2_N2,Ratio_H_L_type_BirA_alone_N1,Ratio_H_L_type_BirA_alone_N2,Ratio_H_L_type_TLE2_N1,Ratio_H_L_type_TLE2_N2,Sequence_coverage_BirA_alone_N1____,Sequence_coverage_BirA_alone_N2____,Sequence_coverage_TLE2_N1____,Sequence_coverage_TLE2_N2____,Intensity,Intensity_L,Intensity_H,Intensity_BirA_alone_N1,Intensity_L_BirA_alone_N1,Intensity_H_BirA_alone_N1,Intensity_BirA_alone_N2,Intensity_L_BirA_alone_N2,Intensity_H_BirA_alone_N2,Intensity_TLE2_N1,Intensity_L_TLE2_N1,Intensity_H_TLE2_N1,Intensity_TLE2_N2,Intensity_L_TLE2_N2,Intensity_H_TLE2_N2,Only_identified_by_site,Reverse,Potential_contaminant,id,Peptide_IDs,Peptide_is_razor,Mod__peptide_IDs,Evidence_IDs,MS_MS_IDs,Best_MS_MS,Carbamyl__K__site_IDs,Oxidation__M__site_IDs,Carbamyl__K__site_positions,Oxidation__M__site_positions,Taxonomy_IDs,AutoID,metacell_Intensity_L_TLE2_N1,metacell_Intensity_L_TLE2_N2,metacell_Intensity_L_BirA_alone_N1,metacell_Intensity_L_BirA_alone_N2
CTNNBL1,0.308138252303227,0.339869769992445,Q8WYA6;A0A087WUB9;A2A2P1,Q8WYA6;A0A087WUB9,8;8;1,8;8;1,8;8;1,Beta-catenin-like protein 1,sp|Q8WYA6|CTBL1_HUMAN Beta-catenin-like protein 1 OS=Homo sapiens OX=9606 GN=CTNNBL1 PE=1 SV=1;tr|A0A087WUB9|A0A087WUB9_HUMAN Beta-catenin-like protein 1 OS=Homo sapiens OX=9606 GN=CTNNBL1 PE=1 SV=1,3,8,8,8,2,4,6,6,2,4,6,6,2,4,6,6,18.5,18.5,18.5,65.173,563,563;568;166,0.0,10.466,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.43893,1.2046,25.173,15,1,Leave out requantified,0.45748,0.60101,0.41431,0.41406,1.2541,1.6711,1.0166,0.91087,40.276,31.288,18.989,21.112,2,3,5,5,0,1,0,0,Median,Plateau,Leave out requantified,Leave out requantified,6.0,10.7,11.9,13.9,473560000,315060000,158490000,48875000,30647000,18228000,80151000,50739000,29412000,155000000,109140000,45862000,189530000,124540000,64991000,,,,25,4652;5042;7833;10906;10953;12432;17331;20830,True;True;True;True;True;True;True;True,4961;5373;8460;11768;11817;13375;18540;22277,13087;13088;13089;13090;14179;14180;22571;22572;31478;31601;31602;31603;35663;35664;49295;49296;49297;49298;59246,24297;24298;26287;26288;26289;26290;42086;42087;58393;58394;58637;65703;65704;65705;65706;65707;90587;90588;90589;90590;90591;109596,24298;26290;42086;58394;58637;65705;90588;109596,,,,,-1;-1;-1,protein_26,quanti,quanti,quanti,quanti
SPCS2,1.26505049016671,0.0210140234242214,Q15005;E9PRB9;E9PL01;A0A087WUC6;E9PI68,Q15005;E9PRB9;E9PL01;A0A087WUC6;E9PI68,2;2;2;2;2,2;2;2;2;2,2;2;2;2;2,Signal peptidase complex subunit 2,sp|Q15005|SPCS2_HUMAN Signal peptidase complex subunit 2 OS=Homo sapiens OX=9606 GN=SPCS2 PE=1 SV=3;tr|E9PRB9|E9PRB9_HUMAN Signal peptidase complex subunit 2 OS=Homo sapiens OX=9606 GN=SPCS2 PE=1 SV=1;tr|E9PL01|E9PL01_HUMAN Signal peptidase complex subunit,5,2,2,2,1,1,1,2,1,1,1,2,1,1,1,2,16.8,16.8,16.8,25.003,226,226;87;157;227;257,0.0,6.1277,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.45248,1.4736,28.851,5,1,Median,0.39914,0.50121,0.42278,0.60176,1.1148,1.2354,1.4736,1.8681,,,,33.398,1,1,1,2,0,0,0,1,Median,Median,Median,Median,8.4,8.4,8.4,16.8,345920000,232860000,113070000,21786000,15680000,6106200,27558000,17259000,10299000,89754000,67124000,22631000,206830000,132790000,74031000,,,,26,3154;4325,True;True,3374;4619,9164;12188;12189;12190;12191,17240;22675;22676;22677;22678;22679;22680;22681;22682;22683,17240;22680,,,,,-1;-1;-1;-1;-1,protein_27,quanti,quanti,quanti,quanti
SYMPK,21.1085227891595,4.28486290592755e-08,Q92797;M0R3C7;A0A087WUE9,Q92797;M0R3C7;A0A087WUE9,3;3;3,3;3;3,3;3;3,Symplekin,sp|Q92797|SYMPK_HUMAN Symplekin OS=Homo sapiens OX=9606 GN=SYMPK PE=1 SV=2;tr|M0R3C7|M0R3C7_HUMAN Symplekin OS=Homo sapiens OX=9606 GN=SYMPK PE=1 SV=1;tr|A0A087WUE9|A0A087WUE9_HUMAN Symplekin OS=Homo sapiens OX=9606 GN=SYMPK PE=1 SV=1,3,3,3,3,0,0,2,3,0,0,2,3,0,0,2,3,3.4,3.4,3.4,141.15,1274,1274;673;1058,0.0,2.6789,,,By MS/MS,By MS/MS,0.25766,0.76872,46.898,5,2,Median,,,0.23873,0.26749,,,0.75725,0.83145,,,2.1261,60.111,0,0,2,3,0,0,1,1,Median,Median,Median,Median,0.0,0.0,2.4,3.4,243060000,171160000,71905000,0,0,0,0,0,0,96899000,74651000,22248000,146160000,96508000,49657000,,,,28,11576;15081;15104,True;True;True,12469;16169;16192,33250;33251;42865;42916;42917,61312;61313;78502;78608;78609,61313;78502;78608,,,,,-1;-1;-1,protein_29,quanti,quanti,imputed MEC,imputed MEC
HNRNPDL,1.00902724541923,0.0436539519367523,O14979;A0A087WUK2,O14979;A0A087WUK2,13;13,11;11,11;11,Heterogeneous nuclear ribonucleoprotein D-like,sp|O14979|HNRDL_HUMAN Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens OX=9606 GN=HNRNPDL PE=1 SV=3;tr|A0A087WUK2|A0A087WUK2_HUMAN Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens OX=9606 GN=HNRNPDL PE=1 SV=1,2,13,11,11,5,5,11,12,3,3,9,10,3,3,9,10,26.9,24.5,24.5,46.437,420,420;363,0.0,69.426,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.20132,0.64976,13.562,31,13,Leave out requantified,0.26747,0.30965,0.19762,0.19111,0.99733,0.94758,0.65763,0.60711,24.301,30.473,16.784,19.363,4,3,10,14,1,2,5,5,Median,Median,Leave out requantified,Leave out requantified,12.1,12.1,24.0,23.3,6498800000,5289200000,1209600000,613900000,479620000,134290000,538810000,404600000,134210000,1919200000,1595100000,324040000,3426900000,2809800000,617080000,,,,29,2677;2678;3082;4394;5388;5424;12545;12546;13824;14477;14872;16445;20692,True;True;True;True;True;False;True;True;True;True;True;False;True,2860;2861;3295;4689;5755;5797;5798;13493;13494;14845;15530;15952;17611;22135,7869;7870;7871;7872;7873;7874;7875;8955;8956;8957;8958;12367;12368;12369;12370;12371;12372;15150;15151;15152;15284;15285;15286;15287;15288;15289;15290;15291;15292;15293;35955;35956;35957;39527;39528;39529;41260;42302;42303;42304;42305;42306;46695;46696;46697;46698;46699;46700;46701;58863,14774;14775;14776;14777;14778;14779;14780;14781;14782;16829;16830;16831;16832;16833;16834;22982;22983;22984;22985;22986;22987;22988;22989;22990;22991;22992;22993;22994;22995;22996;22997;28221;28222;28223;28469;28470;28471;28472;28473;28474;28475;28476;28477;28478;28479;28480;28481;28482;28483;28484;28485;28486;28487;28488;28489;28490;28491;28492;66240;66241;66242;66243;72733;72734;72735;75810;77574;77575;77576;77577;77578;77579;77580;77581;77582;77583;77584;77585;85427;85428;85429;85430;85431;85432;85433;85434;85435;85436;85437;85438;85439;108964,14778;14780;16830;22986;28221;28479;66240;66241;72735;75810;77575;85430;108964,,,,,-1;-1,protein_30,quanti,quanti,quanti,quanti
SLIRP,1.38481875440853,0.00511077551488198,Q9GZT3;A0A087WUN7;H0YJ40;G3V4X6;G3V2S9;H0YJW7;H0YJ07;H0YJU7;H0YJI1,Q9GZT3;A0A087WUN7;H0YJ40;G3V4X6;G3V2S9;H0YJW7,6;6;6;6;6;5;2;2;1,6;6;6;6;6;5;2;2;1,6;6;6;6;6;5;2;2;1,"SRA stem-loop-interacting RNA-binding protein, mitochondrial","sp|Q9GZT3|SLIRP_HUMAN SRA stem-loop-interacting RNA-binding protein, mitochondrial OS=Homo sapiens OX=9606 GN=SLIRP PE=1 SV=1;tr|A0A087WUN7|A0A087WUN7_HUMAN SRA stem-loop-interacting RNA-binding protein, mitochondrial OS=Homo sapiens OX=9606 GN=SLIRP PE=1 ",9,6,6,6,4,3,5,6,4,3,5,6,4,3,5,6,55.0,55.0,55.0,12.349,109,109;92;96;98;124;76;56;72;40,0.0,28.378,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.5248,1.663,20.122,23,1,Leave out requantified,0.49915,0.65421,0.45454,0.52373,1.3419,1.7047,1.6521,1.72,25.744,24.211,25.411,17.983,4,4,7,8,0,1,0,0,Leave out requantified,Median,Leave out requantified,Leave out requantified,34.9,33.9,55.0,55.0,2986600000,1960600000,1026000000,198090000,131270000,66827000,225870000,136470000,89404000,1049800000,705610000,344180000,1512800000,987250000,525600000,,,,31,2554;3575;13222;14825;14930;15794,True;True;True;True;True;True,2730;3816;14218;15902;16016;16923,7540;7541;7542;7543;7544;7545;7546;10217;37852;37853;37854;37855;37856;37857;42159;42160;42161;42488;42489;44837;44838;44839;44840,14218;14219;14220;14221;14222;14223;14224;14225;14226;14227;19096;69619;69620;69621;69622;69623;69624;69625;69626;69627;69628;69629;69630;77296;77297;77298;77299;77300;77301;77882;77883;77884;77885;77886;77887;77888;77889;82070;82071;82072;82073;82074;82075;82076;82077;82078;82079;82080;82081;82082;82083;82084,14219;19096;69626;77299;77883;82082,,,,,-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_32,quanti,quanti,quanti,quanti
GPX1,2.42782711647672,0.000620864924279807,P07203;A0A087WUQ6;A0A2R8Y6B6;A0A494C1C9;A0A494C118,P07203;A0A087WUQ6;A0A2R8Y6B6,7;7;5;1;1,7;7;5;1;1,7;7;5;1;1,Glutathione peroxidase 1;Glutathione peroxidase,sp|P07203|GPX1_HUMAN Glutathione peroxidase 1 OS=Homo sapiens OX=9606 GN=GPX1 PE=1 SV=4;tr|A0A087WUQ6|A0A087WUQ6_HUMAN Glutathione peroxidase OS=Homo sapiens OX=9606 GN=GPX1 PE=1 SV=1;tr|A0A2R8Y6B6|A0A2R8Y6B6_HUMAN Glutathione peroxidase 1 OS=Homo sapiens ,5,7,7,7,2,1,3,5,2,1,3,5,2,1,3,5,46.3,46.3,46.3,22.088,203,203;202;157;104;170,0.0,6.7286,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.18789,0.5984,189.87,10,6,Leave out requantified,6.0326,,0.1705,0.1525,20.649,,0.58595,0.47063,37.214,,42.953,22.336,2,0,3,5,1,0,1,4,Median,Median,Median,Median,9.9,8.9,28.1,41.9,766760000,513030000,253730000,187400000,16408000,170990000,20086000,20086000,0,227830000,189700000,38124000,331450000,286830000,44614000,,,,32,3314;3386;4723;4724;6044;10501;21198,True;True;True;True;True;True;True,3544;3618;5036;5037;6489;11325;22667,9561;9744;9745;13285;13286;13287;17251;17252;30238;60280;60281,17970;18244;18245;24643;24644;24645;24646;24647;24648;32126;32127;56123;111529;111530;111531,17970;18244;24644;24646;32127;56123;111530,,,,,-1;-1;-1;-1;-1,protein_33,quanti,quanti,quanti,quanti
EIF5B,-1.84739705174632,0.0296861091284659,O60841;A0A087WUT6,O60841;A0A087WUT6,8;8,8;8,8;8,Eukaryotic translation initiation factor 5B,sp|O60841|IF2P_HUMAN Eukaryotic translation initiation factor 5B OS=Homo sapiens OX=9606 GN=EIF5B PE=1 SV=4;tr|A0A087WUT6|A0A087WUT6_HUMAN Eukaryotic translation initiation factor 5B OS=Homo sapiens OX=9606 GN=EIF5B PE=1 SV=1,2,8,8,8,5,5,4,2,5,5,4,2,5,5,4,2,12.2,12.2,12.2,138.83,1220,1220;1220,0.0,8.1924,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.32662,0.94497,15.936,17,7,Leave out requantified,0.32523,0.31699,0.35653,0.53423,1.0537,0.86726,1.0329,1.5694,15.504,16.107,8.5168,84.784,6,5,4,2,3,2,1,1,Median,Leave out requantified,Leave out requantified,Median,7.8,7.5,7.7,3.3,808170000,548500000,259670000,213910000,158230000,55678000,230380000,158660000,71719000,234790000,164330000,70451000,129090000,67273000,61822000,,,,34,974;5952;6712;7005;8110;9519;10540;10940,True;True;True;True;True;True;True;True,1030;6386;7226;7565;8759;10275;11370;11802,2772;16967;19164;19165;20144;20145;20146;20147;23391;23392;27439;30376;30377;30378;30379;31553;31554,5095;31581;35457;35458;35459;37442;37443;43582;43583;43584;50855;56324;56325;56326;56327;56328;56329;56330;56331;58518;58519;58520,5095;31581;35458;37442;43583;50855;56325;58520,,,,,-1;-1,protein_35,quanti,quanti,quanti,quanti
MTHFD1L,3.51306784495953,0.000311797072641461,Q6UB35;A0A087WVM4;B7ZM99;H0Y327;Q4VXM1;Q4VXM0;Q5JYA8;Q5JYA3,Q6UB35;A0A087WVM4;B7ZM99,12;12;12;2;1;1;1;1,11;11;11;2;1;1;1;1,11;11;11;2;1;1;1;1,"Monofunctional C1-tetrahydrofolate synthase, mitochondrial","sp|Q6UB35|C1TM_HUMAN Monofunctional C1-tetrahydrofolate synthase, mitochondrial OS=Homo sapiens OX=9606 GN=MTHFD1L PE=1 SV=1;tr|A0A087WVM4|A0A087WVM4_HUMAN Monofunctional C1-tetrahydrofolate synthase, mitochondrial OS=Homo sapiens OX=9606 GN=MTHFD1L PE=1 S",8,12,11,11,3,3,12,12,2,2,11,11,2,2,11,11,15.2,14.2,14.2,105.79,978,978;913;979;332;57;92;108;114,0.0,25.554,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.41153,1.2529,31.635,28,7,Leave out requantified,0.43292,0.47874,0.44231,0.38575,0.81201,1.0123,1.4053,1.1891,24.103,0.026599,34.75,31.165,2,2,12,12,2,0,3,2,Median,Median,Leave out requantified,Leave out requantified,3.9,3.6,15.2,15.2,1413400000,995880000,417480000,17913000,12877000,5036200,36297000,23316000,12982000,570380000,395560000,174820000,788770000,564130000,224640000,,,,39,1929;2260;2776;3496;4837;9769;10147;11405;12064;17311;19110;21186,True;True;True;True;True;True;True;True;True;True;False;True,2063;2416;2967;3735;5153;10549;10952;12291;12984;18518;20462;22655,5747;5748;5749;5750;5751;6710;6711;8162;8163;10039;10040;13576;13577;28250;28251;28252;29254;29255;32779;32780;32781;34577;34578;49225;49226;49227;54549;54550;54551;54552;54553;54554;60252;60253,10781;10782;10783;10784;10785;12686;12687;15390;15391;18800;18801;25167;25168;25169;52382;52383;52384;52385;52386;52387;52388;52389;54259;54260;60556;60557;60558;63706;63707;63708;63709;63710;63711;90403;90404;90405;90406;90407;100877;100878;100879;100880;100881;100882;100883;100884;100885;100886;100887;111491;111492,10784;12687;15391;18801;25168;52386;54260;60556;63709;90406;100877;111492,,,,,-1;-1;-1;-1;-1;-1;-1;-1,protein_40,quanti,quanti,quanti,quanti
POLR2E,0.568872849180369,0.143974972230922,P19388;A0A087WVZ9;A0A0A0MQR7;K7EQN2;K7EJ87;A0A087WVN5;A0A087WWX0,P19388;A0A087WVZ9;A0A0A0MQR7,3;3;3;1;1;1;1,3;3;3;1;1;1;1,3;3;3;1;1;1;1,"DNA-directed RNA polymerases I, II, and III subunit RPABC1","sp|P19388|RPAB1_HUMAN DNA-directed RNA polymerases I, II, and III subunit RPABC1 OS=Homo sapiens OX=9606 GN=POLR2E PE=1 SV=4;tr|A0A087WVZ9|A0A087WVZ9_HUMAN DNA-directed RNA polymerases I, II, and III subunit RPABC1 OS=Homo sapiens OX=9606 GN=POLR2E PE=1 SV",7,3,3,3,1,2,3,2,1,2,3,2,1,2,3,2,25.2,25.2,25.2,24.551,210,210;184;204;51;68;83;134,0.0,4.2535,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.50536,1.6647,23.098,8,0,Leave out requantified,0.57692,0.86112,0.44267,0.41509,1.817,2.1456,1.5252,1.2311,,36.141,22.658,13.267,1,2,3,2,0,0,0,0,Median,Median,Leave out requantified,Median,6.7,12.4,25.2,19.5,395550000,251880000,143670000,32334000,20294000,12040000,72599000,36642000,35958000,141100000,84405000,56692000,149520000,110540000,38984000,,,,41,1308;12377;15118,True;True;True,1396;13319;16206,3812;3813;3814;3815;35503;35504;42956;42957,7070;7071;7072;7073;7074;7075;7076;7077;65434;78678,7074;65434;78678,,,,,-1;-1;-1;-1;-1;-1;-1,protein_42,quanti,quanti,quanti,quanti
POLD2,-0.610758826812759,0.0894200724146652,P49005;F8W8R3;A0A087WWF6;C9JHC7;C9IZD2;C9J8Z7;C9JLE1;H7C1B3,P49005;F8W8R3;A0A087WWF6;C9JHC7;C9IZD2;C9J8Z7;C9JLE1,4;4;4;3;2;2;2;1,4;4;4;3;2;2;2;1,4;4;4;3;2;2;2;1,DNA polymerase delta subunit 2,sp|P49005|DPOD2_HUMAN DNA polymerase delta subunit 2 OS=Homo sapiens OX=9606 GN=POLD2 PE=1 SV=1;tr|F8W8R3|F8W8R3_HUMAN DNA polymerase delta subunit 2 OS=Homo sapiens OX=9606 GN=POLD2 PE=1 SV=1;tr|A0A087WWF6|A0A087WWF6_HUMAN DNA polymerase delta subunit 2 O,8,4,4,4,1,2,1,1,1,2,1,1,1,2,1,1,11.5,11.5,11.5,51.289,469,469;455;504;257;148;155;220;83,0.0,3.272,By MS/MS,By MS/MS,By MS/MS,By MS/MS,1.6915,5.2342,41.775,5,3,Median,0.92703,2.2451,1.5928,2.0059,2.4934,5.3717,5.2342,5.9135,,44.312,,,1,2,1,1,1,1,1,0,Median,Median,Median,Median,3.0,5.5,3.0,3.2,176870000,58496000,118370000,19603000,8997400,10606000,50664000,14173000,36491000,52982000,17267000,35715000,53618000,18059000,35559000,,,,44,4636;10465;18915;19563,True;True;True;True,4944;11285;20243;20951,13033;30129;53905;53906;55837,24182;55848;99609;99610;99611;99612;103523,24182;55848;99609;103523,,,,,-1;-1;-1;-1;-1;-1;-1;-1,protein_45,quanti,quanti,quanti,quanti
TRAPPC3,-1.78667767126354,0.00248561930306066,O43617;A0A087WWM0;A0A087WYS5;A6NKE1,O43617;A0A087WWM0;A0A087WYS5,3;3;2;1,3;3;2;1,3;3;2;1,Trafficking protein particle complex subunit 3,sp|O43617|TPPC3_HUMAN Trafficking protein particle complex subunit 3 OS=Homo sapiens OX=9606 GN=TRAPPC3 PE=1 SV=1;tr|A0A087WWM0|A0A087WWM0_HUMAN Trafficking protein particle complex subunit OS=Homo sapiens OX=9606 GN=TRAPPC3 PE=1 SV=1;tr|A0A087WYS5|A0A087W,4,3,3,3,3,3,1,1,3,3,1,1,3,3,1,1,18.9,18.9,18.9,20.274,180,180;188;114;118,0.0,6.6808,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.65049,1.6176,26.07,9,1,Leave out requantified,0.58903,0.74572,0.38113,0.47574,1.6285,1.9146,1.061,1.0829,1.6152,10.365,,0.0,3,3,1,2,1,0,0,0,Median,Leave out requantified,Median,Median,18.9,18.9,4.4,4.4,257830000,161730000,96100000,65771000,39388000,26383000,95300000,56013000,39287000,35895000,26604000,9290600,60865000,39725000,21139000,,,,45,5094;10370;14918,True;True;True,5431;11183;16004,14329;14330;29883;29884;29885;29886;29887;42459;42460,26604;26605;26606;55409;55410;55411;55412;55413;55414;77837;77838;77839;77840,26605;55410;77840,,,,,-1;-1;-1;-1,protein_46,quanti,quanti,quanti,quanti
TPM3,-0.747424296657108,0.118210296288447,A0A087WWU8;D6R904;A0A494C0G0;Q5VU61,A0A087WWU8;D6R904,26;15;8;7,26;15;8;7,10;10;3;7,,tr|A0A087WWU8|A0A087WWU8_HUMAN Tropomyosin alpha-3 chain OS=Homo sapiens OX=9606 GN=TPM3 PE=1 SV=1;tr|D6R904|D6R904_HUMAN Tropomyosin alpha-3 chain OS=Homo sapiens OX=9606 GN=TPM3 PE=1 SV=1,4,26,26,10,16,20,19,19,16,20,19,19,8,9,8,7,75.8,75.8,20.7,26.42,227,227;95;87;49,0.0,323.31,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.31361,0.98295,28.737,113,27,Leave out requantified,0.30416,0.35677,0.24874,0.30169,1.0545,1.0568,0.88385,0.95637,16.58,24.912,42.838,39.586,23,28,31,31,9,6,5,7,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,58.6,70.0,64.3,64.3,27301000000,20231000000,7070300000,4485400000,3330400000,1154900000,7151800000,5022300000,2129500000,9286800000,7135800000,2151000000,6377300000,4742500000,1634800000,,,,47,739;740;741;1310;1844;2624;3847;3899;3900;6779;8184;8185;8208;8209;8210;9007;9144;9145;9660;9661;11079;12001;12491;12759;14931;17318,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,775;776;777;1399;1977;2805;4105;4160;4161;7306;7307;8836;8837;8838;8861;8862;8863;9715;9716;9867;9868;10428;10429;11946;12915;13437;13722;13723;16017;18525,2018;2019;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;3823;3824;3825;3826;3827;3828;3829;3830;5490;5491;5492;5493;5494;5495;5496;5497;7744;10931;10932;11045;11046;11047;11048;11049;11050;11051;11052;11053;11054;19411;19412;19413;19414;19415;19416;19417;19418;19419;19420;19421;23579;23580;23581;23582;23583;23584;23585;23586;23587;23588;23589;23590;23639;23640;23641;23642;23643;23644;25886;25887;25888;25889;25890;25891;25892;25893;26309;26310;26311;26312;27866;27867;27868;27869;27870;27871;27872;27873;27874;27875;27876;27877;27878;31905;31906;34383;35817;36540;36541;42490;42491;42492;42493;42494;42495;49248;49249;49250;49251;49252;49253,3664;3665;3666;3667;3668;3669;3670;3671;3672;3673;3674;3675;3676;3677;3678;3679;3680;3681;3682;3683;3684;3685;3686;3687;3688;3689;3690;3691;3692;3693;3694;3695;3696;3697;3698;3699;3700;3701;3702;3703;3704;3705;7086;7087;7088;7089;7090;7091;7092;7093;7094;7095;7096;7097;7098;7099;7100;7101;7102;7103;7104;7105;7106;10354;10355;10356;10357;10358;10359;10360;14552;20380;20381;20382;20383;20549;20550;20551;20552;20553;20554;20555;20556;20557;20558;20559;20560;20561;20562;20563;20564;20565;20566;20567;20568;20569;20570;35968;35969;35970;35971;35972;35973;35974;35975;35976;35977;35978;35979;35980;35981;35982;35983;35984;35985;35986;43885;43886;43887;43888;43889;43890;43891;43892;43893;43894;43895;43896;43897;43898;43899;43900;43901;43902;43903;43904;43905;43906;43907;43908;43909;43910;43911;43912;43913;43914;43915;43980;43981;43982;43983;43984;43985;43986;43987;43988;43989;43990;43991;43992;43993;48180;48181;48182;48183;48184;48185;48186;48187;48188;48189;48190;48191;48192;48193;48194;48195;48196;48900;48901;48902;48903;48904;48905;48906;51643;51644;51645;51646;51647;51648;51649;51650;51651;51652;51653;51654;51655;51656;51657;51658;51659;51660;51661;51662;51663;51664;59111;63273;63274;65990;67288;67289;77890;77891;77892;77893;77894;77895;77896;77897;77898;77899;90473;90474;90475;90476;90477;90478;90479;90480;90481,3678;3697;3701;7100;10357;14552;20380;20552;20570;35970;43885;43900;43980;43985;43993;48187;48900;48906;51647;51656;59111;63274;65990;67288;77896;90480,2,0,13,227,-1;-1;-1;-1,protein_48,quanti,quanti,quanti,quanti
