Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Peptides,Unique peptides,Sequence coverage [%],Intensity DCAF7-N1,Intensity DCAF7-N2,Intensity IP-BirA-alone-N1,Intensity IP-BirA-alone-N2
Q9Y2U8,Q9Y2U8,17,17,17,Inner nuclear membrane protein Man1,LEMD3,sp|Q9Y2U8|MAN1_HUMAN Inner nuclear membrane protein Man1 OS=Homo sapiens OX=9606 GN=LEMD3 PE=1 SV=2,17,17,27.2,3.80122640843825,3.8851689207087,28.3028224822789,28.3802630761204
Q96PV6;C9JMY0;A0A087WUE4;A0A0G2JNN3;E7EWC7;B0VJY8;A0A0G2JPW6,Q96PV6;C9JMY0;A0A087WUE4;A0A0G2JNN3,15;14;14;12;4;2;2,15;14;14;12;4;2;2,14;13;13;12;3;1;1,Leukocyte receptor cluster member 8,LENG8,sp|Q96PV6|LENG8_HUMAN Leukocyte receptor cluster member 8 OS=Homo sapiens OX=9606 GN=LENG8 PE=1 SV=3;tr|C9JMY0|C9JMY0_HUMAN Leukocyte receptor cluster member 8 OS=Homo sapiens OX=9606 GN=LENG8 PE=1 SV=2;tr|A0A087WUE4|A0A087WUE4_HUMAN Leukocyte receptor clu,15,14,26.6,22.6663323742617,22.2138304359118,28.7416902958227,28.4892237240496
P09382;F8WEI7,P09382,4;1,4;1,4;1,Galectin-1,LGALS1,sp|P09382|LEG1_HUMAN Galectin-1 OS=Homo sapiens OX=9606 GN=LGALS1 PE=1 SV=2,4,4,39.3,27.5264902843511,27.7801289185892,23.5442749155317,24.1305341149102
P18858;F5GZ28;M0R0Q7;B4E135;M0R1S4;M0QY71;M0R1G7,P18858;F5GZ28;M0R0Q7,8;8;6;2;1;1;1,8;8;6;2;1;1;1,8;8;6;2;1;1;1,DNA ligase 1;DNA ligase,LIG1,sp|P18858|DNLI1_HUMAN DNA ligase 1 OS=Homo sapiens OX=9606 GN=LIG1 PE=1 SV=1;tr|F5GZ28|F5GZ28_HUMAN DNA ligase OS=Homo sapiens OX=9606 GN=LIG1 PE=1 SV=1;tr|M0R0Q7|M0R0Q7_HUMAN DNA ligase OS=Homo sapiens OX=9606 GN=LIG1 PE=1 SV=1,8,8,12.5,3.80122640843825,3.8851689207087,25.9856790171538,26.1219858947841
P49916;K7EQB6;K7ERZ5;K7ENR9,P49916;K7EQB6;K7ERZ5,4;2;2;1,4;2;2;1,4;2;2;1,DNA ligase 3,LIG3,sp|P49916|DNLI3_HUMAN DNA ligase 3 OS=Homo sapiens OX=9606 GN=LIG3 PE=1 SV=2;tr|K7EQB6|K7EQB6_HUMAN DNA ligase 3 (Fragment) OS=Homo sapiens OX=9606 GN=LIG3 PE=1 SV=1;tr|K7ERZ5|K7ERZ5_HUMAN DNA ligase 3 (Fragment) OS=Homo sapiens OX=9606 GN=LIG3 PE=1 SV=1,4,4,3.7,3.80122640843825,3.8851689207087,24.8503841134124,25.4814225311669
Q9UHB6;F8VQE1;F8VS07;F8VRN8;Q9BT23;J3QQM5;F8VVQ7;F8VTU2,Q9UHB6;F8VQE1;F8VS07,27;26;20;10;1;1;1;1,27;26;20;10;1;1;1;1,27;26;20;10;1;1;1;1,LIM domain and actin-binding protein 1,LIMA1,sp|Q9UHB6|LIMA1_HUMAN LIM domain and actin-binding protein 1 OS=Homo sapiens OX=9606 GN=LIMA1 PE=1 SV=1;tr|F8VQE1|F8VQE1_HUMAN LIM domain and actin-binding protein 1 OS=Homo sapiens OX=9606 GN=LIMA1 PE=1 SV=1;tr|F8VS07|F8VS07_HUMAN LIM domain and actin-bin,27,27,46.8,22.2484962837146,24.2291268504924,31.9670550206163,31.919756179071
Q9UPQ0;D6RD46;H0Y8P3;E7EPK0;E9PDJ9;G5EA03;D6RJ93;Q6NVB9;D6R8Y0,Q9UPQ0;D6RD46;H0Y8P3;E7EPK0;E9PDJ9;G5EA03,35;33;30;29;29;29;6;6;4,35;33;30;29;29;29;6;6;4,35;33;30;29;29;29;6;6;4,LIM and calponin homology domains-containing protein 1,LIMCH1,sp|Q9UPQ0|LIMC1_HUMAN LIM and calponin homology domains-containing protein 1 OS=Homo sapiens OX=9606 GN=LIMCH1 PE=1 SV=4;tr|D6RD46|D6RD46_HUMAN LIM and calponin homology domains-containing protein 1 OS=Homo sapiens OX=9606 GN=LIMCH1 PE=1 SV=1;tr|H0Y8P3|H0Y,35,35,40.2,3.80122640843825,3.8851689207087,29.9842724607236,29.9786924814382
Q9UGP4;C9JRJ5,Q9UGP4;C9JRJ5,12;12,12;12,12;12,LIM domain-containing protein 1,LIMD1,sp|Q9UGP4|LIMD1_HUMAN LIM domain-containing protein 1 OS=Homo sapiens OX=9606 GN=LIMD1 PE=1 SV=1;tr|C9JRJ5|C9JRJ5_HUMAN LIM domain-containing protein 1 OS=Homo sapiens OX=9606 GN=LIMD1 PE=1 SV=1,12,12,29.1,3.80122640843825,3.8851689207087,28.6452987467309,28.5930260325708
Q6MZP7,Q6MZP7,11,11,11,Protein lin-54 homolog,LIN54,sp|Q6MZP7|LIN54_HUMAN Protein lin-54 homolog OS=Homo sapiens OX=9606 GN=LIN54 PE=1 SV=3,11,11,21.2,22.6232813851062,22.8476438785291,27.2764858120566,26.8423012312271
Q15334;A0A087WW77,Q15334;A0A087WW77,7;7,7;7,7;7,Lethal(2) giant larvae protein homolog 1,LLGL1,sp|Q15334|L2GL1_HUMAN Lethal(2) giant larvae protein homolog 1 OS=Homo sapiens OX=9606 GN=LLGL1 PE=1 SV=3;tr|A0A087WW77|A0A087WW77_HUMAN Lethal(2) giant larvae protein homolog 1 OS=Homo sapiens OX=9606 GN=LLGL1 PE=1 SV=1,7,7,9.5,3.80122640843825,3.8851689207087,26.7861876532852,26.316067421064
P02545;Q3BDU5;Q5TCI8;H0YAB0;A0A0C4DGC5,P02545;Q3BDU5;Q5TCI8,6;5;4;2;1,6;5;4;2;1,6;5;4;2;1,Prelamin-A/C;Lamin-A/C,LMNA,sp|P02545|LMNA_HUMAN Prelamin-A/C OS=Homo sapiens OX=9606 GN=LMNA PE=1 SV=1;tr|Q3BDU5|Q3BDU5_HUMAN Prelamin-A/C OS=Homo sapiens OX=9606 GN=LMNA PE=1 SV=1;tr|Q5TCI8|Q5TCI8_HUMAN Prelamin-A/C OS=Homo sapiens OX=9606 GN=LMNA PE=1 SV=1,6,6,10.8,3.80122640843825,3.8851689207087,26.024072027275,25.9174332705667
E9PMS6;Q8WWI1;J3KP06;F8WD26;E9PMP7;E9PMT2;A0A0A0MTE2;H0Y424;H0YDG6;H0YDQ3;E9PJ10;H0YE95;E9PLU6;E9PK58;E9PRJ0;E9PRE3;U3KQE6,E9PMS6;Q8WWI1;J3KP06;F8WD26;E9PMP7;E9PMT2;A0A0A0MTE2;H0Y424,33;32;32;32;30;23;23;20;7;7;4;4;3;3;1;1;1,33;32;32;32;30;23;23;20;7;7;4;4;3;3;1;1;1,33;32;32;32;30;23;23;20;7;7;4;4;3;3;1;1;1,LIM domain only protein 7,LMO7,tr|E9PMS6|E9PMS6_HUMAN LIM domain only protein 7 OS=Homo sapiens OX=9606 GN=LMO7 PE=1 SV=1;sp|Q8WWI1|LMO7_HUMAN LIM domain only protein 7 OS=Homo sapiens OX=9606 GN=LMO7 PE=1 SV=3;tr|J3KP06|J3KP06_HUMAN LIM domain only protein 7 OS=Homo sapiens OX=9606 GN=,33,33,32.5,3.80122640843825,3.8851689207087,29.15899198012,28.9554060726793
Q93052;A0A087WZF1;C9JUT4;C9JXK9;C9JIY7;C9JT42;C9J3U9;C9J1K7;C9J5C8;C9J4E3;C9JE51;C9J2R5,Q93052;A0A087WZF1;C9JUT4;C9JXK9,16;14;13;8;5;5;5;5;5;5;4;4,16;14;13;8;5;5;5;5;5;5;4;4,16;14;13;8;5;5;5;5;5;5;4;4,Lipoma-preferred partner,LPP,sp|Q93052|LPP_HUMAN Lipoma-preferred partner OS=Homo sapiens OX=9606 GN=LPP PE=1 SV=1;tr|A0A087WZF1|A0A087WZF1_HUMAN Lipoma-preferred partner OS=Homo sapiens OX=9606 GN=LPP PE=1 SV=1;tr|C9JUT4|C9JUT4_HUMAN LIM domain containing preferred translocation part,16,16,35.3,23.4829615373516,24.5100846738616,28.8559951152269,28.8572120159147
O60711;E9PNX9;B7Z5P7,O60711;E9PNX9;B7Z5P7,2;1;1,2;1;1,2;1;1,Leupaxin,LPXN,sp|O60711|LPXN_HUMAN Leupaxin OS=Homo sapiens OX=9606 GN=LPXN PE=1 SV=1;tr|E9PNX9|E9PNX9_HUMAN Leupaxin OS=Homo sapiens OX=9606 GN=LPXN PE=1 SV=1;tr|B7Z5P7|B7Z5P7_HUMAN Leupaxin OS=Homo sapiens OX=9606 GN=LPXN PE=1 SV=1,2,2,10.1,3.80122640843825,3.8851689207087,23.89430265992,25.1906903753819
P50851;A0A494BZW2;A0A494C1L5;E9PEM5;H0YAC6;A0A494C0R9;A0A3B3IS13;Q8NFP9;A0A3B3IU76;Q5T321;A0A0D9SF28;F5GXV7;H0Y9N9;H0YA17;A0A3B3ISK3,P50851;A0A494BZW2;A0A494C1L5;E9PEM5;H0YAC6,12;12;12;11;9;5;3;2;2;2;2;2;1;1;1,12;12;12;11;9;5;3;2;2;2;2;2;1;1;1,12;12;12;11;9;5;3;2;2;2;2;2;1;1;1,Lipopolysaccharide-responsive and beige-like anchor protein,LRBA,sp|P50851|LRBA_HUMAN Lipopolysaccharide-responsive and beige-like anchor protein OS=Homo sapiens OX=9606 GN=LRBA PE=1 SV=4;tr|A0A494BZW2|A0A494BZW2_HUMAN Lipopolysaccharide-responsive and beige-like anchor protein (Fragment) OS=Homo sapiens OX=9606 GN=LRBA,12,12,5.3,3.80122640843825,3.8851689207087,26.5355805704313,25.3389213204642
Q9Y2L9,Q9Y2L9,3,3,3,Leucine-rich repeat and calponin homology domain-containing protein 1,LRCH1,sp|Q9Y2L9|LRCH1_HUMAN Leucine-rich repeat and calponin homology domain-containing protein 1 OS=Homo sapiens OX=9606 GN=LRCH1 PE=1 SV=3,3,3,6.3,3.80122640843825,3.8851689207087,25.4723398154134,25.1239600262373
Q5VUJ6,Q5VUJ6,3,3,3,Leucine-rich repeat and calponin homology domain-containing protein 2,LRCH2,sp|Q5VUJ6|LRCH2_HUMAN Leucine-rich repeat and calponin homology domain-containing protein 2 OS=Homo sapiens OX=9606 GN=LRCH2 PE=1 SV=2,3,3,6.8,3.80122640843825,3.8851689207087,25.1981677348593,23.293757887276
P42704,P42704,2,2,2,"Leucine-rich PPR motif-containing protein, mitochondrial",LRPPRC,"sp|P42704|LPPRC_HUMAN Leucine-rich PPR motif-containing protein, mitochondrial OS=Homo sapiens OX=9606 GN=LRPPRC PE=1 SV=3",2,2,1.1,3.80122640843825,3.8851689207087,26.8438591526753,23.3209977127781
Q5VZK9;A0A0U1RQQ1,Q5VZK9;A0A0U1RQQ1,8;6,8;6,8;6,Leucine-rich repeat-containing protein 16A,LRRC16A,sp|Q5VZK9|CARL1_HUMAN F-actin-uncapping protein LRRC16A OS=Homo sapiens OX=9606 GN=CARMIL1 PE=1 SV=1;tr|A0A0U1RQQ1|A0A0U1RQQ1_HUMAN F-actin-uncapping protein LRRC16A (Fragment) OS=Homo sapiens OX=9606 GN=CARMIL1 PE=1 SV=1,8,8,8.1,3.80122640843825,3.8851689207087,26.7254644518731,25.5744722660146
H0YNI5;H0YLZ6;H0YKI5;H0YLQ8;H0YNV5,H0YNI5;H0YLZ6;H0YKI5;H0YLQ8;H0YNV5,2;2;2;2;2,2;2;2;2;2,2;2;2;2;2,,LRRC49,tr|H0YNI5|H0YNI5_HUMAN Leucine-rich repeat-containing protein 49 (Fragment) OS=Homo sapiens OX=9606 GN=LRRC49 PE=4 SV=1;tr|H0YLZ6|H0YLZ6_HUMAN Leucine-rich repeat-containing protein 49 (Fragment) OS=Homo sapiens OX=9606 GN=LRRC49 PE=4 SV=1;tr|H0YKI5|H0YKI5,2,2,14.1,3.80122640843825,3.8851689207087,21.9217247359516,26.4023494420352
Q96AG4,Q96AG4,2,2,2,Leucine-rich repeat-containing protein 59,LRRC59,sp|Q96AG4|LRC59_HUMAN Leucine-rich repeat-containing protein 59 OS=Homo sapiens OX=9606 GN=LRRC59 PE=1 SV=1,2,2,7.2,3.80122640843825,3.8851689207087,24.7270238413683,23.7852648711232
Q32MZ4,Q32MZ4,9,9,9,Leucine-rich repeat flightless-interacting protein 1,LRRFIP1,sp|Q32MZ4|LRRF1_HUMAN Leucine-rich repeat flightless-interacting protein 1 OS=Homo sapiens OX=9606 GN=LRRFIP1 PE=1 SV=2,9,9,17.9,3.80122640843825,3.8851689207087,26.5264753595851,27.0047461290403
Q9H089;F8WFC6;H7C2X7,Q9H089,15;5;5,15;5;5,15;5;5,Large subunit GTPase 1 homolog,LSG1,sp|Q9H089|LSG1_HUMAN Large subunit GTPase 1 homolog OS=Homo sapiens OX=9606 GN=LSG1 PE=1 SV=2,15,15,30.5,3.80122640843825,3.8851689207087,27.8367148543583,27.8132331886445
Q9BX40;Q5TBQ0;A0A0C4DFV2;Q5TBQ1,Q9BX40;Q5TBQ0,6;4;2;2,6;4;2;2,3;2;2;2,Protein LSM14 homolog B,LSM14B,sp|Q9BX40|LS14B_HUMAN Protein LSM14 homolog B OS=Homo sapiens OX=9606 GN=LSM14B PE=1 SV=1;tr|Q5TBQ0|Q5TBQ0_HUMAN Protein LSM14 homolog B (Fragment) OS=Homo sapiens OX=9606 GN=LSM14B PE=1 SV=1,6,3,21.8,23.8458460559685,24.1659313081896,27.1733134342643,27.0883089905073
Q86X29;S4R3V8,Q86X29;S4R3V8,2;2,2;2,2;2,Lipolysis-stimulated lipoprotein receptor,LSR,sp|Q86X29|LSR_HUMAN Lipolysis-stimulated lipoprotein receptor OS=Homo sapiens OX=9606 GN=LSR PE=1 SV=4;tr|S4R3V8|S4R3V8_HUMAN Lipolysis-stimulated lipoprotein receptor OS=Homo sapiens OX=9606 GN=LSR PE=1 SV=2,2,2,4.9,3.80122640843825,3.8851689207087,23.6943425824488,24.2822779618452
O94822;H7BYG8;S4R3T2,O94822;H7BYG8,4;3;1,4;3;1,4;3;1,E3 ubiquitin-protein ligase listerin,LTN1,sp|O94822|LTN1_HUMAN E3 ubiquitin-protein ligase listerin OS=Homo sapiens OX=9606 GN=LTN1 PE=1 SV=6;tr|H7BYG8|H7BYG8_HUMAN E3 ubiquitin-protein ligase listerin OS=Homo sapiens OX=9606 GN=LTN1 PE=1 SV=2,4,4,2.5,3.80122640843825,3.8851689207087,24.5156892523841,24.3599119907551
O95232;J3KPP4;D6RDI2;D6RHH0;U3KQT3,O95232;J3KPP4;D6RDI2;D6RHH0;U3KQT3,2;2;2;1;1,2;2;2;1;1,2;2;2;1;1,Luc7-like protein 3,LUC7L3,"sp|O95232|LC7L3_HUMAN Luc7-like protein 3 OS=Homo sapiens OX=9606 GN=LUC7L3 PE=1 SV=2;tr|J3KPP4|J3KPP4_HUMAN Cisplatin resistance-associated overexpressed protein, isoform CRA_b OS=Homo sapiens OX=9606 GN=LUC7L3 PE=1 SV=1;tr|D6RDI2|D6RDI2_HUMAN Luc7-like p",2,2,6.7,3.80122640843825,3.8851689207087,22.3707129452255,22.8855414773763
Q86V48;E5RFK8;E5RHU7,Q86V48,35;9;1,35;9;1,35;9;1,Leucine zipper protein 1,LUZP1,sp|Q86V48|LUZP1_HUMAN Leucine zipper protein 1 OS=Homo sapiens OX=9606 GN=LUZP1 PE=1 SV=2,35,35,41.2,21.4095566774258,21.3565443881932,30.1318541745485,29.8468504351918
Q8WZA0;K7ES95,Q8WZA0;K7ES95,4;3,4;3,4;3,Protein LZIC,LZIC,sp|Q8WZA0|LZIC_HUMAN Protein LZIC OS=Homo sapiens OX=9606 GN=LZIC PE=1 SV=1;tr|K7ES95|K7ES95_HUMAN Protein LZIC (Fragment) OS=Homo sapiens OX=9606 GN=LZIC PE=1 SV=1,4,4,29.5,22.3999498741709,22.8731068726961,26.9212752763184,26.8787671535862
Q9NQ48;H7C488,Q9NQ48;H7C488,8;6,8;6,8;6,Leucine zipper transcription factor-like protein 1,LZTFL1,sp|Q9NQ48|LZTL1_HUMAN Leucine zipper transcription factor-like protein 1 OS=Homo sapiens OX=9606 GN=LZTFL1 PE=1 SV=1;tr|H7C488|H7C488_HUMAN Leucine zipper transcription factor-like protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=LZTFL1 PE=1 SV=1,8,8,33.8,3.80122640843825,3.8851689207087,27.6363713845466,26.7390522976888
H3BPE1;H3BQK9;Q9UPN3;H0Y390;A0A5F9ZGX0;E9PNZ4;A0A669KBB0;H0Y314;E9PLY0;H0Y4F5;A0A0A6YYJ5;H0Y6T5;A0A669KB06;H0Y7I1;E9PS75,H3BPE1;H3BQK9;Q9UPN3;H0Y390,79;79;74;58;23;20;13;10;8;7;6;4;3;2;1,79;79;74;58;23;20;13;10;8;7;6;4;3;2;1,6;6;6;0;2;0;0;0;0;0;0;0;0;0;0,"Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5",MACF1,"tr|H3BPE1|H3BPE1_HUMAN Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5 OS=Homo sapiens OX=9606 GN=MACF1 PE=1 SV=1;tr|H3BQK9|H3BQK9_HUMAN Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5 OS=Homo sapiens OX=9606 GN=MACF1 PE=1 SV=1;sp|Q9U",79,6,13.5,3.80122640843825,3.8851689207087,30.0767365083426,29.485735294213
A0A0A0MRB5;Q8WXG6;C9J6B0,A0A0A0MRB5;Q8WXG6;C9J6B0,3;2;2,3;2;2,3;2;2,MAP kinase-activating death domain protein,MADD,tr|A0A0A0MRB5|A0A0A0MRB5_HUMAN MAP kinase-activating death domain protein OS=Homo sapiens OX=9606 GN=MADD PE=1 SV=1;sp|Q8WXG6|MADD_HUMAN MAP kinase-activating death domain protein OS=Homo sapiens OX=9606 GN=MADD PE=1 SV=2;tr|C9J6B0|C9J6B0_HUMAN MAP kinase-,3,3,1.8,3.80122640843825,3.8851689207087,24.7391295759534,23.4189262846357
P43358;P43363;C9JZJ5;C9J9C2;C9JK50;C9JIR1;P43362;P43355;P43361;A2A368;Q96M61;A8MXT2;Q3SYA6;A0A0A0MSA3,P43358,7;3;3;3;3;3;2;1;1;1;1;1;1;1,7;3;3;3;3;3;2;1;1;1;1;1;1;1,6;2;3;3;3;3;2;0;0;0;0;0;0;0,Melanoma-associated antigen 4,MAGEA4,sp|P43358|MAGA4_HUMAN Melanoma-associated antigen 4 OS=Homo sapiens OX=9606 GN=MAGEA4 PE=1 SV=2,7,6,17.4,23.5090340868473,24.0682521470214,27.9132500065557,28.1378992171952
Q9UNF1;Q5H909;Q5H907;Q9Y5V3;Q12816;A0A087X070;G5E9N2,Q9UNF1;Q5H909;Q5H907,17;16;13;1;1;1;1,17;16;13;1;1;1;1,17;16;13;1;1;1;1,Melanoma-associated antigen D2,MAGED2,"sp|Q9UNF1|MAGD2_HUMAN Melanoma-associated antigen D2 OS=Homo sapiens OX=9606 GN=MAGED2 PE=1 SV=2;tr|Q5H909|Q5H909_HUMAN Melanoma-associated antigen D2 OS=Homo sapiens OX=9606 GN=MAGED2 PE=1 SV=2;tr|Q5H907|Q5H907_HUMAN Melanoma antigen family D, 2, isoform",17,17,32.3,24.6653567379494,24.3631915290375,29.0192170395377,29.1822222870823
Q96QZ7;H7C4U7;H7C535;A0A087WXD2;H7C5T8;A0A087WT53;H7C4S7,Q96QZ7;H7C4U7;H7C535;A0A087WXD2;H7C5T8;A0A087WT53,8;8;8;7;7;7;2,7;7;7;6;6;6;1,7;7;7;6;6;6;1,"Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 1",MAGI1,"sp|Q96QZ7|MAGI1_HUMAN Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 1 OS=Homo sapiens OX=9606 GN=MAGI1 PE=1 SV=3;tr|H7C4U7|H7C4U7_HUMAN Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 1 (Fragment) OS=",8,7,7.4,3.80122640843825,3.8851689207087,25.2144901807017,25.6729546546697
Q96A72;P61326;F5H124;F5H6N1;F5H6P7,Q96A72;P61326;F5H124;F5H6N1;F5H6P7,2;1;1;1;1,2;1;1;1;1,2;1;1;1;1,Protein mago nashi homolog 2;Protein mago nashi homolog,MAGOHB;MAGOH,sp|Q96A72|MGN2_HUMAN Protein mago nashi homolog 2 OS=Homo sapiens OX=9606 GN=MAGOHB PE=1 SV=1;sp|P61326|MGN_HUMAN Protein mago nashi homolog OS=Homo sapiens OX=9606 GN=MAGOH PE=1 SV=1;tr|F5H124|F5H124_HUMAN Protein mago nashi homolog 2 OS=Homo sapiens OX=9,2,2,13.5,3.80122640843825,3.8851689207087,24.388046198676,24.2371014015635
E9PGC8;P78559,E9PGC8;P78559,11;10,11;10,11;10,Microtubule-associated protein 1A;MAP1A heavy chain;MAP1 light chain LC2,MAP1A,tr|E9PGC8|E9PGC8_HUMAN Microtubule-associated protein 1A OS=Homo sapiens OX=9606 GN=MAP1A PE=1 SV=1;sp|P78559|MAP1A_HUMAN Microtubule-associated protein 1A OS=Homo sapiens OX=9606 GN=MAP1A PE=1 SV=6,11,11,6.1,21.8549809360319,22.0529155862026,26.6766714157823,25.7574305009263
P46821;D6RA32;D6RA40;D6RGJ3;D6RCL2,P46821,40;17;12;4;3,40;17;12;4;3,40;17;12;4;3,Microtubule-associated protein 1B;MAP1B heavy chain;MAP1 light chain LC1,MAP1B,sp|P46821|MAP1B_HUMAN Microtubule-associated protein 1B OS=Homo sapiens OX=9606 GN=MAP1B PE=1 SV=2,40,40,26.6,3.80122640843825,3.8851689207087,30.3378798858621,30.2974535370017
Q66K74;M0R1M7,Q66K74,5;1,5;1,5;1,Microtubule-associated protein 1S;MAP1S heavy chain;MAP1S light chain,MAP1S,sp|Q66K74|MAP1S_HUMAN Microtubule-associated protein 1S OS=Homo sapiens OX=9606 GN=MAP1S PE=1 SV=2,5,5,7.9,3.80122640843825,3.8851689207087,25.3575648906753,25.0336807581855
P11137;A0A669KB77;E7EV03,P11137;A0A669KB77,18;18;3,18;18;3,18;18;3,Microtubule-associated protein 2,MAP2,sp|P11137|MTAP2_HUMAN Microtubule-associated protein 2 OS=Homo sapiens OX=9606 GN=MAP2 PE=1 SV=4;tr|A0A669KB77|A0A669KB77_HUMAN Microtubule-associated protein 2 OS=Homo sapiens OX=9606 GN=MAP2 PE=4 SV=1,18,18,15.1,22.0791357764188,22.2666549024235,28.0069407495053,27.8028577971359
P46734;E9PRZ0,P46734;E9PRZ0,2;1,2;1,2;1,Dual specificity mitogen-activated protein kinase kinase 3,MAP2K3,sp|P46734|MP2K3_HUMAN Dual specificity mitogen-activated protein kinase kinase 3 OS=Homo sapiens OX=9606 GN=MAP2K3 PE=1 SV=2;tr|E9PRZ0|E9PRZ0_HUMAN Dual-specificity mitogen-activated protein kinase kinase 3 (Fragment) OS=Homo sapiens OX=9606 GN=MAP2K3 PE=1,2,2,9.8,3.80122640843825,3.8851689207087,24.3510675890524,24.4853591135546
E7EVA0;B5MEG9;H7C456;H0Y2V1;F8W9U4;A0A0J9YVV8;A0A0J9YW37,E7EVA0,75;19;13;12;11;4;4,75;19;13;12;11;4;4,14;3;0;0;0;0;0,Microtubule-associated protein,MAP4,tr|E7EVA0|E7EVA0_HUMAN Microtubule-associated protein OS=Homo sapiens OX=9606 GN=MAP4 PE=1 SV=1,75,14,39.4,27.3010350529749,27.9823967299156,35.0742739656306,34.8510371494796
O95819;A0A0D9SEY1;E7ENQ1;E7EN19;G5E948;G3XAA2;A0A0D9SG62;E7EX83;C9J840;H7C360;H7C0P6;Q9UKE5;Q8N4C8;A0A590UJE1;C9J338;I3L2I2;E7ETN6;I3L1U1;H7C3Z6,O95819;A0A0D9SEY1;E7ENQ1;E7EN19;G5E948;G3XAA2;A0A0D9SG62;E7EX83;C9J840;H7C360;H7C0P6,14;14;13;13;13;13;13;13;12;12;9;6;6;3;3;2;2;1;1,14;14;13;13;13;13;13;13;12;12;9;6;6;3;3;2;2;1;1,14;14;13;13;13;13;13;13;12;12;9;6;6;3;3;2;2;1;1,Mitogen-activated protein kinase kinase kinase kinase 4,MAP4K4,sp|O95819|M4K4_HUMAN Mitogen-activated protein kinase kinase kinase kinase 4 OS=Homo sapiens OX=9606 GN=MAP4K4 PE=1 SV=2;tr|A0A0D9SEY1|A0A0D9SEY1_HUMAN Mitogen-activated protein kinase kinase kinase kinase 4 OS=Homo sapiens OX=9606 GN=MAP4K4 PE=1 SV=1;tr|E,14,14,14.4,20.5400939752199,20.6489543680144,27.383356643788,26.7014725143048
Q9Y4K4;G3V4T8;G3V3V7;G3V4Q4;G3V5C6,Q9Y4K4,12;3;2;2;2,12;3;2;2;2,12;3;2;2;2,Mitogen-activated protein kinase kinase kinase kinase 5,MAP4K5,sp|Q9Y4K4|M4K5_HUMAN Mitogen-activated protein kinase kinase kinase kinase 5 OS=Homo sapiens OX=9606 GN=MAP4K5 PE=1 SV=2,12,12,21.6,3.80122640843825,3.8851689207087,27.8690895207225,27.4460064831535
Q8IWC1;A0A0A0MRP0,Q8IWC1;A0A0A0MRP0,8;6,8;6,8;6,MAP7 domain-containing protein 3,MAP7D3,sp|Q8IWC1|MA7D3_HUMAN MAP7 domain-containing protein 3 OS=Homo sapiens OX=9606 GN=MAP7D3 PE=1 SV=2;tr|A0A0A0MRP0|A0A0A0MRP0_HUMAN MAP7 domain-containing protein 3 (Fragment) OS=Homo sapiens OX=9606 GN=MAP7D3 PE=1 SV=1,8,8,11.4,3.80122640843825,3.8851689207087,26.3392612179899,26.5193985804233
Q15691;Q9UPY8;C9JB30,Q15691,9;1;1,9;1;1,9;1;1,Microtubule-associated protein RP/EB family member 1,MAPRE1,sp|Q15691|MARE1_HUMAN Microtubule-associated protein RP/EB family member 1 OS=Homo sapiens OX=9606 GN=MAPRE1 PE=1 SV=3,9,9,45.5,3.80122640843825,3.8851689207087,27.5226794600669,27.2261893182158
Q15555;K7EL66;K7ERD8;M0QX52,Q15555;K7EL66;K7ERD8,3;2;2;1,3;2;2;1,3;2;2;1,Microtubule-associated protein RP/EB family member 2,MAPRE2,sp|Q15555|MARE2_HUMAN Microtubule-associated protein RP/EB family member 2 OS=Homo sapiens OX=9606 GN=MAPRE2 PE=1 SV=1;tr|K7EL66|K7EL66_HUMAN Microtubule-associated protein RP/EB family member 2 (Fragment) OS=Homo sapiens OX=9606 GN=MAPRE2 PE=1 SV=1;tr|K7E,3,3,11.3,3.80122640843825,3.8851689207087,25.2410358281324,23.7243198273801
P10636;I3L170;A0A0G2JQJ7;A0A0G2JPD5;A0A0G2JS76;A0A0G2JMX7,P10636;I3L170;A0A0G2JQJ7;A0A0G2JPD5;A0A0G2JS76;A0A0G2JMX7,2;2;2;2;2;2,2;2;2;2;2;2,2;2;2;2;2;2,Microtubule-associated protein tau;Microtubule-associated protein,MAPT,sp|P10636|TAU_HUMAN Microtubule-associated protein tau OS=Homo sapiens OX=9606 GN=MAPT PE=1 SV=5;tr|I3L170|I3L170_HUMAN Microtubule-associated protein OS=Homo sapiens OX=9606 GN=MAPT PE=1 SV=1;tr|A0A0G2JQJ7|A0A0G2JQJ7_HUMAN Microtubule-associated protein O,2,2,3.7,3.80122640843825,3.8851689207087,25.2796238990618,25.0288787796753
